EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,DefTwoPtRebounds,Steals,BadPassSteals,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted2s,NonHeaveArc3FGM,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGA,SecondChanceFG2A,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,NonShootingPenaltyNonTakeFouls,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,LongMidRangeFGM,PtsUnassisted3s,Corner3Assists,AtRimAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGA,Fg2aBlocked,SelfOReb,FG2APctBlocked,AtRimPctBlocked,SelfORebPct,SecondChanceAtRimFrequency,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,HeaveAttempts,BlockingFoulsDrawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,611.0,10,-2.0,22,21,12.0,19.0,5.0,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,30,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,12.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.8333333333333334,1.25,0.8333333333333334,1.25,0.6666666666666666,11.11111111111111,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.47586666666666666,0.504175,1.0,2.6,25.2,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201591,1610612766,DJ White,DJ White,201591,CHA,611.0,10,-2.0,22,21,12.0,19.0,5.0,43,,,,,,,,,,,1.0,,,,30,,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,12.0,,,,,,,,,,,,,,3.7037037037037033,0.5,,,,,,,,,,,,,,,0.3395,0.3395,,15.8,,0.5454545454545454,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,611.0,10,-2.0,22,21,12.0,19.0,5.0,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,30,1.0,1.0,2.0,2.0,8.0,,6.0,1.0,,1.0,,2.0,,1.0,1.0,,1.0,8.0,12.0,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.5,22.22222222222222,,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.75,0.4738375,0.5108833333333334,1.0,9.1,24.75,0.5454545454545454,1.0,,1.0,1.0,,0.25,,0.25,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,367.0,6,-2.0,12,12,12.0,11.0,2.0,24,,,,,,,,,,,1.0,,,,20,,1.0,,,,,,,,,,,,,2.0,,2.0,,12.0,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,0.6392,0.6392,,5.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6392,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612766,Jannero Pargo,Jannero Pargo,2457,CHA,611.0,10,-2.0,22,21,12.0,19.0,5.0,43,,,,,,1.0,,1.0,5.0,2.0,3.0,3.0,6.0,13.0,30,1.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,1.0,13.0,,1.0,1.0,,1.0,5.0,12.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7222222222222222,0.625,0.7222222222222222,0.625,0.6666666666666666,33.33333333333333,,,,,,0.1111111111111111,,,,0.5555555555555556,,,0.25,,0.6666666666666666,0.4820722222222222,0.537725,0.38461538461538464,16.7,25.133333333333336,0.5454545454545454,2.0,1.0,,,0.3333333333333333,0.25,0.5,0.2222222222222222,3.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,0.6,0.6,0.3333333333333333,0.5,0.5,0.6,1.0,,,,,1.0,,,,,,0.1111111111111111,,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203469,1610612766,Cody Zeller,Cody Zeller,203469,CHA,244.0,4,,10,9,,8.0,3.0,19,,2.0,,,,,,,,1.0,4.0,,,2.0,10,,,,,,2.0,,,,,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,0.25,,0.25,,0.25,,,30.769230769230766,,0.5,,,,,,,,,,,,,0.5,0.4375,,,9.775,,,2.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,0.4,,0.2857142857142857,0.6666666666666666,,,0.5365,,1.0,,,,,,0.5,0.5,1.0,2.0,1.0,1.0,0.25,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201177,1610612766,Josh McRoberts,Josh McRoberts,201177,CHA,141601.0,2360,40.0,4448,4436,823.0,697.0,447.0,8884,93.0,153.0,12.0,20.0,7.0,25.0,2.0,4.0,266.0,142.0,275.0,105.0,291.0,661.0,4683,17.0,38.0,15.0,38.0,98.0,194.0,309.0,266.0,63.0,333.0,41.0,729.0,15.0,288.0,373.0,61.0,189.0,98.0,798.0,0.6830985915492958,0.7404580152671756,0.9809523809523809,0.36082474226804123,0.39473684210526316,0.36082474226804123,0.5163636363636364,0.4473684210526316,0.5291519434628975,0.5197368421052632,0.5462809917355372,0.550561797752809,0.5141342756183745,13.859790491539082,0.14423076923076922,0.2703180212014134,0.6078431372549019,0.6788321167883211,0.6666666666666666,0.044169611307420496,0.28,0.28,1.0,0.46996466431095407,0.2631578947368421,0.6,0.05263157894736842,0.5,0.784452296819788,0.5191652826855125,0.4911342105263159,0.14826021180030258,6.861818181818182,25.695189003436422,0.18502697841726617,66.0,200.0,58.0,30.0,0.13192612137203166,0.125,0.12141280353200883,0.1166077738515901,98.0,13.0,34.0,90.0,98.0,270.0,87.0,73.0,43.0,13.0,83.0,7.0,13.0,95.0,0.5180722891566265,0.1092814371257485,0.09876543209876543,0.3684210526315789,0.37547892720306514,0.9795918367346939,0.4473684210526316,0.38235294117647056,0.3684210526315789,56.0,44.0,14.0,70.0,85.0,21.0,0.04484304932735426,0.02486678507992895,0.03954802259887006,0.036923076923076927,0.019693654266958426,0.0989399293286219,0.5604423076923076,27.0,22.0,6.0,22.0,140.0,0.48214285714285715,0.5094339622641509,0.3333333333333333,0.3333333333333333,0.9090909090909091,35.0,19.0,8.0,0.06909090909090909,0.10457516339869281,0.0273972602739726,0.5932203389830508,False,22.0,1.0,3.0,4.0,12.0,62.0,24.0,5.0,15.0,11.0,74.0,19.0,22.0,5.0,43.0,1.0,28.0,14.0,30.0,40.0,4.0,1.0,8.0,5.0,3.0,27.0,4.0,3.0,9.0,17.0,85.0,5.0,36.0,2.0,6.0,42.0,4.0,3.0,32.0,1.0,2.0,8.0,46.0,26.0,6.0,1.0,6.0,0.3333333333333333,0.5454545454545454,0.5338983050847458,0.5692307692307692,0.01718213058419244,0.05357142857142857,0.018796992481203006,0.007407407407407408,0.054,0.046228710462287104,0.04716981132075472,0.11608961303462322,0.15384615384615385,0.11264822134387352,0.5652173913043478,0.5555555555555556,0.6285714285714286,0.36363636363636365,0.05084745762711865,0.3333333333333333,1.0,0.2033898305084746,0.3333333333333333,1.0,0.06343906510851419,0.11764705882352941,0.006825938566552901,0.11195158850226929,,,,,,,,,,
201196,1610612766,Ramon Sessions,Ramon Sessions,201196,CHA,78297.0,1305,-35.0,2537,2535,652.0,588.0,300.0,5072,125.0,240.0,30.0,67.0,3.0,10.0,,3.0,58.0,175.0,397.0,15.0,68.0,578.0,2618,36.0,95.0,2.0,12.0,140.0,130.0,39.0,57.0,57.0,206.0,45.0,469.0,5.0,95.0,117.0,17.0,50.0,135.0,644.0,0.37142857142857144,0.37142857142857144,0.8666666666666667,0.22058823529411764,0.16666666666666666,0.22388059701492538,0.44080604534005036,0.37894736842105264,0.42473118279569894,0.3644859813084112,0.5043706293706294,0.49645390070921985,0.14623655913978495,22.972972972972972,0.06666666666666667,0.5161290322580645,0.5208333333333334,0.6127450980392157,0.384,0.021505376344086023,0.3,0.3,1.0,0.12473118279569892,0.6261682242990654,0.44776119402985076,0.028037383177570093,,0.6623655913978495,0.530337012987013,0.5279834905660378,0.2422145328719723,5.757178841309823,26.136764705882356,0.2569964525029563,62.0,67.0,33.0,21.0,0.07469342251950947,0.07217321571772253,0.0749063670411985,0.13333333333333333,12.0,2.0,9.0,220.0,12.0,149.0,49.0,23.0,60.0,19.0,93.0,3.0,22.0,174.0,0.6451612903225806,0.06571428571428571,0.075,0.20689655172413793,0.20689655172413793,0.8333333333333334,0.08411214953271028,0.2222222222222222,0.21052631578947367,95.0,29.0,2.0,19.0,22.0,4.0,0.01993704092339979,0.008097165991902834,0.0175,0.01643835616438356,0.011111111111111112,0.20430107526881722,0.5179887096774193,31.0,19.0,6.0,12.0,67.0,0.3263157894736842,0.3522727272727273,0.3064516129032258,0.3064516129032258,0.42105263157894735,18.0,43.0,7.0,0.10831234256926953,0.15,0.03125,0.5,False,6.0,,1.0,1.0,6.0,183.0,9.0,1.0,7.0,14.0,35.0,62.0,,,33.0,1.0,12.0,13.0,41.0,33.0,5.0,1.0,4.0,,5.0,1.0,1.0,,2.0,9.0,234.0,15.0,98.0,,24.0,6.0,,,4.0,,1.0,1.0,6.0,3.0,,,15.0,0.14285714285714285,0.3103448275862069,0.2916666666666667,0.4069767441860465,,0.07368421052631578,,0.008695652173913044,0.02373887240356083,0.0199203187250996,,0.061488673139158574,0.08722741433021806,0.06296296296296296,0.5,0.2903225806451613,0.3333333333333333,0.5,0.027777777777777776,,,0.16666666666666666,0.16666666666666666,1.0,0.17883211678832117,0.20416666666666666,,0.06055363321799308,1.0,12.0,5.0,1.0,,,,,,
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,77275.0,1288,79.0,2513,2516,709.0,704.0,264.0,5029,18.0,29.0,4.0,5.0,32.0,83.0,9.0,26.0,162.0,26.0,59.0,101.0,245.0,388.0,2600,6.0,8.0,22.0,63.0,92.0,38.0,303.0,162.0,15.0,41.0,10.0,97.0,12.0,134.0,167.0,42.0,80.0,92.0,699.0,0.7307692307692307,0.8636363636363636,1.0,0.4122448979591837,0.3492063492063492,0.4122448979591837,0.4406779661016949,0.75,0.5838815789473685,0.5492957746478874,0.6081504702194357,0.5897435897435898,0.805921052631579,12.13626685592619,0.18461538461538463,0.09539473684210527,0.6206896551724138,0.6923076923076923,0.6666666666666666,0.2730263157894737,0.3855421686746988,0.3902439024390244,1.0,0.5328947368421053,0.07042253521126761,0.8,0.36619718309859156,0.34615384615384615,0.9013157894736842,0.5424463696369636,0.5448021126760563,0.23711340206185566,8.22372881355932,24.9530612244898,0.28213290887385595,20.0,81.0,19.0,16.0,0.09854014598540146,0.10234899328859061,0.084,0.06578947368421052,69.0,13.0,37.0,14.0,69.0,26.0,9.0,41.0,11.0,1.0,23.0,2.0,9.0,56.0,0.4782608695652174,0.11081081081081082,0.08045977011494253,0.42592592592592593,0.43125,1.0,0.5211267605633803,0.35135135135135137,0.42592592592592593,10.0,9.0,11.0,17.0,33.0,8.0,0.01990632318501171,0.03151862464183381,0.023275145469659187,0.017543859649122806,0.026022304832713755,0.03289473684210526,0.5540973684210527,3.0,5.0,,5.0,13.0,0.3,0.3,0.25,0.2631578947368421,0.8,8.0,4.0,7.0,0.06779661016949153,0.10344827586206896,0.041666666666666664,0.3076923076923077,False,5.0,4.0,6.0,3.0,11.0,33.0,6.0,7.0,17.0,6.0,39.0,14.0,8.0,3.0,4.0,5.0,3.0,5.0,10.0,12.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,9.0,7.0,13.0,41.0,5.0,11.0,6.0,4.0,15.0,,,11.0,,2.0,2.0,15.0,9.0,,,4.0,0.4117647058823529,0.6666666666666666,0.6346153846153846,0.6724137931034483,0.012244897959183673,,0.012345679012345678,0.06578947368421052,0.03861003861003861,0.003952569169960474,0.05,0.11355311355311355,0.09698996655518395,0.12014134275618374,0.6,1.0,0.625,0.4,0.23076923076923078,0.6666666666666666,1.0,0.4230769230769231,0.2727272727272727,1.0,0.05396825396825397,0.16923076923076924,0.024,0.10051546391752578,,1.0,,1.0,1.0,0.05,0.012048192771084338,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,60319.0,1005,-8.0,1933,1951,457.0,486.0,193.0,3884,46.0,77.0,9.0,13.0,24.0,55.0,4.0,9.0,75.0,59.0,118.0,49.0,130.0,331.0,2033,12.0,20.0,9.0,27.0,64.0,64.0,141.0,75.0,16.0,50.0,13.0,116.0,5.0,102.0,118.0,17.0,60.0,63.0,446.0,0.5423728813559322,0.5925925925925926,0.9591836734693877,0.3769230769230769,0.3333333333333333,0.3769230769230769,0.5,0.6,0.5342741935483871,0.5425531914893617,0.5868794326241135,0.5714285714285714,0.5241935483870968,14.595842956120093,0.09259259259259259,0.31048387096774194,0.5974025974025974,0.6571428571428571,0.5652173913043478,0.2217741935483871,0.43636363636363634,0.43636363636363634,1.0,0.3024193548387097,0.2765957446808511,0.6923076923076923,0.19148936170212766,0.4444444444444444,0.8346774193548387,0.5564675403225806,0.5136148936170214,0.1933534743202417,4.953389830508474,24.86538461538462,0.23642007242628038,12.0,64.0,28.0,20.0,0.0950965824665676,0.10232067510548523,0.08780487804878048,0.04838709677419355,25.0,5.0,18.0,54.0,25.0,34.0,13.0,33.0,15.0,9.0,34.0,1.0,9.0,64.0,0.4411764705882353,0.12,0.03773584905660377,0.3333333333333333,0.33783783783783783,0.92,0.3829787234042553,0.2777777777777778,0.3333333333333333,29.0,14.0,2.0,14.0,16.0,8.0,0.02118003025718608,0.007326007326007326,0.017130620985010708,0.014184397163120567,0.009523809523809525,0.11693548387096774,0.5412176470588236,8.0,5.0,6.0,3.0,13.0,0.27586206896551724,0.2962962962962963,0.4166666666666667,0.45454545454545453,0.4,10.0,10.0,2.0,0.0847457627118644,0.09090909090909091,0.015873015873015872,0.5,False,6.0,2.0,2.0,2.0,4.0,66.0,8.0,4.0,6.0,4.0,32.0,13.0,10.0,1.0,8.0,,8.0,4.0,6.0,19.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,82.0,10.0,36.0,4.0,5.0,15.0,1.0,1.0,12.0,,1.0,2.0,16.0,11.0,1.0,,4.0,0.6666666666666666,0.5714285714285714,0.7,0.7272727272727273,0.007692307692307693,0.06896551724137931,0.013333333333333334,,0.038461538461538464,0.011695906432748537,,0.08333333333333333,0.11403508771929824,0.13963963963963963,0.6875,0.5,0.6,0.16666666666666666,0.1,1.0,1.0,0.2,0.5,1.0,0.1444043321299639,0.25,0.03007518796992481,0.09667673716012085,,1.0,,1.0,1.0,0.08333333333333333,,,,
