EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,OffThreePtRebounds,LostBallSteals,PenaltyTurnovers,Charge Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,BlockedShortMidRange,LostBallTurnovers,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceTurnovers,BlockingFouls,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Offensive Fouls,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
201177,1610612766,Josh McRoberts,Josh McRoberts,201177,CHA,9378.0,156,8.0,310,297,39,42.0,29.0,607,8.0,12.0,3.0,4.0,4.0,9.0,3.0,7.0,1.0,3.0,12.0,15.0,28.0,3.0,13.0,4.0,43.0,299,3.0,4.0,6.0,1.0,2.0,2.0,18.0,12.0,9.0,6.0,12.0,3.0,1.0,25.0,2.0,27.0,1.0,1.0,19.0,2.0,4.0,56.0,5.0,3.0,23.0,2.0,28.0,5.0,33.0,1.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,8.0,6.0,14.0,1.0,7.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,6.0,3.0,2.0,2.0,38,3.0,0.6,0.75,1.0,0.23076923076923078,0.23076923076923078,0.5357142857142857,0.75,0.5,0.47560975609756095,0.75,0.5,0.5,0.75,0.5,0.3170731707317073,0.03571428571428571,0.1111111111111111,14.868804664723031,0.5,0.2222222222222222,0.20535714285714285,0.041666666666666664,0.075,0.17105263157894737,0.032679738562091505,0.07894736842105263,0.030303030303030304,0.02040816326530612,0.18604651162790697,0.16666666666666666,0.2564102564102564,0.06896551724137931,0.09090909090909091,0.045454545454545456,0.5,0.2926829268292683,0.6666666666666666,0.6666666666666666,0.625,0.21951219512195122,0.4444444444444444,0.5,0.5,0.17073170731707318,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.024390243902439025,0.2926829268292683,0.25,0.25,1.0,1.0,0.75,0.6097560975609756,0.25,0.49866585365853666,0.5956,0.39625,0.06976744186046512,0.1,0.13953488372093023,0.046511627906976744,7.932142857142857,25.26153846153846,0.12580645161290321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201196,1610612766,Ramon Sessions,Ramon Sessions,201196,CHA,10844.0,181,15.0,352,348,36,30.0,47.0,700,23.0,46.0,2.0,5.0,3.0,14.0,1.0,9.0,1.0,4.0,12.0,27.0,69.0,4.0,13.0,25.0,91.0,334,2.0,6.0,7.0,1.0,8.0,9.0,18.0,36.0,9.0,,12.0,4.0,8.0,20.0,9.0,29.0,8.0,1.0,8.0,3.0,9.0,67.0,5.0,3.0,8.0,1.0,12.0,6.0,18.0,3.0,7.0,5.0,4.0,3.0,4.0,7.0,,1.0,11.0,1.0,5.0,,26.0,,1.0,33.0,5.0,18.0,2.0,,2.0,,2.0,1.0,,9.0,36,,0.3333333333333333,0.3333333333333333,0.75,0.3076923076923077,0.3076923076923077,0.391304347826087,0.3333333333333333,0.125,0.4024390243902439,0.2857142857142857,0.20833333333333334,0.4739583333333333,0.3888888888888889,0.3,0.15853658536585366,0.11594202898550725,0.07142857142857142,26.03406326034063,0.36363636363636365,0.1,0.05970149253731343,0.034482758620689655,0.06976744186046512,0.062146892655367235,0.03296703296703297,0.05,0.058823529411764705,,0.045454545454545456,0.04878048780487805,0.08163265306122448,,0.3,0.075,0.5,0.5609756097560976,0.5,0.5897435897435898,0.391304347826087,0.17073170731707318,0.21428571428571427,0.23076923076923078,,0.10975609756097561,0.1111111111111111,0.1111111111111111,,0.012195121951219513,0.14634146341463414,0.3333333333333333,0.3333333333333333,0.75,0.7142857142857143,0.4,0.7195121951219512,0.3333333333333333,0.5404865853658537,0.5235833333333334,0.48495,0.18947368421052632,0.21951219512195122,0.07692307692307693,0.0989010989010989,5.398550724637682,25.66923076923077,0.10227272727272728,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.25,0.15217391304347827,0.02702702702702703,0.04,0.5,0.14285714285714285,0.5833333333333334,0.14285714285714285,0.08333333333333333,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,3810.0,64,34.0,125,125,24,24.0,13.0,250,,,,,,,3.0,3.0,7.0,4.0,6.0,3.0,3.0,8.0,13.0,,30.0,101,1.0,1.0,2.0,1.0,1.0,8.0,4.0,2.0,24.0,2.0,6.0,4.0,,,,,,,,,,,,4.0,3.0,1.0,8.0,2.0,10.0,,2.0,2.0,,,,,,,,2.0,4.0,,3.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,8.0,24,,0.6666666666666666,1.0,1.0,0.6153846153846154,0.6153846153846154,1.0,1.0,1.0,0.9375,1.0,0.6666666666666666,0.9375,1.0,0.6666666666666666,0.8125,,,11.18881118881119,,0.25,0.08108108108108109,,0.16,0.11290322580645161,0.015625,,,,0.10526315789473684,0.14285714285714285,,0.125,0.2222222222222222,,1.0,,,,,,,,,0.1875,1.0,1.0,0.6666666666666666,0.4375,0.375,0.6666666666666666,0.6666666666666666,1.0,,,0.8125,0.6666666666666666,0.54694375,,0.53165,,,0.06666666666666667,0.26666666666666666,18.099999999999998,24.50769230769231,0.192,,,3.0,,1.0,2.0,,,2.0,5.0,,,1.0,,,,,,,0.4,,0.045454545454545456,0.06666666666666667,,,,,0.5,0.3333333333333333,0.5,4.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
202399,1610612766,Jeff Adrien,Jeff Adrien,202399,CHA,2085.0,35,8.0,73,71,20,18.0,5.0,144,5.0,7.0,1.0,3.0,,1.0,,,,,,5.0,8.0,,,2.0,12.0,68,1.0,3.0,2.0,3.0,5.0,6.0,8.0,2.0,,2.0,,,2.0,,,,,,,,,,3.0,5.0,6.0,,11.0,4.0,15.0,,,,1.0,,1.0,,,,1.0,2.0,6.0,1.0,6.0,,1.0,5.0,3.0,4.0,1.0,,,,1.0,,,6.0,20,2.0,0.8,1.0,,,,0.625,0.3333333333333333,0.6,0.625,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,0.6,,0.25,,12.345679012345679,1.0,,0.2857142857142857,0.12,0.4166666666666667,0.3333333333333333,0.10526315789473684,0.2222222222222222,0.14285714285714285,,0.2222222222222222,,0.5714285714285714,0.5,0.25,,,0.875,0.7142857142857143,1.0,0.8,0.125,,,,,,,,,,,,,1.0,0.3333333333333333,0.875,,0.528325,0.5525,0.53338,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.5,2.4625,,0.273972602739726,3.0,5.0,,,,,,,,,,,1.0,,,,,,,,0.2857142857142857,0.07692307692307693,0.1111111111111111,,,1.0,0.6,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2732,1610612766,Ben Gordon,Ben Gordon,2732,CHA,16722.0,279,19.0,542,535,84,97.0,67.0,1077,12.0,23.0,,2.0,4.0,15.0,13.0,41.0,6.0,7.0,23.0,29.0,79.0,8.0,29.0,17.0,99.0,525,1.0,8.0,5.0,2.0,9.0,7.0,38.0,20.0,24.0,,23.0,7.0,9.0,16.0,5.0,21.0,5.0,,10.0,2.0,4.0,47.0,2.0,9.0,15.0,,24.0,3.0,27.0,,10.0,6.0,12.0,1.0,6.0,9.0,4.0,3.0,21.0,10.0,18.0,,21.0,,2.0,21.0,,7.0,2.0,,1.0,,2.0,1.0,,7.0,83,3.0,0.6551724137931034,0.6551724137931034,1.0,0.27586206896551724,0.27586206896551724,0.3670886075949367,0.125,0.2222222222222222,0.37962962962962965,0.1111111111111111,0.18181818181818182,0.40948275862068967,0.2,0.2692307692307692,0.26851851851851855,0.11392405063291139,,21.990369181380416,0.5714285714285714,,0.07575757575757576,0.009302325581395349,0.1267605633802817,0.08921933085501858,0.010676156583629894,0.013333333333333334,,0.011627906976744186,0.04477611940298507,0.08771929824561403,0.0945945945945946,0.17647058823529413,,,0.5,0.21296296296296297,0.5217391304347826,0.7058823529411765,0.75,0.1388888888888889,0.26666666666666666,0.26666666666666666,0.25,0.37962962962962965,0.3170731707317073,0.34210526315789475,0.6923076923076923,0.05555555555555555,0.21296296296296297,0.30434782608695654,0.3181818181818182,1.0,0.2222222222222222,,0.48148148148148145,0.30434782608695654,0.4853397196261682,0.44378749999999995,0.47506363636363624,0.06086956521739131,0.08139534883720931,0.050505050505050504,0.0707070707070707,11.60126582278481,25.36896551724138,0.15498154981549817,2.0,5.0,,1.0,,2.0,1.0,3.0,,2.0,3.0,,1.0,4.0,2.0,,1.0,1.0,1.0,,0.2608695652173913,0.015151515151515152,0.0196078431372549,,0.1111111111111111,0.45454545454545453,0.4,,0.18181818181818182,,1.0,,1.0,,,0.034482758620689655,,,0.16666666666666666,0.16666666666666666,1.0,,,6.0,5.0,1.0,0.07317073170731707,0.043478260869565216,,,,,,,,,,True,,,,,,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,7837.0,131,8.0,254,254,37,56.0,39.0,508,15.0,19.0,8.0,9.0,3.0,6.0,1.0,1.0,,,,19.0,26.0,,,10.0,48.0,245,8.0,10.0,21.0,2.0,4.0,4.0,28.0,10.0,,10.0,,,3.0,1.0,,1.0,,,1.0,,,2.0,15.0,10.0,25.0,5.0,40.0,16.0,56.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,,4.0,8.0,17.0,3.0,14.0,3.0,,19.0,1.0,9.0,12.0,,10.0,,12.0,7.0,,4.0,36,1.0,0.7368421052631579,1.0,,,,0.7307692307692307,0.8,0.5,0.7307692307692307,0.8,0.5,0.6857142857142857,0.7,0.4,,0.11538461538461539,0.16666666666666666,13.043478260869565,0.5,0.5,0.25773195876288657,0.15151515151515152,0.29411764705882354,0.26717557251908397,0.12121212121212122,0.13157894736842105,0.22727272727272727,0.1282051282051282,0.22857142857142856,0.14285714285714285,0.38235294117647056,0.3076923076923077,0.25,0.25,0.5833333333333334,0.7307692307692307,0.7894736842105263,0.8823529411764706,0.6666666666666666,0.23076923076923078,0.5,0.6,1.0,0.038461538461538464,1.0,1.0,1.0,,,,,,0.9,0.8888888888888888,0.7307692307692307,,0.5785384615384616,0.5859000000000001,0.5876250000000001,0.2647058823529412,0.2647058823529412,0.4375,0.08333333333333333,2.838461538461538,,0.14566929133858267,2.0,3.0,,,,,,5.0,,,,,1.0,1.0,,,,1.0,1.0,,0.10526315789473684,0.030303030303030304,0.04,0.375,,0.75,0.6666666666666666,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,
2744,1610612766,Al Jefferson,Al Jefferson,2744,CHA,7137.0,119,-1.0,226,222,28,35.0,23.0,448,15.0,28.0,6.0,9.0,7.0,22.0,1.0,12.0,,,,23.0,62.0,,,9.0,55.0,227,6.0,10.0,13.0,2.0,6.0,4.0,26.0,20.0,,6.0,,,5.0,10.0,2.0,12.0,1.0,1.0,7.0,1.0,2.0,26.0,8.0,1.0,25.0,2.0,28.0,13.0,41.0,1.0,2.0,,3.0,,,,,,3.0,9.0,12.0,1.0,14.0,,3.0,13.0,5.0,9.0,4.0,,1.0,,4.0,2.0,,4.0,28,1.0,0.5652173913043478,0.65,,,,0.3709677419354839,0.6,0.3333333333333333,0.3709677419354839,0.6,0.3333333333333333,0.4166666666666667,0.65,0.3333333333333333,,0.08064516129032258,0.045454545454545456,27.16535433070866,1.0,0.3333333333333333,0.30864197530864196,0.0851063829787234,0.037037037037037035,0.24074074074074073,0.10256410256410256,0.17857142857142858,0.037037037037037035,0.05128205128205128,0.17391304347826086,0.4583333333333333,0.29411764705882354,,0.125,0.029411764705882353,0.5,0.45161290322580644,0.5357142857142857,0.625,0.5333333333333333,0.3548387096774194,0.3181818181818182,0.3333333333333333,0.5714285714285714,0.1935483870967742,0.08333333333333333,0.08333333333333333,1.0,,,,,,0.9,0.6666666666666666,0.45161290322580644,,0.47253870967741934,0.5455625000000001,0.46515,0.13636363636363635,0.13636363636363635,0.23636363636363636,0.07272727272727272,6.719354838709679,,0.12389380530973451,1.0,2.0,,,,,,1.0,,,,,4.0,2.0,,,,,,,0.14285714285714285,0.17391304347826086,0.15789473684210525,0.3333333333333333,,0.3333333333333333,0.5,,,,,,,1.0,,,,0.125,,,,,2.0,3.0,,1.0,,,1.0,,,1.0,0.25,,,,,True,,,,,,,,,,,,,,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,3095.0,52,,104,101,6,11.0,16.0,205,4.0,5.0,,,,,,1.0,2.0,,,4.0,6.0,,2.0,1.0,9.0,108,,,1.0,,,,6.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,4.0,1.0,6.0,1.0,7.0,,,,,,,1.0,,,1.0,1.0,5.0,,1.0,,,2.0,,1.0,1.0,,,,1.0,,,,6,,0.75,0.75,,,,0.6666666666666666,,,0.5,,,0.5,0.5,,0.25,,,8.064516129032258,,0.5,0.12121212121212122,0.02127659574468085,0.1,0.11627906976744186,0.016666666666666666,,,0.07142857142857142,0.15384615384615385,0.125,0.08333333333333333,0.14285714285714285,,,,0.625,0.8,0.8,0.75,,,,,0.125,,,,0.25,,,,,,,0.875,,0.64536875,,,0.1111111111111111,0.14285714285714285,0.1111111111111111,,4.116666666666666,24.8,0.057692307692307696,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,4818.0,80,-7.0,152,152,30,36.0,18.0,304,4.0,5.0,,,3.0,5.0,8.0,15.0,,,2.0,15.0,25.0,,2.0,3.0,33.0,156,2.0,3.0,5.0,2.0,2.0,4.0,22.0,8.0,,,2.0,,,4.0,1.0,5.0,1.0,,2.0,2.0,,11.0,1.0,2.0,8.0,,10.0,1.0,11.0,,1.0,,3.0,,1.0,,,,3.0,3.0,9.0,2.0,7.0,,1.0,9.0,1.0,5.0,4.0,,3.0,,4.0,2.0,,4.0,29,2.0,0.7333333333333333,0.7333333333333333,,,,0.6,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,0.5,0.532258064516129,0.625,0.5,0.07407407407407407,,,19.318181818181817,1.0,,0.12698412698412698,0.015151515151515152,0.125,0.12658227848101267,0.011904761904761904,,,0.034482758620689655,0.09523809523809523,0.06666666666666667,0.18518518518518517,0.15384615384615385,,,0.5,0.18518518518518517,0.8,0.8,0.5,0.18518518518518517,0.6,0.6,1.0,0.5555555555555556,0.5333333333333333,0.5333333333333333,0.75,,0.07407407407407407,,,,,,0.25925925925925924,,0.44111481481481474,0.38715,0.407,0.16129032258064516,0.1724137931034483,0.15151515151515152,0.12121212121212122,12.6,25.75,0.19736842105263158,,,,,,2.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
203106,1610612766,Jeffery Taylor,Jeffery Taylor,203106,CHA,4944.0,82,-6.0,161,159,34,24.0,21.0,320,5.0,8.0,,,1.0,4.0,1.0,8.0,4.0,1.0,5.0,7.0,20.0,2.0,9.0,3.0,23.0,161,1.0,3.0,2.0,1.0,4.0,3.0,12.0,2.0,6.0,,5.0,1.0,3.0,6.0,,6.0,,,3.0,,3.0,12.0,2.0,1.0,2.0,2.0,5.0,2.0,7.0,,3.0,2.0,,,,2.0,,2.0,2.0,1.0,6.0,,5.0,1.0,,10.0,,5.0,1.0,1.0,,,2.0,1.0,,3.0,34,,0.8571428571428571,0.8571428571428571,1.0,0.2222222222222222,0.2222222222222222,0.35,0.3333333333333333,0.25,0.3448275862068966,0.3333333333333333,0.2,0.3382352941176471,0.3333333333333333,0.21428571428571427,0.3103448275862069,0.15,0.25,19.565217391304348,,0.3333333333333333,0.03333333333333333,0.03508771929824561,0.05,0.0375,0.02702702702702703,0.08,,,,0.08695652173913043,,0.0625,,,0.5,0.27586206896551724,0.625,0.8333333333333334,1.0,0.13793103448275862,0.25,0.3333333333333333,1.0,0.27586206896551724,0.125,0.125,,0.13793103448275862,0.1724137931034483,0.2,0.2,1.0,,,0.5862068965517241,0.2,0.5231879310344827,0.37979999999999997,0.46918,0.14705882352941177,0.2,0.08695652173913043,0.13043478260869565,8.85,24.67777777777778,0.2111801242236025,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,0.25,,,,,0.2,1.0,0.2,,,1.0,,1.0,,,0.1111111111111111,0.25,,0.25,0.3333333333333333,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,True,,,,,,,,,,,,,,,,
