EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,Arc3Assists,BlockingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceCorner3Frequency,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,on,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes
101126,1610612743,Nate Robinson,Nate Robinson,101126,DEN,6612.0,110,-34,215,219,62.0,85,17,434,8,11,2.0,2.0,4.0,6.0,1.0,4,4.0,6.0,2.0,1.0,4.0,16.0,1.0,7.0,13,21,4.0,18.0,9.0,47,234,2.0,2.0,4.0,6.0,9.0,1.0,8.0,2.0,17.0,4.0,22,9.0,3.0,4.0,1.0,15.0,4.0,7.0,1.0,8,1.0,1.0,2.0,4.0,17,1.0,2.0,2.0,1,1.0,4,3,7,5.0,4.0,1.0,7.0,5.0,2.0,2.0,1.0,9,1.0,6,15,6,9.0,1.0,3.0,1.0,17.0,62.0,1.0,1.0,0.15384615384615385,0.18181818181818182,0.75,0.2222222222222222,0.125,0.23529411764705882,0.6190476190476191,1.0,0.6666666666666666,0.48717948717948717,1.0,0.4411764705882353,0.5348837209302325,1.0,0.4722222222222222,0.46153846153846156,21.84873949579832,0.7777777777777778,0.1111111111111111,0.016129032258064516,0.03125,0.05555555555555555,0.029411764705882353,0.030612244897959183,0.030612244897959183,0.09090909090909091,0.034482758620689655,0.08333333333333333,0.07407407407407407,0.28205128205128205,0.7272727272727273,0.7272727272727273,0.125,0.10256410256410256,0.25,0.25,1.0,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.05128205128205128,0.41025641025641024,0.25,0.25,0.75,1.0,1.0,0.35294117647058826,0.6666666666666666,0.058823529411764705,0.4117647058823529,0.14285714285714285,0.7435897435897436,0.26666666666666666,0.5388802631578947,0.7011,0.5320156250000001,0.07142857142857142,0.125,0.0851063829787234,0.3617021276595745,7.914285714285714,26.26111111111111,0.28837209302325584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,5631.0,94,-44,183,185,39.0,68,17,368,4,6,,,,1.0,4.0,9,,1.0,,,,4.0,,2.0,8,16,,4.0,5.0,21,192,1.0,4.0,2.0,1.0,3.0,,2.0,4.0,6.0,2.0,14,,,,2.0,2.0,,13.0,1.0,14,,6.0,4.0,3.0,29,2.0,,3.0,1,,4,2,6,1.0,,1.0,5.0,5.0,,,,5,2.0,2,6,9,6.0,,1.0,2.0,6.0,39.0,,2.0,0.125,0.125,,,,,0.5,0.25,0.3333333333333333,0.4,0.25,0.2,0.45652173913043476,0.25,0.42857142857142855,0.2,13.72549019607843,1.0,,0.017241379310344827,,0.10344827586206896,0.07407407407407407,0.04597701149425287,0.023529411764705882,,0.08695652173913043,,0.08695652173913043,0.3,0.6666666666666666,0.8,,0.45,0.4444444444444444,0.5,0.25,0.05,,,,0.2,,,,,,0.2,,,0.4,,0.5,,0.4916750000000001,0.4193,0.45516666666666666,0.047619047619047616,0.058823529411764705,0.09523809523809523,0.2857142857142857,5.775000000000001,39.35,0.21311475409836064,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.125,0.16666666666666666,0.1111111111111111,0.06666666666666667,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200751,1610612743,Randy Foye,Randy Foye,200751,DEN,15924.0,265,-64,539,541,160.0,163,61,1080,11,19,,,7.0,9.0,4.0,7,7.0,16.0,8.0,2.0,21.0,61.0,7.0,22.0,22,42,24.0,69.0,26.0,142,606,2.0,2.0,9.0,12.0,17.0,8.0,24.0,17.0,65.0,4.0,40,54.0,18.0,,2.0,59.0,21.0,22.0,15.0,37,4.0,13.0,5.0,4.0,89,,,4.0,13,1.0,18,1,19,10.0,6.0,4.0,15.0,11.0,7.0,4.0,,22,4.0,7,18,24,31.0,,11.0,3.0,65.0,160.0,1.0,4.0,0.09090909090909091,0.09090909090909091,0.75,0.34782608695652173,0.3333333333333333,0.3582089552238806,0.5238095238095238,1.0,0.7058823529411765,0.5225225225225225,0.7,0.5853658536585366,0.568,0.75,0.65,0.6216216216216216,24.098360655737707,0.6818181818181818,0.07692307692307693,0.06806282722513089,,0.0547945205479452,,0.06439393939393939,,,,0.0425531914893617,0.0392156862745098,0.17117117117117117,0.5789473684210527,0.6470588235294118,0.09090909090909091,0.06306306306306306,0.5714285714285714,0.6666666666666666,,0.14414414414414414,0.4375,0.4375,0.07207207207207207,0.5495495495495496,0.3442622950819672,0.35,0.7142857142857143,,,0.21951219512195122,0.7777777777777778,0.04878048780487805,0.5365853658536586,0.3181818181818182,0.7927927927927928,0.3559322033898305,0.5159779816513762,0.49594999999999995,0.49298076923076917,0.10655737704918032,0.21568627450980393,0.06338028169014084,0.45774647887323944,9.509523809523811,26.475362318840574,0.29684601113172543,3.0,11.0,1.0,3.0,6.0,3.0,2.0,6.0,4.0,0.07142857142857142,0.10526315789473684,0.14285714285714285,0.09523809523809523,0.09090909090909091,0.6666666666666666,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.014492753623188406,0.01639344262295082,0.045454545454545456,0.06172839506172839,0.14285714285714285,0.375,0.375,1.0,0.6,0.3333333333333333,1.0,0.5,0.028169014084507043,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,9521.0,159,-65,322,326,100.0,110,28,648,8,11,1.0,2.0,1.0,1.0,4.0,6,3.0,6.0,7.0,2.0,3.0,12.0,1.0,2.0,15,23,5.0,19.0,11.0,56,362,1.0,2.0,2.0,3.0,4.0,1.0,4.0,7.0,16.0,6.0,24,15.0,,2.0,,12.0,3.0,2.0,1.0,3,,1.0,,1.0,7,,3.0,6.0,8,2.0,16,4,20,4.0,3.0,1.0,3.0,2.0,7.0,1.0,,10,1.0,7,14,11,15.0,,5.0,1.0,16.0,100.0,1.0,1.0,0.2,0.21428571428571427,1.0,0.2631578947368421,0.25,0.2631578947368421,0.6521739130434783,0.5,0.75,0.5357142857142857,0.16666666666666666,0.5625,0.5714285714285714,0.16666666666666666,0.6153846153846154,0.4523809523809524,16.573033707865168,0.3,0.15384615384615385,0.06611570247933884,0.0379746835443038,0.16666666666666666,,0.08917197452229299,0.020833333333333332,0.09375,,0.0625,0.2,0.2619047619047619,0.7272727272727273,0.7272727272727273,0.25,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.25,0.14285714285714285,0.5,0.5,0.16666666666666666,0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,0.5,0.125,1.0,0.25,0.25,0.5,0.7142857142857143,0.25,0.512077380952381,0.52616,0.528875,0.125,0.17857142857142858,0.03571428571428571,0.2857142857142857,7.71304347826087,24.86842105263158,0.3105590062111801,,1.0,,,2.0,1.0,,2.0,1.0,,,,0.11363636363636363,,0.5,2.0,,,2.0,,4.0,,,1.0,,,3.0,,,,1.0,1.0,,,,0.07142857142857142,0.022222222222222223,,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,,,,0.05,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.3333333333333333,,,,,,,,,,,,True,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,31615.0,527,-114,1081,1091,384.0,431,116,2172,31,52,8.0,14.0,11.0,17.0,6.0,21,13.0,42.0,27.0,13.0,9.0,34.0,3.0,14.0,50,115,18.0,61.0,52.0,206,1178,8.0,16.0,22.0,17.0,39.0,6.0,27.0,17.0,69.0,56.0,44,54.0,,8.0,1.0,33.0,9.0,15.0,17.0,32,3.0,10.0,1.0,4.0,81,7.0,12.0,28.0,64,10.0,102,20,122,26.0,19.0,7.0,14.0,12.0,25.0,2.0,,39,11.0,21,64,50,69.0,,30.0,4.0,69.0,384.0,9.0,2.0,0.56,0.6086956521739131,1.0,0.29508196721311475,0.2222222222222222,0.3,0.43478260869565216,0.5,0.4358974358974359,0.4375,0.4444444444444444,0.3939393939393939,0.5,0.5,0.46,0.3465909090909091,20.181219110378912,0.358974358974359,0.30303030303030304,0.1839080459770115,0.03821656050955414,0.18064516129032257,0.03825136612021858,0.18290258449304175,0.03822937625754527,0.04918032786885246,0.028368794326241134,0.22340425531914893,0.19130434782608696,0.29545454545454547,0.5961538461538461,0.6739130434782609,0.4838709677419355,0.11931818181818182,0.2857142857142857,0.35294117647058826,0.5,0.23863636363636365,0.30952380952380953,0.3170731707317073,0.1534090909090909,0.19318181818181818,0.2647058823529412,0.2727272727272727,1.0,0.7777777777777778,0.5714285714285714,0.25757575757575757,0.6470588235294118,0.19696969696969696,0.21212121212121213,0.21428571428571427,0.6420454545454546,0.2727272727272727,0.5195442857142858,0.5709538461538461,0.5210238461538461,0.16336633663366337,0.2158273381294964,0.10679611650485436,0.33495145631067963,8.849565217391303,24.998360655737702,0.35522664199814985,11.0,14.0,5.0,4.0,19.0,17.0,1.0,19.0,8.0,0.09565217391304348,0.11538461538461539,0.19047619047619047,0.16521739130434782,0.15,0.42105263157894735,9.0,3.0,,1.0,,2.0,6.0,1.0,1.0,7.0,2.0,5.0,2.0,3.0,6.0,3.0,1.0,,0.01639344262295082,0.029411764705882353,0.023255813953488372,0.17266187050359713,0.7692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.05555555555555555,,,0.23076923076923078,0.047619047619047616,1.0,,4.0,4.0,4.0,3.0,1.0,1.0,,0.05555555555555555,1.0,0.023809523809523808,0.058823529411764705,0.009345794392523364,0.07142857142857142,0.375,,,,,,True,,,,,,,
201581,1610612743,JJ Hickson,JJ Hickson,201581,DEN,12577.0,210,-27,429,426,133.0,144,50,855,30,44,11.0,14.0,8.0,12.0,4.0,19,1.0,10.0,,,,1.0,,1.0,35,73,,1.0,18.0,88,462,11.0,15.0,26.0,8.0,20.0,,1.0,9.0,25.0,32.0,38,,,18.0,,1.0,,4.0,2.0,6,1.0,3.0,,1.0,14,4.0,16.0,14.0,31,2.0,47,22,69,8.0,5.0,3.0,2.0,,14.0,2.0,1.0,16,4.0,9,18,21,32.0,,15.0,2.0,25.0,133.0,3.0,2.0,0.45714285714285713,0.6153846153846154,,,,,0.4794520547945205,0.7333333333333333,0.4,0.47297297297297297,0.7333333333333333,0.38095238095238093,0.4943820224719101,0.7222222222222222,0.43103448275862066,0.013513513513513514,21.73913043478261,0.125,0.18181818181818182,0.20666666666666667,0.13675213675213677,0.2413793103448276,0.057971014492753624,0.21634615384615385,0.10752688172043011,0.18181818181818182,0.07547169811320754,0.2894736842105263,0.2,0.5945945945945946,0.6818181818181818,0.7692307692307693,0.4666666666666667,0.25675675675675674,0.21052631578947367,0.25,0.25,0.13513513513513514,0.1,0.1,,0.013513513513513514,,,,0.9333333333333333,0.7857142857142857,0.5714285714285714,0.6666666666666666,,0.047619047619047616,,0.6081081081081081,,0.5075236486486486,0.5681999999999999,0.49094523809523805,0.1724137931034483,0.1744186046511628,0.29545454545454547,0.2840909090909091,5.654794520547946,26.0,0.31002331002331,8.0,1.0,2.0,2.0,5.0,4.0,,5.0,2.0,0.1095890410958904,0.11363636363636363,0.15789473684210525,0.21818181818181817,0.3333333333333333,0.4,,,,,,,4.0,,2.0,3.0,2.0,4.0,,,2.0,,1.0,,,,0.10526315789473684,0.14035087719298245,1.0,,,,,,,,,,2.0,,1.0,,2.0,1.0,,0.06451612903225806,,,,0.034482758620689655,0.1590909090909091,,,5.0,,,,,True,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,8533.0,142,-58,292,300,81.0,96,30,592,16,23,4.0,5.0,1.0,2.0,7.0,14,5.0,9.0,,,,,,,28,46,,,14.0,70,348,6.0,7.0,14.0,3.0,7.0,,,5.0,11.0,32.0,24,,,6.0,,,,1.0,1.0,2,,,,1.0,5,2.0,7.0,7.0,17,2.0,26,9,35,3.0,1.0,2.0,3.0,2.0,6.0,1.0,1.0,9,1.0,7,11,15,21.0,,11.0,,11.0,81.0,1.0,,0.5714285714285714,0.64,,,,,0.6086956521739131,0.8571428571428571,0.42857142857142855,0.6086956521739131,0.8571428571428571,0.42857142857142855,0.625,0.875,0.55,,19.938650306748468,0.3333333333333333,0.2,0.18478260869565216,0.08235294117647059,0.18421052631578946,0.0392156862745098,0.18461538461538463,0.0661764705882353,0.08108108108108109,,0.125,0.23076923076923078,0.5,0.6956521739130435,0.8421052631578947,0.5625,0.30434782608695654,0.5,0.5,0.7142857142857143,0.1956521739130435,0.5555555555555556,0.625,,,,,,0.7142857142857143,0.8,0.2857142857142857,0.5,,,,0.5,,0.4995021739130436,0.6049000000000001,0.4765571428571428,0.19642857142857142,0.19642857142857142,0.2,0.15714285714285714,6.389130434782608,,0.2773972602739726,5.0,1.0,,1.0,3.0,2.0,,3.0,1.0,0.10869565217391304,0.17391304347826086,,0.15151515151515152,0.08333333333333333,0.3333333333333333,,,,,,,2.0,,,1.0,2.0,2.0,,2.0,1.0,,1.0,,,,,0.2571428571428571,0.4,,,,,,,,,,,,,,,,,,,,0.1111111111111111,0.09090909090909091,0.07692307692307693,0.18181818181818182,0.25,1.0,,,,,True,,,,,,,
202706,1610612743,Jordan Hamilton,Jordan Hamilton,202706,DEN,6608.0,110,-1,236,234,113.0,112,23,470,5,10,1.0,4.0,3.0,4.0,3.0,5,,3.0,3.0,1.0,2.0,13.0,1.0,7.0,8,18,4.0,16.0,2.0,30,234,2.0,6.0,10.0,5.0,9.0,1.0,8.0,,13.0,4.0,12,9.0,3.0,2.0,,13.0,2.0,2.0,1.0,3,1.0,2.0,,,7,3.0,2.0,7.0,11,1.0,19,5,24,7.0,6.0,1.0,5.0,3.0,1.0,2.0,,6,3.0,2,4,4,3.0,,2.0,,13.0,113.0,1.0,,0.25,0.2857142857142857,0.75,0.25,0.125,0.25,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.4117647058823529,0.625,0.38235294117647056,0.42857142857142855,0.625,0.38235294117647056,0.47058823529411764,15.53030303030303,0.8333333333333334,0.2,0.14864864864864866,0.028985507246376812,0.21875,0.07692307692307693,0.16981132075471697,0.046296296296296294,0.047619047619047616,0.09375,0.25,0.25925925925925924,0.29411764705882354,0.5,0.5,0.2,0.14705882352941177,0.6,0.6,0.3333333333333333,0.08823529411764706,,,0.08823529411764706,0.38235294117647056,0.15384615384615385,0.15384615384615385,0.5,0.5,0.25,0.23529411764705882,0.75,0.058823529411764705,0.4117647058823529,0.14285714285714285,0.7647058823529411,0.15384615384615385,0.5083235294117647,0.5851500000000001,0.47492647058823534,0.05714285714285714,0.10526315789473684,0.3333333333333333,0.43333333333333335,6.155555555555555,25.9,0.4788135593220339,,,,1.0,2.0,,,2.0,2.0,,,,0.14285714285714285,,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,,2.0,1.0,,,,0.09090909090909091,,0.6666666666666666,0.6666666666666666,1.0,0.125,1.0,,,,1.0,,,1.0,,,,,,0.125,,,0.045454545454545456,,,,,1.0,1.0,1.0,,True,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,1103.0,18,-12,37,38,,3,4,75,1,3,,,,,1.0,1,,2.0,,,,,,,2,6,,,,4,49,,,,,,,,,,,4,,,,,,,1.0,,1,,1.0,,,2,1.0,1.0,,1,,1,2,3,,,,,,1.0,,,1,,2,4,1,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,17.073170731707318,,,0.07692307692307693,0.06666666666666667,,1.0,0.058823529411764705,0.125,,1.0,,,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,0.5,,0.51905,,,,,,,9.666666666666666,,,,,,,2.0,1.0,,2.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,1.0,,,,,True,,,,,,,
201589,1610612743,Darrell Arthur,Darrell Arthur,201589,DEN,8845.0,147,10,296,296,116.0,107,23,592,6,10,1.0,3.0,1.0,3.0,2.0,6,9.0,26.0,1.0,1.0,1.0,7.0,,3.0,17,42,1.0,8.0,7.0,44,279,1.0,5.0,5.0,2.0,12.0,,4.0,2.0,6.0,30.0,4,3.0,,2.0,,7.0,1.0,4.0,2.0,6,1.0,2.0,,2.0,14,1.0,4.0,7.0,11,1.0,19,5,24,2.0,1.0,1.0,5.0,3.0,3.0,2.0,,8,3.0,10,17,6,10.0,,4.0,1.0,6.0,116.0,1.0,,0.8823529411764706,0.9375,1.0,0.125,,0.125,0.40476190476190477,0.2,0.16666666666666666,0.37,0.4166666666666667,0.125,0.4,0.4166666666666667,0.16666666666666666,0.16,19.626168224299064,0.625,0.125,0.12087912087912088,0.047058823529411764,0.13725490196078433,0.021739130434782608,0.1267605633802817,0.03816793893129771,,,0.15151515151515152,0.16216216216216217,0.2,0.6,0.6,0.8333333333333334,0.12,0.3333333333333333,0.4,1.0,0.52,0.34615384615384615,0.36,0.02,0.14,0.14285714285714285,0.14285714285714285,1.0,0.5,0.3333333333333333,0.1875,0.3333333333333333,0.0625,0.1875,,0.36,0.14285714285714285,0.47254999999999997,0.48627000000000004,0.48251249999999996,0.07407407407407407,0.08695652173913043,0.11363636363636363,0.13636363636363635,12.840476190476192,25.0,0.3918918918918919,2.0,1.0,2.0,,7.0,5.0,,7.0,3.0,0.047619047619047616,,0.16666666666666666,0.07142857142857142,0.07142857142857142,0.42857142857142855,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,2.0,1.0,,,,0.13333333333333333,0.8888888888888888,,,,0.16666666666666666,1.0,1.0,,,,,,,,,2.0,,,,,0.038461538461538464,0.05,0.07894736842105263,0.1,,,,,,1.0,True,,,,,,,
