EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFoulsDrawn,Fg3aBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3SecondViolations,Clear Path Fouls,on,BlockedCorner3,HeaveMakes
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,8124.0,135,-7.0,257,255,46.0,65,35,512,5.0,10.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,14.0,,3.0,,,2.0,,4.0,,1.0,,,11.0,28.0,,7.0,4.0,26,240,1.0,4.0,,1.0,,2.0,2.0,3.0,,2.0,2.0,6.0,18.0,4.0,,,,,4.0,,2.0,5.0,1.0,6.0,1.0,,2.0,2.0,1.0,13.0,1.0,5.0,,4.0,9.0,1.0,14.0,6.0,20,,3.0,2.0,1.0,3.0,,3.0,2.0,,,1.0,5.0,,,5.0,,15.0,,1.0,1.0,7.0,,,1.0,6.0,2.0,,,3.0,,1.0,1.0,1.0,,1.0,,6.0,46.0,1.0,1.0,0.8181818181818182,0.8181818181818182,,,,,,0.39285714285714285,0.25,0.6666666666666666,0.3142857142857143,0.2,0.4,0.35135135135135137,0.2,0.5,0.2,0.07142857142857142,,0.5,,14.18918918918919,0.6,0.125,,0.10344827586206896,0.05263157894736842,0.16,0.034482758620689655,0.11607142857142858,0.04838709677419355,,0.041666666666666664,0.10256410256410256,0.05263157894736842,,0.12121212121212122,0.09523809523809523,0.09090909090909091,0.19047619047619047,,,,0.2857142857142857,0.5,0.5,0.8,0.11428571428571428,0.5,1.0,0.5,0.4,0.2857142857142857,0.2857142857142857,1.0,0.08571428571428572,,,,0.11428571428571428,,,,0.6,0.3333333333333333,,,0.2,,,0.4,0.5,0.4,,,,0.4857142857142857,,0.47043571428571423,0.5431166666666667,0.55932,0.08333333333333333,0.10344827586206896,,0.07692307692307693,0.23076923076923078,10.764285714285714,26.071428571428573,0.17898832684824903,,,,,,,,,,1.0,,,,,,,,True,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,3295.0,55,4.0,105,106,32.0,23,9,211,3.0,5.0,,,,1.0,1.0,2.0,,1.0,2.0,2.0,,1.0,1.0,2.0,7.0,,,,,4.0,8.0,4.0,9.0,4.0,24,108,,,,,,,,1.0,1.0,1.0,,3.0,6.0,2.0,12.0,,,,7.0,2.0,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,1.0,,3.0,6.0,1.0,10.0,1.0,11,,1.0,,1.0,2.0,,1.0,4.0,1.0,1.0,,6.0,,2.0,1.0,,5.0,,1.0,1.0,8.0,1.0,,2.0,5.0,1.0,,,3.0,,,,,,,,3.0,32.0,1.0,,0.75,0.75,1.0,0.4444444444444444,,1.0,0.4444444444444444,0.5,,,0.5882352941176471,,0.75,0.631578947368421,,0.75,0.5294117647058824,0.125,,0.5,,21.73913043478261,0.3333333333333333,0.25,,0.24,0.043478260869565216,0.15789473684210525,,0.20454545454545456,0.029411764705882353,,,0.08333333333333333,,,0.25,0.25,0.23076923076923078,0.17647058823529413,,,,0.29411764705882354,0.6,0.6,0.6666666666666666,0.11764705882352941,0.5,1.0,1.0,0.058823529411764705,,,,0.11764705882352941,1.0,1.0,1.0,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,0.5,,0.5,1.0,,,0.8235294117647058,0.2857142857142857,0.49146470588235286,,0.5115000000000001,0.15789473684210525,0.3,,,0.125,5.300000000000001,25.96666666666667,0.3047619047619048,1.0,,1.0,,,,,,,,,,,,1.0,,,True,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,8940.0,149,-6.0,277,276,73.0,124,43,553,15.0,23.0,5.0,9.0,4.0,7.0,7.0,19.0,2.0,7.0,,,,,,,,,,,,24.0,49.0,,,7.0,55,290,8.0,15.0,,,3.0,19.0,7.0,16.0,,,4.0,18.0,28.0,20.0,,,12.0,,,,4.0,4.0,3.0,7.0,2.0,1.0,1.0,,3.0,17.0,6.0,12.0,,3.0,10.0,3.0,16.0,18.0,34,,,,,4.0,1.0,1.0,6.0,,3.0,1.0,10.0,1.0,1.0,12.0,,22.0,,1.0,3.0,12.0,,3.0,1.0,11.0,3.0,,,5.0,,2.0,6.0,5.0,1.0,6.0,5.0,18.0,73.0,2.0,2.0,0.5833333333333334,0.7777777777777778,,,,,,0.4897959183673469,0.5333333333333333,0.4375,0.4897959183673469,0.5333333333333333,0.4375,0.5188679245283019,0.59375,0.5,,0.08163265306122448,0.13043478260869565,0.05263157894736842,,19.384615384615383,0.4,0.2,,0.11363636363636363,0.11538461538461539,0.08571428571428572,0.13953488372093023,0.10569105691056911,0.12244897959183673,0.12121212121212122,0.07142857142857142,0.13953488372093023,0.17857142857142858,0.06666666666666667,0.07692307692307693,0.12,0.16666666666666666,0.037037037037037035,0.25,,0.8333333333333334,0.46938775510204084,0.6521739130434783,0.75,0.6666666666666666,0.3877551020408163,0.3684210526315789,0.3888888888888889,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.6,0.5555555555555556,,,,,,0.4375,0.5714285714285714,,,,,0.46938775510204084,,0.491830612244898,0.48591999999999996,0.4503562499999999,0.09803921568627451,0.09803921568627451,,0.34545454545454546,0.32727272727272727,5.718367346938775,,0.26353790613718414,,,1.0,,,,,,,,,,,,,,,True,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,9402.0,157,-29.0,291,290,46.0,60,39,581,11.0,13.0,3.0,5.0,,,4.0,9.0,4.0,6.0,,,,,,,,,,,,19.0,28.0,,,2.0,40,345,3.0,5.0,,,2.0,8.0,2.0,3.0,,,,4.0,30.0,8.0,,,4.0,,,,3.0,4.0,4.0,8.0,2.0,2.0,3.0,,1.0,20.0,6.0,10.0,,5.0,13.0,2.0,20.0,16.0,36,1.0,1.0,1.0,,1.0,,1.0,5.0,1.0,,1.0,6.0,1.0,1.0,10.0,,18.0,,,3.0,6.0,,2.0,,6.0,2.0,,,3.0,,1.0,2.0,,2.0,2.0,1.0,4.0,46.0,1.0,1.0,0.7894736842105263,0.8823529411764706,,,,,,0.6785714285714286,0.6,0.6666666666666666,0.6785714285714286,0.6,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5,,0.10714285714285714,0.07692307692307693,0.2222222222222222,,10.746268656716417,0.16666666666666666,0.4,,0.18055555555555555,0.10416666666666667,0.11627906976744186,0.16666666666666666,0.1565217391304348,0.12121212121212122,0.09523809523809523,0.08823529411764706,0.12195121951219512,0.17857142857142858,0.125,0.1111111111111111,0.19230769230769232,0.21428571428571427,0.13793103448275862,0.07142857142857142,0.16666666666666666,0.5,0.4642857142857143,0.8461538461538461,0.9166666666666666,0.6363636363636364,0.32142857142857145,0.4444444444444444,0.5714285714285714,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,0.6,0.3333333333333333,,,,,,,,,,,0.4642857142857143,,0.4974142857142857,0.6077,0.38103333333333333,0.10344827586206896,0.10344827586206896,,0.2,0.1,6.860714285714286,,0.15807560137457044,,,,,,,,,,,,,,,,,,True,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,452.0,8,-4.0,14,13,,4,1,27,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,3,17,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.5,,,1.5,,,1.0,,,,,6.666666666666667,,,,,,,1.0,,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,0.61215,,,,,,,,,24.4,,,,,,,,,,,,,,,,,,,True,,
202686,1610612764,Jan Vesely,Jan Vesely,202686,WAS,9865.0,164,-62.0,302,304,34.0,47,39,606,10.0,18.0,4.0,8.0,1.0,1.0,4.0,7.0,1.0,3.0,,,,,,,,,,,,15.0,28.0,,,3.0,33,323,4.0,9.0,,,,8.0,4.0,4.0,,,,8.0,24.0,6.0,,,4.0,,,,5.0,3.0,,3.0,,,2.0,,1.0,6.0,5.0,14.0,2.0,4.0,13.0,3.0,20.0,21.0,41,1.0,7.0,7.0,,2.0,1.0,2.0,7.0,1.0,,,9.0,1.0,,15.0,1.0,32.0,,1.0,3.0,17.0,,,3.0,12.0,1.0,,,6.0,,1.0,9.0,7.0,2.0,10.0,4.0,8.0,34.0,1.0,,0.8,0.9230769230769231,,,,,,0.5357142857142857,0.4444444444444444,1.0,0.5357142857142857,0.4444444444444444,1.0,0.4852941176470588,0.4,0.8,,0.17857142857142858,0.16666666666666666,0.14285714285714285,0.3333333333333333,12.138728323699421,0.2222222222222222,0.3,0.16666666666666666,0.1326530612244898,0.11570247933884298,0.12903225806451613,0.1388888888888889,0.13178294573643412,0.12101910828025478,0.1282051282051282,0.125,0.1,0.17391304347826086,0.07692307692307693,0.15151515151515152,0.125,0.12121212121212122,0.09523809523809523,0.2,0.125,0.4,0.6428571428571429,0.5555555555555556,0.6666666666666666,0.7,0.25,0.5714285714285714,0.6666666666666666,1.0,0.10714285714285714,0.3333333333333333,0.5,1.0,,,,,,,,,0.8888888888888888,0.5,0.25,,,,,0.25,1.0,,,,,0.6428571428571429,,0.5027607142857143,0.5591999999999999,0.369325,0.18181818181818182,0.18181818181818182,,0.24242424242424243,0.24242424242424243,4.617857142857142,,0.11258278145695365,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,True,,
203318,1610612764,Glen Rice,Glen Rice,203318,WAS,1233.0,21,-8.0,40,39,5.0,3,2,79,,,,,,,,3.0,,1.0,,,,,,,1.0,,,,,,4.0,,1.0,1.0,1,44,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,4.0,,4.0,,,2.0,,2.0,8.0,,,,,2.0,,2.0,,2,,1.0,,1.0,2.0,,,,,2.0,,2.0,,1.0,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,5.0,,1.0,,,,,,,,,,,,,,0.08333333333333333,,0.5,0.2,,,,,18.6046511627907,1.0,,,0.2222222222222222,,,,0.125,,,,,,,,0.5,,,,,,,,,,0.6,,,,0.2,,,,,,,,0.2,,,,,,,,,,,,,,,,,0.2,,0.40218,,,,,,,1.0,13.625,24.6,0.125,,,,,,,,,,,,,,,,,,True,,
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,76571.0,1276,-66.0,2460,2463,660.0,722,284,4923,32.0,48.0,4.0,6.0,7.0,10.0,10.0,21.0,19.0,48.0,36.0,79.0,7.0,10.0,23.0,57.0,156.0,3.0,14.0,15.0,40.0,61.0,117.0,93.0,235.0,80.0,481,2721,9.0,15.0,7.0,21.0,9.0,48.0,15.0,23.0,25.0,63.0,30.0,135.0,86.0,36.0,261.0,18.0,2.0,4.0,152.0,57.0,6.0,41.0,14.0,55.0,9.0,5.0,25.0,8.0,8.0,124.0,6.0,13.0,1.0,29.0,62.0,4.0,95.0,20.0,115,2.0,24.0,16.0,8.0,16.0,5.0,11.0,20.0,2.0,5.0,4.0,36.0,2.0,10.0,46.0,,85.0,,4.0,4.0,92.0,2.0,3.0,7.0,95.0,9.0,5.0,2.0,36.0,8.0,8.0,8.0,7.0,1.0,9.0,3.0,135.0,655.0,10.0,8.0,0.7049180327868853,0.7166666666666667,0.9354838709677419,0.39574468085106385,0.3333333333333333,0.3968253968253968,0.4025974025974026,0.5213675213675214,0.6,0.6521739130434783,0.5696022727272727,0.5416666666666666,0.6104651162790697,0.6153846153846154,0.5853658536585366,0.6617647058823529,0.6676136363636364,0.05128205128205128,0.10416666666666667,0.047619047619047616,,15.274291860882036,0.4444444444444444,0.06451612903225806,0.017543859649122806,0.08551724137931034,0.016645326504481434,0.08333333333333333,0.01639344262295082,0.08480894687791239,0.016564952048823016,0.029166666666666667,0.013333333333333334,0.00949367088607595,0.015209125475285171,0.019417475728155338,0.05454545454545454,0.05627705627705628,0.13503649635036497,0.08243727598566308,0.08695652173913043,0.01098901098901099,0.3333333333333333,0.13636363636363635,0.6666666666666666,0.7441860465116279,0.875,0.05965909090909091,0.47619047619047616,0.5,0.2,0.13636363636363635,0.3958333333333333,0.3958333333333333,0.6842105263157895,0.22443181818181818,0.45569620253164556,0.45569620253164556,0.9166666666666666,0.4431818181818182,0.36538461538461536,0.36538461538461536,0.9473684210526315,0.16666666666666666,0.6666666666666666,0.75,0.19444444444444445,0.3888888888888889,0.21428571428571427,0.6666666666666666,0.11627906976744186,0.7,0.26744186046511625,0.43478260869565216,0.46511627906976744,0.375,0.8039772727272727,0.375,0.5316616379310343,0.5249410714285715,0.5169505952380952,0.11518324607329843,0.25,0.03361344537815126,0.0997920997920998,0.2806652806652807,9.909401709401708,25.39404255319149,0.2682926829268293,1.0,,3.0,1.0,,,,,1.0,,4.0,,0.5714285714285714,0.5,2.0,,,False,1.0,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,100323.0,1672,79.0,3237,3229,722.0,780,382,6466,175.0,244.0,40.0,61.0,42.0,54.0,89.0,236.0,37.0,92.0,,,,,,1.0,1.0,,,1.0,1.0,301.0,572.0,1.0,1.0,94.0,699,3393,49.0,88.0,,,14.0,112.0,61.0,106.0,1.0,1.0,30.0,155.0,408.0,194.0,3.0,,56.0,,1.0,1.0,33.0,79.0,26.0,105.0,20.0,6.0,28.0,11.0,40.0,236.0,46.0,74.0,2.0,112.0,215.0,27.0,354.0,122.0,476,7.0,32.0,20.0,12.0,36.0,10.0,20.0,44.0,2.0,16.0,13.0,80.0,5.0,17.0,66.0,1.0,124.0,2.0,14.0,13.0,144.0,6.0,15.0,15.0,141.0,22.0,,,71.0,,12.0,77.0,60.0,17.0,78.0,50.0,153.0,713.0,18.0,8.0,0.6777408637873754,0.7472527472527473,1.0,1.0,,1.0,1.0,0.5262237762237763,0.5568181818181818,0.5754716981132075,0.5279232111692844,0.5568181818181818,0.5841121495327103,0.5512618296529969,0.5656565656565656,0.6150793650793651,0.0017452006980802793,0.057692307692307696,0.09016393442622951,0.046610169491525424,,19.263072338119752,0.45,0.36,0.025,0.20225776105362184,0.0664869721473495,0.23529411764705882,0.10454545454545454,0.2124756335282651,0.07726980038634901,0.06428571428571428,0.06389776357827476,0.06923076923076923,0.09698996655518395,0.12056737588652482,0.1529745042492918,0.2679738562091503,0.19554455445544555,0.25336927223719674,0.17142857142857143,0.029411764705882353,0.6410256410256411,0.4258289703315881,0.7172131147540983,0.7882882882882883,0.7257142857142858,0.4118673647469459,0.3771186440677966,0.39555555555555555,0.48314606741573035,0.16055846422338568,0.40217391304347827,0.40217391304347827,0.918918918918919,,,,,0.0017452006980802793,1.0,1.0,1.0,0.6931818181818182,0.6557377049180327,0.275,,,,,0.5046728971962616,0.7777777777777778,,,0.009345794392523364,1.0,0.42757417102966844,1.0,0.4858493891797556,0.5309469696969696,0.5063000000000001,0.11414790996784566,0.1143317230273752,,0.16022889842632332,0.2217453505007153,6.819230769230769,26.5,0.22304603027494593,2.0,,,1.0,1.0,,,,1.0,2.0,,,,,2.0,1.0,,False,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,27385.0,456,42.0,881,870,190.0,213,102,1751,36.0,63.0,7.0,12.0,3.0,7.0,3.0,21.0,5.0,15.0,9.0,23.0,2.0,1.0,7.0,21.0,68.0,,3.0,4.0,16.0,44.0,99.0,30.0,91.0,23.0,201,927,8.0,14.0,1.0,5.0,2.0,21.0,5.0,13.0,5.0,23.0,1.0,26.0,56.0,32.0,90.0,,6.0,,68.0,21.0,8.0,18.0,8.0,26.0,6.0,2.0,12.0,3.0,3.0,60.0,4.0,10.0,,16.0,36.0,3.0,55.0,14.0,69,4.0,13.0,7.0,6.0,9.0,3.0,6.0,19.0,2.0,3.0,2.0,28.0,3.0,4.0,33.0,6.0,67.0,,7.0,7.0,32.0,,1.0,6.0,30.0,4.0,,,17.0,,,,,,,,26.0,189.0,6.0,,0.6363636363636364,0.6829268292682927,1.0,0.32967032967032966,0.2,0.21739130434782608,0.32967032967032966,0.4444444444444444,0.5714285714285714,0.38461538461538464,0.46842105263157896,0.5,0.3472222222222222,0.49507389162561577,0.525,0.35135135135135137,0.4789473684210526,0.08080808080808081,0.09523809523809523,0.09523809523809523,,23.169508525576727,0.32142857142857145,0.13043478260869565,,0.13740458015267176,0.038461538461538464,0.12698412698412698,0.028985507246376812,0.13402061855670103,0.035175879396984924,0.030303030303030304,0.07042253521126761,0.022222222222222223,0.02830188679245283,0.03125,0.14102564102564102,0.19101123595505617,0.08421052631578947,0.125,0.13636363636363635,0.0380952380952381,,0.33157894736842103,0.5714285714285714,0.631578947368421,0.6666666666666666,0.11052631578947368,0.14285714285714285,0.15789473684210525,0.3333333333333333,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.6,0.12105263157894737,0.391304347826087,0.391304347826087,1.0,0.35789473684210527,0.3088235294117647,0.31343283582089554,1.0,0.631578947368421,0.5833333333333334,0.42857142857142855,0.10526315789473684,0.15789473684210525,,,0.19444444444444445,0.42857142857142855,0.19444444444444445,0.14285714285714285,0.4444444444444444,0.25,0.8105263157894737,0.3088235294117647,0.5426492105263157,0.6235466666666667,0.516223611111111,0.08374384236453201,0.15178571428571427,,0.1044776119402985,0.12935323383084577,5.351515151515153,25.368131868131872,0.21566401816118047,1.0,1.0,1.0,,,0.01098901098901099,,,1.0,1.0,1.0,0.014705882352941176,0.5,1.0,,3.0,,False,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,21267.0,354,18.0,658,664,125.0,155,88,1322,22.0,41.0,3.0,5.0,5.0,10.0,7.0,24.0,4.0,11.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,33.0,76.0,2.0,3.0,25.0,97,716,3.0,7.0,,,1.0,7.0,7.0,15.0,1.0,2.0,13.0,30.0,10.0,56.0,6.0,,,1.0,1.0,1.0,8.0,54.0,27.0,81.0,21.0,6.0,37.0,5.0,12.0,189.0,3.0,8.0,1.0,19.0,20.0,,39.0,12.0,51,,18.0,11.0,7.0,17.0,4.0,14.0,6.0,,3.0,,23.0,1.0,7.0,8.0,1.0,37.0,1.0,,1.0,31.0,,3.0,4.0,30.0,4.0,,,14.0,,3.0,2.0,1.0,1.0,2.0,,26.0,123.0,1.0,1.0,0.15151515151515152,0.15151515151515152,1.0,0.6666666666666666,,0.5,1.0,0.4342105263157895,0.42857142857142855,0.4666666666666667,0.45569620253164556,0.42857142857142855,0.5,0.5271739130434783,0.5,0.6521739130434783,0.0379746835443038,0.10526315789473684,0.12195121951219512,0.125,,15.191545574636724,0.7391304347826086,,0.043478260869565216,0.09950248756218906,0.03524229074889868,0.18269230769230768,0.038461538461538464,0.12786885245901639,0.036065573770491806,0.03333333333333333,0.03076923076923077,0.041666666666666664,0.031746031746031744,0.06666666666666667,0.08771929824561403,0.03125,0.1625,0.17582417582417584,0.23076923076923078,,,0.5189873417721519,0.5365853658536586,0.6111111111111112,0.18181818181818182,0.3037974683544304,0.2916666666666667,0.3333333333333333,0.14285714285714285,0.13924050632911392,0.36363636363636365,0.36363636363636365,,0.012658227848101266,1.0,1.0,1.0,0.02531645569620253,0.5,0.5,1.0,0.7142857142857143,0.6,0.3333333333333333,,,,,0.5882352941176471,0.5,0.058823529411764705,1.0,0.058823529411764705,,0.5569620253164557,1.0,0.49227628205128215,0.5845750000000001,0.5102625000000001,0.15730337078651685,0.16279069767441862,,0.07216494845360824,0.30927835051546393,5.994736842105262,36.766666666666666,0.1899696048632219,1.0,,,,,,,,,,,,,,,,,False,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,22086.0,368,-62.0,700,726,185.0,281,89,1426,8.0,17.0,,2.0,3.0,4.0,4.0,12.0,12.0,38.0,1.0,7.0,2.0,,3.0,4.0,12.0,1.0,2.0,1.0,3.0,24.0,67.0,5.0,19.0,17.0,80,757,3.0,9.0,1.0,4.0,,9.0,9.0,23.0,1.0,6.0,5.0,26.0,20.0,28.0,6.0,9.0,,,12.0,4.0,6.0,24.0,16.0,40.0,9.0,7.0,12.0,2.0,10.0,96.0,4.0,5.0,,6.0,18.0,,24.0,9.0,33,2.0,21.0,11.0,10.0,16.0,4.0,13.0,7.0,1.0,3.0,,23.0,1.0,7.0,16.0,1.0,38.0,,,,33.0,2.0,,3.0,24.0,6.0,,,12.0,,3.0,7.0,5.0,1.0,7.0,5.0,26.0,182.0,3.0,2.0,0.4166666666666667,0.4166666666666667,0.4,0.2631578947368421,0.25,0.16666666666666666,0.2631578947368421,0.3582089552238806,0.3333333333333333,0.391304347826087,0.36627906976744184,0.34615384615384615,0.3620689655172414,0.42105263157894735,0.34615384615384615,0.41935483870967744,0.22093023255813954,0.08955223880597014,0.23529411764705882,0.16666666666666666,,14.694894146948943,0.6956521739130435,,,0.0891089108910891,0.019157088122605363,0.06,0.0547945205479452,0.07947019867549669,0.02694610778443114,0.017543859649122806,0.012345679012345678,0.024390243902439025,0.057692307692307696,0.047619047619047616,0.09859154929577464,0.03389830508474576,0.125,0.038461538461538464,0.13636363636363635,0.04081632653061224,0.7142857142857143,0.19767441860465115,0.47058823529411764,0.6153846153846154,0.375,0.13953488372093023,0.3333333333333333,0.4,,0.4418604651162791,0.3157894736842105,0.3157894736842105,0.5833333333333334,0.08139534883720931,0.14285714285714285,0.14285714285714285,1.0,0.13953488372093023,0.3333333333333333,0.3333333333333333,0.25,0.15384615384615385,,,0.15384615384615385,0.15384615384615385,0.5,1.0,0.13793103448275862,0.75,0.10344827586206896,,0.10344827586206896,0.3333333333333333,0.4186046511627907,0.3333333333333333,0.46269941860465097,0.4725750000000001,0.43247758620689647,0.13043478260869565,0.1643835616438356,,0.1125,0.325,12.69402985074627,25.178947368421053,0.2642857142857143,,,2.0,,,,,1.0,,,,,,,,,,False,,
