EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,OffThreePtRebounds,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,on,3pt And 1 Free Throw Trips,OffensiveGoaltends
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,50078.0,835.0,-27.0,1653.0,1661,312.0,397,185.0,3314,61.0,108.0,4.0,7.0,11.0,24.0,25.0,65.0,52.0,128.0,5.0,11.0,1.0,7.0,38.0,6.0,3.0,12.0,138.0,301.0,12.0,49.0,83.0,395.0,1831.0,9.0,21.0,6.0,2.0,20.0,28.0,57.0,3.0,13.0,34.0,99.0,74.0,202.0,33.0,3.0,4.0,38.0,7.0,12.0,85.0,37.0,122.0,31.0,6.0,53.0,14.0,18.0,281.0,10.0,31.0,39.0,8.0,78.0,10.0,88.0,3.0,42.0,21.0,21.0,41.0,8.0,26.0,23.0,5.0,15.0,1.0,4.0,64.0,2.0,13.0,38.0,3.0,57.0,1.0,2.0,96.0,5.0,1.0,8.0,9.0,116.0,4.0,43.0,17.0,5.0,2.0,1.0,2.0,5.0,2.0,97.0,308.0,4.0,15.0,0.26811594202898553,0.27205882352941174,0.9166666666666666,0.24489795918367346,0.23076923076923078,0.24489795918367346,0.4584717607973422,0.42857142857142855,0.49122807017543857,0.44571428571428573,0.3333333333333333,0.4642857142857143,0.48645320197044334,0.3225806451612903,0.5380434782608695,0.14,0.03986710963455149,0.07407407407407407,0.06153846153846154,25.350593311758363,0.640625,0.1509433962264151,0.07572815533980583,0.017985611510791366,0.13839285714285715,0.09472259810554803,0.013123359580052493,0.03571428571428571,0.020100502512562814,0.048484848484848485,0.062146892655367235,0.11560693641618497,0.15942028985507245,0.10465116279069768,0.016666666666666666,0.4,0.30857142857142855,0.5648148148148148,0.61,0.29508196721311475,0.18571428571428572,0.38461538461538464,0.4098360655737705,0.2,0.3657142857142857,0.40625,0.40625,0.2692307692307692,0.03142857142857143,0.45454545454545453,0.45454545454545453,1.0,0.10857142857142857,0.18421052631578946,0.18421052631578946,0.8571428571428571,0.25925925925925924,0.5714285714285714,0.25,0.2222222222222222,0.34285714285714286,0.4583333333333333,0.014285714285714285,0.17142857142857143,0.25,0.44857142857142857,0.18421052631578946,0.4877176217765042,0.4967204545454545,0.47333405797101435,0.11053984575835475,0.1264705882352941,0.05063291139240506,0.25063291139240507,10.358471760797345,25.016326530612243,0.18874773139745918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101181,1610612742,Jose Calderon,Jose Calderon,101181,DAL,37849.0,631.0,-27.0,1254.0,1261,218.0,296,121.0,2515,14.0,21.0,,1.0,2.0,3.0,1.0,2.0,27.0,57.0,10.0,21.0,4.0,39.0,81.0,8.0,7.0,15.0,42.0,80.0,49.0,102.0,14.0,245.0,1427.0,1.0,4.0,9.0,,14.0,6.0,9.0,8.0,19.0,5.0,41.0,40.0,44.0,138.0,9.0,,81.0,39.0,4.0,84.0,22.0,106.0,15.0,7.0,36.0,25.0,23.0,234.0,5.0,12.0,21.0,,33.0,7.0,40.0,1.0,20.0,11.0,9.0,17.0,1.0,15.0,2.0,,2.0,,,19.0,2.0,,22.0,,37.0,,,28.0,1.0,,3.0,1.0,17.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,39.0,214.0,2.0,2.0,0.47619047619047616,0.47619047619047616,0.9387755102040817,0.4803921568627451,0.42105263157894735,0.4803921568627451,0.525,0.25,0.6666666666666666,0.6346153846153846,0.5384615384615384,0.6428571428571429,0.6428571428571429,0.5384615384615384,0.6612903225806451,0.5604395604395604,0.05,0.19047619047619047,,14.964028776978417,0.8947368421052632,,0.050239234449760764,0.012690355329949238,0.07453416149068323,0.05699481865284974,0.012455516014234875,0.018867924528301886,0.02158273381294964,0.04477611940298507,0.034482758620689655,0.07194244604316546,0.08181818181818182,0.058823529411764705,0.011627906976744186,0.5,0.11538461538461539,0.6666666666666666,0.8235294117647058,0.5714285714285714,0.01098901098901099,0.5,0.5,,0.3131868131868132,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.11538461538461539,0.47619047619047616,0.47619047619047616,0.9,0.44505494505494503,0.48148148148148145,0.48148148148148145,0.9487179487179487,0.07692307692307693,,,0.6153846153846154,0.10714285714285714,0.6666666666666666,0.14285714285714285,0.5357142857142857,0.4666666666666667,0.6758241758241759,0.48148148148148145,0.5251607142857143,0.49226666666666663,0.5173767857142857,0.026881720430107527,0.05952380952380952,0.05714285714285714,0.1673469387755102,14.39125,24.702941176470585,0.17384370015948963,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,0.4444444444444444,0.011904761904761904,0.007575757575757576,0.027777777777777776,0.07692307692307693,1.0,1.0,0.375,1.0,0.25,,,,,,,,,,,,,,,,,,True,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,43867.0,731.0,-31.0,1444.0,1456,356.0,442,166.0,2900,35.0,65.0,6.0,10.0,11.0,20.0,17.0,42.0,20.0,62.0,10.0,17.0,3.0,43.0,109.0,8.0,12.0,37.0,72.0,169.0,53.0,126.0,67.0,370.0,1581.0,8.0,18.0,9.0,8.0,42.0,20.0,39.0,14.0,40.0,30.0,112.0,22.0,122.0,120.0,39.0,8.0,108.0,43.0,7.0,61.0,18.0,79.0,16.0,2.0,35.0,15.0,11.0,176.0,14.0,25.0,51.0,2.0,78.0,21.0,99.0,5.0,26.0,13.0,13.0,20.0,5.0,15.0,11.0,1.0,5.0,,1.0,31.0,1.0,6.0,37.0,5.0,60.0,1.0,3.0,72.0,,1.0,3.0,3.0,76.0,10.0,32.0,9.0,13.0,4.0,2.0,7.0,15.0,6.0,112.0,354.0,6.0,9.0,0.1527777777777778,0.16176470588235295,0.7547169811320755,0.42063492063492064,0.35,0.424,0.4260355029585799,0.4444444444444444,0.5128205128205128,0.5135593220338983,0.6296296296296297,0.5189873417721519,0.5642201834862385,0.6774193548387096,0.5967741935483871,0.4271186440677966,0.04142011834319527,0.07692307692307693,0.047619047619047616,21.855921855921856,0.6451612903225806,0.04081632653061224,0.1223021582733813,0.029350104821802937,0.1201923076923077,0.1216,0.027220630372492838,0.0472972972972973,0.01694915254237288,0.06976744186046512,0.11851851851851852,0.16993464052287582,0.12598425196850394,0.1111111111111111,0.03184713375796178,0.4,0.22033898305084745,0.5384615384615384,0.5833333333333334,0.14285714285714285,0.1423728813559322,0.40476190476190477,0.425,0.058823529411764705,0.21016949152542372,0.3225806451612903,0.3225806451612903,0.25,0.0576271186440678,0.5882352941176471,0.5882352941176471,0.9,0.3694915254237288,0.3944954128440367,0.3944954128440367,0.7209302325581395,0.37037037037037035,0.6,,0.2962962962962963,0.25316455696202533,0.55,0.0379746835443038,0.46835443037974683,0.32432432432432434,0.6474576271186441,0.39814814814814814,0.5004275510204081,0.5566176470588234,0.4915886075949368,0.10377358490566038,0.16753926701570682,0.11351351351351352,0.3027027027027027,9.454437869822488,25.683333333333334,0.24653739612188366,1.0,1.0,2.0,5.0,6.0,5.0,1.0,2.0,1.0,0.6666666666666666,0.02262443438914027,0.022222222222222223,0.024390243902439025,0.037037037037037035,1.0,1.0,0.625,0.6,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.02631578947368421,0.007874015748031496,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,39647.0,661.0,72.0,1313.0,1296,285.0,320,156.0,2609,12.0,18.0,5.0,7.0,4.0,6.0,41.0,86.0,78.0,151.0,,,,29.0,72.0,4.0,6.0,22.0,131.0,255.0,29.0,72.0,87.0,436.0,1394.0,13.0,22.0,4.0,11.0,46.0,18.0,39.0,6.0,22.0,38.0,92.0,136.0,126.0,81.0,6.0,8.0,72.0,29.0,5.0,42.0,12.0,54.0,4.0,8.0,23.0,10.0,9.0,120.0,9.0,30.0,73.0,12.0,115.0,14.0,129.0,1.0,16.0,8.0,8.0,19.0,1.0,10.0,5.0,1.0,9.0,,1.0,24.0,2.0,7.0,29.0,3.0,38.0,1.0,1.0,106.0,1.0,10.0,5.0,3.0,95.0,10.0,39.0,12.0,16.0,12.0,,4.0,16.0,9.0,92.0,282.0,1.0,11.0,0.5190839694656488,0.5354330708661418,0.9310344827586207,0.4027777777777778,0.2727272727272727,0.4027777777777778,0.5137254901960784,0.5909090909090909,0.46153846153846156,0.5336391437308868,0.6730769230769231,0.4426229508196721,0.5896739130434783,0.7419354838709677,0.5679012345679012,0.22018348623853212,0.0196078431372549,0.16666666666666666,0.023255813953488372,26.29455279085407,0.7916666666666666,0.2857142857142857,0.1931216931216931,0.020642201834862386,0.17543859649122806,0.18761384335154827,0.023140495867768594,0.040983606557377046,0.013071895424836602,0.25,0.19047619047619047,0.15,0.16101694915254236,0.20754716981132076,0.0064516129032258064,0.5625,0.05504587155963303,0.6666666666666666,0.8,0.4166666666666667,0.26299694189602446,0.47674418604651164,0.4880952380952381,0.17073170731707318,0.4617737003058104,0.5165562913907285,0.5165562913907285,0.717948717948718,,,,,0.22018348623853212,0.4027777777777778,0.4027777777777778,0.9310344827586207,0.2692307692307692,0.7142857142857143,0.2,0.15384615384615385,0.09836065573770492,0.6666666666666666,,0.36065573770491804,0.2727272727272727,0.27522935779816515,0.4027777777777778,0.43669235474006113,0.44948749999999993,0.43978360655737697,0.10955056179775281,0.13732394366197184,0.10550458715596331,0.21100917431192662,14.047450980392158,25.481944444444437,0.21706016755521707,,,,3.0,3.0,5.0,3.0,,,0.75,0.029585798816568046,0.022556390977443608,0.05555555555555555,,,,0.75,0.3333333333333333,,,,,,,,2.0,,0.012422360248447204,,1.0,,,,,,,True,,
201971,1610612742,DeJuan Blair,DeJuan Blair,201971,DAL,72835.0,1214.0,-4.0,2410.0,2423,548.0,645,280.0,4833,133.0,208.0,32.0,56.0,22.0,34.0,74.0,173.0,3.0,10.0,,,,,2.0,,,1.0,210.0,391.0,,2.0,77.0,497.0,2633.0,39.0,77.0,,19.0,97.0,45.0,84.0,,1.0,19.0,109.0,308.0,112.0,,,58.0,,,46.0,42.0,28.0,70.0,22.0,6.0,24.0,5.0,13.0,168.0,99.0,65.0,143.0,21.0,229.0,139.0,368.0,8.0,60.0,43.0,17.0,38.0,6.0,22.0,39.0,9.0,16.0,2.0,6.0,77.0,7.0,18.0,93.0,9.0,192.0,2.0,11.0,96.0,8.0,12.0,3.0,1.0,121.0,17.0,64.0,5.0,21.0,14.0,,7.0,21.0,13.0,107.0,544.0,19.0,4.0,0.7333333333333333,0.850828729281768,,,,,0.5370843989769821,0.5064935064935064,0.5357142857142857,0.5343511450381679,0.5064935064935064,0.5294117647058824,0.5584269662921348,0.5449438202247191,0.5505050505050505,0.005089058524173028,0.11764705882352941,0.14423076923076922,0.09248554913294797,19.162995594713657,0.4935064935064935,0.2876712328767123,0.19806094182825484,0.12547528517110265,0.19461077844311378,0.19696969696969696,0.12132024977698483,0.1091703056768559,0.13541666666666666,0.16299559471365638,0.2581967213114754,0.17131474103585656,0.1872146118721461,0.20869565217391303,0.06060606060606061,0.6190476190476191,0.5292620865139949,0.6394230769230769,0.7471910112359551,0.6992481203007519,0.4402035623409669,0.4277456647398844,0.4713375796178344,0.8108108108108109,0.02544529262086514,0.3,0.3,0.3333333333333333,,,,,0.005089058524173028,,,,0.7272727272727273,0.5714285714285714,0.125,,0.4,0.6470588235294118,,0.011764705882352941,,0.5343511450381679,,0.5094120204603583,0.538096875,0.48679761904761903,0.14545454545454545,0.1461187214611872,0.19517102615694165,0.2193158953722334,4.846803069053708,57.6,0.22738589211618257,,,,,,37.0,,,,,0.11144578313253012,0.12030075187969924,0.07575757575757576,,,,,,,2.0,3.0,,,,,3.0,0.046153846153846156,0.12867647058823528,,33.0,3.0,,,,,,True,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,38998.0,650.0,-51.0,1289.0,1314,220.0,321,137.0,2603,56.0,88.0,10.0,23.0,5.0,11.0,27.0,68.0,4.0,14.0,6.0,23.0,4.0,12.0,27.0,,2.0,5.0,87.0,170.0,18.0,50.0,20.0,248.0,1463.0,14.0,36.0,,4.0,32.0,8.0,21.0,3.0,9.0,4.0,29.0,132.0,42.0,54.0,,24.0,27.0,12.0,12.0,13.0,16.0,29.0,10.0,6.0,7.0,2.0,4.0,74.0,27.0,33.0,61.0,13.0,107.0,38.0,145.0,11.0,24.0,12.0,12.0,15.0,5.0,10.0,11.0,2.0,5.0,1.0,1.0,26.0,1.0,2.0,24.0,,35.0,1.0,,15.0,,,,,22.0,1.0,9.0,2.0,14.0,9.0,,5.0,15.0,6.0,27.0,217.0,2.0,1.0,0.7586206896551724,0.88,1.0,0.36,0.3333333333333333,0.36,0.5117647058823529,0.3888888888888889,0.38095238095238093,0.5181818181818182,0.3888888888888889,0.4166666666666667,0.5369565217391304,0.40789473684210525,0.453125,0.22727272727272727,0.07058823529411765,0.09090909090909091,0.058823529411764705,17.790132036136207,0.5769230769230769,0.325,0.14055299539170507,0.06108597285067873,0.1864406779661017,0.15384615384615385,0.0625,0.1015625,0.050314465408805034,0.08904109589041095,0.14583333333333334,0.1875,0.19298245614035087,0.1746031746031746,0.10891089108910891,0.4,0.4,0.6363636363636364,0.7,0.75,0.3090909090909091,0.39705882352941174,0.421875,0.7407407407407407,0.06363636363636363,0.2857142857142857,0.2857142857142857,1.0,0.10454545454545454,0.2608695652173913,0.2608695652173913,1.0,0.12272727272727273,0.4444444444444444,0.46153846153846156,1.0,0.6388888888888888,0.43478260869565216,0.1,,0.36666666666666664,0.45454545454545453,0.13333333333333333,0.16666666666666666,0.4,0.6272727272727273,0.4444444444444444,0.5430452054794521,0.5323851851851852,0.5533706896551724,0.039473684210526314,0.05056179775280899,0.12903225806451613,0.11693548387096774,5.434117647058823,24.394000000000005,0.17067494181536075,,,1.0,,,11.0,1.0,1.0,1.0,,0.06626506024096386,0.078125,0.02631578947368421,,,,,,0.25,,,,,,,1.0,,0.03870967741935484,,,,1.0,0.02,0.037037037037037035,,,True,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,6392.0,107.0,-5.0,209.0,209,73.0,70,26.0,418,19.0,25.0,4.0,7.0,6.0,6.0,6.0,12.0,2.0,7.0,,,,,,,,,27.0,44.0,,,12.0,66.0,234.0,4.0,7.0,,2.0,10.0,9.0,13.0,,,7.0,25.0,46.0,8.0,,,4.0,,,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,9.0,7.0,4.0,,11.0,14.0,25.0,2.0,1.0,1.0,,,,,,,,,,,,,5.0,1.0,7.0,,,9.0,,,,,16.0,2.0,8.0,1.0,4.0,4.0,,,4.0,1.0,25.0,73.0,,1.0,0.8518518518518519,0.92,,,,,0.6136363636363636,0.5714285714285714,0.6923076923076923,0.6136363636363636,0.5714285714285714,0.6923076923076923,0.6470588235294118,0.625,0.7352941176470589,,0.022727272727272728,0.04,,21.42857142857143,,,0.06779661016949153,0.15254237288135594,0.2413793103448276,0.125,0.14285714285714285,0.35714285714285715,0.07407407407407407,,0.1,0.125,0.19047619047619047,0.375,0.125,0.25,0.5681818181818182,0.76,0.7916666666666666,0.8421052631578947,0.2727272727272727,0.5,0.5,0.8333333333333334,0.1590909090909091,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,1.0,0.5714285714285714,0.25,,0.46153846153846156,1.0,,,,0.5681818181818182,,0.5335318181818182,0.5891166666666666,0.5090461538461538,0.16,0.16,0.15151515151515152,0.3787878787878788,5.870454545454546,,0.3492822966507177,,,,,,4.0,,,,,0.125,0.12903225806451613,,,,,,,,,1.0,,,,,,0.14285714285714285,0.1111111111111111,,,,,,,,,True,,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,27591.0,460.0,60.0,901.0,909,208.0,236,113.0,1810,22.0,29.0,4.0,7.0,2.0,3.0,5.0,12.0,8.0,17.0,10.0,27.0,3.0,8.0,34.0,7.0,4.0,8.0,35.0,58.0,18.0,61.0,11.0,135.0,911.0,5.0,11.0,10.0,3.0,19.0,5.0,7.0,6.0,11.0,1.0,29.0,40.0,30.0,51.0,3.0,8.0,33.0,8.0,5.0,20.0,7.0,27.0,6.0,1.0,9.0,6.0,5.0,61.0,11.0,18.0,29.0,1.0,48.0,20.0,68.0,4.0,16.0,12.0,4.0,8.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,15.0,,3.0,17.0,,28.0,2.0,1.0,19.0,1.0,1.0,2.0,1.0,17.0,3.0,9.0,1.0,6.0,4.0,,2.0,6.0,2.0,29.0,208.0,3.0,1.0,0.5714285714285714,0.6451612903225806,0.9444444444444444,0.29508196721311475,0.5454545454545454,0.3,0.603448275862069,0.45454545454545453,0.7142857142857143,0.5210084033613446,0.38095238095238093,0.7777777777777778,0.5357142857142857,0.41304347826086957,0.7631578947368421,0.5126050420168067,0.08620689655172414,0.13793103448275862,,13.70262390670554,0.5333333333333333,0.041666666666666664,0.11507936507936507,0.039285714285714285,0.13533834586466165,0.12207792207792208,0.04739336492890995,0.024691358024691357,0.047619047619047616,0.09210526315789473,0.0963855421686747,0.15053763440860216,0.18681318681318682,0.023809523809523808,0.06779661016949153,0.3333333333333333,0.24369747899159663,0.7586206896551724,0.88,0.7272727272727273,0.10084033613445378,0.4166666666666667,0.4166666666666667,0.2,0.14285714285714285,0.47058823529411764,0.5,0.375,0.226890756302521,0.37037037037037035,0.38461538461538464,1.0,0.2857142857142857,0.23529411764705882,0.23529411764705882,0.875,0.3333333333333333,0.5714285714285714,,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.7563025210084033,0.24242424242424243,0.5434906779661017,0.4895107142857144,0.4872972222222222,0.072,0.140625,0.14074074074074075,0.21481481481481482,7.925862068965517,24.572131147540983,0.23085460599334073,,3.0,2.0,2.0,2.0,9.0,,,,0.2,0.06338028169014084,0.06956521739130435,0.037037037037037035,0.14285714285714285,,,0.2857142857142857,1.0,0.6666666666666666,1.0,,,,,,,,0.0425531914893617,,1.0,,1.0,0.01639344262295082,,0.058823529411764705,0.037037037037037035,True,,
201961,1610612742,Wayne Ellington,Wayne Ellington,201961,DAL,10274.0,171.0,-10.0,356.0,356,124.0,122,51.0,712,9.0,9.0,,,6.0,6.0,,6.0,5.0,14.0,,5.0,1.0,6.0,22.0,1.0,2.0,10.0,14.0,29.0,6.0,27.0,7.0,53.0,398.0,,,2.0,,3.0,6.0,9.0,2.0,11.0,3.0,21.0,18.0,10.0,12.0,6.0,,22.0,6.0,1.0,6.0,,6.0,,,3.0,2.0,1.0,12.0,1.0,5.0,11.0,,16.0,1.0,17.0,,7.0,4.0,3.0,4.0,,2.0,2.0,,2.0,1.0,,6.0,,2.0,8.0,,11.0,,,9.0,1.0,,2.0,,8.0,2.0,4.0,1.0,,,,,,,21.0,124.0,1.0,1.0,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.2222222222222222,0.18181818181818182,0.2222222222222222,0.4827586206896552,,0.6666666666666666,0.4107142857142857,0.75,0.45,0.4491525423728814,0.75,0.5,0.48214285714285715,0.034482758620689655,,0.16666666666666666,15.70048309178744,0.6666666666666666,,0.1111111111111111,0.009523809523809525,0.10869565217391304,0.1103448275862069,0.0064516129032258064,,0.02631578947368421,0.2,0.02857142857142857,0.11764705882352941,0.09090909090909091,0.15384615384615385,,,0.16071428571428573,1.0,1.0,0.4444444444444444,0.10714285714285714,,,,0.25,0.35714285714285715,0.35714285714285715,1.0,0.08928571428571429,,,,0.39285714285714285,0.2727272727272727,0.2857142857142857,0.6666666666666666,,,,0.5,0.3,1.0,0.05,0.5,0.2,0.6428571428571429,0.2727272727272727,0.5131767857142857,0.55155,0.53858,0.06896551724137931,0.12903225806451613,0.05660377358490566,0.39622641509433965,11.417241379310346,24.814814814814813,0.34831460674157305,,1.0,,1.0,1.0,,,,,0.5,,,,0.5,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,0.037037037037037035,0.045454545454545456,,,True,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,13362.0,223.0,-22.0,437.0,439,143.0,156,51.0,876,6.0,16.0,2.0,2.0,,3.0,6.0,14.0,2.0,8.0,1.0,3.0,1.0,10.0,30.0,7.0,3.0,13.0,14.0,38.0,11.0,33.0,26.0,87.0,511.0,2.0,5.0,7.0,2.0,18.0,4.0,10.0,3.0,14.0,14.0,31.0,8.0,20.0,27.0,6.0,,30.0,10.0,5.0,31.0,15.0,46.0,14.0,1.0,12.0,12.0,7.0,107.0,1.0,12.0,10.0,,22.0,1.0,23.0,,9.0,5.0,4.0,10.0,,6.0,5.0,3.0,4.0,,,15.0,1.0,6.0,9.0,2.0,18.0,1.0,1.0,31.0,3.0,1.0,3.0,1.0,34.0,4.0,14.0,2.0,1.0,,,1.0,1.0,1.0,31.0,143.0,3.0,2.0,0.2857142857142857,0.2857142857142857,0.8181818181818182,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3684210526315789,0.4,0.4,0.4295774647887324,0.6666666666666666,0.3541666666666667,0.5117647058823529,0.6923076923076923,0.484375,0.4647887323943662,0.13157894736842105,0.1875,0.14285714285714285,20.242914979757085,0.6666666666666666,,0.08928571428571429,0.006944444444444444,0.1791044776119403,0.12290502793296089,0.0049504950495049506,,0.018867924528301886,0.07894736842105263,0.07894736842105263,0.1111111111111111,0.18181818181818182,0.17391304347826086,,1.0,0.22535211267605634,0.375,0.46153846153846156,0.5,0.19718309859154928,0.42857142857142855,0.5,,0.11267605633802817,0.25,0.25,0.5,0.04225352112676056,0.3333333333333333,0.3333333333333333,1.0,0.4225352112676056,0.3333333333333333,0.3333333333333333,0.8,0.16666666666666666,1.0,0.5,0.5833333333333334,0.125,,0.041666666666666664,0.5416666666666666,0.23076923076923078,0.6901408450704225,0.3333333333333333,0.5022056338028169,0.5467714285714286,0.4650083333333333,0.1927710843373494,0.2916666666666667,0.20689655172413793,0.3563218390804598,8.023684210526316,25.03030303030304,0.32723112128146453,,,,4.0,4.0,,,,,0.5714285714285714,,,,,,,0.5714285714285714,0.75,,,,,2.0,,,,,,0.05714285714285714,1.0,,,,,,,True,,
