EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,Charge Fouls,3SecondViolations,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,HeaveMakes,DefensiveGoaltends,OffensiveGoaltends,on,Clear Path Fouls,BlockedCorner3
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,75185.0,1253,85,2366,2343,656,640,266.0,4709,42.0,86.0,1.0,5.0,5.0,17.0,23.0,54.0,33.0,88.0,14.0,27.0,1.0,3.0,7.0,25.0,86.0,1.0,5.0,6.0,20.0,98.0,228.0,39.0,113.0,63.0,376.0,2593,5.0,11.0,1.0,6.0,4.0,17.0,17.0,44.0,9.0,27.0,27.0,88.0,66.0,130.0,102.0,15.0,4.0,1.0,85.0,25.0,20.0,1.0,129.0,106.0,235.0,85.0,21.0,77.0,12.0,40.0,576.0,15.0,16.0,38.0,50.0,2.0,90.0,31.0,121.0,5.0,55.0,34.0,21.0,57.0,13.0,42.0,24.0,2.0,15.0,3.0,81.0,6.0,18.0,47.0,5.0,109.0,3.0,4.0,83.0,2.0,10.0,2.0,87.0,3.0,32.0,13.0,17.0,10.0,2.0,5.0,17.0,13.0,1.0,84.0,650,19.0,10.0,0.336734693877551,0.34375,0.8717948717948718,0.34513274336283184,0.16666666666666666,0.3333333333333333,0.3482142857142857,0.4298245614035088,0.45454545454545453,0.38636363636363635,0.45894428152492667,0.38235294117647056,0.4295774647887324,0.4908616187989556,0.4473684210526316,0.5,0.3313782991202346,0.008849557522123894,0.08771929824561403,0.13953488372093023,0.1111111111111111,0.022727272727272728,0.011627906976744186,17.319895483389324,0.7037037037037037,0.02702702702702703,0.06858710562414266,0.022377622377622378,0.10270270270270271,0.03816793893129771,0.08007279344858963,0.027978339350180504,0.02727272727272727,0.0379746835443038,0.011869436201780416,0.04054054054054054,0.030927835051546393,0.06296296296296296,0.06565656565656566,0.07662835249042145,0.09558823529411764,0.12244897959183673,0.027932960893854747,0.7647058823529411,0.25219941348973607,0.4883720930232558,0.5675675675675675,0.3333333333333333,0.15835777126099707,0.42592592592592593,0.4791666666666667,0.34782608695652173,0.25806451612903225,0.375,0.38372093023255816,0.3333333333333333,0.07917888563049853,0.5185185185185185,0.5185185185185185,1.0,0.25219941348973607,0.29069767441860467,0.29411764705882354,0.8,0.29411764705882354,0.2,0.058823529411764705,0.29411764705882354,0.2,1.0,0.23943661971830985,0.29411764705882354,0.09859154929577464,0.42857142857142855,0.28169014084507044,0.3,0.5835777126099707,0.29411764705882354,0.5007233038348083,0.4808041666666667,0.5009963768115943,0.08648648648648649,0.1245136186770428,0.04521276595744681,0.23404255319148937,9.826315789473682,25.075221238938056,0.2772612003381234,,,,,,,,,,,,,,,,,,,,,True,,
1897,1610612752,Metta World Peace,Metta World Peace,1897,NYK,7839.0,131,-29,235,257,46,79,27.0,492,5.0,12.0,2.0,4.0,,2.0,2.0,7.0,2.0,10.0,2.0,6.0,,,,2.0,12.0,,1.0,,2.0,9.0,29.0,4.0,18.0,4.0,34.0,267,2.0,7.0,,1.0,1.0,5.0,2.0,7.0,,2.0,,4.0,,18.0,12.0,,2.0,,12.0,2.0,3.0,,3.0,3.0,6.0,2.0,1.0,2.0,,1.0,15.0,3.0,4.0,5.0,9.0,,14.0,8.0,22.0,,5.0,2.0,3.0,,,,3.0,,,1.0,3.0,,,5.0,,19.0,1.0,2.0,11.0,1.0,1.0,,8.0,,3.0,1.0,4.0,3.0,,1.0,4.0,3.0,,4.0,45,4.0,1.0,,,1.0,0.2222222222222222,,,0.2222222222222222,0.3103448275862069,0.2857142857142857,0.2857142857142857,0.3191489361702128,0.25,0.2222222222222222,0.3333333333333333,0.25,0.2,0.3829787234042553,,0.10344827586206896,0.25,,,,20.30075187969925,,,0.13432835820895522,0.05128205128205128,0.11904761904761904,0.06666666666666667,0.12844036697247707,0.056910569105691054,,0.08333333333333333,0.06060606060606061,0.05714285714285714,0.1,0.14814814814814814,0.14285714285714285,0.10526315789473684,0.11764705882352941,0.125,,0.75,0.2553191489361702,0.4166666666666667,0.5555555555555556,,0.14893617021276595,0.2857142857142857,0.2857142857142857,,0.2127659574468085,0.2,0.2,,0.1276595744680851,0.3333333333333333,0.3333333333333333,1.0,0.2553191489361702,0.16666666666666666,0.16666666666666666,1.0,0.5,0.5,,0.125,,,0.2222222222222222,,,,0.2222222222222222,,0.6382978723404256,0.16666666666666666,0.49650957446808514,0.47915,0.4742888888888889,0.06,0.09375,0.14705882352941177,0.11764705882352941,9.351724137931035,24.40555555555556,0.19574468085106383,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,38554.0,643,-19,1221,1186,283,361,148.0,2407,41.0,67.0,6.0,11.0,7.0,12.0,23.0,59.0,40.0,78.0,,,,,,15.0,46.0,2.0,8.0,5.0,12.0,104.0,204.0,15.0,46.0,51.0,304.0,1289,13.0,21.0,2.0,8.0,12.0,44.0,20.0,35.0,5.0,12.0,13.0,68.0,158.0,50.0,42.0,3.0,14.0,,46.0,15.0,10.0,,11.0,7.0,18.0,6.0,1.0,6.0,1.0,4.0,43.0,15.0,24.0,36.0,49.0,5.0,90.0,41.0,131.0,7.0,6.0,5.0,1.0,10.0,3.0,5.0,14.0,2.0,5.0,1.0,24.0,2.0,6.0,25.0,2.0,55.0,5.0,6.0,63.0,1.0,6.0,,64.0,8.0,31.0,5.0,28.0,20.0,,8.0,28.0,19.0,,66.0,277,6.0,3.0,0.7596153846153846,0.8144329896907216,0.9333333333333333,0.32608695652173914,0.25,0.4166666666666667,0.32608695652173914,0.5098039215686274,0.6190476190476191,0.5714285714285714,0.506,0.5517241379310345,0.5851063829787234,0.5467625899280576,0.5945945945945946,0.6296296296296297,0.184,,0.049019607843137254,0.1044776119402985,0.03389830508474576,0.01282051282051282,,21.654676258992804,0.4166666666666667,0.12195121951219512,0.15217391304347827,0.05783132530120482,0.18947368421052632,0.07537688442211055,0.166015625,0.06351791530944625,0.06474820143884892,0.07207207207207207,0.04242424242424243,0.07784431137724551,0.0625,0.1388888888888889,0.16806722689075632,0.14736842105263157,0.208955223880597,0.14285714285714285,0.05785123966942149,0.6785714285714286,0.268,0.6119402985074627,0.6833333333333333,0.6829268292682927,0.236,0.3898305084745763,0.40350877192982454,0.782608695652174,0.312,0.5128205128205128,0.5194805194805194,0.825,,,,,0.184,0.32608695652173914,0.32608695652173914,0.9333333333333333,0.3793103448275862,0.5454545454545454,,0.27586206896551724,0.25,1.0,0.2553191489361702,0.5833333333333334,,,0.2553191489361702,0.4166666666666667,0.452,0.32608695652173914,0.47899578313253016,0.5084500000000001,0.485016304347826,0.11355311355311355,0.13656387665198239,0.14473684210526316,0.2236842105263158,9.829901960784316,25.57826086956522,0.23177723177723178,2.0,0.05405405405405406,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,True,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,49935.0,832,135,1549,1563,457,517,188.0,3112,20.0,41.0,4.0,10.0,7.0,13.0,5.0,16.0,14.0,38.0,19.0,54.0,1.0,4.0,16.0,11.0,46.0,1.0,7.0,5.0,13.0,39.0,95.0,30.0,100.0,32.0,200.0,1619,5.0,14.0,1.0,8.0,6.0,19.0,11.0,25.0,9.0,29.0,20.0,69.0,22.0,56.0,81.0,9.0,6.0,1.0,45.0,11.0,6.0,,25.0,21.0,46.0,15.0,6.0,14.0,4.0,7.0,113.0,21.0,19.0,28.0,48.0,6.0,82.0,40.0,122.0,2.0,45.0,18.0,27.0,10.0,6.0,5.0,15.0,2.0,5.0,3.0,25.0,3.0,5.0,51.0,4.0,103.0,4.0,3.0,44.0,,6.0,4.0,43.0,1.0,10.0,12.0,4.0,2.0,,2.0,6.0,3.0,,67.0,450,14.0,9.0,0.28205128205128205,0.3055555555555556,0.9,0.3,0.125,0.3103448275862069,0.30303030303030304,0.4105263157894737,0.35714285714285715,0.44,0.4307692307692308,0.29545454545454547,0.4537037037037037,0.46296296296296297,0.38,0.5149253731343284,0.5128205128205128,,0.06315789473684211,0.12195121951219512,0.0625,,,13.62088535754824,0.4,0.09523809523809523,0.10643015521064302,0.0420353982300885,0.109375,0.07317073170731707,0.1074964639321075,0.05412719891745602,0.0547945205479452,0.02702702702702703,0.041025641025641026,0.0684931506849315,0.08823529411764706,0.07453416149068323,0.11409395973154363,0.1347517730496454,0.11351351351351352,0.09859154929577464,0.01680672268907563,0.5,0.21025641025641026,0.4878048780487805,0.5555555555555556,0.2,0.08205128205128205,0.3125,0.3333333333333333,0.4,0.19487179487179487,0.3684210526315789,0.3684210526315789,0.35714285714285715,0.27692307692307694,0.35185185185185186,0.35185185185185186,0.8947368421052632,0.2358974358974359,0.2391304347826087,0.2391304347826087,0.9090909090909091,0.45454545454545453,0.4,0.045454545454545456,0.3181818181818182,0.14285714285714285,1.0,0.24074074074074073,0.5384615384615384,0.2962962962962963,0.25,0.24074074074074073,0.38461538461538464,0.7230769230769231,0.24444444444444444,0.5399010309278349,0.5438772727272728,0.5550330188679246,0.049019607843137254,0.09615384615384616,0.095,0.345,9.497894736842106,24.350000000000005,0.2950290510006456,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,True,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,145269.0,2421,1,4561,4536,1167,1315,533.0,9097,73.0,125.0,7.0,12.0,18.0,33.0,34.0,87.0,100.0,263.0,27.0,62.0,4.0,4.0,11.0,162.0,418.0,19.0,47.0,45.0,119.0,207.0,475.0,189.0,480.0,90.0,1071.0,5003,19.0,39.0,21.0,51.0,9.0,110.0,45.0,104.0,49.0,130.0,31.0,268.0,82.0,332.0,513.0,54.0,6.0,14.0,404.0,162.0,17.0,1.0,130.0,89.0,219.0,56.0,33.0,76.0,15.0,39.0,527.0,14.0,20.0,87.0,123.0,51.0,261.0,35.0,296.0,4.0,65.0,49.0,16.0,66.0,19.0,34.0,42.0,4.0,32.0,2.0,108.0,7.0,22.0,100.0,3.0,196.0,11.0,10.0,157.0,6.0,13.0,4.0,138.0,13.0,53.0,17.0,20.0,13.0,1.0,6.0,20.0,8.0,,266.0,1154,20.0,13.0,0.19806763285024154,0.20098039215686275,0.9047619047619048,0.39375,0.4117647058823529,0.3769230769230769,0.4055793991416309,0.4357894736842105,0.48717948717948717,0.4326923076923077,0.5136125654450262,0.5611111111111111,0.5064102564102564,0.5270935960591133,0.5789473684210527,0.5193798449612403,0.5026178010471204,0.0020833333333333333,0.035789473684210524,0.032,0.13793103448275862,0.0038022813688212928,,21.697930767743184,0.6111111111111112,0.33774834437086093,0.09262048192771084,0.014184397163120567,0.12201963534361851,0.01806451612903226,0.102890739833415,0.015560640732265447,0.011574074074074073,0.021212121212121213,0.012345679012345678,0.016474464579901153,0.023809523809523808,0.08064516129032258,0.08333333333333333,0.11383928571428571,0.12617702448210924,0.10989010989010989,0.00796812749003984,0.4,0.13089005235602094,0.584,0.6033057851239669,0.2465753424657534,0.09109947643979058,0.39080459770114945,0.4533333333333333,0.08823529411764706,0.2753926701570681,0.38022813688212925,0.3816793893129771,0.2,0.06492146596858639,0.43548387096774194,0.4426229508196721,0.9259259259259259,0.437696335078534,0.3875598086124402,0.3875598086124402,0.9012345679012346,0.13333333333333333,0.5833333333333334,0.044444444444444446,0.5222222222222223,0.40425531914893614,0.8947368421052632,0.14102564102564102,0.5454545454545454,0.04700854700854701,0.36363636363636365,0.5085470085470085,0.37815126050420167,0.6335078534031413,0.400990099009901,0.48876073717948704,0.49720322580645154,0.47367386363636355,0.056112224448897796,0.1029126213592233,0.10270774976657329,0.25023342670401494,12.522736842105273,26.098333333333336,0.2558649418987064,1.0,0.007936507936507936,3.0,,0.14285714285714285,2.0,,,2.0,2.0,3.0,0.016129032258064516,0.5,0.5,0.006211180124223602,,,,,,True,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,64084.0,1068,-51,2067,2036,561,615,236.0,4103,47.0,74.0,3.0,6.0,17.0,23.0,2.0,20.0,32.0,74.0,33.0,85.0,1.0,11.0,24.0,41.0,114.0,6.0,14.0,4.0,23.0,81.0,168.0,74.0,199.0,50.0,434.0,2281,10.0,15.0,7.0,15.0,2.0,43.0,23.0,37.0,15.0,47.0,21.0,112.0,100.0,62.0,207.0,15.0,,,114.0,41.0,11.0,4.0,20.0,17.0,37.0,12.0,5.0,12.0,1.0,7.0,91.0,3.0,3.0,23.0,34.0,4.0,61.0,6.0,67.0,1.0,18.0,15.0,3.0,14.0,2.0,5.0,10.0,,9.0,2.0,24.0,1.0,5.0,41.0,1.0,81.0,2.0,3.0,53.0,1.0,6.0,1.0,63.0,10.0,30.0,3.0,4.0,3.0,,1.0,4.0,1.0,,110.0,555,7.0,2.0,0.6172839506172839,0.6172839506172839,0.9324324324324325,0.37185929648241206,0.4666666666666667,0.3191489361702128,0.37185929648241206,0.48214285714285715,0.6666666666666666,0.6216216216216216,0.5231607629427792,0.6833333333333333,0.5416666666666666,0.5524296675191815,0.6935483870967742,0.5894736842105263,0.5422343324250681,0.020100502512562814,0.06547619047619048,0.12162162162162163,0.05,0.013513513513513514,,17.826460481099655,0.5833333333333334,0.05333333333333334,0.05752961082910321,0.004893964110929853,0.07419354838709677,0.00847457627118644,0.06326304106548279,0.0062047569803516025,0.005050505050505051,,0.0076045627376425855,0.007326007326007326,0.012345679012345678,0.04201680672268908,0.06707317073170732,0.06878306878306878,0.07563025210084033,0.06944444444444445,0.005235602094240838,0.25,0.2016348773841962,0.6351351351351351,0.7230769230769231,0.5106382978723404,0.05449591280653951,0.1,0.10526315789473684,1.0,0.2016348773841962,0.43243243243243246,0.4383561643835616,0.75,0.23160762942779292,0.38823529411764707,0.4074074074074074,0.9696969696969697,0.3106267029972752,0.35964912280701755,0.35964912280701755,0.9024390243902439,0.2,0.5,0.03333333333333333,0.4666666666666667,0.42857142857142855,0.8333333333333334,0.27380952380952384,0.7391304347826086,0.2857142857142857,0.4583333333333333,0.27380952380952384,0.17391304347826086,0.7438692098092643,0.35964912280701755,0.52455068119891,0.5140027777777777,0.5325791666666666,0.08247422680412371,0.1595744680851064,0.09907834101382489,0.25806451612903225,9.792261904761906,24.669849246231152,0.2714078374455733,,,,,0.3333333333333333,1.0,,,1.0,3.0,2.0,0.047058823529411764,1.0,,0.01,3.0,1.0,,,,True,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,110152.0,1836,86,3478,3429,1031,1088,420.0,6907,122.0,223.0,34.0,64.0,39.0,73.0,52.0,129.0,172.0,387.0,7.0,21.0,3.0,1.0,4.0,93.0,232.0,14.0,30.0,29.0,70.0,346.0,739.0,100.0,253.0,305.0,1297.0,3788,52.0,106.0,14.0,33.0,43.0,189.0,101.0,215.0,30.0,74.0,173.0,465.0,178.0,514.0,210.0,90.0,50.0,4.0,227.0,92.0,46.0,1.0,75.0,64.0,139.0,42.0,22.0,49.0,6.0,20.0,342.0,24.0,63.0,86.0,178.0,29.0,293.0,95.0,388.0,18.0,58.0,38.0,20.0,54.0,10.0,35.0,73.0,9.0,19.0,14.0,127.0,12.0,43.0,59.0,2.0,149.0,11.0,24.0,285.0,9.0,6.0,5.0,359.0,26.0,126.0,50.0,33.0,22.0,,11.0,34.0,15.0,,457.0,1019,12.0,40.0,0.25722543352601157,0.2772585669781931,0.7,0.3952569169960474,0.42424242424242425,0.40540540540540543,0.39759036144578314,0.46820027063599456,0.49056603773584906,0.4697674418604651,0.5,0.5251798561151079,0.5051903114186851,0.5571553228621291,0.5766871165644172,0.5961038961038961,0.2550403225806452,0.003952569169960474,0.06224627875507442,0.16143497757847533,0.05426356589147287,0.007751937984496124,0.004310344827586207,32.145564821834725,0.4251968503937008,0.24786324786324787,0.17485265225933203,0.059044048734770385,0.16044776119402984,0.04,0.16988416988416988,0.052189562087582485,0.08734939759036145,0.06550218340611354,0.037549407114624504,0.04291845493562232,0.029850746268656716,0.09549071618037135,0.21885521885521886,0.2238372093023256,0.1580246913580247,0.16793893129770993,0.03711340206185567,0.4411764705882353,0.2247983870967742,0.547085201793722,0.6524064171122995,0.27049180327868855,0.13004032258064516,0.40310077519379844,0.4262295081967213,0.15384615384615385,0.3901209677419355,0.4444444444444444,0.4479166666666667,0.27906976744186046,0.021169354838709676,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.23387096774193547,0.40086206896551724,0.4025974025974026,0.6989247311827957,0.460431654676259,0.53125,0.02158273381294964,0.2158273381294964,0.4666666666666667,0.7857142857142857,0.25259515570934254,0.5342465753424658,0.01384083044982699,0.25,0.2422145328719723,0.4142857142857143,0.4798387096774194,0.4052863436123348,0.4696429006085193,0.513407142857143,0.4542014084507041,0.11861313868613138,0.1501787842669845,0.14572089437162683,0.35851966075558983,11.505953991880922,25.6699604743083,0.29643473260494535,8.0,0.08791208791208792,6.0,2.0,0.17647058823529413,,1.0,1.0,,22.0,4.0,,,,0.01556420233463035,2.0,,1.0,1.0,1.0,True,,
202719,1610612752,Jeremy Tyler,Jeremy Tyler,202719,NYK,10807.0,180,-29,343,343,103,109,43.0,686,19.0,29.0,7.0,12.0,4.0,6.0,7.0,15.0,,3.0,,,,,,,,,,,,26.0,47.0,,,6.0,58.0,401,9.0,15.0,,,,18.0,6.0,9.0,,,2.0,14.0,30.0,22.0,,,14.0,,,,1.0,,1.0,2.0,3.0,2.0,,,,1.0,8.0,6.0,13.0,10.0,17.0,3.0,30.0,20.0,50.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,10.0,1.0,1.0,2.0,12.0,2.0,3.0,19.0,,33.0,2.0,4.0,15.0,1.0,2.0,,11.0,2.0,6.0,1.0,14.0,13.0,,1.0,14.0,8.0,1.0,14.0,103,4.0,1.0,0.5769230769230769,0.7894736842105263,,,,,,0.5531914893617021,0.6,0.6666666666666666,0.5531914893617021,0.6,0.6666666666666666,0.5576923076923077,0.6,0.5833333333333334,,,0.02127659574468085,0.034482758620689655,,,,16.3265306122449,0.16666666666666666,0.25,0.17708333333333334,0.1092436974789916,0.18518518518518517,0.1276595744680851,0.18,0.1144578313253012,0.16666666666666666,0.027777777777777776,0.1276595744680851,0.05714285714285714,0.3333333333333333,0.2,0.17391304347826086,0.14285714285714285,0.18181818181818182,0.2,0.05,0.5714285714285714,0.6170212765957447,0.6551724137931034,0.6785714285714286,0.6842105263157895,0.3191489361702128,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.06382978723404255,,,,,,,,,,,,0.8,0.5833333333333334,,,,,0.6666666666666666,0.6666666666666666,,,,,0.6170212765957447,,0.5155574468085106,0.5521333333333334,0.5506000000000001,0.11764705882352941,0.11764705882352941,0.3103448275862069,0.2413793103448276,4.965957446808511,,0.30029154518950435,1.0,0.08333333333333333,,,0.14285714285714285,,,,,,,,,,,2.0,,,,,True,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,15940.0,266,-18,486,499,119,158,49.0,985,15.0,24.0,1.0,4.0,2.0,3.0,2.0,11.0,4.0,11.0,,,,,,,,,,,,21.0,46.0,,,5.0,47.0,526,1.0,4.0,,,2.0,4.0,3.0,10.0,,,,6.0,34.0,8.0,,,2.0,,,,2.0,,16.0,3.0,19.0,3.0,,10.0,1.0,5.0,41.0,4.0,5.0,19.0,24.0,,43.0,9.0,52.0,1.0,8.0,5.0,3.0,2.0,4.0,2.0,14.0,1.0,,1.0,16.0,1.0,3.0,22.0,,42.0,2.0,8.0,11.0,2.0,1.0,,7.0,1.0,4.0,,8.0,6.0,1.0,1.0,8.0,4.0,,6.0,115,4.0,,0.8095238095238095,0.85,,,,,,0.45652173913043476,0.25,0.3,0.45652173913043476,0.25,0.3,0.47959183673469385,0.4,0.3,,,0.043478260869565216,0.08333333333333333,,,,11.970534069981584,0.125,,0.16326530612244897,0.03355704697986577,0.2111111111111111,0.05263157894736842,0.18143459915611815,0.04,,0.08823529411764706,0.028169014084507043,0.05,0.0625,0.14545454545454545,0.075,0.25,0.21212121212121213,0.20833333333333334,0.043478260869565216,0.5,0.5217391304347826,0.625,0.6818181818181818,0.8,0.2391304347826087,0.18181818181818182,0.18181818181818182,0.5,0.2391304347826087,0.36363636363636365,0.36363636363636365,1.0,,,,,,,,,1.0,0.25,,,,,0.3,0.6666666666666666,,,,,0.5217391304347826,,0.5044804347826087,0.4159,0.43983000000000005,0.08163265306122448,0.08163265306122448,0.0851063829787234,0.1276595744680851,6.645652173913043,,0.2448559670781893,,,,,,,,,,,,,,,,,,,1.0,,True,,
2199,1610612752,Tyson Chandler,Tyson Chandler,2199,NYK,65954.0,1099,4,2052,2070,469,452,246.0,4122,112.0,168.0,25.0,52.0,23.0,34.0,4.0,16.0,7.0,23.0,,,,,,,,,,,,123.0,207.0,,,74.0,320.0,2306,27.0,55.0,,,21.0,75.0,25.0,38.0,,,27.0,77.0,190.0,56.0,,,36.0,,,,12.0,,25.0,14.0,39.0,14.0,,8.0,5.0,12.0,92.0,28.0,76.0,68.0,169.0,13.0,250.0,104.0,354.0,14.0,26.0,9.0,17.0,15.0,3.0,9.0,28.0,5.0,6.0,4.0,43.0,5.0,9.0,48.0,2.0,94.0,5.0,10.0,107.0,23.0,1.0,1.0,113.0,15.0,51.0,13.0,35.0,23.0,2.0,10.0,36.0,22.0,,77.0,468,12.0,11.0,0.7723577235772358,0.9047619047619048,,,,,,0.5942028985507246,0.4909090909090909,0.6578947368421053,0.5942028985507246,0.4909090909090909,0.6578947368421053,0.625,0.528169014084507,0.6875,,,0.057971014492753624,0.05952380952380952,0.125,,,12.745098039215685,0.3488372093023256,0.23636363636363636,0.2704,0.11692307692307692,0.20795107033639143,0.07887323943661972,0.24894957983193278,0.10348258706467661,0.14814814814814814,0.15503875968992248,0.08433734939759036,0.08303249097472924,0.0641025641025641,0.273972602739726,0.23170731707317074,0.29338842975206614,0.21224489795918366,0.1951219512195122,0.19444444444444445,0.6111111111111112,0.8115942028985508,0.6666666666666666,0.7088607594936709,0.8125,0.07729468599033816,0.25,0.2857142857142857,0.25,0.1111111111111111,0.30434782608695654,0.30434782608695654,0.42857142857142855,,,,,,,,,0.9454545454545454,0.4807692307692308,,,,,0.8947368421052632,0.6764705882352942,,,,,0.8115942028985508,,0.5930507246376812,0.576655319148936,0.6226710526315788,0.20987654320987653,0.20987654320987653,0.234375,0.240625,3.4333333333333322,,0.22855750487329435,,,2.0,1.0,0.24,,1.0,1.0,,,,,,,,,,,1.0,2.0,True,,
