EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveMakes,HeaveAttempts,Travels,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,LongMidRangePctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Corner3PctBlocked
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,24285.0,405,92,772,768,150,200.0,124.0,1540,29.0,59.0,3.0,6.0,5.0,8.0,10.0,37.0,12.0,31.0,6.0,12.0,1.0,16.0,39.0,1.0,3.0,5.0,10.0,51.0,127.0,22.0,51.0,41.0,209.0,766,7.0,12.0,1.0,3.0,2.0,19.0,9.0,22.0,5.0,11.0,16.0,49.0,16.0,86.0,45.0,21.0,6.0,39.0,16.0,10.0,1.0,51.0,20.0,71.0,16.0,4.0,33.0,10.0,8.0,162.0,5.0,6.0,11.0,20.0,1.0,32.0,11.0,43.0,3.0,19.0,12.0,7.0,22.0,1.0,11.0,4.0,1.0,11.0,26.0,5.0,3.0,12.0,1.0,20.0,1.0,1.0,50.0,1.0,7.0,2.0,53.0,7.0,2.0,23.0,6.0,1.0,1.0,1.0,47.0,148,1.0,3.0,0.1568627450980392,0.16666666666666666,0.6818181818181818,0.43137254901960786,0.3333333333333333,0.45454545454545453,0.43137254901960786,0.4015748031496063,0.5833333333333334,0.4090909090909091,0.47191011235955055,0.5666666666666667,0.5,0.5225,0.5588235294117647,0.6125,0.28651685393258425,0.0196078431372549,0.07874015748031496,0.1016949152542373,0.10810810810810811,0.02564102564102564,24.69945355191257,0.8461538461538461,0.045454545454545456,0.08620689655172414,0.02120141342756184,0.07746478873239436,0.053763440860215055,0.08288770053475936,0.02925531914893617,0.01680672268907563,0.0297029702970297,0.015873015873015872,0.058823529411764705,0.04,0.09333333333333334,0.08433734939759036,0.08108108108108109,0.08333333333333333,0.058823529411764705,0.03260869565217391,0.33146067415730335,0.4915254237288136,0.5471698113207547,0.2413793103448276,0.20786516853932585,0.2702702702702703,0.30303030303030304,0.1,0.17415730337078653,0.3870967741935484,0.3870967741935484,0.06741573033707865,0.5,0.5,0.8333333333333334,0.21910112359550563,0.41025641025641024,0.42105263157894735,0.625,0.4,0.5,0.2,0.3333333333333333,0.24242424242424243,0.625,0.030303030303030304,0.30303030303030304,0.5,0.6179775280898876,0.41025641025641024,0.5008519662921348,0.4791633333333333,0.4535621212121212,0.11855670103092783,0.16083916083916083,0.09090909090909091,0.23444976076555024,7.985826771653544,24.99607843137255,0.19430051813471502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,16483.0,275,-42,510,523,151,188.0,64.0,1033,10.0,18.0,1.0,4.0,3.0,7.0,18.0,34.0,12.0,24.0,,,,1.0,3.0,,,,1.0,40.0,76.0,1.0,3.0,26.0,109.0,554,4.0,7.0,,,1.0,9.0,11.0,21.0,,1.0,12.0,34.0,62.0,18.0,,3.0,,,,2.0,,14.0,4.0,18.0,3.0,1.0,11.0,1.0,2.0,40.0,2.0,7.0,17.0,27.0,7.0,51.0,9.0,60.0,1.0,4.0,1.0,3.0,8.0,2.0,4.0,14.0,2.0,4.0,22.0,2.0,5.0,7.0,,24.0,1.0,4.0,38.0,1.0,1.0,,33.0,5.0,,16.0,3.0,8.0,4.0,8.0,34.0,151,3.0,3.0,0.775,0.775,,0.3333333333333333,,,,0.5263157894736842,0.5714285714285714,0.5238095238095238,0.5253164556962026,0.5714285714285714,0.5,0.5860215053763441,0.5625,0.5862068965517241,0.0379746835443038,,0.02631578947368421,0.1111111111111111,,,19.896193771626297,0.36363636363636365,0.4117647058823529,0.16265060240963855,0.04375,0.19767441860465115,0.03773584905660377,0.1746031746031746,0.04225352112676056,0.037037037037037035,0.046153846153846156,0.04878048780487805,0.05,,0.1956521739130435,0.18032786885245902,0.11864406779661017,0.24193548387096775,0.08333333333333333,0.02857142857142857,0.22784810126582278,0.5555555555555556,0.625,0.8,0.43037974683544306,0.5294117647058824,0.5294117647058824,0.6666666666666666,0.3037974683544304,0.5,0.5,,,,,0.0379746835443038,0.3333333333333333,0.3333333333333333,,0.5714285714285714,0.25,,,0.3181818181818182,0.42857142857142855,,0.045454545454545456,,0.26582278481012656,,0.437948051948052,0.5574499999999999,0.43484545454545454,0.17777777777777778,0.1839080459770115,0.08256880733944955,0.3119266055045872,9.742105263157892,53.06666666666666,0.296078431372549,1.0,2.0,3.0,1.0,2.0,6.0,4.0,5.0,0.625,0.9166666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,17425.0,290,12,545,559,149,199.0,80.0,1104,12.0,18.0,3.0,3.0,2.0,5.0,8.0,16.0,15.0,25.0,1.0,6.0,2.0,6.0,18.0,,,,4.0,35.0,59.0,7.0,24.0,17.0,108.0,590,4.0,5.0,,,,8.0,6.0,12.0,,6.0,9.0,21.0,34.0,36.0,21.0,,6.0,18.0,6.0,2.0,1.0,10.0,3.0,13.0,2.0,1.0,1.0,7.0,2.0,29.0,,5.0,10.0,10.0,,20.0,5.0,25.0,3.0,11.0,8.0,3.0,5.0,1.0,4.0,4.0,,1.0,9.0,1.0,3.0,7.0,,25.0,,,13.0,1.0,2.0,,19.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,19.0,147,4.0,2.0,0.4857142857142857,0.53125,1.0,0.2916666666666667,,,0.2916666666666667,0.5932203389830508,0.8,0.5,0.5481927710843374,0.8,0.3333333333333333,0.5824175824175825,0.8,0.45652173913043476,0.2891566265060241,0.041666666666666664,0.03389830508474576,0.05555555555555555,0.0625,0.05555555555555555,15.698587127158556,0.5555555555555556,,0.053763440860215055,0.025380710659898477,0.10204081632653061,,0.07042253521126761,0.020491803278688523,,0.07575757575757576,,,,0.03225806451612903,0.031746031746031744,0.09836065573770492,0.1076923076923077,0.09090909090909091,0.07894736842105263,0.21686746987951808,0.6666666666666666,0.7058823529411765,0.4166666666666667,0.1927710843373494,0.5,0.5333333333333333,0.5,0.30120481927710846,0.6,0.6,0.07228915662650602,0.16666666666666666,0.16666666666666666,1.0,0.21686746987951808,0.3333333333333333,0.35294117647058826,1.0,0.6,1.0,,,0.2777777777777778,0.4,0.1111111111111111,0.2222222222222222,,0.5060240963855421,0.3333333333333333,0.47934337349397604,0.5194799999999999,0.48521111111111115,0.06818181818181818,0.09375,0.07407407407407407,0.19444444444444445,10.613559322033897,24.654166666666665,0.27339449541284405,,,2.0,,,,1.0,2.0,1.0,0.5333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,20480.0,341,71,647,643,107,150.0,97.0,1290,35.0,67.0,12.0,26.0,5.0,10.0,25.0,51.0,3.0,11.0,,,,,,,,,,63.0,129.0,,,13.0,139.0,635,14.0,34.0,,,,28.0,8.0,20.0,,,4.0,20.0,90.0,36.0,,,22.0,,,11.0,,5.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,16.0,5.0,33.0,25.0,34.0,4.0,63.0,38.0,101.0,5.0,10.0,5.0,5.0,4.0,2.0,,13.0,,4.0,17.0,,2.0,28.0,1.0,51.0,2.0,4.0,22.0,,1.0,1.0,26.0,,,13.0,,21.0,15.0,21.0,20.0,107,1.0,,0.7142857142857143,0.8653846153846154,,,,,,0.4883720930232558,0.4117647058823529,0.4,0.4883720930232558,0.4117647058823529,0.4,0.4894366197183099,0.4117647058823529,0.43478260869565216,,,0.08527131782945736,0.16417910447761194,,,20.81151832460733,0.23529411764705882,0.26666666666666666,0.14847161572052403,0.1346938775510204,0.21551724137931033,0.08333333333333333,0.17101449275362318,0.12459016393442623,0.1388888888888889,0.14864864864864866,0.1111111111111111,0.08888888888888889,0.06666666666666667,0.125,0.13793103448275862,0.1935483870967742,0.22580645161290322,0.17391304347826086,0.09259259259259259,0.5193798449612403,0.5223880597014925,0.625,0.5428571428571428,0.3953488372093023,0.49019607843137253,0.49019607843137253,0.92,0.08527131782945736,0.2727272727272727,0.2727272727272727,,,,,,,,,0.7647058823529411,0.46153846153846156,,,0.5,0.5,,,,0.5193798449612403,,0.49447209302325595,0.5478322580645162,0.5141349999999999,0.09154929577464789,0.09154929577464789,0.2014388489208633,0.14388489208633093,5.134883720930232,,0.16537867078825347,,,2.0,,6.0,4.0,6.0,13.0,0.6190476190476191,1.0,,1.0,1.0,2.0,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,True,
201949,1610612763,James Johnson,James Johnson,201949,MEM,57375.0,956,96,1804,1826,420,511.0,251.0,3630,91.0,156.0,21.0,39.0,20.0,33.0,21.0,37.0,9.0,28.0,8.0,23.0,6.0,14.0,64.0,,6.0,3.0,20.0,121.0,221.0,22.0,87.0,76.0,384.0,1869,24.0,44.0,,7.0,10.0,58.0,22.0,47.0,7.0,26.0,22.0,87.0,84.0,158.0,63.0,3.0,34.0,63.0,14.0,21.0,,91.0,20.0,111.0,10.0,10.0,51.0,23.0,17.0,242.0,12.0,47.0,41.0,61.0,4.0,106.0,60.0,166.0,9.0,42.0,24.0,18.0,40.0,4.0,25.0,26.0,7.0,15.0,66.0,10.0,10.0,53.0,1.0,102.0,6.0,2.0,67.0,3.0,2.0,5.0,90.0,6.0,,42.0,5.0,41.0,20.0,57.0,87.0,418,9.0,4.0,0.34710743801652894,0.40384615384615385,0.9545454545454546,0.25287356321839083,,0.2692307692307692,0.2558139534883721,0.5475113122171946,0.5454545454545454,0.46808510638297873,0.5,0.47058823529411764,0.4452054794520548,0.5485714285714286,0.5087719298245614,0.5178571428571429,0.2824675324675325,,0.09502262443438914,0.10256410256410256,0.10810810810810811,,19.771863117870723,0.6060606060606061,0.07547169811320754,0.10409556313993173,0.0746031746031746,0.13486842105263158,0.06451612903225806,0.1146067415730337,0.07230392156862746,0.07633587786259542,0.06018518518518518,0.09210526315789473,0.06428571428571428,0.06521739130434782,0.07772020725388601,0.09090909090909091,0.14673913043478262,0.1608695652173913,0.05405405405405406,0.06818181818181818,0.5064935064935064,0.5833333333333334,0.65,0.34065934065934067,0.12012987012987013,0.5675675675675675,0.6363636363636364,0.3333333333333333,0.09090909090909091,0.32142857142857145,0.3333333333333333,0.07467532467532467,0.34782608695652173,0.34782608695652173,1.0,0.2077922077922078,0.21875,0.21875,0.9285714285714286,0.7647058823529411,0.5384615384615384,0.11764705882352941,,0.4520547945205479,0.6060606060606061,0.0821917808219178,0.273972602739726,0.15,0.788961038961039,0.2222222222222222,0.5458867647058828,0.5521576086956524,0.5179,0.1246376811594203,0.16342412451361868,0.15104166666666666,0.2265625,4.479185520361991,25.400000000000002,0.2328159645232816,,1.0,5.0,,4.0,3.0,14.0,29.0,0.5087719298245614,0.4444444444444444,,4.0,,,1.0,0.047619047619047616,1.0,4.0,1.0,1.0,16.0,9.0,7.0,7.0,0.03571428571428571,0.017857142857142856,0.0196078431372549,0.6666666666666666,0.011363636363636364,,,,,True,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,26957.0,449,115,848,869,156,190.0,115.0,1717,54.0,73.0,20.0,30.0,7.0,7.0,18.0,50.0,4.0,12.0,,,,,,,,,,76.0,135.0,,,21.0,173.0,827,23.0,37.0,,,2.0,48.0,10.0,16.0,,,2.0,22.0,104.0,48.0,,,34.0,,,13.0,,7.0,3.0,10.0,3.0,,2.0,2.0,3.0,23.0,,40.0,25.0,56.0,9.0,90.0,40.0,130.0,3.0,10.0,7.0,3.0,5.0,1.0,1.0,12.0,3.0,4.0,17.0,1.0,4.0,21.0,1.0,47.0,4.0,3.0,30.0,,,1.0,43.0,5.0,,22.0,2.0,17.0,15.0,18.0,22.0,156,2.0,2.0,0.6842105263157895,0.8813559322033898,,,,,,0.562962962962963,0.6216216216216216,0.625,0.562962962962963,0.6216216216216216,0.625,0.5616883116883117,0.6153846153846154,0.55,,,0.0962962962962963,0.0821917808219178,0.1,,17.255297679112008,0.29411764705882354,0.3103448275862069,0.20588235294117646,0.13745704467353953,0.16129032258064516,,0.18969555035128804,0.10498687664041995,0.17073170731707318,0.10891089108910891,0.11940298507462686,,,0.21978021978021978,0.23333333333333334,0.16483516483516483,0.15254237288135594,0.1891891891891892,0.06521739130434782,0.5407407407407407,0.7397260273972602,0.8059701492537313,0.6851851851851852,0.37037037037037035,0.36,0.4,0.7222222222222222,0.08888888888888889,0.3333333333333333,0.4,,,,,,,,,0.8108108108108109,0.6666666666666666,,,0.4375,1.0,,,,0.5407407407407407,,0.520591851851852,0.5618857142857143,0.5231812499999999,0.14473684210526316,0.14473684210526316,0.2774566473988439,0.12716763005780346,5.236296296296297,,0.18396226415094338,,,,,7.0,2.0,2.0,13.0,0.7222222222222222,0.5,,2.0,1.0,,,0.2,,,,,1.0,1.0,,,0.16666666666666666,,,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,28567.0,476,66,904,904,181,183.0,123.0,1808,12.0,19.0,2.0,4.0,1.0,2.0,5.0,12.0,13.0,30.0,5.0,16.0,4.0,25.0,56.0,6.0,8.0,4.0,12.0,30.0,61.0,30.0,72.0,9.0,159.0,928,5.0,8.0,6.0,8.0,2.0,30.0,8.0,12.0,4.0,16.0,4.0,32.0,34.0,26.0,84.0,6.0,2.0,56.0,25.0,2.0,,28.0,9.0,37.0,4.0,5.0,10.0,10.0,8.0,83.0,2.0,5.0,14.0,29.0,1.0,44.0,7.0,51.0,1.0,10.0,8.0,2.0,11.0,4.0,10.0,6.0,,1.0,17.0,1.0,4.0,11.0,,25.0,,2.0,13.0,1.0,,1.0,12.0,,4.0,2.0,2.0,1.0,1.0,3.0,32.0,180,1.0,2.0,0.5666666666666667,0.5862068965517241,0.9333333333333333,0.4166666666666667,0.75,0.25,0.4166666666666667,0.4918032786885246,0.625,0.6666666666666666,0.5639097744360902,0.875,0.5,0.5693430656934306,0.8823529411764706,0.5166666666666667,0.5413533834586466,,0.03278688524590164,,0.16666666666666666,,14.528301886792454,0.6470588235294118,0.045454545454545456,0.10175438596491228,0.015822784810126583,0.0945945945945946,0.018018018018018018,0.09930715935334873,0.01639344262295082,0.02097902097902098,0.01,0.0136986301369863,0.02531645569620253,,0.0891089108910891,0.09183673469387756,0.12790697674418605,0.07627118644067797,0.16666666666666666,0.014492753623188406,0.14285714285714285,0.631578947368421,0.631578947368421,0.5,0.09022556390977443,0.4166666666666667,0.5,0.4,0.22556390977443608,0.43333333333333335,0.43333333333333335,0.12030075187969924,0.3125,0.3125,1.0,0.42105263157894735,0.44642857142857145,0.44642857142857145,0.92,0.25,0.5,0.5,0.75,0.07142857142857142,0.5,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.6842105263157895,0.44642857142857145,0.50935,0.4980714285714286,0.4796446428571427,0.014814814814814815,0.031746031746031744,0.18867924528301888,0.20125786163522014,11.30983606557377,24.948611111111113,0.2002212389380531,,,,,1.0,,,1.0,0.3333333333333333,0.6923076923076923,,,,,,0.5,,,,,2.0,1.0,1.0,,,,,,,1.0,,,,True,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,28046.0,467,27,873,879,237,276.0,136.0,1752,54.0,101.0,20.0,44.0,18.0,29.0,31.0,74.0,22.0,46.0,,,,,2.0,,,,2.0,107.0,221.0,,2.0,52.0,266.0,936,25.0,54.0,,,11.0,61.0,30.0,54.0,,2.0,18.0,78.0,90.0,124.0,,,36.0,,,22.0,,28.0,13.0,41.0,12.0,1.0,19.0,6.0,3.0,95.0,5.0,47.0,25.0,52.0,9.0,86.0,55.0,141.0,13.0,2.0,1.0,1.0,25.0,,15.0,15.0,3.0,10.0,40.0,2.0,14.0,14.0,,32.0,2.0,4.0,58.0,2.0,1.0,1.0,66.0,6.0,,27.0,9.0,7.0,6.0,7.0,78.0,236,2.0,9.0,0.4205607476635514,0.5056179775280899,,,,,,0.4841628959276018,0.46296296296296297,0.5555555555555556,0.4798206278026906,0.46296296296296297,0.5357142857142857,0.525691699604743,0.5,0.5735294117647058,0.008968609865470852,,0.09954751131221719,0.12871287128712872,0.10810810810810811,,28.200192492781518,0.625,0.36,0.1984732824427481,0.14596273291925466,0.16891891891891891,0.058823529411764705,0.1878048780487805,0.12776412776412777,0.1984732824427481,0.14655172413793102,0.05333333333333334,0.045454545454545456,0.10526315789473684,0.1875,0.2,0.20652173913043478,0.14545454545454545,0.23684210526315788,0.14285714285714285,0.452914798206278,0.5346534653465347,0.6136363636363636,0.48148148148148145,0.33183856502242154,0.4189189189189189,0.4696969696969697,0.3225806451612903,0.2062780269058296,0.4782608695652174,0.4888888888888889,,,,,0.008968609865470852,,,,0.8148148148148148,0.45454545454545453,,,0.5178571428571429,0.6206896551724138,,0.03571428571428571,,0.4618834080717489,,0.47712895927601795,0.5329816326530611,0.49899444444444446,0.11065573770491803,0.1115702479338843,0.22932330827067668,0.2932330827067669,6.793212669683257,47.55,0.27147766323024053,,2.0,2.0,,3.0,7.0,1.0,5.0,0.7142857142857143,0.4090909090909091,,,,3.0,1.0,0.15,,,3.0,,,,,,0.021739130434782608,0.12,,,,,,,,True,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,6153.0,103,-21,199,209,64,81.0,24.0,408,3.0,3.0,,,1.0,1.0,3.0,8.0,5.0,12.0,3.0,5.0,4.0,,4.0,,,,2.0,11.0,23.0,3.0,9.0,,31.0,203,,,,,,,2.0,4.0,3.0,6.0,,13.0,14.0,8.0,9.0,,,4.0,,2.0,,3.0,,3.0,,,2.0,,1.0,6.0,,,3.0,9.0,,12.0,,12.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,5.0,,9.0,,,3.0,,1.0,,2.0,,,1.0,,2.0,,2.0,13.0,62,3.0,,0.6363636363636364,0.6363636363636364,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.4782608695652174,,0.5,0.484375,,0.65,0.4696969696969697,,0.5909090909090909,0.28125,,0.08695652173913043,,0.125,,15.315315315315313,,,0.13846153846153847,,0.09375,,0.12371134020618557,,,,,,,0.2222222222222222,0.10714285714285714,0.10526315789473684,0.13043478260869565,,,0.09375,1.0,1.0,1.0,0.25,0.375,0.42857142857142855,0.3333333333333333,0.375,0.4166666666666667,0.45454545454545453,0.15625,0.6,0.6,1.0,0.125,,,,,,,,0.1,1.0,0.4,0.2,,0.375,,0.4662983870967741,,0.5397222222222222,0.030303030303030304,0.041666666666666664,,0.41935483870967744,12.860869565217389,26.055555555555554,0.32160804020100503,,,,,2.0,,1.0,1.0,0.5,0.6,,,,,,,,3.0,,,,,,1.0,0.08333333333333333,,,0.75,,,,,,True,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,12008.0,200,9,366,373,67,80.0,50.0,739,20.0,34.0,3.0,5.0,4.0,5.0,4.0,10.0,4.0,10.0,2.0,3.0,2.0,,2.0,,1.0,,,28.0,54.0,2.0,5.0,8.0,70.0,398,5.0,9.0,,1.0,1.0,11.0,5.0,10.0,1.0,2.0,3.0,16.0,32.0,24.0,6.0,,2.0,2.0,,9.0,,11.0,4.0,15.0,2.0,2.0,8.0,1.0,2.0,34.0,1.0,7.0,10.0,11.0,1.0,22.0,8.0,30.0,1.0,14.0,10.0,4.0,8.0,2.0,4.0,7.0,1.0,4.0,15.0,2.0,5.0,7.0,,21.0,,1.0,11.0,,1.0,,13.0,1.0,,6.0,1.0,,,,16.0,67,2.0,1.0,0.5714285714285714,0.5925925925925926,1.0,0.4,,0.5,0.4,0.5185185185185185,0.5555555555555556,0.5,0.5254237288135594,0.5,0.5416666666666666,0.5384615384615384,0.5,0.5714285714285714,0.0847457627118644,,0.16666666666666666,0.17647058823529413,0.3,,18.735362997658083,0.5333333333333333,0.14285714285714285,0.09243697478991597,0.05426356589147287,0.16666666666666666,0.030303030303030304,0.11731843575418995,0.04938271604938271,0.034482758620689655,0.024390243902439025,0.13333333333333333,0.038461538461538464,,0.047619047619047616,0.11363636363636363,0.12121212121212122,0.19148936170212766,0.07692307692307693,0.05,0.576271186440678,0.5882352941176471,0.7142857142857143,0.55,0.1694915254237288,0.4,0.5714285714285714,0.25,0.1694915254237288,0.4,0.4,0.05084745762711865,0.6666666666666666,0.6666666666666666,1.0,0.03389830508474576,,,,0.5,0.6,0.1,,0.4166666666666667,0.8,0.16666666666666666,,,0.6610169491525424,,0.5556957627118644,0.4770722222222222,0.5073124999999999,0.09375,0.1016949152542373,0.15714285714285714,0.22857142857142856,5.99074074074074,24.139999999999997,0.1830601092896175,,,3.0,,3.0,,,,,1.0,,,,,1.0,0.6666666666666666,,1.0,,,,,,,,,,0.5,,,,,,True,
