EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,ShootingFouls,Fouls,PenaltyFg3Pct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyArc3Accuracy,PlusMinus,AtRimFGM,AtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Offensive Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Technical Free Throw Trips,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,SelfOReb,Loose Ball Fouls,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,Charge Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeAssists,DefThreePtRebounds,2pt And 1 Free Throw Trips,DefThreePtReboundPct,DefArc3ReboundPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Clear Path Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,HeaveMakes,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
200752,1610612761,Rudy Gay,Rudy Gay,200752,TOR,597.0,10.0,20.0,19.0,9.0,14.0,1.0,39.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,11.0,24.0,1.0,2.0,1.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,0.75,0.75,0.3333333333333333,0.5,0.7857142857142857,0.3333333333333333,0.7857142857142857,0.3333333333333333,0.5714285714285714,33.333333333333336,1.0,0.2857142857142857,0.1428571428571428,1.0,1.0,0.1428571428571428,1.0,1.0,1.0,0.4285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.4664214285714286,0.3939666666666667,0.1818181818181818,12.5,25.450000000000003,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,584.0,10.0,19.0,19.0,9.0,14.0,1.0,38.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,3.0,24.0,,,1.0,3.0,,,1.0,1.0,,2.0,2.0,,,3.0,9.0,,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,5.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.57735,0.57735,1.0,,25.2,0.4736842105263157,1.0,1.0,3.0,3.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,0.2,0.2,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201189,1610612761,Aaron Gray,Aaron Gray,201189,TOR,1188.0,20.0,37.0,37.0,15.0,17.0,4.0,74.0,1.0,,,,,,,,2.0,3.0,,,5.0,45.0,,,,1.0,,,,,,5.0,8.0,,,1.0,15.0,,,,0.6666666666666666,,0.6666666666666666,,0.625,0.5,,18.6046511627907,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.5560333333333333,,0.2,2.7,,0.4054054054054054,,,,1.0,3.0,1.0,,7.0,5.0,1.0,7.0,,0.3125,0.2631578947368421,0.3636363636363636,,-5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.1818181818181818,0.1428571428571428,0.1666666666666666,0.1428571428571428,1.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,484.0,8.0,14.0,14.0,7.0,12.0,1.0,28.0,,,,,,,,,,1.0,,,1.0,19.0,,,,1.0,,,,,,,,,,1.0,7.0,,,,,,,,,,,6.25,,,,,,,,,,,,,,,1.0,,0.6259,,1.0,1.8,,0.5,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201946,1610612761,Tyler Hansbrough,Tyler Hansbrough,201946,TOR,573.0,10.0,15.0,16.0,1.0,5.0,3.0,31.0,1.0,,1.0,,,,,,,4.0,,,2.0,22.0,,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,0.2,,,23.80952380952381,,0.25,0.25,,,,,,,,,,,,0.5,,0.43965,0.3919,,6.4,,0.0666666666666666,,,,,,,,,,,1.0,,,,,,-7.0,,2.0,,2.0,,,,,,,,2.0,2.0,,,,,,4.0,,2.0,1.0,,,,,,0.2857142857142857,,0.2,0.2,,,,0.5,,,,,,,0.2,0.2,,,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.5,1.0,0.3333333333333333,1.0,0.6303,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,784.0,13.0,26.0,25.0,8.0,7.0,3.0,51.0,,,,,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,7.0,29.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,5.0,8.0,1.0,0.25,0.25,0.6666666666666666,1.0,0.5,0.8333333333333334,0.5,0.8333333333333334,0.5714285714285714,26.666666666666668,,,,,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,0.5334857142857142,0.4508833333333333,0.7142857142857143,2.5666666666666664,24.525,0.3076923076923077,1.0,1.0,,,1.0,,,2.0,2.0,,1.0,0.5,0.1666666666666666,0.1428571428571428,0.2857142857142857,0.5,-8.0,2.0,3.0,,,,2.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,0.5,0.5,0.5,,,,,,,,0.4285714285714285,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.2857142857142857,,1.0,1.0,,,,,,,,,0.5,0.6159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203112,1610612761,Quincy Acy,Quincy Acy,203112,TOR,286.0,5.0,11.0,9.0,11.0,9.0,1.0,20.0,,,,,,,,,,,,,4.0,10.0,,,,4.0,,,,,,1.0,1.0,,,4.0,11.0,,,,,,,,0.6666666666666666,0.6666666666666666,,27.272727272727277,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,0.2,0.2,,,,,,,4.0,,,4.0,,,,,,,,,,,,3.0,,6.0,3.0,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,726.0,12.0,21.0,23.0,6.0,3.0,3.0,44.0,,,,,,,1.0,,1.0,2.0,,1.0,2.0,26.0,,,,,,,1.0,,1.0,3.0,3.0,,,,6.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,11.538461538461538,0.5,,,,,,,,,0.3333333333333333,,,,,1.0,,0.6933833333333332,,,1.2,26.0,0.2857142857142857,,,,,2.0,,,4.0,2.0,1.0,1.0,,0.25,0.1818181818181818,0.3333333333333333,,-6.0,1.0,2.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201571,1610612761,D.J. Augustin,D.J. Augustin,201571,TOR,490.0,8.0,14.0,13.0,3.0,2.0,3.0,27.0,,1.0,1.0,,,,1.0,,1.0,2.0,,1.0,2.0,16.0,1.0,1.0,,2.0,2.0,,1.0,,,,,,,2.0,3.0,,,,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,15.789473684210526,,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,,0.6666666666666666,,0.4667499999999999,0.2018,1.0,10.65,24.8,0.2142857142857142,,,,,,,,,,,,,,,,,-8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200779,1610612761,Steve Novak,Steve Novak,200779,TOR,114.0,2.0,4.0,5.0,3.0,1.0,,9.0,,,,,,,1.0,1.0,,,,1.0,,5.0,,,1.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,1.0,25.0,,,,,,,,,,1.0,,,,1.0,1.0,,0.44565,0.44565,,,27.1,0.75,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
