EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes,Charge Fouls,3pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,on,Clear Path Fouls,BlockedCorner3
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,121046.0,2017.0,26,3801.0,3778,873.0,927.0,445.0,7579,85.0,166.0,5.0,12.0,14.0,32.0,31.0,89.0,62.0,158.0,16.0,36.0,1.0,4.0,10.0,46.0,159.0,3.0,13.0,8.0,32.0,178.0,413.0,62.0,195.0,88.0,630.0,4143,11.0,24.0,3.0,14.0,5.0,36.0,31.0,76.0,12.0,42.0,33.0,131.0,108.0,248.0,144.0,42.0,10.0,2.0,157.0,46.0,29.0,2.0,222.0,143.0,365.0,114.0,29.0,133.0,29.0,60.0,873.0,26.0,28.0,57.0,83.0,3.0,143.0,54.0,197.0,8.0,78.0,47.0,31.0,89.0,22.0,60.0,40.0,3.0,29.0,1.0,4.0,129.0,9.0,26.0,66.0,6.0,157.0,4.0,6.0,128.0,1.0,6.0,20.0,3.0,122.0,5.0,1.0,49.0,14.0,27.0,16.0,4.0,7.0,27.0,18.0,1.0,127.0,867.0,27.0,11.0,0.30337078651685395,0.31213872832369943,0.7741935483870968,0.31794871794871793,0.21428571428571427,0.2857142857142857,0.32124352331606215,0.43099273607748184,0.4583333333333333,0.40789473684210525,0.4457236842105263,0.40789473684210525,0.4152542372881356,0.4722222222222222,0.43902439024390244,0.4712230215827338,0.3207236842105263,0.010256410256410256,0.07021791767554479,0.10240963855421686,0.11235955056179775,0.012658227848101266,0.012578616352201259,18.368761552680223,0.689922480620155,0.029411764705882353,0.07094017094017094,0.02321724709784411,0.0976027397260274,0.04075235109717868,0.07981755986316989,0.02928416485900217,0.029891304347826088,0.036231884057971016,0.012455516014234875,0.036511156186612576,0.05517241379310345,0.05787037037037037,0.06784660766961652,0.08771929824561403,0.0979498861047836,0.09655172413793103,0.024242424242424242,0.6666666666666666,0.2730263157894737,0.5120481927710844,0.5704697986577181,0.3058823529411765,0.14638157894736842,0.34831460674157305,0.3924050632911392,0.2903225806451613,0.2598684210526316,0.3924050632911392,0.3974358974358974,0.3064516129032258,0.05921052631578947,0.4444444444444444,0.4444444444444444,1.0,0.26151315789473684,0.2893081761006289,0.2929936305732484,0.6956521739130435,0.3157894736842105,0.4166666666666667,0.2,0.02631578947368421,0.34210526315789475,0.23076923076923078,0.3333333333333333,0.2711864406779661,0.4375,0.0847457627118644,0.4,0.2711864406779661,0.25,0.59375,0.2929936305732484,0.5035040495867771,0.4834639999999999,0.4922295652173913,0.07515337423312883,0.10722100656455143,0.05714285714285714,0.20793650793650795,9.561985472154964,25.256923076923073,0.2296764009471192,,,,,,,,,,,,,,,,,True,,
1897,1610612752,Metta World Peace,Metta World Peace,1897,NYK,7991.0,133.0,9,260.0,260,62.0,85.0,29.0,520,8.0,12.0,3.0,4.0,1.0,1.0,1.0,6.0,2.0,6.0,2.0,11.0,,,3.0,4.0,12.0,,1.0,,1.0,11.0,24.0,6.0,23.0,2.0,42.0,274,3.0,5.0,,1.0,,6.0,2.0,4.0,,4.0,,4.0,6.0,16.0,15.0,3.0,2.0,,12.0,4.0,2.0,,1.0,4.0,5.0,4.0,,1.0,,,14.0,3.0,4.0,5.0,11.0,1.0,17.0,7.0,24.0,,5.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,,3.0,9.0,1.0,2.0,4.0,,13.0,2.0,1.0,4.0,,1.0,,,3.0,1.0,,2.0,,2.0,2.0,,,2.0,,,4.0,62.0,3.0,,0.2727272727272727,0.3,0.8333333333333334,0.2608695652173913,,,0.2608695652173913,0.4583333333333333,0.6,0.5,0.425531914893617,0.5,0.25,0.4375,0.5,0.25,0.48936170212765956,,0.08333333333333333,0.08333333333333333,0.16666666666666666,,,19.12751677852349,0.2222222222222222,0.3333333333333333,0.13253012048192772,0.04938271604938271,0.1388888888888889,0.058823529411764705,0.13445378151260504,0.05303030303030303,0.037037037037037035,0.07142857142857142,0.038461538461538464,0.05555555555555555,0.06666666666666667,0.05714285714285714,0.22727272727272727,0.15384615384615385,0.14285714285714285,0.125,,,0.2553191489361702,0.6666666666666666,0.7272727272727273,0.125,0.1276595744680851,0.16666666666666666,0.2,1.0,0.1276595744680851,0.3333333333333333,0.3333333333333333,0.5,0.23404255319148937,0.18181818181818182,0.18181818181818182,1.0,0.2553191489361702,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.75,0.3333333333333333,,0.16666666666666666,,,0.125,1.0,0.375,,0.125,,0.7446808510638298,0.3333333333333333,0.5131106382978724,0.5671625,0.4642375000000001,0.041666666666666664,0.08,0.14285714285714285,0.09523809523809523,7.416666666666668,24.44782608695652,0.23846153846153847,1.0,,,,,,,,,,,,,,,,True,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,37314.0,622.0,-106,1178.0,1164,193.0,269.0,140.0,2342,29.0,52.0,3.0,9.0,4.0,7.0,28.0,60.0,39.0,78.0,1.0,2.0,,,,18.0,56.0,1.0,4.0,4.0,5.0,96.0,190.0,19.0,58.0,47.0,296.0,1289,6.0,15.0,1.0,4.0,8.0,23.0,13.0,23.0,4.0,5.0,14.0,52.0,158.0,34.0,54.0,3.0,8.0,,56.0,18.0,7.0,,14.0,7.0,21.0,7.0,,3.0,2.0,9.0,49.0,11.0,19.0,26.0,40.0,2.0,68.0,34.0,102.0,3.0,7.0,5.0,2.0,13.0,3.0,6.0,14.0,3.0,7.0,,3.0,27.0,2.0,4.0,17.0,2.0,44.0,4.0,4.0,54.0,2.0,2.0,4.0,,54.0,2.0,,24.0,4.0,34.0,25.0,,9.0,34.0,22.0,,50.0,191.0,3.0,3.0,0.8229166666666666,0.8586956521739131,0.9473684210526315,0.3275862068965517,0.25,0.8,0.3275862068965517,0.5052631578947369,0.4,0.5652173913043478,0.5020161290322581,0.39473684210526316,0.6785714285714286,0.5401459854014599,0.4791666666666667,0.7428571428571429,0.23387096774193547,,0.03684210526315789,0.057692307692307696,0.05,0.01282051282051282,,22.37918215613383,0.48148148148148145,0.08695652173913043,0.1111111111111111,0.04449648711943794,0.14285714285714285,0.055,0.12177121771217712,0.04784688995215311,0.057971014492753624,0.02912621359223301,0.043010752688172046,0.04142011834319527,0.12903225806451613,0.15942028985507245,0.07692307692307693,0.08571428571428572,0.1328125,0.16666666666666666,0.023809523809523808,0.6470588235294118,0.20967741935483872,0.5576923076923077,0.5918367346938775,0.7586206896551724,0.24193548387096775,0.4666666666666667,0.49122807017543857,0.8571428571428571,0.31451612903225806,0.5,0.5064935064935064,0.8461538461538461,0.008064516129032258,0.5,0.5,1.0,0.22580645161290322,0.32142857142857145,0.32142857142857145,0.9444444444444444,0.47368421052631576,0.3333333333333333,,,0.21052631578947367,0.25,1.0,0.25,0.5714285714285714,,,0.17857142857142858,0.8,0.4435483870967742,0.32142857142857145,0.4803570850202428,0.51346,0.46545185185185184,0.08888888888888889,0.11320754716981132,0.0777027027027027,0.17567567567567569,10.664736842105263,25.387931034482758,0.16383701188455008,1.0,4.0,0.17391304347826086,,,,,,,,,,,,,,True,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,64274.0,1071.0,54,2002.0,2001,415.0,478.0,259.0,4003,27.0,52.0,6.0,15.0,6.0,10.0,4.0,23.0,24.0,62.0,24.0,59.0,6.0,2.0,13.0,19.0,69.0,2.0,7.0,2.0,8.0,55.0,137.0,43.0,128.0,32.0,271.0,2120,8.0,20.0,6.0,13.0,4.0,38.0,11.0,24.0,4.0,21.0,25.0,59.0,32.0,78.0,99.0,30.0,10.0,1.0,68.0,19.0,10.0,1.0,34.0,26.0,60.0,19.0,7.0,18.0,4.0,12.0,146.0,14.0,28.0,41.0,77.0,12.0,130.0,42.0,172.0,2.0,39.0,21.0,18.0,20.0,10.0,9.0,27.0,4.0,11.0,2.0,6.0,47.0,5.0,3.0,51.0,2.0,111.0,4.0,2.0,52.0,2.0,2.0,12.0,5.0,39.0,,,8.0,12.0,6.0,3.0,1.0,2.0,7.0,6.0,,59.0,411.0,12.0,11.0,0.2909090909090909,0.32,0.7674418604651163,0.3359375,0.46153846153846156,0.19047619047619047,0.33858267716535434,0.40145985401459855,0.4,0.4583333333333333,0.4509433962264151,0.5151515151515151,0.37777777777777777,0.47543859649122805,0.5428571428571428,0.48360655737704916,0.4830188679245283,0.0078125,0.072992700729927,0.17307692307692307,0.043478260869565216,,0.014492753623188406,14.409722222222223,0.425531914893617,0.19672131147540983,0.12581699346405228,0.042105263157894736,0.13355048859934854,0.03943661971830986,0.12840043525571274,0.041176470588235294,0.035,0.025,0.05573770491803279,0.03180212014134275,0.06944444444444445,0.08597285067873303,0.15544041450777202,0.1414141414141414,0.1277533039647577,0.15,0.012987012987012988,0.8571428571428571,0.19622641509433963,0.5192307692307693,0.627906976744186,0.3333333333333333,0.08679245283018867,0.17391304347826086,0.18181818181818182,0.25,0.2339622641509434,0.3870967741935484,0.3870967741935484,0.25,0.22264150943396227,0.4067796610169492,0.4067796610169492,0.7916666666666666,0.26037735849056604,0.2753623188405797,0.27941176470588236,0.7368421052631579,0.45454545454545453,0.4,0.16666666666666666,0.18181818181818182,0.21212121212121213,0.2857142857142857,1.0,0.2222222222222222,0.6,0.28888888888888886,0.15384615384615385,0.17777777777777778,0.25,0.6792452830188679,0.27941176470588236,0.532988068181818,0.5376809523809524,0.5491840909090909,0.029304029304029304,0.05517241379310345,0.14022140221402213,0.2177121771217712,10.383211678832115,24.50546875,0.2072927072927073,,,,4.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,True,,
203143,1610612752,Pablo Prigioni,Pablo Prigioni,203143,NYK,17149.0,286.0,17,534.0,540,48.0,41.0,54.0,1074,4.0,6.0,,,1.0,1.0,1.0,2.0,2.0,2.0,6.0,13.0,4.0,1.0,1.0,5.0,12.0,1.0,1.0,,,7.0,10.0,11.0,25.0,,47.0,567,,,3.0,5.0,,9.0,1.0,1.0,1.0,1.0,,5.0,6.0,8.0,33.0,,,,12.0,5.0,1.0,,19.0,13.0,32.0,10.0,3.0,9.0,2.0,8.0,77.0,5.0,4.0,7.0,13.0,,20.0,9.0,29.0,,14.0,9.0,5.0,6.0,4.0,6.0,6.0,,,1.0,1.0,12.0,1.0,,6.0,,29.0,,,11.0,1.0,1.0,5.0,,,,,,,1.0,,,1.0,1.0,,,5.0,48.0,3.0,,0.42857142857142855,0.42857142857142855,1.0,0.44,0.6,1.0,0.44,0.7,,1.0,0.6714285714285714,0.9,1.25,0.6714285714285714,0.9,1.25,0.7142857142857143,,0.1,0.16666666666666666,,,,7.872696817420436,0.5,,0.07514450867052024,0.027777777777777776,0.11290322580645161,0.05319148936170213,0.0851063829787234,0.037815126050420166,0.05,0.030303030303030304,0.014084507042253521,0.0547945205479452,0.047619047619047616,0.09259259259259259,,0.12121212121212122,0.09803921568627451,0.18181818181818182,,,0.17142857142857143,0.6666666666666666,0.8,0.5,0.05714285714285714,0.5,0.5,,0.05714285714285714,1.0,1.0,0.5,0.37142857142857144,0.46153846153846156,0.46153846153846156,1.0,0.34285714285714286,0.4166666666666667,0.4166666666666667,1.0,,,,0.8,0.2,1.0,1.0,0.5,1.0,0.5,1.0,,,0.8857142857142857,0.4166666666666667,0.5913814285714285,0.613425,0.685975,,,0.19148936170212766,0.10638297872340426,6.090000000000001,24.08,0.0898876404494382,,,,2.0,,,0.5,1.0,,,,,,,,,True,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,36663.0,611.0,-78,1201.0,1169,436.0,412.0,133.0,2370,28.0,41.0,3.0,6.0,16.0,19.0,1.0,12.0,13.0,33.0,15.0,51.0,1.0,6.0,17.0,25.0,61.0,4.0,9.0,6.0,19.0,42.0,86.0,40.0,112.0,32.0,236.0,1357,6.0,9.0,5.0,10.0,,27.0,20.0,31.0,12.0,36.0,17.0,93.0,56.0,28.0,111.0,9.0,2.0,,61.0,25.0,7.0,1.0,10.0,4.0,14.0,4.0,,6.0,1.0,3.0,32.0,3.0,2.0,11.0,17.0,1.0,29.0,6.0,35.0,2.0,14.0,11.0,3.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,1.0,11.0,,2.0,33.0,1.0,60.0,2.0,2.0,28.0,1.0,,3.0,,38.0,3.0,,16.0,3.0,,,,,,,,91.0,433.0,8.0,2.0,0.6666666666666666,0.6829268292682927,0.925,0.35714285714285715,0.5,0.3333333333333333,0.35714285714285715,0.4883720930232558,0.6666666666666666,0.6451612903225806,0.5151515151515151,0.7105263157894737,0.5671641791044776,0.5488372093023256,0.7105263157894737,0.6118421052631579,0.5656565656565656,0.008928571428571428,0.08139534883720931,0.07317073170731707,0.25,0.030303030303030304,,16.666666666666664,0.2727272727272727,0.024390243902439025,0.05,0.005571030640668524,0.06043956043956044,0.014423076923076924,0.05363984674329502,0.008818342151675485,0.008264462809917356,0.012195121951219513,,0.013245033112582781,0.017543859649122806,0.021739130434782608,0.0707070707070707,0.06796116504854369,0.056338028169014086,0.075,0.01904761904761905,,0.20707070707070707,0.6829268292682927,0.7368421052631579,0.6428571428571429,0.06060606060606061,0.08333333333333333,0.1111111111111111,1.0,0.16666666666666666,0.3939393939393939,0.40625,0.6923076923076923,0.25757575757575757,0.29411764705882354,0.3,0.9333333333333333,0.30808080808080807,0.4098360655737705,0.4098360655737705,0.92,0.3157894736842105,0.5,0.3333333333333333,0.05263157894736842,0.47368421052631576,0.4444444444444444,1.0,0.2835820895522388,0.8421052631578947,0.2537313432835821,0.35294117647058826,0.2835820895522388,0.3157894736842105,0.7727272727272727,0.4098360655737705,0.5413875634517766,0.5517541666666667,0.5611,0.08018867924528301,0.16161616161616163,0.11440677966101695,0.3940677966101695,9.130232558139536,24.549107142857142,0.3630308076602831,,1.0,0.030303030303030304,1.0,,,1.0,1.0,1.0,0.0196078431372549,0.008849557522123894,,,,,,True,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,113789.0,1896.0,54,3569.0,3543,829.0,858.0,428.0,7112,119.0,208.0,31.0,54.0,29.0,57.0,66.0,149.0,178.0,410.0,10.0,24.0,4.0,1.0,4.0,101.0,248.0,16.0,35.0,29.0,69.0,363.0,767.0,111.0,272.0,248.0,1307.0,3871,55.0,97.0,16.0,39.0,43.0,201.0,85.0,178.0,30.0,73.0,111.0,371.0,208.0,518.0,234.0,99.0,46.0,2.0,245.0,100.0,40.0,1.0,95.0,71.0,166.0,45.0,26.0,61.0,8.0,26.0,403.0,16.0,56.0,92.0,191.0,26.0,309.0,76.0,385.0,13.0,66.0,41.0,25.0,62.0,15.0,35.0,66.0,7.0,27.0,3.0,12.0,128.0,14.0,26.0,58.0,1.0,139.0,11.0,17.0,246.0,,8.0,6.0,2.0,297.0,22.0,27.0,102.0,34.0,30.0,23.0,1.0,6.0,31.0,16.0,,369.0,823.0,8.0,31.0,0.2865013774104683,0.3058823529411765,0.7027027027027027,0.40808823529411764,0.41025641025641024,0.410958904109589,0.4074074074074074,0.47327249022164275,0.5670103092783505,0.47752808988764045,0.5096246390760346,0.5808823529411765,0.5179282868525896,0.5547886108714409,0.6337579617834395,0.5862619808306709,0.26179018286814243,0.003676470588235294,0.05215123859191656,0.12980769230769232,0.04697986577181208,0.014634146341463415,0.004032258064516129,31.590574374079527,0.484375,0.2736842105263158,0.17395264116575593,0.04925241864555849,0.1688073394495413,0.026446280991735537,0.17224589166159465,0.04133180252583238,0.07909604519774012,0.05511811023622047,0.026465028355387523,0.032188841201716736,0.007194244604316547,0.08706467661691543,0.20496894409937888,0.24064171122994651,0.17560975609756097,0.14814814814814814,0.025341130604288498,0.5161290322580645,0.20019249278152068,0.5721153846153846,0.6574585635359116,0.3277310924369748,0.14340712223291627,0.4429530201342282,0.4647887323943662,0.19696969696969696,0.3946102021174206,0.43414634146341463,0.4405940594059406,0.29213483146067415,0.023099133782483156,0.4166666666666667,0.4166666666666667,0.8,0.2386910490856593,0.40725806451612906,0.4089068825910931,0.693069306930693,0.39705882352941174,0.5740740740740741,0.1935483870967742,0.029411764705882353,0.25735294117647056,0.45714285714285713,0.8125,0.22709163346613545,0.5087719298245614,0.01593625498007968,0.25,0.2749003984063745,0.42028985507246375,0.4619826756496631,0.40816326530612246,0.4741119439071567,0.5117636363636364,0.4588617886178861,0.09777777777777778,0.1204250295159386,0.15378729915837797,0.28385615914307577,11.820208604954368,25.34375,0.23227794900532361,,4.0,0.047058823529411764,,1.0,1.0,,,8.0,,0.02877697841726619,1.0,6.0,2.0,1.0,1.0,True,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,75185.0,1253.0,85,2366.0,2343,656.0,640.0,266.0,4709,32.0,56.0,4.0,8.0,7.0,13.0,17.0,45.0,46.0,124.0,19.0,42.0,4.0,2.0,6.0,95.0,215.0,10.0,25.0,27.0,58.0,95.0,225.0,114.0,257.0,38.0,570.0,2593,11.0,22.0,12.0,29.0,6.0,64.0,25.0,55.0,29.0,64.0,18.0,155.0,36.0,154.0,309.0,33.0,4.0,3.0,212.0,95.0,10.0,,70.0,42.0,112.0,26.0,16.0,41.0,9.0,20.0,266.0,10.0,13.0,41.0,66.0,23.0,130.0,23.0,153.0,2.0,26.0,20.0,6.0,30.0,10.0,14.0,26.0,3.0,16.0,,1.0,56.0,5.0,15.0,46.0,1.0,96.0,6.0,7.0,70.0,1.0,2.0,7.0,2.0,58.0,6.0,,23.0,9.0,18.0,12.0,1.0,5.0,18.0,7.0,,155.0,650.0,10.0,8.0,0.18947368421052632,0.1935483870967742,0.9035087719298246,0.44357976653696496,0.41379310344827586,0.453125,0.44881889763779526,0.4222222222222222,0.5,0.45454545454545453,0.5518672199170125,0.5686274509803921,0.5756302521008403,0.5610236220472441,0.5925925925925926,0.5916030534351145,0.533195020746888,,0.044444444444444446,0.03571428571428571,0.15555555555555556,0.008064516129032258,,21.05263157894737,0.5357142857142857,0.3108108108108108,0.09053497942386832,0.01818181818181818,0.11081081081081082,0.02544529262086514,0.09736123748862602,0.02075812274368231,0.013636363636363636,0.02531645569620253,0.017804154302670624,0.02702702702702703,0.020618556701030927,0.07407407407407407,0.09595959595959595,0.10344827586206896,0.11029411764705882,0.11224489795918367,0.008130081300813009,0.3888888888888889,0.11618257261410789,0.5714285714285714,0.5925925925925926,0.25,0.09336099585062241,0.37777777777777777,0.4473684210526316,0.058823529411764705,0.2572614107883817,0.3709677419354839,0.37398373983739835,0.1956521739130435,0.08713692946058091,0.4523809523809524,0.4523809523809524,0.9473684210526315,0.4460580912863071,0.4418604651162791,0.4418604651162791,0.8947368421052632,0.1568627450980392,0.5,0.25,0.0784313725490196,0.49019607843137253,0.4,0.9,0.1092436974789916,0.5384615384615384,0.05042016806722689,0.3333333333333333,0.48739495798319327,0.46551724137931033,0.6493775933609959,0.4481132075471698,0.49728823529411753,0.5042305555555555,0.48045000000000004,0.04609218436873747,0.09504132231404959,0.11228070175438597,0.2719298245614035,12.450666666666665,25.44085603112841,0.2772612003381234,,,,2.0,,,0.5,0.5,,,,,2.0,,,,True,,
2757,1610612752,Beno Udrih,Beno Udrih,2757,NYK,187.0,3.0,-7,5.0,6,3.0,,,11,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,1.0,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3914,,,,,,,15.0,,0.6,,,,,,,,,,,,,,,,,True,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,14577.0,243.0,7,453.0,457,78.0,122.0,58.0,910,20.0,30.0,8.0,12.0,3.0,5.0,3.0,7.0,4.0,10.0,,,,,,,1.0,,,,1.0,27.0,47.0,,1.0,3.0,57.0,482,8.0,12.0,,,,16.0,4.0,8.0,,1.0,,8.0,32.0,22.0,,,16.0,,1.0,,2.0,,21.0,3.0,24.0,2.0,1.0,10.0,3.0,8.0,51.0,5.0,16.0,14.0,18.0,,32.0,21.0,53.0,2.0,10.0,4.0,6.0,3.0,4.0,3.0,6.0,,,,,9.0,1.0,3.0,18.0,1.0,36.0,2.0,2.0,7.0,,2.0,1.0,,4.0,,,2.0,,12.0,9.0,1.0,2.0,12.0,6.0,,8.0,77.0,3.0,,0.5925925925925926,0.8421052631578947,,,,,,0.574468085106383,0.6666666666666666,0.5,0.5625,0.6666666666666666,0.4444444444444444,0.57,0.6666666666666666,0.4444444444444444,0.020833333333333332,,0.0425531914893617,0.06666666666666667,,,,11.368015414258188,0.3333333333333333,,0.1267605633802817,0.10062893081761007,0.1891891891891892,0.0641025641025641,0.14814814814814814,0.08860759493670886,0.25,0.03571428571428571,0.04597701149425287,0.04918032786885246,0.11764705882352941,0.12280701754385964,0.13513513513513514,0.125,0.12962962962962962,0.35,0.10526315789473684,0.5,0.625,0.6666666666666666,0.7142857142857143,0.55,0.14583333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.20833333333333334,0.4,0.4,0.75,,,,,0.020833333333333332,,,,1.0,0.6666666666666666,,,,,,0.5555555555555556,0.6,,,0.1111111111111111,,0.6458333333333334,,0.53355,0.5316,0.4851,0.04,0.04081632653061224,0.2807017543859649,0.14035087719298245,5.778723404255319,25.2,0.17218543046357615,,,,,,,,,,,,,,,,,True,,
