EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,OffensiveGoaltends,Blocked3s,BlockedArc3,DefensiveGoaltends,BlockedCorner3,on
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,56443.0,941,48,1838,1840,377.0,309,179,3678,82.0,135.0,23.0,34.0,19.0,32.0,66.0,138.0,46.0,99.0,5.0,3.0,194.0,372.0,5.0,119.0,507.0,2013,33.0,52.0,15.0,81.0,37.0,74.0,3.0,29.0,103.0,240.0,148.0,36.0,1.0,4.0,32.0,85.0,21.0,106.0,17.0,4.0,53.0,16.0,16.0,233.0,23.0,49.0,2.0,61.0,171.0,17.0,249.0,74.0,323.0,5.0,21.0,11.0,10.0,42.0,14.0,25.0,38.0,3.0,17.0,3.0,5.0,80.0,7.0,13.0,35.0,59.0,3.0,5.0,5.0,139.0,1.0,5.0,3.0,1.0,160.0,13.0,1.0,80.0,6.0,59.0,40.0,19.0,59.0,35.0,5.0,1.0,101.0,375.0,2.0,4.0,0.6185567010309279,0.6818181818181818,0.521505376344086,0.6346153846153846,0.5,0.5145888594164456,0.6346153846153846,0.4805194805194805,0.5622222222222222,0.6639344262295082,0.5364583333333334,0.013262599469496022,0.08602150537634409,0.15555555555555556,0.07246376811594203,0.010101010101010102,26.005888125613346,0.525,0.40476190476190477,0.043478260869565216,0.25258493353028066,0.08551483420593368,0.3128205128205128,0.10952380952380952,0.26605504587155965,0.09195402298850575,0.11176470588235295,0.09045226130653267,0.058823529411764705,0.050359712230215826,0.22535211267605634,0.23923444976076555,0.25688073394495414,0.26,0.34265734265734266,0.23076923076923078,0.03355704697986577,0.5932203389830508,0.35809018567639256,0.6074074074074074,0.7192982456140351,0.5853658536585366,0.3660477453580902,0.4782608695652174,0.515625,0.4696969696969697,0.2625994694960212,0.46464646464646464,0.46938775510204084,0.8913043478260869,0.013262599469496022,0.6538461538461539,0.6764705882352942,0.13043478260869565,0.4155844155844156,0.59375,0.03896103896103896,0.3713527851458886,0.46666276595744666,0.5321024390243903,0.47038552631578956,0.18018018018018017,0.18223234624145787,0.15976331360946747,0.20315581854043394,8.340860215053764,36.379999999999995,0.20511425462459196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,41340.0,689,206,1394,1395,378.0,366,122,2789,67.0,93.0,7.0,8.0,19.0,26.0,19.0,41.0,8.0,28.0,102.0,31.0,94.0,162.0,127.0,58.0,393.0,1457,10.0,12.0,11.0,43.0,29.0,48.0,41.0,28.0,119.0,72.0,116.0,2.0,,102.0,10.0,109.0,49.0,158.0,24.0,25.0,78.0,14.0,17.0,365.0,4.0,5.0,,26.0,55.0,1.0,82.0,9.0,91.0,3.0,37.0,16.0,21.0,41.0,19.0,34.0,27.0,2.0,7.0,,3.0,68.0,6.0,16.0,28.0,55.0,1.0,,1.0,95.0,11.0,1.0,18.0,5.0,74.0,6.0,5.0,26.0,10.0,9.0,4.0,5.0,9.0,5.0,,,116.0,372.0,6.0,7.0,0.3829787234042553,0.3870967741935484,0.5802469135802469,0.8333333333333334,0.6041666666666666,0.5795847750865052,0.7272727272727273,0.5112359550561798,0.6078125,0.7777777777777778,0.5613207547169812,0.43944636678200694,0.06172839506172839,0.053763440860215055,0.0975609756097561,0.03571428571428571,25.40929927963327,0.6029411764705882,0.029411764705882353,,0.11506276150627615,0.01529051987767584,0.16666666666666666,0.018867924528301886,0.1277602523659306,0.016697588126159554,0.007874015748031496,0.036036036036036036,,0.027777777777777776,,0.06293706293706294,0.10559006211180125,0.16666666666666666,0.16379310344827586,0.175,0.023076923076923078,0.5555555555555556,0.3217993079584775,0.7204301075268817,0.7613636363636364,0.417910447761194,0.14186851211072665,0.4634146341463415,0.5135135135135135,0.42105263157894735,0.09688581314878893,0.2857142857142857,0.2962962962962963,,0.35294117647058826,0.36363636363636365,0.875,0.14285714285714285,0.29213483146067415,0.7307692307692307,0.34831460674157305,0.7612456747404844,0.5292538062283736,0.5345666666666666,0.5174960674157304,0.08709677419354839,0.14285714285714285,0.10941475826972011,0.30279898218829515,6.3283950617283935,24.837795275590548,0.27116212338593976,10.0,25.0,1.0,3.0,10.0,39.0,4.0,9.0,8.0,49.0,4.0,10.0,11.0,120.0,27.0,39.0,4.0,5.0,1.0,0.8163265306122449,0.3858267716535433,0.4,0.2682926829268293,0.3858267716535433,0.031496062992125984,0.04,0.029411764705882353,0.08650519031141868,0.4,0.4166666666666667,1.0,0.38235294117647056,0.3939393939393939,0.7692307692307693,0.045454545454545456,0.4090909090909091,0.4444444444444444,1.0,0.11235955056179775,0.3,0.25806451612903225,0.38235294117647056,0.0078125,,,,,,,,,,,,True
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,120943.0,2016,261,3969,3997,944.0,839,389,7966,95.0,137.0,9.0,14.0,17.0,23.0,34.0,82.0,82.0,183.0,207.0,62.0,211.0,402.0,293.0,111.0,911.0,4209,26.0,45.0,8.0,114.0,37.0,77.0,81.0,53.0,205.0,312.0,110.0,6.0,5.0,202.0,29.0,118.0,61.0,179.0,34.0,27.0,69.0,28.0,21.0,419.0,1.0,16.0,1.0,48.0,152.0,8.0,208.0,18.0,226.0,5.0,50.0,32.0,18.0,55.0,15.0,40.0,40.0,8.0,15.0,2.0,5.0,95.0,7.0,17.0,56.0,130.0,3.0,9.0,6.0,153.0,,4.0,16.0,4.0,131.0,18.0,10.0,46.0,20.0,7.0,6.0,1.0,7.0,1.0,1.0,,195.0,931.0,11.0,15.0,0.7393364928909952,0.75,0.5248756218905473,0.5777777777777777,0.4805194805194805,0.5755395683453237,0.7162162162162162,0.4810126582278481,0.6060402684563758,0.76,0.5573770491803278,0.42158273381294964,0.07213930348258707,0.10948905109489052,0.10975609756097561,0.0273224043715847,19.030357951971002,0.5789473684210527,0.08163265306122448,0.010309278350515464,0.1057759220598469,0.0137221269296741,0.1023454157782516,0.001834862385321101,0.1049317943336831,0.009935710111046173,0.019021739130434784,0.01020408163265306,0.012315270935960592,0.002531645569620253,,0.06479481641468683,0.10208333333333333,0.14777327935222673,0.10734463276836158,0.08695652173913043,0.015822784810126583,0.14285714285714285,0.1971223021582734,0.6934306569343066,0.7786885245901639,0.7684210526315789,0.11798561151079137,0.4146341463414634,0.4657534246575342,0.5,0.2633093525179856,0.44808743169398907,0.4606741573033708,0.8048780487804879,0.29784172661870506,0.1891891891891892,0.6428571428571429,0.4444444444444444,0.14556962025316456,0.7391304347826086,0.3924050632911392,0.6187050359712231,0.5025346879535558,0.4915484126984126,0.4820787581699345,0.06758620689655172,0.10697674418604651,0.1251372118551043,0.22502744237102085,10.82686567164179,25.428327645051194,0.23784328546233308,39.0,86.0,7.0,6.0,19.0,87.0,13.0,22.0,20.0,126.0,18.0,29.0,26.0,339.0,39.0,87.0,2.0,5.0,3.0,0.8968253968253969,0.4300341296928328,0.6206896551724138,0.32098765432098764,0.4375,0.006825938566552901,0.011627906976744186,0.004830917874396135,0.1237410071942446,0.45348837209302323,0.4588235294117647,1.0,0.42028985507246375,0.4223300970873786,0.8505747126436781,0.0945945945945946,0.2972972972972973,0.5909090909090909,0.8461538461538461,0.12025316455696203,0.3157894736842105,0.3225806451612903,0.4306930693069307,0.010169491525423728,5.0,1.0,1.0,0.7142857142857143,1.0,,,,,,,True
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,33529.0,559,101,1104,1110,242.0,158,111,2214,66.0,114.0,14.0,25.0,10.0,21.0,15.0,43.0,1.0,2.0,1.0,1.0,82.0,159.0,1.0,62.0,226.0,1103,15.0,31.0,12.0,42.0,12.0,33.0,1.0,14.0,38.0,104.0,60.0,20.0,1.0,,26.0,34.0,15.0,49.0,10.0,5.0,26.0,2.0,6.0,113.0,9.0,39.0,2.0,18.0,84.0,6.0,108.0,50.0,158.0,5.0,12.0,8.0,4.0,17.0,3.0,11.0,20.0,1.0,6.0,,4.0,37.0,1.0,6.0,31.0,56.0,,5.0,9.0,83.0,1.0,9.0,2.0,,92.0,11.0,,48.0,4.0,18.0,13.0,4.0,18.0,10.0,,2.0,38.0,240.0,3.0,3.0,0.6341463414634146,0.7222222222222222,0.5157232704402516,0.4838709677419355,0.36363636363636365,0.5125,0.4838709677419355,0.35294117647058826,0.5621890547263682,0.5526315789473685,0.4222222222222222,0.00625,0.16352201257861634,0.18421052631578946,0.11627906976744186,,19.237012987012985,0.4594594594594595,0.23076923076923078,0.07142857142857142,0.1995249406175772,0.11016949152542373,0.12413793103448276,0.06,0.18021201413427562,0.09523809523809523,0.13138686131386862,0.1111111111111111,0.08256880733944955,0.061946902654867256,0.05405405405405406,0.19444444444444445,0.2152777777777778,0.18796992481203006,0.1388888888888889,0.08108108108108109,0.09803921568627451,0.5555555555555556,0.7125,0.5789473684210527,0.7096774193548387,0.696969696969697,0.26875,0.3488372093023256,0.39473684210526316,0.3333333333333333,0.0125,0.5,0.5,1.0,0.00625,0.8064516129032258,0.56,0.14285714285714285,0.6176470588235294,0.47619047619047616,0.029411764705882353,0.71875,0.5316044025157233,0.5287629629629629,0.5209939393939395,0.2436548223350254,0.24489795918367346,0.18584070796460178,0.168141592920354,3.3534591194968555,55.2,0.21920289855072464,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,True
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,55442.0,924,215,1830,1826,422.0,403,187,3656,47.0,64.0,2.0,4.0,10.0,13.0,12.0,34.0,50.0,110.0,134.0,32.0,109.0,208.0,193.0,43.0,510.0,1856,4.0,18.0,4.0,36.0,18.0,40.0,42.0,21.0,111.0,102.0,116.0,,1.0,133.0,7.0,61.0,37.0,98.0,25.0,12.0,36.0,7.0,18.0,233.0,10.0,8.0,,25.0,57.0,2.0,84.0,18.0,102.0,2.0,46.0,29.0,17.0,26.0,3.0,18.0,7.0,2.0,8.0,,,33.0,1.0,5.0,21.0,63.0,1.0,4.0,1.0,58.0,3.0,5.0,3.0,3.0,47.0,6.0,,17.0,7.0,4.0,2.0,2.0,4.0,1.0,,1.0,109.0,418.0,8.0,6.0,0.46788990825688076,0.46788990825688076,0.5240384615384616,0.2222222222222222,0.45,0.5822942643391521,0.47058823529411764,0.5487804878048781,0.6071428571428571,0.5,0.6032608695652174,0.48129675810473815,0.03365384615384615,0.0625,0.029411764705882353,0.01818181818181818,22.129946262823644,0.7878787878787878,0.03773584905660377,,0.08742331288343558,0.016,0.11312217194570136,0.032467532467532464,0.09392898052691867,0.022277227722772276,0.012738853503184714,0.012121212121212121,0.02247191011235955,0.038461538461538464,0.013513513513513514,0.09905660377358491,0.07174887892376682,0.09216589861751152,0.12571428571428572,0.06521739130434782,0.01015228426395939,0.25,0.1596009975062344,0.734375,0.7833333333333333,0.6808510638297872,0.08478802992518704,0.35294117647058826,0.36363636363636365,0.5833333333333334,0.2743142144638404,0.45454545454545453,0.46296296296296297,0.24,0.3341645885286783,0.11764705882352941,0.5,,0.15853658536585366,0.7692307692307693,0.3902439024390244,0.6408977556109726,0.5137107500000001,0.47867045454545454,0.5080737804878049,0.048426150121065374,0.0776255707762557,0.07058823529411765,0.21764705882352942,11.76826923076923,24.874611398963733,0.23060109289617486,29.0,59.0,5.0,5.0,10.0,54.0,6.0,11.0,13.0,83.0,8.0,16.0,18.0,183.0,66.0,54.0,1.0,7.0,3.0,0.7349397590361446,0.43005181347150256,0.5,0.42857142857142855,0.4322916666666667,0.0051813471502590676,,0.007462686567164179,0.14713216957605985,0.4915254237288136,0.4915254237288136,1.0,0.40298507462686567,0.40601503759398494,0.5925925925925926,0.14705882352941177,0.3235294117647059,0.5454545454545454,0.8333333333333334,0.12195121951219512,0.5,0.40625,0.40601503759398494,0.015463917525773196,2.0,,2.0,0.4,1.0,,,,,,,True
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,40144.0,669,52,1314,1331,263.0,195,127,2645,52.0,74.0,5.0,9.0,12.0,14.0,15.0,41.0,20.0,39.0,33.0,3.0,87.0,154.0,59.0,34.0,289.0,1390,6.0,13.0,,12.0,18.0,27.0,6.0,15.0,63.0,98.0,76.0,6.0,,33.0,8.0,33.0,18.0,51.0,11.0,7.0,24.0,2.0,7.0,120.0,11.0,13.0,,26.0,82.0,10.0,118.0,24.0,142.0,6.0,34.0,18.0,16.0,16.0,4.0,7.0,14.0,,9.0,1.0,3.0,30.0,5.0,3.0,23.0,45.0,1.0,2.0,2.0,42.0,,2.0,3.0,1.0,44.0,4.0,,17.0,7.0,22.0,13.0,8.0,23.0,16.0,1.0,,63.0,255.0,6.0,5.0,0.5632183908045977,0.5833333333333334,0.564935064935065,0.46153846153846156,0.6666666666666666,0.5985915492957746,0.42857142857142855,0.7272727272727273,0.6201716738197425,0.42857142857142855,0.7682926829268293,0.27699530516431925,0.05194805194805195,0.08108108108108109,0.024390243902439025,0.02564102564102564,17.982155113246396,0.5333333333333333,0.30303030303030304,,0.1673469387755102,0.031476997578692496,0.17218543046357615,0.06832298136645963,0.1684867394695788,0.041811846689895474,0.041666666666666664,0.027777777777777776,0.026845637583892617,0.07317073170731707,0.05263157894736842,0.13548387096774195,0.13855421686746988,0.22485207100591717,0.1794871794871795,0.14705882352941177,0.06741573033707865,0.6956521739130435,0.3474178403755869,0.7027027027027027,0.7647058823529411,0.5576923076923077,0.19248826291079812,0.36585365853658536,0.375,0.5333333333333333,0.18309859154929578,0.5128205128205128,0.5263157894736842,0.6,0.15492957746478872,0.6428571428571429,0.5555555555555556,0.2,0.42424242424242425,0.8571428571428571,0.09090909090909091,0.6244131455399061,0.5353704225352114,0.5538555555555555,0.5227333333333333,0.0752212389380531,0.10179640718562874,0.04152249134948097,0.2179930795847751,7.512337662337662,24.216949152542377,0.20015220700152206,15.0,26.0,,2.0,3.0,12.0,,1.0,2.0,27.0,,1.0,4.0,72.0,9.0,12.0,1.0,,,0.8888888888888888,0.4576271186440678,,0.6666666666666666,0.4576271186440678,0.01694915254237288,0.038461538461538464,,0.12206572769953052,0.5769230769230769,0.6,0.9333333333333333,0.36363636363636365,0.36363636363636365,0.8333333333333334,,0.07142857142857142,,,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.36363636363636365,,,,,,,1.0,,1.0,1.0,1.0,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,48968.0,816,19,1595,1612,414.0,275,158,3207,72.0,126.0,5.0,9.0,22.0,43.0,39.0,93.0,42.0,101.0,10.0,3.0,153.0,320.0,25.0,91.0,427.0,1767,10.0,20.0,8.0,28.0,39.0,85.0,6.0,47.0,131.0,106.0,200.0,,,10.0,16.0,109.0,45.0,154.0,32.0,13.0,56.0,18.0,35.0,353.0,1.0,5.0,,19.0,45.0,1.0,65.0,6.0,71.0,3.0,13.0,9.0,4.0,32.0,11.0,17.0,28.0,2.0,15.0,2.0,7.0,60.0,2.0,20.0,19.0,38.0,1.0,2.0,2.0,96.0,,,5.0,10.0,109.0,9.0,2.0,40.0,18.0,4.0,2.0,2.0,5.0,2.0,,,131.0,409.0,3.0,18.0,0.3464052287581699,0.3464052287581699,0.478125,0.5,0.4588235294117647,0.48695652173913045,0.45454545454545453,0.46153846153846156,0.5393401015228426,0.5384615384615384,0.5462184873949579,0.07246376811594203,0.05,0.09523809523809523,0.043010752688172046,,25.606316976875352,0.5333333333333333,0.02702702702702703,,0.0774526678141136,0.00984251968503937,0.1130952380952381,0.005555555555555556,0.08544726301735647,0.00872093023255814,0.006097560975609756,0.017857142857142856,0.005681818181818182,,0.015151515151515152,0.032432432432432434,0.0625,0.12727272727272726,0.0967741935483871,0.1590909090909091,0.01818181818181818,0.4,0.3652173913043478,0.5714285714285714,0.631578947368421,0.375,0.26956521739130435,0.41935483870967744,0.43820224719101125,0.358974358974359,0.2927536231884058,0.4158415841584158,0.4158415841584158,0.2857142857142857,0.028985507246376812,0.4090909090909091,0.5555555555555556,0.2,0.4725274725274725,0.5116279069767442,0.03296703296703297,0.43768115942028984,0.48958275362318837,0.49835294117647055,0.49751208791208806,0.10638297872340426,0.11396011396011396,0.06557377049180328,0.30679156908665106,8.707812500000001,23.848000000000003,0.25956112852664576,7.0,15.0,1.0,1.0,3.0,3.0,,1.0,1.0,10.0,,2.0,2.0,27.0,3.0,3.0,,1.0,,0.9,0.4,,0.3333333333333333,0.4,,,,0.043478260869565216,0.4666666666666667,0.4666666666666667,1.0,0.3,0.3,0.6666666666666666,0.045454545454545456,0.045454545454545456,,,0.03296703296703297,0.3333333333333333,0.3333333333333333,0.3,,,,,,,,,1.0,1.0,,,True
201948,1610612759,Austin Daye,Austin Daye,201948,SAS,2530.0,42,17,81,83,11.0,31,8,164,1.0,2.0,,,,,,2.0,,1.0,10.0,,1.0,5.0,12.0,,23.0,86,,,,,,1.0,,,,2.0,,,,10.0,1.0,3.0,,3.0,,,3.0,,,6.0,,,,4.0,3.0,2.0,9.0,,9.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,2.0,3.0,,,,1.0,,1.0,,,,,,,,3.0,1.0,1.0,3.0,3.0,,,,11.0,,,1.0,1.0,0.2,,,0.6764705882352942,,,0.6764705882352942,,,0.7058823529411765,0.2,0.5,,,19.78021978021978,1.0,0.6666666666666666,,0.1111111111111111,,0.25,,0.16279069767441862,,,,,,,0.08333333333333333,0.15384615384615385,,0.25,0.25,,1.0,0.11764705882352941,0.5,1.0,1.0,0.11764705882352941,,,,0.058823529411764705,,,,0.5882352941176471,,,,,,,0.8235294117647058,0.49888823529411763,,0.2909,,,,,7.780000000000001,24.858333333333334,0.13580246913580246,,2.0,1.0,,,7.0,,,,7.0,,1.0,,21.0,,7.0,,,,1.0,0.5833333333333334,,,0.5833333333333334,,,,0.11764705882352941,,,,0.7,0.7,1.0,1.0,,,,,,,0.7,,,,,,,1.0,,,,,,True
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,28831.0,481,25,932,958,205.0,279,83,1890,27.0,45.0,4.0,6.0,9.0,15.0,10.0,31.0,23.0,43.0,8.0,3.0,60.0,119.0,19.0,26.0,173.0,1021,5.0,9.0,,10.0,17.0,29.0,5.0,9.0,46.0,48.0,72.0,8.0,1.0,7.0,10.0,45.0,22.0,67.0,20.0,2.0,15.0,11.0,19.0,156.0,3.0,9.0,1.0,11.0,26.0,2.0,39.0,13.0,52.0,4.0,19.0,13.0,6.0,11.0,6.0,9.0,12.0,,2.0,1.0,1.0,23.0,2.0,7.0,28.0,49.0,,1.0,2.0,33.0,1.0,,1.0,1.0,36.0,4.0,,16.0,4.0,7.0,3.0,3.0,7.0,4.0,,,46.0,202.0,3.0,3.0,0.4,0.42857142857142855,0.5042016806722689,0.5555555555555556,0.5862068965517241,0.532608695652174,0.45454545454545453,0.5441176470588235,0.5616883116883117,0.45454545454545453,0.5609756097560976,0.13768115942028986,0.08403361344537816,0.15555555555555556,0.0967741935483871,,17.153996101364523,0.4782608695652174,0.09090909090909091,0.045454545454545456,0.07878787878787878,0.03296703296703297,0.09166666666666666,0.02727272727272727,0.08222222222222222,0.031331592689295036,0.05333333333333334,0.031914893617021274,0.019230769230769232,0.024096385542168676,0.037037037037037035,0.09090909090909091,0.06086956521739131,0.08571428571428572,0.09090909090909091,0.09375,0.06896551724137931,0.5714285714285714,0.32608695652173914,0.6,0.7105263157894737,0.5185185185185185,0.2246376811594203,0.3225806451612903,0.35714285714285715,0.1,0.3115942028985507,0.5348837209302325,0.5348837209302325,0.391304347826087,0.057971014492753624,0.5454545454545454,0.6666666666666666,,0.4411764705882353,0.6,0.08823529411764706,0.463768115942029,0.49281131386861315,0.5429818181818182,0.5113333333333333,0.10666666666666667,0.12213740458015267,0.057803468208092484,0.2658959537572254,9.177310924369745,25.16842105263158,0.21995708154506438,7.0,11.0,1.0,1.0,2.0,2.0,,1.0,,9.0,,2.0,1.0,27.0,,2.0,,3.0,,1.0,0.47368421052631576,,0.2,0.5,,,,0.07971014492753623,0.6363636363636364,0.6363636363636364,1.0,0.25,0.25,1.0,0.09090909090909091,0.09090909090909091,,,0.058823529411764705,0.5,,0.2857142857142857,,,,,,,1.0,,,,1.0,,True
201965,1610612759,Jeff Ayres,Jeff Ayres,201965,SAS,31619.0,527,70,1043,1050,242.0,257,110,2093,56.0,76.0,13.0,19.0,13.0,16.0,7.0,15.0,1.0,9.0,,,64.0,100.0,,18.0,146.0,1103,13.0,19.0,2.0,28.0,15.0,21.0,,2.0,32.0,102.0,26.0,22.0,,,11.0,24.0,11.0,35.0,8.0,3.0,12.0,4.0,8.0,81.0,9.0,45.0,1.0,21.0,62.0,8.0,91.0,55.0,146.0,4.0,6.0,2.0,4.0,23.0,,17.0,15.0,2.0,6.0,1.0,,38.0,4.0,9.0,45.0,83.0,2.0,8.0,9.0,41.0,6.0,9.0,4.0,1.0,26.0,1.0,,13.0,1.0,17.0,11.0,6.0,17.0,11.0,1.0,1.0,32.0,240.0,3.0,,0.796875,0.9622641509433962,0.64,0.6842105263157895,0.7142857142857143,0.64,0.6842105263157895,0.7142857142857143,0.6460176991150443,0.6666666666666666,0.6666666666666666,,0.11,0.11842105263157894,0.13333333333333333,,12.79863481228669,0.6052631578947368,0.3333333333333333,0.041666666666666664,0.15656565656565657,0.15734265734265734,0.1693548387096774,0.06,0.1596153846153846,0.12385321100917432,0.2,0.2,0.09009009009009009,0.07079646017699115,0.02702702702702703,0.12605042016806722,0.175,0.16560509554140126,0.18556701030927836,0.1111111111111111,0.16,0.6470588235294118,0.76,0.7368421052631579,0.835820895522388,0.8035714285714286,0.15,0.4666666666666667,0.5384615384615384,0.8571428571428571,0.09,0.1111111111111111,0.1111111111111111,,,1.0,0.6842105263157895,0.15384615384615385,0.7619047619047619,0.8125,,0.76,0.579423,0.585642105263158,0.5896714285714287,0.11607142857142858,0.11607142857142858,0.1917808219178082,0.2191780821917808,3.778,,0.23202301054650049,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
