EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Travels,BlockingFouls,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls Drawn,LongMidRangePctBlocked,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,on,SecondChanceCorner3FGM,HeaveAttempts,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedCorner3
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,17634.0,294,-2,577,576,126,110,47,1153,14.0,27,1.0,1.0,3.0,6.0,7.0,21.0,17.0,30.0,2.0,4.0,1.0,1.0,9.0,27.0,1.0,1.0,1.0,7.0,38,78,11.0,31.0,22.0,131,617,1.0,3.0,1.0,1.0,1.0,6.0,8.0,23.0,2.0,8.0,10.0,32.0,18.0,58.0,24.0,9.0,27.0,9.0,8.0,61.0,19.0,80.0,16.0,3.0,24.0,13.0,24.0,179.0,9.0,17.0,26.0,26,6.0,2.0,4.0,18.0,5.0,10.0,11.0,2.0,8.0,29.0,2.0,4.0,8.0,22.0,2.0,1.0,1.0,20.0,1.0,1.0,28.0,3.0,3.0,10.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,32.0,126,4.0,3.0,0.23684210526315788,0.23684210526315788,0.7272727272727273,0.3548387096774194,1.0,0.25,0.3548387096774194,0.48717948717948717,0.3333333333333333,0.34782608695652173,0.5,0.625,0.3548387096774194,0.5333333333333333,0.6,0.42857142857142855,0.28440366972477066,0.10256410256410256,0.1111111111111111,0.23809523809523808,23.46456692913386,0.6206896551724138,0.07589285714285714,0.12162162162162163,0.087248322147651,0.08955223880597014,0.0821917808219178,0.05952380952380952,0.07017543859649122,0.29411764705882354,0.6666666666666666,0.24770642201834864,0.5185185185185185,0.5833333333333334,0.21428571428571427,0.1926605504587156,0.3333333333333333,0.4375,0.27522935779816515,0.5666666666666667,0.5666666666666667,0.35294117647058826,0.03669724770642202,0.5,0.5,1.0,0.24770642201834864,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,1.0,0.25,1.0,1.0,0.1935483870967742,0.5,0.03225806451612903,1.0,0.22580645161290322,0.14285714285714285,0.5321100917431193,0.3333333333333333,0.48146926605504586,0.43842499999999995,0.45041935483870965,0.08620689655172414,0.11764705882352941,0.04580152671755725,0.24427480916030533,9.8974358974359,25.183870967741935,0.21837088388214904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,10974.0,183,9,357,361,91,89,46,718,12.0,28,4.0,11.0,5.0,11.0,5.0,15.0,5.0,22.0,1.0,2.0,,,1.0,4.0,,,1.0,2.0,22,65,2.0,6.0,5.0,55,362,6.0,16.0,,,2.0,14.0,8.0,23.0,1.0,2.0,2.0,21.0,24.0,20.0,6.0,,4.0,1.0,4.0,7.0,4.0,11.0,3.0,1.0,4.0,3.0,,26.0,6.0,34.0,45.0,61,8.0,6.0,2.0,7.0,1.0,2.0,10.0,,5.0,17.0,1.0,3.0,9.0,21.0,,2.0,2.0,18.0,,1.0,14.0,,,6.0,1.0,2.0,1.0,,1.0,2.0,1.0,21.0,91,1.0,1.0,0.5454545454545454,0.631578947368421,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.3384615384615385,0.375,0.34782608695652173,0.352112676056338,0.375,0.38,0.3525641025641026,0.4117647058823529,0.375,0.08450704225352113,0.06153846153846154,0.10714285714285714,0.06666666666666667,22.946859903381643,0.4117647058823529,0.2556390977443609,0.13636363636363635,0.22598870056497175,0.3488372093023256,0.2549019607843137,0.15384615384615385,0.1111111111111111,0.17647058823529413,0.5,0.39436619718309857,0.42857142857142855,0.48,0.5,0.2112676056338028,0.3333333333333333,0.35714285714285715,0.30985915492957744,0.22727272727272727,0.22727272727272727,1.0,0.028169014084507043,0.5,0.5,1.0,0.056338028169014086,0.25,0.25,1.0,0.6875,0.36363636363636365,,,,0.44,0.45454545454545453,,,0.08,0.5,0.4788732394366197,0.25,0.47722323943661976,0.5093357142857143,0.463016,0.07792207792207792,0.08450704225352113,0.2545454545454545,0.38181818181818183,9.22923076923077,24.733333333333334,0.2549019607843137,6.0,4.0,12.0,5.0,16.0,5.0,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0916030534351145,0.0975609756097561,0.09302325581395349,0.12,0.045454545454545456,0.10810810810810811,0.07142857142857142,0.15384615384615385,0.12195121951219512,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,15501.0,258,-19,478,482,115,114,52,960,11.0,14,1.0,1.0,,2.0,,2.0,4.0,11.0,3.0,16.0,1.0,2.0,9.0,22.0,2.0,4.0,1.0,6.0,15,27,12.0,38.0,8.0,74,530,2.0,2.0,2.0,5.0,2.0,12.0,1.0,4.0,2.0,8.0,6.0,14.0,22.0,8.0,36.0,,22.0,9.0,,12.0,1.0,13.0,,1.0,6.0,,6.0,27.0,10.0,15.0,25.0,30,4.0,1.0,3.0,5.0,,3.0,3.0,1.0,2.0,8.0,1.0,2.0,7.0,21.0,1.0,2.0,,16.0,3.0,,11.0,,,2.0,3.0,2.0,1.0,,1.0,2.0,1.0,14.0,115,3.0,3.0,0.7333333333333333,0.8461538461538461,1.0,0.3157894736842105,0.4,0.25,0.3157894736842105,0.5555555555555556,1.0,0.25,0.5076923076923077,0.7142857142857143,0.3333333333333333,0.5285714285714286,0.75,0.4666666666666667,0.5846153846153846,,,,14.471243042671615,0.625,0.08571428571428572,0.15151515151515152,0.1037344398340249,0.04477611940298507,0.11290322580645161,0.10869565217391304,0.13333333333333333,0.19047619047619047,0.5,0.2153846153846154,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.03076923076923077,,,0.16923076923076924,0.36363636363636365,0.36363636363636365,0.75,0.24615384615384617,0.1875,0.2,1.0,0.3384615384615385,0.4090909090909091,0.4090909090909091,1.0,0.14285714285714285,1.0,0.5714285714285714,0.5,1.0,0.16666666666666666,,0.16666666666666666,0.5,0.5,0.16666666666666666,0.8,0.4090909090909091,0.5323946153846152,0.5357166666666666,0.4596833333333333,0.04477611940298507,0.06896551724137931,0.16216216216216217,0.1891891891891892,8.41851851851852,24.56315789473684,0.2405857740585774,4.0,1.0,4.0,,5.0,,1.0,,2.0,,,,0.025974025974025976,0.016666666666666666,0.02336448598130841,0.02127659574468085,0.03773584905660377,0.018518518518518517,,0.047619047619047616,,,1.0,1.0,1.0,1.0,0.02631578947368421,0.0625,0.14285714285714285,0.02631578947368421,,,,,,,,,,True,,,,,,,
1718,1610612751,Paul Pierce,Paul Pierce,1718,BKN,16650.0,278,19,550,551,110,124,42,1101,18.0,22,1.0,3.0,1.0,2.0,3.0,6.0,5.0,16.0,1.0,5.0,1.0,2.0,11.0,25.0,1.0,1.0,1.0,3.0,26,44,12.0,30.0,32.0,120,546,1.0,4.0,1.0,1.0,2.0,7.0,1.0,5.0,2.0,5.0,14.0,22.0,30.0,22.0,36.0,,25.0,11.0,2.0,20.0,6.0,26.0,4.0,2.0,12.0,3.0,5.0,58.0,15.0,41.0,62.0,66,10.0,5.0,5.0,11.0,3.0,6.0,10.0,1.0,5.0,21.0,1.0,3.0,8.0,19.0,,1.0,3.0,27.0,2.0,1.0,37.0,3.0,3.0,14.0,3.0,1.0,1.0,,,1.0,1.0,22.0,110,3.0,3.0,0.5769230769230769,0.5769230769230769,1.0,0.4,1.0,0.4,0.4,0.5909090909090909,0.25,0.2,0.5945945945945946,0.5,0.4,0.6573033707865169,0.5833333333333334,0.625,0.40540540540540543,0.045454545454545456,0.045454545454545456,,18.211920529801326,0.5238095238095238,0.19523809523809524,0.20833333333333334,0.19858156028368795,0.1323529411764706,0.21212121212121213,0.23684210526315788,0.2033898305084746,0.23076923076923078,1.0,0.2972972972972973,0.8181818181818182,0.8571428571428571,0.5555555555555556,0.08108108108108109,0.5,0.5,0.21621621621621623,0.3125,0.3333333333333333,1.0,0.06756756756756757,0.2,0.2,1.0,0.33783783783783783,0.44,0.44,1.0,0.6,0.3333333333333333,0.2,1.0,1.0,0.2,0.5,0.2,0.5,0.3,0.3333333333333333,0.7027027027027027,0.44,0.513854054054054,0.500625,0.464835,0.1744186046511628,0.2545454545454545,0.058333333333333334,0.18333333333333332,8.772727272727273,25.083333333333332,0.2,,3.0,1.0,6.0,4.0,1.0,2.0,,1.0,,,0.2608695652173913,0.0055248618784530384,0.04477611940298507,0.016129032258064516,0.02040816326530612,,,0.023255813953488372,0.08333333333333333,0.029411764705882353,,,,,1.0,,,,0.03225806451612903,1.0,2.0,0.0625,,,,,,,True,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,32007.0,533,-21,1018,1021,241,235,101,2039,58.0,91,13.0,28.0,14.0,23.0,46.0,86.0,25.0,51.0,,1.0,,1.0,,,,,,,129,228,,1.0,94.0,352,1088,17.0,37.0,,,7.0,41.0,27.0,46.0,,1.0,26.0,80.0,156.0,102.0,,,,,13.0,7.0,9.0,16.0,5.0,4.0,4.0,1.0,2.0,41.0,17.0,38.0,63.0,102,9.0,7.0,2.0,12.0,1.0,5.0,16.0,,7.0,28.0,4.0,8.0,26.0,52.0,2.0,4.0,9.0,87.0,1.0,2.0,115.0,13.0,,56.0,8.0,30.0,19.0,1.0,10.0,30.0,22.0,80.0,241,2.0,7.0,0.6046511627906976,0.6666666666666666,,,,,,0.5657894736842105,0.4594594594594595,0.5869565217391305,0.5633187772925764,0.4594594594594595,0.574468085106383,0.6285714285714286,0.5,0.6557377049180327,0.004366812227074236,0.05701754385964912,0.08791208791208792,0.05813953488372093,26.929824561403507,0.42857142857142855,0.10026385224274406,0.1297709923664122,0.10784313725490197,0.11290322580645161,0.10655737704918032,0.08270676691729323,0.14583333333333334,0.08571428571428572,0.7333333333333333,0.39737991266375544,0.6373626373626373,0.6987951807228916,0.6551724137931034,0.37554585152838427,0.5348837209302325,0.5679012345679012,0.22270742358078602,0.49019607843137253,0.49019607843137253,0.8,0.004366812227074236,,,,,,,,0.7567567567567568,0.4642857142857143,,,,0.48936170212765956,0.6086956521739131,0.02127659574468085,,,,0.4017467248908297,,0.46518275109170304,0.5145636363636364,0.487145744680851,0.20588235294117646,0.2066420664206642,0.11647727272727272,0.22727272727272727,7.715350877192984,23.1,0.23673870333988212,24.0,5.0,32.0,8.0,39.0,7.0,4.0,1.0,3.0,,,0.21052631578947367,0.0935672514619883,0.04201680672268908,0.08026030368763558,0.11650485436893204,0.125,0.04201680672268908,0.037037037037037035,0.05263157894736842,0.08139534883720931,0.43478260869565216,,,,,,,,,,1.0,,2.0,7.0,0.07407407407407407,0.07692307692307693,,,True,,,,,,,
1891,1610612751,Jason Terry,Jason Terry,1891,BKN,3259.0,54,-12,108,110,36,30,14,218,,1,,,,,1.0,2.0,1.0,1.0,2.0,5.0,,1.0,2.0,5.0,,,,2.0,2,4,4.0,10.0,,16,128,,,,,,,1.0,1.0,,3.0,,2.0,,4.0,12.0,,5.0,2.0,1.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,,3.0,3.0,3,,,,4.0,,3.0,1.0,,1.0,5.0,1.0,3.0,,5.0,,,1.0,2.0,1.0,,,,,,,,,,,,,2.0,36,,,,,1.0,0.4,,,0.4,0.5,,1.0,0.5714285714285714,,0.25,0.5714285714285714,,0.25,0.7142857142857143,0.25,1.0,,15.702479338842975,0.8,0.07142857142857142,,0.05357142857142857,,,0.2,,,,0.07142857142857142,,,,0.14285714285714285,0.5,0.5,0.07142857142857142,1.0,1.0,,0.35714285714285715,0.4,0.4,1.0,0.35714285714285715,0.4,0.4,1.0,,,,,,,,0.25,,0.5,,0.7857142857142857,0.4,0.4667821428571428,,0.36835,,,,0.125,9.5,25.19,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,5230.0,87,4,167,168,33,44,15,335,,6,,4.0,,2.0,2.0,4.0,,,2.0,3.0,,,5.0,16.0,,1.0,,3.0,2,10,7.0,19.0,1.0,26,189,,4.0,,1.0,,,,2.0,,3.0,1.0,1.0,,4.0,21.0,,16.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,5.0,13.0,18.0,23,1.0,1.0,,2.0,,2.0,1.0,,,3.0,,2.0,3.0,11.0,,,1.0,3.0,,,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,33,3.0,,,,1.0,0.3684210526315789,,,0.3684210526315789,0.2,,,0.43103448275862066,,,0.43333333333333335,,0.08333333333333333,0.6551724137931034,0.2,0.16666666666666666,0.25,17.741935483870968,0.6666666666666666,0.22413793103448276,0.21739130434782608,0.2222222222222222,0.3333333333333333,,0.18181818181818182,0.26666666666666666,0.125,1.0,0.20689655172413793,,,,0.13793103448275862,0.5,0.6666666666666666,,,,,0.10344827586206896,0.6666666666666666,0.6666666666666666,1.0,0.5517241379310345,0.3125,0.3125,1.0,0.8,,0.2,,,0.4,,,,0.6,,0.8620689655172413,0.3125,0.529051724137931,0.5068166666666666,0.56007,0.03333333333333333,0.09090909090909091,,0.038461538461538464,3.7399999999999998,25.205263157894734,0.19760479041916168,,2.0,1.0,,5.0,1.0,,1.0,1.0,,,,0.022727272727272728,0.08,0.043478260869565216,0.047619047619047616,,,0.1111111111111111,,0.05555555555555555,,,,,,,,,,,,,2.0,,0.4,,,,True,,,,,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,25762.0,429,-27,814,811,188,191,78,1625,14.0,18,4.0,6.0,3.0,5.0,22.0,44.0,12.0,30.0,7.0,20.0,3.0,7.0,8.0,28.0,1.0,1.0,2.0,11.0,48,92,15.0,48.0,15.0,156,870,4.0,7.0,1.0,1.0,2.0,13.0,8.0,21.0,5.0,18.0,5.0,36.0,30.0,66.0,45.0,,28.0,8.0,3.0,23.0,7.0,30.0,3.0,4.0,8.0,6.0,9.0,67.0,11.0,20.0,33.0,40,10.0,7.0,3.0,6.0,1.0,4.0,7.0,1.0,2.0,13.0,,5.0,9.0,28.0,,2.0,3.0,17.0,,1.0,21.0,1.0,2.0,9.0,1.0,2.0,2.0,,,2.0,,36.0,188,4.0,1.0,0.3125,0.3333333333333333,1.0,0.3125,1.0,0.2777777777777778,0.3125,0.5217391304347826,0.5714285714285714,0.38095238095238093,0.5035714285714286,0.6875,0.3974358974358974,0.5167785234899329,0.7222222222222222,0.4186046511627907,0.34285714285714286,0.03260869565217391,0.16666666666666666,,17.78265642151482,0.46153846153846156,0.06578947368421052,0.10679611650485436,0.07616707616707617,0.042105263157894736,0.03225806451612903,0.11206896551724138,0.13157894736842105,0.037037037037037035,,0.12857142857142856,0.7777777777777778,0.9333333333333333,0.42857142857142855,0.3142857142857143,0.5,0.5,0.21428571428571427,0.4,0.4,0.16666666666666666,0.14285714285714285,0.35,0.35,1.0,0.2,0.2857142857142857,0.2857142857142857,1.0,0.75,0.6666666666666666,0.125,1.0,1.0,0.1282051282051282,0.6,0.1794871794871795,0.42857142857142855,0.28205128205128205,0.18181818181818182,0.4714285714285714,0.2857142857142857,0.48622625899280564,0.57825,0.4979026315789474,0.060810810810810814,0.09,0.08333333333333333,0.23076923076923078,10.57717391304348,25.00833333333334,0.23095823095823095,6.0,2.0,5.0,2.0,7.0,2.0,,,1.0,,,0.06060606060606061,0.017543859649122806,0.02197802197802198,0.018617021276595744,0.025,0.018867924528301886,0.010101010101010102,0.015625,0.037037037037037035,0.027777777777777776,0.3181818181818182,,,,,,,,,,,,,,,0.25,,,True,,,,,,,
2733,1610612751,Shaun Livingston,Shaun Livingston,2733,BKN,10444.0,174,13,313,313,82,93,39,626,7.0,13,,2.0,2.0,5.0,4.0,11.0,1.0,5.0,,,,,,1.0,,,,1.0,12,29,,1.0,8.0,32,324,1.0,4.0,,,2.0,4.0,3.0,9.0,,1.0,3.0,9.0,4.0,20.0,,,1.0,,2.0,19.0,6.0,25.0,4.0,2.0,11.0,3.0,5.0,56.0,4.0,7.0,12.0,17,7.0,6.0,1.0,4.0,,2.0,1.0,,2.0,5.0,,1.0,2.0,5.0,,,,9.0,1.0,,9.0,1.0,,3.0,2.0,4.0,1.0,1.0,2.0,5.0,3.0,9.0,82,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,0.41379310344827586,0.25,0.3333333333333333,0.4,0.25,0.3,0.47058823529411764,0.4,0.4090909090909091,0.03333333333333333,0.06896551724137931,0.15384615384615385,,10.92436974789916,0.8,0.0625,0.08888888888888889,0.07006369426751592,0.03225806451612903,0.023255813953488372,0.13157894736842105,0.10344827586206896,0.0625,0.6,0.43333333333333335,0.5384615384615384,0.6363636363636364,0.2857142857142857,0.36666666666666664,0.36363636363636365,0.36363636363636365,0.16666666666666666,0.2,0.2,,,,,,0.03333333333333333,,,,0.5,,,,,0.5,0.4,,,0.1,,0.4666666666666667,,0.4640699999999999,0.588,0.47245,0.09375,0.0967741935483871,0.125,0.28125,7.637931034482759,33.5,0.26198083067092653,,1.0,3.0,1.0,5.0,1.0,,,,,,0.09090909090909091,0.02702702702702703,0.034482758620689655,0.02857142857142857,0.03125,,0.045454545454545456,0.045454545454545456,,0.06666666666666667,,,,,,,,,,,,,1.0,,0.1111111111111111,,1.0,1.0,True,,,,,,,
1905,1610612751,Andrei Kirilenko,Andrei Kirilenko,1905,BKN,846.0,14,-4,28,29,12,2,6,57,1.0,2,,,,,,,,,,,,,,,,,,,1,2,,,3.0,5,35,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,,2,1.0,1.0,,,,,,,,,,,1.0,3.0,,1.0,,3.0,,,4.0,,,1.0,1.0,,,,,,,2.0,12,,1.0,1.0,1.0,,,,,,0.5,,,0.5,,,0.625,1.0,1.0,,,,,12.121212121212121,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.49785,,,0.3333333333333333,0.3333333333333333,0.4,0.4,2.2,,0.42857142857142855,,,2.0,,2.0,,,,1.0,,,,0.18181818181818182,,0.16666666666666666,,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
