EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Clear Path Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Corner3PctBlocked,BlockedLongMidRange,OffensiveGoaltends,DefensiveGoaltends,on
101131,1610612753,Jason Maxiell,Jason Maxiell,101131,ORL,6608.0,110,-33,210,203,22,31,34,413,2,7,1.0,2.0,1.0,5,9,4.0,7,20,1,15,223,1.0,3.0,2.0,1,8,6,2.0,2.0,4.0,4.0,3.0,1.0,8.0,3.0,6.0,10,1.0,11,9.0,20,4.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,4,11,1.0,3.0,8,3.0,1.0,1.0,6,3,5.0,4.0,1.0,5.0,5.0,22,1.0,0.5714285714285714,0.6666666666666666,0.35,0.3333333333333333,0.35,0.3333333333333333,0.32608695652173914,0.25,0.1,0.14285714285714285,0.1111111111111111,11.336032388663966,0.2,0.25,0.14925373134328357,0.06818181818181818,0.07317073170731707,0.10309278350515463,0.06976744186046512,0.13793103448275862,0.05405405405405406,0.03571428571428571,0.15384615384615385,0.23529411764705882,0.15,0.1,1.0,0.35,0.2857142857142857,0.3333333333333333,0.5,0.45,0.5555555555555556,0.625,0.6,0.2,0.6666666666666666,0.5,1.0,0.35,0.46943,0.493,0.3835,0.13043478260869565,0.13043478260869565,0.13333333333333333,7.034999999999999,0.10476190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201167,1610612753,Arron Afflalo,Arron Afflalo,201167,ORL,63735.0,1062,-183,2062,2046,503,516,222,4108,31,60,2.0,6.0,17.0,30,70,157.0,130,287,114,536,2287,9.0,22.0,40.0,63,154,106,2.0,22.0,59.0,86.0,27.0,20.0,199.0,5.0,7.0,49,1.0,81,12.0,93,10.0,8.0,2.0,31.0,29.0,11.0,8.0,60.0,3.0,17.0,28,60,3.0,4.0,105,1.0,7.0,3.0,144,54,1.0,1.0,,1.0,,497,7.0,0.5923076923076923,0.5968992248062015,0.4529616724738676,0.4090909090909091,0.5222772277227723,0.4852941176470588,0.5755939524838013,0.5128205128205128,0.07665505226480836,0.21666666666666667,0.07142857142857142,22.6308957161402,0.5166666666666667,0.015873015873015872,0.07550077041602465,0.009668508287292817,0.018726591760299626,0.08376963350785341,0.012108980827447022,0.018957345971563982,0.006514657980456026,0.02577319587628866,,0.022598870056497175,0.057803468208092484,0.11705685618729098,,0.1485148514851485,0.5166666666666667,0.6595744680851063,0.7419354838709677,0.17326732673267325,0.42857142857142855,0.46153846153846156,0.26666666666666666,0.3886138613861386,0.17647058823529413,0.3333333333333333,0.19101123595505617,0.4381188118811881,0.4659130272952855,0.49265,0.44551910112359544,0.1368653421633554,0.16363636363636364,0.07462686567164178,12.891289198606271,0.24393792434529582,9.0,69.0,17.0,31.0,3.0,5.0,3.0,6.0,37.0,86.0,2.0,7.0,7.0,20.0,54.0,117.0,5.0,12.0,7.0,33.0,10.0,26.0,37.0,133.0,138.0,24.0,86.0,37.0,1.0,27.0,22.0,5.0,12.0,31.0,3.0,5.0,20.0,5.0,3.0,2.0,4.0,1.0,1.0,11.0,2.0,7.0,8.0,10.0,1.0,130.0,8.0,0.8518518518518519,0.46153846153846156,0.4166666666666667,0.38461538461538464,0.46153846153846156,0.5238095238095238,0.5393258426966292,0.6111111111111112,0.2896039603960396,0.008547008547008548,0.025477707006369428,0.011627906976744186,0.10130718954248366,0.0048543689320388345,0.1134453781512605,0.058823529411764705,0.015544041450777202,0.4394904458598726,0.45098039215686275,0.6666666666666666,0.07673267326732673,0.5483870967741935,0.5483870967741935,0.9411764705882353,0.21287128712871287,0.43023255813953487,0.43529411764705883,0.8108108108108109,1.0,0.14705882352941177,0.6,1.0,0.20588235294117646,0.2857142857142857,1.0,0.5294117647058824,0.06741573033707865,0.5,0.2247191011235955,0.35,0.43023255813953487,0.06504065040650407,0.24813432835820895,25.031623931623937,,,,,,,,,,,,True
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,45677.0,761,-101,1443,1433,312,237,151,2876,50,84,13.0,17.0,16.0,19,59,129.0,131,272,38,306,1587,17.0,28.0,42.0,45,190,72,16.0,23.0,26.0,30.0,15.0,8.0,64.0,16.0,31.0,62,7.0,100,49.0,149,25.0,13.0,12.0,16.0,14.0,7.0,2.0,30.0,5.0,7.0,23,57,6.0,5.0,61,8.0,3.0,1.0,53,28,10.0,6.0,4.0,10.0,6.0,310,3.0,0.7251908396946565,0.7723577235772358,0.48161764705882354,0.6071428571428571,0.4785714285714286,0.6071428571428571,0.5066225165562914,0.6363636363636364,0.08455882352941177,0.17857142857142858,0.11864406779661017,20.519159456118665,0.5333333333333333,0.23333333333333334,0.12943632567849686,0.06019417475728155,0.07960199004975124,0.1332378223495702,0.06564245810055866,0.06172839506172839,0.05238095238095238,0.07092198581560284,0.1,0.1360544217687075,0.1349206349206349,0.12135922330097088,0.6,0.3,0.5952380952380952,0.7246376811594203,0.7,0.21071428571428572,0.3220338983050847,0.36538461538461536,0.3157894736842105,0.4607142857142857,0.6071428571428571,0.7647058823529411,0.3018867924528302,0.32857142857142857,0.4489335125448028,0.5219458333333332,0.439189423076923,0.09364548494983277,0.09621993127147767,0.13725490196078433,10.929779411764706,0.21621621621621623,10.0,62.0,,,,,,,2.0,8.0,,,2.0,8.0,2.0,8.0,,,8.0,27.0,2.0,8.0,8.0,68.0,6.0,,7.0,2.0,1.0,4.0,2.0,2.0,3.0,31.0,8.0,4.0,9.0,1.0,,1.0,2.0,,8.0,9.0,,,,3.0,,68.0,3.0,1.0,0.25,,0.25,0.2857142857142857,0.6,0.5660377358490566,0.5964912280701754,0.02857142857142857,0.125,0.007751937984496124,0.125,0.1415525114155251,0.06993006993006994,0.13450292397660818,0.16666666666666666,0.06779661016949153,0.4806201550387597,0.484375,0.8709677419354839,,,,,0.02857142857142857,0.25,0.2857142857142857,1.0,0.23076923076923078,,,,,,,0.625,,,0.1509433962264151,0.25,0.2857142857142857,,0.2222222222222222,31.725,1.0,2.0,0.05714285714285714,,,,,,,,,True
202699,1610612753,Tobias Harris,Tobias Harris,202699,ORL,110974.0,1850,-231,3583,3583,830,902,407,7166,160,233,37.0,62.0,47.0,60,167,190.0,300,590,197,893,3922,42.0,81.0,114.0,111,342,258,60.0,52.0,55.0,82.0,28.0,22.0,191.0,16.0,72.0,219,33.0,336,88.0,424,41.0,26.0,15.0,35.0,43.0,22.0,1.0,78.0,10.0,17.0,68,143,6.0,10.0,159,9.0,4.0,5.0,244,117,22.0,12.0,10.0,24.0,13.0,824,14.0,0.57,0.6333333333333333,0.5084745762711864,0.5185185185185185,0.4860335195530726,0.5056179775280899,0.5439024390243903,0.5480769230769231,0.08813559322033898,0.14163090128755365,0.10179640718562874,22.183794466403164,0.44871794871794873,0.308411214953271,0.19449378330373002,0.056559308719560095,0.03463203463203463,0.18308157099697886,0.050720461095100866,0.08142493638676845,0.03244274809160305,0.03313253012048193,0.038461538461538464,0.15160349854227406,0.23232323232323232,0.20164609053497942,0.5416666666666666,0.3254189944134078,0.6866952789699571,0.8,0.65625,0.23324022346368714,0.3592814371257485,0.4,0.3333333333333333,0.26536312849162014,0.6966292134831461,0.5967741935483871,0.3671875,0.5013966480446927,0.495236974789916,0.5179293333333334,0.48365748031496064,0.14643304130162704,0.1738484398216939,0.1276595744680851,8.765254237288138,0.23164945576332682,32.0,80.0,20.0,72.0,1.0,3.0,1.0,7.0,12.0,54.0,1.0,5.0,1.0,10.0,32.0,126.0,2.0,8.0,24.0,54.0,2.0,17.0,72.0,186.0,87.0,9.0,54.0,12.0,2.0,27.0,13.0,14.0,5.0,84.0,11.0,6.0,13.0,15.0,,,9.0,,,34.0,,2.0,,21.0,2.0,186.0,20.0,0.90625,0.25396825396825395,0.25,0.11764705882352941,0.25396825396825395,0.4864864864864865,0.4453125,0.5535714285714286,0.17597765363128492,0.015873015873015872,0.010526315789473684,,0.15879017013232513,0.06460674157303371,0.14043583535108958,0.22413793103448276,0.033846153846153845,0.42105263157894735,0.425531914893617,0.575,0.1005586592178771,0.2777777777777778,0.2857142857142857,1.0,0.07541899441340782,0.2222222222222222,0.2222222222222222,0.75,0.08108108108108109,0.033707865168539325,0.3333333333333333,1.0,0.056179775280898875,0.2,1.0,0.6808510638297872,0.0546875,0.14285714285714285,0.078125,0.1,0.2222222222222222,,0.20828667413213886,24.530952380952378,,,,2.0,1.0,1.0,1.0,0.027777777777777776,,,,True
203506,1610612753,Victor Oladipo,Victor Oladipo,203506,ORL,68851.0,1148,-96,2241,2240,541,599,248,4481,85,168,9.0,16.0,43.0,12,44,105.0,129,317,99,450,2395,11.0,20.0,29.0,72,54,204,8.0,36.0,137.0,174.0,66.0,50.0,385.0,6.0,17.0,81,4.0,126,24.0,150,61.0,43.0,18.0,66.0,41.0,26.0,3.0,107.0,7.0,31.0,41,90,3.0,1.0,118,2.0,8.0,6.0,123,58,15.0,14.0,,15.0,6.0,536,9.0,0.20930232558139536,0.216,0.4069400630914827,0.55,0.421875,0.44,0.4776595744680851,0.5178571428571429,0.11356466876971609,0.13095238095238096,0.2727272727272727,22.829964328180736,0.616822429906542,0.06666666666666667,0.11522048364153627,0.02125,0.022813688212927757,0.11641221374045801,0.021636876763875823,0.026615969581749048,0.01592356687898089,0.01990049751243781,0.03225806451612903,0.08849557522123894,0.09302325581395349,0.14754098360655737,0.4,0.40384615384615385,0.5059523809523809,0.5821917808219178,0.2823529411764706,0.10576923076923077,0.2727272727272727,0.375,0.08333333333333333,0.25240384615384615,0.64,0.5625,0.48314606741573035,0.6418269230769231,0.5177792978208231,0.542845,0.5222767441860465,0.12608695652173912,0.16066481994459833,0.06444444444444444,8.209779179810727,0.24141008478357875,21.0,32.0,4.0,14.0,,1.0,2.0,5.0,27.0,85.0,,4.0,,12.0,31.0,99.0,,5.0,7.0,30.0,2.0,17.0,29.0,95.0,75.0,18.0,83.0,27.0,,37.0,27.0,10.0,21.0,41.0,5.0,13.0,40.0,9.0,2.0,3.0,10.0,,,14.0,,1.0,,10.0,,93.0,7.0,0.8064516129032258,0.31313131313131315,,0.11764705882352941,0.31958762886597936,0.4166666666666667,0.3707865168539326,0.4398148148148148,0.23798076923076922,,0.01904761904761905,,0.11884057971014493,0.02242152466367713,0.11808118081180811,0.12162162162162163,0.02304147465437788,0.3047619047619048,0.3106796116504854,0.0625,0.03365384615384615,0.2857142857142857,0.2857142857142857,1.0,0.20432692307692307,0.3176470588235294,0.3176470588235294,0.7777777777777778,0.1111111111111111,0.04,,,0.16,,,0.4883720930232558,0.056179775280898875,0.4,0.1348314606741573,,0.3253012048192771,,0.2111111111111111,25.720202020202017,2.0,1.0,0.015384615384615385,,,,,,1.0,,,True
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,62905.0,1048,-202,2030,2019,471,481,218,4049,39,70,2.0,4.0,24.0,15,40,54.0,66,164,51,369,2315,6.0,14.0,29.0,46,42,90,2.0,16.0,195.0,252.0,92.0,76.0,561.0,3.0,10.0,56,3.0,88,13.0,101,25.0,16.0,9.0,44.0,28.0,14.0,7.0,72.0,4.0,19.0,25,72,6.0,1.0,68,1.0,10.0,4.0,58,19,2.0,,2.0,2.0,2.0,465,13.0,0.3181818181818182,0.3230769230769231,0.4024390243902439,0.42857142857142855,0.4542857142857143,0.48,0.48933333333333334,0.5370370370370371,0.0975609756097561,0.15714285714285714,0.075,19.61386573058359,0.6111111111111112,0.05172413793103448,0.08888888888888889,0.014858841010401188,0.009836065573770493,0.09259259259259259,0.013292433537832311,0.022321428571428572,0.010752688172043012,0.0091324200913242,0.011627906976744186,0.06593406593406594,0.054878048780487805,0.12323943661971831,1.0,0.2,0.5571428571428572,0.6610169491525424,0.41025641025641024,0.11428571428571428,0.375,0.40540540540540543,0.2,0.15428571428571428,0.16,0.5,0.23529411764705882,0.7314285714285714,0.49327752161383304,0.4461425,0.47192727272727275,0.057065217391304345,0.10555555555555556,0.07859078590785908,9.142682926829268,0.23201970443349754,15.0,12.0,4.0,17.0,,1.0,,5.0,58.0,169.0,4.0,10.0,14.0,51.0,62.0,186.0,4.0,11.0,5.0,18.0,14.0,56.0,24.0,102.0,81.0,105.0,168.0,58.0,,57.0,33.0,24.0,27.0,29.0,2.0,14.0,30.0,4.0,,1.0,,,1.0,3.0,,3.0,2.0,7.0,,98.0,4.0,0.43548387096774194,0.3333333333333333,0.36363636363636365,0.25,0.33513513513513515,0.391304347826087,0.38235294117647056,0.4434782608695652,0.5314285714285715,,0.037037037037037035,,0.10069444444444445,0.011764705882352941,0.08333333333333333,0.1527777777777778,0.010256410256410256,0.2222222222222222,0.23076923076923078,0.16666666666666666,0.04857142857142857,0.23529411764705882,0.23529411764705882,0.75,0.4828571428571429,0.3431952662721893,0.3431952662721893,0.41379310344827586,,0.04,,,0.4,0.4,0.25,0.625,0.049019607843137254,,0.5,0.27450980392156865,0.34523809523809523,0.010638297872340425,0.2764227642276423,25.792473118279563,1.0,,,,,,,,,,,True
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,44189.0,736,-59,1405,1403,264,261,175,2808,83,138,43.0,70.0,26.0,27,71,89.0,151,298,43,345,1533,46.0,78.0,98.0,57,188,114,76.0,18.0,28.0,38.0,14.0,10.0,86.0,17.0,67.0,104,18.0,173,85.0,258,21.0,14.0,7.0,12.0,22.0,4.0,5.0,34.0,,3.0,51,82,12.0,6.0,58,15.0,,,57,25,22.0,10.0,12.0,22.0,15.0,263,5.0,0.6225165562913907,0.831858407079646,0.5067114093959731,0.5897435897435898,0.5067114093959731,0.5897435897435898,0.5340557275541795,0.5975609756097561,0.06040268456375839,0.10144927536231885,0.056338028169014086,22.2568578553616,0.35294117647058826,0.42857142857142855,0.22174840085287847,0.12476722532588454,0.09883720930232558,0.22962962962962963,0.11847672778561354,0.1724137931034483,0.07373271889400922,0.09375,0.11363636363636363,0.23880597014925373,0.256198347107438,0.19158878504672897,0.6818181818181818,0.46308724832214765,0.6014492753623188,0.6693548387096774,0.43373493975903615,0.23825503355704697,0.38028169014084506,0.40298507462686567,0.7407407407407407,0.2986577181208054,0.8974358974358975,0.6142857142857143,0.45614035087719296,0.46308724832214765,0.48020469798657717,0.5624850746268657,0.47101754385964906,0.07911392405063292,0.07911392405063292,0.28405797101449276,8.063758389261748,0.1879003558718861,12.0,41.0,,,,,,,,,,,,,,,,,6.0,24.0,,,15.0,63.0,,,,,,10.0,9.0,1.0,4.0,51.0,7.0,3.0,8.0,,,2.0,,,,7.0,,,,7.0,2.0,63.0,7.0,,,,,,0.42105263157894735,0.42105263157894735,0.4846153846153846,,,,,0.24757281553398058,0.14383561643835616,0.2631578947368421,0.17142857142857143,0.05555555555555555,0.4606741573033708,0.4606741573033708,0.926829268292683,,,,,,,,,0.023255813953488372,,,,,,,0.46153846153846156,,,,,,,0.1826086956521739,,,1.0,0.02702702702702703,,,,7.0,,,1.0,,True
202734,1610612753,E'Twaun Moore,E'Twaun Moore,202734,ORL,36841.0,614,-115,1203,1213,280,361,138,2416,22,42,1.0,3.0,12.0,13,36,35.0,52,113,22,189,1316,3.0,10.0,18.0,31,54,50,4.0,10.0,38.0,44.0,22.0,10.0,94.0,3.0,11.0,22,3.0,36,14.0,50,26.0,18.0,8.0,15.0,8.0,6.0,3.0,23.0,,6.0,29,50,,,20,,1.0,,31,12,6.0,3.0,3.0,6.0,1.0,279,4.0,0.5192307692307693,0.54,0.46017699115044247,0.3,0.4664804469273743,0.4411764705882353,0.48704663212435234,0.47368421052631576,0.08849557522123894,0.16666666666666666,0.08333333333333333,15.859030837004406,0.6521739130434783,0.07317073170731707,0.06111111111111111,0.02522935779816514,0.02158273381294964,0.062264150943396226,0.02434782608695652,0.04,0.01675977653631285,0.020202020202020204,0.025,0.061946902654867256,0.050505050505050504,0.06756756756756757,0.16666666666666666,0.2346368715083799,0.5238095238095238,0.6285714285714286,0.5909090909090909,0.2011173184357542,0.3611111111111111,0.3939393939393939,0.5384615384615384,0.19553072625698323,0.17647058823529413,0.3333333333333333,0.23529411764705882,0.6033519553072626,0.49596292134831454,0.4990607142857143,0.4787186274509804,0.06349206349206349,0.0975609756097561,0.09523809523809523,9.258407079646018,0.23275145469659186,8.0,17.0,4.0,16.0,1.0,3.0,1.0,4.0,17.0,50.0,2.0,4.0,6.0,16.0,21.0,66.0,3.0,7.0,3.0,10.0,7.0,20.0,7.0,48.0,60.0,3.0,49.0,17.0,1.0,6.0,4.0,2.0,6.0,11.0,3.0,2.0,9.0,2.0,1.0,,,,,2.0,,1.0,,4.0,,48.0,3.0,0.9523809523809523,0.3181818181818182,0.42857142857142855,0.35,0.3230769230769231,0.3225806451612903,0.4019607843137255,0.42857142857142855,0.3687150837988827,0.015151515151515152,,,0.06470588235294118,0.022727272727272728,0.07857142857142857,,0.03296703296703297,0.4857142857142857,0.4857142857142857,0.4117647058823529,0.0893854748603352,0.25,0.26666666666666666,1.0,0.27932960893854747,0.34,0.34,0.9411764705882353,,0.17647058823529413,0.3333333333333333,1.0,0.23529411764705882,0.5,1.0,0.6666666666666666,0.0784313725490196,0.25,0.3137254901960784,0.375,0.3469387755102041,,0.25396825396825395,25.186363636363637,1.0,,,,,,,0.0625,,,,True
203090,1610612753,Maurice Harkless,Maurice Harkless,203090,ORL,42054.0,701,-36,1379,1393,356,397,170,2772,58,89,9.0,15.0,16.0,3,14,14.0,64,117,19,222,1490,10.0,21.0,28.0,18,78,50,12.0,17.0,26.0,32.0,14.0,10.0,70.0,6.0,16.0,49,7.0,75,22.0,97,36.0,21.0,15.0,5.0,17.0,1.0,4.0,22.0,2.0,4.0,24,42,,2.0,30,,4.0,1.0,35,19,13.0,9.0,2.0,14.0,8.0,355,4.0,0.609375,0.6724137931034483,0.5470085470085471,0.47619047619047616,0.5702247191011236,0.5,0.5751295336787565,0.5,0.1452991452991453,0.15730337078651685,0.21428571428571427,13.685550604710375,0.22727272727272727,0.14893617021276595,0.11448598130841121,0.03285420944558522,0.03529411764705882,0.10828025477707007,0.0334855403348554,0.03680981595092025,0.015151515151515152,0.037037037037037035,0.03225806451612903,0.10204081632653061,0.0761904761904762,0.14772727272727273,0.5714285714285714,0.5,0.651685393258427,0.7733333333333333,0.6206896551724138,0.07865168539325842,0.21428571428571427,0.2727272727272727,1.0,0.07865168539325842,0.5769230769230769,0.6,0.47058823529411764,0.8426966292134831,0.5735786931818182,0.5394136363636364,0.5788859375000001,0.09895833333333333,0.1450381679389313,0.12612612612612611,4.111111111111111,0.25815808556925307,11.0,3.0,12.0,27.0,,,3.0,9.0,13.0,34.0,2.0,5.0,4.0,7.0,25.0,61.0,2.0,5.0,2.0,11.0,7.0,16.0,4.0,47.0,66.0,9.0,32.0,13.0,,6.0,2.0,4.0,2.0,19.0,5.0,2.0,4.0,2.0,2.0,,3.0,,,5.0,,,,1.0,,47.0,1.0,0.88,0.4098360655737705,0.4,0.4375,0.423728813559322,0.6111111111111112,0.6323529411764706,0.6351351351351351,0.34269662921348315,,,,0.095,0.05555555555555555,0.10967741935483871,0.044444444444444446,0.07142857142857142,0.21428571428571427,0.21428571428571427,,0.15168539325842698,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.19101123595505617,0.38235294117647056,0.38235294117647056,0.9230769230769231,0.2222222222222222,,,,0.19230769230769232,0.4,1.0,0.6875,0.2647058823529412,0.3333333333333333,0.20588235294117646,0.5714285714285714,0.40625,,0.21171171171171171,25.393442622950822,2.0,,,1.0,1.0,,,,2.0,2.0,1.0,True
203094,1610612753,Andrew Nicholson,Andrew Nicholson,203094,ORL,16576.0,276,-93,534,536,101,118,52,1070,9,11,1.0,1.0,4.0,8,28,48.0,40,87,12,119,622,4.0,8.0,13.0,12,64,16,,,3.0,8.0,2.0,,21.0,1.0,14.0,28,4.0,49,15.0,64,4.0,3.0,1.0,4.0,7.0,4.0,2.0,11.0,,1.0,29,52,5.0,4.0,18,,1.0,,15,6,3.0,2.0,1.0,3.0,2.0,101,3.0,0.8,0.8,0.45977011494252873,0.5,0.5,0.6111111111111112,0.5219298245614035,0.5909090909090909,,,,21.1864406779661,0.36363636363636365,0.25,0.1794871794871795,0.07567567567567568,0.014285714285714285,0.1875,0.058823529411764705,0.11428571428571428,0.04597701149425287,0.02127659574468085,,0.2553191489361702,0.17777777777777778,0.125,0.6666666666666666,0.102803738317757,0.8181818181818182,0.8181818181818182,0.4444444444444444,0.2616822429906542,0.2857142857142857,0.2857142857142857,0.625,0.4485981308411215,0.1111111111111111,1.0,0.2857142857142857,0.2897196261682243,0.44825754716981137,0.443,0.4406,0.05357142857142857,0.06521739130434782,0.1092436974789916,13.167816091954021,0.1891385767790262,4.0,23.0,8.0,18.0,1.0,1.0,,,1.0,2.0,,,1.0,2.0,9.0,20.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,19.0,27.0,,1.0,1.0,1.0,5.0,4.0,1.0,1.0,17.0,3.0,1.0,,,,2.0,,,,1.0,,,,2.0,,19.0,2.0,1.0,0.45,1.0,0.5,0.47368421052631576,0.4166666666666667,0.4642857142857143,0.5588235294117647,0.18691588785046728,0.05,,,0.20238095238095238,0.09523809523809523,0.22580645161290322,0.13636363636363635,0.05357142857142857,0.4791666666666667,0.4791666666666667,1.0,0.16822429906542055,0.4444444444444444,0.47058823529411764,1.0,0.018691588785046728,0.5,0.5,1.0,1.0,0.1111111111111111,1.0,1.0,,,,1.0,,,0.14285714285714285,0.5,1.0,,0.15966386554621848,25.7,1.0,,,,,,,0.05555555555555555,,,1.0,True
