EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveAttempts,OffensiveGoaltends,DefensiveGoaltends,Clear Path Fouls,BlockedCorner3,on
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,99492.0,1658,229.0,3258,3244,681.0,492.0,336,6502,162.0,248.0,46.0,64.0,33.0,56.0,89.0,206.0,90.0,246.0,4.0,2.0,341.0,700.0,4.0,163.0,845.0,3368,62.0,105.0,23.0,147.0,60.0,136.0,2.0,44.0,164.0,476.0,206.0,70.0,4.0,49.0,138.0,32.0,170.0,23.0,9.0,88.0,19.0,31.0,372.0,25.0,87.0,3.0,97.0,314.0,25.0,436.0,115.0,551.0,9.0,31.0,18.0,13.0,61.0,22.0,37.0,50.0,5.0,24.0,2.0,5.0,111.0,7.0,22.0,53.0,1.0,91.0,1.0,5.0,10.0,197.0,2.0,15.0,3.0,2.0,226.0,21.0,1.0,112.0,11.0,108.0,85.0,1.0,22.0,108.0,62.0,4.0,3.0,164.0,675.0,4.0,8.0,0.6979472140762464,0.7777777777777778,0.48714285714285716,0.5904761904761905,0.4411764705882353,0.484375,0.5904761904761905,0.43478260869565216,0.5235732009925558,0.6074380165289256,0.49696969696969695,0.005681818181818182,0.07,0.10887096774193548,0.10194174757281553,0.0040650406504065045,25.254750757367116,0.5495495495495496,0.423728813559322,0.034482758620689655,0.2494042891183479,0.07959743824336687,0.27953890489913547,0.0744047619047619,0.2559153175591532,0.07837648705388384,0.11730205278592376,0.07624633431085044,0.051094890510948905,0.05025125628140704,0.10948905109489052,0.2570694087403599,0.273972602739726,0.22574257425742575,0.2803030303030303,0.27710843373493976,0.028846153846153848,0.5740740740740741,0.3522727272727273,0.6532258064516129,0.7330316742081447,0.654320987654321,0.29261363636363635,0.4320388349514563,0.4810810810810811,0.5393258426966292,0.3494318181818182,0.36585365853658536,0.3673469387755102,0.9333333333333333,0.005681818181818182,0.6095238095238096,0.71875,0.13043478260869565,0.4057971014492754,0.5892857142857143,0.014492753623188406,0.35795454545454547,0.46851164772727283,0.5231629213483144,0.46948550724637683,0.14088050314465408,0.1415929203539823,0.1739644970414201,0.1940828402366864,9.212571428571435,25.475,0.20902394106813996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,44657.0,744,98.0,1504,1484,483.0,398.0,156,2988,61.0,82.0,12.0,14.0,17.0,22.0,15.0,36.0,11.0,37.0,84.0,24.0,87.0,155.0,111.0,75.0,384.0,1617,15.0,19.0,8.0,53.0,26.0,46.0,33.0,42.0,127.0,84.0,90.0,14.0,84.0,7.0,85.0,24.0,109.0,14.0,10.0,50.0,11.0,24.0,242.0,3.0,14.0,,16.0,56.0,,72.0,17.0,89.0,5.0,32.0,17.0,15.0,30.0,5.0,26.0,15.0,,4.0,,5.0,45.0,5.0,9.0,35.0,3.0,72.0,2.0,2.0,1.0,91.0,11.0,4.0,11.0,3.0,90.0,7.0,6.0,30.0,14.0,4.0,2.0,,2.0,5.0,5.0,,,122.0,472.0,9.0,9.0,0.4827586206896552,0.525,0.5612903225806452,0.7894736842105263,0.5652173913043478,0.5808270676691729,0.8333333333333334,0.5379746835443038,0.6217105263157895,0.8666666666666667,0.616504854368932,0.41729323308270677,0.04516129032258064,0.036585365853658534,0.1111111111111111,,20.85080886758538,0.6666666666666666,,,0.11067193675889328,0.03146067415730337,0.10256410256410256,0.01639344262295082,0.10876132930513595,0.027070063694267517,0.019736842105263157,0.05343511450381679,0.024691358024691357,0.017241379310344827,0.014925373134328358,0.06756756756756757,0.12162162162162163,0.13333333333333333,0.10344827586206896,0.1,0.040983606557377046,1.0,0.3082706766917293,0.7439024390243902,0.7721518987341772,0.4918032786885246,0.13533834586466165,0.4166666666666667,0.46875,0.5333333333333333,0.13909774436090225,0.2972972972972973,0.2972972972972973,0.36363636363636365,0.3157894736842105,0.5185185185185185,0.8571428571428571,0.4166666666666667,0.27848101265822783,0.7727272727272727,0.3037974683544304,0.7255639097744361,0.523409022556391,0.5650952380952381,0.488813924050633,0.10689655172413794,0.16853932584269662,0.13802083333333334,0.3307291666666667,7.332258064516129,24.626126126126135,0.3211436170212766,11.0,27.0,1.0,2.0,3.0,9.0,34.0,4.0,6.0,8.0,45.0,5.0,8.0,11.0,123.0,12.0,34.0,3.0,1.0,1.0,1.0,0.9111111111111111,0.40540540540540543,0.625,0.3333333333333333,0.40540540540540543,0.02702702702702703,0.037037037037037035,0.023809523809523808,0.10150375939849623,0.4074074074074074,0.4230769230769231,1.0,0.40476190476190477,0.4146341463414634,0.8823529411764706,0.07407407407407407,0.5,1.0,0.2222222222222222,0.6666666666666666,1.0,0.11392405063291139,0.3333333333333333,0.3333333333333333,0.40476190476190477,0.008928571428571428,,,,,,,True
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,48968.0,816,19.0,1595,1612,414.0,275.0,158,3207,45.0,64.0,4.0,6.0,10.0,12.0,8.0,20.0,28.0,67.0,88.0,32.0,81.0,151.0,127.0,26.0,329.0,1767,8.0,16.0,1.0,38.0,15.0,27.0,41.0,10.0,70.0,134.0,28.0,2.0,88.0,11.0,51.0,16.0,67.0,7.0,9.0,22.0,17.0,12.0,150.0,,4.0,,15.0,66.0,1.0,82.0,4.0,86.0,1.0,27.0,19.0,8.0,20.0,3.0,14.0,11.0,2.0,6.0,1.0,1.0,31.0,2.0,6.0,22.0,2.0,54.0,2.0,3.0,1.0,63.0,,1.0,10.0,1.0,34.0,6.0,1.0,14.0,5.0,1.0,1.0,,,1.0,,1.0,,68.0,409.0,3.0,4.0,0.8271604938271605,0.8375,0.5364238410596026,0.5,0.5555555555555556,0.5449640287769785,0.6851851851851852,0.4411764705882353,0.563573883161512,0.7037037037037037,0.47297297297297297,0.4568345323741007,0.0728476821192053,0.09375,0.1,0.04477611940298507,18.161308516638467,0.6451612903225806,0.02702702702702703,,0.11359724612736662,0.007874015748031496,0.08928571428571429,,0.1081441922563418,0.005813953488372093,0.006097560975609756,,0.017045454545454544,,,0.07567567567567568,0.125,0.13636363636363635,0.0967741935483871,0.06818181818181818,0.0072992700729927005,,0.2302158273381295,0.703125,0.7758620689655172,0.7777777777777778,0.07194244604316546,0.4,0.4444444444444444,0.75,0.24100719424460432,0.417910447761194,0.4375,0.9285714285714286,0.31654676258992803,0.2222222222222222,0.6666666666666666,0.5,0.17647058823529413,0.8333333333333334,0.47058823529411764,0.6870503597122302,0.5166924460431654,0.5079874999999999,0.5054639705882353,0.05244755244755245,0.0880503144654088,0.11550151975683891,0.2127659574468085,10.028476821192053,24.842519685039363,0.25956112852664576,12.0,39.0,2.0,3.0,2.0,9.0,35.0,5.0,8.0,8.0,47.0,7.0,11.0,10.0,129.0,12.0,35.0,2.0,1.0,,,0.9148936170212766,0.3700787401574803,0.6363636363636364,0.24390243902439024,0.3700787401574803,0.015748031496062992,0.02564102564102564,0.011363636363636364,0.14028776978417265,0.3076923076923077,0.3157894736842105,1.0,0.3977272727272727,0.40229885057471265,0.8857142857142857,0.1111111111111111,0.6666666666666666,1.0,0.2962962962962963,0.625,1.0,0.1323529411764706,0.2222222222222222,0.25,0.3977272727272727,0.007874015748031496,1.0,,,,,,True
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,44582.0,743,105.0,1479,1472,246.0,161.0,166,2951,87.0,139.0,19.0,32.0,14.0,19.0,16.0,49.0,3.0,4.0,1.0,1.0,106.0,192.0,2.0,51.0,263.0,1421,22.0,37.0,5.0,49.0,15.0,25.0,1.0,11.0,41.0,150.0,62.0,36.0,,26.0,36.0,11.0,47.0,6.0,5.0,27.0,4.0,5.0,105.0,14.0,61.0,3.0,19.0,120.0,6.0,145.0,78.0,223.0,6.0,18.0,6.0,12.0,25.0,2.0,14.0,17.0,2.0,11.0,,2.0,42.0,5.0,5.0,32.0,,67.0,1.0,8.0,7.0,64.0,1.0,7.0,6.0,1.0,73.0,9.0,,35.0,6.0,17.0,14.0,2.0,1.0,17.0,11.0,,,41.0,244.0,10.0,5.0,0.7075471698113207,0.8522727272727273,0.5520833333333334,0.5945945945945946,0.6,0.5463917525773195,0.5789473684210527,0.5769230769230769,0.581858407079646,0.5975609756097561,0.6029411764705882,0.010309278350515464,0.13541666666666666,0.1366906474820144,0.14285714285714285,,16.086434573829532,0.5952380952380952,0.2727272727272727,0.075,0.19900497512437812,0.11213235294117647,0.12179487179487179,0.08235294117647059,0.1831357048748353,0.10504201680672269,0.1712707182320442,0.10650887573964497,0.061855670103092786,0.10576923076923077,0.045454545454545456,0.2023121387283237,0.20430107526881722,0.19262295081967212,0.11206896551724138,0.15,0.1,0.6470588235294118,0.7164948453608248,0.6258992805755396,0.725,0.7471264367816092,0.25257731958762886,0.32653061224489793,0.38095238095238093,0.4375,0.020618556701030927,0.75,0.75,1.0,0.005154639175257732,0.8421052631578947,0.59375,0.05263157894736842,0.7307692307692307,0.7368421052631579,0.038461538461538464,0.7268041237113402,0.54390310880829,0.5417878787878788,0.548828,0.1590909090909091,0.16055045871559634,0.18631178707224336,0.155893536121673,3.2645833333333325,39.55,0.1663286004056795,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.005154639175257732,,,,,,,0.02631578947368421,,,,,,,,,,,,1.0,1.0,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,119826.0,1997,274.0,3942,3931,879.0,625.0,413,7873,207.0,346.0,12.0,21.0,48.0,87.0,98.0,216.0,126.0,285.0,27.0,7.0,431.0,847.0,67.0,197.0,1134.0,4059,26.0,47.0,15.0,76.0,86.0,178.0,16.0,94.0,287.0,280.0,582.0,,27.0,53.0,267.0,121.0,388.0,83.0,38.0,139.0,50.0,78.0,897.0,4.0,11.0,2.0,41.0,93.0,4.0,138.0,17.0,155.0,4.0,36.0,22.0,14.0,71.0,30.0,43.0,81.0,15.0,28.0,6.0,10.0,152.0,10.0,48.0,39.0,3.0,86.0,7.0,4.0,3.0,198.0,,3.0,7.0,15.0,242.0,20.0,9.0,89.0,38.0,8.0,5.0,1.0,2.0,9.0,6.0,,,281.0,866.0,5.0,33.0,0.3248259860788863,0.3248259860788863,0.5088547815820543,0.5531914893617021,0.48314606741573035,0.512582056892779,0.5545454545454546,0.49742268041237114,0.5514201762977473,0.59375,0.5677290836653387,0.07330415754923414,0.06257378984651712,0.10404624277456648,0.05555555555555555,0.017543859649122806,26.65909090909091,0.46710526315789475,0.05405405405405406,0.01818181818181818,0.06241610738255034,0.00837138508371385,0.09468822170900693,0.009070294784580499,0.06968278731149245,0.008547008547008548,0.009345794392523364,0.009876543209876543,0.006237006237006237,0.003676470588235294,0.01775147928994083,0.024070021881838075,0.06320541760722348,0.09152542372881356,0.08231707317073171,0.13333333333333333,0.009925558312655087,0.6666666666666666,0.3785557986870897,0.5982658959537572,0.667741935483871,0.3333333333333333,0.2363238512035011,0.4537037037037037,0.4803921568627451,0.336734693877551,0.31181619256017507,0.4421052631578947,0.45,0.30158730158730157,0.02954048140043764,0.38181818181818183,0.5714285714285714,0.25,0.4484536082474227,0.5517241379310345,0.03608247422680412,0.45185995623632386,0.4943914660831512,0.5011545454545453,0.4970865979381443,0.09053916581892167,0.09716157205240175,0.06701940035273368,0.25308641975308643,8.801770956316405,23.943283582089556,0.22298325722983256,16.0,40.0,1.0,2.0,3.0,9.0,9.0,2.0,6.0,4.0,25.0,3.0,8.0,7.0,72.0,3.0,9.0,,,1.0,1.0,0.96,0.373134328358209,0.375,0.4375,0.373134328358209,,,,0.0437636761487965,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.03636363636363636,0.5,1.0,0.10909090909090909,0.3333333333333333,1.0,0.04639175257731959,0.3333333333333333,0.5714285714285714,0.3333333333333333,,,,,,,,True
201965,1610612759,Jeff Ayres,Jeff Ayres,201965,SAS,15832.0,264,-2.0,513,508,103.0,50.0,61,1021,19.0,33.0,7.0,11.0,5.0,9.0,3.0,8.0,3.0,7.0,,,25.0,48.0,,4.0,54.0,548,7.0,12.0,2.0,16.0,6.0,11.0,,,12.0,34.0,16.0,12.0,,11.0,8.0,8.0,16.0,3.0,5.0,5.0,1.0,2.0,40.0,3.0,23.0,1.0,10.0,19.0,2.0,31.0,27.0,58.0,,1.0,,1.0,5.0,,3.0,14.0,,2.0,1.0,2.0,19.0,,4.0,25.0,2.0,47.0,,4.0,10.0,17.0,2.0,3.0,1.0,,9.0,,,4.0,1.0,6.0,5.0,,1.0,6.0,4.0,1.0,,12.0,102.0,2.0,,0.68,0.8947368421052632,0.5208333333333334,0.5833333333333334,0.5454545454545454,0.5208333333333334,0.5833333333333334,0.5454545454545454,0.5094339622641509,0.5714285714285714,0.5,,0.22916666666666666,0.2727272727272727,0.25,,12.26252158894646,0.2631578947368421,0.18181818181818182,0.058823529411764705,0.10919540229885058,0.12849162011173185,0.16129032258064516,0.05263157894736842,0.1228813559322034,0.11016949152542373,0.15217391304347827,0.19607843137254902,0.07317073170731707,0.05263157894736842,0.05263157894736842,0.07692307692307693,0.10256410256410256,0.13253012048192772,0.1568627450980392,0.18181818181818182,,0.6666666666666666,0.6875,0.5757575757575758,0.7916666666666666,0.6842105263157895,0.16666666666666666,0.375,0.5,0.6666666666666666,0.14583333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,,0.9166666666666666,0.6363636363636364,0.14285714285714285,0.8181818181818182,0.5555555555555556,,0.6875,0.5725229166666668,0.5744166666666667,0.5749727272727273,0.07692307692307693,0.07692307692307693,0.2962962962962963,0.2222222222222222,4.6083333333333325,,0.20077972709551656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201980,1610612759,Danny Green,Danny Green,201980,SAS,51202.0,853,207.0,1695,1691,275.0,147.0,185,3386,17.0,27.0,4.0,5.0,,,9.0,30.0,9.0,30.0,104.0,12.0,35.0,87.0,167.0,14.0,297.0,1647,8.0,17.0,1.0,41.0,1.0,4.0,21.0,2.0,40.0,52.0,18.0,2.0,102.0,5.0,52.0,6.0,58.0,4.0,2.0,30.0,8.0,14.0,122.0,2.0,12.0,,22.0,81.0,,103.0,14.0,117.0,3.0,30.0,15.0,15.0,23.0,5.0,16.0,17.0,3.0,7.0,2.0,1.0,40.0,3.0,3.0,31.0,2.0,56.0,1.0,1.0,3.0,24.0,1.0,1.0,5.0,,17.0,2.0,,8.0,1.0,29.0,24.0,2.0,3.0,29.0,15.0,,,40.0,274.0,1.0,1.0,0.7428571428571429,0.7647058823529411,0.40229885057471265,0.47058823529411764,0.25,0.5570866141732284,0.5714285714285714,0.76,0.5689655172413793,0.5857142857142857,0.7692307692307693,0.65748031496063,0.05747126436781609,0.14814814814814814,0.03333333333333333,,15.81713084603258,0.575,,,0.1210762331838565,0.02003338898163606,0.10784313725490197,0.0106951871657754,0.11798396334478808,0.017811704834605598,0.019704433497536946,0.022222222222222223,0.018518518518518517,0.01834862385321101,,0.08866995073891626,0.08333333333333333,0.17557251908396945,0.12987012987012986,0.04,0.021739130434782608,0.5172413793103449,0.1062992125984252,0.6296296296296297,0.7391304347826086,0.8235294117647058,0.11811023622047244,0.3,0.3103448275862069,0.5555555555555556,0.11811023622047244,0.3,0.3,0.7777777777777778,0.4094488188976378,0.14285714285714285,0.8,0.75,,,0.48,0.7637795275590551,0.5308204365079368,0.492375,0.5119125,0.03461538461538462,0.08602150537634409,0.13804713804713806,0.13468013468013468,10.048275862068966,25.045508982035926,0.16224188790560473,22.0,63.0,3.0,9.0,6.0,9.0,49.0,5.0,9.0,6.0,71.0,8.0,18.0,12.0,201.0,12.0,49.0,1.0,1.0,,,0.9436619718309859,0.4251497005988024,0.4444444444444444,0.5714285714285714,0.4303030303030303,0.005988023952095809,0.015873015873015872,,0.24803149606299213,0.3492063492063492,0.3548387096774194,0.9090909090909091,0.47115384615384615,0.47115384615384615,0.9591836734693877,0.2571428571428571,0.3333333333333333,0.6666666666666666,0.2571428571428571,0.5555555555555556,1.0,0.36,0.6666666666666666,0.5,0.4803921568627451,0.005988023952095809,1.0,2.0,,1.0,,,True
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,5678.0,95,24.0,189,189,74.0,91.0,25,378,1.0,4.0,,1.0,,2.0,,,2.0,7.0,8.0,3.0,3.0,11.0,15.0,2.0,32.0,184,,2.0,,,,4.0,4.0,2.0,8.0,4.0,2.0,,8.0,,3.0,3.0,6.0,3.0,,1.0,2.0,,15.0,,1.0,,3.0,5.0,,8.0,1.0,9.0,,6.0,4.0,2.0,4.0,1.0,2.0,2.0,,2.0,,,6.0,,2.0,3.0,1.0,12.0,,1.0,1.0,6.0,,1.0,,,2.0,,,,1.0,,,,,,,,,8.0,73.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,,,0.5769230769230769,,0.375,0.5925925925925926,,0.4444444444444444,0.5769230769230769,,,,,15.137614678899082,0.6666666666666666,,,0.07142857142857142,0.014705882352941176,0.14285714285714285,,0.08791208791208792,0.011235955056179775,0.03571428571428571,,,,,0.08333333333333333,0.05263157894736842,0.07407407407407407,0.11764705882352941,0.25,,,0.15384615384615385,0.25,0.25,1.0,,,,,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.5,0.3076923076923077,0.5,,,0.25,,0.375,0.7307692307692307,0.5488000000000001,0.46525000000000005,0.5729124999999999,,,,0.25,12.118181818181819,24.293333333333333,0.3915343915343915,5.0,7.0,,,1.0,1.0,3.0,,,1.0,8.0,,,2.0,24.0,,3.0,,,,,1.0,0.5333333333333333,,0.5,0.5333333333333333,,,,0.2692307692307692,0.7142857142857143,0.7142857142857143,1.0,0.375,0.375,1.0,,,,,,,0.125,1.0,0.3333333333333333,0.375,,,,,,,,True
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,81771.0,1363,255.0,2706,2700,537.0,371.0,288,5406,96.0,141.0,8.0,13.0,20.0,27.0,30.0,68.0,42.0,82.0,71.0,16.0,168.0,291.0,135.0,61.0,550.0,2703,15.0,28.0,2.0,35.0,29.0,50.0,23.0,19.0,113.0,190.0,146.0,12.0,71.0,21.0,58.0,21.0,79.0,14.0,7.0,31.0,9.0,18.0,179.0,13.0,42.0,1.0,53.0,171.0,11.0,235.0,56.0,291.0,10.0,84.0,52.0,32.0,25.0,8.0,13.0,29.0,,12.0,1.0,4.0,54.0,9.0,3.0,44.0,2.0,93.0,3.0,5.0,10.0,79.0,,3.0,5.0,3.0,75.0,15.0,,39.0,6.0,33.0,20.0,4.0,9.0,34.0,26.0,,1.0,113.0,525.0,5.0,5.0,0.5654761904761905,0.5864197530864198,0.5773195876288659,0.5357142857142857,0.58,0.573943661971831,0.4342105263157895,0.6438356164383562,0.6030701754385965,0.44871794871794873,0.6726190476190477,0.31690140845070425,0.07216494845360824,0.12056737588652482,0.029411764705882353,0.024390243902439025,16.832010582010582,0.46296296296296297,0.22448979591836735,0.014285714285714285,0.16177861873226113,0.04520990312163617,0.17905405405405406,0.0456140350877193,0.1655580192165558,0.045304777594728174,0.07432432432432433,0.03793103448275862,0.026239067055393587,0.059782608695652176,0.019801980198019802,0.1059190031152648,0.14968152866242038,0.2132701421800948,0.20353982300884957,0.1,0.05434782608695652,0.7647058823529411,0.33098591549295775,0.6808510638297872,0.7741935483870968,0.6354166666666666,0.1596244131455399,0.4411764705882353,0.45454545454545453,0.4,0.19248826291079812,0.5121951219512195,0.525,0.5238095238095238,0.16666666666666666,0.34210526315789475,0.6153846153846154,0.375,0.3698630136986301,0.7407407407407407,0.2191780821917808,0.647887323943662,0.5441183098591549,0.5116375,0.5484972602739725,0.08666666666666667,0.12380952380952381,0.06363636363636363,0.20545454545454545,7.673195876288658,24.237777777777772,0.1984478935698448,23.0,64.0,1.0,4.0,2.0,7.0,28.0,,6.0,10.0,51.0,1.0,10.0,12.0,138.0,15.0,28.0,1.0,,1.0,1.0,0.9019607843137255,0.37777777777777777,0.1,0.5217391304347826,0.37777777777777777,0.007407407407407408,0.015625,,0.15023474178403756,0.359375,0.36507936507936506,0.9130434782608695,0.39436619718309857,0.39436619718309857,0.8928571428571429,0.10526315789473684,0.25,1.0,0.15789473684210525,,,0.0958904109589041,0.2857142857142857,0.625,0.39436619718309857,,,,,,,,True
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,9373.0,156,6.0,299,296,50.0,38.0,20,595,5.0,7.0,,,,,,,4.0,7.0,3.0,,9.0,14.0,5.0,4.0,28.0,310,,,,,,,,2.0,2.0,10.0,8.0,,3.0,2.0,12.0,3.0,15.0,3.0,,2.0,3.0,7.0,33.0,,2.0,,1.0,4.0,,5.0,2.0,7.0,,6.0,5.0,1.0,3.0,,3.0,1.0,,,,,4.0,1.0,1.0,9.0,1.0,11.0,,,,10.0,,,4.0,,4.0,,,2.0,,7.0,4.0,,3.0,7.0,3.0,,,2.0,50.0,,,0.5555555555555556,0.5555555555555556,0.6428571428571429,,,0.631578947368421,,,0.6666666666666666,,1.0,0.2631578947368421,0.14285714285714285,0.2857142857142857,,,7.763975155279502,0.75,,,0.03389830508474576,0.022988505747126436,0.03125,,0.03333333333333333,0.017241379310344827,,,0.05263157894736842,,,0.046511627906976744,0.02564102564102564,0.027777777777777776,0.038461538461538464,,,0.42857142857142855,0.3684210526315789,0.7142857142857143,1.0,0.6,,,,,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,0.15789473684210525,,,,,,,0.631578947368421,0.5347657894736842,,,0.09523809523809523,0.125,,0.07142857142857142,10.078571428571427,23.939999999999998,0.16722408026755853,1.0,2.0,,,,,1.0,,,,2.0,,,,6.0,,1.0,,,,,1.0,0.4,,,0.4,,,,0.10526315789473684,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,True
