EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,OffThreePtRebounds,FTOffRebounds,SelfOReb,Travels,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LostBallOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2446.0,41,-9,74,75,9.0,8.0,9,149,5.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,10.0,14.0,5.0,25.0,83,3.0,3.0,6.0,2.0,3.0,2.0,6.0,14.0,6.0,2.0,5.0,5.0,3.0,2.0,10.0,3.0,3.0,4.0,1.0,8,3.0,11,1.0,1.0,1.0,1.0,1.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,6.0,9.0,0.7,0.7777777777777778,0.7142857142857143,1.0,0.6666666666666666,0.7142857142857143,1.0,0.6666666666666666,0.7352941176470589,1.0,0.75,21.42857142857143,1.0,0.5,0.19047619047619047,0.125,0.21428571428571427,0.2,0.07692307692307693,0.2,0.16666666666666666,0.3333333333333333,0.125,0.2,0.2222222222222222,0.2,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.4,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.35714285714285715,0.6,0.6,1.0,0.6666666666666666,1.0,0.3333333333333333,0.42857142857142855,0.48656428571428567,0.5799,0.373,0.23529411764705882,0.23529411764705882,0.24,0.24,8.178571428571429,0.12162162162162163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,8496.0,142,33,280,279,68.0,68.0,28,559,15.0,18.0,2.0,2.0,3.0,2.0,5.0,2.0,8.0,19.0,31.0,12.0,83.0,290,2.0,2.0,9.0,5.0,8.0,1.0,17.0,18.0,20.0,,20.0,28.0,14.0,1.0,64.0,,6.0,9.0,,15,,15,6.0,5.0,12.0,11.0,,21.0,6.0,15.0,1.0,7.0,2.0,1.0,2.0,17.0,68.0,0.47368421052631576,0.47368421052631576,0.6129032258064516,1.0,0.625,0.5634920634920635,0.5833333333333334,0.42105263157894735,0.5869565217391305,0.6428571428571429,0.425,26.2987012987013,0.5,,0.10465116279069768,,0.2,0.12931034482758622,,,,0.08333333333333333,0.1,0.125,0.16,0.4,0.2857142857142857,0.8333333333333334,0.8823529411764706,0.4,0.07936507936507936,0.4,0.4,1.0,0.12698412698412698,0.25,0.25,0.5,0.3333333333333333,1.0,0.15789473684210525,0.7936507936507936,0.5315992063492063,0.6053375,0.5184368421052632,0.10144927536231885,0.1891891891891892,0.10843373493975904,0.20481927710843373,7.170967741935482,0.24285714285714285,3.0,3.0,9.0,1.0,3.0,8.0,23.0,1.0,4.0,1.0,8.0,11.0,32.0,1.0,4.0,2.0,2.0,11.0,27.0,6.0,23.0,8.0,1.0,8.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,0.8181818181818182,0.34375,0.25,0.18181818181818182,0.34375,0.5079365079365079,0.03225806451612903,0.05555555555555555,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.36507936507936506,0.34782608695652173,0.34782608695652173,0.75,0.6666666666666666,0.25,1.0,0.15789473684210525,0.3333333333333333,0.42105263157894735,0.125,0.34782608695652173,24.806250000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,4284.0,71,-17,136,141,11.0,9.0,19,277,3.0,4.0,,,1.0,3.0,6.0,,6.0,6.0,16.0,8.0,23.0,139,,,,1.0,1.0,1.0,6.0,6.0,6.0,,4.0,8.0,2.0,2.0,20.0,4.0,2.0,10.0,,12,4.0,16,2.0,1.0,5.0,7.0,,8.0,,9.0,1.0,4.0,1.0,,1.0,6.0,11.0,0.5,0.5,0.375,,1.0,0.3,,1.25,0.39655172413793105,,1.0,21.93548387096774,0.4,,0.18867924528301888,0.08333333333333333,0.08,0.15384615384615385,0.056338028169014086,0.13333333333333333,0.07692307692307693,0.05,0.17647058823529413,0.375,0.125,,0.16,0.75,1.0,0.6666666666666666,0.24,0.5,0.5,0.3333333333333333,0.24,,,,,,0.5,0.52,0.486304,,0.5713250000000001,0.14285714285714285,0.21052631578947367,,0.2608695652173913,11.962499999999999,0.08088235294117647,1.0,1.0,6.0,1.0,1.0,,3.0,,,,,1.0,9.0,,,,1.0,1.0,3.0,,3.0,,1.0,4.0,1.0,3.0,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,,5.0,,,,1.0,1.0,1.0,1.0,0.1111111111111111,,1.0,0.1111111111111111,0.36,0.0625,0.25,1.0,0.24,0.16666666666666666,0.16666666666666666,1.0,0.12,,,,,,1.0,0.5,1.0,,,,23.977777777777774,1.0,1.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
203382,1610612759,Aron Baynes,Aron Baynes,203382,SAS,29449.0,491,27,978,980,253.0,251.0,115,1958,47.0,87.0,17.0,34.0,19.0,15.0,50.0,9.0,26.0,71.0,163.0,19.0,161.0,1036,18.0,39.0,36.0,17.0,36.0,8.0,42.0,92.0,50.0,34.0,25.0,34.0,10.0,9.0,77.0,37.0,20.0,59.0,9.0,88,57.0,145,18.0,12.0,36.0,77.0,5.0,36.0,2.0,21.0,3.0,11.0,5.0,,5.0,42.0,250.0,0.647887323943662,0.8518518518518519,0.43558282208588955,0.46153846153846156,0.4722222222222222,0.43558282208588955,0.46153846153846156,0.4722222222222222,0.4680232558139535,0.46153846153846156,0.5384615384615384,18.823529411764703,0.5,0.2647058823529412,0.19798657718120805,0.1167192429022082,0.15748031496062992,0.18588235294117647,0.12389380530973451,0.13186813186813187,0.11,0.16279069767441862,0.22429906542056074,0.2,0.17391304347826086,0.11428571428571428,0.5337423312883436,0.5402298850574713,0.6438356164383562,0.5957446808510638,0.3067484662576687,0.3,0.3191489361702128,0.6666666666666666,0.15950920245398773,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.8717948717948718,0.5,0.5277777777777778,0.5337423312883436,0.49385214723926396,0.5373034482758621,0.52135,0.06432748538011696,0.06432748538011696,0.2236024844720497,0.2608695652173913,6.010429447852759,0.25869120654396727,12.0,,,,,,,,,,,,,,,,,,,,,,17.0,9.0,6.0,3.0,6.0,2.0,1.0,1.0,1.0,18.0,6.0,5.0,7.0,38.0,4.0,1.0,,4.0,3.0,2.0,,,,,,,0.10429447852760736,0.16091954022988506,0.6,,,,,,,,,,,0.631578947368421,,,,,,,1.0,1.0,1.0,0.1111111111111111,19.0,1.0,6.0,4.0,11.0,4.0,3.0,7.0,1.0,1.0,1.0,0.06,0.05263157894736842,0.14074074074074075,0.15,0.11428571428571428,0.08108108108108109,,,,,,,,,,,,,,True,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,5035.0,84,1,168,168,38.0,33.0,23,336,4.0,9.0,,,1.0,4.0,6.0,6.0,15.0,14.0,30.0,6.0,37.0,178,1.0,1.0,5.0,4.0,7.0,4.0,12.0,6.0,22.0,,10.0,16.0,6.0,1.0,38.0,,6.0,5.0,,11,,11,5.0,2.0,9.0,3.0,,3.0,,6.0,,2.0,,,,12.0,38.0,0.21428571428571427,0.21428571428571427,0.4666666666666667,1.0,0.5714285714285714,0.5,1.25,0.5714285714285714,0.5441176470588235,1.25,0.6666666666666666,22.164948453608247,0.5555555555555556,,0.10416666666666667,,0.20689655172413793,0.14285714285714285,,,,,0.13636363636363635,0.1111111111111111,0.19047619047619047,0.25,0.2903225806451613,0.4444444444444444,0.4444444444444444,0.5,0.1935483870967742,0.6666666666666666,0.8,,0.4838709677419355,0.4,0.4,0.16666666666666666,,,0.14285714285714285,0.3225806451612903,0.45744838709677416,0.48045,0.4359285714285715,0.06060606060606061,0.0625,0.13513513513513514,0.32432432432432434,10.866666666666665,0.2261904761904762,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,3.0,,1.0,1.0,1.0,6.0,2.0,4.0,3.0,1.0,,1.0,,4.0,3.0,,5.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,0.03225806451612903,0.03333333333333333,,,,,,,0.03225806451612903,1.0,1.0,1.0,0.5,1.0,,,,,,1.0,25.9,,1.0,1.0,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,13605.0,227,25,453,459,97.0,123.0,45,912,16.0,24.0,1.0,2.0,3.0,16.0,26.0,5.0,12.0,37.0,62.0,14.0,100.0,476,2.0,3.0,8.0,5.0,10.0,5.0,18.0,32.0,42.0,2.0,21.0,26.0,9.0,7.0,57.0,3.0,12.0,19.0,7.0,38,3.0,41,12.0,8.0,20.0,16.0,2.0,26.0,4.0,16.0,2.0,7.0,4.0,,4.0,18.0,97.0,0.43243243243243246,0.4444444444444444,0.5967741935483871,0.6666666666666666,0.5,0.5972222222222222,0.6666666666666666,0.5909090909090909,0.6329113924050633,0.6666666666666666,0.6428571428571429,19.721115537848608,0.6,0.3684210526315789,0.1386861313868613,0.02112676056338028,0.21818181818181817,0.16145833333333334,0.015384615384615385,0.023809523809523808,0.020833333333333332,0.16279069767441862,0.14583333333333334,0.10869565217391304,0.18604651162790697,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6956521739130435,0.4375,0.3611111111111111,0.6153846153846154,0.64,0.25,0.16666666666666666,0.4166666666666667,0.4166666666666667,1.0,0.6666666666666666,0.5,0.2727272727272727,0.4722222222222222,0.4752859154929577,0.43635,0.4761909090909091,0.09090909090909091,0.1044776119402985,0.08,0.18,6.972580645161291,0.2141280353200883,1.0,1.0,3.0,1.0,1.0,3.0,7.0,,,,,4.0,10.0,,,4.0,1.0,1.0,12.0,,6.0,3.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,6.0,8.0,4.0,1.0,1.0,10.0,,1.0,,4.0,3.0,1.0,1.0,0.4,,1.0,0.4444444444444444,0.1388888888888889,0.03225806451612903,0.041666666666666664,0.75,0.041666666666666664,0.3333333333333333,0.3333333333333333,1.0,0.09722222222222222,0.42857142857142855,0.42857142857142855,1.0,,,0.3333333333333333,0.09090909090909091,1.0,,,0.5,30.279999999999994,,2.0,2.0,0.019230769230769232,,,2.0,1.0,,,,3.0,,,,0.038461538461538464,,,,,0.07142857142857142,1.0,,1.0,,,,,,,,,,,True,,,,,,,,,,
200769,1610612759,Shannon Brown,Shannon Brown,200769,SAS,1255.0,21,9,45,44,10.0,,5,89,3.0,7.0,,1.0,2.0,,1.0,1.0,3.0,4.0,11.0,2.0,10.0,43,,1.0,,,3.0,,,6.0,2.0,,3.0,3.0,,2.0,6.0,,2.0,2.0,,4,,4,1.0,1.0,1.0,3.0,,2.0,,3.0,1.0,2.0,,,,,10.0,0.75,0.75,0.36363636363636365,,,0.36363636363636365,,,0.4166666666666667,,,25.0,1.0,,0.13333333333333333,,0.3333333333333333,0.19047619047619047,,,,0.2857142857142857,,,,1.0,0.6363636363636364,0.42857142857142855,0.6,0.6666666666666666,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.6363636363636364,0.5228090909090909,0.6685,0.5642666666666666,0.16666666666666666,0.16666666666666666,,,7.2,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,0.18181818181818182,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,15769.0,263,51,521,525,153.0,141.0,57,1046,8.0,10.0,,,1.0,5.0,16.0,10.0,27.0,23.0,53.0,20.0,117.0,548,3.0,4.0,12.0,5.0,15.0,11.0,30.0,30.0,16.0,,16.0,27.0,9.0,6.0,65.0,2.0,7.0,19.0,1.0,27,2.0,29,5.0,3.0,9.0,18.0,1.0,22.0,4.0,23.0,2.0,9.0,,,,28.0,152.0,0.6521739130434783,0.6521739130434783,0.4339622641509434,0.75,0.3333333333333333,0.563953488372093,0.8571428571428571,0.3958333333333333,0.6041666666666666,0.8571428571428571,0.5172413793103449,17.918088737201366,0.5555555555555556,0.058823529411764705,0.12582781456953643,0.012345679012345678,0.10144927536231885,0.11818181818181818,0.008547008547008548,,0.03389830508474576,0.09803921568627451,0.11320754716981132,0.1702127659574468,0.12962962962962962,,0.11627906976744186,0.8,0.8,0.75,0.18604651162790697,0.3125,0.38461538461538464,0.4,0.313953488372093,0.37037037037037035,0.38461538461538464,0.7,,,0.041666666666666664,0.5,0.478415294117647,0.44683,0.42944999999999994,0.0967741935483871,0.15,0.10256410256410256,0.2564102564102564,12.271698113207549,0.29366602687140114,1.0,8.0,11.0,1.0,2.0,9.0,22.0,2.0,3.0,2.0,7.0,17.0,33.0,2.0,3.0,,3.0,9.0,45.0,6.0,21.0,9.0,4.0,11.0,6.0,5.0,1.0,15.0,10.0,5.0,1.0,4.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,,,1.0,0.8823529411764706,0.5151515151515151,0.6666666666666666,0.3333333333333333,0.53125,0.38372093023255816,0.07547169811320754,,,0.12790697674418605,0.7272727272727273,0.7272727272727273,1.0,0.2558139534883721,0.4090909090909091,0.4090909090909091,0.7777777777777778,0.42857142857142855,0.6666666666666666,1.0,0.08333333333333333,0.5,0.2916666666666667,0.2857142857142857,0.42857142857142855,25.62121212121212,,3.0,2.0,,,,1.0,,,1.0,,,,,,0.1875,,,,,0.024390243902439025,1.0,0.5,1.0,0.037037037037037035,,,,,,,,,,True,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,18479.0,308,4,611,613,142.0,141.0,70,1224,14.0,16.0,1.0,2.0,2.0,1.0,9.0,17.0,47.0,32.0,72.0,18.0,166.0,644,2.0,7.0,7.0,5.0,11.0,8.0,30.0,32.0,32.0,,15.0,26.0,9.0,6.0,63.0,2.0,6.0,12.0,1.0,19,7.0,26,10.0,10.0,16.0,29.0,1.0,20.0,3.0,19.0,2.0,8.0,2.0,2.0,2.0,30.0,140.0,0.5,0.5,0.4444444444444444,0.2857142857142857,0.45454545454545453,0.5481481481481482,0.3181818181818182,0.4583333333333333,0.5769230769230769,0.3181818181818182,0.5357142857142857,23.21167883211679,0.625,0.038461538461538464,0.06153846153846154,0.010362694300518135,0.09375,0.0694980694980695,0.02464788732394366,0.021739130434782608,,0.034482758620689655,0.014492753623188406,0.1323529411764706,0.08333333333333333,0.125,0.11851851851851852,0.875,0.9333333333333333,0.8571428571428571,0.06666666666666667,0.1111111111111111,0.1111111111111111,1.0,0.34814814814814815,0.3617021276595745,0.37777777777777777,0.17647058823529413,0.18181818181818182,0.5,0.08333333333333333,0.5851851851851851,0.4937392592592593,0.3813916666666666,0.4740354166666667,0.05673758865248227,0.10256410256410256,0.04216867469879518,0.18072289156626506,13.711111111111112,0.23240589198036007,2.0,11.0,15.0,3.0,6.0,17.0,48.0,1.0,3.0,1.0,7.0,28.0,63.0,1.0,4.0,,4.0,13.0,63.0,21.0,48.0,17.0,3.0,11.0,6.0,5.0,,13.0,8.0,5.0,2.0,6.0,,2.0,1.0,12.0,,,1.0,,2.0,4.0,0.75,0.4444444444444444,0.25,0.3076923076923077,0.4444444444444444,0.4666666666666667,0.041666666666666664,0.0625,1.0,0.1111111111111111,0.7333333333333333,0.7333333333333333,1.0,0.35555555555555557,0.3541666666666667,0.3541666666666667,0.5882352941176471,0.2727272727272727,0.3333333333333333,1.0,0.25,0.5,0.2916666666666667,0.14285714285714285,0.3541666666666667,24.89206349206349,,2.0,2.0,0.012048192771084338,5.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,0.054945054945054944,0.056338028169014086,0.05,0.014285714285714285,3.0,1.0,,0.0425531914893617,1.0,0.09090909090909091,,,,,,,,True,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,8837.0,147,-4,286,284,37.0,38.0,43,570,4.0,9.0,2.0,3.0,2.0,2.0,5.0,2.0,6.0,8.0,20.0,2.0,72.0,312,3.0,4.0,6.0,2.0,6.0,1.0,11.0,8.0,8.0,4.0,8.0,9.0,6.0,1.0,19.0,3.0,3.0,18.0,1.0,22,6.0,28,2.0,2.0,2.0,8.0,,5.0,,4.0,1.0,1.0,2.0,1.0,2.0,11.0,37.0,0.5,0.6666666666666666,0.4,0.75,0.3333333333333333,0.5833333333333334,0.5,0.5,0.5901639344262295,0.5,0.55,18.91891891891892,1.0,0.09090909090909091,0.18947368421052632,0.02912621359223301,0.07894736842105263,0.15789473684210525,0.039473684210526314,,,0.15789473684210525,0.16666666666666666,0.23529411764705882,0.10714285714285714,,0.15,0.4444444444444444,0.5,,0.08333333333333333,0.4,0.4,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,0.2,0.8166666666666667,0.5355118644067798,0.592125,0.44579500000000005,0.03278688524590164,0.05,0.08333333333333333,0.1527777777777778,7.790000000000001,0.12937062937062938,1.0,7.0,14.0,,,11.0,26.0,,1.0,2.0,4.0,18.0,40.0,,2.0,,2.0,4.0,42.0,12.0,25.0,11.0,1.0,1.0,,1.0,1.0,5.0,4.0,1.0,,,,,,5.0,,,,,2.0,,0.7777777777777778,0.45,,0.5,0.46153846153846156,0.6666666666666666,0.05,0.1111111111111111,1.0,0.23333333333333334,0.5,0.5,1.0,0.43333333333333335,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.16666666666666666,,0.5,,,0.4,0.5,0.44,25.002499999999998,,,,0.08823529411764706,3.0,,1.0,,,,,,1.0,,,,,0.061224489795918366,0.08333333333333333,,0.03225806451612903,,,1.0,,1.0,0.16666666666666666,1.0,0.024390243902439025,,,,,,True,,,,,,,,,,
