EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,BlockingFouls,Fouls,OffensiveGoaltends,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Travels,ShootingFouls,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyFtPoints,on,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Charge Fouls,Technical Free Throw Trips,SecondChanceCorner3FGM,HeaveAttempts,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,BlockedArc3,SecondChanceCorner3PctAssisted,Corner3PctBlocked
201196,1610612749,Ramon Sessions,Ramon Sessions,201196,MIL,272.0,5,-10,9,8,1.0,17,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,16,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,40.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.629225,0.3333333333333333,0.5,0.8,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202399,1610612749,Jeff Adrien,Jeff Adrien,202399,MIL,585.0,10,2,18,17,3.0,35,2.0,3.0,,2.0,4.0,,2.0,6.0,20,2.0,,,,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.6,,28.571428571428573,,0.75,0.6666666666666666,1.0,0.5,,0.75,0.619775,0.2,0.2,4.5,,3.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.42857142857142855,0.25,0.375,0.16666666666666666,0.5,1.0,0.4,0.25,1.0,1.0,0.6496,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,175.0,3,-8,6,5,,11,,,,,,,,,10,,,1.0,1.0,1.0,,,,,,,,,,16.666666666666668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203183,1610612749,Tony Mitchell,Tony Mitchell,203183,MIL,585.0,10,2,18,17,3.0,35,3.0,4.0,1.0,3.0,4.0,1.0,,6.0,20,4.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.75,0.6,0.6,0.2,23.80952380952381,,0.8,0.75,0.75,0.6666666666666666,0.2,1.0,0.6369,,,1.55,25.3,3.0,9.0,,1.0,,,1.0,,2.0,,,1.0,,,1.0,1.0,,,,,3.0,,,,,,,0.25,,0.16666666666666666,0.5,,,,1.0,,0.6624,,0.16666666666666666,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.7634,0.6666666666666666,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,378.0,6,-4,12,12,1.0,24,,,,1.0,1.0,,,2.0,16,,,,,1.0,,,,,,1.0,1.0,1.0,,15.384615384615383,,,,,,,,0.4192,,,8.2,,3.0,4.0,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,3.0,1.0,1.0,1.0,,,0.25,1.0,0.25,0.3333333333333333,,,,,,,0.4192,1.0,0.25,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612749,Zaza Pachulia,Zaza Pachulia,2585,MIL,97.0,2,-2,3,3,1.0,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202688,1610612749,Brandon Knight,Brandon Knight,202688,MIL,207.0,3,6,6,5,2.0,11,,,,,1.0,,,,4,,,,,,,,,,,,,,,12.5,,,,,,,,0.2457,,,17.0,,,5.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,0.3333333333333333,,0.25,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203489,1610612749,Nate Wolters,Nate Wolters,203489,MIL,313.0,5,12,9,9,2.0,18,1.0,1.0,,1.0,1.0,,,2.0,4,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,9.090909090909092,,1.0,1.0,1.0,1.0,,1.0,0.7202,,,0.9,,3.0,9.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203545,1610612749,Miroslav Raduljica,Miroslav Raduljica,203545,MIL,313.0,5,12,9,9,2.0,18,,,,,,,2.0,2.0,4,,,,,,1.0,2.0,1.0,,,,,1.0,,9.090909090909092,,,,,,,,,1.0,1.0,,,3.0,9.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,2.0,2.0,2.0,2.0,4.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,88712.0,1479,-267,2837,2848,370.0,5685,99.0,184.0,116.0,200.0,448.0,131.0,107.0,618.0,3124,310.0,116.0,29.0,22.0,61.0,156.0,130.0,54.0,0.775,0.8707865168539326,0.44642857142857145,0.44127806563039723,0.48205928237129486,0.22625215889464595,21.281117182756528,0.47540983606557374,0.3177892918825561,0.5380434782608695,0.5892857142857143,0.6363636363636364,0.2003454231433506,0.5440414507772021,0.50339585492228,0.0875796178343949,0.10887096774193548,10.028125000000001,25.335114503816797,579.0,617.0,25.0,66.0,192.0,31.0,91.0,95.0,90.0,44.0,28.0,73.0,145.0,235.0,107.0,342.0,32.0,19.0,135.0,,571.0,0.34065934065934067,0.3333333333333333,0.4025423728813559,0.0625,0.08695652173913043,0.16439909297052155,0.06959008579599618,0.1665351223362273,0.07070020394289599,0.0410958904109589,0.1829787234042553,0.18006430868167203,0.3316062176165803,0.6470588235294118,0.3787878787878788,0.5375440476190478,0.15372168284789645,0.20408882622488544,22.0,35.0,42.0,82.0,143.0,48.0,72.0,24.0,168.0,46.0,33.0,141.0,0.5121951219512195,0.46788990825688076,0.5416666666666666,0.3211009174311927,0.6285714285714286,0.4953353211009173,0.2313915857605178,21.0,72.0,7.0,63.0,0.0967741935483871,0.13690476190476192,0.12435233160621761,0.2916666666666667,0.3333333333333333,41.0,False,80.0,3.0,15.0,3.0,1.0,2.0,34.0,2.0,8.0,5.0,25.0,37.0,2.0,11.0,27.0,6.0,27.0,111.0,34.0,1.0,24.0,16.0,8.0,12.0,12.0,31.0,3.0,66.0,24.0,12.0,13.0,9.0,4.0,7.0,1.0,8.0,12.0,1.0,11.0,8.0,14.0,25.0,27.0,13.0,6.0,1.0,13.0,8.0,7.0,1.0,8.0,4.0,1.0,1.0,18.0,10.0,1.0,0.2824427480916031,0.18181818181818182,0.2222222222222222,0.2824427480916031,0.007633587786259542,0.125,0.015625,0.008620689655172414,0.24,0.04225352112676056,0.17142857142857143,0.07345971563981042,0.07051282051282051,0.07575757575757576,0.06521739130434782,0.18149466192170818,0.14423076923076922,0.038461538461538464,0.5,0.9047619047619048,0.4166666666666667,0.42328042328042326,0.9125,0.025906735751295335,0.2,0.2,1.0,0.29310344827586204,0.2956521739130435,1.0,0.12,0.029411764705882353,0.0784313725490196,0.25,1.0,0.01834862385321101,0.5,0.22935779816513763,0.2,0.29310344827586204,0.007575757575757576,,,,,,,,,,,,,,
