EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,3SecondViolations,OffLongMidRangeReboundPct,LongMidRangePctBlocked,BlockedCorner3,OffensiveGoaltends,DefensiveGoaltends,on,HeaveMakes,3pt And 1 Free Throw Trips,Corner3PctBlocked
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,64990.0,1083,33,2193,2189,756,693.0,255,4382,36.0,57.0,6.0,9.0,11.0,15.0,8.0,22.0,5.0,22.0,27.0,65.0,2.0,4.0,8.0,21.0,42.0,128.0,3.0,12.0,10.0,28.0,49,101,69.0,193.0,10.0,315,2319,7.0,11.0,5.0,16.0,2.0,31.0,13.0,21.0,18.0,49.0,7.0,87.0,38,60.0,198.0,9.0,4.0,128.0,42.0,13.0,40.0,23.0,63.0,13.0,10.0,27.0,11.0,2.0,149.0,10.0,10.0,1.0,28.0,72,1.0,101,21.0,122,3.0,27.0,20.0,7.0,17.0,4.0,11.0,13.0,2.0,6.0,1.0,4.0,30,4.0,9.0,69.0,2.0,120.0,1.0,10.0,27.0,4.0,3.0,19.0,1.0,6.0,3.0,32.0,1.0,1.0,16.0,3.0,13.0,33.0,20.0,2.0,87.0,749,8.0,3.0,0.3877551020408163,0.40425531914893614,0.9565217391304348,0.35751295336787564,0.3125,0.3673469387755102,0.35751295336787564,0.48514851485148514,0.6363636363636364,0.6190476190476191,0.5187074829931972,0.5370370370370371,0.5714285714285714,0.5198019801980198,0.5535714285714286,0.564935064935065,0.6564625850340136,0.12871287128712872,0.17543859649122806,0.13636363636363635,13.405797101449275,0.5666666666666667,0.012658227848101266,0.011764705882352941,0.09769335142469471,0.01824817518248175,0.0880503144654088,0.024330900243309004,0.0947867298578199,0.020855057351407715,0.019157088122605363,0.025,0.024242424242424242,0.024691358024691357,0.0514018691588785,0.10084033613445378,0.12982456140350876,0.07916666666666666,0.11538461538461539,0.018404907975460124,0.6060606060606061,0.19387755102040816,0.631578947368421,0.7659574468085106,0.3611111111111111,0.07482993197278912,0.36363636363636365,0.42105263157894735,0.25,0.07482993197278912,0.22727272727272727,0.22727272727272727,0.8,0.22108843537414966,0.4153846153846154,0.4153846153846154,1.0,0.43537414965986393,0.328125,0.328125,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.5,0.14814814814814814,0.5,1.0,0.4444444444444444,0.25,1.0,0.21428571428571427,0.7333333333333333,0.3,0.38095238095238093,0.4,0.35714285714285715,0.8503401360544217,0.328125,0.5437351535836178,0.5730638888888888,0.5560049999999999,0.02,0.056074766355140186,0.09841269841269841,0.2761904761904762,6.949504950495051,24.680310880829012,0.3447332421340629,,,,,,,,,,,,,,,,,,True,,,
200758,1610612745,Ronnie Brewer,Ronnie Brewer,200758,HOU,2593.0,43,-22,88,90,32,33.0,2,178,1.0,1.0,,,,,,,,2.0,,2.0,,,,,,1.0,,,,,1,3,,3.0,,2,98,,,,,,,,,,,,,2,,,,,1.0,,,1.0,4.0,5.0,2.0,2.0,,1.0,,14.0,,,,,3,,3,,3,,2.0,2.0,,1.0,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,32,,,1.0,1.0,,,,,,0.3333333333333333,,,0.16666666666666666,,,0.16666666666666666,,,0.5,,,,7.777777777777778,1.0,,,0.1111111111111111,,,,0.08333333333333333,,,,,,0.1111111111111111,0.18181818181818182,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5626833333333333,,,,,,,13.4,23.46666666666667,0.36363636363636365,,,,,,,,,,,,,,,,,,True,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,25202.0,420,-32,837,837,253,215.0,94,1674,16.0,36.0,1.0,3.0,1.0,7.0,13.0,38.0,,8.0,3.0,7.0,,,2.0,4.0,26.0,68.0,2.0,7.0,6.0,24.0,29,82,29.0,75.0,25.0,170,905,1.0,6.0,2.0,7.0,2.0,10.0,7.0,22.0,8.0,28.0,12.0,50.0,8,50.0,72.0,15.0,,66.0,26.0,9.0,26.0,25.0,51.0,18.0,7.0,18.0,6.0,2.0,127.0,8.0,4.0,2.0,7.0,15,,22,14.0,36,3.0,14.0,8.0,6.0,16.0,5.0,10.0,13.0,1.0,6.0,2.0,1.0,29,1.0,7.0,22.0,1.0,52.0,1.0,2.0,27.0,1.0,3.0,29.0,1.0,9.0,2.0,3.0,,,1.0,,2.0,3.0,1.0,,50.0,253,6.0,2.0,0.13793103448275862,0.13793103448275862,0.8275862068965517,0.38666666666666666,0.2857142857142857,0.2857142857142857,0.3972602739726027,0.35365853658536583,0.16666666666666666,0.3181818181818182,0.46178343949044587,0.3076923076923077,0.38,0.4970588235294118,0.35714285714285715,0.44545454545454544,0.47770700636942676,0.10975609756097561,0.16666666666666666,0.07894736842105263,21.05820105820106,0.5517241379310345,,0.08333333333333333,0.05639097744360902,0.019138755980861243,0.059322033898305086,0.049079754601226995,0.057291666666666664,0.03225806451612903,0.031914893617021274,0.012048192771084338,0.05343511450381679,0.03125,0.041666666666666664,0.07317073170731707,0.05357142857142857,0.058823529411764705,0.06060606060606061,0.037037037037037035,0.3333333333333333,0.22929936305732485,0.4444444444444444,0.5333333333333333,0.1875,0.24203821656050956,0.34210526315789475,0.37142857142857144,0.07692307692307693,0.050955414012738856,,,,0.044585987261146494,0.42857142857142855,0.42857142857142855,1.0,0.43312101910828027,0.38235294117647056,0.3880597014925373,0.8076923076923077,0.23076923076923078,0.3333333333333333,,,,,0.5384615384615384,0.2857142857142857,1.0,0.14,0.14285714285714285,0.08,0.5,0.48,0.25,0.7070063694267515,0.3939393939393939,0.49974258064516136,0.46361111111111114,0.46748645833333335,0.06547619047619048,0.0989010989010989,0.058823529411764705,0.29411764705882354,5.863414634146341,26.062666666666672,0.3022700119474313,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.013333333333333334,0.014705882352941176,0.025974025974025976,,,,,,,,True,,,
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,18938.0,316,37,649,650,193,219.0,73,1299,36.0,61.0,13.0,23.0,7.0,17.0,1.0,6.0,,1.0,,,,,,,,,,,,,37,68,,,27.0,101,667,14.0,25.0,,,10.0,38.0,8.0,18.0,,,9.0,25.0,44,30.0,,,20.0,,,12.0,6.0,4.0,10.0,4.0,,3.0,2.0,1.0,24.0,10.0,33.0,,26.0,69,7.0,102,43.0,145,3.0,4.0,3.0,1.0,9.0,,6.0,15.0,,3.0,,3.0,24,,10.0,16.0,,35.0,,5.0,41.0,7.0,2.0,45.0,,20.0,4.0,11.0,,,8.0,,3.0,11.0,7.0,2.0,25.0,191,2.0,3.0,0.5945945945945946,0.8148148148148148,,,,,,0.5441176470588235,0.56,0.4444444444444444,0.5441176470588235,0.56,0.4444444444444444,0.5674157303370787,0.59375,0.46296296296296297,,0.17647058823529413,0.14754098360655737,0.5,15.521978021978022,0.375,0.35,,0.3080357142857143,0.19186046511627908,0.30952380952380953,0.08620689655172414,0.30844155844155846,0.14930555555555555,0.2413793103448276,0.14035087719298245,0.08333333333333333,0.1,0.35714285714285715,0.3875,0.20454545454545456,0.3225806451612903,0.2727272727272727,0.15789473684210525,0.6363636363636364,0.8970588235294118,0.5901639344262295,0.6923076923076923,0.5833333333333334,0.08823529411764706,0.16666666666666666,0.3333333333333333,1.0,0.014705882352941176,,,,,,,,,,,,0.92,0.5652173913043478,0.15384615384615385,,,,,,,0.9444444444444444,0.4117647058823529,,,,,0.8970588235294118,,0.5821999999999999,0.5499041666666665,0.5721444444444445,0.23529411764705882,0.23529411764705882,0.37623762376237624,0.24752475247524752,2.2161764705882354,,0.29738058551617874,,,,8.0,,,,,,,3.0,4.0,0.14285714285714285,,,,,True,,,
201956,1610612745,Omri Casspi,Omri Casspi,201956,HOU,34423.0,574,45,1154,1160,355,336.0,134,2314,32.0,52.0,6.0,8.0,7.0,12.0,19.0,45.0,6.0,17.0,9.0,17.0,1.0,3.0,2.0,4.0,25.0,64.0,5.0,6.0,8.0,20.0,57,114,34.0,81.0,46.0,262,1209,8.0,14.0,6.0,9.0,6.0,40.0,15.0,28.0,10.0,24.0,21.0,81.0,84,30.0,90.0,12.0,8.0,64.0,25.0,9.0,20.0,23.0,43.0,17.0,6.0,17.0,1.0,2.0,109.0,7.0,8.0,4.0,21.0,57,14.0,92,19.0,111,3.0,24.0,15.0,9.0,17.0,4.0,10.0,17.0,1.0,7.0,1.0,6.0,34,3.0,9.0,30.0,1.0,52.0,2.0,1.0,49.0,12.0,1.0,57.0,2.0,20.0,10.0,5.0,,,1.0,1.0,3.0,5.0,4.0,1.0,81.0,355,2.0,9.0,0.7368421052631579,0.7924528301886793,0.8823529411764706,0.41975308641975306,0.6666666666666666,0.4166666666666667,0.41975308641975306,0.5,0.5714285714285714,0.5357142857142857,0.5538461538461539,0.7391304347826086,0.5769230769230769,0.5909090909090909,0.7407407407407407,0.6230769230769231,0.4153846153846154,0.07894736842105263,0.07692307692307693,0.08888888888888889,19.418960244648318,0.5,0.27450980392156865,0.11428571428571428,0.14039408866995073,0.02888086642599278,0.12,0.029914529914529916,0.1342512908777969,0.029354207436399216,0.024193548387096774,0.04950495049504951,0.02631578947368421,0.045454545454545456,0.10071942446043165,0.16129032258064516,0.16083916083916083,0.1111111111111111,0.15,0.031914893617021274,0.8,0.26666666666666666,0.6153846153846154,0.6666666666666666,0.8125,0.23076923076923078,0.4222222222222222,0.4634146341463415,0.6842105263157895,0.08717948717948718,0.35294117647058826,0.375,0.5,0.08717948717948718,0.5294117647058824,0.5294117647058824,1.0,0.3282051282051282,0.390625,0.390625,0.84,0.34782608695652173,0.75,0.3333333333333333,0.13043478260869565,0.3333333333333333,1.0,0.2608695652173913,0.8333333333333334,1.0,0.23076923076923078,0.5833333333333334,0.07692307692307693,0.5,0.38461538461538464,0.4,0.6820512820512821,0.390625,0.5156461538461539,0.4960807692307692,0.5162923076923077,0.09523809523809523,0.15503875968992248,0.15267175572519084,0.30916030534351147,6.527192982456139,24.9358024691358,0.3076256499133449,,,,1.0,2.0,3.0,,,,,5.0,,,0.058823529411764705,,,,True,,,
201935,1610612745,James Harden,James Harden,201935,HOU,31056.0,518,62,1063,1050,498,412.0,141,2113,52.0,86.0,5.0,8.0,22.0,40.0,8.0,27.0,16.0,41.0,1.0,2.0,,,,,28.0,85.0,1.0,6.0,19.0,44.0,76,154,29.0,87.0,133.0,372,1101,8.0,14.0,1.0,6.0,14.0,33.0,34.0,71.0,19.0,44.0,68.0,193.0,42,110.0,36.0,51.0,4.0,84.0,28.0,17.0,46.0,36.0,82.0,25.0,11.0,39.0,5.0,2.0,200.0,6.0,9.0,1.0,26.0,35,8.0,69,16.0,85,5.0,28.0,15.0,13.0,39.0,5.0,24.0,22.0,2.0,15.0,,6.0,61,3.0,27.0,12.0,2.0,39.0,4.0,3.0,97.0,1.0,1.0,160.0,7.0,57.0,18.0,6.0,3.0,1.0,1.0,3.0,2.0,9.0,8.0,,188.0,491,8.0,13.0,0.27631578947368424,0.28378378378378377,0.41379310344827586,0.3333333333333333,0.16666666666666666,0.4318181818181818,0.3372093023255814,0.4935064935064935,0.5714285714285714,0.4788732394366197,0.495850622406639,0.475,0.5434782608695652,0.5919354838709677,0.5892857142857143,0.6201298701298701,0.36099585062240663,0.11038961038961038,0.1511627906976744,0.1111111111111111,30.179445350734095,0.639344262295082,0.2222222222222222,0.021739130434782608,0.10144927536231885,0.03345724907063197,0.14772727272727273,0.02843601895734597,0.11708253358925144,0.03125,0.028169014084507043,0.04819277108433735,0.03571428571428571,,0.061855670103092786,0.08928571428571429,0.13970588235294118,0.15671641791044777,0.11904761904761904,0.04310344827586207,0.8888888888888888,0.35684647302904565,0.6046511627906976,0.7123287671232876,0.3269230769230769,0.11203319502074689,0.2962962962962963,0.3333333333333333,0.125,0.17012448132780084,0.3902439024390244,0.4,0.1875,0.008298755186721992,0.5,0.5,,0.35269709543568467,0.32941176470588235,0.32941176470588235,0.42857142857142855,0.4,0.625,0.4,,,,0.3,0.16666666666666666,,0.34782608695652173,0.55,,,0.3826086956521739,0.4318181818181818,0.7178423236514523,0.3333333333333333,0.5228697916666666,0.5320499999999999,0.5155811403508772,0.21232876712328766,0.285,0.08870967741935484,0.5188172043010753,7.074025974025976,25.775862068965516,0.4684854186265287,1.0,,,4.0,1.0,6.0,5.0,,,0.05434782608695652,11.0,,0.022727272727272728,0.024390243902439025,2.0,,,True,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,20714.0,345,-50,682,684,202,181.0,79,1366,35.0,56.0,11.0,16.0,12.0,16.0,8.0,27.0,1.0,4.0,3.0,6.0,,1.0,,,3.0,12.0,,,2.0,5.0,44,87,6.0,18.0,20.0,126,766,11.0,20.0,,1.0,1.0,23.0,15.0,25.0,2.0,5.0,12.0,48.0,54,34.0,18.0,,16.0,12.0,3.0,8.0,12.0,4.0,16.0,4.0,,9.0,,3.0,36.0,5.0,18.0,3.0,12.0,45,9.0,66,26.0,92,1.0,6.0,5.0,1.0,7.0,,4.0,2.0,1.0,3.0,,1.0,9,1.0,2.0,14.0,,29.0,,2.0,23.0,,,30.0,,13.0,4.0,11.0,2.0,2.0,8.0,,3.0,13.0,7.0,1.0,46.0,201,3.0,2.0,0.6136363636363636,0.75,1.0,0.3333333333333333,,0.4,0.3333333333333333,0.5057471264367817,0.55,0.6,0.5047619047619047,0.5238095238095238,0.6,0.5338983050847458,0.5227272727272727,0.6666666666666666,0.17142857142857143,0.09195402298850575,0.10714285714285714,0.07407407407407407,16.387096774193548,0.7777777777777778,0.391304347826087,0.1,0.17857142857142858,0.0967741935483871,0.1411764705882353,0.040983606557377046,0.16913946587537093,0.07467532467532467,0.14606741573033707,0.06944444444444445,0.04040404040404041,0.043478260869565216,0.14102564102564102,0.25,0.15306122448979592,0.1076923076923077,0.25,0.022727272727272728,0.5384615384615384,0.5333333333333333,0.625,0.7,0.6285714285714286,0.2571428571428571,0.2962962962962963,0.32,0.625,0.0380952380952381,0.25,0.25,,0.05714285714285714,0.5,0.5,1.0,0.11428571428571428,0.25,0.25,1.0,0.7619047619047619,0.6875,,0.047619047619047616,,,,,,0.5333333333333333,0.75,,,0.16666666666666666,0.4,0.7047619047619048,0.25,0.5191899038461538,0.527525,0.4977206896551724,0.11403508771929824,0.13541666666666666,0.18253968253968253,0.38095238095238093,3.9264367816091945,25.33888888888889,0.2961876832844575,,,,,1.0,1.0,,,,,4.0,,,,,,,True,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,14387.0,240,-102,493,502,172,162.0,51,995,18.0,37.0,5.0,8.0,7.0,14.0,14.0,26.0,,2.0,1.0,6.0,,,,1.0,5.0,21.0,,2.0,2.0,7.0,32,65,6.0,27.0,13.0,95,561,6.0,10.0,,2.0,3.0,15.0,9.0,19.0,2.0,8.0,3.0,27.0,40,24.0,18.0,,6.0,19.0,5.0,6.0,,7.0,7.0,6.0,1.0,,,,21.0,4.0,13.0,,13.0,30,3.0,46,17.0,63,3.0,5.0,2.0,3.0,6.0,2.0,3.0,6.0,,3.0,,1.0,12,,2.0,17.0,3.0,31.0,1.0,4.0,27.0,5.0,2.0,27.0,,12.0,3.0,10.0,2.0,2.0,6.0,,4.0,12.0,7.0,,27.0,168,2.0,3.0,0.625,0.6896551724137931,1.0,0.2222222222222222,,0.25,0.24,0.49230769230769234,0.6,0.47368421052631576,0.44565217391304346,0.5,0.4444444444444444,0.4567307692307692,0.5,0.43548387096774194,0.29347826086956524,0.09230769230769231,0.16216216216216217,,21.05263157894737,0.5,0.23076923076923078,,0.17142857142857143,0.0962962962962963,0.24528301886792453,0.037383177570093455,0.18859649122807018,0.07024793388429752,0.11940298507462686,0.04081632653061224,0.022988505747126436,0.1,0.18518518518518517,0.1016949152542373,0.22580645161290322,0.2564102564102564,0.21428571428571427,0.06521739130434782,0.5833333333333334,0.40217391304347827,0.4864864864864865,0.5806451612903226,0.7222222222222222,0.2826086956521739,0.5384615384615384,0.5384615384615384,0.5,0.021739130434782608,,,,0.06521739130434782,0.16666666666666666,0.16666666666666666,1.0,0.22826086956521738,0.23809523809523808,0.23809523809523808,1.0,0.6666666666666666,0.625,0.2,,,,0.16666666666666666,,,0.5185185185185185,0.5,0.037037037037037035,,0.25925925925925924,0.2857142857142857,0.6956521739130435,0.2631578947368421,0.49736222222222237,0.5474545454545455,0.53357,0.1188118811881188,0.16216216216216217,0.15789473684210525,0.28421052631578947,4.703076923076924,27.040740740740745,0.3488843813387424,2.0,,,,5.0,,,,,,3.0,1.0,0.15789473684210525,,,1.0,,True,,,
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,3912.0,65,-11,134,130,38,43.0,19,264,10.0,15.0,7.0,7.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,12,18,,,2.0,26,148,7.0,7.0,,,,14.0,2.0,3.0,,,2.0,6.0,8,16.0,,,10.0,,,3.0,,,,,,,,,,2.0,6.0,,4.0,5,2.0,11,8.0,19,1.0,1.0,,1.0,,,,4.0,,,,,4,1.0,2.0,3.0,,10.0,,2.0,3.0,,,5.0,,3.0,,1.0,,,1.0,,,1.0,1.0,,6.0,38,2.0,,0.3333333333333333,0.5714285714285714,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.65,1.0,0.75,,0.16666666666666666,0.2,,15.483870967741934,,0.3333333333333333,,0.15151515151515152,0.16666666666666666,0.16,0.06896551724137931,0.15517241379310345,0.12307692307692308,0.21052631578947367,0.08333333333333333,0.047619047619047616,0.125,0.09090909090909091,0.15384615384615385,0.2222222222222222,0.21052631578947367,,0.3333333333333333,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.3,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.6666666666666666,0.5,,,,,0.8333333333333334,,0.5469333333333333,0.6349,0.5812666666666667,0.15,0.15,0.5384615384615384,0.23076923076923078,2.1944444444444446,,0.2835820895522388,,,,3.0,,,,,,,1.0,,0.2,,,,,True,,,
203477,1610612745,Isaiah Canaan,Isaiah Canaan,203477,HOU,6731.0,112,-18,238,238,99,96.0,29,476,5.0,9.0,1.0,1.0,2.0,2.0,,1.0,1.0,4.0,5.0,9.0,1.0,1.0,1.0,2.0,8.0,22.0,,,3.0,9.0,6,14,13.0,31.0,5.0,56,280,2.0,2.0,1.0,1.0,,7.0,2.0,2.0,4.0,11.0,1.0,17.0,2,10.0,30.0,9.0,,21.0,8.0,3.0,6.0,2.0,8.0,1.0,1.0,4.0,2.0,,18.0,,1.0,,1.0,5,1.0,7,1.0,8,,2.0,1.0,1.0,5.0,3.0,2.0,4.0,,3.0,,,9,1.0,6.0,6.0,,11.0,1.0,,7.0,,2.0,8.0,,4.0,,1.0,,,1.0,,,1.0,,,17.0,99,1.0,,0.16666666666666666,0.16666666666666666,0.7692307692307693,0.41935483870967744,1.0,0.36363636363636365,0.43333333333333335,0.42857142857142855,1.0,1.0,0.5666666666666667,1.1666666666666667,0.6153846153846154,0.5714285714285714,1.1666666666666667,0.6071428571428571,0.6888888888888889,0.21428571428571427,0.1111111111111111,1.0,21.641791044776117,0.5555555555555556,0.08333333333333333,,0.07042253521126761,0.01818181818181818,0.03125,,0.05825242718446602,0.009708737864077669,,0.058823529411764705,,,0.045454545454545456,0.05,0.10344827586206896,0.041666666666666664,,,,0.2,0.5555555555555556,0.625,0.2,0.022222222222222223,,,,0.08888888888888889,0.25,0.3333333333333333,,0.2,0.5555555555555556,0.5555555555555556,1.0,0.4888888888888889,0.36363636363636365,0.36363636363636365,0.625,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,,,,0.15384615384615385,1.0,0.15384615384615385,0.5,0.6923076923076923,0.3333333333333333,0.8888888888888888,0.38095238095238093,0.5311818181818183,0.4627833333333333,0.5219153846153847,0.08163265306122448,0.2222222222222222,0.125,0.30357142857142855,7.264285714285713,25.841935483870973,0.41596638655462187,1.0,,,,1.0,1.0,,,,,,,,0.25,,,,True,,,
