EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangePctAssisted,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceCorner3FGM,FTOffRebounds,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Clear Path Fouls,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes,DefensiveGoaltends,OffensiveGoaltends,BlockedCorner3
202332,1610612752,Cole Aldrich,Cole Aldrich,202332,NYK,117.0,2.0,-3,6.0,5,6.0,5,11,1.0,1.0,9,1.0,1.0,1.0,2.0,1.0,1.0,6.0,0.5,0.5,16.666666666666668,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203147,1610612752,Chris Smith,Chris Smith,203147,NYK,117.0,2.0,-3,6.0,5,6.0,5,11,,,9,,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203315,1610612752,Toure' Murry,Toure' Murry,203315,NYK,117.0,2.0,-3,6.0,5,6.0,5,11,,2.0,9,,2.0,,,,2.0,6.0,0.5,0.5,33.333333333333336,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.363475,0.363475,19.9,29.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,117.0,2.0,-3,6.0,5,6.0,5,11,,,9,,,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612752,Tyson Chandler,Tyson Chandler,2199,NYK,,,-1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,81.0,1.0,-1,4.0,3,4.0,3,7,1.0,3.0,5,1.0,3.0,1.0,2.0,1.0,3.0,4.0,0.75,0.75,50.0,0.5,0.5,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,0.3911,0.3911,17.0,,,,,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,36.0,1.0,-1,2.0,1,2.0,1,3,,,3,,,,,,,2.0,,,50.0,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,0.23745,0.23745,,31.7,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,121046.0,2017.0,26,3801.0,3778,873.0,927,7579,88.0,630.0,4143,33.0,131.0,128.0,122.0,49.0,127.0,867.0,0.4722222222222222,0.4712230215827338,18.368761552680223,0.07515337423312883,0.10722100656455143,0.20793650793650795,0.2296764009471192,62.0,158.0,159.0,32.0,178.0,413.0,195.0,31.0,76.0,42.0,248.0,157.0,222.0,365.0,60.0,873.0,0.43099273607748184,0.40789473684210525,0.4457236842105263,0.4152542372881356,0.3207236842105263,0.2598684210526316,0.3924050632911392,0.3974358974358974,0.26151315789473684,0.2711864406779661,0.59375,0.5035040495867771,0.4922295652173913,9.561985472154964,25.256923076923073,157.0,4.0,27.0,108.0,0.30337078651685395,0.31213872832369943,0.3064516129032258,False,445.0,85.0,166.0,5.0,12.0,14.0,32.0,31.0,89.0,16.0,36.0,1.0,4.0,10.0,46.0,3.0,13.0,8.0,62.0,11.0,24.0,3.0,14.0,5.0,36.0,12.0,144.0,42.0,10.0,2.0,46.0,29.0,2.0,143.0,114.0,29.0,133.0,29.0,26.0,28.0,57.0,83.0,3.0,143.0,54.0,197.0,8.0,78.0,47.0,31.0,89.0,22.0,60.0,40.0,3.0,29.0,1.0,4.0,129.0,9.0,26.0,66.0,6.0,6.0,1.0,6.0,20.0,3.0,5.0,1.0,14.0,27.0,16.0,4.0,7.0,27.0,18.0,1.0,11.0,0.7741935483870968,0.31794871794871793,0.21428571428571427,0.2857142857142857,0.32124352331606215,0.4583333333333333,0.40789473684210525,0.43902439024390244,0.010256410256410256,0.07021791767554479,0.10240963855421686,0.11235955056179775,0.012658227848101266,0.012578616352201259,0.689922480620155,0.029411764705882353,0.07094017094017094,0.02321724709784411,0.0976027397260274,0.04075235109717868,0.07981755986316989,0.02928416485900217,0.029891304347826088,0.036231884057971016,0.012455516014234875,0.036511156186612576,0.05517241379310345,0.05787037037037037,0.06784660766961652,0.08771929824561403,0.0979498861047836,0.09655172413793103,0.024242424242424242,0.6666666666666666,0.2730263157894737,0.5120481927710844,0.5704697986577181,0.3058823529411765,0.14638157894736842,0.34831460674157305,0.3924050632911392,0.2903225806451613,0.05921052631578947,0.4444444444444444,0.4444444444444444,1.0,0.2893081761006289,0.2929936305732484,0.6956521739130435,0.3157894736842105,0.4166666666666667,0.2,0.02631578947368421,0.34210526315789475,0.23076923076923078,0.3333333333333333,0.2711864406779661,0.4375,0.0847457627118644,0.4,0.25,0.2929936305732484,0.4834639999999999,0.05714285714285714,,,,,,,,,,,,,,,,,,
1897,1610612752,Metta World Peace,Metta World Peace,1897,NYK,23285.0,388.0,-3,756.0,769,203.0,284,1525,10.0,139.0,787,1.0,32.0,24.0,16.0,8.0,32.0,200.0,0.46959459459459457,0.45714285714285713,19.396051103368176,0.05442176870748299,0.08602150537634409,0.2302158273381295,0.26851851851851855,9.0,26.0,33.0,7.0,39.0,87.0,54.0,11.0,20.0,14.0,58.0,33.0,8.0,17.0,2.0,43.0,0.4482758620689655,0.55,0.4574468085106383,0.45588235294117646,0.3829787234042553,0.18439716312056736,0.34615384615384615,0.34615384615384615,0.23404255319148937,0.20588235294117646,0.6453900709219859,0.5013960992907802,0.4822220588235294,8.687356321839081,24.45185185185185,44.0,6.0,12.0,20.0,0.2564102564102564,0.2777777777777778,0.4444444444444444,False,91.0,22.0,37.0,6.0,9.0,4.0,6.0,8.0,24.0,6.0,21.0,1.0,2.0,7.0,11.0,1.0,3.0,1.0,17.0,6.0,15.0,2.0,4.0,2.0,20.0,3.0,42.0,9.0,6.0,,11.0,7.0,,9.0,8.0,1.0,4.0,2.0,6.0,10.0,11.0,25.0,5.0,41.0,18.0,59.0,,24.0,10.0,14.0,8.0,3.0,4.0,11.0,1.0,4.0,,4.0,19.0,2.0,7.0,12.0,1.0,2.0,,3.0,1.0,,2.0,,1.0,8.0,4.0,,4.0,8.0,5.0,,1.0,0.8235294117647058,0.3148148148148148,0.5,0.21428571428571427,0.3148148148148148,0.4,0.47368421052631576,0.47619047619047616,,0.08045977011494253,0.16216216216216217,0.041666666666666664,,,0.42105263157894735,0.3125,0.11627906976744186,0.04219409282700422,0.09016393442622951,0.047619047619047616,0.10682492581602374,0.0440771349862259,0.02531645569620253,0.06666666666666667,0.03614457831325301,0.043010752688172046,0.06060606060606061,0.10843373493975904,0.12121212121212122,0.12121212121212122,0.09473684210526316,0.07407407407407407,,0.625,0.2624113475177305,0.5945945945945946,0.7096774193548387,0.18181818181818182,0.1702127659574468,0.3333333333333333,0.34782608695652173,0.25,0.14893617021276595,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.47368421052631576,0.6666666666666666,0.16666666666666666,0.05263157894736842,0.15789473684210525,0.3333333333333333,1.0,0.17647058823529413,0.6666666666666666,0.20588235294117646,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.5042656249999999,0.14388489208633093,1.0,2.0,1.0,0.09523809523809523,1.0,1.0,,,,,,,,,,,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,75435.0,1257.0,-123,2361.0,2331,406.0,555,4692,84.0,558.0,2568,20.0,89.0,106.0,102.0,49.0,87.0,400.0,0.5091240875912408,0.5933333333333334,22.374260355029588,0.09057301293900184,0.11316397228637413,0.15949820788530467,0.17196103346039815,79.0,166.0,106.0,16.0,192.0,394.0,108.0,27.0,48.0,16.0,92.0,106.0,30.0,45.0,16.0,105.0,0.4873096446700508,0.5625,0.4721115537848606,0.5390625,0.2151394422310757,0.33067729083665337,0.4759036144578313,0.47878787878787876,0.21115537848605578,0.25,0.448207171314741,0.4808286427145707,0.48058253968253967,10.489593908629441,25.371296296296297,100.0,11.0,7.0,292.0,0.7604166666666666,0.8156424581005587,0.8481012658227848,False,296.0,68.0,117.0,13.0,22.0,10.0,16.0,45.0,111.0,1.0,2.0,,,,29.0,3.0,12.0,5.0,30.0,21.0,40.0,3.0,12.0,14.0,65.0,5.0,87.0,3.0,26.0,,29.0,19.0,,15.0,12.0,3.0,11.0,3.0,21.0,42.0,57.0,87.0,9.0,153.0,69.0,222.0,9.0,14.0,11.0,3.0,23.0,7.0,11.0,35.0,5.0,12.0,,8.0,58.0,4.0,9.0,40.0,5.0,12.0,3.0,2.0,11.0,,10.0,,7.0,52.0,34.0,1.0,17.0,52.0,35.0,,4.0,0.9666666666666667,0.2777777777777778,0.25,0.3125,0.2777777777777778,0.525,0.49038461538461536,0.5327868852459017,,0.048223350253807105,0.10256410256410256,0.05405405405405406,0.006024096385542169,,0.39655172413793105,0.14285714285714285,0.1277533039647577,0.0498812351543943,0.16147308781869688,0.05630026809651475,0.13926499032882012,0.05185185185185185,0.06204379562043796,0.05392156862745098,0.038461538461538464,0.04716981132075472,0.10909090909090909,0.13278008298755187,0.13513513513513514,0.11467889908256881,0.16862745098039217,0.14285714285714285,0.034482758620689655,0.6730769230769231,0.23306772908366533,0.5811965811965812,0.6476190476190476,0.6029411764705882,0.22111553784860558,0.40540540540540543,0.42857142857142855,0.8444444444444444,0.00398406374501992,0.5,0.5,1.0,0.27358490566037735,0.27358490566037735,0.9655172413793104,0.4230769230769231,0.5909090909090909,0.07692307692307693,,0.23076923076923078,0.25,1.0,0.25,0.625,,,0.3125,0.27358490566037735,0.5111716216216217,0.11648745519713262,,6.0,1.0,0.10909090909090909,,,2.0,1.0,,,,,,,,,,
