EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,FTOffRebounds,FTDefRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimPctAssisted,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,on
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,123564.0,2059,187,3942,3947,996.0,1124,343.0,7889,89,146,1.0,6.0,21.0,32.0,46.0,125.0,89.0,177.0,20.0,48.0,2.0,5.0,5.0,8.0,78.0,220.0,5.0,16.0,15.0,61.0,224,448,98.0,268.0,173.0,915,4187,5.0,19.0,7.0,21.0,11.0,42.0,56.0,115.0,20.0,69.0,87.0,259.0,130,318,225.0,69.0,4.0,216.0,78.0,34,1.0,246,146.0,392,111.0,35.0,130.0,47.0,69.0,930,9.0,6.0,53.0,100,153,15.0,168,6.0,93,56.0,37.0,91.0,23.0,58.0,52,10.0,33.0,3.0,1.0,143,9.0,35.0,73.0,4.0,148,6.0,4.0,6.0,189.0,8.0,3.0,15.0,12.0,216.0,19.0,2.0,13.0,71.0,8.0,30.0,13.0,9.0,1.0,3.0,13.0,6.0,255.0,986.0,20.0,27.0,0.29017857142857145,0.29017857142857145,0.7653061224489796,0.3656716417910448,0.3333333333333333,0.2898550724637681,0.3712121212121212,0.5,0.2631578947368421,0.48695652173913045,0.5181564245810056,0.3875,0.4673913043478261,0.5621890547263682,0.45555555555555555,0.5616740088105727,0.3743016759776536,0.0037313432835820895,0.07589285714285714,0.11643835616438356,0.112,0.01694915254237288,0.004545454545454545,21.81022570244127,0.6363636363636364,0.08019246190858059,0.005752636625119847,0.09778597785977859,0.013803680981595092,0.08552263834544438,0.008849557522123894,0.002932551319648094,0.008547008547008548,0.005698005698005698,0.016194331983805668,0.006329113924050633,0.0671462829736211,0.07272727272727272,0.09887640449438202,0.0861244019138756,0.13709677419354838,0.017241379310344827,0.46153846153846156,0.20391061452513967,0.6095890410958904,0.689922480620155,0.3146067415730337,0.17458100558659218,0.368,0.4144144144144144,0.13043478260869565,0.24720670391061453,0.5028248587570622,0.5114942528735632,0.34831460674157305,0.0670391061452514,0.4166666666666667,0.4166666666666667,1.0,0.30726256983240224,0.35454545454545455,0.3561643835616438,0.7051282051282052,0.15,0.16666666666666666,0.125,0.4,1.0,0.4,0.3125,1.0,0.17391304347826086,0.65625,0.043478260869565216,0.625,0.33152173913043476,0.2459016393442623,0.5782122905027933,0.3611111111111111,0.48986739436619703,0.4765783333333333,0.4582307262569832,0.1020671834625323,0.142,0.029197080291970802,0.04590163934426229,0.2830601092896175,10.216741071428572,25.4776119402985,0.2526636225266362,,,,,,,,,,,,,,,True
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,44110.0,735,120,1432,1436,389.0,459,133.0,2868,85,138,22.0,38.0,22.0,32.0,20.0,44.0,35.0,89.0,3.0,6.0,2.0,2.0,,1.0,2.0,12.0,,1.0,1.0,8.0,140,271,5.0,18.0,66.0,361,1471,26.0,43.0,2.0,3.0,5.0,63.0,32.0,60.0,1.0,9.0,23.0,90.0,164,116,15.0,,3.0,9.0,2.0,21,,24,28.0,52,18.0,10.0,16.0,3.0,5.0,132,10.0,38.0,24.0,83,119,49.0,168,10.0,34,23.0,11.0,15.0,1.0,5.0,28,3.0,10.0,1.0,16.0,43,3.0,12.0,35.0,1.0,74,,6.0,4.0,88.0,3.0,10.0,4.0,2.0,96.0,8.0,,,44.0,,8.0,16.0,12.0,1.0,3.0,16.0,9.0,87.0,384.0,12.0,6.0,0.5857142857142857,0.6612903225806451,1.0,0.2777777777777778,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.5166051660516605,0.6046511627906976,0.5333333333333333,0.5103806228373703,0.6304347826086957,0.4855072463768116,0.5420420420420421,0.63,0.5294117647058824,0.06228373702422145,,0.07749077490774908,0.13768115942028986,0.045454545454545456,,,23.737373737373737,0.3488372093023256,0.19347319347319347,0.10052910052910052,0.1111111111111111,0.041666666666666664,0.16589147286821707,0.07766990291262135,0.12878787878787878,0.1092436974789916,0.06299212598425197,0.026595744680851064,0.09615384615384616,0.1793103448275862,0.2222222222222222,0.18354430379746836,0.12345679012345678,0.07407407407407407,0.08333333333333333,0.5625,0.47750865051903113,0.6159420289855072,0.7142857142857143,0.611764705882353,0.1522491349480969,0.45454545454545453,0.47619047619047616,0.3,0.3079584775086505,0.39325842696629215,0.39325842696629215,0.6857142857142857,0.020761245674740483,0.5,0.5,1.0,0.04152249134948097,0.16666666666666666,0.16666666666666666,1.0,0.8260869565217391,0.5789473684210527,0.043478260869565216,1.0,1.0,0.021739130434782608,,,0.463768115942029,0.6875,0.014492753623188406,,0.11594202898550725,0.125,0.5397923875432526,0.2222222222222222,0.49865244755244764,0.5757065789473684,0.48769253731343276,0.13538461538461538,0.14332247557003258,,0.1745152354570637,0.24930747922437674,8.240221402214022,29.22222222222222,0.27164804469273746,32.0,1.0,12.0,3.0,1.0,1.0,0.24,0.022222222222222223,0.18181818181818182,,,,,,True
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,36186.0,603,104,1154,1162,309.0,414,108.0,2316,20,31,2.0,4.0,3.0,6.0,5.0,18.0,8.0,17.0,7.0,26.0,,1.0,2.0,4.0,20.0,47.0,2.0,4.0,4.0,15.0,33,66,27.0,73.0,36.0,183,1225,2.0,6.0,2.0,5.0,3.0,13.0,5.0,14.0,6.0,19.0,15.0,43.0,42,24,75.0,6.0,1.0,46.0,20.0,7,1.0,16,13.0,29,4.0,9.0,7.0,2.0,7.0,71,5.0,6.0,24.0,22,49,13.0,62,1.0,16,8.0,8.0,7.0,1.0,5.0,5,1.0,2.0,,,12,4.0,2.0,21.0,3.0,49,1.0,1.0,2.0,50.0,1.0,3.0,8.0,,49.0,4.0,1.0,,17.0,3.0,6.0,2.0,1.0,,1.0,2.0,1.0,43.0,309.0,7.0,6.0,0.6363636363636364,0.65625,0.9259259259259259,0.3698630136986301,0.4,0.3157894736842105,0.375,0.5,0.3333333333333333,0.35714285714285715,0.5287769784172662,0.45454545454545453,0.42424242424242425,0.571875,0.5,0.5119047619047619,0.5251798561151079,0.0136986301369863,0.10606060606060606,0.0967741935483871,0.2222222222222222,,,13.47962382445141,0.5833333333333334,0.06027397260273973,0.020618556701030927,0.13714285714285715,0.026041666666666668,0.08518518518518518,0.022774327122153208,0.021739130434782608,0.021505376344086023,0.018867924528301886,0.02097902097902098,0.04081632653061224,0.04316546762589928,0.06153846153846154,0.08333333333333333,0.140625,0.1276595744680851,0.014705882352941176,0.5,0.22302158273381295,0.6451612903225806,0.7142857142857143,0.6,0.12949640287769784,0.2777777777777778,0.35714285714285715,0.6,0.1223021582733813,0.47058823529411764,0.47058823529411764,0.75,0.18705035971223022,0.2692307692307692,0.28,1.0,0.3381294964028777,0.425531914893617,0.425531914893617,0.9,0.36363636363636365,0.5,0.09090909090909091,,,0.36363636363636365,0.5,1.0,0.18181818181818182,0.5,0.12121212121212122,0.5,0.45454545454545453,0.26666666666666666,0.7482014388489209,0.43478260869565216,0.5263521739130433,0.4615916666666666,0.4856828125,0.12987012987012986,0.21518987341772153,0.04,0.07103825136612021,0.23497267759562843,7.843939393939396,24.983561643835625,0.26776429809358754,2.0,2.0,3.0,,,,0.09375,0.04878048780487805,0.5,0.038461538461538464,,,,,True
1718,1610612751,Paul Pierce,Paul Pierce,1718,BKN,80040.0,1334,103,2555,2553,639.0,681,208.0,5108,80,118,10.0,16.0,21.0,26.0,27.0,58.0,29.0,71.0,6.0,14.0,,1.0,1.0,4.0,75.0,188.0,6.0,12.0,15.0,34.0,136,247,81.0,202.0,165.0,680,2664,12.0,24.0,6.0,13.0,13.0,55.0,33.0,63.0,16.0,38.0,57.0,171.0,128,144,234.0,9.0,,188.0,75.0,19,,68,37.0,105,20.0,17.0,37.0,11.0,20.0,247,5.0,11.0,79.0,132,225,16.0,241,,61,39.0,22.0,44.0,16.0,26.0,47,6.0,18.0,1.0,13.0,91,4.0,20.0,69.0,2.0,130,1.0,6.0,9.0,149.0,6.0,7.0,9.0,1.0,196.0,17.0,,12.0,78.0,4.0,17.0,10.0,7.0,1.0,2.0,13.0,7.0,168.0,632.0,6.0,15.0,0.47058823529411764,0.48484848484848486,0.9629629629629629,0.400990099009901,0.46153846153846156,0.42105263157894735,0.400990099009901,0.5506072874493927,0.5,0.5238095238095238,0.5734966592427617,0.5675675675675675,0.5643564356435643,0.6299435028248588,0.625,0.6287878787878788,0.44988864142538976,,0.07692307692307693,0.1440677966101695,0.034482758620689655,,,22.20635487325955,0.4835164835164835,0.1639751552795031,0.016152716593245228,0.22191011235955055,0.011933174224343675,0.181739879414298,0.014545454545454545,0.017937219730941704,0.0211864406779661,0.009009009009009009,0.009584664536741214,0.018867924528301886,0.16165413533834586,0.15261044176706828,0.17586206896551723,0.21223021582733814,0.2564102564102564,,0.5384615384615384,0.26280623608017817,0.6779661016949152,0.7920792079207921,0.55,0.1291759465478842,0.46551724137931033,0.48214285714285715,0.2962962962962963,0.15812917594654788,0.4084507042253521,0.4084507042253521,0.41379310344827586,0.031180400890868598,0.42857142857142855,0.42857142857142855,1.0,0.41870824053452116,0.39893617021276595,0.39893617021276595,0.96,0.43243243243243246,0.625,0.02702702702702703,,,0.32432432432432434,0.5,1.0,0.25742574257425743,0.8076923076923077,0.039603960396039604,0.25,0.33663366336633666,0.4411764705882353,0.7126948775055679,0.39893617021276595,0.5215812917594653,0.5460672413793104,0.4929257425742574,0.15953307392996108,0.2532467532467532,0.019417475728155338,0.08088235294117647,0.2514705882352941,8.126315789473685,25.186633663366337,0.25009784735812135,8.0,,14.0,1.0,1.0,,0.21875,,0.3,,3.0,2.0,1.0,3.0,True
1891,1610612751,Jason Terry,Jason Terry,1891,BKN,12928.0,215,-29,413,411,86.0,113,40.0,824,1,3,,,,,1.0,3.0,3.0,8.0,9.0,18.0,,,1.0,3.0,10.0,22.0,,,1.0,4.0,5,14,19.0,40.0,3.0,70,478,,1.0,,,,,1.0,4.0,2.0,7.0,,8.0,2,8,48.0,9.0,,22.0,10.0,1,,10,6.0,16,5.0,1.0,3.0,4.0,3.0,38,,2.0,2.0,9,11,2.0,13,,5,3.0,2.0,8.0,2.0,6.0,6,,2.0,,2.0,14,1.0,3.0,8.0,,19,,1.0,1.0,4.0,,,,,4.0,,,,2.0,,,,,,,,,8.0,86.0,3.0,,0.2,0.2,0.8421052631578947,0.475,,0.2857142857142857,0.475,0.35714285714285715,,0.25,0.6203703703703703,,0.36363636363636365,0.625,,0.36363636363636365,0.7407407407407407,,0.07142857142857142,0.3333333333333333,,,,15.250544662309368,0.5714285714285714,0.0661764705882353,0.017699115044247787,0.05128205128205128,,0.06285714285714286,0.010638297872340425,0.02702702702702703,,0.02127659574468085,,,,0.044444444444444446,0.1346153846153846,0.06060606060606061,,,,0.05555555555555555,0.3333333333333333,0.5,,0.05555555555555555,0.3333333333333333,0.3333333333333333,,0.14814814814814814,0.375,0.375,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.4074074074074074,0.45454545454545453,0.45454545454545453,0.7,,,,,,,,,,,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.25,0.7962962962962963,0.45454545454545453,0.5025333333333334,0.4239,0.4485863636363636,0.03571428571428571,0.125,,,0.11428571428571428,13.107142857142858,24.8625,0.20823244552058112,,,,,,,,,,,,,,,True
1905,1610612751,Andrei Kirilenko,Andrei Kirilenko,1905,BKN,25459.0,424,34,806,812,195.0,231,86.0,1618,30,46,7.0,11.0,6.0,9.0,6.0,12.0,3.0,11.0,,1.0,,,,1.0,1.0,2.0,,1.0,1.0,2.0,39,69,1.0,3.0,30.0,111,861,8.0,13.0,,1.0,2.0,18.0,9.0,15.0,1.0,3.0,11.0,32.0,60,18,3.0,,,2.0,1.0,9,,26,5.0,31,5.0,,20.0,3.0,3.0,67,9.0,12.0,15.0,21,47,21.0,68,2.0,21,14.0,7.0,11.0,6.0,8.0,11,1.0,3.0,,3.0,22,3.0,3.0,14.0,,32,1.0,4.0,,44.0,,5.0,3.0,2.0,59.0,3.0,,,26.0,,5.0,9.0,4.0,1.0,4.0,10.0,6.0,30.0,191.0,1.0,4.0,0.7692307692307693,0.8571428571428571,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5652173913043478,0.6153846153846154,0.6,0.5625,0.5714285714285714,0.5833333333333334,0.555,0.5625,0.64,0.041666666666666664,,0.13043478260869565,0.15217391304347827,0.16666666666666666,,,13.510520487264674,0.5,0.0846774193548387,0.0547945205479452,0.15,0.0703125,0.10344827586206896,0.06051873198847262,0.0684931506849315,0.058823529411764705,0.038461538461538464,0.08653846153846154,,0.08235294117647059,0.11764705882352941,0.06315789473684211,0.0975609756097561,0.3888888888888889,0.08695652173913043,0.6,0.6388888888888888,0.6521739130434783,0.7692307692307693,0.7666666666666667,0.16666666666666666,0.5,0.6,0.8333333333333334,0.1527777777777778,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.013888888888888888,,,,0.027777777777777776,0.5,0.5,1.0,0.7857142857142857,0.6363636363636364,,,,0.07142857142857142,,,0.5,0.6666666666666666,0.05555555555555555,,0.1111111111111111,0.5,0.6805555555555556,0.5,0.5298319444444445,0.5632541666666667,0.5469388888888889,0.2736842105263158,0.2826086956521739,,0.16216216216216217,0.2882882882882883,5.2898550724637685,24.666666666666668,0.24193548387096775,8.0,,11.0,,,,0.3793103448275862,,0.2857142857142857,,1.0,1.0,,,True
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,17634.0,294,-2,577,576,126.0,110,47.0,1153,34,53,8.0,15.0,6.0,10.0,20.0,43.0,14.0,27.0,,,,,,,,,,,,,68,123,,,43.0,179,617,10.0,20.0,,,2.0,22.0,13.0,21.0,,,13.0,39.0,92,44,,,,,,6,,4,5.0,9,3.0,2.0,3.0,,1.0,23,3.0,16.0,11.0,20,36,20.0,56,5.0,6,5.0,1.0,8.0,1.0,4.0,8,,4.0,,1.0,16,2.0,5.0,16.0,,30,1.0,2.0,5.0,44.0,1.0,2.0,,,52.0,6.0,,,25.0,,4.0,16.0,10.0,1.0,5.0,16.0,12.0,39.0,126.0,1.0,4.0,0.6764705882352942,0.7419354838709677,,,,,,0.5528455284552846,0.5,0.6190476190476191,0.5528455284552846,0.5,0.6190476190476191,0.613013698630137,0.5,0.6964285714285714,,,0.04878048780487805,0.07547169811320754,0.046511627906976744,,,25.511811023622048,0.5,0.08928571428571429,0.09090909090909091,0.14864864864864866,0.0410958904109589,0.1040268456375839,0.07630522088353414,0.1111111111111111,0.12698412698412698,0.03389830508474576,0.0425531914893617,0.038461538461538464,0.08955223880597014,0.0958904109589041,0.08333333333333333,0.17543859649122806,0.058823529411764705,0.10204081632653061,0.75,0.43089430894308944,0.6415094339622641,0.6938775510204082,0.6764705882352942,0.34959349593495936,0.46511627906976744,0.4878048780487805,0.55,0.21951219512195122,0.5185185185185185,0.5185185185185185,0.8571428571428571,,,,,,,,,0.75,0.5333333333333333,,,,,,,0.47619047619047616,0.6,,,,,0.43089430894308944,,0.4692731707317072,0.5101117647058823,0.4960047619047619,0.176056338028169,0.176056338028169,,0.12290502793296089,0.21787709497206703,7.694308943089432,,0.21837088388214904,12.0,1.0,5.0,,,,0.22727272727272727,0.058823529411764705,0.125,,,,,7.0,True
201977,1610612751,Marcus Thornton,Marcus Thornton,201977,BKN,15563.0,259,22,498,508,152.0,197,45.0,1006,14,22,1.0,2.0,1.0,7.0,2.0,4.0,7.0,15.0,8.0,16.0,1.0,1.0,1.0,6.0,17.0,46.0,3.0,6.0,2.0,7.0,23,41,25.0,62.0,14.0,135,507,2.0,4.0,4.0,7.0,3.0,19.0,1.0,12.0,3.0,13.0,4.0,15.0,18,28,63.0,12.0,,46.0,17.0,2,,6,6.0,12,3.0,3.0,6.0,,,30,4.0,2.0,13.0,14,28,6.0,34,,14,10.0,4.0,6.0,2.0,3.0,4,,3.0,,,10,,2.0,7.0,,18,2.0,1.0,,16.0,,,1.0,2.0,19.0,1.0,,,8.0,,2.0,2.0,1.0,,1.0,2.0,1.0,15.0,152.0,4.0,2.0,0.391304347826087,0.4090909090909091,0.84,0.4032258064516129,0.5714285714285714,0.23076923076923078,0.4032258064516129,0.5609756097560976,0.5,0.08333333333333333,0.587378640776699,0.7272727272727273,0.22,0.6026785714285714,0.7307692307692307,0.2777777777777778,0.6019417475728155,,0.04878048780487805,0.09090909090909091,,,,22.22222222222222,0.6,0.10071942446043165,0.017543859649122806,0.1780821917808219,0.037383177570093455,0.12735849056603774,0.027149321266968326,,,0.05,0.04819277108433735,,0.07547169811320754,0.07692307692307693,0.14893617021276595,0.17857142857142858,0.17647058823529413,,0.5,0.21359223300970873,0.6363636363636364,0.7,0.35714285714285715,0.038834951456310676,0.5,0.5,0.5,0.14563106796116504,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.1553398058252427,0.5,0.5,1.0,0.44660194174757284,0.3695652173913043,0.3695652173913043,0.7647058823529411,0.18181818181818182,0.5,0.09090909090909091,1.0,1.0,0.5454545454545454,0.5,0.6666666666666666,0.28,0.14285714285714285,0.24,0.16666666666666666,0.28,0.2857142857142857,0.8155339805825242,0.3695652173913043,0.5490000000000002,0.5291388888888889,0.5172,0.07272727272727272,0.16666666666666666,,0.14074074074074075,0.1111111111111111,9.292682926829269,24.667741935483875,0.30522088353413657,2.0,,1.0,,,,0.05555555555555555,,,,,,,,True
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,34945.0,582,17,1129,1139,282.0,364,95.0,2268,26,42,6.0,12.0,7.0,8.0,8.0,18.0,5.0,12.0,9.0,20.0,,1.0,,2.0,58.0,148.0,3.0,5.0,12.0,33.0,39,72,67.0,168.0,17.0,296,1254,7.0,16.0,3.0,6.0,,23.0,8.0,12.0,12.0,35.0,9.0,61.0,54,24,198.0,3.0,2.0,146.0,58.0,8,,16,14.0,30,4.0,10.0,11.0,1.0,4.0,74,10.0,11.0,17.0,48,75,22.0,97,5.0,12,3.0,9.0,10.0,3.0,5.0,10,1.0,5.0,1.0,2.0,20,,3.0,35.0,,67,,3.0,2.0,23.0,1.0,2.0,1.0,,24.0,3.0,,1.0,9.0,1.0,3.0,14.0,10.0,1.0,3.0,14.0,8.0,61.0,279.0,11.0,2.0,0.6923076923076923,0.7941176470588235,0.9850746268656716,0.39880952380952384,0.5,0.34285714285714286,0.4036144578313253,0.5416666666666666,0.4375,0.6666666666666666,0.58125,0.5227272727272727,0.5531914893617021,0.592,0.5227272727272727,0.5865384615384616,0.7,,0.1111111111111111,0.14285714285714285,0.1111111111111111,,,21.72859450726979,0.5,0.13445378151260504,0.040293040293040296,0.11333333333333333,0.04424778761061947,0.1282051282051282,0.04208416833667335,0.023809523809523808,0.06451612903225806,0.03125,0.05027932960893855,0.02127659574468085,0.15671641791044777,0.1188118811881188,0.12295081967213115,0.10810810810810811,0.1282051282051282,0.04065040650406504,0.5714285714285714,0.175,0.6190476190476191,0.7222222222222222,0.6538461538461539,0.075,0.4444444444444444,0.5,0.625,0.05,0.4166666666666667,0.4166666666666667,1.0,0.08333333333333333,0.45,0.45,1.0,0.6166666666666667,0.3918918918918919,0.3918918918918919,0.9827586206896551,0.5454545454545454,0.5,0.045454545454545456,,,0.22727272727272727,0.6,1.0,0.1702127659574468,0.875,0.0425531914893617,,0.7021276595744681,0.36363636363636365,0.875,0.3972602739726027,0.5285824894514769,0.5538375000000001,0.5114695652173912,0.04048582995951417,0.11538461538461539,0.005917159763313609,0.0777027027027027,0.20608108108108109,6.240277777777777,25.6702380952381,0.24977856510186006,10.0,1.0,10.0,,1.0,,0.2631578947368421,0.02564102564102564,0.16666666666666666,,,,,,True
203486,1610612751,Mason Plumlee,Mason Plumlee,203486,BKN,39659.0,661,28,1243,1252,328.0,359,114.0,2495,96,138,16.0,25.0,27.0,39.0,4.0,16.0,,,,,,,,,,1.0,,,,1.0,100,154,,1.0,63.0,263,1401,16.0,26.0,,,13.0,45.0,27.0,41.0,,1.0,11.0,65.0,168,32,,,1.0,,,22,,23,14.0,37,11.0,3.0,15.0,2.0,6.0,88,16.0,45.0,19.0,74,103,62.0,165,6.0,28,6.0,22.0,24.0,2.0,13.0,20,2.0,11.0,1.0,3.0,44,3.0,8.0,49.0,1.0,93,4.0,6.0,6.0,72.0,,3.0,,,98.0,9.0,,,49.0,,5.0,32.0,24.0,2.0,6.0,32.0,10.0,65.0,325.0,6.0,4.0,0.84,0.9438202247191011,,,,,,0.6493506493506493,0.6153846153846154,0.6585365853658537,0.6451612903225806,0.6153846153846154,0.6428571428571429,0.6575,0.6428571428571429,0.6132075471698113,0.0064516129032258064,,0.14285714285714285,0.13768115942028986,0.1875,,,17.745454545454546,0.5454545454545454,0.19023136246786632,0.14950166112956811,0.11728395061728394,0.07339449541284404,0.16878402903811252,0.11753371868978806,0.23636363636363636,0.11650485436893204,0.07954545454545454,0.06060606060606061,0.11320754716981132,0.18181818181818182,0.18181818181818182,0.20588235294117646,0.11811023622047244,0.11428571428571428,0.1875,0.3125,0.8903225806451613,0.6956521739130435,0.8067226890756303,0.8541666666666666,0.1032258064516129,0.25,0.3076923076923077,0.5,,,,,,,,,0.0064516129032258064,,,,0.9615384615384616,0.64,,,,,,,0.9285714285714286,0.6923076923076923,,,0.023809523809523808,,0.896774193548387,,0.6002266233766235,0.57494,0.6160853658536585,0.2512820512820513,0.25257731958762886,,0.17110266159695817,0.24714828897338403,2.0759740259740265,63.5,0.26387771520514886,22.0,1.0,10.0,6.0,,2.0,0.3225806451612903,0.024390243902439025,0.3125,,,,,3.0,True
