EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,SelfOReb,Steals,LostBallSteals,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SelfORebPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PtsUnassisted3s,LongMidRangeAssists,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,BlockedLongMidRange,BlockedShortMidRange,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,OffLongMidRangeReboundPct,HeaveAttempts,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockingFouls,Loose Ball Fouls Drawn,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,on,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3
101107,1610612762,Marvin Williams,Marvin Williams,101107,UTA,2572.0,43,-17,77,79,25.0,23,7,156,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,7.0,8.0,2.0,6.0,2.0,22.0,102,3.0,3.0,1.0,6.0,1.0,1.0,1.0,4.0,5.0,6.0,8.0,6.0,4.0,4.0,2.0,3.0,3.0,6.0,1.0,2.0,1.0,2.0,15.0,2.0,2.0,1.0,3,1.0,5,4.0,9,3.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,25.0,1.0,0.42857142857142855,0.6,1.0,0.3333333333333333,0.25,0.3333333333333333,0.875,1.0,1.0,0.7142857142857143,0.75,0.5,0.7333333333333333,0.75,0.5,0.42857142857142855,22.61904761904762,0.75,0.3333333333333333,0.13636363636363635,0.09090909090909091,0.1,0.18181818181818182,0.125,0.12121212121212122,0.2,0.14285714285714285,0.14285714285714285,0.25,0.16666666666666666,0.2222222222222222,0.125,1.0,0.35714285714285715,0.8,0.8,0.5,0.14285714285714285,1.0,1.0,0.5,0.07142857142857142,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.5,1.0,0.25,0.2,1.0,0.2,0.6,0.3333333333333333,0.7857142857142857,0.5,0.5747392857142858,0.598175,0.5332600000000001,0.06666666666666667,0.1111111111111111,0.2727272727272727,0.22727272727272727,5.0875,24.63333333333333,0.3246753246753247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101249,1610612762,John Lucas III,John Lucas III,101249,UTA,7297.0,122,-26,241,244,112.0,70,38,485,,4.0,,,,1.0,2.0,11.0,5.0,15.0,10.0,,4.0,2.0,7.0,2.0,4.0,7.0,30.0,7.0,17.0,5.0,40.0,263,,2.0,,1.0,5.0,16.0,4.0,8.0,25.0,4.0,10.0,21.0,,7.0,2.0,9.0,2.0,11.0,1.0,1.0,4.0,5.0,24.0,1.0,1.0,2.0,4,,6,2.0,8,1.0,,1.0,4.0,,5.0,2.0,4.0,12.0,9.0,9.0,1.0,,,,,25.0,112.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.4117647058823529,0.5,0.4117647058823529,0.23333333333333334,,0.3125,0.3723404255319149,,0.4583333333333333,0.39215686274509803,0.16666666666666666,0.46296296296296297,0.3617021276595745,19.366197183098592,0.2,,0.046511627906976744,0.011494252873563218,0.05714285714285714,0.03225806451612903,0.049586776859504134,0.01694915254237288,,0.034482758620689655,0.05263157894736842,,0.06451612903225806,0.08333333333333333,0.06666666666666667,,0.0851063829787234,,,,0.23404255319148937,0.18181818181818182,0.2222222222222222,0.5,0.3191489361702128,0.3333333333333333,0.3333333333333333,0.2127659574468085,0.14893617021276595,0.2857142857142857,0.2857142857142857,1.0,,,,0.041666666666666664,,0.16666666666666666,0.16666666666666666,0.5,0.44680851063829785,0.2857142857142857,0.4668234042553192,0.1859,0.45447708333333336,0.02127659574468085,0.03333333333333333,0.025,0.625,12.099999999999998,23.929411764705886,0.46473029045643155,5.0,2.0,1.0,3.0,3.0,1.0,7.0,7.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,0.1,0.25,0.18181818181818182,0.03571428571428571,0.2,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201575,1610612762,Brandon Rush,Brandon Rush,201575,UTA,25075.0,418,-94,795,803,279.0,207,105,1598,3.0,10.0,,1.0,1.0,3.0,4.0,10.0,7.0,23.0,15.0,,4.0,10.0,32.0,3.0,15.0,14.0,43.0,16.0,47.0,3.0,79.0,886,1.0,3.0,1.0,2.0,3.0,13.0,6.0,19.0,25.0,10.0,18.0,39.0,,32.0,10.0,16.0,8.0,24.0,3.0,5.0,7.0,5.0,56.0,3.0,2.0,11.0,23,5.0,39,5.0,44,12.0,3.0,10.0,8.0,2.0,20.0,6.0,17.0,31.0,8.0,5.0,4.0,9.0,3.0,9.0,5.0,25.0,279.0,3.0,0.35714285714285715,0.35714285714285715,0.8125,0.3404255319148936,0.3157894736842105,0.3404255319148936,0.32558139534883723,0.3333333333333333,0.23076923076923078,0.4222222222222222,0.25,0.375,0.4340659340659341,0.25,0.390625,0.5222222222222223,12.012987012987013,0.6,0.1724137931034483,0.08394160583941605,0.006329113924050633,0.11578947368421053,0.03488372093023256,0.0921409214092141,0.012437810945273632,0.009009009009009009,0.010309278350515464,0.015873015873015872,0.08695652173913043,0.10526315789473684,0.056179775280898875,0.1267605633802817,0.5555555555555556,0.1111111111111111,0.3,0.5,,0.1111111111111111,0.4,0.4444444444444444,0.25,0.25555555555555554,0.30434782608695654,0.30434782608695654,0.16666666666666666,0.35555555555555557,0.3125,0.3125,0.7,0.25,,,0.09375,0.3333333333333333,0.125,0.46875,0.2,0.6333333333333333,0.3125,0.49769611111111106,0.5426000000000001,0.48509531250000004,0.04395604395604396,0.09090909090909091,0.02531645569620253,0.31645569620253167,13.0,24.53829787234043,0.35094339622641507,6.0,3.0,,1.0,5.0,,5.0,1.0,1.0,,,,3.0,,,0.11627906976744186,0.4,0.1,,0.5714285714285714,0.4,0.4,1.0,0.75,1.0,9.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,0.08888888888888889,0.08333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,4677.0,78,-12,150,153,54.0,57,17,303,10.0,18.0,1.0,4.0,3.0,6.0,5.0,13.0,2.0,9.0,,,,,,,,17.0,40.0,,,7.0,41.0,167,1.0,6.0,,4.0,7.0,14.0,,,16.0,14.0,20.0,,2.0,,,1.0,,1.0,,,1.0,,2.0,,6.0,2.0,8,5.0,15,6.0,21,2.0,,1.0,,1.0,2.0,1.0,4.0,6.0,11.0,8.0,5.0,2.0,2.0,2.0,1.0,16.0,54.0,1.0,0.4117647058823529,0.4375,,,,,0.425,0.16666666666666666,0.5,0.425,0.16666666666666666,0.5,0.47674418604651164,0.2857142857142857,0.5333333333333333,,25.423728813559322,1.0,0.4166666666666667,0.14814814814814814,0.08333333333333333,0.16666666666666666,,0.15151515151515152,0.06818181818181818,0.12903225806451613,0.05263157894736842,,,0.19047619047619047,0.1,0.2,0.5,0.45,0.5555555555555556,0.625,0.5,0.325,0.38461538461538464,0.45454545454545453,0.2,0.225,0.2222222222222222,0.2222222222222222,,,,,,0.6666666666666666,0.25,,0.42857142857142855,0.5,,,,0.45,,0.48165,0.5255833333333334,0.46675714285714287,0.11627906976744186,0.11627906976744186,0.0975609756097561,0.3902439024390244,7.3050000000000015,,0.36,,,2.0,2.0,4.0,3.0,2.0,1.0,,,,,2.0,,,0.1,0.1111111111111111,0.15384615384615385,0.15789473684210525,0.5,,,,,,,,1.0,,,,,1.0,,,0.15384615384615385,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,1945.0,32,-19,58,57,12.0,14,7,115,,2.0,,,,,2.0,4.0,3.0,3.0,,,,,2.0,,1.0,5.0,9.0,,2.0,2.0,12.0,68,2.0,2.0,,4.0,,,,1.0,,,10.0,,4.0,2.0,,,,,,,,,,,2.0,,4,,4,2.0,6,5.0,2.0,3.0,3.0,2.0,8.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,12.0,,,,,,,,0.5555555555555556,1.0,,0.45454545454545453,1.0,,0.5,1.0,,0.18181818181818182,29.850746268656714,0.625,,0.2,0.1,,,0.16666666666666666,0.06896551724137931,,0.14285714285714285,,,0.2222222222222222,0.16666666666666666,,,0.18181818181818182,,,,0.36363636363636365,0.5,0.5,,0.2727272727272727,1.0,1.0,,0.18181818181818182,,,,,,,,,,1.0,,0.36363636363636365,,0.4587772727272727,0.4819,0.51015,0.08333333333333333,0.1,0.3333333333333333,,9.933333333333334,24.950000000000003,0.20689655172413793,,,,,,1.0,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,0.2,,,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202692,1610612762,Alec Burks,Alec Burks,202692,UTA,17621.0,294,-57,547,554,152.0,122,76,1101,38.0,67.0,7.0,8.0,10.0,20.0,16.0,31.0,9.0,35.0,2.0,,1.0,5.0,19.0,2.0,7.0,63.0,133.0,6.0,21.0,45.0,189.0,623,10.0,17.0,1.0,28.0,18.0,36.0,3.0,8.0,63.0,32.0,94.0,15.0,10.0,17.0,5.0,24.0,3.0,27.0,1.0,2.0,9.0,9.0,57.0,,9.0,8.0,17,1.0,26,9.0,35,12.0,2.0,10.0,9.0,2.0,21.0,6.0,14.0,26.0,63.0,68.0,28.0,,,,,63.0,152.0,,0.25396825396825395,0.27586206896551724,0.8333333333333334,0.2857142857142857,0.375,0.3157894736842105,0.47368421052631576,0.5882352941176471,0.5,0.4675324675324675,0.5555555555555556,0.5113636363636364,0.5163934426229508,0.6086956521739131,0.5625,0.13636363636363635,31.875,0.5714285714285714,0.05555555555555555,0.0918918918918919,0.0379746835443038,0.11428571428571428,,0.09803921568627451,0.03202846975088968,0.075,0.013157894736842105,,,0.06451612903225806,0.11764705882352941,0.08163265306122448,,0.43506493506493504,0.5671641791044776,0.7037037037037037,0.2631578947368421,0.2012987012987013,0.5161290322580645,0.5517241379310345,0.3125,0.22727272727272727,0.2571428571428571,0.2571428571428571,0.012987012987012988,0.12337662337662338,0.2631578947368421,0.2631578947368421,0.8,0.4444444444444444,0.875,,0.45454545454545453,0.5,0.022727272727272728,0.1590909090909091,0.2857142857142857,0.5714285714285714,0.29411764705882354,0.4985582781456954,0.500836111111111,0.5102682926829268,0.1657142857142857,0.1830065359477124,0.14814814814814814,0.3333333333333333,7.378947368421052,28.223809523809525,0.27787934186471663,1.0,1.0,8.0,18.0,15.0,2.0,12.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,0.11278195488721804,0.19402985074626866,0.06451612903225806,0.029850746268656716,0.1111111111111111,0.5,0.5,1.0,1.0,1.0,3.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,,,0.09090909090909091,0.19047619047619047,0.05555555555555555,0.024691358024691357,2.0,1.0,1.0,1.0,0.045454545454545456,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202683,1610612762,Enes Kanter,Enes Kanter,202683,UTA,15846.0,264,-48,501,499,143.0,110,70,1000,31.0,52.0,9.0,18.0,7.0,11.0,18.0,48.0,8.0,23.0,,,,,,,,57.0,123.0,,,17.0,131.0,564,12.0,23.0,,31.0,10.0,20.0,,,30.0,54.0,60.0,,12.0,,,5.0,3.0,8.0,3.0,,3.0,,19.0,4.0,16.0,10.0,34,3.0,47,23.0,70,11.0,2.0,2.0,9.0,9.0,20.0,4.0,17.0,27.0,28.0,24.0,9.0,4.0,3.0,4.0,2.0,30.0,143.0,1.0,0.47368421052631576,0.5294117647058824,,,,,0.4634146341463415,0.5217391304347826,0.5,0.4634146341463415,0.5217391304347826,0.5,0.48880597014925375,0.5961538461538461,0.5769230769230769,,26.324786324786327,0.55,0.2,0.2222222222222222,0.08080808080808081,0.15151515151515152,0.08695652173913043,0.2009132420091324,0.08196721311475409,0.11594202898550725,0.09523809523809523,0.08333333333333333,0.1,0.20689655172413793,0.2553191489361702,0.14583333333333334,0.5,0.42276422764227645,0.5961538461538461,0.6888888888888889,0.3870967741935484,0.3902439024390244,0.375,0.4090909090909091,0.5555555555555556,0.18699186991869918,0.34782608695652173,0.38095238095238093,,,,,,0.782608695652174,0.5,,0.55,0.6363636363636364,,,,0.42276422764227645,,0.48479593495934953,0.5318368421052632,0.51043,0.06923076923076923,0.06923076923076923,0.2366412213740458,0.22900763358778625,7.011382113821138,,0.28542914171656686,,,7.0,10.0,13.0,4.0,7.0,2.0,,2.0,,,2.0,4.0,4.0,0.10569105691056911,0.1346153846153846,0.08333333333333333,0.07547169811320754,0.625,,,,,,,2.0,5.0,1.0,2.0,1.0,2.0,4.0,,1.0,0.20833333333333334,0.16666666666666666,,0.030303030303030304,,1.0,,,,3.0,1.0,6.0,1.0,1.0,0.08695652173913043,0.16666666666666666,0.1111111111111111,,,,,,,,True,,,,,,,,,,,,
203504,1610612762,Trey Burke,Trey Burke,203504,UTA,7793.0,130,-46,252,253,87.0,70,30,505,5.0,10.0,,1.0,2.0,6.0,5.0,16.0,6.0,18.0,2.0,,1.0,4.0,17.0,2.0,8.0,16.0,44.0,4.0,19.0,7.0,51.0,275,,2.0,2.0,4.0,8.0,20.0,2.0,9.0,23.0,8.0,24.0,9.0,,16.0,4.0,25.0,2.0,27.0,1.0,1.0,17.0,3.0,56.0,1.0,3.0,4.0,7,,11,4.0,15,7.0,3.0,6.0,5.0,1.0,12.0,2.0,3.0,5.0,10.0,9.0,3.0,,,,,23.0,87.0,,0.25,0.25,0.75,0.21052631578947367,0.2222222222222222,0.2222222222222222,0.36363636363636365,,0.4,0.3492063492063492,0.375,0.3793103448275862,0.3787878787878788,0.4,0.38333333333333336,0.30158730158730157,26.98961937716263,0.5833333333333334,,0.0875,0.030927835051546393,0.17391304347826086,0.03571428571428571,0.10679611650485436,0.032,0.03333333333333333,0.06666666666666667,,0.16666666666666666,0.10714285714285714,0.10714285714285714,0.11764705882352941,,0.15873015873015872,0.5,0.5555555555555556,0.4,0.25396825396825395,0.3125,0.3125,0.2,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.031746031746031744,0.2698412698412698,0.23529411764705882,0.23529411764705882,0.75,0.25,,,0.20689655172413793,0.3333333333333333,0.034482758620689655,0.27586206896551724,0.25,0.4603174603174603,0.25,0.45560887096774205,0.45640000000000003,0.45028392857142857,0.046153846153846156,0.06521739130434782,0.0784313725490196,0.45098039215686275,11.561363636363636,25.926315789473687,0.34523809523809523,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.022727272727272728,0.1,,0.05128205128205128,0.16666666666666666,,,,,2.0,3.0,5.0,1.0,1.0,,,,,,,0.041666666666666664,0.3333333333333333,0.5,,1.0,,2.0,,,,,1.0,,,,,,1.0,1.0,0.5,0.5,1.0,,,True,,,,,,,,,,,,
203197,1610612762,Diante Garrett,Diante Garrett,203197,UTA,14304.0,238,-44,450,456,164.0,111,54,906,3.0,8.0,,,,3.0,7.0,15.0,4.0,14.0,8.0,,5.0,4.0,9.0,3.0,5.0,14.0,37.0,8.0,17.0,1.0,53.0,498,,2.0,1.0,,3.0,15.0,5.0,10.0,22.0,12.0,16.0,18.0,,9.0,4.0,18.0,12.0,30.0,9.0,3.0,5.0,6.0,72.0,,1.0,6.0,18,,24,1.0,25,10.0,4.0,10.0,5.0,,15.0,7.0,9.0,14.0,6.0,2.0,,2.0,1.0,2.0,1.0,22.0,164.0,3.0,0.42857142857142855,0.42857142857142855,0.75,0.47058823529411764,0.5,0.47058823529411764,0.3783783783783784,,0.2,0.48148148148148145,,0.42,0.4818181818181818,,0.4230769230769231,0.3148148148148148,13.539651837524179,0.6666666666666666,,0.10975609756097561,0.005555555555555556,0.10526315789473684,,0.1085972850678733,0.004366812227074236,0.015873015873015872,,,,0.06896551724137931,0.13725490196078433,0.0975609756097561,0.5,0.14814814814814814,0.375,0.42857142857142855,,0.2777777777777778,0.4666666666666667,0.5,0.5714285714285714,0.25925925925925924,0.2857142857142857,0.2857142857142857,0.14814814814814814,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.5,,,,0.12,,0.2,0.2,0.6,0.46296296296296297,0.4444444444444444,0.47061944444444453,0.44375000000000003,0.46942,,,,0.41509433962264153,10.216216216216216,24.32941176470588,0.36444444444444446,4.0,2.0,,1.0,2.0,,11.0,5.0,,,,2.0,,1.0,1.0,0.05405405405405406,0.125,0.06666666666666667,,0.5,0.5,0.5,1.0,0.4,1.0,6.0,7.0,6.0,1.0,,,,,1.0,,0.12727272727272726,0.125,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,
2210,1610612762,Richard Jefferson,Richard Jefferson,2210,UTA,1085.0,18,-6,34,34,7.0,11,4,68,,,,,,,,,,,,,,2.0,3.0,,,,,2.0,3.0,,6.0,43,,,,,,,,,,,,6.0,,3.0,2.0,2.0,1.0,3.0,1.0,,2.0,,7.0,,,,3,,3,,3,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,7.0,1.0,,,1.0,0.6666666666666666,,0.6666666666666666,,,,1.0,,,1.0,,,1.0,9.75609756097561,,,0.3333333333333333,,,,0.2727272727272727,,,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,0.6666666666666666,0.5790000000000001,,,,,,,,25.133333333333336,0.20588235294117646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
