EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3M,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PtsPutbacks,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceFtPoints,Travels,Charge Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,3SecondViolations,OffShortMidRangeReboundPct,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,Charge Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,BlockedArc3,HeaveMakes,BlockedLongMidRange,Clear Path Fouls,OffensiveGoaltends
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,6078.0,101,-17.0,206,210,85.0,72.0,28.0,416,2.0,5.0,1.0,1.0,2.0,2.0,7.0,13.0,5.0,12.0,4.0,11.0,1.0,4.0,8.0,14.0,30.0,4.0,11.0,7.0,47.0,207.0,3.0,3.0,1.0,6.0,6.0,10.0,4.0,8.0,5.0,29.0,8.0,20.0,3.0,9.0,11.0,4.0,1.0,21.0,5.0,26.0,3.0,2.0,11.0,1.0,9.0,57.0,1.0,9.0,10.0,10.0,7.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,8.0,1.0,3.0,3.0,1.0,9.0,1.0,1.0,10.0,2.0,1.0,9.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,29.0,85.0,1.0,3.0,0.2857142857142857,0.2857142857142857,0.25,0.36363636363636365,0.5,0.36363636363636365,0.4666666666666667,1.0,0.6,0.4878048780487805,0.75,0.6666666666666666,0.5113636363636364,0.75,0.6904761904761905,0.2682926829268293,0.03333333333333333,0.2,22.033898305084747,0.5,0.10588235294117647,0.034482758620689655,0.08771929824561403,0.075,0.1,0.2,0.16666666666666666,0.5,0.12195121951219512,0.4,0.5,0.3170731707317073,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.2926829268292683,0.4166666666666667,0.4166666666666667,0.2,0.2682926829268293,0.36363636363636365,0.36363636363636365,0.25,0.25,1.0,0.25,0.1111111111111111,1.0,0.4444444444444444,0.5,0.3902439024390244,0.36363636363636365,0.4409841463414634,0.391475,0.4437361111111111,0.024390243902439025,0.03333333333333333,0.1276595744680851,0.6170212765957447,11.309999999999999,26.44545454545455,0.41262135922330095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,2888.0,48,-12.0,97,95,21.0,20.0,15.0,192,6.0,7.0,,,1.0,1.0,2.0,6.0,,1.0,1.0,6.0,,1.0,2.0,8.0,14.0,2.0,11.0,1.0,23.0,99.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,,5.0,8.0,8.0,6.0,,6.0,1.0,1.0,,2.0,2.0,,2.0,,,,6.0,2.0,,3.0,5.0,1.0,1.0,,5.0,1.0,3.0,1.0,,2.0,6.0,1.0,,3.0,,4.0,,,5.0,,,2.0,,,1.0,,,,,,5.0,21.0,,,0.5,0.5,1.0,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.5714285714285714,1.0,1.0,0.44,0.8333333333333334,0.625,0.4423076923076923,0.8333333333333334,0.625,0.44,0.07142857142857142,,28.070175438596493,0.8333333333333334,,0.11764705882352941,0.0425531914893617,,,,,,0.28,0.8571428571428571,0.8571428571428571,0.24,0.3333333333333333,0.4,0.5,0.04,,,,0.24,0.16666666666666666,0.16666666666666666,1.0,,,,0.25,1.0,0.5,0.5,0.72,0.16666666666666666,0.541864,,0.5575375,0.038461538461538464,0.06666666666666667,0.21739130434782608,0.21739130434782608,6.278571428571428,24.318181818181817,0.21649484536082475,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.027777777777777776,0.047619047619047616,0.03508771929824561,0.14285714285714285,0.07692307692307693,0.16666666666666666,0.07142857142857142,0.5,0.2,0.2,0.2,1.0,0.6666666666666666,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,3846.0,64,-29.0,126,125,22.0,40.0,15.0,251,4.0,8.0,2.0,2.0,,2.0,1.0,4.0,2.0,8.0,,1.0,,,1.0,7.0,20.0,,1.0,5.0,19.0,137.0,2.0,3.0,,4.0,,5.0,,1.0,,,6.0,8.0,,,1.0,,2.0,1.0,2.0,3.0,1.0,1.0,,1.0,,8.0,2.0,10.0,14.0,23.0,4.0,3.0,1.0,,1.0,,3.0,,,3.0,,,4.0,2.0,14.0,2.0,2.0,3.0,,,6.0,,,3.0,,1.0,1.0,1.0,,,22.0,1.0,,0.42857142857142855,0.6,,,,,0.35,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.3958333333333333,0.6666666666666666,,0.047619047619047616,0.1,0.125,18.367346938775512,,0.23255813953488372,0.11764705882352941,0.2,0.2727272727272727,0.2222222222222222,0.16666666666666666,,,0.38095238095238093,0.5,0.5714285714285714,0.19047619047619047,0.25,0.3333333333333333,,0.38095238095238093,0.25,0.25,0.5,0.047619047619047616,,,,0.6666666666666666,1.0,,0.3333333333333333,,0.16666666666666666,,0.42857142857142855,,0.4202214285714286,0.4589,0.38577500000000003,0.125,0.13043478260869565,0.21052631578947367,,10.82,27.2,0.1746031746031746,,,,,,,4.0,5.0,2.0,9.0,,,0.25,0.6666666666666666,0.10869565217391304,0.125,0.11538461538461539,0.15384615384615385,0.09090909090909091,0.13333333333333333,,0.5,,,,,,,,,4.0,0.12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,7361.0,123,-5.0,252,255,88.0,78.0,31.0,507,15.0,22.0,2.0,3.0,8.0,12.0,1.0,3.0,,,,,,,,16.0,25.0,,,8.0,40.0,261.0,3.0,5.0,,9.0,8.0,12.0,,,7.0,23.0,24.0,8.0,,,,,1.0,4.0,,4.0,,,2.0,,2.0,8.0,9.0,22.0,34.0,52.0,6.0,4.0,2.0,2.0,,1.0,7.0,,1.0,9.0,2.0,1.0,8.0,,13.0,1.0,3.0,17.0,,,30.0,1.0,1.0,8.0,7.0,8.0,5.0,8.0,5.0,23.0,88.0,1.0,6.0,0.75,0.8571428571428571,,,,,0.64,0.6,0.6666666666666666,0.64,0.6,0.6666666666666666,0.5128205128205128,0.4090909090909091,0.5476190476190477,,0.04,0.045454545454545456,16.901408450704228,0.2222222222222222,0.21359223300970873,0.2727272727272727,0.22794117647058823,0.20512820512820512,0.18181818181818182,0.3,0.5,0.625,0.88,0.6818181818181818,0.7142857142857143,0.12,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.6,0.6666666666666666,,1.0,0.6666666666666666,,,0.88,,0.588372,0.49205,0.5634666666666668,0.25,0.25,0.225,0.575,2.4,,0.3492063492063492,,,,,,,6.0,12.0,3.0,18.0,,,,0.3333333333333333,0.15584415584415584,0.17647058823529413,0.16216216216216217,0.058823529411764705,0.20689655172413793,0.2,,0.8,,,,,,,,,4.0,0.16666666666666666,,3.0,1.0,1.0,4.0,3.0,1.0,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203493,1610612746,Reggie Bullock,Reggie Bullock,203493,LAC,23726.0,395,-16.0,795,801,245.0,267.0,88.0,1596,11.0,14.0,4.0,6.0,4.0,6.0,3.0,8.0,7.0,26.0,11.0,51.0,6.0,,16.0,21.0,48.0,22.0,73.0,7.0,115.0,808.0,5.0,8.0,6.0,11.0,9.0,14.0,1.0,21.0,3.0,24.0,32.0,10.0,60.0,6.0,49.0,11.0,1.0,9.0,3.0,12.0,2.0,1.0,5.0,2.0,2.0,27.0,11.0,26.0,43.0,54.0,9.0,8.0,1.0,7.0,1.0,5.0,6.0,1.0,2.0,13.0,,5.0,15.0,,26.0,1.0,,11.0,1.0,,9.0,1.0,,4.0,1.0,1.0,,1.0,1.0,24.0,245.0,1.0,1.0,0.7619047619047619,0.8888888888888888,0.9090909090909091,0.3013698630136986,0.047619047619047616,0.30985915492957744,0.4375,0.625,0.6428571428571429,0.4462809917355372,0.35714285714285715,0.3,0.46,0.39285714285714285,0.32432432432432434,0.6033057851239669,0.020833333333333332,0.07142857142857142,15.436241610738255,0.5384615384615384,0.08754208754208755,0.10185185185185185,0.09135802469135802,0.11607142857142858,0.06796116504854369,0.07317073170731707,,1.0,0.11570247933884298,0.7857142857142857,0.8461538461538461,0.06611570247933884,0.375,0.375,1.0,0.21487603305785125,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.4214876033057851,0.21568627450980393,0.21568627450980393,0.8181818181818182,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.17142857142857143,0.6666666666666666,0.45714285714285713,,0.71900826446281,0.22448979591836735,0.5194207627118644,0.5261111111111112,0.49476875000000003,0.03225806451612903,0.0784313725490196,0.09565217391304348,0.20869565217391303,12.25,25.5,0.3081761006289308,11.0,22.0,,,5.0,,4.0,6.0,6.0,11.0,4.0,,,0.2,0.02702702702702703,0.0273972602739726,0.02717391304347826,0.08333333333333333,0.01694915254237288,0.12222222222222222,0.05555555555555555,0.6363636363636364,0.18181818181818182,0.5,0.5238095238095238,1.0,,,,0.14285714285714285,6.0,,0.07142857142857142,1.0,1.0,1.0,2.0,1.0,,0.018518518518518517,1.0,2.0,1.0,1.0,2.0,0.0136986301369863,0.045454545454545456,0.03125,0.25,0.2,,,,,,,,,,,,,,True,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,7272.0,121,-24.0,245,249,120.0,81.0,27.0,494,9.0,16.0,2.0,5.0,7.0,9.0,2.0,11.0,4.0,25.0,,4.0,,,4.0,15.0,52.0,1.0,5.0,26.0,59.0,253.0,2.0,7.0,,8.0,9.0,25.0,1.0,5.0,18.0,39.0,22.0,8.0,3.0,,4.0,,3.0,9.0,5.0,14.0,3.0,2.0,4.0,3.0,2.0,33.0,7.0,11.0,23.0,35.0,1.0,1.0,,3.0,,3.0,6.0,1.0,,9.0,,4.0,1.0,,9.0,2.0,4.0,29.0,1.0,,33.0,2.0,,11.0,7.0,3.0,2.0,3.0,2.0,39.0,120.0,,6.0,0.7333333333333333,0.8461538461538461,1.0,0.2,0.2,0.2,0.28846153846153844,0.2857142857142857,0.36,0.2894736842105263,0.2857142857142857,0.35,0.4041095890410959,0.4,0.47560975609756095,0.08771929824561403,0.057692307692307696,,29.67032967032967,0.3333333333333333,0.12941176470588237,0.17073170731707318,0.14285714285714285,0.1111111111111111,0.10344827586206896,0.2,0.2727272727272727,0.6666666666666666,0.2807017543859649,0.5625,0.5625,0.19298245614035087,0.18181818181818182,0.25,0.5,0.43859649122807015,0.16,0.16,1.0,0.07017543859649122,,,,0.7142857142857143,0.4,,0.3,0.7777777777777778,0.13333333333333333,,0.3684210526315789,,0.44743245614035076,0.48631428571428575,0.4576916666666666,0.16666666666666666,0.18032786885245902,0.13559322033898305,0.6610169491525424,11.059615384615388,24.799999999999997,0.4897959183673469,1.0,1.0,,,1.0,,3.0,9.0,5.0,12.0,3.0,,0.2727272727272727,0.5,0.12,0.06818181818181818,0.10084033613445378,0.25,0.05714285714285714,0.13333333333333333,0.08333333333333333,0.6666666666666666,0.017543859649122806,1.0,1.0,1.0,,,,0.03333333333333333,4.0,0.03125,0.1111111111111111,4.0,1.0,,4.0,1.0,,0.10526315789473684,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,5928.0,99,-10.0,202,203,36.0,56.0,27.0,405,3.0,7.0,,1.0,1.0,2.0,,1.0,1.0,9.0,9.0,18.0,2.0,1.0,3.0,4.0,17.0,11.0,21.0,1.0,42.0,209.0,1.0,2.0,2.0,8.0,1.0,4.0,2.0,4.0,1.0,9.0,6.0,2.0,33.0,,18.0,9.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,18.0,5.0,8.0,14.0,18.0,4.0,4.0,,3.0,,2.0,,,1.0,3.0,1.0,,6.0,1.0,10.0,,,3.0,,,2.0,,,,1.0,2.0,2.0,2.0,1.0,9.0,36.0,,1.0,0.75,0.75,1.0,0.5238095238095238,0.5,0.5238095238095238,0.23529411764705882,0.5,0.25,0.5394736842105263,1.0,0.5,0.5384615384615384,1.0,0.5,0.5526315789473685,0.058823529411764705,0.14285714285714285,18.18181818181818,1.0,0.11267605633802817,0.16666666666666666,0.12871287128712872,,0.17391304347826086,0.26666666666666666,0.5,0.5,0.18421052631578946,0.42857142857142855,0.5,0.02631578947368421,,,,0.23684210526315788,0.1111111111111111,0.1111111111111111,1.0,0.47368421052631576,0.5,0.5,1.0,0.25,,0.5,0.25,0.5,0.375,0.3333333333333333,0.7368421052631579,0.5,0.49500789473684204,0.5481833333333334,0.4872125,,,0.19047619047619047,0.21428571428571427,11.594117647058823,25.714285714285708,0.1782178217821782,2.0,3.0,,,1.0,2.0,1.0,3.0,1.0,4.0,,1.0,,0.14285714285714285,0.046153846153846156,0.02702702702702703,0.0392156862745098,,0.03333333333333333,0.08333333333333333,,0.6666666666666666,0.07894736842105263,0.6666666666666666,0.6666666666666666,1.0,,,,0.125,,0.0967741935483871,,,,,2.0,,,,1.0,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,True,,,,,
2584,1610612746,Willie Green,Willie Green,2584,LAC,6754.0,113,-41.0,226,231,47.0,90.0,28.0,457,5.0,7.0,,,1.0,1.0,3.0,8.0,4.0,12.0,2.0,9.0,2.0,1.0,1.0,12.0,27.0,3.0,11.0,3.0,36.0,254.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,,12.0,14.0,10.0,3.0,6.0,9.0,2.0,,2.0,6.0,8.0,5.0,1.0,1.0,1.0,,22.0,3.0,6.0,9.0,11.0,,,,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,,6.0,,13.0,1.0,,5.0,,,4.0,,,2.0,,1.0,1.0,1.0,,12.0,47.0,2.0,,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.4444444444444444,1.0,0.75,0.4342105263157895,0.3333333333333333,0.8571428571428571,0.45,0.3333333333333333,0.8571428571428571,0.2894736842105263,,,16.666666666666668,0.3333333333333333,0.075,0.08571428571428572,0.0782608695652174,0.07692307692307693,0.030303030303030304,0.14285714285714285,0.16666666666666666,,0.18421052631578946,0.7142857142857143,0.7142857142857143,0.21052631578947367,0.375,0.375,0.6666666666666666,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.75,0.23684210526315788,0.2222222222222222,0.2222222222222222,,,,0.6666666666666666,0.14285714285714285,1.0,0.14285714285714285,1.0,0.47368421052631576,0.2222222222222222,0.47001184210526326,0.512675,0.5112928571428571,0.05,0.06896551724137931,0.05555555555555555,0.3333333333333333,11.111111111111112,25.66363636363636,0.2079646017699115,1.0,2.0,,,2.0,,1.0,1.0,,2.0,1.0,,,,0.015151515151515152,0.020833333333333332,0.017543859649122806,,0.024390243902439025,0.06896551724137931,0.043478260869565216,0.4,0.05263157894736842,0.5,0.5,1.0,,,,0.2857142857142857,,0.025,,,,,,,,,1.0,,,,,,,,,0.5,1.0,,,,,,,,,,,,,True,,,,,
1712,1610612746,Antawn Jamison,Antawn Jamison,1712,LAC,4819.0,80,42.0,160,155,41.0,34.0,16.0,315,3.0,8.0,,1.0,1.0,2.0,,2.0,2.0,6.0,4.0,9.0,2.0,1.0,1.0,5.0,16.0,4.0,11.0,7.0,29.0,135.0,,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,7.0,10.0,,12.0,,9.0,4.0,1.0,1.0,2.0,3.0,2.0,,,,1.0,8.0,7.0,14.0,21.0,23.0,3.0,2.0,1.0,1.0,,1.0,2.0,,,3.0,1.0,1.0,9.0,,11.0,,,7.0,,,10.0,,,5.0,,,,,,7.0,41.0,,,1.0,1.0,1.0,0.36363636363636365,1.0,0.36363636363636365,0.3125,,0.3333333333333333,0.4074074074074074,,0.625,0.453125,,0.7,0.4074074074074074,0.0625,0.125,19.774011299435028,0.3333333333333333,0.21212121212121213,0.4117647058823529,0.25301204819277107,0.29411764705882354,0.13043478260869565,0.23076923076923078,,,0.2962962962962963,0.375,0.42857142857142855,0.07407407407407407,,,,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.3333333333333333,,0.6666666666666666,0.5,0.5,0.25,1.0,0.7037037037037037,0.4444444444444444,0.5042074074074074,0.48917499999999997,0.6143625,0.15625,0.23809523809523808,,0.2413793103448276,9.325,24.972727272727273,0.25625,,2.0,,,,,1.0,1.0,,2.0,,,,,0.025,0.037037037037037035,0.029850746268656716,,,0.4375,,1.0,0.07407407407407407,,,,,,,,,0.0625,0.125,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,10919.0,182,18.0,362,369,98.0,133.0,34.0,731,16.0,19.0,3.0,4.0,5.0,7.0,2.0,6.0,,,,,,,,18.0,25.0,,,12.0,48.0,364.0,3.0,6.0,,10.0,6.0,8.0,,,4.0,16.0,28.0,8.0,,,,,1.0,3.0,,3.0,,,2.0,1.0,,6.0,3.0,20.0,26.0,38.0,2.0,,2.0,5.0,,3.0,6.0,1.0,2.0,11.0,,1.0,18.0,3.0,32.0,1.0,4.0,19.0,4.0,1.0,19.0,1.0,,9.0,1.0,14.0,9.0,15.0,8.0,16.0,98.0,2.0,1.0,0.7777777777777778,0.9333333333333333,,,,,0.72,0.5,0.75,0.72,0.5,0.75,0.7058823529411765,0.5555555555555556,0.8,,0.04,0.05263157894736842,11.25,0.45454545454545453,0.14285714285714285,0.06382978723404255,0.12299465240641712,0.10416666666666667,0.15217391304347827,0.17391304347826086,0.14285714285714285,0.5333333333333333,0.76,0.8421052631578947,0.8888888888888888,0.24,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.6666666666666666,0.75,,0.875,0.7142857142857143,,,0.76,,0.5374,0.505825,0.52435,0.2727272727272727,0.2727272727272727,0.20833333333333334,0.3333333333333333,3.3560000000000003,,0.27071823204419887,,,,,,,5.0,7.0,3.0,12.0,,,,0.25,0.08139534883720931,0.07575757575757576,0.07894736842105263,0.09090909090909091,0.08928571428571429,0.05,,0.75,,,,,,,,,6.0,0.09090909090909091,,4.0,1.0,,4.0,5.0,,0.05,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,True,,,,,
