EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,2pt And 1 Free Throw Trips,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,LiveBallTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,AtRimPctBlocked,LiveBallTurnoverPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LostBallTurnovers,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,Fg3aBlocked,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedShortMidRange,BlockingFoulsDrawn,on,FTOffRebounds,BlockingFouls,Charge Fouls Drawn,OffFTReboundPct,HeaveAttempts,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations
101131,1610612753,Jason Maxiell,Jason Maxiell,101131,ORL,806.0,13,-10.0,25,24,4.0,2,49,3.0,3.0,1.0,1.0,35,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,1,2.0,1.0,0.125,0.3333333333333333,0.3333333333333333,14.814814814814813,0.2,0.1,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.5,1.0,0.38213333333333327,0.25,0.25,8.299999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
101179,1610612753,Ronnie Price,Ronnie Price,101179,ORL,1427.0,24,-8.0,42,44,18.0,4,86,1.0,4.0,,8.0,56,1.0,,1.0,2.0,,2,1.0,2.0,2,1.0,1.0,0.5714285714285714,0.25,1.0,15.217391304347826,0.1,,0.14285714285714285,,,,0.14285714285714285,0.5266857142857143,0.14285714285714285,0.25,5.85,10.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,10.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.25,0.5714285714285714,1.5,1.5,0.42857142857142855,0.25,0.5,0.25,0.2857142857142857,0.5,0.5,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.7142857142857143,0.6666666666666666,0.5682,0.4128,0.375,25.433333333333334,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200780,1610612753,Solomon Jones,Solomon Jones,200780,ORL,5111.0,85,-25.0,167,169,54.0,21,336,2.0,17.0,2.0,14.0,182,1.0,5.0,4.0,8.0,8.0,16,5.0,12.0,5,4.0,1.0,0.3684210526315789,0.058823529411764705,0.5,11.052631578947368,0.08,0.08771929824561403,0.1111111111111111,0.10126582278481013,0.08,0.08,0.11764705882352941,0.4643117647058825,0.05555555555555555,0.05555555555555555,11.464705882352941,60.0,2.0,6.0,9.0,,,,,6.0,,,,,2.0,4.0,2.0,,,,2.0,,2.0,,,,4.0,4.0,,59.0,,,,,0.35294117647058826,0.35294117647058826,0.25,0.2,,0.18181818181818182,0.08333333333333333,0.14285714285714285,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5294117647058824,,,,,,,,0.35294117647058826,,0.5773333333333334,0.52555,0.14285714285714285,,0.3592814371257485,1.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,10.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8333333333333334,1.0,0.25,0.25,0.25,0.2,0.13636363636363635,0.10526315789473684,0.07692307692307693,0.1111111111111111,0.25,0.07692307692307693,1.0,0.1,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.5,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201167,1610612753,Arron Afflalo,Arron Afflalo,201167,ORL,2340.0,39,-21.0,78,79,20.0,10,157,1.0,16.0,6.0,28.0,89,,,1.0,4.0,,4,,1.0,7,7.0,4.0,0.6086956521739131,,,28.735632183908045,0.058823529411764705,,0.0967741935483871,,,0.1,0.05,0.47192,0.17391304347826086,0.21052631578947367,14.45625,28.0,4.0,4.0,11.0,1.0,2.0,,,8.0,2.0,4.0,,1.0,2.0,8.0,10.0,6.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,5.0,2.0,1.0,27.0,1.0,0.5,,0.5,0.5,0.55,,0.5,0.2,0.14285714285714285,,0.15384615384615385,0.2,1.0,1.0,0.55,0.1,0.5,0.5,1.0,,,,0.4,0.5,0.56055,0.480535,0.07142857142857142,24.225,0.358974358974359,,,3.0,3.0,1.0,3.0,,,3.0,13.0,6.0,,,,,1.0,,1.0,2.0,,2.0,,1.0,,1.0,,,,,,,13.0,,,0.375,0.375,,0.375,0.45,0.5416666666666666,,,,,,,,,,0.25,1.0,1.0,,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,0.3,1.0,0.4642857142857143,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,0.5,0.5,0.1,0.5,0.5,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202734,1610612753,E'Twaun Moore,E'Twaun Moore,202734,ORL,2910.0,48,-5.0,95,94,37.0,11,189,2.0,9.0,4.0,16.0,96,2.0,1.0,2.0,2.0,2.0,4,1.0,2.0,3,4.0,1.0,0.4444444444444444,0.2222222222222222,,19.266055045871557,0.06451612903225806,0.02857142857142857,0.045454545454545456,0.043478260869565216,0.06666666666666667,0.07142857142857142,0.125,0.517321875,0.058823529411764705,0.1,8.255555555555555,40.0,1.0,4.0,3.0,1.0,6.0,,,3.0,2.0,7.0,,,,5.0,4.0,6.0,6.0,1.0,1.0,1.0,2.0,,1.0,,5.0,,,40.0,1.0,0.2857142857142857,,0.2857142857142857,0.3333333333333333,0.375,,,0.4375,,,,0.25,0.25,0.5,0.1875,0.375,0.16666666666666666,0.16666666666666666,1.0,,,,0.6875,0.16666666666666666,0.456,0.53156875,,25.62857142857143,0.42105263157894735,,,1.0,2.0,1.0,1.0,,1.0,2.0,11.0,2.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,3.0,,,,1.0,1.0,,,,,,11.0,,1.0,0.3333333333333333,0.3333333333333333,,0.4,0.4375,0.55,0.09090909090909091,,,0.1,,0.125,,0.1111111111111111,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,,,0.25,0.5,0.6875,1.0,1.0,,1.0,3.0,,1.0,3.0,4.0,,,0.3333333333333333,,0.0625,1.0,1.0,1.0,,0.375,0.3333333333333333,2.0,2.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203090,1610612753,Maurice Harkless,Maurice Harkless,203090,ORL,2417.0,40,-17.0,78,79,35.0,10,157,1.0,15.0,2.0,33.0,88,1.0,1.0,5.0,5.0,1.0,6,1.0,3.0,2,4.0,2.0,0.6875,0.06666666666666667,1.0,31.11111111111111,0.2,0.03125,0.16129032258064516,0.024390243902439025,,0.3,0.045454545454545456,0.5134159090909091,0.08333333333333333,0.11764705882352941,7.546666666666667,33.0,6.0,9.0,5.0,2.0,2.0,,,8.0,5.0,7.0,,,4.0,10.0,10.0,9.0,2.0,2.0,3.0,1.0,4.0,1.0,,1.0,9.0,,,33.0,0.6,0.7142857142857143,,0.7142857142857143,0.5333333333333333,0.7045454545454546,1.0,1.0,0.3181818181818182,,0.2857142857142857,,0.4090909090909091,0.6666666666666666,0.6666666666666666,0.22727272727272727,0.09090909090909091,1.0,1.0,0.5,,,,0.7272727272727273,1.0,0.54515,0.5025192307692308,0.12121212121212122,24.585714285714285,0.4230769230769231,2.0,2.0,4.0,5.0,,2.0,2.0,2.0,5.0,20.0,6.0,2.0,2.0,,,4.0,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,20.0,2.0,,0.375,0.42857142857142855,1.0,0.5,0.7307692307692307,0.7142857142857143,,0.07692307692307693,,,,,,,,0.5,,,,0.4,0.4,,1.0,1.0,0.38461538461538464,0.8,0.6060606060606061,3.0,5.0,,2.0,2.0,,3.0,3.0,1.0,,,1.0,,0.22727272727272727,0.6,0.6,0.6666666666666666,,0.15384615384615385,1.0,3.0,1.0,,,0.75,1.0,1.0,6.0,2.0,1.0,0.5,0.07692307692307693,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203117,1610612753,Doron Lamb,Doron Lamb,203117,ORL,1973.0,33,-3.0,65,65,26.0,6,130,,3.0,1.0,9.0,69,,,1.0,1.0,,1,1.0,2.0,1,1.0,,0.6666666666666666,,,14.084507042253522,0.041666666666666664,,0.038461538461538464,,,,,0.4574416666666667,,,18.599999999999998,22.0,,,3.0,1.0,2.0,,,1.0,2.0,3.0,,,2.0,1.0,,3.0,2.0,1.0,3.0,1.0,4.0,,1.0,1.0,9.0,,,22.0,0.5,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,,,,,,,0.5,0.3333333333333333,0.5,0.5,,,,,0.5,0.5,0.3382,0.471075,0.2222222222222222,25.03333333333333,0.3384615384615385,,,,,,1.0,1.0,1.0,,3.0,2.0,,2.0,,,1.0,,1.0,2.0,1.0,4.0,,,,,,,,,,,3.0,,,1.0,1.0,1.0,,0.75,0.75,,,,,,0.14285714285714285,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,0.16666666666666666,1.0,1.0,1.0,,0.5,1.0,2.0,2.0,,,0.5,,,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,2032.0,34,-6.0,67,69,9.0,9,136,2.0,5.0,4.0,11.0,69,,,2.0,4.0,,4,1.0,5.0,5,5.0,1.0,0.39285714285714285,,,25.0,0.09090909090909091,,0.09375,,,0.15384615384615385,0.16666666666666666,0.5082083333333334,0.14285714285714285,0.16666666666666666,8.3,14.0,1.0,2.0,1.0,1.0,6.0,,,2.0,1.0,7.0,,,,,2.0,,6.0,1.0,5.0,1.0,6.0,,1.0,2.0,13.0,1.0,,13.0,,0.14285714285714285,,0.14285714285714285,0.4,0.2916666666666667,,,0.5833333333333334,0.1,,0.1111111111111111,0.16666666666666666,0.5,0.5,0.08333333333333333,0.5,0.16666666666666666,0.16666666666666666,,,,,0.75,0.16666666666666666,,0.50505,,25.142857142857146,0.208955223880597,,,,,1.0,,,,,,2.0,,2.0,,,3.0,3.0,,2.0,,5.0,,,,2.0,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,0.08333333333333333,,,,,1.0,,3.0,3.0,,,0.6,,,3.0,,,,,,1.0,,,1.0,1.0,1.0,0.14285714285714285,1.0,0.125,,,,True,,,,,,,,,,,,,,,,,,,
201175,1610612753,Glen Davis,Glen Davis,201175,ORL,102.0,2,,2,2,,1,4,,,,,3,,1.0,,,1.0,1,,,1,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203506,1610612753,Victor Oladipo,Victor Oladipo,203506,ORL,2506.0,42,-22.0,85,86,18.0,15,171,3.0,10.0,5.0,10.0,90,3.0,,5.0,9.0,,9,2.0,6.0,3,6.0,1.0,0.2631578947368421,0.3,,24.509803921568626,0.22727272727272727,,0.225,,,0.3333333333333333,0.1875,0.47646875000000005,0.058823529411764705,0.09090909090909091,5.4399999999999995,34.0,1.0,6.0,1.0,1.0,6.0,,1.0,1.0,1.0,6.0,,1.0,,1.0,,,6.0,1.0,3.0,1.0,4.0,1.0,,,9.0,4.0,,33.0,,0.16666666666666666,,0.16666666666666666,0.1,0.15625,,,0.375,0.2222222222222222,0.25,0.23529411764705882,0.375,0.16666666666666666,0.3333333333333333,0.0625,0.375,0.16666666666666666,0.16666666666666666,,1.0,,,0.75,0.16666666666666666,,0.44288333333333335,,25.633333333333336,0.4,,,,1.0,,,,,,3.0,2.0,,,,,1.0,1.0,,4.0,,6.0,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,0.3,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,0.3,,,,,2.0,,,2.0,3.0,,,,,,,,,,0.6666666666666666,,2.0,1.0,1.0,0.5,0.3333333333333333,,,3.0,1.0,,,,,,3.0,,,3.0,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,
