EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,BlockingFouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,DefArc3ReboundPct,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,LostBallTurnovers,Travels,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,AtRimPctBlocked,SecondChanceAtRimFrequency,Offensive Fouls Drawn,SecondChanceAtRimFGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsPutbacks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,Technical Free Throw Trips,SelfOReb,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,Clear Path Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,HeaveMakes,StepOutOfBoundsTurnovers,BlockedArc3,LongMidRangePctBlocked
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,1108.0,18,-10,40,40,6.0,15,3.0,80,2.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,3.0,3.0,4.0,4.0,9.0,2.0,20.0,48,1.0,3.0,4.0,2.0,3.0,9.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.6666666666666666,0.6666666666666666,0.25,0.4444444444444444,0.4444444444444444,0.75,0.6923076923076923,0.6666666666666666,0.6923076923076923,31.818181818181817,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.2,1.0,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,1.0,1.0,1.0,0.07692307692307693,1.0,1.0,1.0,0.6153846153846154,0.375,0.375,1.0,1.0,0.9230769230769231,0.375,0.5312423076923076,0.42579999999999996,0.07142857142857142,0.2,6.199999999999999,25.299999999999997,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,2747.0,46,-19,89,90,15.0,35,7.0,179,1.0,1.0,,1.0,,,,,,,3.0,5.0,,,3.0,9.0,93,,,4.0,2.0,,,,,3.0,2.0,5.0,,1.0,12.0,,9.0,12.0,16.0,,,,6.0,6.0,3.0,,4.0,2.0,4.0,1.0,15.0,0.6666666666666666,0.6666666666666666,,,,0.6,0.6,0.5625,,9.278350515463918,0.20930232558139536,,0.16666666666666666,0.08333333333333333,0.35294117647058826,,0.25,0.2,1.0,1.0,1.0,0.2,,,,,,,,,,,,,0.2,,0.44218,0.3978,0.375,0.375,9.879999999999999,,0.16853932584269662,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13043478260869565,0.05,0.09302325581395349,0.16666666666666666,0.18181818181818182,0.0625,0.14285714285714285,0.6,0.6666666666666666,0.6666666666666666,0.5,0.4614,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,2544.0,42,-18,85,85,12.0,9,12.0,170,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,12.0,3.0,4.0,1.0,20.0,101,2.0,2.0,6.0,4.0,9.0,,3.0,2.0,,,,,,,2.0,5.0,7.0,8.0,1.0,1.0,,3.0,3.0,2.0,,1.0,1.0,1.0,,12.0,0.6,0.6,1.0,0.75,0.75,0.4166666666666667,0.59375,0.5882352941176471,0.25,20.21276595744681,0.18518518518518517,0.14285714285714285,0.17073170731707318,0.1,0.16666666666666666,0.5,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.3125,0.2,0.2,1.0,0.0625,1.0,1.0,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4375,0.6666666666666666,0.4617625000000001,0.48188749999999997,0.11764705882352941,0.15384615384615385,9.549999999999999,24.575,0.1411764705882353,3.0,4.0,1.0,2.0,5.0,1.0,2.0,5.0,,,1.0,,,1.0,2.0,2.0,2.0,,3.0,5.0,,,5.0,0.5,0.5,0.625,0.625,0.625,0.625,1.0,,,0.07692307692307693,0.02631578947368421,,,0.1,0.2727272727272727,0.25,0.75,0.75,0.3333333333333333,0.4903875,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.08333333333333333,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,2888.0,48,-14,95,97,11.0,29,6.0,192,3.0,6.0,2.0,8.0,,,,3.0,1.0,1.0,8.0,21.0,,3.0,12.0,28.0,109,1.0,1.0,,16.0,,,2.0,,6.0,5.0,11.0,,1.0,27.0,,3.0,3.0,3.0,2.0,1.0,1.0,9.0,13.0,7.0,,,,1.0,1.0,11.0,,,,,,0.38095238095238093,0.3333333333333333,0.4666666666666667,0.125,35.64356435643565,0.08571428571428572,,0.06521739130434782,0.07692307692307693,0.16666666666666666,,1.0,0.25,0.5,0.5,,0.3333333333333333,0.25,0.25,,,,,,0.125,,,1.0,0.2,0.375,,0.469,0.41395,0.23333333333333334,0.25925925925925924,9.657142857142858,33.4,0.11578947368421053,3.0,7.0,,,,2.0,4.0,5.0,5.0,4.0,,,,,2.0,2.0,6.0,,2.0,3.0,,,5.0,,0.5,,0.4,,0.5,0.3333333333333333,,,,,,,,,0.2916666666666667,0.42857142857142855,0.5,,0.56115,,0.17857142857142858,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.14285714285714285,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,9451.0,158,-26,310,315,60.0,101,26.0,625,8.0,16.0,3.0,5.0,,4.0,4.0,14.0,,1.0,12.0,24.0,4.0,18.0,4.0,40.0,340,,1.0,14.0,10.0,12.0,,14.0,4.0,6.0,5.0,11.0,1.0,2.0,27.0,9.0,10.0,19.0,22.0,1.0,,1.0,5.0,4.0,3.0,,1.0,,1.0,,60.0,0.5833333333333334,0.5833333333333334,1.0,0.2222222222222222,0.2222222222222222,0.5,0.42857142857142855,0.46511627906976744,0.42857142857142855,16.071428571428573,0.08130081300813008,0.23684210526315788,0.11801242236024845,0.075,0.11363636363636363,0.3333333333333333,,0.38095238095238093,0.5,0.6153846153846154,0.625,0.11904761904761904,0.6,0.6,0.6666666666666666,0.09523809523809523,,,,0.3333333333333333,0.2857142857142857,0.2857142857142857,,0.3333333333333333,0.8095238095238095,0.2857142857142857,0.5833440476190477,0.73265,0.06976744186046512,0.12,5.704166666666666,24.922222222222224,0.1935483870967742,1.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,,3.0,7.0,4.0,11.0,2.0,2.0,11.0,,,5.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.625,0.6363636363636364,,0.022727272727272728,0.02,0.021739130434782608,0.07142857142857142,,0.02564102564102564,0.05128205128205128,0.07142857142857142,0.3333333333333333,0.5,,0.5455666666666666,0.05,0.125,,,,,,2.0,,,0.21875,1.0,,,,1.0,2.0,3.0,,4.0,3.0,1.0,4.0,,,,,,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1875,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,4209.0,70,-14,138,140,33.0,40,14.0,278,4.0,6.0,2.0,7.0,,,3.0,8.0,1.0,1.0,8.0,21.0,3.0,8.0,2.0,27.0,139,1.0,1.0,2.0,14.0,3.0,6.0,8.0,3.0,6.0,5.0,11.0,,3.0,27.0,,6.0,6.0,6.0,2.0,2.0,,3.0,2.0,1.0,,,,,,33.0,0.125,0.125,0.3333333333333333,0.375,0.375,0.38095238095238093,0.43103448275862066,0.45,0.27586206896551724,20.394736842105264,0.09523809523809523,,0.07407407407407407,0.05,0.19230769230769232,,,0.20689655172413793,0.6666666666666666,0.8,,0.2413793103448276,0.2857142857142857,0.2857142857142857,0.5,,,,,0.27586206896551724,0.375,0.375,1.0,0.25,0.4827586206896552,0.375,0.4976896551724138,0.44532499999999997,0.03333333333333333,0.045454545454545456,9.87142857142857,25.087500000000002,0.2391304347826087,2.0,8.0,,,,,3.0,5.0,5.0,2.0,,,,,1.0,,1.0,,1.0,5.0,2.0,,5.0,,,,0.375,,0.5,1.0,,,,,,,,,0.27586206896551724,0.25,0.2857142857142857,,,,0.18518518518518517,,1.0,,1.0,,,,1.0,,0.3333333333333333,,,1.0,,1.0,2.0,,2.0,1.0,,,,,,,,0.09523809523809523,0.125,0.25,,,1.0,,,,1.0,,0.16666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,6520.0,109,-12,213,218,41.0,87,14.0,431,7.0,9.0,4.0,8.0,1.0,4.0,3.0,10.0,,1.0,18.0,31.0,4.0,14.0,14.0,62.0,233,,3.0,30.0,6.0,12.0,,10.0,3.0,1.0,3.0,4.0,1.0,1.0,11.0,5.0,17.0,23.0,27.0,2.0,1.0,1.0,9.0,18.0,8.0,1.0,,,,,41.0,0.8333333333333334,0.9375,1.0,0.2857142857142857,0.2857142857142857,0.5806451612903226,0.5333333333333333,0.5740740740740741,0.3111111111111111,24.45414847161572,0.1827956989247312,0.21739130434782608,0.1896551724137931,0.23333333333333334,0.05555555555555555,0.25,,0.2,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.17777777777777778,0.5,0.5,1.0,0.08888888888888889,0.25,0.25,1.0,0.2222222222222222,0.3,0.3,,0.1111111111111111,0.5111111111111111,0.3,0.48198444444444444,0.4301666666666667,0.1509433962264151,0.20512820512820512,8.819354838709677,25.028571428571432,0.19248826291079812,7.0,14.0,3.0,4.0,10.0,3.0,6.0,11.0,2.0,,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,6.0,,,11.0,0.75,0.5,0.75,0.5,0.8333333333333334,0.5,0.5,0.16666666666666666,0.05084745762711865,0.02857142857142857,0.0425531914893617,0.09523809523809523,,0.037037037037037035,0.2962962962962963,0.3111111111111111,0.5,0.5833333333333334,0.8571428571428571,0.5533,0.16129032258064516,0.1774193548387097,,1.0,,1.0,,,,0.3333333333333333,0.21052631578947367,1.0,,,1.0,1.0,1.0,2.0,,2.0,,,1.0,,,,,2.0,0.06451612903225806,0.14285714285714285,0.1111111111111111,1.0,3.0,,,,,,,,0.75,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.05555555555555555,0.6666666666666666,0.5,0.2222222222222222,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,2759.0,46,-8,91,92,11.0,16,6.0,183,4.0,6.0,6.0,8.0,,1.0,,,,,11.0,18.0,,1.0,1.0,23.0,104,1.0,,14.0,8.0,,,,,2.0,2.0,4.0,1.0,1.0,10.0,3.0,7.0,10.0,11.0,3.0,2.0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,,11.0,0.6363636363636364,0.6363636363636364,,,,0.6111111111111112,0.5789473684210527,0.575,0.05263157894736842,23.46938775510204,0.25925925925925924,0.2727272727272727,0.2631578947368421,0.125,0.5,,,0.3157894736842105,0.6666666666666666,0.8,1.0,0.42105263157894735,0.75,0.75,0.3333333333333333,0.05263157894736842,,,,,,,,,0.3684210526315789,,0.5151842105263157,0.6436,0.05,0.05263157894736842,9.666666666666666,23.8,0.12087912087912088,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,,1.0,3.0,,,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,,,0.09090909090909091,0.023809523809523808,,,0.125,0.1111111111111111,0.21052631578947367,0.25,0.25,1.0,0.54495,0.08695652173913043,0.08695652173913043,,,,,,,,,0.3333333333333333,,,,,1.0,2.0,,,1.0,1.0,,2.0,,,,,,0.05555555555555555,,1.0,0.5,,,,,2.0,,,0.16666666666666666,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,
203099,1610612737,Jared Cunningham,Jared Cunningham,203099,ATL,104.0,2,10,5,4,1.0,4,,9,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203544,1610612737,Pero Antic,Pero Antic,203544,ATL,2042.0,34,19,69,69,19.0,35,7.0,138,1.0,1.0,1.0,4.0,1.0,1.0,3.0,6.0,,1.0,2.0,5.0,4.0,7.0,3.0,19.0,67,,1.0,2.0,2.0,12.0,,6.0,3.0,3.0,,3.0,,1.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,,3.0,4.0,1.0,1.0,1.0,,1.0,,19.0,0.5,0.5,1.0,0.5714285714285714,0.5714285714285714,0.4,0.6666666666666666,0.6785714285714286,0.5833333333333334,22.666666666666668,0.15384615384615385,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.2222222222222222,,,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,,0.08333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,,0.5,0.6666666666666666,0.5,0.48618333333333336,0.4543,0.07692307692307693,0.16666666666666666,17.380000000000003,24.685714285714287,0.2753623188405797,,,,,2.0,,1.0,3.0,,1.0,,,1.0,,2.0,,3.0,,3.0,3.0,,1.0,3.0,,,,,1.0,0.375,0.6666666666666666,0.25,,,,,,,0.1,,,,,,0.10526315789473684,0.15789473684210525,,,,,,,,,0.125,1.0,,,,,,3.0,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
