EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,StepOutOfBoundsTurnovers,Corner3PctBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ThreePtShootingFoulsDrawnPct,HeaveMakes,on,3pt And 1 Free Throw Trips
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,99944.0,1666.0,-398.0,3466.0,3454.0,691.0,726.0,393.0,6920.0,115.0,202.0,34.0,62.0,21.0,43.0,42.0,117.0,26.0,64.0,5.0,11.0,1.0,1.0,1.0,2.0,76.0,192.0,2.0,4.0,12.0,39.0,183.0,383.0,81.0,203.0,79.0,688.0,3862.0,41.0,83.0,3.0,5.0,12.0,103.0,32.0,78.0,13.0,41.0,22.0,125.0,234.0,132.0,240.0,3.0,56.0,1.0,191.0,76.0,38.0,1.0,145.0,31.0,176.0,21.0,10.0,96.0,23.0,26.0,383.0,20.0,64.0,4.0,74.0,254.0,36.0,364.0,88.0,452.0,11.0,31.0,21.0,10.0,60.0,16.0,45.0,59.0,6.0,15.0,11.0,119.0,5.0,18.0,111.0,1.0,154.0,5.0,11.0,13.0,126.0,1.0,20.0,4.0,1.0,101.0,11.0,4.0,45.0,9.0,67.0,56.0,2.0,9.0,67.0,35.0,2.0,1.0,6.0,6.0,125.0,688.0,7.0,9.0,0.639344262295082,0.7548387096774194,0.9876543209876544,0.3990147783251231,0.6,0.3170731707317073,0.400990099009901,0.4778067885117493,0.4939759036144578,0.4102564102564102,0.5196245733788396,0.5170454545454546,0.4327731092436975,0.5445151033386327,0.5425531914893617,0.4661654135338345,0.3464163822525597,0.0049261083743842,0.0992167101827676,0.1386138613861386,0.0769230769230769,0.015625,0.0052083333333333,18.98959126681899,0.5042016806722689,0.3495145631067961,0.0439560439560439,0.2212543554006968,0.0545144804088586,0.1412213740458015,0.0404040404040404,0.1961722488038277,0.0503295386458957,0.0650994575045208,0.0551181102362204,0.0291666666666666,0.0408163265306122,0.0388349514563106,0.1908396946564885,0.2892307692307692,0.1976744186046511,0.1512605042016806,0.1197604790419161,0.039426523297491,0.5223880597014925,0.3447098976109215,0.5693069306930693,0.6609195402298851,0.6695652173913044,0.1996587030716723,0.358974358974359,0.3888888888888889,0.4761904761904761,0.1092150170648464,0.40625,0.4126984126984127,0.7692307692307693,0.0187713310580204,0.4545454545454545,0.4545454545454545,0.8,0.3276450511945392,0.3958333333333333,0.3979057591623036,1.0,0.7045454545454546,0.5483870967741935,0.1470588235294117,0.0113636363636363,1.0,1.0,0.0454545454545454,0.5,1.0,0.361344537815126,0.4883720930232558,0.0168067226890756,0.5,0.3277310924369748,0.3076923076923077,0.6911262798634812,0.3979057591623036,0.5135409401709403,0.5300630136986303,0.5060109243697478,0.0725806451612903,0.1079136690647482,0.1497093023255813,0.1816860465116279,6.097650130548304,25.76551724137931,0.1993652625504904,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,80425.0,1340.0,-357.0,2779.0,2772.0,484.0,498.0,314.0,5551.0,176.0,277.0,33.0,57.0,29.0,48.0,52.0,131.0,14.0,57.0,6.0,21.0,1.0,4.0,1.0,4.0,31.0,83.0,1.0,3.0,7.0,13.0,242.0,465.0,37.0,104.0,64.0,659.0,3125.0,38.0,69.0,2.0,7.0,6.0,88.0,36.0,67.0,8.0,17.0,19.0,115.0,304.0,180.0,102.0,9.0,50.0,,83.0,31.0,37.0,1.0,52.0,15.0,67.0,13.0,2.0,41.0,4.0,7.0,149.0,24.0,56.0,2.0,44.0,97.0,13.0,154.0,82.0,236.0,13.0,74.0,35.0,39.0,47.0,8.0,24.0,33.0,6.0,23.0,7.0,80.0,,14.0,37.0,1.0,97.0,5.0,9.0,4.0,95.0,5.0,4.0,4.0,,97.0,15.0,,52.0,4.0,14.0,13.0,,1.0,14.0,5.0,1.0,,1.0,1.0,115.0,481.0,12.0,3.0,0.628099173553719,0.7004608294930875,0.918918918918919,0.3557692307692308,0.2857142857142857,0.4705882352941176,0.3557692307692308,0.5204301075268817,0.5507246376811594,0.5373134328358209,0.5228471001757469,0.5394736842105263,0.5714285714285714,0.5401639344262295,0.55,0.5989583333333334,0.1827768014059754,0.0096153846153846,0.0795698924731182,0.0866425992779783,0.0916030534351145,0.0175438596491228,0.0120481927710843,21.856192587899905,0.5875,0.1604938271604938,0.0273972602739726,0.1073008849557522,0.0591341077085533,0.1035294117647058,0.0594059405940594,0.1060948081264108,0.0592153960029607,0.069284064665127,0.0566037735849056,0.0408163265306122,0.0539682539682539,0.0786516853932584,0.1012658227848101,0.1058823529411764,0.1141141141141141,0.1223776223776223,0.0647482014388489,0.0515873015873015,0.3571428571428571,0.4868189806678383,0.6353790613718412,0.6956521739130435,0.6193181818181818,0.2302284710017574,0.3969465648854962,0.4369747899159664,0.6346153846153846,0.1001757469244288,0.2456140350877192,0.25,0.7142857142857143,0.0369068541300527,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.1458699472759226,0.3734939759036144,0.3780487804878049,0.935483870967742,0.75,0.5789473684210527,0.1818181818181818,0.0526315789473684,0.25,1.0,0.0394736842105263,0.3333333333333333,1.0,0.5714285714285714,0.6041666666666666,0.0476190476190476,0.25,0.1547619047619047,0.5384615384615384,0.6695957820738138,0.3734939759036144,0.5351942882249562,0.5531484375,0.5482053571428571,0.0858085808580858,0.1035856573705179,0.133535660091047,0.1745068285280728,5.092258064516127,25.070192307692302,0.174163368118028,1.0,,,,,,,,,True,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,84036.0,1401.0,-265.0,2906.0,2893.0,545.0,582.0,317.0,5799.0,105.0,185.0,15.0,27.0,20.0,38.0,56.0,155.0,68.0,159.0,12.0,43.0,,1.0,1.0,3.0,15.0,49.0,2.0,8.0,1.0,5.0,229.0,499.0,27.0,92.0,137.0,676.0,3215.0,24.0,50.0,2.0,9.0,11.0,65.0,39.0,91.0,2.0,8.0,50.0,134.0,202.0,256.0,78.0,3.0,18.0,,49.0,15.0,59.0,2.0,103.0,45.0,148.0,38.0,7.0,80.0,11.0,12.0,341.0,7.0,28.0,,59.0,119.0,16.0,194.0,35.0,229.0,11.0,40.0,28.0,12.0,76.0,15.0,43.0,38.0,9.0,33.0,3.0,114.0,9.0,22.0,54.0,2.0,105.0,3.0,8.0,4.0,126.0,1.0,4.0,2.0,2.0,168.0,14.0,12.0,75.0,10.0,5.0,2.0,2.0,1.0,5.0,2.0,,,,,134.0,542.0,10.0,9.0,0.4410480349344978,0.4590909090909091,0.9629629629629628,0.2934782608695652,0.2222222222222222,0.25,0.2934782608695652,0.4589178356713427,0.48,0.4285714285714285,0.4560067681895093,0.4576271186440678,0.4242424242424242,0.5022658610271903,0.4924242424242424,0.524,0.155668358714044,0.0217391304347826,0.1182364729458917,0.1567567567567567,0.1677419354838709,0.0251572327044025,,23.60097323600973,0.6666666666666666,0.1975308641975308,,0.1218014329580348,0.0287179487179487,0.135632183908046,0.0174563591022443,0.1260623229461756,0.0254360465116279,0.0376106194690265,0.0257234726688102,0.0141509433962264,0.0193548387096774,0.0109890109890109,0.094224924012158,0.1018181818181818,0.1608579088471849,0.1385135135135135,0.1294964028776978,0.0402930402930402,0.4,0.3130287648054145,0.5675675675675675,0.6730769230769231,0.4380952380952381,0.2622673434856176,0.3612903225806451,0.4341085271317829,0.375,0.2690355329949238,0.4276729559748428,0.4387096774193548,0.5,0.0727580372250423,0.2790697674418604,0.2926829268292683,1.0,0.0829103214890017,0.3061224489795918,0.3061224489795918,0.9333333333333332,0.4576271186440678,0.5555555555555556,0.0666666666666666,0.0169491525423728,,,0.135593220338983,0.25,1.0,0.3838383838383838,0.5263157894736842,0.0303030303030303,0.3333333333333333,0.0505050505050505,0.2,0.4686971235194585,0.3061224489795918,0.497272372881356,0.4977308510638297,0.4853785714285714,0.1150306748466257,0.1339285714285714,0.0961538461538461,0.1982248520710059,8.931462925851708,24.56956521739131,0.1875430144528561,,1.0,0.0465116279069767,,,,,,,True,
202341,1610612755,James Anderson,James Anderson,202341,PHI,65337.0,1089.0,-218.0,2273.0,2261.0,460.0,467.0,255.0,4534.0,79.0,125.0,12.0,25.0,14.0,21.0,15.0,30.0,4.0,15.0,7.0,36.0,1.0,3.0,2.0,16.0,30.0,93.0,2.0,13.0,5.0,17.0,98.0,170.0,37.0,129.0,29.0,336.0,2453.0,16.0,32.0,3.0,16.0,1.0,42.0,18.0,27.0,7.0,33.0,10.0,67.0,136.0,60.0,105.0,6.0,22.0,,93.0,30.0,17.0,,39.0,26.0,65.0,21.0,5.0,27.0,6.0,6.0,156.0,8.0,28.0,,47.0,75.0,1.0,123.0,36.0,159.0,6.0,30.0,25.0,5.0,28.0,2.0,16.0,19.0,1.0,12.0,2.0,47.0,6.0,6.0,45.0,,74.0,6.0,3.0,3.0,43.0,2.0,4.0,3.0,1.0,46.0,4.0,1.0,19.0,4.0,8.0,7.0,1.0,,13.0,8.0,,2.0,,1.0,67.0,457.0,4.0,4.0,0.6938775510204082,0.7816091954022989,0.945945945945946,0.2868217054263566,0.1875,0.2121212121212121,0.2868217054263566,0.5764705882352941,0.5,0.6666666666666666,0.5133779264214047,0.4270833333333333,0.475,0.5266457680250783,0.4285714285714285,0.5,0.431438127090301,,0.1,0.104,0.1333333333333333,,,14.180550174351028,0.5957446808510638,0.0142857142857142,,0.1008064516129032,0.037940379403794,0.1390532544378698,0.0226628895184136,0.1127541589648798,0.0329972502291475,0.0558823529411764,0.0294117647058823,0.0125,0.0288808664259927,,0.081967213114754,0.0723981900452488,0.1397849462365591,0.1461187214611872,0.1260504201680672,0.0410958904109589,0.6153846153846154,0.4180602006688963,0.632,0.7053571428571429,0.6962025316455697,0.1003344481605351,0.5,0.5769230769230769,0.7333333333333333,0.0501672240802675,0.2666666666666666,0.2666666666666666,0.5,0.1204013377926421,0.1944444444444444,0.1944444444444444,1.0,0.3110367892976589,0.3225806451612903,0.3225806451612903,0.9333333333333332,0.5208333333333334,0.48,0.0833333333333333,0.0625,0.3333333333333333,1.0,0.2708333333333333,0.1538461538461538,1.0,0.35,0.6666666666666666,0.2666666666666666,0.125,0.2833333333333333,0.2941176470588235,0.8494983277591973,0.3225806451612903,0.5509361952861955,0.5387722222222222,0.5493155172413793,0.0634920634920634,0.1027027027027027,0.125,0.1994047619047619,4.243529411764706,25.208527131782947,0.2023757149142103,,1.0,,1.0,5.0,3.0,2.0,0.0076923076923076,,True,
202343,1610612755,Elliot Williams,Elliot Williams,202343,PHI,12088.0,201.0,-95.0,427.0,414.0,101.0,113.0,51.0,841.0,6.0,22.0,2.0,4.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,,,,,8.0,17.0,,,1.0,2.0,8.0,29.0,9.0,22.0,13.0,56.0,474.0,3.0,5.0,,,,6.0,2.0,6.0,1.0,2.0,4.0,11.0,8.0,8.0,21.0,6.0,2.0,,17.0,8.0,6.0,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,4.0,4.0,1.0,7.0,7.0,3.0,17.0,9.0,26.0,1.0,3.0,2.0,1.0,4.0,,3.0,3.0,,1.0,,7.0,1.0,1.0,9.0,1.0,25.0,1.0,,,16.0,2.0,,2.0,,19.0,1.0,,10.0,,,,,,,,,,,,11.0,101.0,3.0,,0.5,0.5714285714285714,0.7777777777777778,0.4090909090909091,,0.5,0.4090909090909091,0.2758620689655172,0.6,0.3333333333333333,0.4215686274509804,0.6,0.4375,0.4666666666666667,0.6,0.5,0.4313725490196078,,0.2068965517241379,0.2272727272727272,0.1666666666666666,,,13.480885311871228,0.5714285714285714,0.2307692307692307,0.0625,0.05,0.0240963855421686,0.1320754716981132,0.0597014925373134,0.0725388601036269,0.0343347639484978,0.0256410256410256,0.0357142857142857,,0.0555555555555555,0.0769230769230769,,0.0833333333333333,0.0701754385964912,0.1111111111111111,0.25,0.0357142857142857,,0.4313725490196078,0.2727272727272727,0.3529411764705882,0.5,0.1176470588235294,0.1666666666666666,0.2,,0.0196078431372549,1.0,1.0,1.0,0.0980392156862745,0.2,0.2,1.0,0.3333333333333333,0.4705882352941176,0.4705882352941176,0.75,0.8,0.5,,,,,,,,0.375,0.3333333333333333,,,0.25,0.5,0.8627450980392157,0.4705882352941176,0.5471637254901961,0.5165500000000001,0.5089437499999999,0.1666666666666666,0.2631578947368421,0.1071428571428571,0.1964285714285714,3.568965517241379,25.04090909090909,0.2365339578454332,,2.0,,,,,,,,True,
202721,1610612755,Darius Morris,Darius Morris,202721,PHI,2482.0,41.0,-7.0,84.0,85.0,13.0,12.0,9.0,169.0,4.0,6.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,5.0,1.0,1.0,,,6.0,8.0,2.0,6.0,2.0,20.0,97.0,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,1.0,,3.0,4.0,8.0,3.0,3.0,,,5.0,1.0,1.0,,7.0,1.0,8.0,1.0,,3.0,3.0,1.0,17.0,,,,3.0,1.0,,4.0,,4.0,,,,,,,,3.0,1.0,,2.0,3.0,,2.0,2.0,,4.0,,,,4.0,,,,,3.0,3.0,,3.0,,,,,,,,,,,,3.0,13.0,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.75,1.0,,0.6428571428571429,1.25,0.75,0.7142857142857143,1.25,0.75,0.4285714285714285,,0.125,0.1666666666666666,,,,18.27956989247312,,,,0.0454545454545454,,0.1666666666666666,,0.1,,,,,,,0.1111111111111111,,,0.25,,,,0.4285714285714285,0.6666666666666666,0.8,0.5,0.0714285714285714,1.0,1.0,,0.0714285714285714,1.0,1.0,,0.0714285714285714,1.0,1.0,1.0,0.3571428571428571,0.2,0.2,,,,,,,,0.5,1.0,,0.5,,0.5,1.0,,,0.8571428571428571,0.2,0.5564321428571429,0.4771999999999999,0.5695749999999999,0.2142857142857142,0.375,0.25,0.15,4.525,25.183333333333334,0.1547619047619047,,,,,,,,,,True,
202730,1610612755,Lavoy Allen,Lavoy Allen,202730,PHI,10452.0,174.0,-18.0,373.0,365.0,125.0,127.0,45.0,738.0,12.0,22.0,7.0,12.0,4.0,11.0,7.0,12.0,2.0,11.0,,,,,,,,2.0,,,,1.0,21.0,45.0,,2.0,5.0,47.0,404.0,7.0,12.0,,,2.0,16.0,6.0,16.0,,1.0,1.0,13.0,20.0,22.0,,,14.0,,2.0,,1.0,,7.0,2.0,9.0,2.0,,4.0,1.0,2.0,20.0,3.0,15.0,1.0,13.0,18.0,1.0,32.0,19.0,51.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,,7.0,,1.0,10.0,,19.0,,6.0,,5.0,,1.0,,,9.0,1.0,,4.0,1.0,1.0,1.0,,,1.0,1.0,,,,,13.0,125.0,4.0,1.0,0.4761904761904761,0.7142857142857143,,,,,,0.4666666666666667,0.5833333333333334,0.375,0.4468085106382978,0.5833333333333334,0.3529411764705882,0.4607843137254901,0.6153846153846154,0.3421052631578947,0.0425531914893617,,0.0222222222222222,0.0454545454545454,,,,13.583138173302109,0.4285714285714285,0.1,0.1111111111111111,0.1384615384615384,0.1271186440677966,0.2280701754385964,0.06,0.1657754010695187,0.1071428571428571,0.1538461538461538,0.1290322580645161,0.0454545454545454,0.0465116279069767,0.1428571428571428,0.1538461538461538,0.1538461538461538,0.1153846153846153,0.2325581395348837,0.2142857142857142,0.12,1.0,0.4680851063829787,0.5454545454545454,0.5714285714285714,0.4166666666666667,0.2553191489361702,0.5833333333333334,0.5833333333333334,0.4285714285714285,0.2340425531914893,0.1818181818181818,0.1818181818181818,1.0,,,,,0.0425531914893617,,,,1.0,0.5833333333333334,,,,,,,,0.6470588235294118,0.3636363636363636,,,0.0588235294117647,,0.5106382978723404,,0.4806148936170212,0.5515166666666668,0.5003735294117647,0.08,0.0833333333333333,0.3404255319148936,0.2765957446808511,7.791111111111113,25.5,0.3351206434316354,,,,,,,,,,True,
203100,1610612755,Tony Wroten,Tony Wroten,203100,PHI,36892.0,615.0,-201.0,1276.0,1276.0,284.0,312.0,157.0,2552.0,95.0,184.0,13.0,24.0,19.0,42.0,8.0,24.0,1.0,4.0,1.0,8.0,,,,,15.0,59.0,,1.0,3.0,12.0,104.0,212.0,16.0,67.0,51.0,307.0,1454.0,13.0,26.0,,1.0,4.0,30.0,20.0,44.0,3.0,12.0,19.0,68.0,80.0,128.0,24.0,24.0,16.0,4.0,53.0,13.0,25.0,,63.0,16.0,79.0,13.0,3.0,46.0,10.0,7.0,174.0,2.0,23.0,1.0,23.0,38.0,1.0,62.0,26.0,88.0,10.0,22.0,11.0,11.0,38.0,16.0,29.0,31.0,3.0,9.0,2.0,69.0,4.0,13.0,18.0,2.0,55.0,4.0,3.0,2.0,68.0,1.0,2.0,4.0,3.0,82.0,6.0,,39.0,5.0,6.0,4.0,1.0,1.0,6.0,2.0,,,,1.0,68.0,284.0,8.0,4.0,0.3846153846153846,0.4166666666666667,0.5,0.2388059701492537,,0.25,0.2222222222222222,0.490566037735849,0.5,0.4545454545454545,0.4587813620071684,0.4814814814814814,0.4375,0.4842271293375394,0.4838709677419355,0.4927536231884058,0.2401433691756272,,0.1179245283018868,0.108695652173913,0.2083333333333333,,,26.366120218579237,0.5507246376811594,0.0256410256410256,0.027027027027027,0.0861678004535147,0.0513392857142857,0.1111111111111111,0.0117647058823529,0.0941358024691358,0.0404530744336569,0.0585774058577405,0.0601503759398496,0.0131578947368421,0.0147058823529411,,0.0384615384615384,0.1120689655172413,0.1258741258741259,0.0851063829787234,0.1666666666666666,0.0757575757575757,0.3333333333333333,0.6594982078853047,0.5163043478260869,0.5792682926829268,0.3894736842105263,0.086021505376344,0.3333333333333333,0.4210526315789473,0.25,0.014336917562724,0.25,0.25,1.0,0.028673835125448,0.125,0.125,1.0,0.2114695340501792,0.2542372881355932,0.2542372881355932,0.4666666666666667,0.8888888888888888,0.5416666666666666,0.1538461538461538,,,,0.037037037037037,,,0.75,0.4523809523809524,,,0.2142857142857142,0.25,0.899641577060932,0.2452830188679245,0.5741885454545453,0.533938,0.5849301886792453,0.125,0.1591836734693877,0.0977198697068403,0.2214983713355048,2.556603773584905,27.265671641791045,0.2225705329153605,,2.0,,,,,,,2.0,True,
203138,1610612755,Hollis Thompson,Hollis Thompson,203138,PHI,31703.0,528.0,-164.0,1105.0,1103.0,207.0,236.0,130.0,2208.0,31.0,46.0,15.0,21.0,3.0,4.0,2.0,9.0,5.0,11.0,4.0,9.0,1.0,1.0,1.0,2.0,6.0,26.0,,1.0,2.0,8.0,38.0,66.0,10.0,35.0,10.0,116.0,1308.0,17.0,26.0,1.0,2.0,1.0,38.0,4.0,7.0,3.0,10.0,2.0,19.0,50.0,26.0,30.0,,16.0,,26.0,6.0,5.0,,11.0,8.0,19.0,7.0,1.0,8.0,1.0,2.0,46.0,9.0,21.0,,16.0,37.0,3.0,56.0,30.0,86.0,3.0,12.0,9.0,3.0,10.0,2.0,9.0,8.0,1.0,1.0,1.0,18.0,3.0,2.0,26.0,1.0,45.0,1.0,4.0,1.0,20.0,1.0,,4.0,2.0,17.0,1.0,,6.0,,2.0,1.0,,1.0,2.0,,,,,1.0,19.0,207.0,2.0,,0.6578947368421053,0.8333333333333334,1.0,0.2857142857142857,0.5,0.3,0.2857142857142857,0.5757575757575758,0.6538461538461539,0.5714285714285714,0.5247524752475248,0.6607142857142857,0.5,0.5370370370370371,0.6551724137931034,0.5,0.3465346534653465,,0.0757575757575757,0.0217391304347826,0.3333333333333333,0.0909090909090909,,10.023866348448689,0.5555555555555556,0.081081081081081,,0.1048158640226629,0.0546875,0.0930232558139534,0.0612244897959183,0.1009523809523809,0.0564971751412429,0.0526315789473684,0.0725806451612903,0.0285714285714285,0.0708661417322834,,0.112,0.0769230769230769,0.1167883211678832,0.065040650406504,0.1632653061224489,0.0625,,0.4554455445544554,0.6739130434782609,0.6888888888888889,0.6451612903225806,0.0891089108910891,0.2222222222222222,0.3333333333333333,0.5,0.1089108910891089,0.4545454545454545,0.5,0.8,0.0891089108910891,0.4444444444444444,0.4444444444444444,1.0,0.2574257425742574,0.2307692307692307,0.2307692307692307,1.0,0.75,0.7142857142857143,0.4666666666666667,0.0357142857142857,1.0,1.0,0.0357142857142857,,,0.2352941176470588,0.75,0.1176470588235294,0.5,0.4705882352941176,0.25,0.801980198019802,0.2307692307692307,0.5590123762376239,0.5533113636363637,0.5230823529411764,0.074074074074074,0.0845070422535211,0.3275862068965517,0.1637931034482758,4.980303030303031,24.82857142857143,0.1873303167420814,,2.0,,2.0,,,,0.054054054054054,,True,
203473,1610612755,Dewayne Dedmon,Dewayne Dedmon,203473,PHI,884.0,15.0,10.0,32.0,32.0,7.0,7.0,4.0,64.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,,,3.0,7.0,22.0,,1.0,,,2.0,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,7.0,2.0,9.0,2.0,11.0,1.0,,,,,,,1.0,1.0,,,1.0,,,3.0,,4.0,,,,2.0,,,,,4.0,,,2.0,,1.0,1.0,,,1.0,1.0,,,,,,7.0,1.0,,1.0,1.0,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.7,0.5,,,,,,,,,16.216216216216218,,1.0,,0.5,0.125,,,0.4666666666666667,0.1111111111111111,0.125,0.25,,,,0.6666666666666666,1.0,0.3333333333333333,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.6924666666666667,0.674,,0.4,0.4,0.2857142857142857,,1.0,,0.21875,,,,,,,,,,True,
