EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,FG2A,FtPoints,Points,OpponentPoints,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyArc3FGA,ThreePtAssists,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,LostBallTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Frequency,DefShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FTDefRebounds,Offensive Fouls,DefFTReboundPct,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,OffFTReboundPct,OffAtRimReboundPct,on,Arc3Assists,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,AtRimAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,3SecondViolations,OffensiveGoaltends
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,82.0,1,-3.0,3,3,3,6,1.0,1.0,2.0,2.0,5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,66.66666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.6014,0.5,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202130,1610612760,Reggie Williams,Reggie Williams,202130,OKC,1001.0,17,-5.0,33,33,28,66,1.0,6.0,,11.0,35,,,,,,,,,,,,0.6111111111111112,,,29.72972972972973,,,,,0.1111111111111111,0.4444444444444444,0.47945000000000004,,,11.433333333333332,11.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,11.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6111111111111112,0.625,0.625,0.3333333333333333,0.5,0.1111111111111111,0.4444444444444444,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.25,0.25,1.0,0.5014875,0.45454545454545453,24.03333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203087,1610612760,Jeremy Lamb,Jeremy Lamb,203087,OKC,1001.0,17,-5.0,33,33,28,66,2.0,5.0,,4.0,35,1.0,3.0,5.0,5.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.2,0.5,18.91891891891892,0.21428571428571427,0.2631578947368421,0.16666666666666666,,0.3333333333333333,0.5,0.5022583333333333,0.16666666666666666,0.2,6.140000000000001,11.0,4.0,1.0,3.0,,,,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,1.0,3.0,4.0,1.0,9.0,,,1.0,,,,1.0,1.0,1.0,2.0,11.0,0.5,0.5,,,,,0.4,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,0.5,,,,,,,,,0.16666666666666666,0.5,,,0.6512249999999999,0.5,23.9,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,662.0,11,-5.0,24,23,21,47,1.0,1.0,,,24,,3.0,3.0,3.0,,,,,,,,,,,3.7037037037037033,0.42857142857142855,0.3,0.5,,1.0,1.0,0.5531,,,2.1,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4166666666666667,,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,725.0,12,-9.0,22,21,20,43,3.0,4.0,1.0,7.0,28,,,,1.0,2.0,2.0,1.0,,,,,0.7,,,24.0,,,,,0.75,0.75,0.523375,0.2,0.2,2.75,,3.0,,1.0,,,,,,,,3.0,,,,,,,,2.0,4.0,,,1.0,1.0,,2.0,2.0,2.0,,,1.0,,1.0,,,,,0.3333333333333333,0.5,,,,,0.75,,0.75,,,,,0.25,,,,,,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.09090909090909091,0.3333333333333333,1.0,1.0,0.441,0.2857142857142857,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612760,Caron Butler,Caron Butler,2406,OKC,339.0,6,,9,10,7,19,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201934,1610612760,Hasheem Thabeet,Hasheem Thabeet,201934,OKC,276.0,5,4.0,11,12,8,23,,1.0,,2.0,7,,1.0,2.0,2.0,,,,,,,,1.0,,,16.666666666666668,0.16666666666666666,0.125,,,,,0.418,,,4.7,11.0,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,11.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,0.418,1.0,,1.0,,,1.0,,,,,,,,,,0.5,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203103,1610612760,Perry Jones III,Perry Jones III,203103,OKC,919.0,15,-2.0,30,30,25,60,,3.0,2.0,4.0,30,,1.0,2.0,5.0,1.0,2.0,1.0,,,,,0.4,,,17.64705882352941,0.07692307692307693,0.05555555555555555,,,,0.25,0.4344,0.2,0.25,13.4,11.0,4.0,,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,1.0,2.0,11.0,1.0,1.0,,,,,0.3333333333333333,,0.25,,1.0,0.25,,0.25,0.5,0.5,0.5,1.0,,,,,0.25,,,,,0.5,25.2,0.36666666666666664,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,1.0,2.0,,2.0,3.0,,,,,0.5,0.2222222222222222,0.15384615384615385,0.25,,,0.3899,0.5,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101155,1610612760,Ryan Gomes,Ryan Gomes,101155,OKC,2055.0,34,7.0,73,70,43,143,,6.0,,6.0,54,1.0,1.0,4.0,4.0,,,,,,,,0.375,0.16666666666666666,,10.975609756097562,0.07142857142857142,0.15384615384615385,,,,0.25,0.41981250000000003,,,14.883333333333333,30.0,6.0,,2.0,2.0,4.0,,2.0,,1.0,,3.0,,2.0,1.0,3.0,,1.0,2.0,6.0,,,,,1.0,,3.0,,,,,1.0,,1.0,,5.0,2.0,30.0,1.0,1.0,,,,,0.5,0.3333333333333333,0.375,0.25,0.25,0.25,,0.25,0.5,0.5,0.6666666666666666,1.0,0.25,,,,,,0.25,,0.3993375,0.3333333333333333,22.8,0.410958904109589,,,1.0,,1.0,,,3.0,,3.0,,0.25,0.16666666666666666,0.2857142857142857,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,False,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,95042.0,1584,119.0,3165,3162,750,6327,113.0,188.0,53.0,383.0,3284,15.0,103.0,170.0,220.0,52.0,69.0,24.0,15.0,7.0,17.0,9.0,0.5147849462365591,0.0797872340425532,0.08849557522123894,11.960784313725489,0.09932497589199614,0.10454545454545454,0.11330049261083744,0.5294117647058824,0.3323529411764706,0.7794117647058824,0.5698564705882352,0.07162534435261708,0.11483253588516747,6.624999999999999,644.0,357.0,12.0,30.0,18.0,45.0,29.0,85.0,6.0,17.0,67.0,93.0,48.0,152.0,9.0,29.0,11.0,37.0,72.0,102.0,84.0,141.0,67.0,78.0,94.0,9.0,204.0,79.0,55.0,29.0,18.0,26.0,5.0,55.0,10.0,90.0,70.0,635.0,0.5483870967741935,0.6071428571428571,0.9791666666666666,0.3157894736842105,0.2972972972972973,0.3157894736842105,0.4946808510638298,0.3103448275862069,0.4852941176470588,0.38636363636363635,0.45569620253164556,0.4470588235294118,0.5272727272727272,0.08823529411764706,0.1323529411764706,0.4,0.4,0.8333333333333334,0.25,0.3411764705882353,0.34523809523809523,1.0,0.19705882352941176,0.18181818181818182,0.25757575757575757,0.35294117647058826,0.5337962121212122,0.18798955613577023,23.899342105263155,0.20347551342812006,68.0,5.0,7.0,20.0,16.0,5.0,29.0,58.0,11.0,41.0,3.0,0.11530815109343936,0.09785932721712538,0.11197916666666667,0.6017699115044248,0.6601941747572816,0.23333333333333334,0.28,0.42857142857142855,0.4166666666666667,0.30303030303030304,0.08223684210526316,10.0,17.0,14.0,25.0,51.0,18.0,32.0,50.0,6.0,2.0,0.56,0.581081081081081,0.6071428571428571,0.032225579053373615,0.03455723542116631,0.02258064516129032,0.4594594594594595,0.5882352941176471,0.5361410714285714,0.13315926892950392,9.0,4.0,0.09278350515463918,8.0,21.0,2.0,0.028985507246376812,0.04833836858006042,False,11.0,,0.12605042016806722,3.0,6.0,19.0,2.0,6.0,5.0,5.0,12.0,3.0,19.0,3.0,40.0,16.0,7.0,24.0,2.0,5.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,9.0,2.0,1.0,1.0,3.0,5.0,6.0,7.0,0.4166666666666667,0.019736842105263157,0.16666666666666666,0.011764705882352941,0.029850746268656716,0.04040404040404041,0.02556818181818182,0.04827586206896552,0.018867924528301886,0.03910614525139665,0.4852941176470588,0.2835820895522388,0.2923076923076923,0.9473684210526315,0.16216216216216217,0.5,1.0,0.16216216216216217,0.3333333333333333,1.0,0.25,0.2835820895522388,0.012987012987012988,,,,,,,,,
