EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SelfOReb,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,HeaveAttempts,Blocked3s,BlockedArc3,Technical Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,on,HeaveMakes
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,38419.0,640.0,-37.0,1283.0,1286,486.0,420.0,130.0,2569,19.0,30.0,2.0,2.0,4.0,8.0,17.0,28.0,8.0,35.0,13.0,45.0,2.0,4.0,8.0,26.0,24.0,65.0,2.0,5.0,12.0,26.0,44.0,93.0,37.0,110.0,54.0,253.0,1443.0,4.0,8.0,4.0,9.0,1.0,21.0,16.0,34.0,20.0,52.0,35.0,127.0,30.0,58.0,81.0,30.0,2.0,65.0,24.0,4.0,4.0,55.0,23.0,78.0,17.0,6.0,30.0,12.0,13.0,179.0,1.0,2.0,17.0,37.0,1.0,55.0,3.0,58.0,14.0,9.0,5.0,20.0,1.0,16.0,7.0,2.0,4.0,2.0,27.0,8.0,9.0,21.0,1.0,60.0,2.0,2.0,5.0,1.0,67.0,2.0,1.0,18.0,3.0,13.0,121.0,477.0,3.0,10.0,0.3409090909090909,0.3488372093023256,0.7297297297297297,0.33636363636363636,0.4444444444444444,0.38461538461538464,0.33636363636363636,0.4731182795698925,0.5,0.47058823529411764,0.49014778325123154,0.5882352941176471,0.5348837209302325,0.5405982905982906,0.5833333333333334,0.6105769230769231,0.541871921182266,0.03636363636363636,0.043010752688172046,0.13333333333333333,0.022222222222222223,0.046153846153846156,18.328651685393258,0.7407407407407407,0.023809523809523808,0.09135802469135802,0.005649717514124294,0.09090909090909091,0.004878048780487805,0.09121621621621621,0.005366726296958855,0.008620689655172414,0.007936507936507936,0.007246376811594203,0.043478260869565216,0.0660377358490566,0.14906832298136646,0.10144927536231885,0.061224489795918366,0.1477832512315271,0.6333333333333333,0.7307692307692307,0.42105263157894735,0.13793103448275862,0.6071428571428571,0.6071428571428571,0.29411764705882354,0.1724137931034483,0.22857142857142856,0.22857142857142856,0.25,0.22167487684729065,0.28888888888888886,0.29545454545454547,1.0,0.32019704433497537,0.36923076923076925,0.3870967741935484,0.5833333333333334,0.11764705882352941,1.0,0.5,0.23529411764705882,0.5,1.0,0.29411764705882354,0.4,1.0,0.09302325581395349,0.5,0.3023255813953488,0.3076923076923077,0.3023255813953488,0.46153846153846156,0.6896551724137931,0.36923076923076925,0.5068366995073892,0.491965,0.5025674418604652,0.09502262443438914,0.1651376146788991,0.026785714285714284,0.08300395256916997,0.5019762845849802,10.531182795698923,24.534545454545448,0.37879968823070925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,47019.0,784.0,-1.0,1535.0,1553,500.0,394.0,147.0,3088,35.0,48.0,10.0,16.0,8.0,12.0,36.0,68.0,32.0,68.0,,,,,,,,,,,,,103.0,184.0,,,37.0,243.0,1658.0,16.0,28.0,,,9.0,41.0,32.0,52.0,,,15.0,79.0,176.0,30.0,,,12.0,,,9.0,,30.0,17.0,47.0,14.0,3.0,13.0,7.0,10.0,111.0,23.0,33.0,25.0,108.0,15.0,148.0,56.0,204.0,23.0,14.0,9.0,13.0,3.0,4.0,18.0,1.0,9.0,4.0,31.0,10.0,63.0,104.0,,54.0,5.0,8.0,6.0,,57.0,7.0,,26.0,,6.0,79.0,500.0,10.0,6.0,0.8543689320388349,0.9072164948453608,,,,,,0.5597826086956522,0.5714285714285714,0.6153846153846154,0.5597826086956522,0.5714285714285714,0.6153846153846154,0.5813397129186603,0.6212121212121212,0.6171875,,,0.04891304347826087,0.125,,,14.07624633431085,0.41935483870967744,0.3333333333333333,0.21011673151750973,0.07603686635944701,0.11848341232227488,0.0942622950819672,0.18344827586206897,0.08259587020648967,0.10218978102189781,0.07894736842105263,0.09392265193370165,0.22784810126582278,0.2,0.20388349514563106,0.1032258064516129,0.16071428571428573,0.2608695652173913,0.7291666666666666,0.8333333333333334,0.7428571428571429,0.3695652173913043,0.5294117647058824,0.5538461538461539,0.8611111111111112,0.3695652173913043,0.47058823529411764,0.47058823529411764,0.96875,,,,,,,,,0.5714285714285714,0.625,0.3,,,,,,,0.23076923076923078,0.6666666666666666,,,,,0.2608695652173913,,0.4680505434782609,0.5647650000000001,0.46277115384615386,0.12807881773399016,0.12807881773399016,,0.16872427983539096,0.32510288065843623,9.882608695652175,,0.3257328990228013,1.0,6.0,4.0,2.0,11.0,4.0,43.0,34.0,1.0,8.0,43.0,25.0,1.0,1.0,0.04411764705882353,0.04827586206896552,0.09523809523809523,0.013888888888888888,0.5813953488372093,,,,,,,,,,,,True,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,117172.0,1953.0,136.0,3880.0,3861,922.0,750.0,418.0,7741,198.0,334.0,29.0,48.0,39.0,63.0,79.0,190.0,41.0,139.0,12.0,36.0,2.0,5.0,2.0,11.0,45.0,126.0,4.0,10.0,11.0,30.0,318.0,663.0,57.0,162.0,210.0,1017.0,4024.0,35.0,62.0,6.0,15.0,28.0,116.0,62.0,135.0,13.0,41.0,88.0,251.0,412.0,224.0,168.0,3.0,44.0,126.0,45.0,51.0,1.0,117.0,68.0,185.0,35.0,33.0,71.0,21.0,25.0,438.0,45.0,73.0,95.0,262.0,24.0,381.0,120.0,501.0,106.0,65.0,41.0,70.0,21.0,37.0,74.0,9.0,33.0,14.0,144.0,29.0,85.0,173.0,1.0,264.0,8.0,15.0,7.0,3.0,283.0,29.0,,129.0,2.0,24.0,245.0,904.0,12.0,19.0,0.6477987421383647,0.6959459459459459,0.9824561403508771,0.35185185185185186,0.4,0.3170731707317073,0.35185185185185186,0.4796380090497738,0.5645161290322581,0.45925925925925926,0.4890909090909091,0.5714285714285714,0.4630681818181818,0.5347003154574133,0.6236559139784946,0.5480349344978166,0.19636363636363635,0.006172839506172839,0.07692307692307693,0.09580838323353294,0.027777777777777776,,25.149288011024346,0.4861111111111111,0.23300970873786409,0.211802748585287,0.06364428945074106,0.17463235294117646,0.0703125,0.2004491858506457,0.06603245663122552,0.0889423076923077,0.05929919137466307,0.0625,0.17966903073286053,0.2261904761904762,0.2301255230125523,0.165,0.2013888888888889,0.40484848484848485,0.592814371257485,0.6556291390728477,0.6919191919191919,0.23030303030303031,0.41578947368421054,0.4619883040935672,0.5063291139240507,0.1684848484848485,0.2949640287769784,0.2949640287769784,0.7073170731707317,0.04363636363636364,0.3333333333333333,0.34285714285714286,1.0,0.15272727272727274,0.35714285714285715,0.35714285714285715,0.9777777777777777,0.6233766233766234,0.6041666666666666,0.13793103448275862,0.06493506493506493,0.4,1.0,0.12987012987012986,0.4,1.0,0.35795454545454547,0.6190476190476191,0.0625,0.18181818181818182,0.17045454545454544,0.36666666666666664,0.6012121212121212,0.35714285714285715,0.5068223907766993,0.5413033333333334,0.48444428571428577,0.1413160733549083,0.1690694626474443,0.012195121951219513,0.11406096361848574,0.24680432645034414,6.810859728506789,25.011728395061727,0.23762886597938143,27.0,15.0,6.0,11.0,5.0,10.0,59.0,50.0,2.0,7.0,59.0,42.0,,2.0,0.1,0.03888888888888889,0.09090909090909091,0.06887755102040816,0.711864406779661,2.0,1.0,1.0,4.0,0.02197802197802198,,,,,,,True,
201858,1610612737,Cartier Martin,Cartier Martin,201858,ATL,20339.0,339.0,1.0,684.0,680,202.0,193.0,76.0,1364,7.0,13.0,1.0,1.0,,2.0,1.0,5.0,7.0,16.0,7.0,27.0,1.0,4.0,1.0,10.0,19.0,43.0,3.0,4.0,7.0,14.0,15.0,34.0,26.0,70.0,15.0,123.0,694.0,2.0,4.0,4.0,8.0,,16.0,1.0,5.0,8.0,24.0,8.0,34.0,24.0,6.0,69.0,9.0,,42.0,19.0,3.0,,3.0,8.0,11.0,3.0,5.0,1.0,,2.0,30.0,,3.0,7.0,17.0,4.0,28.0,4.0,32.0,11.0,7.0,4.0,5.0,2.0,3.0,10.0,1.0,2.0,2.0,15.0,4.0,21.0,37.0,,22.0,1.0,3.0,4.0,2.0,21.0,1.0,1.0,4.0,2.0,5.0,34.0,200.0,4.0,5.0,0.8,0.8,0.8846153846153846,0.37142857142857144,0.5,0.3333333333333333,0.37681159420289856,0.4411764705882353,0.5,0.2,0.5192307692307693,0.6666666666666666,0.4482758620689655,0.5442477876106194,0.6666666666666666,0.4857142857142857,0.6730769230769231,,0.08823529411764706,0.15384615384615385,,,16.71018276762402,0.3333333333333333,0.16666666666666666,0.07981220657276995,0.01507537688442211,0.07777777777777778,,0.07920792079207921,0.009615384615384616,0.0273972602739726,,,0.04225352112676056,0.11320754716981132,0.0898876404494382,0.09230769230769231,0.04,0.125,0.5384615384615384,0.6363636363636364,0.8571428571428571,0.04807692307692308,0.2,0.25,1.0,0.15384615384615385,0.4375,0.4375,0.7142857142857143,0.25961538461538464,0.25925925925925924,0.25925925925925924,1.0,0.41346153846153844,0.4418604651162791,0.4418604651162791,0.8421052631578947,0.08333333333333333,1.0,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.75,0.6666666666666666,0.06896551724137931,,0.3448275862068966,0.1,0.4827586206896552,0.5,0.7980769230769231,0.4523809523809524,0.5207354368932038,0.47860555555555556,0.49467068965517236,0.05555555555555555,0.10810810810810811,0.028169014084507043,0.13008130081300814,0.2764227642276423,10.429411764705884,25.164285714285718,0.2953216374269006,,2.0,5.0,,1.0,3.0,4.0,3.0,,1.0,5.0,2.0,,,0.2,0.016129032258064516,,,0.4,1.0,1.0,,1.0,0.045454545454545456,1.0,1.0,1.0,,,,True,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,152527.0,2542.0,117.0,5062.0,5042,1272.0,1114.0,522.0,10104,212.0,374.0,7.0,18.0,70.0,107.0,115.0,298.0,55.0,143.0,11.0,26.0,1.0,4.0,,2.0,63.0,199.0,6.0,21.0,21.0,57.0,382.0,815.0,74.0,225.0,318.0,1304.0,5274.0,17.0,46.0,7.0,25.0,12.0,67.0,115.0,205.0,21.0,59.0,150.0,443.0,152.0,612.0,132.0,90.0,,197.0,63.0,72.0,1.0,359.0,169.0,528.0,124.0,45.0,180.0,71.0,108.0,1225.0,8.0,26.0,55.0,117.0,2.0,174.0,34.0,208.0,89.0,38.0,51.0,152.0,34.0,97.0,80.0,11.0,55.0,9.0,232.0,56.0,69.0,158.0,,325.0,3.0,2.0,9.0,15.0,376.0,35.0,,146.0,1.0,54.0,428.0,1250.0,14.0,44.0,0.19895287958115182,0.19895287958115182,0.5945945945945946,0.3288888888888889,0.28,0.3559322033898305,0.33183856502242154,0.4687116564417178,0.3695652173913043,0.5609756097560976,0.4740384615384615,0.3873239436619718,0.5549242424242424,0.5377280265339967,0.43506493506493504,0.6428571428571429,0.21634615384615385,0.0044444444444444444,0.08834355828220859,0.11764705882352941,,0.005025125628140704,25.428824049513707,0.6551724137931034,0.014598540145985401,0.07173513182096873,0.017651052274270197,0.07713884992987377,0.009467455621301775,0.07337883959044368,0.014667817083692839,0.01937984496124031,0.024390243902439025,0.011532125205930808,0.0737410071942446,0.0468384074941452,0.08641975308641975,0.07289719626168224,0.0898876404494382,0.3596153846153846,0.5668449197860963,0.6424242424242425,0.22641509433962265,0.2865384615384615,0.3859060402684564,0.42435424354243545,0.17391304347826086,0.1375,0.38461538461538464,0.3873239436619718,0.14545454545454545,0.025,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.19134615384615383,0.3165829145728643,0.3181818181818182,0.5873015873015873,0.2535211267605634,0.3888888888888889,0.2857142857142857,0.056338028169014086,0.25,,0.29577464788732394,0.2857142857142857,0.8333333333333334,0.4053030303030303,0.6542056074766355,0.007575757575757576,,0.2159090909090909,0.3684210526315789,0.5759615384615384,0.3197969543147208,0.5094114271938285,0.48767173913043477,0.506957196969697,0.12760416666666666,0.15766738660907129,0.004424778761061947,0.05138036809815951,0.3397239263803681,6.919018404907971,25.395111111111106,0.2512840774397471,14.0,13.0,2.0,5.0,3.0,6.0,12.0,6.0,4.0,2.0,17.0,13.0,,,0.09060402684563758,0.008602150537634409,0.004201680672268907,0.028056112224448898,0.7647058823529411,,8.0,,1.0,,2.0,5.0,2.0,8.0,3.0,0.006993006993006993,True,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,108381.0,1806.0,105.0,3548.0,3584,814.0,702.0,353.0,7132,114.0,174.0,20.0,31.0,22.0,31.0,24.0,65.0,15.0,46.0,26.0,82.0,1.0,10.0,3.0,19.0,46.0,127.0,4.0,10.0,11.0,29.0,153.0,285.0,72.0,209.0,93.0,615.0,3703.0,26.0,46.0,5.0,20.0,10.0,77.0,27.0,50.0,14.0,48.0,33.0,129.0,224.0,82.0,201.0,15.0,30.0,127.0,46.0,29.0,1.0,70.0,38.0,108.0,23.0,15.0,43.0,12.0,15.0,254.0,32.0,50.0,75.0,122.0,26.0,223.0,83.0,306.0,90.0,61.0,29.0,36.0,3.0,21.0,25.0,5.0,15.0,6.0,61.0,15.0,51.0,142.0,,115.0,,7.0,13.0,2.0,122.0,10.0,4.0,52.0,6.0,9.0,129.0,799.0,17.0,7.0,0.7320261437908496,0.8115942028985508,0.9305555555555556,0.3444976076555024,0.25,0.2916666666666667,0.3444976076555024,0.5368421052631579,0.5652173913043478,0.54,0.52834008097166,0.5075757575757576,0.4897959183673469,0.5621572212065814,0.5422535211267606,0.5512820512820513,0.4230769230769231,0.004784688995215311,0.10175438596491228,0.11494252873563218,,0.007874015748031496,15.32441302701338,0.5901639344262295,0.2857142857142857,0.10445205479452055,0.04803073967339097,0.14763779527559054,0.0547945205479452,0.1175417661097852,0.05046153846153846,0.05509641873278237,0.05089820359281437,0.06235011990407674,0.06930693069306931,0.12052117263843648,0.12472647702407003,0.14397905759162305,0.15873015873015872,0.3522267206477733,0.6551724137931034,0.7402597402597403,0.7368421052631579,0.13157894736842105,0.36923076923076925,0.42857142857142855,0.5833333333333334,0.0931174089068826,0.32608695652173914,0.32608695652173914,0.9333333333333333,0.1659919028340081,0.3170731707317073,0.3170731707317073,1.0,0.25708502024291496,0.36220472440944884,0.36507936507936506,0.8913043478260869,0.4696969696969697,0.6451612903225806,0.2,0.15151515151515152,0.1,1.0,0.15151515151515152,0.4,1.0,0.3163265306122449,0.7096774193548387,0.19387755102040816,0.15789473684210525,0.29591836734693877,0.3793103448275862,0.7753036437246964,0.36220472440944884,0.5507813387423935,0.5344354166666667,0.541731443298969,0.10780669144981413,0.15902140672782875,0.02843601895734597,0.12520325203252033,0.2097560975609756,5.620000000000001,24.67464114832536,0.2294250281848929,9.0,6.0,,6.0,9.0,3.0,16.0,10.0,5.0,1.0,16.0,10.0,,,0.13846153846153847,0.0377906976744186,0.03592814371257485,0.03829787234042553,0.625,1.0,2.0,,1.0,0.010752688172043012,,,,,,,True,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,27934.0,466.0,1.0,924.0,928,322.0,283.0,100.0,1852,10.0,33.0,,3.0,4.0,12.0,7.0,16.0,8.0,18.0,7.0,23.0,,1.0,1.0,5.0,10.0,35.0,1.0,3.0,6.0,12.0,25.0,67.0,17.0,58.0,15.0,116.0,984.0,2.0,8.0,1.0,4.0,,7.0,7.0,17.0,7.0,17.0,8.0,43.0,26.0,24.0,39.0,12.0,,35.0,10.0,10.0,,34.0,27.0,61.0,19.0,8.0,23.0,4.0,7.0,149.0,4.0,5.0,15.0,31.0,3.0,49.0,9.0,58.0,15.0,11.0,4.0,15.0,3.0,13.0,9.0,1.0,2.0,,24.0,7.0,12.0,36.0,,14.0,1.0,,,1.0,19.0,1.0,,6.0,,4.0,43.0,317.0,5.0,4.0,0.52,0.52,0.7647058823529411,0.29310344827586204,0.25,0.4117647058823529,0.29310344827586204,0.373134328358209,0.25,0.4117647058823529,0.404,0.2916666666666667,0.5147058823529411,0.43283582089552236,0.2916666666666667,0.5512820512820513,0.464,,0.14925373134328357,0.24242424242424243,,,15.090735434574976,0.625,0.11538461538461539,0.10616438356164383,0.019157088122605363,0.1111111111111111,0.022857142857142857,0.10772833723653395,0.020642201834862386,0.039603960396039604,0.011904761904761904,0.03125,0.03529411764705882,0.1,0.15748031496062992,0.1326530612244898,0.05405405405405406,0.264,0.30303030303030304,0.4,0.5,0.128,0.4375,0.4666666666666667,0.5714285714285714,0.144,0.4444444444444444,0.47058823529411764,0.5,0.184,0.30434782608695654,0.30434782608695654,0.8571428571428571,0.28,0.2857142857142857,0.2857142857142857,0.7,0.25,,,0.08333333333333333,,,0.25,0.3333333333333333,1.0,0.35294117647058826,0.3333333333333333,0.14705882352941177,0.2,0.35294117647058826,0.5,0.728,0.2857142857142857,0.5239404,0.5245050000000001,0.5513808823529411,0.046153846153846156,0.08333333333333333,,0.0603448275862069,0.3706896551724138,7.970149253731344,24.67413793103448,0.3484848484848485,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,1.0,1.0,,,0.0625,,,0.028169014084507043,1.0,,,,,,,,,,,0.05555555555555555,True,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,2888.0,48.0,-14.0,95.0,97,11.0,29.0,6.0,192,2.0,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,7.0,,,,,4.0,6.0,2.0,8.0,1.0,15.0,109.0,,,,,,,1.0,2.0,,,1.0,3.0,2.0,6.0,6.0,,,7.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,,,3.0,1.0,,4.0,,4.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,3.0,11.0,,,0.25,0.25,1.0,0.25,,,0.25,0.6666666666666666,,0.5,0.5,,0.5,0.5357142857142857,,0.75,0.5714285714285714,,,,,,15.841584158415841,0.5,,0.02857142857142857,,0.2727272727272727,,0.08695652173913043,,,,,,,0.08333333333333333,0.3333333333333333,,0.2857142857142857,0.5,0.5,0.5,0.07142857142857142,1.0,1.0,,0.07142857142857142,1.0,1.0,,0.07142857142857142,,,,0.5,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,1.0,0.5,,,,,0.8571428571428571,0.2857142857142857,0.5978678571428571,,0.8253,0.07142857142857142,0.16666666666666666,,,0.2,5.849999999999999,25.3375,0.11578947368421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,34215.0,570.0,-9.0,1152.0,1144,406.0,361.0,103.0,2296,54.0,76.0,9.0,14.0,17.0,23.0,21.0,49.0,11.0,31.0,5.0,13.0,1.0,2.0,3.0,7.0,19.0,64.0,1.0,4.0,6.0,23.0,86.0,156.0,24.0,77.0,35.0,279.0,1209.0,12.0,19.0,2.0,6.0,6.0,36.0,25.0,51.0,9.0,30.0,16.0,93.0,146.0,26.0,72.0,,18.0,62.0,19.0,8.0,,15.0,8.0,23.0,7.0,1.0,6.0,4.0,5.0,54.0,6.0,21.0,27.0,62.0,10.0,99.0,27.0,126.0,9.0,8.0,1.0,19.0,1.0,12.0,13.0,5.0,7.0,,32.0,11.0,19.0,56.0,,37.0,,4.0,1.0,4.0,46.0,4.0,,21.0,,4.0,93.0,401.0,6.0,4.0,0.8488372093023255,0.948051948051948,1.0,0.3116883116883117,0.3333333333333333,0.3,0.32,0.5512820512820513,0.631578947368421,0.49019607843137253,0.5236051502145923,0.6,0.47530864197530864,0.5492125984251969,0.6428571428571429,0.5166666666666667,0.33047210300429186,,0.05128205128205128,0.039473684210526314,,,22.50196695515342,0.59375,0.2702702702702703,0.16802168021680217,0.06645569620253164,0.16463414634146342,0.029850746268656716,0.1669793621013133,0.05222437137330754,0.10810810810810811,0.03669724770642202,0.02702702702702703,0.14285714285714285,0.18823529411764706,0.17575757575757575,0.1640625,0.16666666666666666,0.3261802575107296,0.7105263157894737,0.7397260273972602,0.8333333333333334,0.21030042918454936,0.42857142857142855,0.45652173913043476,0.8571428571428571,0.13304721030042918,0.3548387096774194,0.3793103448275862,0.9090909090909091,0.055793991416309016,0.38461538461538464,0.38461538461538464,1.0,0.27467811158798283,0.296875,0.296875,1.0,0.56,0.6428571428571429,0.1111111111111111,0.08,0.5,1.0,0.16,0.25,1.0,0.2839506172839506,0.7391304347826086,0.08641975308641975,0.42857142857142855,0.2839506172839506,0.2608695652173913,0.6566523605150214,0.3064516129032258,0.5167770562770561,0.5569764705882354,0.5044037974683544,0.084,0.12138728323699421,,0.12903225806451613,0.3333333333333333,6.772435897435899,25.82337662337662,0.3524305555555556,2.0,2.0,2.0,3.0,12.0,3.0,1.0,1.0,,,1.0,1.0,,,0.061224489795918366,0.052083333333333336,0.03773584905660377,0.018018018018018018,1.0,,,1.0,,,2.0,,,,,0.06451612903225806,True,
203263,1610612737,James Nunnally,James Nunnally,203263,ATL,216.0,4.0,-6.0,9.0,8,9.0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,2.0,,1.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,22.22222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
