EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Steals,LostBallSteals,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsUnassisted3s,Fg2aBlocked,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,Arc3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,Travels,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LostBallTurnovers,BlockingFouls,on,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedCorner3,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
101198,1610612765,Will Bynum,Will Bynum,101198,DET,739.0,12,7,27,26,17.0,21.0,7,53,4.0,5.0,1.0,2.0,1.0,2.0,4.0,8,4.0,12,20,1.0,4.0,3.0,5.0,8.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,17.0,0.5,0.25,0.5,0.25,0.6666666666666666,0.5,27.27272727272727,0.625,0.8,0.8,0.125,0.25,0.5,0.5,0.625,0.5767875,0.594875,0.3333333333333333,0.3333333333333333,0.4166666666666667,6.025,0.6296296296296297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,3974.0,66,12,131,130,73.0,62.0,26,261,5.0,8.0,3.0,6.0,7.0,2.0,7.0,17,5.0,34,126,5.0,10.0,2.0,21.0,2.0,3.0,1.0,7.0,6.0,1.0,3.0,21.0,73.0,0.4117647058823529,0.5,0.5576923076923077,0.5588235294117647,0.6071428571428571,0.6176470588235294,20.858895705521473,0.3076923076923077,0.625,0.625,0.2692307692307692,0.07692307692307693,0.35294117647058826,0.5,0.6538461538461539,0.5229288461538462,0.5192558823529412,0.14285714285714285,0.15789473684210525,0.6176470588235294,5.741176470588235,0.5572519083969466,1.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,5.0,5.0,9.0,2.0,2.0,2.0,3.0,7.0,12.0,15.0,6.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2.0,2.0,3.0,4.0,2.0,9.0,4.0,13.0,1.0,2.0,4.0,4.0,2.0,2.0,6.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.5555555555555556,0.42857142857142855,0.5555555555555556,0.3333333333333333,0.34615384615384615,0.6666666666666666,0.5,0.13333333333333333,0.043478260869565216,0.14285714285714285,0.08,0.13725490196078433,0.056338028169014086,0.09090909090909091,0.05263157894736842,0.05,0.2,0.21052631578947367,0.17647058823529413,0.07142857142857142,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5,0.5,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.5,0.5,1.0,0.11764705882352941,0.5,0.29411764705882354,0.4,0.5,0.5022,0.1111111111111111,0.058823529411764705,25.01111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612765,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DET,3708.0,62,17,124,121,72.0,62.0,25,245,5.0,8.0,3.0,3.0,3.0,5.0,6.0,16,4.0,28,107,4.0,8.0,2.0,16.0,8.0,4.0,2.0,5.0,6.0,,2.0,16.0,72.0,0.375,0.5,0.42857142857142855,0.5,0.45161290322580644,0.5333333333333333,20.80536912751678,0.2857142857142857,0.625,0.7142857142857143,0.10714285714285714,0.17857142857142858,0.21428571428571427,1.0,0.7142857142857143,0.5278839285714286,0.5100642857142857,0.06666666666666667,0.1111111111111111,0.5714285714285714,8.568750000000001,0.5806451612903226,,1.0,1.0,2.0,1.0,1.0,3.0,10.0,1.0,5.0,4.0,12.0,3.0,2.0,4.0,2.0,6.0,4.0,9.0,10.0,3.0,2.0,,2.0,,,2.0,4.0,1.0,1.0,5.0,3.0,,8.0,2.0,10.0,1.0,2.0,,,,,,,,5.0,5.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,,,0.10344827586206896,0.02564102564102564,0.25,0.03571428571428571,0.16326530612244897,0.029850746268656716,0.1,,,0.25,0.17647058823529413,0.17647058823529413,0.06666666666666667,0.2,,,,0.2,0.2,0.07142857142857142,0.5,0.5,1.0,0.35714285714285715,0.3,0.3,0.6666666666666666,0.07142857142857142,1.0,0.35714285714285715,0.2,0.3,0.4033,,0.14285714285714285,25.191666666666666,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.125,0.125,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203502,1610612765,Tony Mitchell,Tony Mitchell,203502,DET,4745.0,79,9,158,155,89.0,86.0,30,313,4.0,8.0,2.0,3.0,,3.0,4.0,11,11.0,22,149,2.0,3.0,7.0,14.0,4.0,6.0,2.0,11.0,19.0,1.0,8.0,14.0,89.0,0.36363636363636365,0.6666666666666666,0.4583333333333333,0.875,0.5238095238095238,0.7,12.953367875647668,0.6666666666666666,0.5,1.0,,0.25,0.75,0.6666666666666666,0.75,0.5654166666666667,0.5216500000000001,0.42105263157894735,0.4444444444444444,0.6363636363636364,5.809090909090909,0.5632911392405063,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,8.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,,5.0,7.0,8.0,4.0,6.0,1.0,11.0,15.0,26.0,,4.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,9.0,2.0,,1.0,,,,5.0,0.5,1.0,1.0,1.0,1.0,1.0,0.36363636363636365,0.08333333333333333,0.25,0.2,0.16666666666666666,0.1509433962264151,0.16,0.21875,0.16393442622950818,0.17647058823529413,0.3076923076923077,,0.2692307692307692,,0.09090909090909091,0.2,,0.5,,,,,,,,,,0.08333333333333333,1.0,1.0,1.0,,,0.25,1.0,1.0,0.5857166666666668,,0.36363636363636365,24.8,2.0,6.0,2.0,,4.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.36363636363636365,0.5,,,,0.8571428571428571,0.3333333333333333,,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,0.2222222222222222,0.4,0.2222222222222222,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203540,1610612765,Gigi Datome,Gigi Datome,203540,DET,3580.0,60,16,119,116,74.0,58.0,26,235,3.0,4.0,2.0,3.0,1.0,11.0,8.0,16,2.0,21,100,5.0,11.0,2.0,12.0,10.0,1.0,,2.0,2.0,,,12.0,74.0,0.5,0.45454545454545453,0.38,0.3125,0.40384615384615385,0.35294117647058826,19.178082191780824,0.16,0.75,0.75,0.04,0.44,0.1875,0.6666666666666666,0.52,0.469068,0.468121875,,,0.5714285714285714,14.63125,0.6218487394957983,1.0,4.0,,1.0,,1.0,1.0,8.0,,4.0,1.0,9.0,4.0,2.0,8.0,,5.0,6.0,3.0,8.0,1.0,1.0,1.0,2.0,,,,5.0,1.0,5.0,2.0,7.0,,9.0,6.0,15.0,1.0,1.0,,,2.0,,2.0,,1.0,2.0,4.0,,,1.0,,,,,0.375,0.5,1.0,0.1111111111111111,,0.1111111111111111,0.6666666666666666,0.36,,,0.2692307692307692,0.11904761904761904,0.09090909090909091,0.03571428571428571,0.1875,0.08571428571428572,,0.10526315789473684,0.041666666666666664,,0.21428571428571427,0.10526315789473684,0.0625,0.3333333333333333,1.0,1.0,,0.36363636363636365,0.36363636363636365,0.04,,,,0.32,0.125,0.125,1.0,0.0625,,0.25,,0.125,0.59255,,0.38095238095238093,25.811111111111114,2.0,3.0,3.0,,,1.0,1.0,0.75,0.6,,,,,0.5,0.6,0.6666666666666666,,4.0,1.0,,,,,,,,,0.21428571428571427,,0.5,,1.0,1.0,1.0,2.0,0.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202713,1610612765,Kyle Singler,Kyle Singler,202713,DET,691.0,12,-1,23,23,15.0,22.0,4,46,,1.0,,1.0,,,,1,1.0,1,24,,1.0,1.0,1.0,,,,1.0,2.0,,1.0,1.0,15.0,,,,,0.125,0.16666666666666666,12.903225806451614,0.3333333333333333,,,,,0.5,,1.0,0.4857,0.4146,0.25,0.5,1.0,1.0,0.6521739130434783,,,,1.0,,,,1.0,,1.0,,2.0,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,0.14285714285714285,,0.06666666666666667,,,0.2,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,0.5,,,0.6279,,,25.15,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203491,1610612765,Peyton Siva,Peyton Siva,203491,DET,2535.0,42,16,80,81,53.0,28.0,15,161,2.0,5.0,2.0,5.0,,1.0,2.0,6,,7,59,2.0,5.0,,4.0,4.0,2.0,2.0,2.0,,,,4.0,53.0,0.3333333333333333,0.4,0.2916666666666667,0.25,0.2916666666666667,0.25,15.463917525773196,0.4166666666666667,0.4,0.6666666666666666,,0.08333333333333333,0.625,0.4,0.9166666666666666,0.5236416666666667,0.55588125,,,0.5714285714285714,5.033333333333334,0.6625,,,,,,,1.0,6.0,,3.0,1.0,6.0,1.0,,,,3.0,,3.0,6.0,1.0,3.0,7.0,10.0,1.0,2.0,1.0,27.0,,,1.0,3.0,,4.0,,4.0,,,2.0,1.0,1.0,,3.0,,3.0,1.0,1.0,,,,,,,,,,1.0,0.16666666666666666,,0.16666666666666666,,0.5,0.6666666666666666,,0.14285714285714285,,0.05263157894736842,,0.1,,,,,,0.16666666666666666,,,,,,,,,,,,,0.5,0.16666666666666666,0.16666666666666666,1.0,,,0.375,,0.16666666666666666,0.43127499999999996,,,26.116666666666664,,,,,2.0,,,,,0.3333333333333333,0.4,,0.5,,,,,,6.0,,,,,,,,,,0.3333333333333333,,,1.0,1.0,,1.0,0.5,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,153.0,3,2,5,5,,,1,10,,,,,,1.0,1.0,1,,2,3,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,16.666666666666668,,,,,1.0,,,,0.4014,,,,,18.8,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612765,Josh Smith,Josh Smith,2746,DET,331.0,6,3,10,10,2.0,2.0,1,20,,,,,2.0,,1.0,2,1.0,3,7,,,,,2.0,,,1.0,2.0,,1.0,,2.0,0.5,,0.5,,0.5,,27.272727272727273,,,,1.0,,,,,0.36145000000000005,,0.3333333333333333,0.3333333333333333,,6.1,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.125,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,1144.0,19,-15,40,38,17.0,34.0,5,78,2.0,2.0,,,3.0,,4.0,5,3.0,11,57,1.0,1.0,2.0,4.0,2.0,1.0,,2.0,3.0,1.0,2.0,4.0,17.0,0.8,1.0,0.8,1.0,0.9166666666666666,1.0,14.285714285714286,0.4,1.0,1.0,0.6,,,,0.4,0.5083,0.396,0.3333333333333333,0.3333333333333333,0.36363636363636365,3.9799999999999995,0.425,2.0,,,,,,,,,,,,1.0,,2.0,,,6.0,,,,2.0,1.0,3.0,1.0,1.0,,7.0,,1.0,1.0,,1.0,2.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.75,0.75,,,,,1.0,,,0.5,,0.07692307692307693,0.5,,0.1111111111111111,0.05555555555555555,,0.25,,,,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,0.18181818181818182,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
