EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,FTOffRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,BlockedCorner3,SecondChanceCorner3Frequency,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,on,Clear Path Fouls,Corner3PctBlocked,OffensiveGoaltends
200811,1610612740,Lou Amundson,Lou Amundson,200811,NOP,3743.0,62,-22,116,119,43,54,18,235,4.0,7.0,2.0,3.0,2.0,4.0,1.0,4.0,8.0,3.0,11.0,139,2.0,4.0,1.0,5.0,2.0,4.0,4.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,3.0,5.0,1.0,6.0,1.0,8.0,8.0,16.0,4.0,4.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,8.0,13.0,3.0,1.0,10.0,3.0,1.0,15.0,4.0,4.0,2.0,2.0,2.0,4.0,43,2.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.34375,0.35714285714285715,0.2222222222222222,15.217391304347828,0.4,0.5,0.18181818181818182,0.10869565217391304,0.05263157894736842,0.21428571428571427,0.1346153846153846,0.13333333333333333,0.047619047619047616,0.25,0.07692307692307693,0.25,0.07692307692307693,0.2222222222222222,0.2727272727272727,0.06666666666666667,0.875,0.5714285714285714,0.5714285714285714,1.0,0.125,0.75,0.6666666666666666,1.0,1.0,0.5,0.875,0.554625,0.5508666666666666,0.534625,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.36363636363636365,3.475,0.3706896551724138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOP,34481.0,575,-3,1110,1119,159,242,139,2229,16.0,32.0,4.0,9.0,3.0,5.0,131.0,87.0,184.0,26.0,200.0,1208,11.0,21.0,4.0,26.0,12.0,21.0,30.0,158.0,11.0,6.0,17.0,4.0,2.0,5.0,40.0,12.0,19.0,21.0,56.0,8.0,85.0,32.0,117.0,8.0,1.0,5.0,10.0,3.0,4.0,15.0,1.0,2.0,28.0,60.0,5.0,4.0,39.0,4.0,2.0,34.0,15.0,3.0,17.0,12.0,17.0,30.0,158,6.0,1.0,0.9080459770114943,0.9404761904761905,0.47282608695652173,0.5238095238095238,0.5714285714285714,0.47282608695652173,0.5238095238095238,0.5714285714285714,0.49504950495049505,0.5416666666666666,0.6,16.810007818608288,0.3333333333333333,0.26666666666666666,0.15730337078651685,0.04185022026431718,0.14383561643835616,0.12371134020618557,0.15338645418326693,0.056261343012704176,0.04938271604938271,0.01818181818181818,0.04945054945054945,0.1267605633802817,0.14960629921259844,0.1875,0.14285714285714285,0.18095238095238095,0.17391304347826086,0.5,0.6666666666666666,0.75,0.7119565217391305,0.42857142857142855,0.4444444444444444,0.25,0.23809523809523808,0.6,0.17391304347826086,0.4461315217391303,0.46411578947368415,0.4450761904761904,0.07537688442211055,0.07537688442211055,0.13,0.15,14.421739130434782,0.14324324324324325,11.0,21.0,60.0,6.0,16.0,6.0,12.0,6.0,1.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,5.0,10.0,1.0,1.0,0.06521739130434782,0.25,0.047619047619047616,0.022900763358778626,0.038461538461538464,0.11538461538461539,0.04878048780487805,0.047058823529411764,0.5882352941176471,0.11413043478260869,0.5238095238095238,0.55,0.7272727272727273,0.4580152671755725,0.46875,0.9833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,53687.0,895,-20,1755,1753,416,524,232,3508,83.0,149.0,7.0,16.0,19.0,31.0,58.0,117.0,254.0,79.0,436.0,1919,7.0,22.0,4.0,27.0,26.0,49.0,104.0,102.0,77.0,7.0,84.0,3.0,4.0,34.0,175.0,2.0,16.0,26.0,30.0,3.0,59.0,18.0,77.0,40.0,12.0,36.0,20.0,21.0,5.0,56.0,6.0,16.0,18.0,42.0,2.0,2.0,74.0,,2.0,99.0,48.0,5.0,3.0,1.0,5.0,104.0,411,8.0,5.0,0.4358974358974359,0.4396551724137931,0.46062992125984253,0.3181818181818182,0.5306122448979592,0.5,0.3709677419354839,0.5666666666666667,0.5409429280397022,0.4090909090909091,0.5909090909090909,22.610837438423644,0.6428571428571429,0.05172413793103448,0.05813953488372093,0.02342606149341142,0.10236220472440945,0.012269938650306749,0.07272727272727272,0.02127659574468085,0.011857707509881422,0.056818181818181816,0.011811023622047244,0.008,0.03260869565217391,0.06993006993006994,0.07407407407407407,0.10638297872340426,0.4173669467787115,0.5570469798657718,0.6484375,0.46987951807228917,0.16246498599439776,0.5161290322580645,0.4375,0.42857142857142855,0.41333333333333333,0.6129032258064516,0.7058823529411765,0.5220680672268908,0.49141607142857147,0.517116,0.12060301507537688,0.16271186440677965,0.06192660550458716,0.23853211009174313,7.054330708661418,0.23703703703703705,10.0,47.0,24.0,19.0,132.0,2.0,27.0,34.0,,5.0,28.0,15.0,4.0,2.0,,5.0,,3.0,,1.0,0.1062992125984252,0.14093959731543623,0.10638297872340426,0.017241379310344827,,0.02631578947368421,0.09090909090909091,0.029069767441860465,0.6,0.13165266106442577,0.2127659574468085,0.23809523809523808,0.4,0.41379310344827586,0.42105263157894735,0.3333333333333333,7.0,22.0,1.0,2.0,34.0,81.0,3.0,9.0,10.0,24.0,41.0,103.0,3.0,9.0,11.0,26.0,111.0,12.0,81.0,34.0,9.0,4.0,3.0,7.0,2.0,2.0,2.0,0.9024390243902439,0.39805825242718446,0.3333333333333333,0.4230769230769231,0.39805825242718446,0.28851540616246496,0.06162464985994398,0.3181818181818182,0.3181818181818182,1.0,0.226890756302521,0.41975308641975306,0.41975308641975306,0.8823529411764706,0.2903225806451613,0.3333333333333333,1.0,0.02666666666666667,0.5,0.32,0.4166666666666667,0.41975308641975306,25.010679611650488,,,,,,,,,,,,,,,,,True,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,68613.0,1144,24,2237,2244,529,686,300,4481,74.0,134.0,10.0,14.0,19.0,32.0,136.0,173.0,377.0,51.0,487.0,2438,16.0,30.0,2.0,40.0,37.0,90.0,103.0,56.0,200.0,68.0,268.0,53.0,15.0,124.0,604.0,4.0,24.0,39.0,67.0,8.0,114.0,28.0,142.0,56.0,29.0,67.0,38.0,19.0,7.0,105.0,8.0,25.0,29.0,92.0,5.0,2.0,70.0,2.0,6.0,63.0,26.0,6.0,9.0,7.0,12.0,100.0,524,8.0,3.0,0.16184971098265896,0.16666666666666666,0.4588859416445623,0.5333333333333333,0.4111111111111111,0.4801762114537445,0.5588235294117647,0.38392857142857145,0.5041580041580042,0.5714285714285714,0.4180327868852459,22.608024691358022,0.638095238095238,0.10256410256410256,0.09955423476968796,0.028070175438596492,0.11607142857142858,0.017857142857142856,0.10505450941526263,0.025949953660797033,0.03669724770642202,0.04484304932735426,0.006557377049180328,0.011494252873563218,0.06827309236947791,0.10638297872340426,0.1271186440677966,0.11788617886178862,0.29515418502202645,0.5522388059701493,0.6115702479338843,0.24324324324324326,0.29955947136563876,0.4117647058823529,0.7142857142857143,0.1,0.2857142857142857,0.59375,0.4647577092511013,0.4825994481236205,0.474715,0.47239330357142867,0.056842105263157895,0.0654911838790932,0.08213552361396304,0.21149897330595482,9.515649867374004,0.2364774251229325,40.0,107.0,59.0,17.0,290.0,10.0,28.0,50.0,,9.0,27.0,48.0,8.0,3.0,1.0,,1.0,7.0,,2.0,0.07427055702917772,0.09701492537313433,0.14018691588785046,,,0.04,0.1111111111111111,0.04128440366972477,0.5833333333333334,0.2356828193832599,0.37383177570093457,0.43478260869565216,0.075,0.4338235294117647,0.4338235294117647,0.11864406779661017,5.0,14.0,,5.0,25.0,63.0,2.0,4.0,4.0,17.0,30.0,77.0,2.0,4.0,4.0,22.0,42.0,48.0,62.0,25.0,26.0,11.0,4.0,6.0,3.0,3.0,1.0,0.4666666666666667,0.38961038961038963,0.5,0.18181818181818182,0.39473684210526316,0.1696035242290749,0.030837004405286344,0.35714285714285715,0.35714285714285715,1.0,0.13876651982378854,0.3968253968253968,0.4032258064516129,0.36,0.11764705882352941,0.5,0.5,0.044642857142857144,,0.15178571428571427,0.23529411764705882,0.4032258064516129,25.209090909090914,1.0,1.0,1.0,2.0,1.0,0.012987012987012988,0.015873015873015872,0.01282051282051282,,,,,,,,,True,,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOP,43568.0,726,-5,1392,1411,242,351,198,2803,58.0,93.0,11.0,25.0,14.0,19.0,49.0,86.0,166.0,23.0,207.0,1522,17.0,38.0,8.0,42.0,16.0,31.0,39.0,124.0,39.0,9.0,48.0,9.0,,23.0,105.0,8.0,40.0,37.0,101.0,8.0,146.0,50.0,196.0,35.0,15.0,15.0,14.0,3.0,4.0,29.0,3.0,7.0,23.0,48.0,2.0,1.0,42.0,4.0,2.0,44.0,24.0,,20.0,13.0,21.0,39.0,238,5.0,,0.7209302325581395,0.8157894736842105,0.5180722891566265,0.4473684210526316,0.5161290322580645,0.5111111111111111,0.4146341463414634,0.5303030303030303,0.5175,0.44680851063829785,0.527027027027027,14.049079754601227,0.5172413793103449,0.16666666666666666,0.23708920187793428,0.07092198581560284,0.17535545023696683,0.06015037593984962,0.21664050235478807,0.06886657101865136,0.09523809523809523,0.03676470588235294,0.06880733944954129,0.06306306306306306,0.15441176470588236,0.2222222222222222,0.3225806451612903,0.17088607594936708,0.5166666666666667,0.6236559139784946,0.7073170731707317,0.6896551724137931,0.2722222222222222,0.6097560975609756,0.44,0.09090909090909091,0.5757575757575758,0.7368421052631579,0.5944444444444444,0.5277669444444445,0.4969220588235294,0.5337666666666667,0.12,0.12903225806451613,0.2028985507246377,0.18840579710144928,7.427710843373496,0.17385057471264367,11.0,24.0,17.0,4.0,48.0,20.0,15.0,13.0,2.0,6.0,20.0,12.0,5.0,1.0,,2.0,6.0,14.0,,1.0,0.09036144578313253,0.11827956989247312,0.16666666666666666,,0.06060606060606061,0.045454545454545456,0.18867924528301888,0.0821917808219178,0.6666666666666666,0.13333333333333333,0.4583333333333333,0.55,0.5454545454545454,0.3469387755102041,0.3469387755102041,0.9411764705882353,3.0,9.0,1.0,2.0,1.0,5.0,,2.0,,,4.0,14.0,,3.0,1.0,2.0,12.0,,5.0,1.0,3.0,,3.0,4.0,1.0,,1.0,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.07777777777777778,0.05,0.3333333333333333,0.3333333333333333,1.0,0.027777777777777776,0.2,0.2,1.0,0.04878048780487805,,,0.06060606060606061,0.5,,,0.2,23.842857142857138,,,1.0,,,,,,1.0,1.0,0.024390243902439025,,,,,,True,,,
201627,1610612740,Anthony Morrow,Anthony Morrow,201627,NOP,10883.0,181,13,368,358,88,105,52,726,3.0,7.0,,1.0,1.0,1.0,10.0,11.0,28.0,5.0,66.0,404,2.0,3.0,,10.0,3.0,6.0,16.0,12.0,2.0,2.0,4.0,2.0,,1.0,10.0,,2.0,2.0,9.0,1.0,12.0,2.0,14.0,8.0,4.0,5.0,1.0,2.0,,6.0,,1.0,11.0,13.0,,,8.0,,1.0,6.0,,1.0,3.0,1.0,3.0,16.0,88,,1.0,0.5454545454545454,0.5454545454545454,0.39285714285714285,0.6666666666666666,0.5,0.5258620689655172,0.7142857142857143,0.625,0.5338983050847458,0.7142857142857143,0.6153846153846154,15.151515151515152,0.8333333333333334,0.07142857142857142,0.09,0.014925373134328358,0.03278688524590164,,0.06832298136645963,0.010810810810810811,0.015873015873015872,0.03225806451612903,,,0.0975609756097561,0.09523809523809523,0.07894736842105263,0.023809523809523808,0.1206896551724138,0.42857142857142855,0.5,0.6666666666666666,0.1724137931034483,0.14285714285714285,,,0.08333333333333333,1.0,0.6379310344827587,0.5013405172413792,0.42546,0.4230041666666666,0.017241379310344827,,0.15151515151515152,0.24242424242424243,9.967857142857142,0.2391304347826087,5.0,11.0,3.0,1.0,10.0,,1.0,,,1.0,4.0,3.0,,,,,2.0,2.0,,,0.03571428571428571,0.14285714285714285,,,,,0.05263157894736842,0.030303030303030304,0.6666666666666666,0.1896551724137931,0.45454545454545453,0.45454545454545453,0.4,0.3,0.3,0.6666666666666666,5.0,12.0,1.0,1.0,8.0,18.0,2.0,4.0,2.0,5.0,13.0,30.0,2.0,4.0,3.0,6.0,39.0,,18.0,8.0,1.0,1.0,,,,,,1.0,0.43333333333333335,0.5,0.5,0.43333333333333335,0.5172413793103449,0.20689655172413793,0.4166666666666667,0.4166666666666667,1.0,0.3103448275862069,0.4444444444444444,0.4444444444444444,1.0,0.5714285714285714,0.5,1.0,0.08333333333333333,1.0,0.4166666666666667,0.4,0.4444444444444444,24.813333333333333,,,,3.0,1.0,,,0.03333333333333333,,,,1.0,,,,,True,,,
203085,1610612740,Austin Rivers,Austin Rivers,203085,NOP,2905.0,48,-21,92,96,35,48,15,188,1.0,1.0,,,,,,3.0,6.0,5.0,14.0,123,1.0,2.0,1.0,3.0,2.0,3.0,8.0,4.0,2.0,,2.0,,,1.0,4.0,1.0,,1.0,1.0,,2.0,1.0,3.0,,,,1.0,,,1.0,,1.0,4.0,7.0,,,5.0,,,8.0,2.0,3.0,,,,8.0,35,1.0,2.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.4,0.5833333333333334,0.75,0.5714285714285714,11.711711711711711,,,0.041666666666666664,,0.05555555555555555,0.09090909090909091,0.047619047619047616,0.02,,,,0.14285714285714285,0.08333333333333333,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,0.4444444444444444,0.45675000000000004,0.37745,0.45,0.2222222222222222,0.3333333333333333,0.21428571428571427,0.5714285714285714,7.0,0.3804347826086957,2.0,5.0,,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,0.5555555555555556,0.4,0.4,0.5,,,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,3.0,,,,2.0,3.0,,2.0,1.0,,,,2.0,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,,,,0.2,,0.2,,0.5,24.73333333333333,,,,,,,,,,,,,,,,,True,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,25745.0,429,50,856,861,299,362,109,1717,56.0,108.0,6.0,13.0,22.0,42.0,10.0,60.0,143.0,65.0,197.0,943,6.0,18.0,4.0,19.0,22.0,57.0,78.0,44.0,51.0,16.0,67.0,11.0,5.0,30.0,150.0,2.0,11.0,22.0,37.0,7.0,66.0,13.0,79.0,13.0,6.0,15.0,19.0,5.0,3.0,34.0,2.0,13.0,17.0,40.0,1.0,1.0,53.0,,1.0,75.0,33.0,9.0,4.0,2.0,5.0,75.0,295,11.0,7.0,0.36666666666666664,0.38596491228070173,0.4195804195804196,0.3333333333333333,0.38596491228070173,0.41509433962264153,0.35714285714285715,0.3790322580645161,0.5130208333333334,0.4318181818181818,0.4875,23.014256619144604,0.4411764705882353,0.20588235294117646,0.1434108527131783,0.03728813559322034,0.16541353383458646,0.023809523809523808,0.15089514066496162,0.03430079155672823,0.047244094488188976,0.03571428571428571,0.023809523809523808,0.03278688524590164,0.15178571428571427,0.11594202898550725,0.15584415584415584,0.14736842105263157,0.6792452830188679,0.5185185185185185,0.5714285714285714,0.375,0.06289308176100629,0.6190476190476191,0.46153846153846156,0.16666666666666666,0.6774193548387096,0.5238095238095238,0.779874213836478,0.5370705128205128,0.5134088235294118,0.5145566666666667,0.18032786885245902,0.19760479041916168,0.09644670050761421,0.39593908629441626,3.9993006993006985,0.3492990654205608,4.0,25.0,,31.0,76.0,6.0,15.0,13.0,,4.0,7.0,10.0,2.0,,1.0,2.0,1.0,3.0,1.0,1.0,0.1048951048951049,0.09259259259259259,0.2,,,,0.21052631578947367,0.05405405405405406,0.6,0.15723270440251572,0.16,0.2,0.25,,,,2.0,5.0,,,2.0,11.0,1.0,3.0,1.0,5.0,4.0,16.0,1.0,3.0,1.0,5.0,12.0,,8.0,2.0,8.0,7.0,2.0,9.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.2,0.3076923076923077,0.10062893081761007,0.031446540880503145,0.4,0.4,1.0,0.06918238993710692,0.18181818181818182,0.18181818181818182,1.0,0.14285714285714285,0.3333333333333333,1.0,,,0.08064516129032258,0.2,0.25,27.61875,3.0,,1.0,,,,,,,,,,,,,,True,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,35725.0,595,58,1164,1167,282,391,167,2331,33.0,59.0,20.0,35.0,8.0,16.0,51.0,68.0,138.0,41.0,324.0,1302,20.0,38.0,8.0,69.0,13.0,26.0,77.0,56.0,9.0,3.0,12.0,1.0,2.0,5.0,27.0,6.0,43.0,17.0,27.0,3.0,47.0,50.0,97.0,8.0,,4.0,6.0,4.0,1.0,10.0,1.0,1.0,21.0,38.0,3.0,1.0,37.0,5.0,,43.0,15.0,4.0,5.0,4.0,5.0,77.0,280,5.0,4.0,0.4117647058823529,0.5490196078431373,0.4927536231884058,0.5263157894736842,0.5,0.5400763358778626,0.5865384615384616,0.5566037735849056,0.5678571428571428,0.6090909090909091,0.6111111111111112,21.20322817314747,0.4,0.07692307692307693,0.07780979827089338,0.10591133004926108,0.0918918918918919,0.0410958904109589,0.08270676691729323,0.08876811594202899,0.10650887573964497,0.10416666666666667,0.10638297872340426,0.05084745762711865,0.05384615384615385,0.0625,0.11570247933884298,0.06428571428571428,0.22519083969465647,0.559322033898305,0.6226415094339622,0.36363636363636365,0.1946564885496183,0.6730769230769231,0.5714285714285714,0.05,0.3018867924528302,0.5,0.6984732824427481,0.4952656488549619,0.5443931818181819,0.4987471698113207,0.05434782608695652,0.09868421052631579,0.21296296296296297,0.23765432098765432,9.079710144927535,0.2422680412371134,10.0,28.0,25.0,18.0,80.0,34.0,10.0,3.0,1.0,4.0,8.0,,3.0,2.0,3.0,,1.0,4.0,,1.0,0.07246376811594203,0.1016949152542373,0.10714285714285714,0.0196078431372549,0.03333333333333333,,0.17777777777777778,0.02962962962962963,0.8,0.10687022900763359,0.35714285714285715,0.4,0.5,0.49019607843137253,0.5,0.44,8.0,15.0,3.0,4.0,41.0,109.0,6.0,10.0,8.0,23.0,49.0,124.0,7.0,14.0,11.0,27.0,144.0,3.0,109.0,41.0,1.0,1.0,,1.0,,,,0.9795918367346939,0.3951612903225806,0.5,0.4074074074074074,0.3951612903225806,0.4732824427480916,0.05725190839694656,0.5333333333333333,0.5333333333333333,1.0,0.41603053435114506,0.3761467889908257,0.3761467889908257,0.975609756097561,0.19230769230769232,0.6,1.0,0.07547169811320754,0.75,0.4339622641509434,0.34782608695652173,0.3761467889908257,25.278225806451612,,,,7.0,,,,,4.0,,0.07692307692307693,,1.0,0.25,1.0,,True,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,1449.0,24,-4,55,55,21,34,4,110,,,,,,,,,1.0,,,52,,,,,,,,,3.0,1.0,4.0,,1.0,1.0,9.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,1.0,1.0,,21,1.0,,,,,,,,,,,,,1.6949152542372883,,0.5,0.041666666666666664,,,,0.03125,,,,,,,,0.14285714285714285,,,,,,,,,,,,,0.438,,,,,,,4.8,0.38181818181818183,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
