EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Corner3Assists,BlockingFoulsDrawn,SecondChanceFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,BlockedArc3,on,Corner3PctBlocked
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,27359.0,456,-62,895,893,231,197,111,1788,43.0,73.0,7.0,20.0,8.0,13.0,11.0,27.0,30.0,48.0,1.0,1.0,1.0,1.0,1.0,84.0,148.0,1.0,2.0,38.0,209.0,988,9.0,27.0,4.0,22.0,15.0,26.0,1.0,1.0,11.0,44.0,112.0,56.0,3.0,8.0,1.0,1.0,11.0,20.0,3.0,23.0,3.0,8.0,4.0,8.0,49.0,8.0,26.0,1.0,13.0,42.0,5.0,60.0,35.0,95.0,5.0,11.0,8.0,3.0,5.0,1.0,1.0,11.0,1.0,4.0,1.0,3.0,16.0,4.0,2.0,23.0,2.0,37.0,2.0,3.0,2.0,40.0,1.0,4.0,46.0,7.0,1.0,23.0,3.0,10.0,8.0,1.0,1.0,10.0,4.0,1.0,1.0,2.0,44.0,229,3.0,2.0,0.6666666666666666,0.7,1.0,0.5,1.0,0.5,0.5675675675675675,0.3333333333333333,0.5769230769230769,0.57,0.3333333333333333,0.6111111111111112,0.6153846153846154,0.36666666666666664,0.671875,0.013333333333333334,0.07432432432432433,0.1095890410958904,0.1111111111111111,18.15505397448479,0.3125,0.16129032258064516,0.04,0.14334470989761092,0.0896551724137931,0.12745098039215685,0.06060606060606061,0.13924050632911392,0.08056872037914692,0.12790697674418605,0.060240963855421686,0.08264462809917356,0.06796116504854369,0.034482758620689655,0.14166666666666666,0.11428571428571428,0.1650485436893204,0.18055555555555555,0.09615384615384616,0.4,0.4866666666666667,0.589041095890411,0.6615384615384615,0.6744186046511628,0.18,0.4074074074074074,0.4583333333333333,0.45454545454545453,0.32,0.625,0.625,0.7333333333333333,0.006666666666666667,0.006666666666666667,1.0,1.0,1.0,0.7407407407407407,0.35,0.14285714285714285,0.48148148148148145,0.6153846153846154,0.037037037037037035,1.0,0.5,1.0,0.5214573333333331,0.5440818181818181,0.5241666666666667,0.13855421686746988,0.1402439024390244,0.10526315789473684,0.21052631578947367,7.512162162162165,25.15,0.2581005586592179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,1420.0,24,-6,46,46,10,13,7,92,1.0,2.0,1.0,1.0,,,1.0,2.0,,,,,1.0,,,2.0,4.0,,1.0,3.0,7.0,46,1.0,1.0,,2.0,,,,,2.0,2.0,,4.0,,,1.0,,,5.0,2.0,7.0,2.0,1.0,2.0,2.0,16.0,,,,,1.0,1.0,2.0,,2.0,,,,,2.0,1.0,2.0,2.0,,,,,4.0,,,1.0,,3.0,1.0,,,3.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,,2.0,10,1.0,1.0,,,,,,,0.5,1.0,,0.4,1.0,,0.5833333333333334,1.0,1.0,0.2,,,,18.51851851851852,0.5,0.5,,0.09090909090909091,,,,0.07142857142857142,,,,,,,,0.3333333333333333,,,,,0.4,0.5,0.5,,0.4,0.5,0.5,,,,,,,0.2,,,,1.0,1.0,,,,,,0.6,,0.50563,,,0.2,0.25,0.2857142857142857,0.2857142857142857,3.525,24.7,0.21739130434782608,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,32568.0,543,-20,1053,1057,254,232,125,2110,27.0,47.0,1.0,3.0,7.0,11.0,11.0,33.0,25.0,69.0,19.0,25.0,75.0,5.0,25.0,63.0,149.0,30.0,94.0,67.0,283.0,1129,6.0,13.0,2.0,20.0,13.0,29.0,6.0,28.0,18.0,62.0,52.0,74.0,66.0,,73.0,25.0,7.0,23.0,7.0,30.0,4.0,11.0,4.0,8.0,67.0,,3.0,,12.0,51.0,7.0,70.0,3.0,73.0,2.0,9.0,8.0,1.0,17.0,4.0,9.0,20.0,3.0,8.0,,5.0,37.0,1.0,7.0,18.0,1.0,36.0,4.0,1.0,3.0,65.0,1.0,,83.0,7.0,2.0,38.0,6.0,11.0,8.0,1.0,2.0,11.0,7.0,,,,62.0,252,3.0,5.0,0.4126984126984127,0.4126984126984127,0.7333333333333333,0.3191489361702128,0.21428571428571427,0.32608695652173914,0.4228187919463087,0.46153846153846156,0.4482758620689655,0.4444444444444444,0.5625,0.38596491228070173,0.5017857142857143,0.5555555555555556,0.4626865671641791,0.3868312757201646,0.04697986577181208,0.0851063829787234,0.09090909090909091,26.263463131731566,0.4594594594594595,0.17073170731707318,,0.14206128133704735,0.008849557522123894,0.10434782608695652,,0.13291139240506328,0.005928853754940711,0.029411764705882353,,,,,0.12598425196850394,0.15730337078651685,0.14685314685314685,0.0875,0.014388489208633094,0.6363636363636364,0.1934156378600823,0.574468085106383,0.627906976744186,0.4444444444444444,0.13580246913580246,0.3333333333333333,0.36666666666666664,0.18181818181818182,0.2839506172839506,0.36231884057971014,0.36231884057971014,0.48,0.07818930041152264,0.30864197530864196,0.3333333333333333,0.3333333333333333,0.72,0.1875,0.3333333333333333,1.0,0.19298245614035087,0.6363636363636364,0.43859649122807015,0.2,0.5802469135802469,0.3424657534246575,0.49134037656903756,0.40075555555555553,0.48767592592592585,0.1386861313868613,0.2111111111111111,0.0706713780918728,0.21908127208480566,10.763758389261744,26.002127659574466,0.24121557454890788,2.0,5.0,1.0,3.0,2.0,3.0,2.0,3.0,24.0,2.0,3.0,3.0,0.6666666666666666,0.14285714285714285,0.2631578947368421,0.2631578947368421,0.8,0.1875,0.6666666666666666,1.0,0.05263157894736842,0.3333333333333333,,,,,,,,,,,,,,,,,,True,
203515,1610612738,Phil Pressey,Phil Pressey,203515,BOS,67896.0,1132,-27,2185,2188,495,447,275,4373,30.0,60.0,5.0,6.0,7.0,20.0,6.0,34.0,14.0,53.0,7.0,27.0,99.0,5.0,20.0,50.0,147.0,28.0,106.0,29.0,213.0,2313,8.0,16.0,,25.0,12.0,48.0,5.0,20.0,17.0,56.0,18.0,82.0,72.0,8.0,98.0,27.0,10.0,186.0,55.0,241.0,45.0,114.0,21.0,51.0,537.0,4.0,15.0,1.0,29.0,55.0,1.0,85.0,20.0,105.0,2.0,68.0,30.0,38.0,59.0,16.0,44.0,28.0,4.0,15.0,,3.0,87.0,2.0,19.0,42.0,4.0,97.0,1.0,2.0,3.0,54.0,3.0,2.0,45.0,,1.0,14.0,8.0,5.0,2.0,2.0,1.0,5.0,4.0,,,,56.0,493,7.0,6.0,0.18,0.1956521739130435,0.8571428571428571,0.2641509433962264,0.25,0.26666666666666666,0.3401360544217687,0.5,0.25,0.36363636363636365,0.4807692307692308,0.2867647058823529,0.38727272727272727,0.46296296296296297,0.35,0.4189723320158103,0.06802721088435375,0.11666666666666667,0.08823529411764706,14.388202471104025,0.6781609195402298,0.0136986301369863,0.018867924528301886,0.07323568575233022,0.021337126600284494,0.1141732283464567,0.011940298507462687,0.08358208955223881,0.018304431599229287,0.04017857142857143,0.005076142131979695,0.01773049645390071,0.014705882352941176,,0.04182509505703422,0.0861244019138756,0.0931899641577061,0.11827956989247312,0.012578616352201259,0.8,0.23715415019762845,0.5,0.5660377358490566,0.13333333333333333,0.13438735177865613,0.17647058823529413,0.1935483870967742,,0.20948616600790515,0.2641509433962264,0.2641509433962264,0.35714285714285715,0.02766798418972332,0.391304347826087,0.2727272727272727,0.2727272727272727,0.8518518518518519,0.23076923076923078,0.8333333333333334,,0.29411764705882354,0.35,0.29411764705882354,0.25,0.6561264822134387,0.2755102040816326,0.5040579365079364,0.5178235294117647,0.4831902985074627,0.052434456928838954,0.08695652173913043,0.11737089201877934,0.26291079812206575,9.774149659863946,25.800943396226426,0.22654462242562928,,1.0,,,2.0,9.0,3.0,10.0,12.0,1.0,10.0,3.0,0.3,0.10294117647058823,0.14285714285714285,0.14285714285714285,1.0,0.34615384615384615,0.2222222222222222,0.5,,,1.0,1.0,0.038461538461538464,1.0,1.0,,,,,,,,,,,,,True,
2222,1610612738,Gerald Wallace,Gerald Wallace,2222,BOS,29155.0,486,-74,933,939,174,193,116,1872,36.0,56.0,2.0,5.0,4.0,5.0,,6.0,,4.0,9.0,2.0,17.0,,2.0,36.0,66.0,6.0,26.0,20.0,110.0,990,2.0,5.0,,7.0,4.0,7.0,1.0,6.0,7.0,18.0,58.0,14.0,18.0,4.0,16.0,2.0,3.0,40.0,15.0,55.0,10.0,20.0,7.0,13.0,125.0,1.0,6.0,,16.0,39.0,6.0,61.0,7.0,68.0,2.0,29.0,20.0,9.0,19.0,8.0,14.0,15.0,2.0,5.0,,1.0,34.0,3.0,9.0,11.0,1.0,28.0,2.0,1.0,2.0,53.0,2.0,4.0,49.0,2.0,,19.0,5.0,5.0,3.0,,2.0,5.0,3.0,1.0,,,18.0,174,3.0,4.0,0.8055555555555556,0.8529411764705882,1.0,0.23076923076923078,0.16666666666666666,0.24,0.5454545454545454,0.4,0.5714285714285714,0.4891304347826087,0.4375,0.4230769230769231,0.4782608695652174,0.3888888888888889,0.4090909090909091,0.2826086956521739,0.045454545454545456,0.03571428571428571,0.16666666666666666,13.857677902621724,0.5588235294117647,0.2222222222222222,,0.12420382165605096,0.018633540372670808,0.15384615384615385,0.008,0.13157894736842105,0.015659955257270694,0.03773584905660377,0.01098901098901099,0.008,0.009615384615384616,,0.13445378151260504,0.15,0.09565217391304348,0.19230769230769232,0.043478260869565216,0.6,0.6086956521739131,0.6428571428571429,0.6666666666666666,0.8055555555555556,0.06521739130434782,,,,0.043478260869565216,,,,0.09782608695652174,0.18478260869565216,0.11764705882352941,0.11764705882352941,1.0,0.625,0.4,,0.38461538461538464,0.8,0.15384615384615385,,0.8913043478260869,0.125,0.5826395604395606,0.55183125,0.5666791666666667,0.18181818181818182,0.2289156626506024,0.06363636363636363,0.16363636363636364,3.0924242424242427,25.126923076923074,0.1864951768488746,7.0,4.0,1.0,4.0,,2.0,1.0,3.0,,1.0,5.0,3.0,0.3333333333333333,0.038461538461538464,0.4444444444444444,0.4444444444444444,1.0,0.25,,,0.3076923076923077,0.25,1.0,1.0,0.125,1.0,1.0,1.0,0.037037037037037035,,,,,,,,,,,True,
2743,1610612738,Kris Humphries,Kris Humphries,2743,BOS,24505.0,408,-29,772,778,134,133,93,1550,38.0,53.0,12.0,17.0,5.0,11.0,13.0,30.0,33.0,70.0,1.0,,,,,84.0,153.0,,1.0,38.0,206.0,801,19.0,29.0,6.0,44.0,12.0,24.0,,1.0,4.0,28.0,122.0,46.0,,18.0,,,5.0,8.0,6.0,14.0,6.0,3.0,,5.0,34.0,9.0,23.0,,17.0,51.0,8.0,76.0,32.0,108.0,2.0,6.0,3.0,3.0,11.0,,8.0,9.0,1.0,3.0,,3.0,20.0,2.0,2.0,16.0,,43.0,,8.0,3.0,45.0,1.0,4.0,45.0,2.0,,22.0,2.0,17.0,14.0,1.0,2.0,17.0,11.0,1.0,,1.0,28.0,134,2.0,2.0,0.7261904761904762,0.8133333333333334,,,,,0.5490196078431373,0.6551724137931034,0.5,0.5454545454545454,0.6551724137931034,0.48,0.5852272727272727,0.6875,0.5,0.006493506493506494,0.032679738562091505,0.03773584905660377,0.1,22.058823529411764,0.55,0.27586206896551724,,0.1827956989247312,0.08949416342412451,0.19101123595505617,0.0743801652892562,0.18478260869565216,0.08465608465608465,0.13414634146341464,0.10144927536231885,0.04716981132075472,0.0625,0.12,0.1978021978021978,0.17721518987341772,0.1743119266055046,0.22388059701492538,0.03076923076923077,0.6470588235294118,0.34415584415584416,0.7169811320754716,0.7450980392156863,0.5789473684210527,0.19480519480519481,0.43333333333333335,0.48148148148148145,0.7692307692307693,0.45454545454545453,0.4714285714285714,0.4714285714285714,0.8787878787878788,0.006493506493506494,,,,,0.5862068965517241,0.7058823529411765,0.08333333333333333,0.44,0.45454545454545453,,,0.35064935064935066,,0.478136038961039,0.5267434782608695,0.45571000000000006,0.12643678160919541,0.12716763005780346,0.21359223300970873,0.13592233009708737,10.530718954248366,24.2,0.17357512953367876,1.0,,,1.0,,,,,,,,3.0,,0.09090909090909091,,,,,,,0.04,,,,,,,,,,,,,,,,,,,True,
201202,1610612738,Joel Anthony,Joel Anthony,201202,BOS,4997.0,83,-20,164,167,51,34,23,331,2.0,7.0,,3.0,,1.0,4.0,6.0,,1.0,,,,,,6.0,14.0,,,2.0,14.0,191,1.0,4.0,1.0,3.0,2.0,4.0,,,2.0,6.0,6.0,6.0,,,,,1.0,,2.0,2.0,2.0,,,,6.0,4.0,4.0,,2.0,5.0,2.0,9.0,8.0,17.0,,2.0,,2.0,,,,2.0,,,,,2.0,,,10.0,,11.0,,,1.0,3.0,,,6.0,,,3.0,,4.0,3.0,,1.0,4.0,1.0,2.0,1.0,,6.0,51,,,0.5,0.5,,,,,0.42857142857142855,0.25,0.5,0.42857142857142855,0.25,0.5,0.4117647058823529,0.25,0.42857142857142855,,0.07142857142857142,0.14285714285714285,,10.0,,0.3333333333333333,,0.09090909090909091,0.08,0.18181818181818182,0.13333333333333333,0.10606060606060606,0.1,0.11764705882352941,,0.1111111111111111,0.16666666666666666,,,0.18181818181818182,0.058823529411764705,0.25,,0.25,0.5,0.2857142857142857,0.3333333333333333,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.07142857142857142,,,,,,,,,0.75,,,0.25,,,,0.5,,0.46605,0.54055,0.46305,0.17647058823529413,0.17647058823529413,0.21428571428571427,0.42857142857142855,6.207142857142857,,0.31097560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203187,1610612738,Chris Johnson,Chris Johnson,203187,BOS,20617.0,344,22,669,665,174,120,87,1334,16.0,23.0,5.0,6.0,2.0,3.0,2.0,5.0,3.0,10.0,21.0,8.0,30.0,2.0,8.0,21.0,38.0,18.0,51.0,25.0,121.0,708,5.0,8.0,3.0,13.0,4.0,8.0,2.0,12.0,9.0,23.0,26.0,16.0,51.0,8.0,30.0,8.0,3.0,14.0,6.0,20.0,6.0,2.0,3.0,9.0,46.0,6.0,8.0,,11.0,18.0,1.0,30.0,14.0,44.0,,15.0,9.0,6.0,,1.0,,6.0,1.0,,2.0,1.0,6.0,1.0,3.0,10.0,1.0,24.0,1.0,1.0,,21.0,,3.0,28.0,1.0,,10.0,3.0,1.0,,1.0,,1.0,1.0,2.0,,,23.0,174,1.0,3.0,0.6190476190476191,0.7647058823529411,0.9444444444444444,0.35294117647058826,0.16666666666666666,0.35294117647058826,0.5526315789473685,0.625,0.5,0.5393258426966292,0.35714285714285715,0.35,0.5931372549019608,0.43333333333333335,0.46,0.5730337078651685,0.07894736842105263,0.08695652173913043,0.2,13.989637305699482,,0.047619047619047616,,0.08294930875576037,0.043243243243243246,0.14666666666666667,0.04918032786885246,0.09931506849315068,0.04560260586319218,0.03225806451612903,,0.09090909090909091,0.057692307692307696,,0.07352941176470588,0.03076923076923077,0.13095238095238096,0.125,,1.0,0.25842696629213485,0.6956521739130435,0.7619047619047619,0.625,0.056179775280898875,0.4,0.5,1.0,0.11235955056179775,0.3,0.3,0.3333333333333333,0.23595505617977527,0.33707865168539325,0.26666666666666666,0.26666666666666666,0.875,0.42857142857142855,0.8333333333333334,0.2,0.15,0.6666666666666666,0.4,0.25,0.8314606741573034,0.26666666666666666,0.5533241573033707,0.5560444444444443,0.51017,0.1111111111111111,0.2127659574468085,0.10743801652892562,0.19008264462809918,6.947368421052632,24.811764705882354,0.2600896860986547,3.0,10.0,,4.0,,4.0,,6.0,3.0,,,2.0,,0.21052631578947367,0.47619047619047616,0.47619047619047616,1.0,0.2857142857142857,,,0.2,,,2.0,0.14285714285714285,,,1.0,0.019230769230769232,,,,,,,,,,,True,
201573,1610612738,Jerryd Bayless,Jerryd Bayless,201573,BOS,15447.0,257,16,481,484,88,69,64,965,10.0,19.0,,1.0,1.0,5.0,8.0,17.0,23.0,49.0,4.0,12.0,27.0,2.0,4.0,41.0,85.0,14.0,31.0,10.0,134.0,536,4.0,8.0,3.0,20.0,7.0,15.0,3.0,6.0,1.0,24.0,42.0,40.0,27.0,,27.0,12.0,4.0,24.0,10.0,34.0,7.0,8.0,1.0,15.0,78.0,,2.0,,10.0,10.0,,20.0,2.0,22.0,,10.0,7.0,3.0,12.0,1.0,10.0,4.0,,2.0,,1.0,16.0,1.0,3.0,11.0,3.0,23.0,2.0,1.0,,15.0,,1.0,12.0,2.0,4.0,5.0,,,,,,,,,,,24.0,88,,,0.5121951219512195,0.5121951219512195,0.6428571428571429,0.45161290322580644,0.5,0.45161290322580644,0.4823529411764706,0.5,0.4666666666666667,0.5344827586206896,0.7083333333333334,0.5476190476190477,0.5462184873949579,0.7307692307692307,0.5476190476190477,0.2672413793103448,0.047058823529411764,0.15789473684210525,0.058823529411764705,24.02135231316726,0.75,,,0.05847953216374269,0.012578616352201259,0.16129032258064516,,0.08583690987124463,0.008583690987124463,,0.02857142857142857,0.015384615384615385,,,0.019230769230769232,0.0392156862745098,0.10294117647058823,0.17391304347826086,,,0.16379310344827586,0.5263157894736842,0.625,0.7,0.14655172413793102,0.47058823529411764,0.5,0.5,0.4224137931034483,0.46938775510204084,0.46938775510204084,0.43478260869565216,0.034482758620689655,0.23275862068965517,0.4444444444444444,0.46153846153846156,0.5833333333333334,0.08333333333333333,,,0.23809523809523808,0.2,0.19047619047619047,0.5,0.43103448275862066,0.4444444444444444,0.4716461206896552,0.4239277777777778,0.4757928571428571,0.04201680672268908,0.056818181818181816,0.14925373134328357,0.1791044776119403,13.283529411764706,24.893548387096775,0.18295218295218296,,2.0,1.0,2.0,3.0,4.0,3.0,4.0,15.0,,3.0,3.0,0.75,0.125,0.5,0.5,1.0,0.3333333333333333,0.75,1.0,0.09523809523809523,0.5,,,,,,,,1.0,0.03225806451612903,0.037037037037037035,,,,,,,,True,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,14165.0,236,-27,463,461,115,100,63,924,16.0,24.0,4.0,5.0,4.0,6.0,1.0,12.0,24.0,57.0,12.0,10.0,21.0,3.0,5.0,41.0,93.0,14.0,33.0,23.0,147.0,510,4.0,7.0,2.0,13.0,8.0,19.0,5.0,11.0,8.0,39.0,42.0,40.0,39.0,8.0,21.0,10.0,4.0,7.0,3.0,10.0,3.0,4.0,1.0,2.0,23.0,2.0,4.0,,7.0,14.0,1.0,22.0,6.0,28.0,2.0,7.0,3.0,4.0,10.0,1.0,6.0,7.0,4.0,4.0,1.0,,17.0,,2.0,7.0,1.0,13.0,,1.0,1.0,19.0,,1.0,27.0,2.0,,12.0,2.0,,,,,,,,,,38.0,113,,1.0,0.5121951219512195,0.5675675675675675,0.9285714285714286,0.42424242424242425,0.45454545454545453,0.42424242424242425,0.44086021505376344,0.5714285714285714,0.42105263157894735,0.49206349206349204,0.4583333333333333,0.5166666666666667,0.532608695652174,0.5,0.5735294117647058,0.2619047619047619,0.043010752688172046,0.041666666666666664,0.08333333333333333,29.080675422138835,0.5882352941176471,0.041666666666666664,,0.08235294117647059,0.024844720496894408,0.14583333333333334,0.02857142857142857,0.0963302752293578,0.025974025974025976,0.041666666666666664,0.046511627906976744,,0.037037037037037035,,0.11290322580645161,0.058823529411764705,0.07017543859649122,0.058823529411764705,0.029850746268656716,,0.19047619047619047,0.6666666666666666,0.6956521739130435,0.375,0.09523809523809523,0.08333333333333333,0.09090909090909091,,0.4523809523809524,0.42105263157894735,0.43636363636363634,0.625,0.09523809523809523,0.16666666666666666,0.47619047619047616,0.47619047619047616,0.9,0.4166666666666667,0.8,,0.2,0.6666666666666666,0.16666666666666666,0.6,0.4523809523809524,0.47619047619047616,0.4953304000000001,0.5496909090909091,0.5250983333333333,0.09558823529411764,0.11650485436893204,0.08843537414965986,0.2653061224489796,13.165591397849461,24.818181818181817,0.24838012958963282,2.0,4.0,2.0,6.0,,2.0,1.0,5.0,3.0,,,,0.2,0.35714285714285715,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,0.2,0.3333333333333333,1.0,3.0,0.25,0.3333333333333333,1.0,1.0,0.030303030303030304,,,,1.0,0.03508771929824561,,,,,,True,
