EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeAssists,SelfOReb,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PtsUnassisted3s,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,Defensive 3 Seconds Violations,Offensive Fouls,Technical Free Throw Trips,on,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,BlockingFouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,Charge Fouls Drawn,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3,Clear Path Fouls
200777,1610612757,Joel Freeland,Joel Freeland,200777,POR,586.0,10,9.0,20,18,8,4,4,38,1.0,1.0,1.0,1.0,1.0,1.0,2,2,12,1.0,1.0,2.0,2.0,2.0,1.0,1,1.0,2,1.0,3.0,1,4,1.0,5,8,0.5,1.0,0.5,1.0,0.5,1.0,7.692307692307692,0.5,0.1111111111111111,0.3333333333333333,0.36363636363636365,0.08333333333333333,0.5,0.5,0.375,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.50075,0.6088,1.0,9.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201964,1610612757,Victor Claver,Victor Claver,201964,POR,11023.0,184,23.0,359,359,122,100,38,718,13.0,17.0,3.0,5.0,4.0,14.0,24,47,366,3.0,6.0,8.0,4.0,2.0,9.0,12,9.0,27,6.0,8.0,20,30,9.0,39,122,0.5833333333333334,0.5,0.44047619047619047,0.42857142857142855,0.5,0.5,14.5,0.15151515151515152,0.056074766355140186,0.11594202898550725,0.13930348258706468,0.05555555555555555,0.08,0.15217391304347827,0.1111111111111111,0.40476190476190477,0.7647058823529411,0.7647058823529411,0.09523809523809523,0.7142857142857143,0.6,0.8333333333333334,0.5607357142857142,0.51093,0.1702127659574468,5.091666666666666,0.3398328690807799,6.0,8.0,3.0,1.0,1.0,6.0,1.0,1.0,4.0,2.0,12.0,1.0,7.0,3.0,18.0,10.0,1.0,2.0,6.0,10.0,2.0,11.0,8.0,26.0,24.0,9.0,12.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,3.0,6.0,2.0,1.0,11.0,1.0,1.0,7.0,16.0,1.0,1.0,9.0,1.0,1.0,11.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,26.0,3.0,0.8571428571428571,0.9230769230769231,1.0,0.16666666666666666,0.18181818181818182,0.16666666666666666,0.6,0.42857142857142855,0.52,0.42857142857142855,0.05555555555555555,0.041666666666666664,0.3333333333333333,0.16666666666666666,0.45454545454545453,0.18181818181818182,0.05454545454545454,0.058823529411764705,0.041666666666666664,0.04878048780487805,0.07142857142857142,0.11904761904761904,0.18181818181818182,0.16666666666666666,0.6666666666666666,0.8461538461538461,0.07142857142857142,0.25,0.25,1.0,0.14285714285714285,0.16666666666666666,0.2,1.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,0.6666666666666666,0.14285714285714285,0.38095238095238093,0.75,0.19047619047619047,0.25,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.5612904761904762,0.06818181818181818,0.11538461538461539,0.5531914893617021,24.794444444444444,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203115,1610612757,Will Barton,Will Barton,203115,POR,6966.0,116,40.0,230,222,66,70,30,452,15.0,22.0,4.0,5.0,11.0,20.0,42,66,201,4.0,7.0,9.0,24.0,6.0,8.0,12,6.0,28,7.0,8.0,15,25,7.0,32,66,0.47619047619047616,0.5714285714285714,0.5,0.5714285714285714,0.5409836065573771,0.5625,25.572519083969464,0.18292682926829268,0.0945945945945946,0.1568627450980392,0.17293233082706766,0.06481481481481481,0.1875,0.3103448275862069,0.10869565217391304,0.4230769230769231,0.6818181818181818,0.7142857142857143,0.21153846153846154,0.7142857142857143,0.8,0.6153846153846154,0.5326875,0.5831999999999999,0.13636363636363635,7.19761904761905,0.28695652173913044,3.0,6.0,9.0,4.0,2.0,3.0,,,1.0,2.0,7.0,,3.0,4.0,10.0,14.0,,1.0,3.0,9.0,,4.0,3.0,9.0,16.0,12.0,7.0,2.0,1.0,,4.0,2.0,2.0,,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,1.0,3.0,13.0,,2.0,12.0,,3.0,18.0,,7.0,2.0,1.0,1.0,,1.0,1.0,9.0,2.0,0.4,0.47058823529411764,1.0,0.4,,0.4,0.3333333333333333,0.23076923076923078,0.3,0.19230769230769232,,0.023809523809523808,,,0.5,0.25,,0.12,0.030303030303030304,,,0.07407407407407407,0.15384615384615385,0.6,1.0,0.4666666666666667,0.17307692307692307,0.36363636363636365,0.36363636363636365,0.25,0.057692307692307696,0.6666666666666666,0.6666666666666666,1.0,0.1346153846153846,0.2857142857142857,0.2857142857142857,1.0,,,0.46153846153846156,0.5,0.07692307692307693,,0.23076923076923078,,0.2857142857142857,0.5119384615384616,0.11864406779661017,0.14285714285714285,0.13636363636363635,24.869999999999997,1.0,2.0,4.0,1.0,1.0,0.045454545454545456,0.14814814814814814,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,2834.0,47,14.0,97,94,38,40,13,191,,1.0,,,3.0,3.0,8,9,90,1.0,2.0,2.0,4.0,2.0,,3,,9,1.0,5.0,1,6,1.0,7,38,0.375,0.5,0.32142857142857145,0.5,0.32142857142857145,0.5,12.499999999999998,0.037037037037037035,0.03333333333333333,0.20833333333333334,0.11764705882352941,0.022222222222222223,0.14285714285714285,0.07142857142857142,0.21739130434782608,0.07142857142857142,,,0.21428571428571427,,,0.5,0.5052428571428571,0.46365,0.2222222222222222,11.9375,0.3917525773195876,,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,,4.0,,,1.0,6.0,,,,1.0,3.0,1.0,1.0,,5.0,2.0,,4.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,3.0,5.0,,,1.0,,,,,,,1.0,,1.0,1.0,,5.0,,0.3333333333333333,0.5,,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.625,0.625,0.42857142857142855,,,,,,,,,,,,,,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.5,0.5,,0.2857142857142857,,,,,,0.25,,0.25,1.0,,,,0.5478000000000001,,,0.5555555555555556,23.933333333333334,2.0,,,,1.0,,,0.5,0.5,3.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,4979.0,83,,167,164,58,57,22,331,4.0,6.0,1.0,2.0,11.0,10.0,22,48,164,2.0,4.0,7.0,16.0,2.0,4.0,6,3.0,14,2.0,3.0,2,5,3.0,8,58,0.45454545454545453,0.5,0.5945945945945946,0.4375,0.5853658536585366,0.4375,25.263157894736842,0.034482758620689655,0.038461538461538464,0.10344827586206896,0.05747126436781609,0.03896103896103896,,,0.10714285714285714,0.16216216216216217,0.6666666666666666,0.6666666666666666,0.2972972972972973,0.25,0.5,0.5675675675675675,0.48107027027027033,0.5097400000000001,0.14583333333333334,11.890909090909092,0.3473053892215569,2.0,3.0,5.0,4.0,4.0,6.0,1.0,2.0,3.0,4.0,9.0,2.0,3.0,8.0,15.0,4.0,4.0,,4.0,8.0,4.0,6.0,2.0,22.0,4.0,18.0,9.0,4.0,1.0,,2.0,2.0,,1.0,,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,,7.0,,2.0,4.0,7.0,1.0,,7.0,,,8.0,,3.0,1.0,,,,,,22.0,1.0,0.2,0.2222222222222222,0.75,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.5,0.7142857142857143,0.6875,0.40540540540540543,,0.045454545454545456,,,0.5714285714285714,,0.04,0.125,,0.058823529411764705,,,0.10526315789473684,,,0.5,0.13513513513513514,0.36363636363636365,0.4,,0.16216216216216217,0.6666666666666666,0.6666666666666666,1.0,0.24324324324324326,0.4444444444444444,0.4444444444444444,0.5,1.0,0.125,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.4444444444444444,0.4998035714285714,0.075,0.12,0.4583333333333333,24.413333333333338,2.0,1.0,1.0,1.0,1.0,,0.05555555555555555,0.4,0.4,6.0,,1.0,3.0,1.0,1.0,0.25,0.09090909090909091,0.375,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,
2590,1610612757,Mo Williams,Mo Williams,2590,POR,6569.0,109,16.0,207,208,54,35,23,415,3.0,4.0,,,16.0,14.0,26,45,202,,,,18.0,,9.0,14,8.0,33,3.0,3.0,3,7,4.0,11,54,0.5384615384615384,,0.5375,,0.5487804878048781,,21.645021645021643,0.03333333333333333,0.046875,0.08333333333333333,0.047619047619047616,0.04081632653061224,0.125,0.037037037037037035,0.09090909090909091,0.1,0.75,0.75,0.4,,,0.45,0.49596124999999996,0.5799,,13.876923076923076,0.2608695652173913,2.0,2.0,6.0,9.0,2.0,3.0,,1.0,2.0,3.0,11.0,2.0,6.0,5.0,14.0,2.0,1.0,,5.0,8.0,3.0,8.0,,19.0,10.0,12.0,11.0,3.0,1.0,,5.0,3.0,2.0,1.0,1.0,2.0,2.0,,8.0,1.0,6.0,1.0,2.0,,9.0,1.0,2.0,2.0,7.0,,,8.0,,2.0,2.0,,1.0,,,,,,,19.0,,0.35714285714285715,0.35714285714285715,0.8,0.35714285714285715,0.375,0.35714285714285715,0.625,0.59375,0.59375,0.35,,0.038461538461538464,0.16666666666666666,,0.8888888888888888,0.3333333333333333,0.029411764705882353,,0.034482758620689655,0.04,,0.03333333333333333,0.030303030303030304,,,0.6666666666666666,0.15,0.5625,0.5625,0.3333333333333333,0.075,0.6666666666666666,0.6666666666666666,1.0,0.275,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,0.125,1.0,0.125,0.5,0.375,0.3333333333333333,0.2727272727272727,0.5175093749999999,0.024390243902439025,0.037037037037037035,0.4222222222222222,24.842857142857145,2.0,,2.0,,1.0,,0.1,0.3333333333333333,0.4,3.0,,,1.0,,,,,1.0,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,
2248,1610612757,Earl Watson,Earl Watson,2248,POR,1096.0,18,4.0,39,40,11,12,3,79,,,,,1.0,,1,3,38,,,,,,1.0,3,,8,,1.0,1,2,1.0,3,11,,,0.75,,0.75,,11.904761904761905,0.1111111111111111,,0.09090909090909091,0.1,0.08333333333333333,,,0.09090909090909091,,,,0.5,,,0.5,0.445575,,,18.4,0.28205128205128205,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,,2.0,1.0,,,3.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,0.5,,,,,0.6666666666666666,,0.25,,,0.25,,0.25,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,
201577,1610612757,Robin Lopez,Robin Lopez,201577,POR,2264.0,38,6.0,70,72,21,2,4,142,4.0,5.0,1.0,2.0,1.0,7.0,11,16,81,1.0,2.0,2.0,4.0,2.0,1.0,1,,2,1.0,2.0,3,6,3.0,9,21,0.6363636363636364,0.5,0.6363636363636364,0.5,0.6666666666666666,0.5,15.789473684210526,0.10714285714285714,0.05263157894736842,0.16666666666666666,0.125,0.10714285714285714,,0.08333333333333333,0.2,0.45454545454545453,0.8,0.8,0.09090909090909091,1.0,0.5,0.45454545454545453,0.5136454545454545,0.5752,0.125,4.681818181818182,0.3,2.0,2.0,5.0,,,,,,,,,,,,,2.0,,,4.0,4.0,,,,8.0,10.0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,8.0,,0.7142857142857143,0.8333333333333334,,,,,1.0,1.0,1.0,,,0.09090909090909091,0.2,,,1.0,0.2222222222222222,0.125,,0.25,,0.16666666666666666,0.1,,1.0,0.75,0.45454545454545453,,,,,,,,,,,,,,0.5,1.0,,,,,,0.528575,0.08333333333333333,0.08333333333333333,0.5,,3.0,1.0,,,,,,0.6,0.75,,0.6666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,3188.0,53,8.0,104,106,47,34,7,210,3.0,3.0,,,1.0,3.0,4,25,114,,,3.0,2.0,,5.0,8,4.0,19,,4.0,8,14,,14,47,0.75,,0.9230769230769231,1.5,0.8928571428571429,1.5,14.414414414414413,0.22857142857142856,,0.2,0.21818181818181817,,,0.1111111111111111,0.21052631578947367,0.23076923076923078,1.0,1.0,0.07692307692307693,,,0.9230769230769231,0.5694999999999999,,0.12,5.4,0.4519230769230769,,,,,,,,,,6.0,9.0,,1.0,6.0,9.0,1.0,1.0,,,,,1.0,1.0,1.0,4.0,18.0,9.0,6.0,,,3.0,1.0,2.0,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,,1.0,4.0,,,3.0,,,2.0,,,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,0.6666666666666666,,,0.25,0.6923076923076923,,,,,0.5,0.6666666666666666,,,,,,0.16666666666666666,0.35714285714285715,,,0.6666666666666666,,,,,,,,,0.6923076923076923,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,,0.6666666666666666,0.5301,,,0.04,25.68888888888889,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,4223.0,70,4.0,133,138,43,17,13,271,4.0,6.0,,,5.0,8.0,19,43,155,,,,8.0,,2.0,4,2.0,10,1.0,1.0,1,2,2.0,4,43,0.42105263157894735,,0.5666666666666667,,0.6323529411764706,,25.0,0.018867924528301886,0.022727272727272728,0.04,0.02564102564102564,0.03076923076923077,,0.05555555555555555,,0.2,0.6666666666666666,0.8,0.16666666666666666,,,0.5666666666666667,0.5009066666666667,0.57255,,9.310526315789476,0.3233082706766917,2.0,2.0,8.0,1.0,1.0,2.0,,,1.0,5.0,9.0,3.0,6.0,6.0,11.0,9.0,1.0,,4.0,8.0,3.0,7.0,2.0,19.0,8.0,18.0,9.0,5.0,2.0,,2.0,1.0,1.0,1.0,,2.0,,2.0,2.0,1.0,,1.0,2.0,,3.0,,,2.0,2.0,,,10.0,,1.0,9.0,1.0,5.0,,1.0,1.0,,1.0,,19.0,,0.5,0.5,1.0,0.5454545454545454,0.42857142857142855,0.5454545454545454,0.5,0.5666666666666667,0.59375,0.36666666666666664,,0.10526315789473684,0.125,,0.6666666666666666,,0.047619047619047616,,0.05263157894736842,0.058823529411764705,,,,0.2,,0.5,0.26666666666666666,0.2,0.2,1.0,0.06666666666666667,0.5,0.5,1.0,0.3,0.5555555555555556,0.5555555555555556,1.0,,,0.13333333333333333,1.0,0.06666666666666667,,0.4,0.5,0.5555555555555556,0.48976333333333333,0.14705882352941177,0.21739130434782608,0.4418604651162791,24.681818181818183,3.0,,,,,0.16666666666666666,,0.375,0.42857142857142855,,0.3333333333333333,,1.0,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
