EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,SecondChanceArc3FGM,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,SelfOReb,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,SelfORebPct,ThreePtShootingFoulsDrawnPct,Corner3Assists,HeaveAttempts,DefensiveGoaltends,BlockingFouls,Defensive 3 Seconds Violations,on,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,Clear Path Fouls
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,7491.0,125,-47.0,246,250,89,104,38,496,3.0,10,1.0,2.0,5.0,2.0,5.0,5.0,7.0,1.0,1.0,2.0,3.0,3.0,11.0,1.0,1.0,6.0,3,17,8.0,18.0,9.0,39,295,3.0,1.0,2.0,2.0,5.0,2.0,6,3.0,9.0,3.0,16.0,2,4,18.0,6.0,11.0,3.0,1.0,5.0,5.0,3.0,2.0,10.0,3.0,2.0,6,1.0,9,3.0,12,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,6,2.0,6.0,11.0,1.0,10,10.0,2.0,6.0,16.0,86,1.0,0.3333333333333333,0.3333333333333333,0.75,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,0.17647058823529413,0.3333333333333333,0.42857142857142855,0.3,0.43333333333333335,0.5,0.4166666666666667,0.5,0.5142857142857142,0.058823529411764705,0.1,15.625,0.3333333333333333,0.09090909090909091,0.10344827586206896,0.030612244897959183,0.05128205128205128,0.08247422680412371,0.024,0.06451612903225806,0.024390243902439025,0.10526315789473684,0.18181818181818182,0.029411764705882353,0.2,0.2857142857142857,0.3,0.3333333333333333,0.3333333333333333,0.05714285714285714,0.14285714285714285,0.2,0.7142857142857143,0.7142857142857143,0.8,0.3142857142857143,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2,0.2,1.0,0.2,0.3333333333333333,0.4,0.2,0.6666666666666666,0.4,0.16666666666666666,0.8,0.2727272727272727,0.5112942857142857,0.52082,0.52796,0.15384615384615385,0.2857142857142857,0.1282051282051282,0.41025641025641024,7.158823529411764,25.188888888888886,0.3617886178861789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,6022.0,100,-9.0,192,186,86,77,25,378,11.0,16,3.0,7.0,9.0,16.0,7.0,,,,,,,,,,,,21,39,,,8.0,50,202,4.0,,,,2.0,11.0,16,,,5.0,27.0,28,14,,,,,4.0,5.0,6.0,1.0,3.0,13.0,2.0,3.0,8,1.0,12,5.0,17,1.0,,1.0,1.0,,3.0,,1.0,,4,4.0,2.0,3.0,1.0,10,11.0,5.0,8.0,27.0,86,,0.6666666666666666,0.6666666666666666,,,,,,0.5384615384615384,0.6875,0.5384615384615384,0.25,0.6875,0.5952380952380952,0.25,0.75,,0.10256410256410256,0.1875,20.909090909090907,0.25,0.16666666666666666,0.12903225806451613,0.03125,0.125,0.12790697674418605,0.054945054945054944,,0.04,0.10526315789473684,0.17857142857142858,0.05,0.5,0.41025641025641024,0.6875,0.8461538461538461,0.9090909090909091,0.41025641025641024,0.1794871794871795,,,,,,,,,0.75,,,,0.5625,0.7777777777777778,,,,,0.41025641025641024,,0.46302820512820514,0.5265333333333334,0.51804375,0.19047619047619047,0.19047619047619047,0.04,0.54,6.723076923076923,,0.4479166666666667,1.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,0.25,0.0625,0.1111111111111111,0.047619047619047616,0.125,0.09090909090909091,0.06666666666666667,0.5,0.4375,0.4666666666666667,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,2714.0,45,-12.0,86,89,28,34,17,175,4.0,7,,2.0,4.0,2.0,1.0,,,,,,,,,,,,5,10,,,3.0,13,92,,,,,,3.0,6,,,1.0,7.0,2,8,,,,,2.0,7.0,8.0,4.0,2.0,17.0,,2.0,2,,4,,4,3.0,2.0,1.0,5.0,3.0,,,2.0,,5,2.0,1.0,6.0,,6,4.0,2.0,3.0,7.0,28,,0.2,0.2,,,,,,0.5,0.5,0.5,,0.5,0.5909090909090909,,0.5833333333333334,,0.2,0.2857142857142857,15.384615384615383,1.0,,0.09523809523809523,,0.13333333333333333,0.1111111111111111,,,,0.14285714285714285,0.1111111111111111,0.15384615384615385,,0.7,0.5714285714285714,0.8,,0.2,0.1,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,0.7,,0.52637,,0.5784166666666667,0.2727272727272727,0.2727272727272727,,0.5384615384615384,4.72,,0.32558139534883723,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202698,1610612764,Chris Singleton,Chris Singleton,202698,WAS,14997.0,250,-65.0,480,484,174,212,67,964,11.0,21,8.0,4.0,6.0,7.0,20.0,,6.0,,2.0,,3.0,7.0,13.0,1.0,2.0,5.0,18,48,7.0,19.0,18.0,75,520,10.0,1.0,3.0,2.0,9.0,6.0,11,2.0,8.0,4.0,22.0,16,20,21.0,,13.0,7.0,5.0,6.0,6.0,6.0,,12.0,12.0,7.0,25,5.0,37,18.0,55,9.0,6.0,3.0,4.0,1.0,13.0,1.0,3.0,1.0,17,7.0,11.0,25.0,4.0,22,25.0,2.0,13.0,22.0,171,3.0,0.4444444444444444,0.5,1.0,0.3684210526315789,0.3333333333333333,0.25,0.3684210526315789,0.375,0.5454545454545454,0.4253731343283582,0.2692307692307692,0.47368421052631576,0.47468354430379744,0.32142857142857145,0.5,0.2835820895522388,0.10416666666666667,0.23809523809523808,17.235188509874327,0.23529411764705882,0.3125,0.1893939393939394,0.06315789473684211,0.10144927536231885,0.15920398009950248,0.06854838709677419,0.1111111111111111,0.025,0.10638297872340426,0.3076923076923077,0.11666666666666667,,0.31343283582089554,0.5238095238095238,0.6875,0.45454545454545453,0.1044776119402985,0.29850746268656714,0.08955223880597014,,,,0.19402985074626866,0.5384615384615384,0.5384615384615384,1.0,0.6153846153846154,0.15384615384615385,,0.07692307692307693,0.3157894736842105,0.6666666666666666,0.15789473684210525,,0.2631578947368421,0.4,0.5970149253731343,0.5384615384615384,0.4842447761194029,0.5249777777777778,0.48517368421052637,0.16666666666666666,0.22033898305084745,0.12,0.29333333333333333,9.616666666666669,25.00526315789474,0.3625,2.0,,7.0,2.0,,,,5.0,1.0,2.0,1.0,3.0,2.0,,0.2,,0.08620689655172414,0.07142857142857142,0.0975609756097561,0.058823529411764705,0.12121212121212122,0.6666666666666666,,,,0.35,0.35,0.42857142857142855,0.25,,3.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05263157894736842,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,3043.0,51,-33.0,91,94,15,19,13,185,4.0,6,1.0,,1.0,4.0,9.0,,1.0,,,,1.0,1.0,3.0,,,,5,19,1.0,4.0,5.0,18,113,2.0,,,,2.0,,1,,1.0,,,6,4,3.0,,3.0,1.0,1.0,2.0,2.0,1.0,,4.0,,2.0,3,,5,2.0,7,,,,1.0,1.0,,,,,1,,,1.0,,5,5.0,,2.0,,15,1.0,0.6,0.6,1.0,0.25,,,0.25,0.2631578947368421,,0.2826086956521739,0.5,,0.34,0.5,,0.17391304347826086,0.05263157894736842,,24.76190476190476,1.0,,0.10344827586206896,,0.16666666666666666,0.12195121951219512,0.04,,,,0.15384615384615385,0.16666666666666666,,0.2608695652173913,0.6666666666666666,0.6666666666666666,0.5,0.17391304347826086,0.391304347826087,0.043478260869565216,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,0.5,,0.5,,,,0.43478260869565216,0.3333333333333333,0.46010434782608695,0.4474,0.44075,0.08,0.09523809523809523,0.1111111111111111,,11.578947368421053,24.775000000000002,0.16483516483516483,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,0.5,,0.18181818181818182,,0.14285714285714285,0.25,0.14285714285714285,,0.25,0.25,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,,,,,,True,,,,,,,,,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,6765.0,113,-25.0,219,218,109,98,33,437,8.0,8,3.0,5.0,5.0,3.0,6.0,3.0,8.0,,2.0,1.0,3.0,6.0,8.0,,1.0,2.0,11,17,9.0,16.0,14.0,63,243,5.0,,2.0,3.0,11.0,7.0,9,2.0,5.0,6.0,26.0,8,14,27.0,,8.0,6.0,,9.0,12.0,4.0,1.0,27.0,3.0,9.0,11,1.0,21,5.0,26,7.0,6.0,1.0,3.0,3.0,2.0,,,,5,3.0,4.0,11.0,1.0,12,17.0,1.0,4.0,24.0,106,2.0,0.36363636363636365,0.4444444444444444,1.0,0.5625,,0.4,0.5625,0.6470588235294118,0.7777777777777778,0.7424242424242424,0.5714285714285714,0.7142857142857143,0.7625,0.625,0.7058823529411765,0.48484848484848486,,,17.647058823529413,0.6,0.125,0.16923076923076924,0.04,0.3,0.21052631578947367,0.0380952380952381,,0.06896551724137931,0.15,0.10714285714285714,0.2916666666666667,0.3333333333333333,0.24242424242424243,1.0,1.0,0.375,0.09090909090909091,0.18181818181818182,0.24242424242424243,0.375,0.375,1.0,0.24242424242424243,0.75,0.75,1.0,0.42857142857142855,0.2857142857142857,,,0.35714285714285715,1.0,0.21428571428571427,0.3333333333333333,0.14285714285714285,0.5,0.7272727272727273,0.75,0.5366984848484847,0.49000000000000005,0.5366035714285714,0.13513513513513514,0.2,0.1746031746031746,0.4126984126984127,8.658823529411764,24.487499999999997,0.4977168949771689,3.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,,0.8,,0.03333333333333333,0.05,0.05555555555555555,,0.29411764705882354,0.5,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,,,4.0,1.0,1.0,,,1.0,,3.0,2.0,1.0,,,1.0,0.07692307692307693,,,2.0,,1.0,1.0,1.0,1.0,0.08333333333333333,0.058823529411764705,,,,,,True,,,,,,,,,,
201953,1610612764,Eric Maynor,Eric Maynor,201953,WAS,2863.0,48,-27.0,89,91,19,53,11,180,1.0,3,,,,4.0,5.0,,,,,,,,7.0,2.0,,1.0,4,12,,7.0,1.0,9,102,2.0,,2.0,,2.0,,2,,1.0,,,4,4,,,7.0,,,4.0,8.0,1.0,,20.0,1.0,,1,,1,1.0,2,1.0,1.0,,2.0,2.0,2.0,2.0,,,4,1.0,1.0,4.0,,2,1.0,1.0,1.0,,19,1.0,0.5,0.5,,,,,,0.3333333333333333,,0.21052631578947367,0.25,,0.23684210526315788,0.25,,0.3684210526315789,,,22.33009708737864,0.5,,0.045454545454545456,0.025,,0.030303030303030304,0.02127659574468085,,0.06666666666666667,0.1,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.21052631578947367,0.2631578947368421,,,,,0.3684210526315789,,,,,,,0.5,,,,,0.3333333333333333,,0.5263157894736842,,0.4092473684210527,0.39249999999999996,0.2875666666666667,0.05263157894736842,0.08333333333333333,0.2222222222222222,,11.575000000000001,29.17142857142857,0.21348314606741572,,2.0,1.0,1.0,4.0,2.0,3.0,,,,,,,,0.5,,,,,,,,0.5,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,True,,,,,,,,,,
202686,1610612764,Jan Vesely,Jan Vesely,202686,WAS,4164.0,69,-7.0,133,134,40,53,22,267,2.0,3,2.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,3,9,,,4.0,10,130,4.0,,,,2.0,1.0,2,,,1.0,3.0,2,4,,,,,,1.0,2.0,1.0,,5.0,6.0,1.0,3,1.0,5,9.0,14,2.0,1.0,1.0,,,3.0,,,,3,1.0,3.0,9.0,1.0,6,6.0,,3.0,3.0,40,,0.3333333333333333,0.5,,,,,,0.3333333333333333,0.5,0.3333333333333333,0.25,0.5,0.4166666666666667,0.25,0.5,,,,9.493670886075948,,0.5,0.08333333333333333,0.10526315789473684,0.07692307692307693,0.08163265306122448,0.11688311688311688,0.25,0.08,0.07142857142857142,0.11764705882352941,0.09090909090909091,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.4444444444444444,0.2222222222222222,,,,,,,,,0.5,,,,1.0,0.5,,,,,0.3333333333333333,,0.42190000000000005,0.5726333333333333,0.61565,0.25,0.25,0.2,0.3,9.077777777777778,,0.3007518796992481,1.0,,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,,,0.25,,0.15,0.05,0.1875,,,,,,,0.5,0.5,,0.5,,2.0,,2.0,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,3429.0,57,6.0,113,119,43,77,12,232,5.0,10,2.0,3.0,4.0,1.0,6.0,,,,,,,2.0,5.0,1.0,,1.0,7,17,2.0,5.0,6.0,26,108,2.0,1.0,1.0,,3.0,5.0,8,,1.0,5.0,15.0,6,8,3.0,3.0,5.0,2.0,3.0,2.0,5.0,2.0,,13.0,1.0,1.0,2,,3,1.0,4,4.0,2.0,2.0,2.0,2.0,,,,,2,1.0,2.0,3.0,,7,7.0,3.0,4.0,15.0,42,,0.42857142857142855,0.42857142857142855,0.5,0.4,1.0,,0.4,0.4117647058823529,0.625,0.45454545454545453,0.5,0.5555555555555556,0.5416666666666666,0.5,0.75,0.22727272727272727,0.17647058823529413,0.3,20.155038759689923,1.0,,0.08,0.023255813953488372,0.05555555555555555,0.06976744186046512,0.017857142857142856,0.08333333333333333,,0.08333333333333333,,0.0625,,0.45454545454545453,0.5,0.7142857142857143,0.6,0.045454545454545456,0.2727272727272727,,,,,0.22727272727272727,0.4,0.4,0.5,0.6666666666666666,,,0.3333333333333333,0.4444444444444444,0.75,,,0.1111111111111111,,0.6818181818181818,0.4,0.5208204545454546,0.5564,0.5228722222222222,0.17391304347826086,0.2222222222222222,0.11538461538461539,0.5769230769230769,7.376470588235295,26.159999999999997,0.3805309734513274,,1.0,1.0,,3.0,3.0,,,,,,,,,,,,,,,0.2,,1.0,1.0,,0.16666666666666666,0.16666666666666666,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,2470.0,41,,76,77,12,14,10,153,5.0,8,,,1.0,7.0,2.0,,,,,,,,,,,,7,17,,,1.0,15,74,,,,,,1.0,3,,,1.0,3.0,6,8,,,,,5.0,1.0,2.0,1.0,,5.0,,2.0,3,1.0,6,,6,1.0,,1.0,1.0,,,,1.0,,1,,1.0,4.0,,7,6.0,,3.0,3.0,10,1.0,0.42857142857142855,0.42857142857142855,,,,,,0.4117647058823529,0.3333333333333333,0.4117647058823529,,0.3333333333333333,0.375,,0.375,,0.29411764705882354,0.25,23.076923076923077,1.0,1.0,0.10714285714285714,,0.15384615384615385,0.12195121951219512,,,,0.08333333333333333,0.1111111111111111,0.2,,0.47058823529411764,0.625,0.8333333333333334,0.2,0.4117647058823529,0.11764705882352941,,,,,,,,,,,,,0.3333333333333333,,,,,,0.47058823529411764,,0.5322,,0.4826,0.15,0.15,,0.2,6.394117647058824,,0.15789473684210525,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,0.42857142857142855,,,,,0.14285714285714285,1.0,0.14285714285714285,0.25,1.0,0.5,0.5,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,
