EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,OffThreePtRebounds,PenaltyTurnovers,Charge Fouls,PenaltyFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,BlockedShortMidRange,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Accuracy,FTDefRebounds,DefFTReboundPct,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,410.0,7.0,-4.0,11,11,3,2,3.0,22,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,17.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.8,33.333333333333336,0.2,1.0,1.0,1.0,0.8,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.58495,0.51735,0.46425,0.2,26.3,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,6417.0,107.0,-3.0,194,199,52,46,28.0,393,8.0,14.0,2.0,5.0,,1.0,22.0,47.0,2.0,5.0,83.0,222.0,,1.0,12.0,6.0,5.0,2.0,3.0,13.0,1.0,29.0,2.0,1.0,52,0.2727272727272727,0.2857142857142857,1.0,0.4,0.4,0.46808510638297873,0.4807692307692308,0.6060606060606061,0.09615384615384616,32.59911894273128,0.2692307692307692,0.5714285714285714,0.6666666666666666,0.25,0.09615384615384616,0.4,0.4,1.0,,0.08333333333333333,0.36538461538461536,0.4,0.4611625000000001,0.48812500000000003,0.4083791666666667,8.917021276595746,25.020000000000003,0.26804123711340205,1.0,2.0,2.0,3.0,9.0,19.0,5.0,14.0,33.0,2.0,5.0,2.0,6.0,6.0,11.0,13.0,25.0,32.0,2.0,3.0,10.0,2.0,5.0,3.0,2.0,4.0,1.0,5.0,6.0,4.0,10.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,8.0,1.0,1.0,5.0,1.0,24.0,1.0,1.0,1.0,37.0,5.0,4.0,15.0,4.0,1.0,1.0,1.0,1.0,25.0,1.0,4.0,0.4,0.5454545454545454,0.4,0.5,0.5,0.6578947368421053,0.06382978723404255,0.14285714285714285,0.05263157894736842,0.625,0.07462686567164178,0.06153846153846154,0.03225806451612903,0.061224489795918366,0.0449438202247191,0.10714285714285714,0.058823529411764705,0.10526315789473684,0.10714285714285714,0.034482758620689655,0.041666666666666664,1.0,0.36538461538461536,0.47368421052631576,0.5,0.1111111111111111,0.2692307692307692,0.35714285714285715,0.35714285714285715,0.6,0.4,0.5,0.25,0.6666666666666666,0.24193548387096775,0.2631578947368421,0.07228915662650602,0.30120481927710846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202713,1610612765,Kyle Singler,Kyle Singler,202713,DET,8149.0,136.0,-41.0,253,253,86,91,38.0,506,2.0,7.0,3.0,6.0,,3.0,4.0,17.0,7.0,13.0,42.0,296.0,,5.0,4.0,21.0,5.0,3.0,,1.0,,2.0,3.0,3.0,86,0.5,0.5,1.0,0.5384615384615384,0.5833333333333334,0.23529411764705882,0.48333333333333334,0.5526315789473685,0.43333333333333335,14.379084967320262,0.23333333333333334,0.2857142857142857,0.3333333333333333,0.5,0.2,0.5,0.5,1.0,,0.2727272727272727,0.6666666666666666,0.6,0.5201,0.43216666666666664,0.51668,9.052941176470588,28.076923076923073,0.33992094861660077,,3.0,1.0,3.0,,4.0,2.0,6.0,13.0,,5.0,,,2.0,6.0,7.0,20.0,4.0,,2.0,1.0,,1.0,,,5.0,4.0,8.0,12.0,8.0,20.0,2.0,,3.0,2.0,1.0,3.0,2.0,6.0,,5.0,9.0,,8.0,,,1.0,16.0,,,4.0,4.0,3.0,3.0,3.0,1.0,20.0,,3.0,,0.3333333333333333,,0.5909090909090909,,0.625,0.11764705882352941,0.14285714285714285,0.25,0.5,0.11428571428571428,0.04854368932038835,0.10526315789473684,0.1111111111111111,0.05925925925925926,0.041666666666666664,0.07142857142857142,0.1,0.10714285714285714,0.0967741935483871,0.125,0.3333333333333333,0.13333333333333333,,,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.6,,0.2727272727272727,0.3333333333333333,0.11764705882352941,0.19047619047619047,,0.47619047619047616,4.0,7.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.6,0.09375,0.037037037037037035,0.1111111111111111,0.13636363636363635,0.14285714285714285,0.23333333333333334,0.5714285714285714,0.5714285714285714,1.0,0.18181818181818182,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202725,1610612765,Josh Harrellson,Josh Harrellson,202725,DET,1919.0,32.0,-9.0,59,60,25,17,10.0,119,3.0,7.0,,2.0,,1.0,3.0,9.0,,2.0,6.0,60.0,,1.0,2.0,,2.0,,,1.0,,2.0,,,25,0.3333333333333333,1.0,,,,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.18181818181818182,15.584415584415584,0.6363636363636364,0.42857142857142855,0.6,0.3333333333333333,0.18181818181818182,,,,,0.5,0.8181818181818182,,0.5075227272727272,0.552175,0.522975,3.8000000000000003,26.95,0.423728813559322,2.0,4.0,1.0,1.0,,1.0,,1.0,,2.0,5.0,,4.0,1.0,1.0,,2.0,4.0,4.0,2.0,1.0,,,1.0,,4.0,,1.0,1.0,5.0,6.0,1.0,,,,,1.0,,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,1.0,,1.0,,2.0,,,0.4,1.0,0.4,0.5,0.4,0.5,0.2222222222222222,0.2857142857142857,,,0.05555555555555555,0.13333333333333333,,0.03571428571428571,0.13157894736842105,0.21428571428571427,0.14285714285714285,,0.1111111111111111,,0.16666666666666666,,0.09090909090909091,,,,0.09090909090909091,,,,0.8,0.5,0.5,1.0,,,0.6666666666666666,0.3333333333333333,,,,,,,,1.0,,,,0.125,,0.14285714285714285,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203491,1610612765,Peyton Siva,Peyton Siva,203491,DET,13459.0,224.0,-32.0,411,416,155,127,67.0,827,8.0,25.0,7.0,23.0,3.0,4.0,11.0,32.0,7.0,25.0,54.0,460.0,3.0,5.0,2.0,9.0,23.0,7.0,15.0,34.0,3.0,83.0,9.0,2.0,155,0.09090909090909091,0.09090909090909091,0.42857142857142855,0.28,0.28,0.34375,0.37719298245614036,0.421875,0.43859649122807015,16.432865731462925,0.43859649122807015,0.32,0.4444444444444444,0.125,0.40350877192982454,0.30434782608695654,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.18181818181818182,0.8771929824561403,0.30434782608695654,0.5511140350877192,0.5603285714285715,0.5804272727272727,4.665624999999999,25.503999999999998,0.3771289537712895,1.0,3.0,6.0,15.0,1.0,2.0,2.0,5.0,11.0,1.0,4.0,,5.0,7.0,17.0,5.0,19.0,20.0,,8.0,19.0,12.0,13.0,1.0,5.0,1.0,3.0,9.0,12.0,2.0,14.0,,7.0,8.0,3.0,7.0,10.0,1.0,18.0,,6.0,27.0,,17.0,,1.0,,15.0,1.0,,7.0,1.0,1.0,1.0,1.0,,19.0,4.0,1.0,0.25,0.4117647058823529,0.35714285714285715,0.3181818181818182,0.35714285714285715,0.38,0.25,0.28,0.5,0.4444444444444444,0.07377049180327869,0.006369426751592357,0.04411764705882353,0.06315789473684211,0.00909090909090909,,,0.025,0.11764705882352941,0.017241379310344827,,,0.03508771929824561,0.5,1.0,,0.08771929824561403,0.4,0.4,,0.42857142857142855,0.3333333333333333,0.6818181818181818,0.4,0.1111111111111111,0.18421052631578946,0.09259259259259259,0.35185185185185186,,2.0,,1.0,,,,1.0,9.0,2.0,,0.015873015873015872,0.02040816326530612,,0.06451612903225806,0.2,0.03508771929824561,,,,0.045454545454545456,,,,1.0,1.0,12.0,2.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.125,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,8745.0,146.0,-22.0,260,265,94,68,41.0,525,4.0,9.0,7.0,13.0,1.0,4.0,10.0,23.0,12.0,18.0,61.0,300.0,1.0,5.0,14.0,33.0,13.0,7.0,5.0,13.0,2.0,31.0,5.0,2.0,94,0.7,0.7,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.43478260869565216,0.6829268292682927,0.6931818181818182,0.43902439024390244,17.307692307692307,0.21951219512195122,0.4444444444444444,0.4444444444444444,0.5,0.3170731707317073,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.25,0.2857142857142857,0.6585365853658537,0.5384615384615384,0.49698902439024395,0.4592,0.4403357142857143,7.334782608695653,25.044444444444444,0.36153846153846153,1.0,2.0,1.0,3.0,4.0,9.0,2.0,5.0,5.0,1.0,3.0,2.0,7.0,4.0,9.0,1.0,21.0,6.0,,2.0,8.0,3.0,5.0,,3.0,2.0,6.0,10.0,18.0,6.0,24.0,,3.0,6.0,,5.0,4.0,1.0,10.0,2.0,6.0,16.0,,7.0,2.0,1.0,,7.0,1.0,,4.0,,1.0,,1.0,,21.0,3.0,,0.3333333333333333,0.4444444444444444,0.625,0.7142857142857143,0.7,0.75,0.08695652173913043,,0.2222222222222222,0.6,0.12987012987012986,0.019801980198019802,0.13636363636363635,0.1322314049586777,0.04225352112676056,0.021739130434782608,,0.16,0.11764705882352941,0.15384615384615385,,,0.21951219512195122,0.4444444444444444,0.5714285714285714,0.75,0.12195121951219512,0.4,0.4,1.0,0.5,0.5,0.21428571428571427,0.3333333333333333,0.09090909090909091,0.15384615384615385,0.11475409836065574,0.3442622950819672,5.0,5.0,1.0,1.0,3.0,4.0,,4.0,3.0,,0.8,0.0975609756097561,0.029411764705882353,0.10526315789473684,0.1111111111111111,,0.12195121951219512,1.0,1.0,1.0,0.07142857142857142,1.0,0.75,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203484,1610612765,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DET,7676.0,128.0,-15.0,230,233,79,57,40.0,463,6.0,10.0,6.0,20.0,2.0,6.0,9.0,27.0,7.0,23.0,43.0,252.0,2.0,8.0,8.0,15.0,20.0,6.0,1.0,1.0,1.0,3.0,5.0,3.0,79,0.4444444444444444,0.4444444444444444,0.7142857142857143,0.30434782608695654,0.30434782608695654,0.3333333333333333,0.39,0.4056603773584906,0.46,19.28571428571429,0.2,0.6,0.75,0.3333333333333333,0.4,0.3,0.3,0.6666666666666666,0.4,0.375,0.66,0.3,0.505572,0.5132166666666667,0.506178125,12.174074074074074,25.073913043478264,0.34347826086956523,,1.0,2.0,3.0,,1.0,3.0,16.0,4.0,,3.0,2.0,2.0,4.0,8.0,2.0,19.0,10.0,,2.0,,,,,,4.0,2.0,7.0,9.0,4.0,13.0,,2.0,,1.0,,1.0,,1.0,1.0,10.0,12.0,,9.0,,2.0,1.0,6.0,,,2.0,1.0,3.0,2.0,3.0,1.0,19.0,,1.0,,0.5,,0.53125,0.16666666666666666,0.5588235294117647,0.07407407407407407,0.2,,,0.0875,0.045454545454545456,0.05555555555555555,0.07758620689655173,0.030303030303030304,0.07142857142857142,,0.03333333333333333,0.2,0.0625,,0.3333333333333333,0.02,,,,0.32,0.1875,0.1875,0.6666666666666666,0.2,,0.1875,0.6666666666666666,0.038461538461538464,0.06896551724137931,0.046511627906976744,0.4418604651162791,1.0,3.0,1.0,2.0,2.0,3.0,,,,,0.375,,0.034482758620689655,,,,0.06,0.3333333333333333,0.3333333333333333,1.0,0.125,0.5,0.3333333333333333,1.0,,,6.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202328,1610612765,Greg Monroe,Greg Monroe,202328,DET,5109.0,85.0,-34.0,154,156,59,62,28.0,310,12.0,27.0,,,,,17.0,43.0,,,39.0,201.0,,,18.0,,,,1.0,3.0,,7.0,3.0,1.0,59,0.5294117647058824,0.6428571428571429,,,,0.3953488372093023,0.3953488372093023,0.4148936170212766,,27.604166666666668,0.627906976744186,0.4444444444444444,0.5454545454545454,0.5833333333333334,,,,,,,0.627906976744186,,0.5233209302325581,0.5459400000000001,0.6005642857142858,4.234883720930233,,0.38311688311688313,4.0,9.0,4.0,11.0,4.0,12.0,1.0,4.0,5.0,4.0,12.0,1.0,9.0,5.0,14.0,3.0,13.0,16.0,6.0,7.0,2.0,1.0,2.0,,,8.0,3.0,4.0,8.0,10.0,18.0,4.0,2.0,1.0,1.0,,5.0,1.0,6.0,,,7.0,1.0,10.0,,,1.0,9.0,1.0,,5.0,,,,,,13.0,1.0,,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.34615384615384615,0.38235294117647056,0.16279069767441862,0.18518518518518517,0.16666666666666666,0.16666666666666666,0.0851063829787234,0.11428571428571428,0.15789473684210525,0.10606060606060606,0.10227272727272728,0.1388888888888889,0.1875,,0.05263157894736842,0.2,0.21052631578947367,,0.27906976744186046,0.3333333333333333,0.4,0.5,0.09302325581395349,0.25,0.25,,0.75,0.4444444444444444,0.7857142857142857,0.36363636363636365,0.10638297872340426,0.10638297872340426,0.23076923076923078,0.3333333333333333,,,,,,,,1.0,4.0,2.0,,0.05555555555555555,,0.07142857142857142,0.25,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.3333333333333333,,1.0,0.1111111111111111,0.25,,True,,,,,,,,,,,,,,,,,,,,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,18.0,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203502,1610612765,Tony Mitchell,Tony Mitchell,203502,DET,2535.0,42.0,16.0,80,81,53,28,15.0,161,1.0,3.0,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,9.0,59.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,3.0,4.0,3.0,53,,,1.0,1.0,1.0,0.2,0.4166666666666667,0.5,0.16666666666666666,11.34020618556701,0.5,0.3333333333333333,1.0,,0.16666666666666666,1.0,1.0,1.0,,0.3333333333333333,0.6666666666666666,1.0,0.5267333333333334,0.590575,0.5321333333333333,7.58,24.8,0.6625,1.0,3.0,1.0,2.0,,,,2.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,,1.0,,,,2.0,4.0,4.0,8.0,5.0,13.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,3.0,,,,6.0,,,2.0,1.0,3.0,1.0,3.0,2.0,7.0,,1.0,0.25,0.5,0.25,0.8333333333333334,0.3333333333333333,0.7,0.4,0.6666666666666666,,0.5,0.19047619047619047,0.07407407407407407,0.21052631578947367,0.2,0.10638297872340426,0.2,,0.3333333333333333,,0.23529411764705882,,0.6666666666666666,,,,,0.3333333333333333,,,,0.75,0.3333333333333333,0.6666666666666666,0.5,0.25,0.2857142857142857,0.4444444444444444,0.7777777777777778,,,,,1.0,1.0,,3.0,2.0,1.0,1.0,0.15,,0.15789473684210525,0.6666666666666666,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,
