EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,OffAtRimReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,on,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedCorner3
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,10587.0,176,17,344,342,48.0,27.0,45,686,16.0,25.0,5.0,5.0,1.0,5.0,14.0,20.0,48.0,41.0,87.0,16.0,98.0,348,7.0,11.0,4.0,18.0,5.0,9.0,10.0,62.0,20.0,4.0,4.0,12.0,4.0,16.0,1.0,3.0,9.0,1.0,2.0,36.0,5.0,10.0,12.0,44,2.0,58,15.0,73,1.0,3.0,1.0,2.0,11.0,2.0,7.0,10.0,2.0,4.0,1.0,21.0,4.0,2.0,3.0,9.0,1.0,2.0,25.0,1.0,1.0,28.0,4.0,16.0,10.0,7.0,3.0,10.0,8.0,2.0,1.0,10.0,48.0,1.0,0.7560975609756098,0.7948717948717948,0.47126436781609193,0.6363636363636364,0.5555555555555556,0.47126436781609193,0.6363636363636364,0.5555555555555556,0.494949494949495,0.6923076923076923,0.5,0.04597701149425287,0.12,0.07142857142857142,30.848329048843187,0.5238095238095238,0.25,0.33587786259541985,0.08547008547008547,0.32432432432432434,0.1724137931034483,0.3333333333333333,0.10273972602739725,0.21875,0.05357142857142857,0.16666666666666666,0.18181818181818182,0.45,0.37037037037037035,0.25,0.32142857142857145,0.3333333333333333,0.023809523809523808,0.8,0.28735632183908044,0.64,0.7272727272727273,0.6875,0.16091954022988506,0.35714285714285715,0.38461538461538464,0.4,0.5517241379310345,0.4166666666666667,0.4166666666666667,0.9,0.45454545454545453,1.0,0.4,0.1111111111111111,0.28735632183908044,0.4565919540229885,0.49957500000000005,0.4182666666666666,0.16161616161616163,0.16161616161616163,0.1836734693877551,0.10204081632653061,11.904597701149426,0.13953488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,22334.0,372,142,755,750,214.0,174.0,68,1505,36.0,53.0,3.0,5.0,13.0,13.0,27.0,6.0,23.0,55.0,103.0,45.0,212.0,723,5.0,7.0,2.0,12.0,18.0,31.0,72.0,30.0,80.0,2.0,10.0,57.0,26.0,83.0,13.0,13.0,39.0,9.0,9.0,192.0,5.0,4.0,15.0,45,,60,9.0,69,2.0,17.0,6.0,11.0,23.0,10.0,19.0,17.0,3.0,4.0,3.0,40.0,2.0,11.0,13.0,29.0,,1.0,48.0,1.0,,51.0,4.0,18.0,5.0,3.0,2.0,5.0,2.0,,,72.0,214.0,3.0,0.2727272727272727,0.2777777777777778,0.5339805825242718,0.7142857142857143,0.5806451612903226,0.521875,0.4166666666666667,0.5,0.5796703296703297,0.4230769230769231,0.6,0.0970873786407767,0.09433962264150944,0.14814814814814814,26.779252110977083,0.575,,0.15901060070671377,0.021505376344086023,0.17045454545454544,0.0423728813559322,0.16172506738544473,0.029605263157894735,0.03636363636363636,0.03076923076923077,0.04878048780487805,0.027777777777777776,0.07792207792207792,0.13953488372093023,0.225,0.15942028985507245,0.21052631578947367,0.029411764705882353,0.4,0.33125,0.6792452830188679,0.75,0.3055555555555556,0.16875,0.48148148148148145,0.5652173913043478,0.23076923076923078,0.14375,0.2608695652173913,0.2727272727272727,0.16666666666666666,0.4166666666666667,0.6,0.3333333333333333,0.2708333333333333,0.6875,0.5179345911949685,0.522888888888889,0.4877276595744681,0.10857142857142857,0.15384615384615385,0.05660377358490566,0.33962264150943394,7.084466019417475,0.28344370860927154,10.0,1.0,6.0,1.0,2.0,18.0,51.0,4.0,4.0,15.0,19.0,57.0,5.0,4.0,17.0,24.0,42.0,15.0,1.0,50.0,18.0,5.0,3.0,9.0,1.0,2.0,1.0,7.0,7.0,0.7368421052631579,0.3333333333333333,0.23529411764705882,0.3392857142857143,0.35625,0.08771929824561403,0.043478260869565216,0.16666666666666666,0.0784313725490196,0.0375,0.16666666666666666,0.2,1.0,0.31875,0.35294117647058826,0.3829787234042553,0.7222222222222222,0.08333333333333333,0.3333333333333333,0.7692307692307693,0.041666666666666664,0.3125,0.26666666666666666,0.36,0.017241379310344827,25.26842105263158,,,,,,,,,,,,,,,,,,,,True,,,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,31619.0,527,70,1043,1050,242.0,257.0,110,2093,30.0,43.0,4.0,6.0,8.0,12.0,24.0,22.0,50.0,64.0,117.0,46.0,273.0,1103,10.0,20.0,5.0,37.0,17.0,26.0,77.0,90.0,38.0,6.0,11.0,33.0,20.0,53.0,14.0,6.0,22.0,7.0,4.0,126.0,1.0,9.0,12.0,39,2.0,53,10.0,63,3.0,9.0,7.0,2.0,17.0,7.0,12.0,16.0,3.0,5.0,4.0,33.0,3.0,7.0,17.0,36.0,,1.0,50.0,,1.0,52.0,8.0,17.0,2.0,2.0,,2.0,,,,73.0,240.0,5.0,0.703125,0.7377049180327869,0.5470085470085471,0.5,0.6538461538461539,0.6005291005291006,0.6153846153846154,0.5909090909090909,0.6490384615384616,0.6851851851851852,0.7129629629629629,0.09401709401709402,0.11627906976744186,0.08333333333333333,20.563139931740615,0.5151515151515151,0.08333333333333333,0.09848484848484848,0.03146853146853147,0.0967741935483871,0.006666666666666667,0.09807692307692308,0.022935779816513763,0.022222222222222223,0.018018018018018018,0.008849557522123894,,0.04201680672268908,0.09166666666666666,0.1464968152866242,0.10309278350515463,0.07407407407407407,0.039473684210526314,,0.2275132275132275,0.6976744186046512,0.7894736842105263,0.6,0.12698412698412698,0.5,0.5454545454545454,0.5833333333333334,0.26455026455026454,0.44,0.4782608695652174,0.9090909090909091,0.23076923076923078,0.6666666666666666,,0.18181818181818182,0.6084656084656085,0.4987823529411764,0.484881818181818,0.48288604651162786,0.1,0.1349206349206349,0.13553113553113552,0.28205128205128205,10.139316239316237,0.23202301054650049,7.0,11.0,22.0,3.0,4.0,22.0,50.0,3.0,4.0,14.0,33.0,72.0,6.0,6.0,18.0,25.0,93.0,6.0,2.0,48.0,22.0,,,3.0,2.0,3.0,3.0,8.0,6.0,0.9393939393939394,0.4583333333333333,0.3333333333333333,0.4714285714285714,0.38095238095238093,,0.08,,,0.1164021164021164,0.5,0.5,1.0,0.26455026455026454,0.44,0.44,0.9090909090909091,0.11538461538461539,0.11538461538461539,0.875,0.09090909090909091,0.3181818181818182,0.2857142857142857,0.4583333333333333,0.04054054054054054,25.880555555555556,3.0,2.0,1.0,4.0,1.0,3.0,1.0,0.6666666666666666,0.058823529411764705,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,True,,,,
201965,1610612759,Jeff Ayres,Jeff Ayres,201965,SAS,57137.0,952,119,1893,1892,440.0,431.0,202,3785,84.0,120.0,19.0,31.0,27.0,11.0,29.0,6.0,25.0,101.0,174.0,38.0,240.0,1973,19.0,35.0,9.0,47.0,25.0,39.0,55.0,160.0,42.0,32.0,17.0,39.0,21.0,60.0,13.0,8.0,18.0,6.0,15.0,141.0,17.0,71.0,44.0,107,18.0,169,89.0,258,5.0,13.0,5.0,8.0,30.0,2.0,22.0,33.0,4.0,8.0,3.0,63.0,7.0,13.0,79.0,146.0,3.0,17.0,69.0,7.0,12.0,55.0,4.0,29.0,25.0,16.0,9.0,25.0,18.0,3.0,1.0,55.0,437.0,8.0,0.7920792079207921,0.9411764705882353,0.5804597701149425,0.5428571428571428,0.6410256410256411,0.5804597701149425,0.5428571428571428,0.6410256410256411,0.6,0.573170731707317,0.625,0.09770114942528736,0.11666666666666667,0.10344827586206896,12.31203007518797,0.47619047619047616,0.32727272727272727,0.1589895988112927,0.12769784172661872,0.1896551724137931,0.06614785992217899,0.16685082872928178,0.10824108241082411,0.16875,0.08438818565400844,0.07936507936507936,0.029411764705882353,0.15135135135135136,0.16981132075471697,0.15579710144927536,0.20108695652173914,0.14583333333333334,0.08928571428571429,0.72,0.6896551724137931,0.7,0.7924528301886793,0.7976190476190477,0.16666666666666666,0.3793103448275862,0.4230769230769231,0.7272727272727273,0.14367816091954022,0.24,0.24,0.8333333333333334,0.8857142857142857,0.6129032258064516,0.15789473684210525,0.6923076923076923,0.6896551724137931,0.5576126436781609,0.5695382352941175,0.5691076923076922,0.1457286432160804,0.1457286432160804,0.19583333333333333,0.22916666666666666,4.754022988505748,0.2324352879027998,21.0,,,,,,,,,,,,,,,5.0,,,,,,,10.0,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.7777777777777778,,,,,,,,,,,1.0,15.0,,,0.1509433962264151,,,,,,1.0,0.025,,,,True,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,34208.0,570,134,1134,1137,234.0,265.0,116,2271,32.0,40.0,2.0,5.0,6.0,11.0,23.0,38.0,74.0,81.0,137.0,21.0,366.0,1139,5.0,16.0,2.0,30.0,10.0,18.0,65.0,70.0,92.0,2.0,5.0,44.0,23.0,67.0,18.0,5.0,27.0,5.0,12.0,157.0,6.0,5.0,11.0,39,,50,11.0,61,2.0,25.0,17.0,8.0,18.0,2.0,10.0,7.0,2.0,8.0,,25.0,2.0,3.0,12.0,41.0,,3.0,42.0,3.0,5.0,26.0,4.0,7.0,5.0,2.0,3.0,5.0,1.0,,,65.0,233.0,6.0,0.43209876543209874,0.4375,0.5912408759124088,0.3125,0.5555555555555556,0.6205035971223022,0.5185185185185185,0.6511627906976745,0.6376306620209059,0.5357142857142857,0.6770833333333334,0.0364963503649635,0.1,0.043478260869565216,24.489795918367346,0.72,,0.09198113207547169,0.016339869281045753,0.08270676691729323,0.03333333333333333,0.08976660682226212,0.02263374485596708,,0.02459016393442623,0.029197080291970802,0.046511627906976744,0.06796116504854369,0.0728476821192053,0.12352941176470589,0.07547169811320754,0.1111111111111111,0.015625,0.2,0.14388489208633093,0.8,0.8888888888888888,0.6875,0.08273381294964029,0.4782608695652174,0.5,0.5454545454545454,0.26618705035971224,0.5135135135135135,0.5135135135135135,0.18421052631578946,0.18518518518518517,0.4,,0.13953488372093023,0.6510791366906474,0.5178438628158846,0.48096875000000006,0.5126872093023256,0.038869257950530034,0.05,0.08196721311475409,0.17759562841530055,11.86496350364963,0.20634920634920634,5.0,26.0,46.0,3.0,7.0,35.0,95.0,8.0,9.0,18.0,61.0,141.0,11.0,12.0,25.0,9.0,144.0,39.0,1.0,94.0,35.0,,4.0,4.0,1.0,,4.0,4.0,4.0,0.7868852459016393,0.4326241134751773,0.48,0.4357142857142857,0.5071942446043165,,,,,0.16546762589928057,0.5652173913043478,0.5652173913043478,1.0,0.34172661870503596,0.3684210526315789,0.3684210526315789,0.6285714285714286,0.1111111111111111,0.2962962962962963,0.8333333333333334,0.16279069767441862,0.4186046511627907,0.5,0.3723404255319149,0.027972027972027972,24.83900709219859,1.0,3.0,5.0,6.0,,2.0,2.0,0.5454545454545454,0.02197802197802198,0.3333333333333333,1.0,0.625,1.0,0.42857142857142855,,,1.0,,,True,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,15832.0,264,-2,513,508,103.0,50.0,61,1021,22.0,39.0,2.0,3.0,12.0,16.0,38.0,20.0,40.0,58.0,117.0,27.0,152.0,548,2.0,6.0,2.0,6.0,6.0,21.0,29.0,34.0,82.0,,6.0,41.0,13.0,54.0,9.0,4.0,22.0,3.0,16.0,121.0,,1.0,9.0,8,2.0,19,1.0,20,,7.0,6.0,1.0,11.0,5.0,9.0,7.0,,2.0,1.0,18.0,4.0,6.0,4.0,8.0,,,25.0,,1.0,30.0,2.0,10.0,1.0,1.0,,1.0,,,,29.0,102.0,,0.29310344827586204,0.29310344827586204,0.49572649572649574,0.3333333333333333,0.2857142857142857,0.4921259842519685,0.25,0.32608695652173914,0.5390070921985816,0.3333333333333333,0.46774193548387094,0.05128205128205128,0.1282051282051282,0.02631578947368421,27.461139896373055,0.6111111111111112,0.18181818181818182,0.04597701149425287,0.00558659217877095,0.14516129032258066,,0.07203389830508475,0.00423728813559322,,,,,,0.07692307692307693,0.060240963855421686,0.13725490196078433,0.18181818181818182,,,0.30708661417322836,0.5641025641025641,0.6470588235294118,0.2727272727272727,0.2992125984251969,0.42105263157894735,0.43243243243243246,0.375,0.31496062992125984,0.5,0.5,0.25,0.375,0.6666666666666666,,0.5217391304347826,0.3858267716535433,0.47413110236220496,0.5025071428571428,0.5131326086956522,0.07407407407407407,0.08,0.039473684210526314,0.19078947368421054,9.25299145299145,0.20077972709551656,3.0,3.0,7.0,,2.0,,3.0,2.0,,,3.0,10.0,2.0,1.0,2.0,14.0,9.0,,,3.0,,,,1.0,3.0,,,6.0,6.0,1.0,0.3,0.5,0.3,0.07874015748031496,,,,,0.05511811023622047,0.42857142857142855,0.42857142857142855,1.0,0.023622047244094488,,,,,0.25,0.25,0.08695652173913043,,,,,23.93,,1.0,,,,1.0,,,0.021739130434782608,,,,,0.5,,,,,,True,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,17542.0,292,53,586,586,121.0,121.0,65,1172,8.0,13.0,,,5.0,3.0,6.0,4.0,18.0,15.0,37.0,12.0,99.0,574,1.0,2.0,3.0,20.0,4.0,7.0,15.0,22.0,8.0,,2.0,10.0,3.0,13.0,3.0,,4.0,2.0,4.0,29.0,1.0,,13.0,27,1.0,41,1.0,42,1.0,12.0,8.0,4.0,7.0,3.0,7.0,8.0,,,,15.0,,1.0,14.0,24.0,1.0,2.0,9.0,,1.0,16.0,1.0,4.0,10.0,7.0,1.0,10.0,7.0,,,15.0,121.0,1.0,0.7333333333333333,0.7333333333333333,0.40540540540540543,0.5,0.5714285714285714,0.4887640449438202,0.9444444444444444,0.4666666666666667,0.5210526315789473,0.9090909090909091,0.46875,0.05405405405405406,0.15384615384615385,,16.666666666666668,0.4666666666666667,0.05,0.1377551020408163,,0.15853658536585366,0.0125,0.14388489208633093,0.0038910505836575876,,,0.01818181818181818,,0.13559322033898305,0.11475409836065574,0.15789473684210525,0.16923076923076924,0.11764705882352941,0.0196078431372549,0.7,0.14606741573033707,0.6153846153846154,0.7272727272727273,0.75,0.06741573033707865,0.5,0.5,0.6666666666666666,0.20224719101123595,0.2222222222222222,0.2222222222222222,0.75,,,,0.3333333333333333,0.7303370786516854,0.5339955056179774,0.5392428571428571,0.5383,0.07446808510638298,0.1,0.20202020202020202,0.15151515151515152,10.44054054054054,0.20648464163822525,4.0,5.0,18.0,2.0,,14.0,34.0,5.0,2.0,8.0,19.0,52.0,7.0,2.0,8.0,1.0,57.0,,,34.0,14.0,,,1.0,1.0,,3.0,1.0,1.0,1.0,0.36538461538461536,0.25,0.36538461538461536,0.5842696629213483,,,,,0.20224719101123595,0.2777777777777778,0.2777777777777778,1.0,0.38202247191011235,0.4117647058823529,0.4117647058823529,1.0,0.2222222222222222,0.5555555555555556,0.8,,0.5333333333333333,0.25,0.4117647058823529,0.05555555555555555,24.873076923076916,1.0,,4.0,5.0,1.0,2.0,1.0,0.7142857142857143,,0.5,1.0,0.8,1.0,,,,,2.0,1.0,True,,,,
201986,1610612759,Nando De Colo,Nando De Colo,201986,SAS,6633.0,111,-15,219,221,57.0,54.0,25,440,9.0,12.0,,,2.0,,2.0,2.0,7.0,11.0,21.0,1.0,41.0,252,,,,3.0,1.0,4.0,9.0,18.0,4.0,,1.0,8.0,3.0,11.0,1.0,2.0,5.0,2.0,1.0,25.0,1.0,1.0,3.0,10,,13,2.0,15,1.0,4.0,3.0,1.0,3.0,,2.0,1.0,,1.0,1.0,4.0,,2.0,4.0,9.0,,,6.0,,,3.0,1.0,1.0,,,,,,,,9.0,57.0,3.0,0.8181818181818182,0.8181818181818182,0.5238095238095238,,0.25,0.5714285714285714,0.75,0.5,0.5694444444444444,0.75,0.5,0.047619047619047616,0.08333333333333333,,16.0,0.75,,0.13513513513513514,0.014084507042253521,0.11538461538461539,0.03571428571428571,0.13,0.020202020202020204,,0.03125,,0.125,0.125,0.09523809523809523,0.16216216216216217,0.16666666666666666,,0.058823529411764705,,0.34285714285714286,0.75,0.8181818181818182,0.8888888888888888,0.05714285714285714,,,,0.2,0.2857142857142857,0.2857142857142857,0.5,,,,0.25,0.7428571428571429,0.5171014285714286,0.60345,0.51960625,0.02857142857142857,0.047619047619047616,0.07317073170731707,0.21951219512195122,7.923809523809524,0.2602739726027397,1.0,2.0,3.0,1.0,,4.0,11.0,1.0,2.0,4.0,6.0,14.0,2.0,2.0,4.0,1.0,15.0,3.0,,11.0,4.0,,,1.0,,,,1.0,1.0,0.8333333333333334,0.42857142857142855,0.5,0.42857142857142855,0.4,,,,,0.08571428571428572,0.6666666666666666,0.6666666666666666,1.0,0.3142857142857143,0.36363636363636365,0.36363636363636365,0.75,0.5,0.5,0.5,,0.5,0.5,0.36363636363636365,,24.814285714285713,1.0,,,1.0,,1.0,,0.5,,1.0,1.0,,,,,,,,,True,,,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,18959.0,316,-27,630,627,193.0,217.0,63,1257,22.0,34.0,1.0,4.0,15.0,13.0,27.0,16.0,34.0,51.0,95.0,29.0,140.0,713,5.0,9.0,,10.0,18.0,34.0,50.0,36.0,66.0,2.0,8.0,35.0,11.0,46.0,10.0,1.0,13.0,6.0,16.0,103.0,2.0,8.0,10.0,19,1.0,30,10.0,40,4.0,11.0,8.0,3.0,11.0,4.0,8.0,13.0,,3.0,1.0,24.0,2.0,11.0,17.0,35.0,2.0,4.0,30.0,,,37.0,4.0,16.0,6.0,3.0,2.0,6.0,4.0,,,48.0,191.0,4.0,0.35294117647058826,0.36,0.5368421052631579,0.5555555555555556,0.5294117647058824,0.5091743119266054,0.45454545454545453,0.47368421052631576,0.56,0.4166666666666667,0.5434782608695652,0.08421052631578947,0.14705882352941177,0.1111111111111111,21.104815864022665,0.4583333333333333,0.047619047619047616,0.09134615384615384,0.042105263157894736,0.12987012987012986,0.03076923076923077,0.10175438596491228,0.0392156862745098,0.01818181818181818,0.047619047619047616,0.038461538461538464,,0.06896551724137931,0.0958904109589041,0.1038961038961039,0.13114754098360656,0.125,0.0851063829787234,0.6666666666666666,0.3119266055045872,0.6470588235294118,0.7586206896551724,0.45454545454545453,0.24770642201834864,0.48148148148148145,0.5416666666666666,0.15384615384615385,0.3119266055045872,0.47058823529411764,0.47058823529411764,0.375,0.36363636363636365,0.25,,0.39473684210526316,0.44036697247706424,0.4786339449541284,0.48236999999999997,0.49428026315789486,0.13934426229508196,0.14953271028037382,0.07142857142857142,0.35714285714285715,9.522105263157895,0.30634920634920637,8.0,2.0,8.0,1.0,1.0,1.0,6.0,1.0,,3.0,3.0,14.0,2.0,,4.0,14.0,9.0,,,6.0,1.0,,3.0,3.0,2.0,,1.0,3.0,2.0,1.0,0.21428571428571427,,0.21428571428571427,0.12844036697247707,,,,,0.07339449541284404,0.25,0.25,1.0,0.05504587155963303,0.16666666666666666,0.16666666666666666,1.0,0.09090909090909091,0.09090909090909091,0.5333333333333333,0.02631578947368421,0.07894736842105263,,0.16666666666666666,0.06666666666666667,24.2,,,,,,,,,0.058823529411764705,,,,,,,,,1.0,,True,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,16227.0,270,39,531,531,75.0,58.0,57,1062,26.0,33.0,3.0,3.0,6.0,8.0,18.0,13.0,25.0,47.0,76.0,12.0,136.0,557,4.0,5.0,,8.0,7.0,14.0,16.0,42.0,52.0,4.0,5.0,12.0,13.0,25.0,9.0,4.0,8.0,1.0,3.0,63.0,3.0,4.0,11.0,23,3.0,37,7.0,44,1.0,21.0,12.0,9.0,5.0,1.0,3.0,4.0,,2.0,2.0,9.0,1.0,1.0,9.0,14.0,1.0,,18.0,,,14.0,4.0,9.0,3.0,2.0,1.0,3.0,1.0,,,16.0,74.0,,0.44680851063829785,0.4666666666666667,0.618421052631579,0.8,0.5,0.6262626262626263,0.8,0.4375,0.6538461538461539,0.8,0.47058823529411764,0.06578947368421052,0.09090909090909091,0.1111111111111111,18.959731543624162,0.5555555555555556,0.21428571428571427,0.13690476190476192,0.024242424242424242,0.1527777777777778,0.04285714285714286,0.14166666666666666,0.029787234042553193,0.046511627906976744,0.023255813953488372,0.05454545454545454,,0.14285714285714285,0.046511627906976744,0.18421052631578946,0.1774193548387097,,0.02857142857142857,0.3333333333333333,0.3333333333333333,0.7878787878787878,0.8666666666666667,0.4230769230769231,0.18181818181818182,0.4444444444444444,0.5,0.375,0.25252525252525254,0.52,0.52,0.5384615384615384,0.6,1.0,0.3333333333333333,0.375,0.5656565656565656,0.5368848484848486,0.59475,0.49688125000000005,0.08653846153846154,0.1111111111111111,0.058823529411764705,0.11764705882352941,8.39342105263158,0.14124293785310735,4.0,7.0,11.0,,1.0,3.0,12.0,,,1.0,10.0,23.0,,,2.0,2.0,27.0,3.0,,12.0,3.0,,1.0,,1.0,,,,,0.9,0.43478260869565216,,0.43478260869565216,0.23232323232323232,,,,,0.1111111111111111,0.6363636363636364,0.6363636363636364,1.0,0.12121212121212122,0.25,0.25,0.6666666666666666,,,0.6666666666666666,0.0625,0.0625,,0.25,,23.97826086956522,,,,,,,,,,,,,,,,,,,,True,,,,
