EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,on,BlockedCorner3
101107,1610612762,Marvin Williams,Marvin Williams,101107,UTA,100415.0,1674,-174,3171,3159,769,728.0,352,6330,83.0,116.0,33.0,48.0,19.0,25.0,26.0,76.0,38.0,100.0,19.0,55.0,1.0,4.0,3.0,14.0,65.0,179.0,3.0,12.0,11.0,44.0,147.0,292.0,84.0,234.0,57.0,603.0,3577.0,40.0,65.0,4.0,16.0,3.0,95.0,32.0,57.0,14.0,58.0,32.0,138.0,178.0,116.0,249.0,3.0,56.0,5.0,174.0,65.0,16.0,1.0,49.0,29.0,78.0,16.0,13.0,29.0,8.0,12.0,185.0,21.0,60.0,1.0,60.0,165.0,27.0,252.0,82.0,334.0,12.0,54.0,37.0,17.0,27.0,6.0,16.0,26.0,11.0,1.0,3.0,53.0,7.0,11.0,54.0,151.0,3.0,6.0,10.0,72.0,7.0,4.0,2.0,73.0,9.0,31.0,2.0,7.0,30.0,1.0,1.0,20.0,10.0,31.0,19.0,1.0,2.0,136.0,762,20.0,6.0,0.6054421768707483,0.7478991596638656,0.9880952380952381,0.358974358974359,0.25,0.2413793103448276,0.36681222707423583,0.5034246575342466,0.6153846153846154,0.5614035087719298,0.5190114068441065,0.5679012345679012,0.4608695652173913,0.5412926391382405,0.572289156626506,0.518796992481203,0.4448669201520912,0.004273504273504274,0.0547945205479452,0.05172413793103448,0.13157894736842105,0.00558659217877095,17.05339670114621,0.5094339622641509,0.3068181818181818,0.013513513513513514,0.15699333967649856,0.057803468208092484,0.1507537688442211,0.043209876543209874,0.15527950310559005,0.0531496062992126,0.08524590163934426,0.06824925816023739,0.027777777777777776,0.04054054054054054,0.05172413793103448,0.11581920903954802,0.17964071856287425,0.1763085399449036,0.13504823151125403,0.20689655172413793,0.04428044280442804,0.6129032258064516,0.22053231939163498,0.7155172413793104,0.7545454545454545,0.4819277108433735,0.1444866920152091,0.34210526315789475,0.3939393939393939,0.5384615384615384,0.19011406844106463,0.38,0.38,0.9210526315789473,0.10456273764258556,0.34545454545454546,0.34545454545454546,0.9473684210526315,0.3403041825095057,0.36312849162011174,0.3651685393258427,1.0,0.5925925925925926,0.6875,0.09090909090909091,0.04938271604938271,0.25,1.0,0.14814814814814814,0.25,1.0,0.21739130434782608,0.76,0.12173913043478261,0.21428571428571427,0.3826086956521739,0.25,0.6653992395437263,0.3735632183908046,0.5098995201535509,0.5313580882352942,0.5076851351351351,0.06,0.09872611464968153,0.00847457627118644,0.15754560530679934,0.22885572139303484,9.731164383561643,25.132478632478637,0.2425102491327657,,,,,,,,,,,,True,
101249,1610612762,John Lucas III,John Lucas III,101249,UTA,7917.0,132,-67,255,252,66,82.0,28,507,2.0,4.0,,,,1.0,3.0,11.0,3.0,8.0,2.0,5.0,,,,3.0,2.0,9.0,,,,1.0,8.0,23.0,4.0,14.0,1.0,29.0,289.0,1.0,2.0,,,,2.0,2.0,9.0,,4.0,,4.0,8.0,8.0,12.0,,,,9.0,2.0,,,4.0,4.0,8.0,4.0,,1.0,2.0,1.0,20.0,,1.0,,,3.0,,3.0,1.0,4.0,,4.0,2.0,2.0,,1.0,,4.0,,,,4.0,,2.0,4.0,10.0,,,1.0,7.0,,1.0,,1.0,,,,1.0,,,,,,,,,,4.0,66,,,0.5,0.5,1.0,0.2857142857142857,,,0.2857142857142857,0.34782608695652173,0.5,0.2222222222222222,0.3783783783783784,0.5,0.15384615384615385,0.3815789473684211,0.5,0.15384615384615385,0.3783783783783784,,,,,,14.634146341463413,,,,0.03571428571428571,0.010638297872340425,,,0.028846153846153848,0.0078125,,0.027777777777777776,,,,0.03225806451612903,0.06666666666666667,,,,,,0.10810810810810811,0.5,0.5,0.5,0.2972972972972973,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.21621621621621623,0.375,0.375,0.6666666666666666,0.13513513513513514,0.4,0.4,1.0,0.24324324324324326,0.2222222222222222,0.2222222222222222,1.0,,,,,,,,,,0.07692307692307693,,0.23076923076923078,,0.07692307692307693,,0.4864864864864865,0.2222222222222222,0.45657702702702707,0.40405,0.4435615384615384,,,,0.06896551724137931,0.13793103448275862,11.247826086956522,24.53571428571428,0.25882352941176473,1.0,1.0,3.0,,,,,,,,,True,
200839,1610612762,Mike Harris,Mike Harris,200839,UTA,2038.0,34,-18,64,64,14,10.0,12,128,1.0,4.0,,,,,,,1.0,3.0,,,,,,,,,,,,,2.0,7.0,,,6.0,10.0,81.0,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,2.0,,2.0,4.0,6.0,,2.0,,2.0,1.0,,,,1.0,,,1.0,,,,2.0,,,,5.0,1.0,,,6.0,,3.0,,,,,,,,,,,,,14,,,1.0,1.0,,,,,,0.2857142857142857,,,0.2857142857142857,,,0.5,,,,,0.14285714285714285,0.25,,,14.285714285714285,1.0,,0.5,0.125,0.06666666666666667,,0.16666666666666666,0.08333333333333333,0.08333333333333333,,,0.14285714285714285,0.2,,,0.25,0.1,,,,,0.5714285714285714,0.25,0.3333333333333333,1.0,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,0.4274714285714286,,,0.3,0.3,,,,9.357142857142858,,0.21875,,,,,,,,,,,,True,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,66839.0,1114,-70,2106,2103,450,430.0,222,4209,159.0,233.0,53.0,77.0,39.0,54.0,45.0,122.0,21.0,57.0,,,,,,,,,,,,,225.0,412.0,,,98.0,548.0,2354.0,57.0,92.0,,,11.0,125.0,48.0,85.0,,,27.0,123.0,284.0,166.0,,,76.0,,,,39.0,,22.0,15.0,37.0,11.0,4.0,9.0,6.0,7.0,89.0,22.0,84.0,2.0,64.0,140.0,16.0,220.0,108.0,328.0,18.0,37.0,30.0,7.0,32.0,6.0,17.0,24.0,15.0,1.0,4.0,56.0,3.0,10.0,80.0,128.0,4.0,10.0,4.0,107.0,3.0,2.0,5.0,138.0,24.0,73.0,,8.0,62.0,,,43.0,19.0,62.0,36.0,4.0,,123.0,449,12.0,8.0,0.6311111111111111,0.7593582887700535,,,,,,0.5461165048543689,0.6195652173913043,0.5647058823529412,0.5461165048543689,0.6195652173913043,0.5647058823529412,0.5842217484008528,0.625,0.6089108910891089,,,0.09466019417475728,0.11158798283261803,0.09836065573770492,,22.264631043256998,0.5714285714285714,0.27586206896551724,0.041666666666666664,0.19363762102351315,0.12262773722627737,0.23880597014925373,0.06896551724137931,0.2058526740665994,0.10557768924302789,0.19902912621359223,0.11267605633802817,0.07142857142857142,0.06504065040650407,0.0821917808219178,0.15040650406504066,0.248868778280543,0.1875,0.2523809523809524,0.1896551724137931,0.12162162162162163,0.5806451612903226,0.5655339805825242,0.6824034334763949,0.7681159420289855,0.6415094339622641,0.2961165048543689,0.36885245901639346,0.4090909090909091,0.5333333333333333,0.1383495145631068,0.3684210526315789,0.375,0.7619047619047619,,,,,,,,,0.8369565217391305,0.6883116883116883,0.1509433962264151,,,,,,,0.6352941176470588,0.7222222222222222,,,,,0.5655339805825242,,0.5127546116504854,0.5511658227848101,0.5319705882352941,0.15835140997830802,0.15835140997830802,,0.2281021897810219,0.22445255474452555,5.756067961165049,,0.21367521367521367,2.0,2.0,,2.0,1.0,0.017543859649122806,,,,,,True,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,80434.0,1341,-79,2560,2543,629,622.0,284,5103,60.0,105.0,5.0,11.0,15.0,27.0,29.0,81.0,68.0,152.0,8.0,30.0,,3.0,3.0,9.0,30.0,92.0,2.0,7.0,9.0,29.0,157.0,338.0,38.0,122.0,175.0,603.0,2864.0,8.0,23.0,2.0,10.0,14.0,36.0,38.0,77.0,12.0,38.0,86.0,198.0,144.0,170.0,102.0,12.0,6.0,1.0,91.0,30.0,22.0,,127.0,74.0,201.0,49.0,25.0,84.0,16.0,27.0,476.0,13.0,15.0,2.0,64.0,99.0,4.0,167.0,30.0,197.0,6.0,50.0,36.0,14.0,44.0,15.0,30.0,44.0,14.0,2.0,9.0,88.0,4.0,18.0,37.0,76.0,8.0,1.0,3.0,204.0,6.0,14.0,4.0,213.0,15.0,79.0,,29.0,22.0,2.0,2.0,16.0,5.0,24.0,14.0,1.0,,190.0,622,8.0,21.0,0.4585987261146497,0.4675324675324675,0.8947368421052632,0.3114754098360656,0.2,0.3157894736842105,0.3140495867768595,0.46449704142011833,0.34782608695652173,0.4935064935064935,0.4652173913043478,0.3333333333333333,0.48695652173913045,0.5361663652802894,0.45,0.6086956521739131,0.26521739130434785,,0.0650887573964497,0.13333333333333333,0.08641975308641975,,22.110726643598618,0.5,0.058823529411764705,0.03571428571428571,0.11799761620977355,0.018564356435643563,0.19692307692307692,0.03125,0.1400343642611684,0.02287581699346405,0.023809523809523808,0.019305019305019305,0.013468013468013467,0.03785488958990536,0.010101010101010102,0.09642857142857143,0.10037174721189591,0.15517241379310345,0.19921875,0.18840579710144928,0.02510460251046025,0.5833333333333334,0.22826086956521738,0.5714285714285714,0.6593406593406593,0.48333333333333334,0.17608695652173914,0.35802469135802467,0.3918918918918919,0.2413793103448276,0.33043478260869563,0.4473684210526316,0.4503311258278146,0.5294117647058824,0.06521739130434782,0.26666666666666666,0.26666666666666666,1.0,0.2,0.32608695652173914,0.32608695652173914,0.8666666666666667,0.3333333333333333,0.45454545454545453,,0.09090909090909091,,,0.21212121212121213,0.2857142857142857,1.0,0.23478260869565218,0.5555555555555556,0.0782608695652174,0.3333333333333333,0.25217391304347825,0.3103448275862069,0.4934782608695652,0.32967032967032966,0.4932906318082789,0.4845555555555555,0.4978403508771929,0.15076335877862596,0.19651741293532338,,0.05970149253731343,0.3283582089552239,11.517455621301774,24.76967213114754,0.245703125,3.0,1.0,,,,0.006578947368421052,12.0,1.0,,,,True,
202692,1610612762,Alec Burks,Alec Burks,202692,UTA,39197.0,653,-83,1254,1242,404,377.0,157,2496,57.0,99.0,8.0,10.0,15.0,27.0,12.0,34.0,22.0,60.0,5.0,12.0,,,3.0,5.0,12.0,31.0,1.0,3.0,3.0,9.0,91.0,193.0,17.0,43.0,84.0,317.0,1419.0,8.0,14.0,1.0,3.0,5.0,24.0,30.0,56.0,6.0,14.0,42.0,120.0,50.0,132.0,36.0,15.0,8.0,3.0,28.0,12.0,23.0,2.0,46.0,24.0,70.0,20.0,4.0,22.0,10.0,14.0,164.0,7.0,6.0,2.0,19.0,41.0,1.0,61.0,15.0,76.0,1.0,16.0,10.0,6.0,19.0,6.0,12.0,21.0,7.0,,7.0,40.0,5.0,8.0,28.0,54.0,2.0,1.0,5.0,92.0,1.0,8.0,2.0,105.0,9.0,41.0,,16.0,6.0,,,5.0,1.0,6.0,3.0,,,119.0,398,7.0,15.0,0.27472527472527475,0.28735632183908044,0.7058823529411765,0.3953488372093023,0.3333333333333333,0.42857142857142855,0.425,0.47150259067357514,0.5714285714285714,0.5357142857142857,0.4936440677966102,0.5588235294117647,0.5571428571428572,0.5580985915492958,0.6,0.625,0.18220338983050846,0.046511627906976744,0.11917098445595854,0.15151515151515152,0.17647058823529413,0.03225806451612903,22.60990928122819,0.475,0.02702702702702703,0.05128205128205128,0.10512820512820513,0.013921113689095127,0.11949685534591195,0.04216867469879518,0.1092896174863388,0.021775544388609715,0.015873015873015872,0.02142857142857143,0.006060606060606061,0.0423728813559322,0.041666666666666664,0.08955223880597014,0.07758620689655173,0.14285714285714285,0.125,0.10256410256410256,0.01020408163265306,0.5,0.4194915254237288,0.5757575757575758,0.6785714285714286,0.22807017543859648,0.1440677966101695,0.35294117647058826,0.42857142857142855,0.4166666666666667,0.2542372881355932,0.36666666666666664,0.3793103448275862,0.3181818181818182,0.05084745762711865,0.4166666666666667,0.45454545454545453,1.0,0.13135593220338984,0.3870967741935484,0.4,0.5833333333333334,0.5882352941176471,0.8,0.125,,,,0.17647058823529413,0.3333333333333333,1.0,0.38571428571428573,0.5555555555555556,0.07142857142857142,0.6,0.12857142857142856,0.3333333333333333,0.6016949152542372,0.42857142857142855,0.4957296137339056,0.4960333333333333,0.479265671641791,0.15298507462686567,0.18222222222222223,,0.07570977917981073,0.3785488958990536,8.082383419689117,27.54418604651163,0.32216905901116427,,,,,,0.03333333333333333,,,0.08333333333333333,,,True,
202683,1610612762,Enes Kanter,Enes Kanter,202683,UTA,28388.0,473,-137,897,892,273,233.0,108,1789,52.0,85.0,21.0,40.0,17.0,25.0,25.0,57.0,18.0,50.0,,,,,,,,,,,,,95.0,192.0,,,27.0,217.0,1079.0,25.0,49.0,,,7.0,57.0,27.0,48.0,,,10.0,64.0,108.0,82.0,,,32.0,,,,15.0,,11.0,5.0,16.0,5.0,,4.0,1.0,6.0,37.0,21.0,31.0,1.0,23.0,52.0,10.0,85.0,53.0,138.0,9.0,4.0,4.0,,11.0,,3.0,19.0,8.0,,3.0,30.0,,5.0,41.0,65.0,1.0,2.0,10.0,40.0,11.0,,1.0,37.0,5.0,19.0,,2.0,7.0,,,3.0,4.0,7.0,3.0,,,64.0,273,3.0,1.0,0.5684210526315789,0.6835443037974683,,,,,,0.4947916666666667,0.5102040816326531,0.5625,0.4947916666666667,0.5102040816326531,0.5625,0.5216346153846154,0.5480769230769231,0.5925925925925926,,,0.078125,0.1411764705882353,0.03508771929824561,,23.196881091617936,0.36666666666666664,0.37037037037037035,0.05,0.1947565543071161,0.10472972972972973,0.21904761904761905,0.14189189189189189,0.20161290322580644,0.11711711711711711,0.175,0.07766990291262135,0.07964601769911504,0.125,0.19444444444444445,0.21348314606741572,0.14285714285714285,0.22988505747126436,0.2125,0.24,0.10975609756097561,0.42857142857142855,0.4427083333333333,0.611764705882353,0.7123287671232876,0.5192307692307693,0.296875,0.43859649122807015,0.45454545454545453,0.52,0.2604166666666667,0.36,0.3673469387755102,0.7777777777777778,,,,,,,,,0.8163265306122449,0.525,0.14285714285714285,,,,,,,0.5208333333333334,0.68,,,,,0.4427083333333333,,0.48467291666666673,0.5327677419354839,0.4966395833333333,0.09223300970873786,0.09223300970873786,,0.2626728110599078,0.29493087557603687,7.4156249999999995,,0.30434782608695654,2.0,3.0,,,,0.02,,,,,,True,
203197,1610612762,Diante Garrett,Diante Garrett,203197,UTA,18227.0,304,-28,563,576,138,157.0,71,1139,6.0,16.0,,1.0,1.0,4.0,9.0,26.0,,12.0,5.0,9.0,,1.0,1.0,1.0,6.0,18.0,,1.0,1.0,4.0,15.0,54.0,11.0,27.0,1.0,64.0,635.0,,3.0,,2.0,,,2.0,14.0,2.0,5.0,,10.0,10.0,20.0,30.0,3.0,,1.0,17.0,6.0,2.0,,26.0,15.0,41.0,9.0,6.0,14.0,5.0,7.0,97.0,1.0,5.0,,7.0,12.0,,19.0,6.0,25.0,2.0,10.0,6.0,4.0,16.0,5.0,14.0,9.0,2.0,,3.0,25.0,4.0,6.0,6.0,17.0,,,,7.0,1.0,2.0,,2.0,,1.0,,,2.0,,,1.0,1.0,2.0,1.0,,,10.0,138,3.0,,0.3333333333333333,0.3333333333333333,0.9090909090909091,0.4074074074074074,,0.4,0.4230769230769231,0.2777777777777778,,0.14285714285714285,0.3888888888888889,,0.2631578947368421,0.3902439024390244,,0.2631578947368421,0.3333333333333333,,0.037037037037037035,0.125,,,16.640746500777606,0.64,,,0.06282722513089005,0.02403846153846154,0.1,0.014705882352941176,0.07279693486590039,0.021739130434782608,0.015625,0.0375,0.015625,0.02,,0.029850746268656716,0.09090909090909091,0.07246376811594203,0.0967741935483871,0.125,0.04,0.5,0.19753086419753085,0.375,0.42857142857142855,0.5,0.32098765432098764,0.34615384615384615,0.34615384615384615,0.2222222222222222,0.14814814814814814,,,,0.1111111111111111,0.5555555555555556,0.5555555555555556,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.2,,,0.2,,,0.2,,,0.21052631578947367,0.25,0.05263157894736842,1.0,0.21052631578947367,0.25,0.5308641975308642,0.35294117647058826,0.47292848101265816,0.48331,0.4273916666666666,0.012195121951219513,0.01818181818181818,,,0.15625,9.3,25.40370370370371,0.24511545293072823,,1.0,,,,,,,,,,True,
2210,1610612762,Richard Jefferson,Richard Jefferson,2210,UTA,69809.0,1163,-83,2206,2195,435,411.0,226,4401,53.0,75.0,3.0,4.0,6.0,9.0,19.0,48.0,18.0,58.0,33.0,61.0,,1.0,4.0,6.0,42.0,100.0,3.0,7.0,4.0,17.0,90.0,181.0,75.0,161.0,74.0,479.0,2457.0,5.0,8.0,3.0,8.0,7.0,26.0,16.0,26.0,8.0,23.0,22.0,78.0,98.0,82.0,216.0,9.0,,,100.0,42.0,12.0,1.0,51.0,25.0,76.0,20.0,5.0,31.0,7.0,13.0,177.0,3.0,3.0,,20.0,64.0,15.0,99.0,6.0,105.0,1.0,30.0,25.0,5.0,34.0,6.0,23.0,20.0,11.0,2.0,5.0,54.0,4.0,11.0,44.0,84.0,,3.0,3.0,81.0,,5.0,,96.0,5.0,38.0,6.0,4.0,8.0,,,6.0,2.0,8.0,5.0,,,78.0,431,6.0,4.0,0.5444444444444444,0.5444444444444444,0.96,0.4658385093167702,0.375,0.34782608695652173,0.4658385093167702,0.4972375690607735,0.625,0.6153846153846154,0.5921052631578947,0.59375,0.5714285714285714,0.6223958333333334,0.6842105263157895,0.6190476190476191,0.47076023391812866,0.006211180124223602,0.06629834254143646,0.10666666666666667,0.0625,,17.739975698663425,0.6296296296296297,0.2542372881355932,,0.08409986859395532,0.004160887656033287,0.072992700729927,0.008620689655172414,0.08115942028985507,0.005612722170252572,0.004807692307692308,,0.0071174377224199285,0.007462686567164179,0.0125,0.06666666666666667,0.056,0.12890625,0.06976744186046512,0.0847457627118644,0.006172839506172839,0.625,0.21929824561403508,0.7066666666666667,0.7910447761194029,0.6037735849056604,0.14035087719298245,0.3958333333333333,0.4222222222222222,0.42105263157894735,0.1695906432748538,0.3103448275862069,0.3157894736842105,0.5,0.1783625730994152,0.5409836065573771,0.55,1.0,0.29239766081871343,0.42,0.42,0.9285714285714286,0.25,0.75,,0.0625,,,0.4375,0.42857142857142855,1.0,0.1836734693877551,0.6666666666666666,0.12244897959183673,0.6666666666666666,0.3469387755102041,0.23529411764705882,0.6900584795321637,0.42,0.5275824561403509,0.5334899999999999,0.5134122448979592,0.11578947368421053,0.17757009345794392,0.03614457831325301,0.054279749478079335,0.162839248434238,9.026519337016575,24.317391304347833,0.1971894832275612,2.0,1.0,2.0,,,0.017241379310344827,1.0,,0.01639344262295082,1.0,,True,
201575,1610612762,Brandon Rush,Brandon Rush,201575,UTA,2572.0,43,-17,77,79,25,23.0,7,156,,,,,,,,,,2.0,,2.0,,,,,1.0,1.0,,,,,,2.0,1.0,3.0,,3.0,102.0,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,3.0,4.0,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,25,,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3,,,0.3,,,0.6,,,,,,5.9523809523809526,,,,0.09090909090909091,,0.1,,0.09375,,,,,,,,0.14285714285714285,0.1111111111111111,0.125,,,,,,,,,,,,0.4,,,,0.4,,,,0.2,1.0,1.0,,,,,,,,,,,,,,,,,0.6,1.0,0.50137,,,,,,,,20.9,23.600000000000005,0.3246753246753247,,,,,,,,,,,,True,
