EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,Loose Ball Fouls Drawn,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,3SecondViolations,on,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,90519.0,1509.0,-9.0,2921.0,2917,520.0,478.0,311.0,5838,138.0,223.0,8.0,15.0,24.0,43.0,43.0,118.0,76.0,193.0,10.0,20.0,1.0,2.0,2.0,3.0,23.0,83.0,1.0,7.0,5.0,14.0,257.0,534.0,33.0,103.0,152.0,765.0,3171.0,14.0,35.0,2.0,9.0,7.0,41.0,46.0,101.0,7.0,17.0,50.0,163.0,148.0,366.0,87.0,12.0,2.0,1.0,82.0,23.0,24.0,155.0,87.0,242.0,67.0,20.0,88.0,24.0,43.0,571.0,4.0,13.0,42.0,63.0,7.0,112.0,17.0,129.0,6.0,69.0,34.0,35.0,89.0,15.0,54.0,51.0,9.0,35.0,2.0,11.0,140.0,5.0,21.0,43.0,3.0,87.0,5.0,2.0,5.0,172.0,11.0,12.0,11.0,188.0,20.0,1.0,93.0,1.0,9.0,9.0,3.0,3.0,5.0,1.0,3.0,12.0,5.0,1.0,161.0,516.0,3.0,6.0,0.28793774319066145,0.2890625,0.8787878787878788,0.32038834951456313,0.2222222222222222,0.4117647058823529,0.3235294117647059,0.4812734082397004,0.4,0.45544554455445546,0.4811616954474097,0.38636363636363635,0.4788135593220339,0.5305555555555556,0.41836734693877553,0.5506756756756757,0.16169544740973313,0.0449438202247191,0.06278026905829596,0.07627118644067797,0.0051813471502590676,26.189024390243905,0.6357142857142857,0.08333333333333333,0.06825568797399784,0.013978494623655914,0.09836065573770492,0.00980392156862745,0.07777777777777778,0.012705530642750373,0.02214022140221402,0.020134228187919462,0.002770083102493075,0.0060790273556231,0.02531645569620253,0.039473684210526314,0.07395498392282958,0.09090909090909091,0.10367892976588629,0.0859375,0.01892744479495268,0.4166666666666667,0.3500784929356358,0.6188340807174888,0.6602870813397129,0.3333333333333333,0.18524332810047095,0.3644067796610169,0.3944954128440367,0.20930232558139536,0.3029827315541601,0.39378238341968913,0.3958333333333333,0.25,0.03139717425431711,0.5,0.5,1.0,0.130298273155416,0.27710843373493976,0.27710843373493976,0.8260869565217391,0.3409090909090909,0.5333333333333333,0.375,0.045454545454545456,0.5,1.0,0.1590909090909091,0.14285714285714285,1.0,0.3644067796610169,0.5581395348837209,0.025423728813559324,0.6666666666666666,0.11864406779661017,0.35714285714285715,0.5117739403453689,0.2804878048780488,0.501999213836478,0.49489848484848487,0.49271794871794866,0.13220815752461323,0.15321252059308071,0.009615384615384616,0.05359477124183006,0.2130718954248366,9.211610486891388,25.180582524271852,0.17802122560766862,,,,,,,,,,,True,,,
101181,1610612742,Jose Calderon,Jose Calderon,101181,DAL,80472.0,1341.0,-8.0,2596.0,2589,442.0,381.0,267.0,5185,22.0,37.0,2.0,2.0,2.0,4.0,5.0,22.0,60.0,141.0,21.0,38.0,1.0,4.0,3.0,3.0,85.0,195.0,11.0,18.0,15.0,37.0,87.0,200.0,106.0,233.0,22.0,514.0,2818.0,4.0,7.0,12.0,22.0,,44.0,7.0,21.0,18.0,40.0,4.0,72.0,44.0,130.0,258.0,60.0,4.0,1.0,194.0,85.0,9.0,157.0,47.0,204.0,31.0,16.0,78.0,27.0,52.0,455.0,4.0,10.0,42.0,55.0,,97.0,14.0,111.0,4.0,39.0,24.0,15.0,45.0,11.0,35.0,26.0,7.0,10.0,1.0,1.0,71.0,3.0,7.0,42.0,5.0,69.0,2.0,2.0,1.0,50.0,4.0,5.0,,27.0,1.0,4.0,9.0,,3.0,5.0,,,2.0,,3.0,5.0,3.0,1.0,70.0,440.0,5.0,1.0,0.25287356321839083,0.25882352941176473,0.8113207547169812,0.45493562231759654,0.5454545454545454,0.45,0.45689655172413796,0.435,0.5714285714285714,0.3333333333333333,0.5681293302540416,0.7586206896551724,0.5573770491803278,0.5743243243243243,0.7586206896551724,0.5634920634920635,0.5381062355658198,0.045,0.13513513513513514,0.045454545454545456,0.02127659574468085,17.740268687564587,0.6338028169014085,,0.06765067650676507,0.011947431302270013,0.10966057441253264,0.011019283746556474,0.08110367892976589,0.011666666666666667,0.017167381974248927,0.01098901098901099,0.00906344410876133,0.010135135135135136,0.014925373134328358,0.09578544061302682,0.06569343065693431,0.04316546762589928,0.11235955056179775,0.10344827586206896,0.017543859649122806,0.6,0.08545034642032333,0.5945945945945946,0.6875,0.36363636363636365,0.050808314087759814,0.22727272727272727,0.23809523809523808,,0.325635103926097,0.425531914893617,0.43478260869565216,0.23333333333333334,0.08775981524249422,0.5526315789473685,0.5526315789473685,0.9523809523809523,0.4503464203233256,0.4358974358974359,0.4381443298969072,0.7764705882352941,0.06896551724137931,1.0,,0.13793103448275862,0.25,1.0,0.6206896551724138,0.6111111111111112,0.8181818181818182,0.06557377049180328,0.5,0.04918032786885246,1.0,0.6065573770491803,0.40540540540540543,0.6235565819861432,0.4381443298969072,0.5093119212962963,0.55015625,0.5265491666666667,0.02040816326530612,0.04326923076923077,,0.08560311284046693,0.14007782101167315,14.529999999999996,24.920171673819745,0.17026194144838214,1.0,2.0,1.0,0.004291845493562232,0.005128205128205128,,,,,,True,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,30930.0,516.0,46.0,1009.0,995,303.0,271.0,117.0,2004,28.0,44.0,6.0,10.0,7.0,12.0,12.0,37.0,15.0,37.0,1.0,14.0,1.0,3.0,1.0,5.0,27.0,79.0,1.0,3.0,9.0,25.0,55.0,118.0,28.0,93.0,37.0,231.0,1018.0,9.0,15.0,2.0,6.0,2.0,26.0,16.0,32.0,10.0,30.0,21.0,83.0,34.0,76.0,69.0,15.0,6.0,2.0,77.0,27.0,4.0,28.0,16.0,44.0,10.0,6.0,17.0,6.0,5.0,104.0,5.0,14.0,18.0,32.0,6.0,56.0,20.0,76.0,9.0,10.0,6.0,4.0,14.0,5.0,13.0,17.0,1.0,1.0,1.0,,31.0,3.0,6.0,43.0,4.0,66.0,2.0,3.0,8.0,35.0,2.0,1.0,2.0,41.0,3.0,,15.0,,7.0,5.0,1.0,1.0,2.0,,3.0,6.0,3.0,,83.0,303.0,1.0,7.0,0.3090909090909091,0.3269230769230769,0.8214285714285714,0.3010752688172043,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.4661016949152542,0.6,0.5,0.4597156398104265,0.5714285714285714,0.5,0.5021739130434782,0.5909090909090909,0.5684931506849316,0.44075829383886256,0.03389830508474576,0.06818181818181818,,0.02702702702702703,22.695652173913043,0.45161290322580644,0.14285714285714285,0.10126582278481013,0.041666666666666664,0.11180124223602485,0.03184713375796178,0.10482180293501048,0.038539553752535496,0.027777777777777776,0.05084745762711865,0.045454545454545456,0.03333333333333333,0.02702702702702703,0.09375,0.06542056074766354,0.1415929203539823,0.13274336283185842,0.0625,0.07377049180327869,0.5,0.20853080568720378,0.6363636363636364,0.6829268292682927,0.35714285714285715,0.17535545023696683,0.32432432432432434,0.32432432432432434,0.08333333333333333,0.17535545023696683,0.40540540540540543,0.4166666666666667,0.4,0.06635071090047394,0.07142857142857142,0.07142857142857142,1.0,0.3744075829383886,0.34177215189873417,0.34177215189873417,0.8148148148148148,0.47619047619047616,0.6,0.16666666666666666,0.14285714285714285,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,1.0,0.1935483870967742,0.5833333333333334,0.08064516129032258,0.2,0.4032258064516129,0.36,0.6492890995260664,0.35064935064935066,0.5069710526315789,0.5486,0.5113825000000001,0.06726457399103139,0.11538461538461539,,0.11255411255411256,0.3593073593073593,8.959322033898305,25.362365591397854,0.3002973240832507,,3.0,,,,1.0,0.05263157894736842,,,,True,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,69303.0,1155.0,36.0,2253.0,2227,347.0,348.0,229.0,4480,28.0,37.0,2.0,3.0,4.0,5.0,69.0,130.0,127.0,243.0,1.0,4.0,,,,,57.0,138.0,3.0,10.0,2.0,11.0,224.0,410.0,58.0,142.0,136.0,758.0,2426.0,15.0,23.0,3.0,10.0,16.0,55.0,26.0,50.0,2.0,11.0,34.0,92.0,254.0,194.0,165.0,9.0,6.0,,138.0,57.0,7.0,77.0,30.0,107.0,20.0,10.0,52.0,11.0,14.0,244.0,4.0,5.0,54.0,128.0,17.0,199.0,9.0,208.0,2.0,37.0,20.0,17.0,35.0,6.0,15.0,19.0,2.0,20.0,,6.0,54.0,1.0,10.0,53.0,,83.0,,4.0,5.0,144.0,,2.0,4.0,151.0,13.0,21.0,55.0,3.0,13.0,17.0,,,11.0,,6.0,17.0,6.0,2.0,91.0,344.0,3.0,11.0,0.5669642857142857,0.5746606334841629,0.9482758620689655,0.4084507042253521,0.3,0.18181818181818182,0.4084507042253521,0.5463414634146342,0.6521739130434783,0.52,0.5634057971014492,0.5909090909090909,0.47540983606557374,0.6083743842364532,0.675,0.5705128205128205,0.2572463768115942,0.01707317073170732,0.05405405405405406,0.023076923076923078,0.00823045267489712,26.35135135135135,0.6481481481481481,0.3090909090909091,0.17902097902097902,0.006963788300835654,0.16981132075471697,0.013559322033898305,0.17618586640851888,0.008884501480750246,0.004807692307692308,0.014084507042253521,0.003367003367003367,0.012711864406779662,0.01694915254237288,0.1908713692946058,0.17872340425531916,0.16736401673640167,0.1651376146788991,0.18,0.007692307692307693,0.35294117647058826,0.06702898550724638,0.7567567567567568,0.8,0.7142857142857143,0.23550724637681159,0.5307692307692308,0.5433070866141733,0.2463768115942029,0.44021739130434784,0.522633744855967,0.5269709543568465,0.7086614173228346,0.007246376811594203,0.25,0.25,1.0,0.25,0.41304347826086957,0.41605839416058393,0.9473684210526315,0.09090909090909091,0.6666666666666666,,,,,0.30303030303030304,0.3,1.0,0.08196721311475409,0.8,,,0.18032786885245902,0.18181818181818182,0.3242753623188406,0.41304347826086957,0.45418260869565213,0.46758999999999995,0.4268106557377049,0.09731543624161074,0.12168141592920353,0.020833333333333332,0.07255936675461741,0.12137203166226913,14.087317073170734,25.268309859154925,0.15401686640035508,1.0,13.0,,0.007042253521126761,0.007246376811594203,,,1.0,,,True,,,
2223,1610612742,Samuel Dalembert,Samuel Dalembert,2223,DAL,96830.0,1614.0,20.0,3128.0,3123,567.0,517.0,332.0,6251,172.0,274.0,53.0,104.0,31.0,48.0,26.0,70.0,16.0,32.0,,,,,,,,1.0,,,,1.0,214.0,376.0,,1.0,101.0,529.0,3362.0,60.0,116.0,,,31.0,151.0,40.0,62.0,,1.0,32.0,112.0,322.0,106.0,,,88.0,1.0,,,36.0,23.0,15.0,38.0,14.0,1.0,10.0,3.0,10.0,91.0,41.0,159.0,104.0,209.0,28.0,341.0,200.0,541.0,18.0,41.0,26.0,15.0,32.0,6.0,15.0,57.0,9.0,17.0,,11.0,89.0,18.0,15.0,108.0,5.0,210.0,1.0,24.0,21.0,102.0,,7.0,2.0,137.0,9.0,,64.0,,9.0,93.0,1.0,1.0,67.0,6.0,20.0,94.0,57.0,3.0,112.0,563.0,10.0,9.0,0.7523364485981309,0.9470588235294117,,,,,,0.5691489361702128,0.5172413793103449,0.6451612903225806,0.5676392572944297,0.5172413793103449,0.6349206349206349,0.5997732426303855,0.551094890510949,0.6746987951807228,0.002652519893899204,0.09574468085106383,0.10218978102189781,0.1,0.03125,15.07823613086771,0.3595505617977528,0.3181818181818182,0.21068548387096775,0.1582089552238806,0.22608695652173913,0.09490740740740741,0.21556473829201103,0.13917884481558804,0.27796610169491526,0.1308411214953271,0.08997429305912596,0.08163265306122448,0.14606741573033707,0.1441717791411043,0.24397590361445784,0.24251497005988024,0.22741433021806853,0.22302158273381295,0.14285714285714285,0.6063829787234043,0.726790450928382,0.6277372262773723,0.6991869918699187,0.7441860465116279,0.1856763925729443,0.37142857142857144,0.4126984126984127,0.6538461538461539,0.08488063660477453,0.5,0.5161290322580645,1.0,,,,,0.002652519893899204,,,,0.896551724137931,0.5096153846153846,0.20754716981132076,,,,,,,0.7619047619047619,0.6458333333333334,,,0.015873015873015872,,0.7294429708222812,,0.5602944148936169,0.5724897959183675,0.5794709677419356,0.14814814814814814,0.14849187935034802,,0.28544423440453687,0.21172022684310018,3.9566489361702115,75.1,0.18126598465473145,,14.0,14.0,,,,,,3.0,3.0,True,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,79702.0,1328.0,-70.0,2546.0,2566,397.0,340.0,274.0,5112,80.0,126.0,15.0,28.0,11.0,18.0,54.0,135.0,8.0,23.0,21.0,51.0,1.0,3.0,5.0,8.0,13.0,41.0,1.0,1.0,2.0,6.0,142.0,284.0,34.0,92.0,24.0,410.0,2819.0,24.0,47.0,2.0,4.0,3.0,57.0,21.0,51.0,7.0,14.0,11.0,74.0,234.0,50.0,102.0,,20.0,1.0,40.0,13.0,14.0,48.0,28.0,76.0,22.0,6.0,20.0,10.0,18.0,180.0,17.0,49.0,54.0,109.0,15.0,178.0,68.0,246.0,8.0,49.0,38.0,11.0,39.0,8.0,29.0,20.0,3.0,10.0,2.0,5.0,59.0,4.0,6.0,43.0,1.0,59.0,,,1.0,31.0,1.0,2.0,1.0,33.0,1.0,,12.0,,5.0,16.0,1.0,1.0,4.0,3.0,9.0,17.0,7.0,1.0,72.0,393.0,2.0,5.0,0.823943661971831,0.8863636363636364,1.0,0.3695652173913043,0.5,0.5,0.37362637362637363,0.5,0.5106382978723404,0.4117647058823529,0.5132978723404256,0.5294117647058824,0.4846153846153846,0.5229591836734694,0.5377358490566038,0.5211267605633803,0.24468085106382978,0.04929577464788732,0.06349206349206349,0.044444444444444446,,15.74171029668412,0.6610169491525424,0.2054794520547945,0.1344019728729963,0.05946601941747573,0.14361702127659576,0.04815864022662889,0.13732097725358045,0.056074766355140186,0.046218487394957986,0.06296296296296296,0.06645569620253164,0.04513888888888889,0.06153846153846154,0.11320754716981132,0.09608540925266904,0.19622641509433963,0.13962264150943396,0.15315315315315314,0.04371584699453552,0.4117647058823529,0.3351063829787234,0.6349206349206349,0.6779661016949152,0.8375,0.35904255319148937,0.4,0.4186046511627907,0.7962962962962963,0.061170212765957445,0.34782608695652173,0.34782608695652173,0.875,0.1356382978723404,0.4117647058823529,0.4117647058823529,1.0,0.10904255319148937,0.3170731707317073,0.3170731707317073,1.0,0.5490196078431373,0.5357142857142857,0.3333333333333333,0.058823529411764705,0.3333333333333333,1.0,0.0196078431372549,1.0,1.0,0.27692307692307694,0.6111111111111112,0.12307692307692308,0.625,0.09230769230769231,0.3333333333333333,0.5797872340425532,0.325,0.5266649333333334,0.5168166666666666,0.513978125,0.031007751937984496,0.04067796610169491,,0.13902439024390245,0.18048780487804877,5.867253521126759,24.269565217391307,0.15593087195600944,,6.0,,,,2.0,0.058823529411764705,,,,True,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,1399.0,23.0,5.0,47.0,47,3.0,10.0,6.0,94,1.0,1.0,,,,,2.0,6.0,1.0,1.0,,,,,,,,,,,,,4.0,8.0,,,2.0,10.0,37.0,,1.0,,,2.0,2.0,,,,,,,6.0,2.0,,,,,,,,,2.0,2.0,2.0,,,,,6.0,,,,2.0,,2.0,,2.0,,2.0,1.0,1.0,3.0,,3.0,2.0,1.0,,,1.0,5.0,,,1.0,,3.0,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,3.0,1.0,,0.75,0.75,,,,,,0.5,,,0.5,,,0.5555555555555556,0.5,,,,,,,25.454545454545453,0.6,,0.125,,,,0.08695652173913043,,,,,,,0.16666666666666666,,0.16666666666666666,,,,,0.125,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.5,0.125,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.125,,0.4531625,,,0.1111111111111111,0.1111111111111111,,0.2,,8.2625,,0.06382978723404255,,,,,,,,,,,True,,,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,15576.0,260.0,29.0,507.0,517,93.0,112.0,46.0,1024,10.0,17.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,12.0,5.0,11.0,,1.0,,2.0,3.0,12.0,1.0,2.0,,1.0,13.0,32.0,8.0,23.0,6.0,56.0,515.0,2.0,5.0,1.0,3.0,,7.0,3.0,5.0,,3.0,4.0,10.0,16.0,10.0,24.0,,2.0,,12.0,3.0,2.0,8.0,5.0,13.0,5.0,,4.0,1.0,3.0,31.0,3.0,4.0,5.0,16.0,,21.0,7.0,28.0,1.0,17.0,13.0,4.0,4.0,1.0,3.0,4.0,,1.0,,1.0,8.0,1.0,1.0,11.0,,24.0,2.0,,,12.0,1.0,4.0,1.0,7.0,1.0,,2.0,,2.0,11.0,,,6.0,,5.0,11.0,5.0,,10.0,92.0,2.0,2.0,0.6153846153846154,0.6666666666666666,1.0,0.34782608695652173,0.3333333333333333,,0.34782608695652173,0.40625,0.4,0.6,0.45454545454545453,0.4375,0.375,0.4827586206896552,0.4375,0.5,0.41818181818181815,0.0625,0.11764705882352941,,,11.76470588235294,0.5,,0.09302325581395349,0.025974025974025976,0.06756756756756757,0.047619047619047616,0.08536585365853659,0.03225806451612903,0.043478260869565216,0.022222222222222223,0.015873015873015872,0.06521739130434782,,0.08196721311475409,0.08,0.11475409836065574,0.08620689655172414,,0.03125,0.45454545454545453,0.3090909090909091,0.5882352941176471,0.6666666666666666,0.7,0.05454545454545454,0.3333333333333333,0.3333333333333333,,0.21818181818181817,0.16666666666666666,0.16666666666666666,0.5,0.2,0.45454545454545453,0.45454545454545453,1.0,0.21818181818181817,0.25,0.25,1.0,0.375,0.6666666666666666,0.5,0.125,,,0.25,0.5,1.0,0.375,0.6666666666666666,0.25,,0.125,,0.7272727272727273,0.25,0.5571490909090908,0.5660857142857143,0.6136499999999999,0.03571428571428571,0.06060606060606061,,0.125,0.17857142857142858,8.24375,24.086956521739136,0.1834319526627219,,2.0,,,,,,,,,True,,,
201961,1610612742,Wayne Ellington,Wayne Ellington,201961,DAL,2939.0,49.0,8.0,95.0,98,19.0,9.0,15.0,193,2.0,4.0,,,1.0,1.0,,,4.0,6.0,,5.0,,,,1.0,3.0,4.0,,,1.0,1.0,6.0,10.0,3.0,9.0,,21.0,103.0,,,,,,,2.0,2.0,1.0,2.0,,7.0,10.0,2.0,9.0,,,,4.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,,1.0,,11.0,1.0,1.0,1.0,3.0,,4.0,2.0,6.0,,3.0,2.0,1.0,1.0,,,,,1.0,,,1.0,,,4.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,,7.0,19.0,,,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.6,,1.0,0.5526315789473685,,0.875,0.5526315789473685,,0.875,0.47368421052631576,0.1,0.25,,,17.69911504424779,1.0,,0.125,0.03125,0.058823529411764705,0.06666666666666667,0.0975609756097561,0.0425531914893617,0.09090909090909091,,,0.125,,,0.14285714285714285,0.2222222222222222,0.14285714285714285,,,1.0,0.21052631578947367,0.5,0.6666666666666666,1.0,,,,,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.75,0.2631578947368421,,,,0.21052631578947367,0.75,0.75,1.0,,,,,,,,,,0.25,1.0,0.25,,0.25,1.0,0.6842105263157895,0.75,0.5135105263157895,,0.5559125,,,,,0.3333333333333333,12.030000000000001,23.988888888888894,0.2,,,,,,,,,,,True,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,6782.0,113.0,39.0,223.0,218,83.0,57.0,31.0,441,11.0,17.0,,,2.0,6.0,3.0,9.0,,3.0,1.0,2.0,,,,,5.0,15.0,,,3.0,8.0,14.0,29.0,6.0,17.0,10.0,56.0,225.0,,2.0,,,,,5.0,12.0,3.0,8.0,6.0,25.0,4.0,24.0,12.0,6.0,,1.0,14.0,5.0,1.0,15.0,5.0,20.0,5.0,,8.0,2.0,5.0,45.0,1.0,3.0,3.0,9.0,,12.0,4.0,16.0,,1.0,,1.0,5.0,1.0,4.0,2.0,,1.0,,,7.0,1.0,,3.0,,8.0,,,,14.0,4.0,,1.0,10.0,4.0,,5.0,,2.0,,,,,,,,,,25.0,81.0,1.0,2.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.35294117647058826,,0.375,0.375,0.4827586206896552,,0.4166666666666667,0.5,,0.475,0.5714285714285714,,0.5681818181818182,0.3695652173913043,0.034482758620689655,,0.1111111111111111,,21.455938697318008,0.7142857142857143,,0.1111111111111111,0.043478260869565216,0.09375,0.037037037037037035,0.10619469026548672,0.041666666666666664,,0.08695652173913043,0.058823529411764705,0.05,,0.18181818181818182,0.043478260869565216,0.08,0.045454545454545456,0.2,,,0.3695652173913043,0.6470588235294118,0.6470588235294118,0.09090909090909091,0.1956521739130435,0.3333333333333333,0.375,0.3333333333333333,0.06521739130434782,,,,0.043478260869565216,0.5,0.5,1.0,0.32608695652173914,0.3333333333333333,0.35714285714285715,0.6,,,,,,,,,,0.3,0.3333333333333333,,,0.4,0.375,0.7391304347826086,0.35714285714285715,0.5260111111111111,0.3948,0.49976315789473685,0.10638297872340426,0.16666666666666666,,,0.44642857142857145,5.020689655172415,26.46470588235294,0.3721973094170404,1.0,,,0.058823529411764705,0.06666666666666667,,,,,,True,,,
