EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGA,PtsUnassisted3s,ShortMidRangeAssists,DeadBallTurnovers,SecondChanceTurnovers,AtRimPctAssisted,SecondChanceArc3Frequency,LongMidRangeAssists,OffThreePtRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,LostBallSteals,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,DefArc3ReboundPct,BlocksRecoveredPct,DefAtRimReboundPct,Charge Fouls,Travels,OffLongMidRangeReboundPct,Corner3Assists,Technical Free Throw Trips,OffAtRimReboundPct,DefLongMidRangeReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,Clear Path Fouls,3pt And 1 Free Throw Trips,OffFTReboundPct,OffensiveGoaltends,Corner3PctBlocked
101181,1610612742,Jose Calderon,Jose Calderon,101181,DAL,165.0,3.0,-5.0,6,7,3.0,6.0,1.0,13,10.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,306.0,5.0,-2.0,10,10,5.0,9.0,2.0,20,14.0,5.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.625,0.3333333333333333,0.6666666666666666,0.5,0.75,58.333333333333336,1.0,0.5,0.5,1.0,0.25,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5411625,0.5315,0.2,0.5,0.625,1.9,25.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201971,1610612742,DeJuan Blair,DeJuan Blair,201971,DAL,480.0,8.0,,16,18,9.0,14.0,3.0,34,13.0,9.0,0.5625,,,,,,,,1.0,2.0,,,,2.0,1.0,2.0,,,2.0,,,,,,2.0,2.0,,,,,,1.0,,,,2.0,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,10.526315789473685,,,0.14285714285714285,,,,,,,,,,,,,,0.3073,0.3073,,,1.0,5.449999999999999,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,1534.0,26.0,6.0,53,55,13.0,27.0,6.0,108,56.0,13.0,0.24528301886792453,,,,,5.0,7.0,2.0,1.0,2.0,6.0,8.0,,20.0,,,2.0,,3.0,,18.0,7.0,5.0,2.0,3.0,4.0,,,,2.0,3.0,1.0,,,,3.0,,1.0,0.75,0.75,0.5,,1.0,0.75,1.0,0.75,0.8,16.949152542372882,,0.13333333333333333,0.14285714285714285,0.18181818181818182,,,,0.7,0.7142857142857143,0.7142857142857143,1.0,,,1.0,0.8,0.7142857142857143,0.46113499999999996,0.419925,,,0.15,10.899999999999999,24.9625,,1.0,,,3.0,2.0,,1.0,,2.0,1.0,,3.0,3.0,,1.0,1.0,,1.5,1.5,,0.16666666666666666,0.3333333333333333,0.1,,,,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,0.045454545454545456,0.25,0.3333333333333333,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203495,1610612742,Ricky Ledo,Ricky Ledo,203495,DAL,1991.0,33.0,9.0,68,69,25.0,41.0,7.0,137,65.0,25.0,0.36764705882352944,3.0,4.0,,,3.0,7.0,2.0,3.0,9.0,3.0,8.0,4.0,19.0,,3.0,2.0,,,4.0,6.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,,,,0.6666666666666666,0.375,0.375,0.3333333333333333,,0.4411764705882353,,0.5,,0.47058823529411764,28.0,0.5,0.08695652173913043,0.06666666666666667,0.125,0.23529411764705882,0.75,0.75,0.4117647058823529,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.4,0.7058823529411765,0.42857142857142855,0.5227235294117646,0.41707,0.10526315789473684,0.18181818181818182,,9.322222222222223,24.674999999999997,,2.0,,,,2.0,1.0,2.0,1.0,5.0,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,0.11764705882352941,,,,,,3.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,0.17647058823529413,,,,0.058823529411764705,,,,,,,,0.5931,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,11.0,,2.0,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203539,1610612742,Gal Mekel,Gal Mekel,203539,DAL,1393.0,23.0,9.0,50,50,19.0,30.0,3.0,100,44.0,19.0,0.38,1.0,2.0,,,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,6.0,,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,0.25,,0.5,,0.5,0.25,0.2,16.9811320754717,0.6666666666666666,0.1111111111111111,0.08,0.16666666666666666,0.4,0.5,0.5,0.2,1.0,1.0,1.0,,,,0.6,1.0,0.46053999999999995,0.4137,0.16666666666666666,0.2,0.16666666666666666,4.8,26.5,,2.0,,,,,6.0,8.0,6.0,22.0,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,0.05,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203108,1610612742,Bernard James,Bernard James,203108,DAL,1281.0,21.0,7.0,45,45,16.0,26.0,2.0,90,42.0,16.0,0.35555555555555557,,,,,,,,,1.0,,,,,,1.0,,,,,,,,2.0,5.0,5.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,6.382978723404256,0.5,0.1111111111111111,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,0.4039,0.4039,,,,14.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,0.5,0.3333333333333333,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,499.0,8.0,4.0,15,14,5.0,7.0,3.0,29,14.0,5.0,0.3333333333333333,,,,,1.0,1.0,,2.0,3.0,1.0,1.0,,7.0,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.6666666666666666,,0.875,,0.875,,0.25,22.22222222222222,,0.2,0.2,,,,,0.25,1.0,1.0,1.0,,,,0.25,1.0,0.4300125,,,,,16.366666666666667,25.7,,,1.0,1.0,2.0,4.0,,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.2857142857142857,2.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,127.0,2.0,,4,4,4.0,4.0,,8,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
