EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on,Clear Path Fouls,DefensiveGoaltends,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,10265.0,171.0,41.0,350.0,327.0,96.0,92.0,41.0,677.0,29.0,33.0,8.0,9.0,10.0,11.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,48.0,1.0,2.0,15.0,88.0,349.0,8.0,10.0,5.0,21.0,10.0,11.0,1.0,2.0,23.0,52.0,18.0,3.0,14.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,5.0,14.0,1.0,4.0,12.0,3.0,19.0,20.0,39.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,7.0,2.0,2.0,12.0,1.0,1.0,9.0,1.0,26.0,1.0,4.0,17.0,2.0,1.0,1.0,23.0,3.0,13.0,8.0,6.0,2.0,8.0,6.0,23.0,96.0,4.0,0.7428571428571429,0.9285714285714286,1.0,0.5,0.5,0.5,0.7291666666666666,0.8,0.9090909090909091,0.73,0.8,0.8846153846153846,0.7333333333333333,0.8076923076923077,0.8214285714285714,0.04,0.020833333333333332,0.07142857142857142,18.22784810126582,0.4166666666666667,0.375,0.125,0.11538461538461539,0.14893617021276595,0.08,0.07692307692307693,0.1038961038961039,0.11949685534591195,0.20689655172413793,0.15151515151515152,0.09375,0.06818181818181818,0.09523809523809523,0.041666666666666664,0.18421052631578946,0.09523809523809523,0.0625,0.1111111111111111,0.07692307692307693,0.75,0.66,0.8787878787878788,0.8787878787878788,0.7586206896551724,0.28,0.35714285714285715,0.38461538461538464,0.8,0.02,1.0,1.0,0.02,0.02,1.0,1.0,1.0,0.9,0.8888888888888888,0.125,0.8461538461538461,0.9090909090909091,0.07692307692307693,0.07692307692307693,1.0,0.7,1.0,0.5168929999999998,0.53854,0.5967730769230768,0.21666666666666667,0.22413793103448276,0.23863636363636365,0.26136363636363635,3.5749999999999997,24.45,0.2742857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200752,1610612761,Rudy Gay,Rudy Gay,200752,TOR,4396.0,73.0,42.0,147.0,136.0,50.0,50.0,26.0,283.0,8.0,20.0,3.0,4.0,3.0,6.0,3.0,7.0,6.0,11.0,2.0,1.0,3.0,5.0,1.0,2.0,17.0,38.0,3.0,7.0,12.0,55.0,134.0,7.0,9.0,1.0,18.0,4.0,8.0,1.0,3.0,18.0,6.0,28.0,3.0,6.0,5.0,3.0,4.0,1.0,6.0,7.0,5.0,,1.0,20.0,3.0,4.0,,7.0,10.0,,17.0,7.0,24.0,2.0,1.0,1.0,,3.0,,2.0,2.0,1.0,1.0,5.0,,,1.0,1.0,3.0,,1.0,13.0,,2.0,,15.0,1.0,8.0,5.0,4.0,1.0,5.0,3.0,18.0,50.0,,0.17647058823529413,0.21428571428571427,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.4473684210526316,0.7777777777777778,0.5,0.4777777777777778,0.85,0.5,0.5288461538461539,0.9,0.5625,0.15555555555555556,0.10526315789473684,0.2857142857142857,32.38636363636363,0.6,,,0.2631578947368421,0.0851063829787234,0.30434782608695654,0.09375,0.2786885245901639,0.08860759493670886,0.08333333333333333,0.2,,0.15789473684210525,,0.25,0.2,0.3125,0.29411764705882354,0.3333333333333333,0.09523809523809523,0.6,0.4444444444444444,0.4,0.4444444444444444,0.375,0.15555555555555556,0.42857142857142855,0.6,,0.24444444444444444,0.5454545454545454,0.5454545454545454,0.044444444444444446,0.1111111111111111,0.6,0.6,0.3333333333333333,0.4,0.75,,0.5454545454545454,0.5,0.09090909090909091,0.18181818181818182,0.5,0.6,0.6,0.4886255555555556,0.49146249999999997,0.5068181818181818,0.15384615384615385,0.17777777777777778,0.32727272727272727,0.32727272727272727,7.528947368421053,25.142857142857142,0.3401360544217687,1.0,1.0,1.0,1.0,7.0,6.0,1.0,1.0,0.1,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,15911.0,265.0,103.0,559.0,517.0,234.0,257.0,77.0,1076.0,29.0,49.0,3.0,7.0,14.0,23.0,2.0,18.0,5.0,16.0,4.0,2.0,13.0,43.0,5.0,23.0,36.0,83.0,13.0,47.0,45.0,156.0,530.0,3.0,8.0,6.0,12.0,16.0,38.0,5.0,25.0,79.0,10.0,62.0,18.0,4.0,41.0,13.0,7.0,40.0,25.0,65.0,15.0,28.0,2.0,155.0,3.0,12.0,,7.0,21.0,1.0,29.0,15.0,44.0,1.0,12.0,7.0,5.0,14.0,5.0,9.0,13.0,5.0,3.0,27.0,2.0,8.0,9.0,3.0,31.0,2.0,1.0,48.0,3.0,5.0,1.0,54.0,5.0,16.0,4.0,4.0,,4.0,2.0,79.0,234.0,7.0,0.1388888888888889,0.14705882352941177,0.46153846153846156,0.2765957446808511,0.2,0.28888888888888886,0.43373493975903615,0.375,0.42105263157894735,0.4269230769230769,0.375,0.373015873015873,0.5032679738562091,0.5454545454545454,0.49375,0.36153846153846153,0.08433734939759036,,27.777777777777775,0.5185185185185185,0.05263157894736842,,0.13815789473684212,0.07407407407407407,0.09090909090909091,0.02857142857142857,0.1222707423580786,0.056179775280898875,0.09523809523809523,0.09259259259259259,0.022222222222222223,0.02702702702702703,0.03225806451612903,0.15217391304347827,0.12195121951219512,0.13846153846153847,0.1111111111111111,0.043478260869565216,0.014925373134328358,0.5,0.3769230769230769,0.5918367346938775,0.6744186046511628,0.1724137931034483,0.13846153846153847,0.1111111111111111,0.1111111111111111,,0.12307692307692308,0.3125,0.3333333333333333,0.03076923076923077,0.33076923076923076,0.3023255813953488,0.3023255813953488,0.46153846153846156,0.875,0.42857142857142855,,0.36507936507936506,0.6086956521739131,0.031746031746031744,0.36507936507936506,0.21739130434782608,0.7384615384615385,0.3170731707317073,0.48095078124999996,0.5770166666666666,0.45773606557377056,0.1258741258741259,0.1702127659574468,0.07692307692307693,0.5064102564102564,6.506024096385542,27.02978723404255,0.4186046511627907,,,,,32.0,21.0,10.0,,0.12244897959183673,,,,2.0,10.0,1.0,5.0,2.0,2.0,10.0,9.0,0.0625,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200779,1610612761,Steve Novak,Steve Novak,200779,TOR,32408.0,540.0,74.0,1071.0,1028.0,368.0,331.0,134.0,2099.0,,1.0,,1.0,,1.0,,3.0,8.0,20.0,38.0,14.0,36.0,84.0,7.0,18.0,8.0,24.0,52.0,122.0,6.0,178.0,1098.0,,5.0,,30.0,2.0,9.0,15.0,32.0,50.0,8.0,8.0,144.0,,84.0,36.0,,7.0,6.0,13.0,4.0,6.0,1.0,32.0,2.0,2.0,4.0,15.0,31.0,4.0,50.0,8.0,58.0,,12.0,9.0,3.0,1.0,1.0,,4.0,1.0,1.0,5.0,1.0,2.0,23.0,5.0,44.0,2.0,1.0,12.0,4.0,4.0,,6.0,,,4.0,2.0,2.0,4.0,3.0,50.0,368.0,5.0,0.5,0.5,0.9230769230769231,0.4262295081967213,0.46875,0.4262295081967213,0.3333333333333333,,0.2222222222222222,0.589041095890411,0.7894736842105263,0.5975609756097561,0.5945945945945946,0.7894736842105263,0.5952380952380952,0.8356164383561644,,,12.387938060309699,0.2,0.11764705882352941,0.14285714285714285,0.09904153354632587,0.006309148264984227,0.10204081632653061,0.010471204188481676,0.1,0.007874015748031496,0.009433962264150943,0.008928571428571428,,0.007194244604316547,0.019230769230769232,0.10416666666666667,0.12745098039215685,0.06956521739130435,0.09803921568627451,0.1111111111111111,,0.75,0.00684931506849315,,,,0.02054794520547945,,,,0.136986301369863,0.4,0.4,0.2602739726027397,0.5753424657534246,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.05263157894736842,,,0.024390243902439025,,0.34146341463414637,0.43902439024390244,0.3888888888888889,0.8424657534246576,0.42857142857142855,0.5197099315068493,0.5406090909090909,0.5033085365853659,0.006802721088435374,,0.16853932584269662,0.2808988764044944,18.116666666666664,25.027868852459026,0.34360410830999066,7.0,9.0,10.0,14.0,1.0,12.0,2.0,0.7142857142857143,,0.47368421052631576,0.7777777777777778,0.8571428571428571,,,,,2.0,1.0,1.0,,,0.008130081300813009,16.0,3.0,5.0,8.0,0.5,0.42105263157894735,0.42105263157894735,0.9375,0.2631578947368421,0.6,0.6666666666666666,0.5714285714285714,,,,,,,,,,,True,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,18953.0,316.0,48.0,624.0,594.0,188.0,188.0,80.0,1218.0,23.0,36.0,1.0,1.0,10.0,18.0,14.0,38.0,15.0,46.0,11.0,3.0,3.0,11.0,,4.0,52.0,120.0,5.0,22.0,73.0,192.0,650.0,4.0,7.0,5.0,13.0,18.0,38.0,,7.0,63.0,36.0,68.0,15.0,,10.0,3.0,8.0,11.0,15.0,26.0,14.0,4.0,3.0,67.0,3.0,1.0,,12.0,21.0,1.0,34.0,4.0,38.0,,7.0,4.0,3.0,8.0,,4.0,9.0,4.0,1.0,17.0,3.0,6.0,6.0,,26.0,2.0,1.0,64.0,,2.0,,84.0,6.0,39.0,5.0,2.0,2.0,5.0,4.0,63.0,188.0,6.0,0.34615384615384615,0.34615384615384615,1.0,0.22727272727272727,,0.23809523809523808,0.43333333333333335,0.5714285714285714,0.47368421052631576,0.41901408450704225,0.5,0.4,0.5305555555555556,0.5909090909090909,0.5081967213114754,0.15492957746478872,0.06666666666666667,0.05263157894736842,27.51396648044693,0.47058823529411764,0.0625,,0.10396039603960396,0.0053475935828877,0.14285714285714285,0.02608695652173913,0.11538461538461539,0.013245033112582781,0.015873015873015872,,,0.02564102564102564,0.02702702702702703,0.05,0.08571428571428572,0.16666666666666666,0.16071428571428573,0.10714285714285714,,0.8,0.2535211267605634,0.6388888888888888,0.7419354838709677,0.5217391304347826,0.2676056338028169,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.323943661971831,0.32608695652173914,0.3333333333333333,0.07746478873239436,0.07746478873239436,0.2727272727272727,0.2727272727272727,1.0,0.125,1.0,,0.4,0.5555555555555556,0.06666666666666667,0.08888888888888889,,0.4084507042253521,0.3,0.45722250000000003,0.478875,0.47722325581395353,0.22727272727272727,0.2549019607843137,0.06770833333333333,0.328125,10.5225,25.781818181818178,0.30128205128205127,,,,1.0,27.0,,1.0,,0.1388888888888889,,,,1.0,4.0,3.0,,1.0,1.0,4.0,4.0,0.021739130434782608,0.043478260869565216,2.0,,1.0,,0.26666666666666666,0.18181818181818182,0.18181818181818182,1.0,0.125,,,,1.0,3.0,1.0,,,,,,,,True,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,14683.0,245.0,25.0,492.0,479.0,176.0,161.0,51.0,971.0,10.0,14.0,,1.0,3.0,4.0,8.0,14.0,3.0,9.0,12.0,1.0,11.0,35.0,4.0,10.0,21.0,37.0,18.0,47.0,15.0,111.0,520.0,1.0,2.0,4.0,9.0,6.0,9.0,5.0,11.0,37.0,22.0,20.0,51.0,,31.0,10.0,3.0,6.0,1.0,7.0,1.0,5.0,,15.0,1.0,2.0,,16.0,13.0,2.0,31.0,3.0,34.0,2.0,4.0,3.0,1.0,10.0,2.0,7.0,3.0,3.0,,13.0,,5.0,11.0,1.0,20.0,,1.0,14.0,1.0,1.0,,18.0,,6.0,5.0,2.0,1.0,5.0,3.0,37.0,176.0,5.0,0.5238095238095238,0.5238095238095238,0.9444444444444444,0.3829787234042553,0.45454545454545453,0.38636363636363635,0.5675675675675675,0.5,0.6666666666666666,0.5714285714285714,0.5,0.675,0.5967741935483871,0.6428571428571429,0.7115384615384616,0.5595238095238095,0.08108108108108109,0.07142857142857142,19.30783242258652,0.7692307692307693,0.14285714285714285,,0.09285714285714286,0.015151515151515152,0.2191780821917808,0.011764705882352941,0.13615023474178403,0.013824884792626729,0.024390243902439025,0.018867924528301886,,,0.0625,0.02040816326530612,0.14285714285714285,0.12244897959183673,0.21153846153846154,0.23809523809523808,0.05405405405405406,0.6,0.16666666666666666,0.7142857142857143,0.7692307692307693,0.6,0.16666666666666666,0.5714285714285714,0.6153846153846154,0.375,0.10714285714285714,0.3333333333333333,0.375,0.14285714285714285,0.4166666666666667,0.3142857142857143,0.3235294117647059,0.9090909090909091,0.2,,,0.2,0.75,0.05,0.5,0.4,0.7261904761904762,0.3225806451612903,0.4988925,0.49182000000000003,0.4955529411764706,0.06666666666666667,0.13953488372093023,0.08108108108108109,0.3333333333333333,7.959459459459458,27.640425531914893,0.35772357723577236,,2.0,1.0,3.0,10.0,3.0,,0.3333333333333333,0.07142857142857142,0.4,,,3.0,1.0,,1.0,,,3.0,3.0,0.1111111111111111,,7.0,1.0,1.0,1.0,0.6666666666666666,0.5833333333333334,0.5833333333333334,1.0,0.2,1.0,1.0,1.0,,,2.0,1.0,1.0,0.02127659574468085,0.02857142857142857,,,,True,,,,,,,
201571,1610612761,D.J. Augustin,D.J. Augustin,201571,TOR,1216.0,20.0,-5.0,36.0,36.0,5.0,4.0,5.0,72.0,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,3.0,,1.0,1.0,2.0,1.0,5.0,,5.0,43.0,,,,3.0,1.0,1.0,,1.0,2.0,,2.0,3.0,,3.0,,,2.0,2.0,4.0,1.0,1.0,1.0,10.0,,,,2.0,,,2.0,,2.0,,,,,,,,2.0,,1.0,2.0,,,,1.0,2.0,,,3.0,,1.0,,,,,,,,,,2.0,5.0,1.0,,,1.0,0.2,,0.2,0.5,,1.0,0.35714285714285715,0.75,0.5,0.35714285714285715,0.75,0.5,0.7142857142857143,,,21.951219512195124,,,,,,0.2857142857142857,,0.14285714285714285,,,,,,,,,,0.25,0.3333333333333333,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,0.2857142857142857,0.42857142857142855,,,,,,,0.5,1.0,,0.5,,0.8571428571428571,,0.5105999999999999,0.47714999999999996,0.587125,,,0.6,0.4,3.9,25.32,0.1388888888888889,,,1.0,2.0,,,1.0,0.5,,,,,,,,,,,,,,,1.0,1.0,2.0,,,0.5,0.5,1.0,1.0,0.5,1.0,,1.0,,,,1.0,0.2,0.3333333333333333,,,,True,,,,,,,
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,3740.0,62.0,-17.0,122.0,121.0,58.0,37.0,15.0,243.0,3.0,7.0,1.0,3.0,2.0,3.0,3.0,10.0,,1.0,1.0,,,,,,6.0,18.0,,1.0,2.0,14.0,142.0,3.0,5.0,,6.0,3.0,10.0,,,6.0,6.0,6.0,,2.0,,,2.0,1.0,2.0,3.0,1.0,1.0,,8.0,2.0,2.0,,1.0,5.0,3.0,9.0,4.0,13.0,1.0,2.0,2.0,,3.0,,2.0,1.0,1.0,1.0,4.0,,3.0,2.0,1.0,4.0,,,1.0,,,,2.0,,1.0,,,,,,6.0,58.0,,0.5,0.6,,,,,0.3333333333333333,0.6,0.3,0.3157894736842105,0.6,0.3,0.35,0.6,0.3,0.05263157894736842,0.1111111111111111,0.1,17.142857142857142,0.75,0.6,,0.17857142857142858,0.05714285714285714,0.07692307692307693,0.10526315789473684,0.14634146341463414,0.07407407407407407,0.08333333333333333,,0.1,0.07142857142857142,0.2,,0.16666666666666666,0.2222222222222222,0.09090909090909091,,0.09090909090909091,,0.3684210526315789,0.42857142857142855,0.5,0.3333333333333333,0.5263157894736842,0.3,0.3333333333333333,0.6666666666666666,0.05263157894736842,,,0.05263157894736842,,,,,0.6,0.3333333333333333,,0.3,0.6666666666666666,,,,0.42105263157894735,,0.4678868421052631,0.49855,0.45732000000000006,0.05,0.05263157894736842,0.42857142857142855,0.42857142857142855,5.405555555555555,22.4,0.47540983606557374,,,,,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202933,1610612761,Julyan Stone,Julyan Stone,202933,TOR,3646.0,61.0,-37.0,118.0,114.0,16.0,14.0,12.0,232.0,3.0,3.0,,,,,2.0,3.0,,,1.0,,,2.0,,,5.0,6.0,,3.0,2.0,12.0,133.0,,,,,1.0,1.0,,,3.0,2.0,8.0,,,2.0,,,3.0,2.0,5.0,1.0,2.0,,12.0,,,,2.0,5.0,,7.0,,7.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,3.0,,,6.0,1.0,9.0,,,3.0,,,1.0,3.0,1.0,2.0,,,,,,3.0,16.0,,0.2,0.2,,,,,0.8333333333333334,,1.0,0.5555555555555556,,1.0,0.6,,1.5,0.3333333333333333,,,9.774436090225564,0.3333333333333333,,,0.12195121951219512,,0.11764705882352941,,0.1206896551724138,,,,,,,,0.125,0.25,0.09090909090909091,0.16666666666666666,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,0.1111111111111111,0.2222222222222222,,,,,,,,,,,,0.6666666666666666,,0.449375,,0.3663,0.2,0.2857142857142857,,0.25,3.733333333333333,24.633333333333336,0.13559322033898305,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201946,1610612761,Tyler Hansbrough,Tyler Hansbrough,201946,TOR,9167.0,153.0,-5.0,291.0,285.0,97.0,77.0,42.0,576.0,14.0,28.0,6.0,15.0,5.0,10.0,2.0,9.0,1.0,4.0,,,,,,,17.0,41.0,,,22.0,56.0,299.0,6.0,15.0,8.0,20.0,6.0,12.0,,,22.0,20.0,14.0,,10.0,,,3.0,,4.0,4.0,2.0,,,12.0,3.0,17.0,1.0,4.0,19.0,3.0,26.0,21.0,47.0,4.0,4.0,2.0,2.0,3.0,,1.0,5.0,2.0,1.0,8.0,1.0,4.0,6.0,,21.0,4.0,1.0,28.0,4.0,2.0,,34.0,3.0,17.0,1.0,,1.0,1.0,1.0,22.0,97.0,1.0,0.5882352941176471,0.8333333333333334,,,,,0.4146341463414634,0.4,0.5,0.4146341463414634,0.4,0.5,0.49122807017543857,0.5263157894736842,0.5789473684210527,,0.07317073170731707,0.2222222222222222,18.65889212827988,0.375,0.42857142857142855,0.1,0.18095238095238095,0.17,0.11764705882352941,0.061224489795918366,0.16546762589928057,0.1342281879194631,0.2647058823529412,0.23529411764705882,,0.08333333333333333,,0.16666666666666666,0.19444444444444445,0.18181818181818182,0.12,0.1111111111111111,0.19047619047619047,1.0,0.6829268292682927,0.5,0.5185185185185185,0.5714285714285714,0.21951219512195122,0.2222222222222222,0.2857142857142857,0.5,0.0975609756097561,0.25,0.25,,,,,,1.0,0.4,0.16666666666666666,0.8333333333333334,0.5,,,,0.6829268292682927,,0.4595658536585365,0.5501153846153847,0.47015,0.3090909090909091,0.3090909090909091,0.35714285714285715,0.39285714285714285,4.490243902439025,,0.3333333333333333,,,,,10.0,,2.0,,0.03571428571428571,,,,,,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,True,,,,,,,
