EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,BlockingFouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,BlockedLongMidRange,Arc3PctBlocked,SecondChanceAtRimPctAssisted,3SecondViolations,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,on,HeaveMakes
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,56980.0,950.0,162,1901,1884,541.0,424,232.0,3785,44.0,66.0,5.0,7.0,14.0,27.0,47.0,107.0,52.0,126.0,6.0,12.0,2.0,3.0,31.0,83.0,1.0,8.0,13.0,25.0,143.0,299.0,37.0,95.0,133.0,530.0,1954,11.0,19.0,1.0,10.0,4.0,29.0,43.0,104.0,13.0,28.0,95.0,220.0,40.0,246.0,63.0,48.0,2.0,83.0,31.0,16.0,1.0,243.0,73.0,316.0,52.0,21.0,134.0,23.0,86.0,705.0,7.0,10.0,1.0,33.0,74.0,2.0,109.0,18.0,127.0,5.0,58.0,34.0,24.0,46.0,17.0,32.0,30.0,2.0,14.0,1.0,2.0,76.0,3.0,27.0,21.0,65.0,6.0,3.0,1.0,117.0,2.0,8.0,6.0,153.0,8.0,1.0,17.0,31.0,2.0,39.0,1.0,1.0,1.0,1.0,213.0,535.0,8.0,32.0,0.13986013986013987,0.14084507042253522,0.5675675675675675,0.3894736842105263,0.1,0.4642857142857143,0.3894736842105263,0.4782608695652174,0.5789473684210527,0.41346153846153844,0.5038071065989848,0.43103448275862066,0.4734848484848485,0.5656455142231948,0.46774193548387094,0.5934065934065934,0.24111675126903553,0.010526315789473684,0.05351170568561873,0.12121212121212122,0.06542056074766354,0.007936507936507936,0.08333333333333333,24.65181058495822,0.6052631578947368,0.0392156862745098,0.014492753623188406,0.11472868217054263,0.01763668430335097,0.1375,0.023255813953488372,0.12090395480225989,0.019585253456221197,0.012903225806451613,0.04,0.007633587786259542,0.028846153846153848,0.010752688172043012,0.109375,0.10434782608695652,0.13004484304932734,0.1256544502617801,0.1836734693877551,0.026041666666666668,0.16751269035532995,0.6666666666666666,0.7586206896551724,0.06818181818181818,0.2715736040609137,0.4392523364485981,0.47,0.19148936170212766,0.3197969543147208,0.4126984126984127,0.416,0.15384615384615385,0.030456852791878174,0.5,0.5454545454545454,1.0,0.21065989847715735,0.37349397590361444,0.37349397590361444,0.4838709677419355,0.2413793103448276,0.7142857142857143,0.06896551724137931,0.27586206896551724,0.125,1.0,0.20454545454545456,0.5185185185185185,0.022727272727272728,0.1893939393939394,0.52,0.4086294416243655,0.37349397590361444,0.46790875634517776,0.458075,0.4461007575757575,0.07894736842105263,0.09627329192546584,0.020833333333333332,0.05471698113207547,0.41509433962264153,11.158528428093648,25.511578947368424,0.28458705944239876,,,,,,,,,,,,,,,,,,,,,,True,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,712.0,12.0,-16,23,22,9.0,6,4.0,45,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,2.0,,2.0,,2.0,31,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,9.0,,,1.0,1.0,,,,,,0.5,,,0.25,,,0.25,,,0.5,,,,,,,19.23076923076923,1.0,0.5,,0.25,,,,0.16666666666666666,,,,,,,0.5,,,,,,0.25,1.0,1.0,1.0,,,,,0.25,,,,0.25,,,,0.25,,,,,,,,,,,,1.0,,,0.75,,0.5226375,,0.5862,,,,,,11.6,24.25,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,True,
201162,1610612746,Jared Dudley,Jared Dudley,201162,LAC,103732.0,1729.0,215,3414,3410,946.0,753,413.0,6824,31.0,51.0,3.0,7.0,4.0,10.0,17.0,36.0,67.0,135.0,38.0,88.0,13.0,22.0,43.0,137.0,6.0,15.0,14.0,33.0,115.0,222.0,81.0,225.0,38.0,511.0,3602,12.0,23.0,12.0,28.0,6.0,66.0,17.0,39.0,20.0,55.0,16.0,110.0,208.0,22.0,243.0,,10.0,137.0,43.0,18.0,,67.0,37.0,104.0,23.0,14.0,42.0,6.0,19.0,245.0,17.0,17.0,2.0,39.0,73.0,12.0,124.0,36.0,160.0,7.0,41.0,23.0,18.0,29.0,8.0,23.0,27.0,3.0,6.0,2.0,3.0,56.0,8.0,10.0,65.0,146.0,2.0,12.0,8.0,58.0,6.0,6.0,1.0,58.0,4.0,,,21.0,1.0,9.0,9.0,5.0,10.0,1.0,106.0,936.0,12.0,7.0,0.9043478260869565,0.9454545454545454,1.0,0.36,0.42857142857142855,0.36363636363636365,0.36,0.5180180180180181,0.5217391304347826,0.4358974358974359,0.529082774049217,0.5882352941176471,0.5,0.5390295358649789,0.6,0.5188679245283019,0.5033557046979866,,0.08108108108108109,0.21568627450980393,0.1111111111111111,0.022222222222222223,,13.702171664943123,0.5178571428571429,0.11009174311926606,0.015873015873015872,0.06375545851528384,0.016748768472906402,0.08227848101265822,0.03125,0.06917850525015441,0.021808851828094934,0.017361111111111112,0.02681992337164751,0.01072961373390558,0.031007751937984496,0.03184713375796178,0.0664819944598338,0.07360406091370558,0.05128205128205128,0.07733333333333334,0.10101010101010101,0.03017241379310345,0.11409395973154363,0.6078431372549019,0.775,0.8387096774193549,0.08053691275167785,0.4722222222222222,0.53125,0.9411764705882353,0.30201342281879195,0.4962962962962963,0.5075757575757576,0.9253731343283582,0.19686800894854586,0.4318181818181818,0.4318181818181818,1.0,0.30648769574944074,0.31386861313868614,0.31386861313868614,1.0,0.13725490196078433,0.42857142857142855,0.2549019607843137,0.29411764705882354,0.4,1.0,0.10638297872340426,0.4,0.23404255319148937,0.35106382978723405,0.42424242424242425,0.6174496644295302,0.31386861313868614,0.5066974157303369,0.5205742424242424,0.4995718085106383,0.047311827956989246,0.08786610878661087,0.004424778761061947,0.12915851272015655,0.21526418786692758,13.19054054054054,24.764000000000006,0.27709431751611013,6.0,6.0,3.0,6.0,1.0,1.0,4.0,1.0,0.1,0.46153846153846156,1.0,0.2727272727272727,,,,,,,,,,True,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,6580.0,110.0,-3,219,220,57.0,63,18.0,439,7.0,12.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,14.0,,,,,,1.0,,,,1.0,15.0,32.0,,1.0,13.0,43.0,237,4.0,5.0,,,,8.0,6.0,12.0,,1.0,1.0,13.0,22.0,8.0,,,6.0,1.0,,5.0,,3.0,,3.0,,,2.0,1.0,,6.0,2.0,9.0,,6.0,14.0,2.0,22.0,11.0,33.0,,6.0,4.0,2.0,2.0,,,8.0,,2.0,,,10.0,2.0,4.0,8.0,21.0,1.0,1.0,7.0,12.0,,,,15.0,1.0,,,8.0,,,2.0,1.0,2.0,,13.0,57.0,1.0,,0.7333333333333333,0.9166666666666666,,,,,,0.46875,0.8,0.5,0.45454545454545453,0.8,0.46153846153846156,0.5375,0.8,0.5,0.030303030303030304,,0.15625,0.3333333333333333,,0.07142857142857142,,20.746887966804977,0.2,0.3333333333333333,,0.2222222222222222,0.1232876712328767,0.15384615384615385,0.05555555555555555,0.19607843137254902,0.10091743119266056,0.23809523809523808,0.08333333333333333,0.075,0.03125,0.25,0.21739130434782608,0.25,0.2,0.16129032258064516,0.125,,0.36363636363636365,0.5833333333333334,0.875,0.5714285714285714,0.18181818181818182,0.6666666666666666,0.6666666666666666,0.75,0.42424242424242425,0.2857142857142857,0.3076923076923077,1.0,,,,,0.030303030303030304,,,,0.6,1.0,,,,,0.38461538461538464,0.6,,0.07692307692307693,,0.3939393939393939,,0.44301969696969695,0.5790000000000001,0.4068269230769231,0.2,0.20512820512820512,,0.18604651162790697,0.3023255813953488,10.49375,27.2,0.2602739726027397,,,1.0,2.0,,,1.0,1.0,0.5,,,,,,,,,,,,,True,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,55589.0,926.0,81,1839,1819,589.0,471,221.0,3658,37.0,69.0,4.0,8.0,18.0,32.0,25.0,78.0,55.0,134.0,16.0,39.0,5.0,16.0,50.0,155.0,6.0,13.0,14.0,42.0,117.0,281.0,66.0,194.0,122.0,554.0,1964,8.0,21.0,10.0,18.0,8.0,54.0,36.0,84.0,23.0,58.0,49.0,190.0,96.0,138.0,144.0,54.0,4.0,154.0,50.0,6.0,1.0,77.0,24.0,101.0,12.0,12.0,39.0,14.0,24.0,226.0,4.0,9.0,1.0,24.0,30.0,3.0,57.0,14.0,71.0,7.0,22.0,18.0,4.0,42.0,6.0,21.0,22.0,4.0,21.0,2.0,5.0,64.0,3.0,21.0,22.0,45.0,1.0,3.0,1.0,95.0,4.0,4.0,1.0,140.0,12.0,3.0,6.0,41.0,16.0,11.0,6.0,3.0,7.0,,190.0,583.0,6.0,10.0,0.41025641025641024,0.41739130434782606,0.7272727272727273,0.3402061855670103,0.5555555555555556,0.39655172413793105,0.34196891191709844,0.41637010676156583,0.38095238095238093,0.42857142857142855,0.45473684210526316,0.5897435897435898,0.4964788732394366,0.521780303030303,0.6428571428571429,0.5696969696969697,0.40842105263157896,0.005154639175257732,0.021352313167259787,0.028985507246376812,0.05128205128205128,,,28.345323741007192,0.65625,0.046153846153846156,0.014705882352941176,0.050590219224283306,0.016423357664233577,0.09411764705882353,0.013377926421404682,0.06367924528301887,0.015348288075560802,0.005988023952095809,0.028368794326241134,0.016666666666666666,0.013953488372093023,0.011904761904761904,0.04060913705583756,0.038461538461538464,0.07009345794392523,0.09523809523809523,0.08888888888888889,0.025179856115107913,0.14526315789473684,0.5362318840579711,0.5522388059701493,0.5675675675675675,0.16421052631578947,0.32051282051282054,0.33783783783783783,0.28,0.28210526315789475,0.41044776119402987,0.41044776119402987,0.36363636363636365,0.08210526315789474,0.41025641025641024,0.41025641025641024,0.875,0.3263157894736842,0.3225806451612903,0.3246753246753247,0.68,0.20512820512820512,0.5,0.1282051282051282,0.3333333333333333,0.46153846153846156,0.8333333333333334,0.22535211267605634,0.5625,0.11267605633802817,0.29577464788732394,0.3333333333333333,0.5536842105263158,0.3246753246753247,0.4795577167019027,0.4874160714285715,0.4781294326241134,0.1102514506769826,0.13225806451612904,0.07729468599033816,0.09747292418772563,0.34296028880866425,11.719572953736652,25.667010309278357,0.32028276237085374,4.0,9.0,1.0,,1.0,1.0,2.0,4.0,0.5714285714285714,0.8,0.5,0.5625,1.0,1.0,0.0064516129032258064,0.5,,,,,,True,
2584,1610612746,Willie Green,Willie Green,2584,LAC,23962.0,399.0,60,786,784,211.0,155,86.0,1570,11.0,18.0,1.0,4.0,3.0,4.0,6.0,14.0,12.0,43.0,13.0,30.0,2.0,7.0,6.0,25.0,,,2.0,6.0,29.0,75.0,19.0,55.0,20.0,135.0,807,4.0,10.0,1.0,2.0,1.0,12.0,3.0,13.0,5.0,13.0,5.0,26.0,42.0,16.0,54.0,3.0,,25.0,6.0,4.0,1.0,10.0,11.0,21.0,7.0,4.0,3.0,1.0,6.0,53.0,,4.0,,12.0,17.0,,29.0,4.0,33.0,,15.0,10.0,5.0,10.0,1.0,8.0,7.0,,2.0,1.0,1.0,17.0,1.0,4.0,22.0,45.0,,3.0,2.0,18.0,1.0,3.0,,22.0,,,,9.0,,2.0,4.0,4.0,5.0,1.0,24.0,207.0,3.0,1.0,0.7241379310344828,0.7241379310344828,0.9473684210526315,0.34545454545454546,0.5,0.38461538461538464,0.34545454545454546,0.38666666666666666,0.4,0.23076923076923078,0.4423076923076923,0.4583333333333333,0.40384615384615385,0.4787234042553192,0.46153846153846156,0.4482758620689655,0.4230769230769231,0.01818181818181818,0.05333333333333334,0.05555555555555555,0.07142857142857142,0.046511627906976744,0.03333333333333333,18.015963511972636,0.5882352941176471,,,0.061371841155234655,0.018867924528301886,0.11009174311926606,,0.07512953367875648,0.011834319526627219,0.02040816326530612,,0.02727272727272727,,,0.041666666666666664,0.042105263157894736,0.10465116279069768,0.09876543209876543,0.14285714285714285,,0.13846153846153847,0.6111111111111112,0.6470588235294118,1.0,0.1076923076923077,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.33076923076923076,0.27906976744186046,0.2926829268292683,0.6666666666666666,0.23076923076923078,0.43333333333333335,0.4482758620689655,1.0,0.19230769230769232,0.24,0.24,0.8333333333333334,0.3333333333333333,0.25,0.16666666666666666,,,,0.15384615384615385,0.75,0.2692307692307692,0.23076923076923078,0.3333333333333333,0.5615384615384615,0.24,0.5057372093023256,0.4809142857142857,0.512866,0.06474820143884892,0.10714285714285714,,0.08888888888888889,0.1925925925925926,12.958666666666668,24.418181818181825,0.2684478371501272,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,0.6,0.5,1.0,0.42857142857142855,,,,1.0,,,,,,True,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,71267.0,1188.0,202,2351,2329,676.0,465,285.0,4680,162.0,250.0,25.0,52.0,48.0,74.0,39.0,89.0,68.0,173.0,3.0,8.0,1.0,1.0,2.0,10.0,,,,4.0,269.0,512.0,5.0,18.0,188.0,741.0,2433,31.0,69.0,,1.0,27.0,89.0,70.0,124.0,,5.0,74.0,214.0,380.0,158.0,12.0,3.0,32.0,9.0,2.0,24.0,,80.0,36.0,116.0,16.0,20.0,41.0,6.0,33.0,268.0,21.0,56.0,3.0,54.0,172.0,23.0,249.0,80.0,329.0,26.0,39.0,25.0,14.0,36.0,5.0,17.0,43.0,6.0,19.0,,11.0,79.0,5.0,14.0,56.0,104.0,3.0,9.0,14.0,236.0,17.0,7.0,2.0,264.0,22.0,,,110.0,,34.0,19.0,11.0,19.0,6.0,214.0,670.0,8.0,26.0,0.7063197026022305,0.7509881422924901,0.8,0.2777777777777778,,,0.29411764705882354,0.525390625,0.4492753623188406,0.5645161290322581,0.5216981132075472,0.44285714285714284,0.5426356589147286,0.5682515337423313,0.536144578313253,0.5944444444444444,0.033962264150943396,,0.046875,0.064,0.0898876404494382,,,27.416321925535915,0.45569620253164556,0.3333333333333333,0.03333333333333333,0.21608040201005024,0.08011444921316166,0.1758957654723127,0.05785123966942149,0.20489573889392565,0.07250470809792843,0.16243654822335024,0.06976744186046512,0.03636363636363636,0.058823529411764705,0.05555555555555555,0.17372881355932204,0.22661870503597123,0.24113475177304963,0.1836734693877551,0.14516129032258066,0.11304347826086956,0.4716981132075472,0.648,0.6923076923076923,0.7160493827160493,0.16792452830188678,0.43820224719101125,0.48148148148148145,0.3076923076923077,0.3264150943396226,0.3930635838150289,0.3930635838150289,0.9117647058823529,0.01509433962264151,0.375,0.375,1.0,0.018867924528301886,0.2,0.2,0.5,0.7428571428571429,0.4807692307692308,0.014285714285714285,,,,0.5736434108527132,0.6486486486486487,0.007751937984496124,0.031007751937984496,,0.5056603773584906,0.2222222222222222,0.4986295841209831,0.5281148148148148,0.52928984375,0.1779935275080906,0.18333333333333332,,0.12010796221322537,0.28879892037786775,8.450781250000002,26.644444444444446,0.28753721820501915,,,,14.0,,,8.0,10.0,0.5263157894736842,,,,1.0,,,0.28,2.0,,,,,True,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,13684.0,228.0,48,480,466,195.0,168,67.0,946,15.0,25.0,4.0,9.0,5.0,7.0,4.0,8.0,,4.0,1.0,15.0,1.0,6.0,9.0,25.0,,1.0,2.0,7.0,19.0,37.0,10.0,40.0,19.0,87.0,517,4.0,10.0,,2.0,2.0,10.0,6.0,13.0,3.0,13.0,14.0,35.0,28.0,10.0,30.0,,4.0,25.0,9.0,4.0,,7.0,8.0,15.0,6.0,2.0,7.0,,,38.0,6.0,7.0,3.0,15.0,12.0,4.0,31.0,16.0,47.0,2.0,5.0,5.0,,3.0,2.0,2.0,3.0,1.0,1.0,,,6.0,1.0,2.0,15.0,26.0,,2.0,,14.0,,1.0,,22.0,,,,7.0,,4.0,1.0,1.0,2.0,,33.0,187.0,3.0,2.0,0.7368421052631579,0.8235294117647058,1.0,0.25,,0.23076923076923078,0.25,0.5135135135135135,0.4,0.46153846153846156,0.44155844155844154,0.3333333333333333,0.40384615384615385,0.4943181818181818,0.38461538461538464,0.5147058823529411,0.5194805194805194,,0.10810810810810811,0.04,0.25,0.25,,17.184643510054844,0.5,0.14285714285714285,0.2,0.08695652173913043,0.06140350877192982,0.1744186046511628,0.06666666666666667,0.12053571428571429,0.06372549019607843,0.05555555555555555,0.05405405405405406,0.07317073170731707,0.078125,0.038461538461538464,0.06976744186046512,0.06521739130434782,0.12244897959183673,0.18461538461538463,0.14285714285714285,0.045454545454545456,0.3246753246753247,0.6,0.625,0.6666666666666666,0.1038961038961039,0.5,0.6666666666666666,1.0,0.05194805194805195,,,,0.19480519480519481,0.06666666666666667,0.06666666666666667,1.0,0.3246753246753247,0.36,0.36,1.0,0.75,0.4444444444444444,0.08333333333333333,0.08333333333333333,,,0.2692307692307692,0.7142857142857143,0.23076923076923078,0.2692307692307692,0.2857142857142857,0.8441558441558441,0.36,0.5378707792207792,0.54584,0.5190346153846154,0.08333333333333333,0.1590909090909091,,0.11494252873563218,0.40229885057471265,4.978378378378379,24.555,0.40625,,1.0,2.0,,1.0,1.0,,,,,,0.16666666666666666,,,,0.25,,,,,,True,
1536,1610612746,Stephen Jackson,Stephen Jackson,1536,LAC,2201.0,37.0,29,73,75,29.0,24,6.0,148,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,,4.0,,,,2.0,4.0,4.0,,7.0,,8.0,54,1.0,1.0,,,,2.0,1.0,1.0,,2.0,,2.0,4.0,4.0,,,2.0,4.0,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,1.0,,4.0,1.0,5.0,1.0,6.0,,1.0,,1.0,,,,,,,,,,,,1.0,5.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,29.0,,,0.5,0.6666666666666666,,,,,,1.0,1.0,1.0,0.36363636363636365,1.0,0.3333333333333333,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,,,,,,,13.580246913580247,,0.3333333333333333,0.5,0.21052631578947367,,,,0.12903225806451613,,,,,,,0.16666666666666666,0.25,0.2,,,,0.18181818181818182,1.0,1.0,0.5,0.09090909090909091,1.0,1.0,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,,,0.36363636363636365,,,,1.0,1.0,,,,,0.3333333333333333,1.0,,0.6666666666666666,,0.8181818181818182,,0.5554045454545455,0.5231,0.49956666666666666,,,,0.25,0.25,6.3500000000000005,24.52857142857143,0.3972602739726027,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,76019.0,1267.0,167,2485,2491,565.0,399,306.0,4976,137.0,190.0,37.0,65.0,30.0,40.0,6.0,24.0,1.0,1.0,,,,,,,,,,,144.0,215.0,,,65.0,353.0,2628,38.0,71.0,,,19.0,95.0,30.0,42.0,,,37.0,97.0,222.0,66.0,,,58.0,,,15.0,,27.0,7.0,34.0,4.0,3.0,14.0,3.0,10.0,75.0,53.0,82.0,6.0,95.0,235.0,31.0,361.0,141.0,502.0,7.0,31.0,22.0,9.0,22.0,1.0,16.0,35.0,5.0,6.0,,3.0,57.0,8.0,11.0,62.0,100.0,2.0,8.0,14.0,138.0,26.0,5.0,1.0,152.0,12.0,,,50.0,,32.0,101.0,49.0,102.0,2.0,96.0,562.0,3.0,17.0,0.7708333333333334,0.9652173913043478,,,,,,0.6697674418604651,0.5352112676056338,0.7142857142857143,0.6697674418604651,0.5352112676056338,0.7142857142857143,0.6192982456140351,0.521978021978022,0.60625,,,0.06976744186046512,0.06842105263157895,0.08333333333333333,,,12.110481586402267,0.38596491228070173,0.4246575342465753,0.0625,0.26463963963963966,0.10962566844919786,0.290519877675841,0.13984168865435356,0.2716049382716049,0.11978704525288376,0.06829268292682927,0.14358974358974358,0.11494252873563218,0.14285714285714285,0.13274336283185842,0.2423076923076923,0.2716049382716049,0.27631578947368424,0.311787072243346,0.203125,0.125,0.8837209302325582,0.7210526315789474,0.7740112994350282,0.7737226277372263,0.11162790697674418,0.25,0.2727272727272727,0.6666666666666666,0.004651162790697674,1.0,1.0,1.0,,,,,,,,,0.9154929577464789,0.5692307692307692,,,,,0.9523809523809523,0.75,,,,0.8837209302325582,,0.5827172093023256,0.5566090909090908,0.5908166666666667,0.1976284584980237,0.1976284584980237,,0.26912181303116145,0.2747875354107649,2.2199999999999998,,0.22736418511066397,,,3.0,,1.0,1.0,47.0,65.0,0.6372549019607843,,,,,5.0,,0.24324324324324326,4.0,5.0,4.0,,,True,
