EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Corner3Assists,PenaltyTurnovers,Technical Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Clear Path Fouls,HeaveAttempts,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,24892.0,415,-9.0,783,778,144.0,173.0,105.0,1561,33.0,56.0,17.0,27.0,6.0,11.0,14.0,27.0,4.0,7.0,1.0,5.0,1.0,1.0,2.0,10.0,1.0,2.0,1.0,2.0,51.0,90.0,3.0,15.0,19.0,130.0,811,18.0,29.0,1.0,3.0,5.0,44.0,9.0,16.0,1.0,3.0,3.0,24.0,52.0,50.0,6.0,3.0,28.0,10.0,2.0,7.0,14.0,1.0,15.0,1.0,7.0,3.0,4.0,31.0,4.0,31.0,1.0,21.0,33.0,5.0,59.0,36.0,95.0,3.0,6.0,3.0,3.0,6.0,1.0,3.0,16.0,1.0,3.0,1.0,22.0,2.0,18.0,4.0,60.0,1.0,5.0,8.0,27.0,1.0,6.0,2.0,1.0,26.0,2.0,12.0,2.0,13.0,8.0,5.0,13.0,7.0,2.0,1.0,24.0,142.0,7.0,2.0,0.5098039215686274,0.7027027027027027,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,0.2,0.5666666666666667,0.6206896551724138,0.5625,0.5285714285714286,0.609375,0.5526315789473685,0.5555555555555556,0.6111111111111112,0.5454545454545454,0.1428571428571428,0.0777777777777777,0.1071428571428571,0.037037037037037,15.158124318429662,0.2727272727272727,0.1851851851851851,0.0454545454545454,0.1375,0.1023102310231023,0.1926605504587156,0.0396039603960396,0.154727793696275,0.0866336633663366,0.0792079207920792,0.1666666666666666,0.0762711864406779,0.0277777777777777,0.0689655172413793,0.1034482758620689,0.1351351351351351,0.1772151898734177,0.1904761904761904,0.2,0.0681818181818181,0.5384615384615384,0.5333333333333333,0.5892857142857143,0.66,0.5151515151515151,0.2571428571428571,0.5185185185185185,0.5384615384615384,0.5,0.0666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.0476190476190476,0.2,0.2,1.0,0.0952380952380952,0.2,0.2,0.5,0.84375,0.6296296296296297,0.0588235294117647,0.03125,0.0625,0.5,0.5789473684210527,0.5454545454545454,0.0526315789473684,0.1052631578947368,0.5,0.6761904761904762,0.2,0.515307619047619,0.56005,0.5082868421052632,0.1043478260869565,0.12,0.3384615384615385,0.1846153846153846,4.902222222222223,24.933333333333334,0.1839080459770115,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200752,1610612761,Rudy Gay,Rudy Gay,200752,TOR,38322.0,639,-9.0,1232,1230,312.0,324.0,168.0,2462,50.0,98.0,13.0,17.0,15.0,27.0,25.0,79.0,33.0,99.0,5.0,16.0,2.0,4.0,17.0,43.0,3.0,3.0,6.0,17.0,108.0,276.0,22.0,59.0,68.0,350.0,1281,19.0,36.0,4.0,5.0,10.0,60.0,27.0,70.0,7.0,21.0,23.0,98.0,58.0,158.0,45.0,21.0,12.0,43.0,17.0,24.0,23.0,17.0,40.0,12.0,8.0,9.0,6.0,97.0,9.0,19.0,1.0,38.0,55.0,11.0,104.0,29.0,133.0,9.0,28.0,17.0,11.0,38.0,6.0,13.0,21.0,,25.0,3.0,59.0,7.0,15.0,4.0,47.0,3.0,,6.0,66.0,1.0,2.0,3.0,4.0,88.0,7.0,40.0,6.0,23.0,18.0,4.0,23.0,12.0,,,96.0,310.0,4.0,4.0,0.2685185185185185,0.284313725490196,0.6818181818181818,0.3728813559322034,0.8,0.3333333333333333,0.3728813559322034,0.391304347826087,0.5277777777777778,0.3857142857142857,0.4208955223880597,0.6097560975609756,0.412087912087912,0.463903743315508,0.6521739130434783,0.4619047619047619,0.1761194029850746,0.0869565217391304,0.1224489795918367,0.1392405063291139,30.069444444444443,0.6440677966101694,0.2444444444444444,0.0256410256410256,0.1455026455026455,0.0420353982300885,0.2275449101796407,0.0545454545454545,0.1706422018348624,0.0453808752025931,0.074074074074074,0.0227272727272727,0.0253164556962025,0.0583333333333333,0.0444444444444444,0.1360544217687075,0.1651376146788991,0.1393442622950819,0.2384615384615384,0.1891891891891892,0.0505617977528089,0.5217391304347826,0.2925373134328358,0.5102040816326531,0.5813953488372093,0.4,0.235820895522388,0.3164556962025316,0.3676470588235294,0.12,0.2955223880597015,0.3333333333333333,0.336734693877551,0.1818181818181818,0.0477611940298507,0.3125,0.3125,1.0,0.1283582089552238,0.3953488372093023,0.3953488372093023,0.5882352941176471,0.4146341463414634,0.7647058823529411,0.2307692307692307,0.048780487804878,0.073170731707317,1.0,0.2967032967032967,0.5555555555555556,0.0439560439560439,0.1868131868131868,0.3529411764705882,0.4686567164179104,0.3953488372093023,0.4656988023952096,0.4909411764705882,0.4579016483516482,0.108695652173913,0.1294498381877022,0.1714285714285714,0.28,9.328260869565216,25.406779661016948,0.2532467532467532,1.0,1.0,5.0,10.0,3.0,1.0,1.0,0.0101010101010101,0.5,1.0,0.6666666666666666,0.25,,,,,,,,True,,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,32073.0,535,-1.0,1038,1034,248.0,279.0,136.0,2072,23.0,39.0,,,10.0,15.0,5.0,16.0,6.0,17.0,2.0,9.0,,1.0,33.0,75.0,5.0,6.0,8.0,22.0,34.0,72.0,35.0,84.0,41.0,214.0,1078,3.0,3.0,5.0,6.0,4.0,25.0,14.0,26.0,8.0,23.0,25.0,77.0,12.0,56.0,75.0,30.0,2.0,75.0,33.0,9.0,64.0,23.0,87.0,13.0,35.0,11.0,18.0,197.0,2.0,8.0,1.0,10.0,33.0,,43.0,11.0,54.0,1.0,22.0,11.0,11.0,19.0,5.0,14.0,14.0,1.0,5.0,2.0,33.0,2.0,18.0,2.0,56.0,,4.0,5.0,57.0,7.0,,10.0,3.0,51.0,2.0,13.0,12.0,2.0,2.0,,2.0,1.0,,,77.0,246.0,7.0,11.0,0.1764705882352941,0.1818181818181818,0.7142857142857143,0.4166666666666667,0.8333333333333334,0.3478260869565217,0.4166666666666667,0.4722222222222222,1.0,0.5384615384615384,0.5544871794871795,1.1666666666666667,0.5306122448979592,0.5944444444444444,1.1363636363636365,0.6015625,0.5384615384615384,0.125,0.1794871794871795,0.0625,17.617866004962778,0.5757575757575758,,0.0277777777777777,0.1044303797468354,0.0206185567010309,0.074074074074074,0.0155038759689922,0.0953436807095343,0.0193423597678916,0.0150375939849624,0.017391304347826,0.0285714285714285,0.0106382978723404,0.0285714285714285,0.1034482758620689,0.0631578947368421,0.1428571428571428,0.0761904761904762,0.0666666666666666,0.0133333333333333,0.5,0.25,0.5897435897435898,0.71875,0.217391304347826,0.1025641025641025,0.3125,0.3333333333333333,,0.1089743589743589,0.3529411764705882,0.375,0.1666666666666666,0.0576923076923076,0.2222222222222222,0.2222222222222222,1.0,0.4807692307692308,0.44,0.44,0.696969696969697,,,,,0.6666666666666666,0.8333333333333334,0.3061224489795918,0.6666666666666666,0.0204081632653061,0.4489795918367347,0.3636363636363636,0.7884615384615384,0.44,0.5058461538461538,0.482675,0.4690704081632653,0.0833333333333333,0.1566265060240964,0.116822429906542,0.3598130841121495,7.308333333333333,25.288095238095245,0.2389210019267822,,,10.0,7.0,,,,0.0588235294117647,,,0.8,,1.0,0.0117647058823529,,,,,,True,,,,,,,,
200779,1610612761,Steve Novak,Steve Novak,200779,TOR,4396.0,73,42.0,147,136,50.0,50.0,26.0,283,,1.0,,1.0,,1.0,,,,4.0,3.0,9.0,,3.0,5.0,11.0,,1.0,,,,5.0,8.0,20.0,4.0,28.0,134,,2.0,,1.0,,,,2.0,2.0,3.0,,6.0,,,21.0,3.0,,11.0,5.0,,2.0,2.0,4.0,1.0,2.0,,,10.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,3.0,10.0,,1.0,1.0,,,,,,,,,,,2.0,,6.0,,,,3.0,,,2.0,,4.0,,,,,,,,,,,6.0,50.0,2.0,,,,0.875,0.4,,0.6666666666666666,0.4,,,,0.48,,0.6,0.5192307692307693,,0.6,0.8,,,,14.772727272727272,,0.3333333333333333,0.25,0.0526315789473684,0.0212765957446808,0.1739130434782608,0.03125,0.0983606557377049,0.0253164556962025,0.0416666666666666,,,,0.0769230769230769,0.0833333333333333,0.1,,0.1764705882352941,0.1666666666666666,,,0.04,,,,,,,,0.16,,,,0.36,0.3333333333333333,0.3333333333333333,1.0,0.44,0.4545454545454545,0.4545454545454545,0.8,0.3333333333333333,,,,0.3333333333333333,,0.2,,0.6,,,0.84,0.4545454545454545,0.504604,0.4495,0.43505,0.0384615384615384,,,0.2142857142857142,16.740000000000002,24.56,0.3401360544217687,,2.0,1.0,,1.0,,,,,,,0.6666666666666666,1.0,0.0476190476190476,,,,,,True,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,30386.0,506,-42.0,979,975,221.0,244.0,127.0,1954,30.0,45.0,3.0,4.0,8.0,12.0,19.0,43.0,29.0,85.0,7.0,16.0,1.0,2.0,7.0,25.0,,1.0,1.0,5.0,78.0,173.0,14.0,41.0,61.0,259.0,1025,6.0,11.0,1.0,2.0,4.0,19.0,12.0,35.0,2.0,7.0,17.0,47.0,70.0,86.0,36.0,6.0,,25.0,7.0,10.0,18.0,16.0,34.0,13.0,11.0,4.0,3.0,84.0,1.0,4.0,1.0,10.0,29.0,1.0,40.0,6.0,46.0,4.0,13.0,9.0,4.0,15.0,2.0,7.0,13.0,3.0,8.0,3.0,28.0,2.0,12.0,1.0,26.0,2.0,1.0,1.0,55.0,1.0,,,10.0,76.0,5.0,34.0,1.0,3.0,2.0,,3.0,,,,47.0,219.0,,1.0,0.4487179487179487,0.4487179487179487,0.8571428571428571,0.3414634146341463,0.5,0.2857142857142857,0.3414634146341463,0.4508670520231214,0.5454545454545454,0.3428571428571428,0.4626168224299065,0.5769230769230769,0.3571428571428571,0.520242914979757,0.59375,0.4339622641509434,0.1915887850467289,0.0578034682080924,0.0888888888888888,0.1162790697674418,24.16520210896309,0.5357142857142857,0.0294117647058823,0.03125,0.0963455149501661,0.010752688172043,0.0775193798449612,0.0078125,0.0906976744186046,0.01,0.0078125,0.0092592592592592,0.0147058823529411,,0.0263157894736842,0.094017094017094,0.0697674418604651,0.1224489795918367,0.0891089108910891,0.0357142857142857,0.0363636363636363,,0.2102803738317757,0.6666666666666666,0.7317073170731707,0.3,0.2009345794392523,0.4418604651162791,0.5,0.3684210526315789,0.397196261682243,0.3411764705882353,0.3452380952380952,0.6551724137931034,0.0747663551401869,0.4375,0.4375,1.0,0.116822429906542,0.28,0.28,0.7142857142857143,0.3076923076923077,0.75,0.3333333333333333,0.0769230769230769,0.0769230769230769,,0.2857142857142857,0.6666666666666666,0.0476190476190476,0.119047619047619,0.2,0.4018691588785046,0.28,0.4677934579439251,0.4753461538461537,0.4540619047619049,0.1504065040650406,0.1683168316831683,0.0733590733590733,0.1814671814671814,11.702890173410404,24.45609756097561,0.2257405515832482,1.0,1.0,3.0,2.0,2.0,1.0,,0.0117647058823529,1.0,1.0,,0.5,3.0,0.0681818181818181,1.0,,,,,True,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,10102.0,168,53.0,333,331,146.0,131.0,55.0,664,7.0,9.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,9.0,3.0,8.0,1.0,4.0,5.0,17.0,,1.0,3.0,6.0,15.0,24.0,8.0,25.0,5.0,59.0,309,2.0,4.0,1.0,2.0,,7.0,8.0,14.0,4.0,10.0,2.0,30.0,12.0,18.0,21.0,3.0,4.0,17.0,5.0,,3.0,1.0,4.0,1.0,3.0,,,9.0,2.0,5.0,1.0,8.0,13.0,1.0,22.0,8.0,30.0,1.0,2.0,1.0,1.0,3.0,,3.0,,,,,3.0,,5.0,1.0,12.0,,2.0,,9.0,,,3.0,1.0,6.0,,2.0,1.0,1.0,,1.0,1.0,,,,30.0,146.0,2.0,1.0,0.4,0.4615384615384615,0.875,0.32,0.5,0.4,0.32,0.625,0.5,0.5714285714285714,0.5510204081632653,0.5833333333333334,0.5833333333333334,0.5673076923076923,0.5833333333333334,0.6,0.5102040816326531,,,,13.75,1.0,0.0625,0.0625,0.1214953271028037,0.043859649122807,0.1739130434782608,0.0392156862745098,0.1372549019607843,0.0424242424242424,,0.0952380952380952,0.0333333333333333,0.0263157894736842,0.0769230769230769,0.0408163265306122,0.1666666666666666,0.2058823529411764,0.2058823529411764,0.0833333333333333,0.0384615384615384,,0.1836734693877551,0.7777777777777778,0.7777777777777778,0.4285714285714285,0.1224489795918367,0.6666666666666666,0.6666666666666666,0.25,0.1836734693877551,0.4444444444444444,0.4444444444444444,0.5,0.1632653061224489,0.375,0.375,1.0,0.3469387755102041,0.2941176470588235,0.2941176470588235,0.8,0.6666666666666666,0.5,,0.1666666666666666,0.1666666666666666,,0.2083333333333333,0.8,0.1666666666666666,0.25,0.5,0.6938775510204082,0.2941176470588235,0.5136255102040816,0.51738,0.4889666666666666,0.0392156862745098,0.0769230769230769,0.1186440677966101,0.5084745762711864,10.225,24.664,0.4384384384384384,1.0,1.0,,1.0,,,,,1.0,1.0,,0.25,,,,,,,,True,,,,,,,,
201946,1610612761,Tyler Hansbrough,Tyler Hansbrough,201946,TOR,12317.0,205,3.0,408,415,101.0,121.0,53.0,823,9.0,23.0,7.0,14.0,2.0,5.0,2.0,6.0,1.0,3.0,,,,,,1.0,,,,1.0,12.0,32.0,,1.0,21.0,45.0,425,9.0,16.0,,,7.0,25.0,2.0,7.0,,1.0,12.0,16.0,10.0,14.0,,,10.0,1.0,,3.0,4.0,2.0,6.0,1.0,2.0,,2.0,14.0,5.0,23.0,1.0,3.0,19.0,5.0,27.0,29.0,56.0,2.0,6.0,5.0,1.0,4.0,,3.0,4.0,,1.0,2.0,8.0,1.0,14.0,,27.0,1.0,3.0,1.0,23.0,1.0,3.0,1.0,,30.0,2.0,14.0,2.0,3.0,1.0,2.0,3.0,1.0,,,16.0,101.0,1.0,2.0,0.4166666666666667,0.7142857142857143,,,,,,0.375,0.5625,0.2857142857142857,0.3636363636363636,0.5625,0.25,0.4787234042553192,0.5681818181818182,0.5333333333333333,0.0303030303030303,0.09375,0.1304347826086956,,11.530398322851154,0.5,0.2631578947368421,0.0714285714285714,0.1596638655462184,0.1654676258992805,0.0491803278688524,0.1,0.1222222222222222,0.1481481481481481,0.1896551724137931,0.175,0.1219512195121951,0.1,0.1,0.1372549019607843,0.1428571428571428,0.2121212121212121,0.0638297872340425,,0.1176470588235294,0.3333333333333333,0.696969696969697,0.391304347826087,0.45,0.3333333333333333,0.1818181818181818,0.3333333333333333,0.3333333333333333,0.5,0.0909090909090909,0.3333333333333333,0.3333333333333333,1.0,,,,,0.0303030303030303,,,,0.875,0.5,0.1428571428571428,,,,0.625,0.4,,0.125,,0.7272727272727273,,0.5041242424242424,0.57015,0.4609624999999999,0.3111111111111111,0.3181818181818182,0.5555555555555556,0.3555555555555555,3.903125,26.8,0.2475490196078431,,,1.0,2.0,,,,,,,,,,,,,,,,True,,,,,,,,
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,5165.0,86,-35.0,161,170,65.0,92.0,29.0,331,4.0,11.0,1.0,4.0,1.0,5.0,1.0,3.0,,,,,,,,,,,,,5.0,14.0,,,4.0,14.0,192,1.0,4.0,,,,2.0,1.0,5.0,,,1.0,3.0,4.0,6.0,,,2.0,,,2.0,5.0,2.0,7.0,2.0,5.0,,,16.0,2.0,3.0,1.0,,7.0,6.0,13.0,6.0,19.0,,,,,1.0,,1.0,2.0,,,2.0,3.0,,4.0,,7.0,,,,7.0,,,1.0,,9.0,,4.0,1.0,1.0,,,1.0,1.0,,,3.0,63.0,2.0,,0.4,0.5,,,,,,0.3571428571428571,0.25,0.2,0.3571428571428571,0.25,0.2,0.3684210526315789,0.2,0.25,,0.1428571428571428,0.1818181818181818,,10.824742268041238,0.3333333333333333,0.4285714285714285,0.2,0.14,0.0517241379310344,,0.0833333333333333,0.1014492753623188,0.0609756097560975,0.0434782608695652,,0.1111111111111111,0.0526315789473684,0.2,,0.2307692307692307,0.25,,,,1.0,0.7857142857142857,0.3636363636363636,0.4444444444444444,0.5,0.2142857142857142,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,1.0,0.25,,,,,1.0,0.2,,,,0.7857142857142857,,0.5167357142857142,0.4362,0.4300799999999999,0.2222222222222222,0.2222222222222222,0.1428571428571428,0.2142857142857142,3.7642857142857142,,0.4037267080745341,,,,1.0,,1.0,,,,,,,,,,,,,,True,,,,,,,,
202685,1610612761,Jonas Valanciunas,Jonas Valanciunas,202685,TOR,24160.0,403,-17.0,763,763,145.0,107.0,96.0,1526,36.0,72.0,13.0,30.0,5.0,14.0,20.0,41.0,5.0,14.0,,,,,,,,,,,61.0,127.0,,,17.0,139.0,805,16.0,34.0,,,4.0,36.0,8.0,19.0,,,5.0,21.0,66.0,56.0,,,14.0,,,12.0,6.0,3.0,9.0,2.0,4.0,1.0,1.0,21.0,5.0,40.0,,17.0,47.0,9.0,73.0,45.0,118.0,10.0,6.0,6.0,,12.0,,5.0,13.0,1.0,7.0,2.0,25.0,2.0,18.0,7.0,44.0,2.0,4.0,6.0,27.0,,4.0,2.0,,19.0,2.0,7.0,4.0,13.0,9.0,4.0,13.0,10.0,2.0,1.0,21.0,145.0,4.0,3.0,0.5409836065573771,0.6111111111111112,,,,,,0.4803149606299212,0.4705882352941176,0.4210526315789473,0.4803149606299212,0.4705882352941176,0.4210526315789473,0.5110294117647058,0.4864864864864865,0.4772727272727273,,0.0944881889763779,0.1388888888888889,0.048780487804878,18.099547511312217,0.48,0.5,,0.1966527196652719,0.1388888888888889,0.1619047619047619,0.057471264367816,0.1860465116279069,0.12,0.2178217821782178,0.1234567901234567,0.0754716981132075,0.0714285714285714,,0.1910112359550561,0.2702702702702703,0.131578947368421,0.1325301204819277,0.2727272727272727,0.1851851851851851,0.7692307692307693,0.5669291338582677,0.5,0.5806451612903226,0.5,0.3228346456692913,0.4878048780487805,0.5128205128205128,0.5,0.1102362204724409,0.3571428571428571,0.3571428571428571,1.0,,,,,,,,,0.8823529411764706,0.4333333333333333,0.0769230769230769,,,,0.7368421052631579,0.3571428571428571,,,,0.5669291338582677,,0.491340157480315,0.5513466666666668,0.5340947368421054,0.053030303030303,0.053030303030303,0.2589928057553957,0.1510791366906475,5.438582677165355,,0.1900393184796854,,,1.0,4.0,,,,,,,,,,,,1.0,,,,True,,,,,,,,
202933,1610612761,Julyan Stone,Julyan Stone,202933,TOR,2152.0,36,-3.0,64,65,17.0,16.0,12.0,129,,,,,,,,1.0,,,,1.0,,,,2.0,,,,1.0,,1.0,,3.0,,,63,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,2.0,3.0,2.0,,,1.0,8.0,,,,1.0,2.0,,3.0,,3.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,0.75,,,,6.578947368421052,,,,0.1052631578947368,,0.0625,,0.0857142857142857,,,,,,,0.1666666666666666,,,,0.2,,,,,,,0.25,,,,,,,,0.25,,,,0.5,,,,,,,,,,,,,1.0,,0.75,,0.47735,,0.43335,,,,,8.9,24.2,0.265625,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
