EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,FG3APct,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,HeaveMakes,on
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,95823.0,1597.0,301.0,3225,3237,426,629,359.0,6462,171.0,250.0,52.0,104.0,18.0,29.0,37.0,80.0,4.0,7.0,212.0,337.0,19.0,443.0,3290.0,53.0,110.0,2.0,108.0,25.0,41.0,6.0,56.0,302.0,122.0,88.0,14.0,60.0,34.0,94.0,27.0,7.0,33.0,8.0,19.0,222.0,22.0,141.0,1.0,85.0,335.0,22.0,442.0,164.0,606.0,19.0,44.0,24.0,20.0,37.0,10.0,26.0,51.0,11.0,1.0,3.0,88.0,5.0,15.0,95.0,1.0,186.0,1.0,1.0,9.0,26.0,82.0,8.0,13.0,16.0,2.0,53.0,5.0,21.0,8.0,111.0,3.0,2.0,82.0,1.0,29.0,114.0,79.0,2.0,2.0,3.0,8.0,56.0,425,14.0,6.0,0.7122641509433962,0.8988095238095238,0.629080118694362,0.4818181818181818,0.6097560975609756,0.629080118694362,0.4818181818181818,0.6097560975609756,0.6135734072022161,0.4864864864864865,0.56,0.04154302670623145,0.032,0.075,12.301369863013699,0.42045454545454547,0.3013698630136986,0.013157894736842105,0.2748154224774405,0.14358452138492872,0.23224043715846995,0.04592901878914405,0.26498422712933756,0.11156741957563313,0.1495601173020528,0.16265060240963855,0.11650485436893204,0.0440771349862259,0.05172413793103448,0.19877675840978593,0.31894484412470026,0.28842105263157897,0.2408026755852843,0.19402985074626866,0.17117117117117117,0.6929824561403509,0.7418397626112759,0.684,0.7066115702479339,0.7076023391812866,0.23738872403560832,0.4625,0.5,0.7567567567567568,0.020771513353115726,0.5714285714285714,0.5714285714285714,0.5,0.9454545454545454,0.5,0.1346153846153846,0.7073170731707317,0.6206896551724138,0.7418397626112759,0.5751385756676558,0.5820519230769231,0.5524414634146341,0.059490084985835696,0.059490084985835696,0.24379232505643342,0.12641083521444696,2.983086053412464,0.13209302325581396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101135,1610612744,David Lee,David Lee,101135,GSW,118370.0,1973.0,484.0,4002,3960,777,927,453.0,7962,290.0,464.0,58.0,103.0,59.0,90.0,123.0,295.0,34.0,97.0,447.0,856.0,204.0,1098.0,4014.0,65.0,124.0,32.0,162.0,72.0,137.0,45.0,189.0,630.0,264.0,90.0,86.0,76.0,51.0,127.0,29.0,22.0,48.0,14.0,14.0,305.0,55.0,100.0,5.0,92.0,270.0,30.0,392.0,160.0,552.0,24.0,40.0,28.0,12.0,74.0,15.0,36.0,59.0,38.0,,6.0,133.0,5.0,24.0,77.0,3.0,182.0,7.0,,18.0,19.0,187.0,,15.0,4.0,4.0,260.0,26.0,135.0,8.0,22.0,,,13.0,,8.0,22.0,12.0,,1.0,3.0,3.0,187.0,772,16.0,7.0,0.7046979865771812,0.7835820895522388,0.522196261682243,0.5241935483870968,0.5255474452554745,0.5215869311551925,0.5241935483870968,0.5255474452554745,0.5636550308008214,0.5664335664335665,0.5727272727272728,0.10046728971962617,0.11853448275862069,0.10508474576271186,24.377890332525876,0.556390977443609,0.30927835051546393,0.04854368932038835,0.18920812894183603,0.08149959250203749,0.18217821782178217,0.09306260575296109,0.1873706004140787,0.08525852585258525,0.11007025761124122,0.08391608391608392,0.04582210242587601,0.08009153318077804,0.12987012987012986,0.16080402010050251,0.2124248496993988,0.18867924528301888,0.175,0.20952380952380953,0.07430340557275542,0.5454545454545454,0.5414235705950992,0.625,0.7090464547677262,0.7655172413793103,0.3442240373395566,0.41694915254237286,0.4659090909090909,0.5040650406504065,0.11318553092182031,0.35051546391752575,0.35051546391752575,0.9117647058823529,0.8306451612903226,0.5631067961165048,0.2413793103448276,0.656934306569343,0.6555555555555556,0.5425904317386231,0.5034176196032675,0.5506949999999999,0.5224335766423358,0.13975155279503104,0.13989637305699482,0.14754098360655737,0.1721311475409836,5.6642523364485955,0.19415292353823088,1.0,1.0,1.0,2.0,1.0,0.0011668611435239206,0.0011668611435239206,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,170762.0,2846.0,574.0,5748,5706,1184,1435,625.0,11454,134.0,224.0,6.0,8.0,25.0,47.0,71.0,164.0,186.0,380.0,391.0,768.0,308.0,1873.0,5868.0,18.0,37.0,16.0,109.0,71.0,154.0,132.0,445.0,154.0,628.0,4.0,32.0,512.0,154.0,666.0,102.0,52.0,329.0,91.0,92.0,1486.0,15.0,31.0,,82.0,204.0,2.0,288.0,46.0,334.0,13.0,128.0,83.0,45.0,197.0,44.0,150.0,97.0,47.0,7.0,14.0,294.0,16.0,58.0,98.0,2.0,194.0,5.0,1.0,6.0,10.0,311.0,7.0,5.0,29.0,3.0,348.0,26.0,88.0,58.0,13.0,1.0,1.0,6.0,,6.0,14.0,7.0,,,,2.0,435.0,1176,23.0,44.0,0.1969309462915601,0.19794344473007713,0.5091145833333334,0.4864864864864865,0.461038961038961,0.5657989877078814,0.58125,0.5251677852348994,0.607707509881423,0.6193181818181818,0.5972602739726027,0.041666666666666664,0.09375,0.06097560975609756,27.877947295423024,0.6700680272108843,0.012738853503184714,,0.09956076134699854,0.017836593785960874,0.11598302687411598,0.017241379310344827,0.10377358490566038,0.01763803680981595,0.017123287671232876,0.02181208053691275,0.014336917562724014,0.015313935681470138,0.02304147465437788,0.0967741935483871,0.09628610729023383,0.10471204188481675,0.12367491166077739,0.0851063829787234,0.019345238095238096,0.5,0.16196673897324657,0.5982142857142857,0.6600985221674877,0.2537313432835821,0.11858279103398409,0.4329268292682927,0.461038961038961,0.1267605633802817,0.274765003615329,0.48947368421052634,0.49076517150395776,0.1827956989247312,0.1,0.75,,0.15771812080536912,0.5319148936170213,0.6066522053506869,0.49591534545454585,0.48842068965517244,0.47680972696245744,0.07534246575342465,0.10602409638554217,0.05819540843566471,0.2375867592098238,11.816276041666674,0.20598469032707029,537.0,615.0,531.0,8.0,1.0,0.44468546637744033,0.3882863340563991,25.960000000000004,35.0,78.0,5.0,13.0,9.0,21.0,226.0,14.0,30.0,48.0,123.0,261.0,19.0,43.0,57.0,144.0,357.0,426.0,6.0,226.0,2.0,7.0,30.0,22.0,0.4559386973180077,0.424390243902439,0.4418604651162791,0.3958333333333333,0.42857142857142855,0.0032520325203252032,0.002631578947368421,0.0037243947858473,0.05639913232104121,0.44871794871794873,0.44871794871794873,0.8571428571428571,0.4208566108007449,0.4224299065420561,0.3938053097345133,0.1625,0.38461538461538464,1.0,0.375,0.4666666666666667,0.6428571428571429,0.07046979865771812,0.42857142857142855,0.412751677852349,0.3902439024390244,0.4256120527306968,0.03492063492063492,,,True
202348,1610612744,Jordan Crawford,Jordan Crawford,202348,GSW,9137.0,152.0,-44.0,311,303,96,119,33.0,614,6.0,9.0,1.0,1.0,1.0,1.0,5.0,17.0,3.0,9.0,14.0,35.0,9.0,61.0,340.0,2.0,2.0,2.0,12.0,2.0,10.0,4.0,11.0,8.0,20.0,,1.0,4.0,7.0,11.0,5.0,2.0,2.0,,2.0,29.0,,3.0,,5.0,4.0,,9.0,3.0,12.0,,3.0,3.0,,3.0,2.0,2.0,3.0,1.0,,,6.0,,2.0,5.0,,10.0,,,,1.0,9.0,,,,1.0,11.0,1.0,5.0,1.0,,,,,,,,,,,,,11.0,96,2.0,1.0,0.2857142857142857,0.2857142857142857,0.4,1.0,0.2,0.41935483870967744,1.25,0.20588235294117646,0.4552238805970149,1.2,0.2894736842105263,0.02857142857142857,,0.058823529411764705,21.037463976945244,0.5,,,0.04081632653061224,0.02830188679245283,0.11904761904761904,,0.06428571428571428,0.018518518518518517,0.02702702702702703,0.05405405405405406,,,,0.02702702702702703,,0.12,0.11428571428571428,0.14285714285714285,,,0.14516129032258066,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.27419354838709675,0.29411764705882354,0.3125,0.4,0.14516129032258066,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,,0.058823529411764705,1.0,0.5806451612903226,0.4729655737704918,0.5321374999999999,0.4230749999999999,0.07575757575757576,0.1282051282051282,0.19672131147540983,0.18032786885245902,10.00857142857143,0.3086816720257235,20.0,27.0,19.0,,,0.43548387096774194,0.3225806451612903,27.16296296296296,3.0,7.0,1.0,1.0,,1.0,5.0,1.0,1.0,1.0,6.0,8.0,2.0,2.0,1.0,7.0,21.0,3.0,1.0,5.0,,,,,0.875,0.2962962962962963,1.0,0.14285714285714285,0.3076923076923077,,,,0.11290322580645161,0.42857142857142855,0.42857142857142855,1.0,0.25,0.25,0.8,0.25,1.0,1.0,0.25,1.0,1.0,0.058823529411764705,,0.35294117647058826,0.16666666666666666,0.2631578947368421,,,,True
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,142611.0,2377.0,553.0,4791,4753,924,1079,524.0,9544,92.0,148.0,13.0,21.0,12.0,17.0,72.0,168.0,103.0,251.0,267.0,567.0,116.0,1232.0,4894.0,26.0,54.0,16.0,134.0,39.0,85.0,25.0,193.0,350.0,184.0,8.0,30.0,109.0,40.0,149.0,25.0,15.0,69.0,19.0,21.0,338.0,7.0,21.0,3.0,55.0,121.0,4.0,180.0,31.0,211.0,11.0,59.0,39.0,20.0,50.0,16.0,27.0,58.0,23.0,7.0,17.0,108.0,6.0,23.0,98.0,3.0,201.0,3.0,1.0,4.0,7.0,142.0,5.0,3.0,4.0,5.0,147.0,12.0,67.0,9.0,27.0,,,12.0,,14.0,27.0,16.0,,,,,193.0,916,14.0,7.0,0.6554307116104869,0.6653992395437263,0.4708994708994709,0.48148148148148145,0.4588235294117647,0.541747572815534,0.5363636363636364,0.5185185185185185,0.5620437956204379,0.5677966101694916,0.5482954545454546,0.05291005291005291,0.10135135135135136,0.06547619047619048,22.238640561507204,0.46296296296296297,0.031007751937984496,0.02702702702702703,0.06982111944604731,0.014482758620689656,0.09532062391681109,0.009628610729023384,0.0761904761904762,0.012861736334405145,0.024896265560165973,0.012024048096192385,0.006396588486140725,0.00927643784786642,0.010638297872340425,0.07252747252747253,0.051118210862619806,0.08588957055214724,0.0911062906724512,0.11206896551724138,0.020637898686679174,0.5925925925925926,0.1436893203883495,0.6216216216216216,0.6917293233082706,0.717391304347826,0.16310679611650486,0.42857142857142855,0.4585987261146497,0.375,0.2436893203883495,0.4103585657370518,0.41700404858299595,0.7961165048543689,0.19090909090909092,0.6190476190476191,0.6153846153846154,0.10493827160493827,0.7058823529411765,0.5932038834951456,0.5069307205452773,0.5079697530864197,0.4820748427672955,0.06439742410303588,0.10771704180064309,0.10876623376623376,0.15665584415584416,11.369135802469136,0.1928616155291171,320.0,463.0,318.0,3.0,1.0,0.4495145631067961,0.3106796116504854,25.136717062634983,63.0,143.0,10.0,25.0,6.0,20.0,131.0,12.0,31.0,24.0,57.0,194.0,22.0,56.0,30.0,77.0,549.0,33.0,2.0,131.0,4.0,1.0,,3.0,0.9432989690721649,0.4190064794816415,0.39285714285714285,0.38961038961038963,0.420824295010846,0.008639308855291577,0.01593625498007968,0.0125,0.13883495145631067,0.4405594405594406,0.4405594405594406,0.9682539682539683,0.409375,0.41455696202531644,0.9312977099236641,0.22727272727272727,0.4,0.9,0.2818181818181818,0.3870967741935484,1.0,0.12345679012345678,0.3,0.35185185185185186,0.42105263157894735,0.4119496855345912,0.0064516129032258064,,,True
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,80013.0,1334.0,90.0,2722,2691,661,777,287.0,5413,57.0,105.0,5.0,11.0,9.0,22.0,44.0,111.0,23.0,62.0,124.0,278.0,86.0,460.0,2840.0,11.0,32.0,10.0,38.0,23.0,57.0,35.0,126.0,130.0,118.0,6.0,21.0,42.0,20.0,62.0,15.0,5.0,26.0,8.0,8.0,144.0,15.0,20.0,1.0,39.0,109.0,14.0,162.0,36.0,198.0,8.0,37.0,21.0,16.0,20.0,2.0,9.0,30.0,11.0,,9.0,50.0,5.0,4.0,53.0,1.0,108.0,1.0,,7.0,10.0,91.0,1.0,3.0,8.0,2.0,114.0,6.0,54.0,6.0,10.0,1.0,,7.0,1.0,3.0,11.0,3.0,,,,,126.0,658,18.0,6.0,0.5241935483870968,0.5371900826446281,0.4460431654676259,0.34375,0.40350877192982454,0.46984924623115576,0.34146341463414637,0.5617283950617284,0.5088495575221239,0.3958333333333333,0.6237623762376238,0.07553956834532374,0.10476190476190476,0.08108108108108109,16.394513389941213,0.4,0.18421052631578946,0.014492753623188406,0.11822125813449023,0.024271844660194174,0.11818181818181818,0.03614457831325301,0.1182108626198083,0.02824858757062147,0.041044776119402986,0.017064846416382253,0.015209125475285171,0.03225806451612903,0.047619047619047616,0.10317460317460317,0.08536585365853659,0.1608187134502924,0.12156862745098039,0.10666666666666667,0.038834951456310676,0.2727272727272727,0.2638190954773869,0.5428571428571428,0.6063829787234043,0.6491228070175439,0.27889447236180903,0.3963963963963964,0.43137254901960786,0.29545454545454547,0.15577889447236182,0.3709677419354839,0.3770491803278688,0.6521739130434783,0.2682926829268293,0.45454545454545453,0.4,0.2716049382716049,0.4090909090909091,0.5653266331658291,0.5063574120603014,0.48296999999999995,0.4888197530864197,0.1210762331838565,0.1656441717791411,0.08260869565217391,0.27391304347826084,8.0363309352518,0.2428361498897869,68.0,120.0,68.0,3.0,,0.3015075376884422,0.1708542713567839,24.664166666666677,18.0,52.0,,3.0,8.0,12.0,24.0,2.0,6.0,7.0,12.0,42.0,2.0,9.0,15.0,24.0,126.0,,,24.0,1.0,,,,1.0,0.35,0.2222222222222222,0.625,0.35,0.008333333333333333,0.016129032258064516,,0.1306532663316583,0.34615384615384615,0.35294117647058826,1.0,0.35294117647058826,0.35294117647058826,1.0,0.07317073170731707,,,0.14634146341463414,0.3333333333333333,1.0,0.14814814814814814,0.6666666666666666,0.14814814814814814,0.5833333333333334,0.35294117647058826,,0.019230769230769232,,True
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,103158.0,1719.0,564.0,3459,3434,678,793,381.0,6893,87.0,128.0,7.0,14.0,18.0,29.0,21.0,49.0,29.0,68.0,137.0,245.0,74.0,522.0,3431.0,10.0,18.0,3.0,44.0,33.0,57.0,30.0,129.0,140.0,134.0,8.0,20.0,127.0,84.0,211.0,55.0,29.0,78.0,17.0,32.0,506.0,15.0,32.0,,52.0,136.0,14.0,202.0,47.0,249.0,6.0,82.0,56.0,26.0,43.0,8.0,30.0,32.0,13.0,2.0,8.0,75.0,7.0,12.0,48.0,,90.0,1.0,,2.0,5.0,102.0,,5.0,8.0,,114.0,9.0,44.0,14.0,17.0,,,10.0,,5.0,17.0,9.0,2.0,,,,129.0,673,7.0,13.0,0.5109489051094891,0.5263157894736842,0.5591836734693878,0.5555555555555556,0.5789473684210527,0.5586034912718204,0.5394736842105263,0.5892857142857143,0.577433628318584,0.5238095238095238,0.602803738317757,0.08163265306122448,0.09375,0.16326530612244897,13.492063492063492,0.5733333333333334,0.15217391304347827,,0.10810810810810811,0.031067961165048542,0.12064965197215777,0.029469548133595286,0.11130846654825341,0.030539311241065625,0.02881844380403458,0.03380281690140845,0.03048780487804878,0.033766233766233764,0.016129032258064516,0.09821428571428571,0.08078602620087336,0.14224137931034483,0.10764872521246459,0.1794871794871795,0.03278688524590164,0.5294117647058824,0.3192019950124688,0.6796875,0.75,0.6781609195402298,0.12219451371571072,0.42857142857142855,0.5121951219512195,0.23809523809523808,0.16957605985037408,0.4264705882352941,0.4264705882352941,0.20689655172413793,0.3684210526315789,0.5,0.2857142857142857,0.34523809523809523,0.6206896551724138,0.7082294264339152,0.5451651249999999,0.5431482142857142,0.5402909638554217,0.10730593607305935,0.15714285714285714,0.0842911877394636,0.2471264367816092,7.49673469387755,0.19601040763226366,90.0,156.0,89.0,3.0,2.0,0.38902743142144636,0.22443890274314215,24.98910256410256,27.0,66.0,4.0,8.0,3.0,9.0,31.0,3.0,12.0,8.0,18.0,58.0,7.0,20.0,11.0,27.0,159.0,15.0,1.0,31.0,,1.0,,3.0,0.9137931034482759,0.3717948717948718,0.35,0.4074074074074074,0.3741935483870968,,,,0.16458852867830423,0.4090909090909091,0.4090909090909091,1.0,0.34444444444444444,0.34444444444444444,0.8387096774193549,0.21052631578947367,0.5,1.0,0.3157894736842105,0.25,0.6666666666666666,0.10714285714285714,0.3333333333333333,0.21428571428571427,0.4444444444444444,0.34831460674157305,0.0189873417721519,,,True
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,62584.0,1043.0,286.0,2100,2085,556,679,217.0,4185,56.0,97.0,18.0,37.0,7.0,18.0,11.0,40.0,15.0,36.0,82.0,173.0,45.0,314.0,2130.0,19.0,41.0,2.0,46.0,11.0,30.0,16.0,56.0,112.0,52.0,32.0,12.0,57.0,34.0,91.0,23.0,11.0,42.0,6.0,9.0,216.0,15.0,36.0,3.0,47.0,105.0,23.0,175.0,54.0,229.0,6.0,60.0,26.0,34.0,18.0,7.0,15.0,28.0,3.0,,3.0,46.0,5.0,9.0,46.0,3.0,132.0,3.0,,8.0,14.0,73.0,4.0,7.0,9.0,2.0,65.0,1.0,24.0,9.0,37.0,2.0,1.0,20.0,1.0,14.0,39.0,28.0,1.0,,,2.0,56.0,551,23.0,9.0,0.6829268292682927,0.8484848484848485,0.47398843930635837,0.4634146341463415,0.36666666666666664,0.5114068441064639,0.4489795918367347,0.40816326530612246,0.5322033898305085,0.46,0.45161290322580644,0.06936416184971098,0.061855670103092786,0.1,14.51063829787234,0.391304347826087,0.3709677419354839,0.05454545454545454,0.14482758620689656,0.06338028169014084,0.17669172932330826,0.0410958904109589,0.15338042381432895,0.05466237942122187,0.07035175879396985,0.05813953488372093,0.06091370558375635,0.043478260869565216,0.033707865168539325,0.1642512077294686,0.12790697674418605,0.14615384615384616,0.1761904761904762,0.17857142857142858,0.046153846153846156,0.717948717948718,0.3688212927756654,0.5773195876288659,0.6153846153846154,0.6785714285714286,0.1520912547528517,0.275,0.3055555555555556,0.2727272727272727,0.13688212927756654,0.4166666666666667,0.4411764705882353,1.0,0.7551020408163265,0.4864864864864865,0.16666666666666666,0.3673469387755102,0.3888888888888889,0.7110266159695817,0.521965589353612,0.5445202702702704,0.5145642857142857,0.08391608391608392,0.12244897959183673,0.1464968152866242,0.17834394904458598,6.538728323699424,0.26476190476190475,69.0,90.0,69.0,1.0,3.0,0.34220532319391633,0.2623574144486692,25.038888888888888,11.0,21.0,1.0,2.0,1.0,2.0,24.0,1.0,6.0,5.0,17.0,35.0,2.0,8.0,6.0,19.0,99.0,6.0,,24.0,2.0,,,,0.9428571428571428,0.3888888888888889,0.25,0.3157894736842105,0.3888888888888889,0.022222222222222223,0.05555555555555555,0.028985507246376812,0.07984790874524715,0.5238095238095238,0.5238095238095238,0.9090909090909091,0.34782608695652173,0.3582089552238806,0.9583333333333334,0.04081632653061224,0.5,,0.12244897959183673,0.16666666666666666,1.0,0.04081632653061224,0.5,0.3469387755102041,0.29411764705882354,0.34782608695652173,,,,True
203145,1610612744,Kent Bazemore,Kent Bazemore,203145,GSW,2539.0,42.0,-1.0,90,87,34,59,5.0,177,3.0,4.0,,,1.0,1.0,,,,1.0,3.0,5.0,3.0,12.0,83.0,,,,,1.0,1.0,1.0,6.0,,6.0,,,1.0,2.0,3.0,1.0,1.0,,1.0,,8.0,1.0,,,4.0,4.0,1.0,9.0,1.0,10.0,,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,4.0,,2.0,4.0,,12.0,,,,,3.0,,,,,6.0,,2.0,1.0,,,,,,,,,,,,,6.0,34,3.0,1.0,,,0.6,,1.0,0.45,,0.625,0.46153846153846156,,0.6,,,,17.0,0.5,0.2,,0.18181818181818182,,0.23529411764705882,0.07142857142857142,0.20512820512820512,0.02857142857142857,,,,0.07142857142857142,,,0.2857142857142857,0.16666666666666666,0.26666666666666666,,,,0.4,0.75,0.75,,,,,,0.1,,,,,,,0.25,1.0,0.9,0.492,,0.41378333333333334,0.16666666666666666,0.2857142857142857,,0.5,5.9399999999999995,0.37777777777777777,4.0,5.0,3.0,,,0.5,0.4,31.26,1.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,1.0,3.0,3.0,,1.0,,,,,,1.0,0.2,,0.3333333333333333,0.25,,,,0.1,1.0,1.0,1.0,,,,,,,,,,0.25,1.0,0.5,,,,,,True
2581,1610612744,Steve Blake,Steve Blake,2581,GSW,10668.0,178.0,-15.0,362,357,111,125,37.0,719,,,,,,,,,2.0,6.0,2.0,6.0,,28.0,390.0,,,,3.0,,2.0,,12.0,2.0,2.0,,,12.0,7.0,19.0,3.0,4.0,6.0,2.0,4.0,45.0,,2.0,,3.0,5.0,,8.0,2.0,10.0,,4.0,1.0,3.0,2.0,3.0,2.0,5.0,,,1.0,7.0,,2.0,4.0,,17.0,,,1.0,1.0,4.0,,1.0,,,2.0,,,1.0,3.0,,,1.0,,2.0,3.0,2.0,,,,,12.0,108,8.0,,0.5,0.5,0.3333333333333333,,,0.4827586206896552,0.5,0.5454545454545454,0.4666666666666667,0.5,0.5,,,,9.135802469135802,0.2857142857142857,,,0.04065040650406504,0.01818181818181818,0.0625,,0.04678362573099415,0.011560693641618497,0.047619047619047616,,,,,,0.061224489795918366,0.05,0.08333333333333333,,,0.6666666666666666,,,,,,,,,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.5,,,,,,0.7931034482758621,0.5253086206896552,0.51825,0.5160363636363635,,,0.10714285714285714,0.42857142857142855,18.133333333333336,0.30662983425414364,12.0,23.0,12.0,,,0.7931034482758621,0.41379310344827586,24.77391304347826,5.0,11.0,1.0,1.0,3.0,5.0,3.0,,2.0,1.0,4.0,8.0,1.0,3.0,4.0,9.0,21.0,3.0,,3.0,,,,,0.875,0.34782608695652173,0.3333333333333333,0.4444444444444444,0.34782608695652173,,,,0.3793103448275862,0.45454545454545453,0.45454545454545453,1.0,0.25,0.25,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,,,0.45454545454545453,0.6,0.36363636363636365,0.25,0.25,,,,True
