EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Corner3PctBlocked,on,HeaveMakes,Clear Path Fouls
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,69508.0,1158,117,2261,2240,595,597,236,4501,26,41,5.0,10.0,4.0,6.0,5.0,16,23.0,54,38.0,86.0,4.0,6.0,12.0,24.0,51.0,135.0,3.0,11.0,13.0,35.0,54,111,89.0,221.0,51.0,426,2342,11.0,17.0,7.0,17.0,5.0,48.0,14.0,17,25.0,59.0,16.0,119.0,78,30.0,249.0,18.0,4.0,3.0,132.0,51.0,5.0,43,13.0,56,8.0,5.0,26.0,8.0,9.0,125,7.0,15.0,2.0,33.0,70,2.0,105,24.0,129,6.0,27.0,16.0,11.0,14,5.0,10.0,18.0,2.0,4.0,1.0,5.0,32,3.0,8,37.0,73,4.0,4.0,62,3.0,5.0,1.0,64.0,6.0,3.0,1.0,22.0,7.0,5.0,10.0,1.0,8.0,1.0,2.0,11.0,5.0,1.0,1.0,119.0,587,11.0,5.0,0.7222222222222222,0.75,0.9325842696629213,0.40271493212669685,0.4117647058823529,0.423728813559322,0.40825688073394495,0.4864864864864865,0.6470588235294118,0.8235294117647058,0.5647590361445783,0.6323529411764706,0.6776315789473685,0.5952380952380952,0.6486486486486487,0.7,0.6656626506024096,0.04504504504504504,0.0975609756097561,0.0625,15.333070555774537,0.4375,0.0425531914893617,0.028985507246376812,0.09562841530054644,0.02097902097902098,0.10749185667752444,0.02287581699346405,0.09913378248315688,0.021547502448579822,0.04477611940298507,0.02,0.006369426751592357,0.018957345971563982,0.031578947368421054,0.04784688995215311,0.06986899563318777,0.14965986394557823,0.1148936170212766,0.08333333333333333,0.03409090909090909,0.45454545454545453,0.12349397590361445,0.6341463414634146,0.7027027027027027,0.7692307692307693,0.04819277108433735,0.3125,0.3333333333333333,0.2,0.16265060240963855,0.42592592592592593,0.42592592592592593,0.782608695652174,0.25903614457831325,0.4418604651162791,0.4418604651162791,0.8947368421052632,0.4066265060240964,0.37777777777777777,0.37777777777777777,0.9607843137254902,0.29411764705882354,0.5,0.4,0.17647058823529413,0.6666666666666666,0.5,0.3235294117647059,0.2727272727272727,0.6666666666666666,0.07894736842105263,0.6666666666666666,0.3157894736842105,0.5,0.4605263157894737,0.37142857142857144,0.7891566265060241,0.38636363636363635,0.5295440548780488,0.5374428571428572,0.5272918918918919,0.08238636363636363,0.1732283464566929,0.03111111111111111,0.11267605633802817,0.2793427230046948,10.807207207207206,25.17963800904977,0.2631578947368421,,,,,,,,,,,,,True,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,159324.0,2655,292,5200,5165,1053,1123,581,10365,266,375,68.0,99.0,59.0,76.0,139.0,337,49.0,127,,,,,,,1.0,1.0,,,1.0,1.0,454,839,1.0,1.0,157.0,1068,5292,91.0,152.0,,,24.0,206.0,84.0,143,1.0,1.0,48.0,219.0,620,288.0,3.0,,96.0,,1.0,1.0,51.0,97,41.0,138,31.0,10.0,33.0,14.0,50.0,317,73.0,124.0,5.0,177.0,345,43.0,565,202.0,767,8.0,41.0,28.0,13.0,61,13.0,29.0,65.0,5.0,32.0,,14.0,126,5.0,24,104.0,201,21.0,25.0,209,26.0,19.0,4.0,229.0,28.0,,,111.0,,19.0,120.0,1.0,89.0,,31.0,121.0,79.0,2.0,1.0,215.0,1036,25.0,14.0,0.6828193832599119,0.7635467980295566,1.0,1.0,,1.0,1.0,0.5411203814064363,0.5986842105263158,0.5874125874125874,0.5422619047619047,0.5986842105263158,0.59375,0.5668789808917197,0.6094674556213018,0.6293103448275862,0.0011904761904761906,0.060786650774731825,0.09066666666666667,0.04747774480712166,18.12149055640633,0.48412698412698413,0.3706896551724138,0.03496503496503497,0.2018724400234055,0.07005649717514124,0.24180327868852458,0.11248073959938366,0.21384678410487507,0.08143861099627946,0.06196581196581197,0.06762295081967214,0.07616707616707617,0.10623556581986143,0.125,0.16,0.2456813819577735,0.20060331825037708,0.25765765765765763,0.192090395480226,0.023952095808383235,0.6528925619834711,0.44642857142857145,0.7093333333333334,0.7800586510263929,0.7255639097744361,0.4011904761904762,0.4124629080118694,0.43302180685358255,0.5179856115107914,0.15119047619047618,0.3858267716535433,0.3888888888888889,0.9183673469387755,,,,,0.0011904761904761906,1.0,1.0,1.0,0.6513157894736842,0.6868686868686869,0.27941176470588236,,,,,,,0.5277777777777778,0.7763157894736842,,,0.006944444444444444,1.0,0.44761904761904764,1.0,0.49285166666666663,0.5197295652173912,0.5104673611111112,0.12026002166847237,0.12039045553145336,,0.19288389513108614,0.2050561797752809,6.636114421930874,26.5,0.2025,4.0,3.0,6.0,1.0,1.0,2.0,0.007874015748031496,,,,,,True,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,9058.0,151,39,299,298,85,82,31,597,8,13,2.0,3.0,1.0,2.0,1.0,11,3.0,7,2.0,6.0,1.0,1.0,1.0,3.0,8.0,21.0,,2.0,1.0,7.0,12,31,10.0,27.0,4.0,58,303,3.0,5.0,1.0,3.0,,9.0,3.0,7,2.0,10.0,,12.0,16,8.0,30.0,,2.0,,21.0,8.0,2.0,6,4.0,10,3.0,1.0,4.0,2.0,,24,2.0,1.0,,3.0,18,,21,3.0,24,2.0,4.0,3.0,1.0,1,1.0,1.0,7.0,1.0,,1.0,1.0,8,,1,8.0,23,5.0,2.0,10,1.0,3.0,,6.0,2.0,,,4.0,,,,,,,,,,,,12.0,84,4.0,,0.6666666666666666,0.7272727272727273,1.0,0.37037037037037035,0.3333333333333333,0.2,0.37037037037037035,0.3870967741935484,0.6,0.42857142857142855,0.46551724137931033,0.5625,0.35294117647058826,0.48333333333333334,0.5625,0.35294117647058826,0.46551724137931033,0.06451612903225806,0.07692307692307693,0.09090909090909091,20.058997050147493,0.125,,,0.18,0.0125,0.06666666666666667,0.04081632653061224,0.14482758620689656,0.023255813953488372,,0.04,,0.05555555555555555,,0.125,0.28125,0.1388888888888889,0.08571428571428572,,0.0625,,0.22413793103448276,0.6153846153846154,0.6666666666666666,0.75,0.1896551724137931,0.09090909090909091,0.1,,0.1206896551724138,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3620689655172414,0.38095238095238093,0.4,1.0,0.375,0.6666666666666666,0.5,0.125,1.0,1.0,0.25,,,0.11764705882352941,0.5,0.17647058823529413,0.3333333333333333,0.4117647058823529,0.14285714285714285,0.6896551724137931,0.38095238095238093,0.5196224137931035,0.6024833333333334,0.49500294117647065,0.06666666666666667,0.12121212121212122,,0.15517241379310345,0.20689655172413793,7.67741935483871,25.23703703703703,0.2842809364548495,3.0,,,,1.0,1.0,,1.0,0.037037037037037035,0.047619047619047616,,,True,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,4876.0,81,23,153,155,56,46,21,308,6,14,,1.0,2.0,5.0,3.0,9,,3,,,,,,,,1.0,,,,1.0,9,26,,1.0,8.0,26,142,,3.0,,,,,3.0,8,,1.0,6.0,12.0,6,12.0,,,,1.0,,,3.0,13,3.0,16,2.0,1.0,9.0,2.0,2.0,35,,2.0,1.0,4.0,4,,8,3.0,11,,5.0,2.0,3.0,1,,1.0,2.0,,,,,3,,1,,10,,1.0,7,,1.0,,8.0,2.0,,,4.0,,1.0,,,,,,,,,,10.0,55,,,0.3333333333333333,0.3333333333333333,,,,,,0.34615384615384615,,0.375,0.3333333333333333,,0.3333333333333333,0.43333333333333335,,0.5454545454545454,0.037037037037037035,0.11538461538461539,0.14285714285714285,0.1111111111111111,18.333333333333332,0.3333333333333333,,0.14285714285714285,0.08163265306122448,0.03333333333333333,0.14285714285714285,,0.1038961038961039,0.0273972602739726,,0.05,0.06666666666666667,,,0.125,,0.08333333333333333,0.16,,,,0.5185185185185185,0.42857142857142855,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.1111111111111111,,,,,,,,0.037037037037037035,,,,0.3333333333333333,,,,,,,,,0.5555555555555556,0.4,,,0.1111111111111111,,0.5555555555555556,,0.47013076923076924,0.4834,0.5233,0.13793103448275862,0.14285714285714285,,,0.46153846153846156,6.434615384615385,60.1,0.3660130718954248,,1.0,,,,,,,,,,,True,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,9902.0,165,-28,322,321,105,98,35,643,4,7,,1.0,2.0,2.0,2.0,5,6.0,18,1.0,1.0,,,,,2.0,6.0,,,1.0,3.0,12,30,3.0,7.0,5.0,38,335,2.0,3.0,,,,4.0,3.0,8,1.0,3.0,,9.0,12,12.0,3.0,6.0,,,6.0,2.0,1.0,6,7.0,13,5.0,2.0,2.0,,4.0,33,2.0,,,3.0,10,,13,2.0,15,,10.0,8.0,2.0,12,3.0,9.0,3.0,,3.0,,,15,,5,7.0,21,,,6,1.0,,,6.0,,,,3.0,,,5.0,,4.0,,,5.0,4.0,,,9.0,104,2.0,,0.5,0.5,0.3333333333333333,0.42857142857142855,,0.3333333333333333,0.42857142857142855,0.4,0.6666666666666666,0.375,0.44594594594594594,0.6666666666666666,0.4090909090909091,0.475,0.6666666666666666,0.4090909090909091,0.1891891891891892,0.03333333333333333,0.14285714285714285,,15.363128491620111,0.8,,,0.09345794392523364,,0.06818181818181818,0.06451612903225806,0.08609271523178808,0.014492753623188406,,,,0.08,,0.11764705882352941,0.030303030303030304,0.125,0.06451612903225806,0.07692307692307693,,0.8,0.1891891891891892,0.5714285714285714,0.6666666666666666,0.75,0.13513513513513514,0.4,0.4,,0.4864864864864865,0.3333333333333333,0.3333333333333333,0.5,0.02702702702702703,1.0,1.0,1.0,0.16216216216216217,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,0.18181818181818182,1.0,,,0.2727272727272727,0.3333333333333333,0.3783783783783784,0.3333333333333333,0.44018108108108106,0.4226,0.43358636363636366,0.075,0.09090909090909091,,0.10526315789473684,0.23684210526315788,13.613333333333337,25.97142857142857,0.32608695652173914,,,,,,,,,,,1.0,,True,,
202322,1610612764,John Wall,John Wall,202322,WAS,146575.0,2443,318,4797,4757,952,998,529,9554,193,296,18.0,29.0,55.0,82.0,32.0,103,154.0,426,9.0,34.0,,7.0,,2.0,80.0,208.0,14.0,33.0,25.0,69.0,379,825,89.0,242.0,203.0,1228,4867,32.0,65.0,14.0,40.0,4.0,110.0,82.0,190,25.0,71.0,73.0,312.0,144,614.0,177.0,90.0,12.0,2.0,206.0,80.0,38.0,403,211.0,614,117.0,94.0,260.0,51.0,92.0,1439,4.0,28.0,,68.0,166,3.0,237,32.0,269,9.0,125.0,63.0,62.0,147,43.0,108.0,93.0,13.0,39.0,6.0,5.0,240,11.0,56,67.0,172,,14.0,229,2.0,15.0,2.0,254.0,33.0,,14.0,116.0,1.0,19.0,27.0,3.0,19.0,,7.0,30.0,11.0,2.0,,304.0,935,17.0,11.0,0.18997361477572558,0.19302949061662197,0.6629213483146067,0.3677685950413223,0.35,0.352112676056338,0.37083333333333335,0.4593939393939394,0.49230769230769234,0.43157894736842106,0.4803186504217432,0.5047619047619047,0.4578544061302682,0.5196581196581197,0.5188679245283019,0.5166112956810631,0.2268041237113402,0.04606060606060606,0.10135135135135136,0.05825242718446602,26.043590690801626,0.6125,0.027522935779816515,,0.10493046776232617,0.017241379310344827,0.10164424514200299,0.006611570247933884,0.1039537983118614,0.014356213548676536,0.030232558139534883,0.01583710407239819,0.010638297872340425,0.005025125628140704,0.00966183574879227,0.11410788381742738,0.08163265306122448,0.11639344262295082,0.09108910891089109,0.13414634146341464,0.016666666666666666,0.36666666666666664,0.2774133083411434,0.652027027027027,0.7255639097744361,0.2694300518134715,0.09653233364573571,0.3106796116504854,0.32989690721649484,0.0625,0.3992502343017807,0.3615023474178404,0.3632075471698113,0.11688311688311688,0.031865042174320526,0.2647058823529412,0.2647058823529412,1.0,0.1949390815370197,0.38461538461538464,0.3864734299516908,0.625,0.2761904761904762,0.6206896551724138,0.1111111111111111,0.06666666666666667,,,0.3142857142857143,0.42424242424242425,0.8571428571428571,0.31417624521072796,0.6707317073170732,0.007662835249042145,,0.26436781609195403,0.36231884057971014,0.5042174320524836,0.3883495145631068,0.5049879001883241,0.5132388059701491,0.4881474708171207,0.10165073848827107,0.1277533039647577,0.00411522633744856,0.08957654723127036,0.254071661237785,11.131272727272728,26.059090909090912,0.1984573691890765,6.0,7.0,14.0,3.0,,1.0,0.004694835680751174,1.0,0.004132231404958678,0.004807692307692308,1.0,,True,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,104972.0,1750,202,3414,3400,474,619,396,6814,66,109,6.0,11.0,9.0,11.0,21.0,63,134.0,348,36.0,89.0,,2.0,3.0,7.0,69.0,165.0,6.0,17.0,9.0,28.0,221,520,105.0,254.0,84.0,841,3463,18.0,44.0,6.0,19.0,4.0,58.0,26.0,56,12.0,35.0,36.0,124.0,242,200.0,294.0,21.0,10.0,1.0,164.0,69.0,20.0,128,41.0,169,31.0,10.0,61.0,29.0,38.0,379,10.0,29.0,1.0,57.0,94,4.0,155,40.0,195,14.0,47.0,36.0,11.0,52,7.0,38.0,31.0,10.0,14.0,3.0,4.0,83,15.0,13,65.0,105,7.0,2.0,104,,13.0,4.0,106.0,8.0,,9.0,37.0,1.0,14.0,12.0,3.0,9.0,1.0,3.0,15.0,8.0,1.0,,118.0,462,11.0,10.0,0.5475113122171946,0.5601851851851852,0.9333333333333333,0.41338582677165353,0.3157894736842105,0.34285714285714286,0.4150197628458498,0.425,0.4090909090909091,0.4642857142857143,0.48901808785529716,0.42857142857142855,0.4835164835164835,0.511002444987775,0.4461538461538462,0.5642201834862385,0.3281653746770026,0.038461538461538464,0.10091743119266056,0.031746031746031744,23.21382512251741,0.6265060240963856,0.05063291139240506,0.0125,0.08348134991119005,0.023868312757201648,0.1144578313253012,0.024390243902439025,0.09298029556650246,0.024,0.02857142857142857,0.021148036253776436,0.022847100175746926,0.02564102564102564,0.021897810218978103,0.06647398843930635,0.08645533141210375,0.09468822170900693,0.11653116531165311,0.10852713178294573,0.0332541567695962,0.5333333333333333,0.14082687338501293,0.6055045871559633,0.673469387755102,0.5757575757575758,0.08139534883720931,0.3333333333333333,0.3442622950819672,0.8095238095238095,0.4496124031007752,0.3850574712643678,0.39296187683284456,0.4925373134328358,0.11498708010335917,0.4044943820224719,0.41379310344827586,1.0,0.2131782945736434,0.41818181818181815,0.42073170731707316,0.8985507246376812,0.1746031746031746,0.5454545454545454,,0.031746031746031744,,,0.2698412698412698,0.35294117647058826,0.5,0.12087912087912088,0.8181818181818182,0.07692307692307693,0.42857142857142855,0.3076923076923077,0.32142857142857145,0.4689922480620155,0.42073170731707316,0.4877300776196638,0.4808081632653061,0.47289055555555565,0.0472636815920398,0.06739526411657559,0.00392156862745098,0.06896551724137931,0.14744351961950058,13.761923076923082,25.097244094488193,0.13884007029876977,5.0,,3.0,2.0,,1.0,0.020114942528735632,3.0,0.011811023622047244,0.006060606060606061,,0.02247191011235955,True,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,131283.0,2188,277,4309,4277,853,899,474,8586,120,200,18.0,44.0,23.0,38.0,8.0,35,41.0,108,65.0,142.0,6.0,12.0,12.0,32.0,87.0,207.0,8.0,16.0,20.0,38.0,169,343,152.0,349.0,113.0,907,4362,24.0,63.0,14.0,28.0,12.0,102.0,29.0,59,32.0,70.0,34.0,188.0,200,138.0,444.0,12.0,22.0,2.0,205.0,87.0,41.0,116,38.0,154,26.0,12.0,71.0,14.0,31.0,346,16.0,61.0,4.0,72.0,188,30.0,290,81.0,371,14.0,103.0,78.0,25.0,62,10.0,41.0,51.0,8.0,21.0,2.0,5.0,113,7.0,23,51.0,130,5.0,14.0,122,10.0,8.0,2.0,148.0,12.0,,7.0,57.0,5.0,12.0,10.0,3.0,4.0,,3.0,13.0,9.0,,,185.0,836,11.0,9.0,0.591715976331361,0.6329113924050633,0.9736842105263158,0.4355300859598854,0.5,0.45714285714285713,0.43804034582132567,0.49271137026239065,0.38095238095238093,0.4915254237288136,0.5736994219653179,0.4945054945054945,0.5968992248062015,0.5981432360742706,0.5260416666666666,0.625,0.5043352601156069,0.119533527696793,0.175,0.08571428571428572,17.837281153450053,0.5486725663716814,0.30303030303030304,0.03418803418803419,0.1325811001410437,0.041809458533241944,0.12100840336134454,0.03007518796992481,0.12916045702930948,0.03867403314917127,0.06345177664974619,0.05012531328320802,0.024024024024024024,0.022727272727272728,0.044444444444444446,0.05605381165919283,0.14219114219114218,0.1878453038674033,0.11555555555555555,0.13793103448275862,0.04281345565749235,0.6923076923076923,0.28901734104046245,0.6,0.7272727272727273,0.5833333333333334,0.05057803468208093,0.22857142857142856,0.25,0.375,0.15606936416184972,0.37962962962962965,0.3904761904761905,0.6585365853658537,0.20520231213872833,0.45774647887323944,0.45774647887323944,1.0,0.2991329479768786,0.42028985507246375,0.42028985507246375,0.9540229885057471,0.4835164835164835,0.4090909090909091,0.2222222222222222,0.13186813186813187,0.5,1.0,0.17582417582417584,0.5,1.0,0.29457364341085274,0.6052631578947368,0.24806201550387597,0.375,0.29457364341085274,0.5263157894736842,0.7933526011560693,0.424390243902439,0.5530034107402032,0.53816,0.5551968749999999,0.08355795148247978,0.14690721649484537,0.014124293785310734,0.11245865490628446,0.20727673649393605,7.513411078717201,24.926647564469906,0.19795776282200048,4.0,8.0,4.0,3.0,,,0.027777777777777776,,,,3.0,,True,,
201953,1610612764,Eric Maynor,Eric Maynor,201953,WAS,3543.0,59,-36,116,119,26,42,15,235,1,2,,,,,2.0,6,1.0,5,1.0,1.0,,,,,2.0,7.0,,,,1.0,4,13,3.0,8.0,1.0,18,147,,,,,,,,2,,1.0,,,4,4.0,9.0,,,1.0,6.0,2.0,1.0,5,7.0,12,5.0,2.0,1.0,2.0,2.0,31,,,,2.0,4,,6,,6,,,,,2,2.0,1.0,4.0,1.0,1.0,,,6,,1,1.0,3,,1.0,1,,,,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,26,,,0.5,0.5,1.0,0.375,,,0.42857142857142855,0.3076923076923077,,,0.40476190476190477,,,0.4090909090909091,,,0.38095238095238093,0.07692307692307693,0.5,,21.052631578947366,0.3333333333333333,,,0.125,,0.1111111111111111,,0.12,,,,,,,0.07692307692307693,0.14285714285714285,0.16666666666666666,0.07142857142857142,0.25,,,0.09523809523809523,0.5,1.0,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.23809523809523808,0.2,0.2,,0.047619047619047616,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,,,,0.3333333333333333,,0.47619047619047616,0.3333333333333333,0.4563975,,0.29486666666666667,0.045454545454545456,0.07142857142857142,,,,11.953846153846154,29.487499999999997,0.22413793103448276,,,,,,,,,,,,,True,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,5503.0,92,41,183,182,83,97,26,365,2,2,1.0,1.0,2.0,2.0,,2,4.0,14,,5.0,,,,4.0,2.0,4.0,,1.0,1.0,1.0,6,18,2.0,9.0,,18,174,1.0,4.0,,1.0,,2.0,3.0,8,1.0,5.0,,9.0,10,2.0,3.0,3.0,2.0,,4.0,2.0,1.0,2,2.0,4,2.0,,1.0,1.0,,10,1.0,6.0,,3.0,7,,10,7.0,17,2.0,,,,2,,1.0,,,1.0,,,2,,1,2.0,6,,,1,,1.0,,,,,,,,,,,,,,,,,,9.0,83,,,0.8333333333333334,1.0,0.5,0.2222222222222222,,0.2,0.2222222222222222,0.3333333333333333,0.25,0.375,0.3333333333333333,0.2,0.34615384615384615,0.3333333333333333,0.2,0.34615384615384615,0.3333333333333333,0.05555555555555555,,,13.551401869158878,1.0,,,0.11864406779661017,0.11320754716981132,0.125,0.041666666666666664,0.12048192771084337,0.09090909090909091,0.125,,0.16129032258064516,,0.09090909090909091,0.23529411764705882,0.05555555555555555,0.08333333333333333,0.10526315789473684,0.2,0.1111111111111111,,0.07407407407407407,1.0,1.0,0.5,0.07407407407407407,,,,0.5185185185185185,0.2857142857142857,0.3076923076923077,1.0,0.18518518518518517,,,,0.14814814814814814,0.5,0.5,0.5,0.2,1.0,,,,,0.2,,,0.15384615384615385,1.0,0.3076923076923077,,0.07692307692307693,1.0,0.4074074074074074,0.5,0.47434814814814813,0.4903875,0.5104884615384616,,,,0.1111111111111111,0.5,15.233333333333336,24.522222222222222,0.453551912568306,,,,,,,0.07142857142857142,,,,,,True,,
