EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,on,Clear Path Fouls,Corner3PctBlocked
101145,1610612742,Monta Ellis,Monta Ellis,101145,DAL,136783.0,2280,-25,4466,4435,948,890,459.0,8901,197.0,331.0,9.0,17.0,43.0,75.0,68.0,178.0,115.0,298.0,16.0,33.0,1.0,4.0,3.0,6.0,27.0,114.0,3.0,13.0,8.0,31.0,380.0,807,43.0,147.0,240.0,1129,4916,20.0,47.0,4.0,17.0,6.0,58.0,81.0,169.0,11.0,37.0,104.0,299.0,208.0,552.0,117.0,12.0,4.0,114.0,27.0,34.0,231.0,131.0,362.0,108.0,23.0,133.0,38.0,60.0,855.0,5.0,18.0,67.0,100.0,13.0,180.0,23.0,203.0,9.0,98.0,52.0,46.0,127.0,24.0,78.0,78.0,17.0,49.0,5.0,16.0,205.0,7.0,41.0,69.0,2.0,142.0,7.0,5.0,8.0,265.0,18.0,1.0,25.0,16.0,297.0,26.0,131.0,1.0,29.0,12.0,2.0,2.0,8.0,1.0,3.0,14.0,5.0,1.0,284.0,928,12.0,16.0,0.2736842105263158,0.2751322751322751,0.9069767441860465,0.2925170068027211,0.23529411764705882,0.2972972972972973,0.2925170068027211,0.4708798017348203,0.425531914893617,0.47928994082840237,0.4659329140461216,0.40625,0.4733009708737864,0.5183654729109275,0.42028985507246375,0.5599250936329588,0.1540880503144654,0.042131350681536554,0.06042296072507553,0.07303370786516854,0.003355704697986577,25.94746340485262,0.6195121951219512,0.09090909090909091,0.07204610951008646,0.01276595744680851,0.10339506172839506,0.007898894154818325,0.08202357563850687,0.011257953989231522,0.014705882352941176,0.0211864406779661,0.0037735849056603774,0.007858546168958742,0.008064516129032258,0.05077262693156733,0.07692307692307693,0.08779443254817987,0.10690423162583519,0.09547738693467336,0.018518518518518517,0.35714285714285715,0.3469601677148847,0.595166163141994,0.6334405144694534,0.3248730964467005,0.18658280922431866,0.38202247191011235,0.4121212121212121,0.17647058823529413,0.31236897274633124,0.3859060402684564,0.3872053872053872,0.24347826086956523,0.03459119496855346,0.48484848484848486,0.48484848484848486,1.0,0.11949685534591195,0.23684210526315788,0.23684210526315788,0.8518518518518519,0.265625,0.5294117647058824,0.3333333333333333,0.0625,0.25,1.0,0.203125,0.23076923076923078,1.0,0.3640776699029126,0.5733333333333334,0.02912621359223301,0.5,0.15048543689320387,0.25806451612903225,0.5010482180293501,0.23684210526315788,0.4999875786163521,0.49763666666666684,0.4970138349514563,0.12452830188679245,0.14364035087719298,0.006756756756756757,0.05137289636846767,0.26483613817537643,9.389591078066914,24.92448979591837,0.2122704881325571,,,,,,,,,,,,,True,,
101181,1610612742,Jose Calderon,Jose Calderon,101181,DAL,148111.0,2469,-2,4837,4806,1099,1047,496.0,9643,46.0,71.0,3.0,4.0,9.0,13.0,8.0,28.0,96.0,224.0,40.0,77.0,2.0,8.0,7.0,14.0,151.0,348.0,17.0,34.0,32.0,82.0,150.0,323,191.0,425.0,52.0,925,5343,6.0,16.0,19.0,42.0,,69.0,20.0,44.0,39.0,96.0,23.0,180.0,90.0,210.0,486.0,87.0,6.0,346.0,151.0,14.0,280.0,97.0,377.0,65.0,32.0,132.0,68.0,80.0,851.0,8.0,21.0,66.0,97.0,,163.0,29.0,192.0,6.0,69.0,44.0,25.0,72.0,12.0,57.0,31.0,7.0,15.0,1.0,1.0,103.0,5.0,12.0,79.0,5.0,136.0,2.0,3.0,3.0,98.0,7.0,2.0,9.0,2.0,63.0,2.0,15.0,,13.0,10.0,1.0,,4.0,1.0,5.0,11.0,6.0,1.0,171.0,1079,11.0,7.0,0.3,0.30612244897959184,0.8481675392670157,0.44941176470588234,0.4523809523809524,0.40625,0.4515366430260047,0.46439628482972134,0.375,0.45454545454545453,0.5835561497326203,0.5948275862068966,0.5607142857142857,0.5923772609819121,0.5948275862068966,0.5855263157894737,0.5681818181818182,0.043343653250773995,0.1267605633802817,0.07142857142857142,0.013392857142857142,16.2377337530087,0.6990291262135923,,0.06458055925432757,0.013861386138613862,0.09375,0.011594202898550725,0.07388939256572982,0.013151927437641724,0.02320185614849188,0.01364522417153996,0.0070052539404553416,0.01079136690647482,0.014925373134328358,0.08634538152610442,0.04780876494023904,0.05976095617529881,0.0951417004048583,0.09047619047619047,0.015544041450777202,0.5454545454545454,0.09491978609625669,0.647887323943662,0.7419354838709677,0.3695652173913043,0.0374331550802139,0.2857142857142857,0.3076923076923077,,0.2994652406417112,0.42857142857142855,0.4343891402714932,0.2916666666666667,0.10294117647058823,0.5194805194805194,0.5194805194805194,0.95,0.46524064171123,0.4339080459770115,0.43641618497109824,0.8211920529801324,0.06896551724137931,0.75,,0.13793103448275862,0.25,1.0,0.5862068965517241,0.5,0.8823529411764706,0.09285714285714286,0.6923076923076923,0.1,0.5,0.5857142857142857,0.3902439024390244,0.6631016042780749,0.43641618497109824,0.5142016756032171,0.5230597826086957,0.518203260869565,0.01971090670170828,0.044642857142857144,,0.0745945945945946,0.1945945945945946,14.215479876160991,24.88258823529412,0.2272069464544139,2.0,2.0,9.0,1.0,1.0,0.004705882352941176,0.005747126436781609,,,,,,True,,
1713,1610612742,Vince Carter,Vince Carter,1713,DAL,57432.0,957,25,1906,1883,615,600,196.0,3789,45.0,81.0,9.0,20.0,13.0,21.0,27.0,70.0,23.0,60.0,11.0,29.0,2.0,4.0,3.0,10.0,46.0,140.0,4.0,9.0,14.0,45.0,95.0,211,57.0,169.0,74.0,435,2075,10.0,25.0,6.0,13.0,2.0,40.0,28.0,56.0,17.0,55.0,38.0,145.0,44.0,146.0,144.0,27.0,10.0,140.0,46.0,10.0,70.0,26.0,96.0,16.0,10.0,45.0,15.0,10.0,218.0,7.0,26.0,38.0,58.0,13.0,109.0,33.0,142.0,10.0,22.0,14.0,8.0,28.0,9.0,22.0,25.0,3.0,6.0,1.0,3.0,53.0,3.0,14.0,80.0,8.0,122.0,1.0,4.0,8.0,80.0,2.0,4.0,3.0,6.0,92.0,3.0,30.0,1.0,16.0,14.0,1.0,1.0,7.0,,7.0,15.0,10.0,1.0,145.0,602,3.0,16.0,0.23157894736842105,0.24444444444444444,0.8421052631578947,0.33727810650887574,0.46153846153846156,0.3090909090909091,0.33727810650887574,0.45023696682464454,0.4,0.5,0.475,0.5,0.481981981981982,0.5129716981132075,0.5128205128205128,0.5492424242424242,0.44473684210526315,0.04739336492890995,0.04938271604938271,0.05714285714285714,0.03333333333333333,22.352389878163073,0.5283018867924528,0.14942528735632185,0.10488245931283906,0.045454545454545456,0.13013698630136986,0.022653721682847898,0.1136094674556213,0.03745743473325766,0.05232558139534884,0.037383177570093455,0.04838709677419355,0.01606425702811245,0.05,0.09550561797752809,0.06593406593406594,0.15025906735751296,0.12077294685990338,0.15294117647058825,0.046511627906976744,0.6666666666666666,0.2131578947368421,0.5555555555555556,0.5844155844155844,0.28888888888888886,0.18421052631578946,0.38571428571428573,0.4090909090909091,0.1111111111111111,0.15789473684210525,0.38333333333333336,0.39655172413793105,0.2608695652173913,0.07631578947368421,0.3793103448275862,0.3793103448275862,0.8181818181818182,0.3684210526315789,0.32857142857142857,0.33093525179856115,0.8478260869565217,0.5263157894736842,0.45,0.1111111111111111,0.10526315789473684,0.5,0.5,0.23684210526315788,0.4444444444444444,0.75,0.1891891891891892,0.6190476190476191,0.09009009009009009,0.3,0.40540540540540543,0.3111111111111111,0.6578947368421053,0.32857142857142857,0.5066598684210527,0.5511203703703704,0.5040162162162164,0.07598039215686274,0.12605042016806722,0.0058823529411764705,0.09195402298850575,0.3333333333333333,8.655924170616114,24.985207100591722,0.32266526757607555,,1.0,,,1.0,0.005917159763313609,0.007142857142857143,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,98016.0,1634,123,3220,3145,716,648,333.0,6365,40.0,52.0,8.0,10.0,11.0,16.0,103.0,199.0,177.0,351.0,1.0,5.0,,,,1.0,83.0,202.0,7.0,15.0,11.0,37.0,320.0,602,84.0,207.0,231.0,1123,3500,30.0,45.0,7.0,15.0,26.0,107.0,53.0,109.0,11.0,38.0,105.0,244.0,324.0,316.0,237.0,15.0,16.0,202.0,83.0,11.0,103.0,42.0,145.0,26.0,16.0,67.0,19.0,17.0,332.0,12.0,13.0,78.0,192.0,29.0,299.0,25.0,324.0,6.0,48.0,27.0,21.0,48.0,8.0,27.0,25.0,3.0,21.0,,7.0,73.0,5.0,21.0,78.0,1.0,115.0,1.0,8.0,5.0,233.0,1.0,22.0,5.0,4.0,258.0,19.0,78.0,4.0,43.0,30.0,,,22.0,,8.0,30.0,13.0,2.0,242.0,698,4.0,40.0,0.50625,0.5192307692307693,0.9404761904761905,0.4057971014492754,0.4666666666666667,0.2894736842105263,0.4057971014492754,0.53156146179402,0.6666666666666666,0.48623853211009177,0.5512978986402967,0.675,0.47278911564625853,0.6038251366120219,0.7464788732394366,0.599502487562189,0.2558714462299135,0.018272425249169437,0.038461538461538464,0.03015075376884422,0.008547008547008548,27.47772828507795,0.6575342465753424,0.30526315789473685,0.1971252566735113,0.012658227848101266,0.16846652267818574,0.027972027972027972,0.18789144050104384,0.017170329670329672,0.024734982332155476,0.009259259259259259,0.007142857142857143,0.023323615160349854,0.046511627906976744,0.20743034055727555,0.2080745341614907,0.1762917933130699,0.16770186335403728,0.1702127659574468,0.015544041450777202,0.43333333333333335,0.06427688504326329,0.7692307692307693,0.8,0.525,0.24598269468479605,0.5175879396984925,0.533678756476684,0.20388349514563106,0.4338689740420272,0.5042735042735043,0.5086206896551724,0.6779661016949152,0.006180469715698393,0.2,0.2,1.0,0.24969097651421507,0.41089108910891087,0.4129353233830846,0.9397590361445783,0.16666666666666666,0.8,0.125,,,,0.25,0.4666666666666667,0.7142857142857143,0.10884353741496598,0.6875,0.006802721088435374,,0.25170068027210885,0.2972972972972973,0.32014833127317677,0.41089108910891087,0.4501061804697157,0.4711605263157895,0.4353605442176871,0.09403669724770643,0.11800302571860817,0.018957345971563982,0.09528049866429207,0.21727515583259127,13.942192691029907,25.368599033816427,0.22236024844720498,,1.0,23.0,,,0.004830917874396135,0.0049504950495049506,,,,,,True,,
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,117295.0,1955,-106,3801,3815,711,655,399.0,7616,129.0,194.0,25.0,46.0,18.0,28.0,87.0,208.0,9.0,31.0,25.0,64.0,,1.0,7.0,11.0,18.0,57.0,1.0,1.0,3.0,9.0,225.0,433,43.0,121.0,39.0,618,4278,38.0,77.0,1.0,2.0,5.0,84.0,39.0,82.0,10.0,20.0,17.0,125.0,358.0,92.0,129.0,,40.0,56.0,18.0,19.0,62.0,44.0,106.0,32.0,12.0,28.0,12.0,22.0,256.0,28.0,72.0,88.0,171.0,36.0,295.0,102.0,397.0,16.0,70.0,48.0,22.0,50.0,10.0,37.0,26.0,4.0,13.0,3.0,6.0,76.0,7.0,8.0,66.0,1.0,96.0,,2.0,1.0,45.0,1.0,6.0,2.0,1.0,51.0,1.0,18.0,,8.0,26.0,,,10.0,3.0,13.0,26.0,9.0,2.0,123.0,698,7.0,7.0,0.7955555555555556,0.8731707317073171,1.0,0.35537190082644626,0.5,0.5,0.35833333333333334,0.5196304849884527,0.4935064935064935,0.47560975609756095,0.5225631768953068,0.5,0.5294117647058824,0.533678756476684,0.5121951219512195,0.5580357142857143,0.2184115523465704,0.04387990762124711,0.05670103092783505,0.038461538461538464,,15.408139261350271,0.6578947368421053,0.288,0.1377921031426269,0.05906480721903199,0.15913200723327306,0.05363984674329502,0.1443701226309922,0.05743825387708214,0.069164265129683,0.05673758865248227,0.053452115812917596,0.05868544600938967,0.03125,0.10501193317422435,0.10361445783132531,0.20638820638820637,0.15897435897435896,0.15950920245398773,0.06060606060606061,0.34615384615384615,0.35018050541516244,0.6649484536082474,0.7049180327868853,0.7906976744186046,0.37545126353790614,0.4182692307692308,0.435,0.7816091954022989,0.05595667870036101,0.2903225806451613,0.2903225806451613,1.0,0.11552346570397112,0.390625,0.390625,1.0,0.10288808664259928,0.3157894736842105,0.3157894736842105,1.0,0.5822784810126582,0.5434782608695652,0.24,0.012658227848101266,,,0.012658227848101266,1.0,1.0,0.27450980392156865,0.6428571428571429,0.10784313725490197,0.6363636363636364,0.08823529411764706,0.3333333333333333,0.5685920577617328,0.32142857142857145,0.525126177536232,0.5204852941176471,0.509418316831683,0.03152364273204904,0.04,,0.13592233009708737,0.2022653721682848,5.794919168591224,24.23636363636364,0.18705603788476716,1.0,,,,,,,2.0,0.03508771929824561,,,,True,,
201148,1610612742,Brandan Wright,Brandan Wright,201148,DAL,28262.0,471,13,910,895,355,312,104.0,1805,66.0,89.0,12.0,25.0,29.0,37.0,20.0,49.0,4.0,6.0,,,,,,,,,,,,,90.0,144,,,38.0,218,1022,15.0,29.0,,,4.0,34.0,36.0,54.0,,,18.0,90.0,158.0,22.0,,,16.0,,,6.0,5.0,8.0,13.0,8.0,,2.0,,3.0,34.0,15.0,37.0,23.0,32.0,4.0,59.0,52.0,111.0,8.0,18.0,9.0,9.0,9.0,,3.0,6.0,2.0,6.0,1.0,1.0,15.0,1.0,6.0,23.0,1.0,46.0,,1.0,1.0,38.0,,6.0,1.0,,53.0,3.0,22.0,,6.0,21.0,1.0,1.0,18.0,,3.0,22.0,12.0,3.0,90.0,351,4.0,6.0,0.8777777777777778,0.9634146341463414,,,,,,0.625,0.5172413793103449,0.6666666666666666,0.625,0.5172413793103449,0.6666666666666666,0.6449704142011834,0.53125,0.6716417910447762,,0.041666666666666664,0.06741573033707865,,,17.81219748305905,0.6,0.1111111111111111,0.1245136186770428,0.137546468401487,0.15753424657534246,0.09803921568627451,0.13647642679900746,0.12322274881516587,0.14285714285714285,0.16161616161616163,0.10465116279069768,0.11382113821138211,0.03333333333333333,0.09574468085106383,0.17721518987341772,0.10714285714285714,0.17757009345794392,0.10256410256410256,0.17391304347826086,0.5454545454545454,0.6180555555555556,0.7415730337078652,0.7951807228915663,0.8636363636363636,0.3402777777777778,0.40816326530612246,0.40816326530612246,0.95,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.75,,,,,,,,,0.8620689655172413,0.48,0.4166666666666667,,,,,,,0.6851851851851852,0.7837837837837838,,,,,0.6180555555555556,,0.5300993055555556,0.559275,0.5465851851851854,0.13496932515337423,0.13496932515337423,,0.1559633027522936,0.41284403669724773,4.298611111111111,,0.3901098901098901,,,,,3.0,,,,,1.0,,,True,,
201961,1610612742,Wayne Ellington,Wayne Ellington,201961,DAL,4043.0,67,-47,135,135,50,50,14.0,270,,,,,,,,2.0,1.0,5.0,3.0,7.0,,,3.0,5.0,3.0,7.0,,,1.0,1.0,1.0,7,6.0,14.0,,20,179,,,,,,,1.0,3.0,4.0,6.0,,14.0,2.0,,18.0,,,7.0,3.0,1.0,1.0,2.0,3.0,2.0,,,1.0,,8.0,1.0,1.0,1.0,3.0,,4.0,2.0,6.0,,2.0,2.0,,2.0,,1.0,,,1.0,,,2.0,,1.0,4.0,,6.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,14.0,50,,,1.0,1.0,1.0,0.42857142857142855,,0.6666666666666666,0.42857142857142855,0.14285714285714285,,0.3333333333333333,0.47619047619047616,,0.7777777777777778,0.47619047619047616,,0.7777777777777778,0.6666666666666666,0.14285714285714285,,,0.2,15.2317880794702,1.0,,0.08108108108108109,0.023255813953488372,0.06666666666666667,0.038461538461538464,0.07692307692307693,0.028985507246376812,0.08333333333333333,,,,0.16666666666666666,0.07142857142857142,,0.14285714285714285,,0.2,,,,,,,0.09523809523809523,,,,0.23809523809523808,0.2,0.25,1.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,0.5555555555555556,0.6,0.1111111111111111,1.0,0.6666666666666666,0.42857142857142855,0.49746666666666667,,0.4559499999999999,,,,,0.7,15.871428571428572,23.86428571428571,0.37037037037037035,,,,,,,,,,,,,True,,
201971,1610612742,DeJuan Blair,DeJuan Blair,201971,DAL,37849.0,631,-27,1254,1261,218,296,121.0,2515,66.0,102.0,10.0,18.0,3.0,9.0,40.0,86.0,1.0,4.0,,,,,,,,,,,,,107.0,192,,,36.0,250,1427,13.0,26.0,,,10.0,36.0,12.0,30.0,,,10.0,34.0,172.0,42.0,,,20.0,,,20.0,25.0,16.0,41.0,14.0,2.0,11.0,5.0,9.0,98.0,16.0,35.0,33.0,80.0,10.0,123.0,53.0,176.0,3.0,23.0,16.0,7.0,21.0,3.0,12.0,22.0,6.0,9.0,,2.0,43.0,2.0,7.0,55.0,5.0,110.0,2.0,19.0,6.0,41.0,3.0,5.0,,,55.0,7.0,27.0,,4.0,11.0,,,7.0,,4.0,11.0,9.0,3.0,32.0,214,12.0,3.0,0.8037383177570093,0.8865979381443299,,,,,,0.5572916666666666,0.5,0.4,0.5572916666666666,0.5,0.4,0.5787037037037037,0.5625,0.4594594594594595,,0.10416666666666667,0.1568627450980392,0.046511627906976744,,18.633093525179856,0.4883720930232558,0.24390243902439024,0.19138755980861244,0.08883248730964467,0.20496894409937888,0.09523809523809523,0.19516407599309155,0.09074733096085409,0.0660377358490566,0.07913669064748201,0.11409395973154363,0.11363636363636363,0.027777777777777776,0.1417910447761194,0.2482758620689655,0.17985611510791366,0.19090909090909092,0.23529411764705882,0.046875,0.8181818181818182,0.53125,0.6470588235294118,0.7674418604651163,0.803030303030303,0.4479166666666667,0.46511627906976744,0.4878048780487805,0.8,0.020833333333333332,0.25,0.25,1.0,,,,,,,,,0.6923076923076923,0.5555555555555556,0.2,,,,,,,0.3,0.3333333333333333,,,,,0.53125,,0.5147817708333333,0.545947619047619,0.46548666666666666,0.12735849056603774,0.12735849056603774,,0.144,0.136,4.784895833333333,,0.17384370015948963,,,,,,,,2.0,0.06896551724137931,,3.0,,True,,
203108,1610612742,Bernard James,Bernard James,203108,DAL,2020.0,34,-23,66,65,17,24,5.0,131,1.0,6.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,6,,1.0,,2,79,1.0,1.0,,,,2.0,,1.0,,1.0,,,,2.0,,,2.0,,,2.0,1.0,,1.0,,,,,1.0,2.0,,2.0,3.0,1.0,1.0,5.0,2.0,7.0,,1.0,1.0,,2.0,,,1.0,,2.0,,,3.0,,1.0,2.0,,9.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,17,2.0,,,,,,,,,0.16666666666666666,1.0,,0.14285714285714285,1.0,,0.14285714285714285,1.0,,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,14.084507042253522,0.6666666666666666,1.0,0.0625,0.09523809523809523,0.23076923076923078,,0.13793103448275862,0.07142857142857142,0.08333333333333333,0.16666666666666666,,,,0.2,,,0.3333333333333333,,,,0.8571428571428571,0.16666666666666666,0.25,,,,,,,,,,,,,,0.14285714285714285,,,,1.0,1.0,,,,,,,,0.5,,,,0.5,,1.0,,0.6184166666666667,0.6411,0.5497,,,,1.0,,1.4666666666666668,53.1,0.25757575757575757,1.0,,,,,,,,,,,,True,,
203109,1610612742,Jae Crowder,Jae Crowder,203109,DAL,22136.0,369,41,714,731,181,207,55.0,1445,14.0,22.0,4.0,6.0,4.0,6.0,2.0,9.0,8.0,13.0,10.0,25.0,,2.0,2.0,6.0,4.0,28.0,1.0,3.0,,2.0,24.0,44,14.0,53.0,26.0,116,760,5.0,9.0,1.0,5.0,4.0,17.0,8.0,12.0,2.0,8.0,9.0,31.0,24.0,24.0,42.0,,4.0,28.0,4.0,2.0,9.0,6.0,15.0,4.0,2.0,4.0,3.0,2.0,36.0,5.0,8.0,12.0,22.0,3.0,37.0,13.0,50.0,4.0,18.0,12.0,6.0,6.0,4.0,4.0,9.0,,2.0,,2.0,15.0,,3.0,14.0,,31.0,2.0,1.0,1.0,24.0,2.0,,2.0,,30.0,1.0,13.0,1.0,2.0,8.0,,,5.0,,3.0,8.0,4.0,,31.0,178,6.0,2.0,0.5,0.5454545454545454,1.0,0.2641509433962264,0.2,0.25,0.2641509433962264,0.5454545454545454,0.5555555555555556,0.6666666666666666,0.4639175257731959,0.4642857142857143,0.55,0.5225225225225225,0.53125,0.5961538461538461,0.5463917525773195,0.045454545454545456,0.09090909090909091,,,16.153846153846153,0.4,0.15789473684210525,0.09053497942386832,0.042105263157894736,0.11320754716981132,0.045871559633027525,0.09742120343839542,0.043478260869565216,0.061224489795918366,0.06060606060606061,0.013333333333333334,0.04597701149425287,0.045454545454545456,0.022988505747126436,0.12195121951219512,0.13513513513513514,0.12658227848101267,0.07407407407407407,0.07017543859649122,0.5,0.2268041237113402,0.6363636363636364,0.7,0.5,0.09278350515463918,0.2222222222222222,0.2222222222222222,,0.13402061855670103,0.6153846153846154,0.6153846153846154,0.625,0.25773195876288657,0.4,0.4,1.0,0.28865979381443296,0.14285714285714285,0.14285714285714285,1.0,0.42857142857142855,0.6666666666666666,,0.14285714285714285,,,0.21428571428571427,0.3333333333333333,1.0,0.3,0.6666666666666666,0.3,0.3333333333333333,0.1,,0.7731958762886598,0.14285714285714285,0.5570577319587626,0.5123444444444445,0.5324500000000001,0.12844036697247707,0.23214285714285715,0.018867924528301886,0.14655172413793102,0.2672413793103448,7.656818181818182,24.158490566037738,0.2535014005602241,,,,,,,,,,,,1.0,True,,
