EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PlusMinus,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsAssisted2s,PtsUnassisted2s,ShortMidRangeAssists,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,Arc3Assists,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,SecondChanceFg3Pct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyFtPoints,PtsPutbacks,LostBallTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,2pt And 1 Free Throw Trips,SecondChanceFtPoints,LongMidRangeAssists,BlockingFouls,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,BlockedShortMidRange,LostBallSteals,SecondChanceArc3FGM,SecondChanceArc3FGA,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,DefensiveGoaltends,on,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,HeaveMakes,HeaveAttempts,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
200758,1610612745,Ronnie Brewer,Ronnie Brewer,200758,HOU,85.0,1,6,5,5.0,4.0,1.0,11,4,5.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,764.0,13,28,27,17.0,13.0,2.0,55,32,17.0,0.6071428571428571,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,1.5,1.0,1.5,1.0,13.793103448275863,1.0,0.2857142857142857,0.2,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5316,0.537675,1.0,25.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201956,1610612745,Omri Casspi,Omri Casspi,201956,HOU,1058.0,18,38,38,18.0,20.0,5.0,76,43,18.0,0.47368421052631576,,,,,2.0,4.0,1.0,3.0,2.0,4.0,10.0,1.0,3.0,3.0,6.0,,4.0,2.0,1.0,,1.0,,,2.0,2.0,3.0,3.0,,,,,1.0,1.0,3.0,1.0,0.5,0.3333333333333333,0.5,0.7142857142857143,0.5,0.7142857142857143,0.5,0.5714285714285714,16.666666666666668,,0.18181818181818182,0.1875,,0.3333333333333333,,,,,0.5714285714285714,0.5,0.5,,,1.0,0.3333333333333333,0.8571428571428571,0.5,0.5115285714285714,0.4805,0.3,24.724999999999998,6.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.2,0.25,0.2,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,1.0,7.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,972.0,16,33,33,16.0,15.0,3.0,66,37,16.0,0.48484848484848486,,,,,,2.0,,1.0,,2.0,8.0,,1.0,4.0,,,2.0,,2.0,2.0,4.0,1.0,2.0,10.0,,1.0,1.0,,,,,1.0,,4.0,,,,,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.3333333333333333,19.444444444444446,,,0.07142857142857142,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,0.5,,0.508425,0.5553166666666667,0.5,25.15,6.0,1.0,1.0,,1.0,3.0,4.0,4.0,2.0,,1.0,0.6666666666666666,0.6666666666666666,0.75,0.16666666666666666,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,8.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,0.4515,0.14285714285714285,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203496,1610612745,Robert Covington,Robert Covington,203496,HOU,2029.0,34,68,69,19.0,24.0,10.0,137,62,19.0,0.27941176470588236,2.0,4.0,2.0,3.0,2.0,7.0,,1.0,4.0,11.0,16.0,2.0,4.0,6.0,12.0,,7.0,2.0,,,,,,,2.0,3.0,5.0,,,1.0,,1.0,,6.0,1.0,0.36363636363636365,0.5,0.36363636363636365,0.5714285714285714,0.75,0.5714285714285714,0.75,0.7857142857142857,19.48051948051948,,0.09090909090909091,0.05263157894736842,0.1,,0.2857142857142857,0.5,0.5,1.0,0.5,0.2857142857142857,0.2857142857142857,0.75,0.6666666666666666,0.25,,0.7857142857142857,0.2857142857142857,0.5230892857142858,0.551025,0.375,24.372727272727275,17.0,,,1.0,1.0,2.0,3.0,4.0,,,,1.0,1.0,0.6666666666666666,,0.125,,,,,,0.07142857142857142,1.0,1.0,1.0,11.366666666666667,,,1.0,2.0,,,,3.0,,,,2.0,3.0,,,,,,,,,0.75,0.75,,0.14285714285714285,0.5,0.5,1.0,,,0.64215,,,0.1875,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.07692307692307693,0.05263157894736842,0.0625,0.14285714285714285,0.0625,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203477,1610612745,Isaiah Canaan,Isaiah Canaan,203477,HOU,964.0,16,32,32,3.0,5.0,6.0,64,22,3.0,0.09375,,1.0,,,,2.0,,,,3.0,6.0,,,2.0,,,2.0,,1.0,2.0,3.0,1.0,,8.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,2.0,,,,,0.4,,0.5,1.0,0.6,18.91891891891892,1.0,0.07692307692307693,0.045454545454545456,0.14285714285714285,,0.2,,,,0.4,,,,,,,0.8,,0.5272600000000001,,0.3333333333333333,25.366666666666664,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,0.5,1.0,1.0,,,,0.2,1.0,1.0,,0.2,1.0,1.0,,11.45,,,,,2.0,1.0,1.0,2.0,,,1.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,0.5,,,,,,,0.5854,,,0.3333333333333333,,,,,,1.0,,1.0,1.0,1.0,,,,,0.16666666666666666,,0.0625,0.3333333333333333,,1.0,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,412.0,7,15,14,14.0,1.0,2.0,29,13,14.0,0.9333333333333333,,,,,,,,,,,4.0,,,4.0,,,,,,2.0,2.0,1.0,,6.0,1.0,1.0,1.0,,,,,3.0,1.0,4.0,,,,,0.5,0.5,0.6666666666666666,0.6666666666666666,,18.75,,0.25,0.2,,1.0,,,,,,,,,,,,0.5,,0.5669,0.5669,1.0,,10.0,1.0,1.0,,,1.0,2.0,2.0,,,,1.0,1.0,0.5,,,,0.5,1.0,1.0,1.0,,,,,3.7,1.0,1.0,,1.0,2.0,,,,1.0,2.0,1.0,,,3.0,2.0,,,,,,0.5,,,,0.5,,,,0.5,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,1360.0,23,43,45,1.0,14.0,7.0,88,36,1.0,0.023255813953488372,,,,,,,,,,,6.0,,,,,,,,1.0,,1.0,,,2.0,5.0,8.0,9.0,1.0,1.0,1.0,,4.0,,,,,,,0.25,,0.5,,,14.0,1.0,0.3125,0.26666666666666666,0.375,0.3333333333333333,,,,,,,,,,,,0.5,,0.423725,,,,10.0,1.0,2.0,,,1.0,4.0,,2.0,,3.0,,,0.25,0.21428571428571427,0.2,0.2,0.5,0.5,0.5,,,,,,4.6,,,,2.0,4.0,,1.0,2.0,,,,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,0.5,1.0,0.5,,,,,,0.3811,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,1.0,,1.0,,,,,,,0.09090909090909091,,0.041666666666666664,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,116.0,2,4,3,1.0,3.0,,7,5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,125.0,2,4,5,,5.0,1.0,9,5,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,6.0,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,0.446,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,6.6,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
