EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg3Pct,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,3SecondViolations,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
101115,1610612739,Andrew Bynum,Andrew Bynum,101115,CLE,2548.0,42,-2,83,80,22,20,14.0,163,2.0,8.0,1.0,3.0,2.0,2.0,11.0,4.0,19.0,3.0,11.0,85,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,8.0,5.0,13.0,2.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,22,0.25,0.3333333333333333,0.21052631578947367,0.3333333333333333,0.21052631578947367,0.3333333333333333,0.275,0.5,0.25,0.15789473684210525,0.25,0.09090909090909091,22.22222222222222,0.23809523809523808,0.05555555555555555,0.23076923076923078,0.23076923076923078,0.23529411764705882,0.10204081632653061,0.11764705882352941,0.2,0.3333333333333333,0.2,0.125,0.375,0.3,0.25,0.42105263157894735,0.25,0.3333333333333333,0.5,0.5789473684210527,0.18181818181818182,0.2,1.0,0.3333333333333333,0.6666666666666666,0.42105263157894735,0.46921578947368425,0.6226,0.5374,0.1,0.1,0.2727272727272727,0.18181818181818182,5.1,0.26506024096385544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101127,1610612739,Jarrett Jack,Jarrett Jack,101127,CLE,20720.0,345,-102,679,684,191,210,94.0,1363,2.0,4.0,,,1.0,12.0,25.0,37.0,89.0,22.0,120.0,740,2.0,8.0,,4.0,21.0,12.0,34.0,16.0,58.0,,3.0,35.0,56.0,6.0,14.0,133.0,,1.0,9.0,24.0,34.0,1.0,35.0,14.0,1.0,31.0,11.0,25.0,3.0,26.0,23.0,1.0,7.0,4.0,3.0,1.0,4.0,3.0,,34.0,191,0.21621621621621623,0.21621621621621623,0.4157303370786517,0.25,0.4016393442622951,0.16666666666666666,0.44696969696969696,0.16666666666666666,0.4594594594594595,0.033707865168539325,0.25,0.04,20.790816326530614,0.1188118811881188,0.003875968992248062,0.08035714285714286,,0.10509554140127389,0.0028328611898017,,,,0.0625,0.09722222222222222,0.19696969696969696,0.05194805194805195,0.75,0.03278688524590164,0.5,0.6666666666666666,0.5,0.20491803278688525,0.48,0.5,,,0.03225806451612903,0.30327868852459017,0.43979541666666666,0.44505999999999996,0.39575000000000005,0.0546875,0.07368421052631578,0.03333333333333333,0.2833333333333333,14.852808988764043,0.2812960235640648,1.0,23.0,60.0,2.0,9.0,1.0,1.0,6.0,24.0,3.0,4.0,9.0,8.0,33.0,4.0,5.0,4.0,10.0,15.0,9.0,2.0,22.0,6.0,1.0,21.0,15.0,6.0,15.0,1.0,12.0,8.0,4.0,17.0,5.0,11.0,1.0,6.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,0.625,0.24242424242424243,0.4,0.25806451612903225,0.23809523809523808,0.3548387096774194,0.27049180327868855,0.030303030303030304,0.016666666666666666,0.041666666666666664,0.5483870967741935,0.04,0.009433962264150943,0.14285714285714285,0.3333333333333333,0.4918032786885246,0.38333333333333336,0.3898305084745763,0.13043478260869565,0.07377049180327869,0.2222222222222222,0.2222222222222222,1.0,0.19672131147540983,0.25,0.2608695652173913,0.5,0.08333333333333333,0.25,1.0,0.03225806451612903,0.2903225806451613,0.4444444444444444,0.2727272727272727,25.8969696969697,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101139,1610612739,CJ Miles,CJ Miles,101139,CLE,11414.0,190,6,376,373,97,108,55.0,749,10.0,15.0,2.0,2.0,1.0,6.0,9.0,22.0,39.0,15.0,137.0,392,2.0,3.0,,10.0,5.0,3.0,29.0,28.0,16.0,4.0,2.0,4.0,7.0,1.0,,17.0,,5.0,5.0,7.0,13.0,5.0,18.0,3.0,,9.0,7.0,14.0,,16.0,18.0,3.0,9.0,,,,,,,29.0,97,0.6363636363636364,0.7,0.5641025641025641,0.6666666666666666,0.6703296703296703,0.7142857142857143,0.6938775510204082,0.7142857142857143,0.6590909090909091,0.05128205128205128,0.13333333333333333,,24.263038548752835,0.05555555555555555,0.03676470588235294,0.1,,0.06818181818181818,0.025380710659898477,0.05555555555555555,,,0.05,0.05405405405405406,0.061224489795918366,0.07692307692307693,,0.16483516483516483,0.6666666666666666,0.7692307692307693,0.4,0.0989010989010989,0.6666666666666666,0.6666666666666666,0.2857142857142857,1.0,0.05,0.7362637362637363,0.5209083333333332,0.5533333333333333,0.49551052631578946,0.09278350515463918,0.2,0.072992700729927,0.2116788321167883,9.733333333333333,0.2579787234042553,1.0,6.0,15.0,5.0,10.0,,1.0,21.0,42.0,4.0,5.0,14.0,26.0,52.0,4.0,4.0,6.0,15.0,72.0,6.0,,42.0,21.0,,3.0,1.0,2.0,3.0,1.0,10.0,4.0,6.0,6.0,1.0,2.0,,4.0,,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,0.9230769230769231,0.5,0.4,0.5,0.8,0.65,0.5714285714285714,,,,0.6666666666666666,0.07142857142857142,0.016666666666666666,0.18181818181818182,0.8333333333333334,0.16483516483516483,0.4,0.4,0.8333333333333334,0.10989010989010989,0.5,0.5,1.0,0.46153846153846156,0.5,0.5,0.9047619047619048,,0.5714285714285714,1.0,0.05,0.7,0.35714285714285715,0.5,25.49038461538461,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.05,0.025,0.5,0.5,1.0,,,,,,,,,,,,,True,,,,,,,
202087,1610612739,Alonzo Gee,Alonzo Gee,202087,CLE,12519.0,209,-20,416,417,118,130,62.0,833,11.0,24.0,2.0,3.0,4.0,4.0,14.0,15.0,49.0,16.0,55.0,438,3.0,4.0,2.0,8.0,11.0,5.0,16.0,14.0,16.0,2.0,2.0,9.0,16.0,3.0,3.0,39.0,4.0,8.0,8.0,10.0,23.0,12.0,35.0,6.0,,11.0,8.0,16.0,,14.0,24.0,,11.0,3.0,1.0,1.0,3.0,1.0,,16.0,118,0.4666666666666667,0.5,0.30612244897959184,0.75,0.34210526315789475,0.75,0.39855072463768115,0.6666666666666666,0.36363636363636365,0.04081632653061224,0.041666666666666664,0.07142857142857142,16.494845360824744,0.07751937984496124,0.05555555555555555,0.13333333333333333,0.06896551724137931,0.09523809523809523,0.0594059405940594,0.06382978723404255,0.08333333333333333,,0.1282051282051282,0.075,0.04,0.1702127659574468,0.3333333333333333,0.42105263157894735,0.4583333333333333,0.4782608695652174,0.5454545454545454,0.24561403508771928,0.2857142857142857,0.3076923076923077,0.75,0.6666666666666666,0.25,0.5614035087719298,0.515959649122807,0.5769,0.5055875000000001,0.16176470588235295,0.18333333333333332,0.14545454545454545,0.2909090909090909,7.0816326530612255,0.28365384615384615,1.0,,11.0,3.0,5.0,,4.0,,3.0,,,1.0,3.0,8.0,,1.0,3.0,5.0,9.0,,,3.0,,,7.0,6.0,1.0,3.0,5.0,11.0,9.0,2.0,5.0,2.0,3.0,3.0,2.0,,2.0,5.0,1.0,,2.0,,,1.0,3.0,1.0,1.0,0.375,0.6,0.375,0.09090909090909091,0.34375,0.14035087719298245,,,,0.45454545454545453,0.45454545454545453,0.041666666666666664,,0.25,0.19298245614035087,,,,0.08771929824561403,0.6,0.6,1.0,0.05263157894736842,,,,,,0.25,0.25,0.0625,,,24.5,3.0,,,2.0,,2.0,,0.061224489795918366,0.05555555555555555,,,0.75,1.0,,,,,,,,,,,,True,,,,,,,
203461,1610612739,Anthony Bennett,Anthony Bennett,203461,CLE,39757.0,663,-83,1310,1312,408,438,192.0,2622,41.0,71.0,15.0,30.0,15.0,5.0,27.0,67.0,172.0,44.0,217.0,1419,17.0,39.0,10.0,47.0,41.0,22.0,75.0,82.0,52.0,22.0,15.0,14.0,17.0,3.0,4.0,37.0,14.0,33.0,27.0,68.0,106.0,49.0,155.0,31.0,2.0,47.0,37.0,93.0,13.0,46.0,69.0,3.0,33.0,8.0,3.0,4.0,8.0,5.0,2.0,75.0,408,0.6119402985074627,0.7321428571428571,0.38953488372093026,0.4358974358974359,0.3844444444444444,0.43023255813953487,0.42054263565891475,0.47,0.5208333333333334,0.0872093023255814,0.1267605633802817,0.18518518518518517,19.973804846103473,0.17708333333333334,0.07066381156316917,0.13043478260869565,0.07650273224043716,0.16074450084602368,0.07230769230769231,0.056,0.05343511450381679,0.1346153846153846,0.13559322033898305,0.1951219512195122,0.1958041958041958,0.1437908496732026,0.625,0.31555555555555553,0.5774647887323944,0.6612903225806451,0.5609756097560976,0.12,0.18518518518518517,0.22727272727272727,0.6976744186046512,0.5,0.26785714285714285,0.5511111111111111,0.5063297777777778,0.563894642857143,0.49749553571428573,0.12941176470588237,0.16336633663366337,0.21658986175115208,0.3456221198156682,9.665116279069766,0.3114503816793893,8.0,21.0,74.0,3.0,11.0,,5.0,10.0,42.0,4.0,6.0,10.0,13.0,53.0,4.0,16.0,7.0,15.0,39.0,,,42.0,10.0,,3.0,3.0,,7.0,11.0,21.0,17.0,4.0,16.0,1.0,9.0,3.0,7.0,8.0,6.0,9.0,4.0,3.0,4.0,2.0,,3.0,14.0,3.0,1.0,0.24528301886792453,0.4666666666666667,0.24528301886792453,0.3902439024390244,0.4732142857142857,0.23555555555555555,,0.013513513513513514,,0.3404255319148936,0.2391304347826087,0.04891304347826087,0.09259259259259259,0.2,0.3288888888888889,0.28378378378378377,0.2876712328767123,0.8095238095238095,0.04888888888888889,0.2727272727272727,0.2727272727272727,1.0,0.18666666666666668,0.23809523809523808,0.23809523809523808,1.0,,0.09302325581395349,0.5333333333333333,0.08928571428571429,0.17857142857142858,0.6,0.23809523809523808,25.015094339622635,1.0,1.0,1.0,5.0,1.0,1.0,0.25,0.10759493670886076,0.038461538461538464,0.25,1.0,0.2,1.0,2.0,4.0,0.041666666666666664,0.13333333333333333,,,,,,,,True,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,13741.0,229,-31,446,445,160,146,65.0,891,21.0,34.0,1.0,1.0,10.0,7.0,18.0,43.0,80.0,22.0,144.0,525,5.0,7.0,4.0,17.0,28.0,16.0,50.0,16.0,70.0,,5.0,20.0,33.0,2.0,10.0,79.0,2.0,3.0,3.0,13.0,17.0,5.0,22.0,4.0,,14.0,5.0,13.0,1.0,24.0,28.0,4.0,9.0,3.0,1.0,1.0,3.0,1.0,,50.0,160,0.18604651162790697,0.18604651162790697,0.5375,0.7142857142857143,0.580952380952381,0.65,0.618421052631579,0.7272727272727273,0.6,0.0625,0.14705882352941177,,24.56813819577735,0.1111111111111111,0.01935483870967742,0.046153846153846156,0.03773584905660377,0.08791208791208792,0.02403846153846154,0.025,0.05263157894736842,,0.058823529411764705,0.09523809523809523,0.17073170731707318,0.06,0.3333333333333333,0.3238095238095238,0.6176470588235294,0.7241379310344828,0.3333333333333333,0.17142857142857143,0.3888888888888889,0.3888888888888889,0.1,1.0,0.30303030303030304,0.5619047619047619,0.5195490476190476,0.49674999999999997,0.508969696969697,0.09009009009009009,0.10588235294117647,0.11805555555555555,0.3472222222222222,9.338750000000001,0.35874439461883406,6.0,15.0,28.0,1.0,5.0,1.0,1.0,11.0,20.0,2.0,2.0,4.0,12.0,25.0,3.0,14.0,2.0,5.0,15.0,21.0,,20.0,11.0,,13.0,11.0,2.0,8.0,1.0,11.0,6.0,5.0,10.0,1.0,6.0,1.0,4.0,,1.0,5.0,1.0,1.0,,,5.0,3.0,3.0,3.0,0.4166666666666667,0.48,0.4,0.48,0.5,0.5151515151515151,0.23809523809523808,,,,0.7142857142857143,0.1,0.01694915254237288,,0.14285714285714285,0.26666666666666666,0.5357142857142857,0.5357142857142857,,0.047619047619047616,0.2,0.2,1.0,0.19047619047619047,0.55,0.55,0.36363636363636365,0.1,0.2,0.6,0.030303030303030304,0.12121212121212122,0.5,0.55,25.016000000000005,,1.0,1.0,,1.0,1.0,0.3333333333333333,0.017857142857142856,,0.5,1.0,,1.0,,,,1.0,1.0,0.038461538461538464,,,,,,True,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,6416.0,107,-54,206,207,99,96,34.0,413,10.0,20.0,2.0,5.0,6.0,2.0,9.0,12.0,30.0,13.0,37.0,272,3.0,6.0,3.0,9.0,11.0,10.0,18.0,12.0,12.0,2.0,8.0,2.0,4.0,,,10.0,1.0,9.0,7.0,6.0,15.0,10.0,25.0,4.0,,4.0,3.0,9.0,,15.0,22.0,,6.0,,,,,,,18.0,99,0.5,0.5454545454545454,0.4,0.5,0.4,0.5,0.45121951219512196,0.5,0.47368421052631576,0.26666666666666666,0.3,0.2222222222222222,18.29268292682927,0.11320754716981132,0.11842105263157894,0.23333333333333334,0.037037037037037035,0.1566265060240964,0.0970873786407767,0.045454545454545456,,0.09090909090909091,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.22727272727272727,,0.6666666666666666,0.5,0.7142857142857143,0.5,0.3,0.2222222222222222,0.2857142857142857,0.8333333333333334,0.4,0.5454545454545454,0.6666666666666666,0.5575,0.5782200000000001,0.4985636363636363,0.16666666666666666,0.16666666666666666,0.24324324324324326,0.4864864864864865,3.823333333333333,0.48058252427184467,3.0,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,2.0,2.0,,2.0,2.0,1.0,1.0,,,,,1.0,,2.0,3.0,2.0,,1.0,3.0,,,5.0,3.0,4.0,,,,,0.36363636363636365,0.36363636363636365,,,,,,0.5,0.06896551724137931,0.25,0.5,0.03333333333333333,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,0.24,0.1,,,,,,5.0,,,,,,,,,,True,,,,,,,
201947,1610612739,Earl Clark,Earl Clark,201947,CLE,4954.0,83,-39,166,168,57,57,21.0,334,1.0,3.0,,,1.0,1.0,2.0,4.0,14.0,2.0,28.0,176,,,,3.0,6.0,1.0,11.0,8.0,,,2.0,1.0,1.0,,,2.0,,1.0,6.0,6.0,12.0,1.0,13.0,4.0,,4.0,6.0,7.0,1.0,3.0,4.0,,2.0,,,,,,,11.0,57,1.0,1.0,0.2857142857142857,,0.48148148148148145,0.75,0.4827586206896552,0.75,0.4583333333333333,0.14285714285714285,0.6666666666666666,,17.64705882352941,0.15384615384615385,0.015625,0.17142857142857143,,0.16216216216216217,0.011235955056179775,,,,0.07142857142857142,0.3076923076923077,0.08333333333333333,0.09523809523809523,,0.1111111111111111,0.3333333333333333,1.0,1.0,0.07407407407407407,0.5,0.5,,,0.09090909090909091,0.5925925925925926,0.4954384615384615,0.503925,0.47695,0.06896551724137931,0.125,0.10714285714285714,0.39285714285714285,13.785714285714286,0.3433734939759036,,2.0,9.0,2.0,4.0,1.0,1.0,4.0,9.0,1.0,2.0,4.0,6.0,13.0,2.0,2.0,2.0,5.0,18.0,,1.0,8.0,4.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,0.46153846153846156,0.4,0.5,0.3333333333333333,0.45454545454545453,0.48148148148148145,,,,,,0.029411764705882353,0.2857142857142857,1.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,1.0,0.14814814814814814,0.5,0.5,1.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.5,0.5,,0.09090909090909091,0.36363636363636365,0.5,0.5,26.653846153846157,,1.0,1.0,,,,0.5,,,1.0,1.0,,,,1.0,,,,,,,,,,True,,,,,,,
203156,1610612739,Henry Sims,Henry Sims,203156,CLE,7157.0,119,-5,241,240,77,87,37.0,481,7.0,18.0,5.0,9.0,7.0,3.0,8.0,13.0,34.0,6.0,32.0,238,6.0,10.0,3.0,15.0,13.0,,14.0,16.0,10.0,8.0,4.0,2.0,3.0,,,7.0,3.0,12.0,8.0,10.0,20.0,18.0,38.0,3.0,,5.0,9.0,21.0,2.0,8.0,10.0,,5.0,5.0,4.0,1.0,5.0,2.0,,14.0,77,0.6153846153846154,0.8888888888888888,0.38235294117647056,0.6,0.38235294117647056,0.6,0.41025641025641024,0.625,0.5384615384615384,0.11764705882352941,0.2222222222222222,,15.384615384615385,0.12987012987012986,0.13333333333333333,0.21052631578947367,0.07692307692307693,0.1565217391304348,0.11627906976744186,0.20833333333333334,,0.21428571428571427,0.13333333333333333,0.08695652173913043,0.16666666666666666,0.16666666666666666,0.4,0.5294117647058824,0.3888888888888889,0.5,0.2857142857142857,0.23529411764705882,0.375,0.375,0.9,0.5555555555555556,0.5384615384615384,0.5294117647058824,0.4878058823529412,0.5841444444444445,0.537523076923077,0.1282051282051282,0.1282051282051282,0.46875,0.4375,7.15,0.31950207468879666,4.0,3.0,8.0,,,,,,,,,,,,,7.0,,,,,,,,,1.0,1.0,,2.0,2.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,4.0,,,,,,0.5384615384615384,0.5384615384615384,,,,,0.4,0.18181818181818182,0.14285714285714285,0.375,1.0,0.23529411764705882,0.375,0.375,1.0,,,,,,,,,,,0.5714285714285714,,,,,,,,,1.0,,1.0,,0.06451612903225806,0.058823529411764705,,,,,3.0,,0.23076923076923078,,,,,,,,,True,,,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,8037.0,134,1,259,262,79,91,39.0,521,12.0,20.0,5.0,9.0,7.0,1.0,4.0,16.0,31.0,6.0,38.0,284,5.0,10.0,2.0,12.0,9.0,3.0,13.0,24.0,8.0,6.0,3.0,8.0,9.0,1.0,2.0,19.0,8.0,11.0,7.0,20.0,32.0,22.0,54.0,2.0,,5.0,7.0,13.0,1.0,12.0,8.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,,13.0,79,0.75,0.9230769230769231,0.5161290322580645,0.5,0.5161290322580645,0.5,0.5588235294117647,0.5454545454545454,0.65,0.0967741935483871,0.15,,12.913907284768213,0.2702702702702703,0.14285714285714285,0.16666666666666666,0.17391304347826086,0.23275862068965517,0.15447154471544716,0.2727272727272727,0.2,0.125,0.14285714285714285,0.25,0.3793103448275862,0.2,1.0,0.6451612903225806,0.6,0.7058823529411765,0.6666666666666666,0.12903225806451613,0.25,0.25,0.9,0.5555555555555556,0.7777777777777778,0.6451612903225806,0.5557967741935484,0.6362142857142857,0.6116444444444444,0.12121212121212122,0.12121212121212122,0.3157894736842105,0.34210526315789475,5.719354838709677,0.305019305019305,4.0,3.0,7.0,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,5.0,5.0,7.0,6.0,1.0,3.0,1.0,2.0,,1.0,,1.0,2.0,2.0,,,2.0,,1.0,2.0,1.0,,,,,0.5555555555555556,0.5555555555555556,,,,,0.6,0.625,0.075,0.11764705882352941,1.0,0.22580645161290322,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,0.5714285714285714,,,,,,,,,2.0,1.0,,,0.19230769230769232,0.16666666666666666,,,,,3.0,3.0,0.42857142857142855,0.4,,,1.0,,,,,True,,,,,,,
