EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,StepOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChancePointsPct,FTDefRebounds,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,BlockingFouls,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,331.0,6,-3.0,10,10,2,20,11,1.0,1.0,1.0,1.0,1.0,1.0,8.333333333333334,1.0,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,1067.0,18,-7.0,36,36,2,72,41,2.0,4.0,4.0,,,1.0,23.076923076923077,,0.2222222222222222,0.21052631578947367,,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,0.16666666666666666,0.35714285714285715,0.4375,0.14285714285714285,0.2,0.5,0.3333333333333333,0.125,0.5,0.14285714285714285,0.7142857142857143,0.2,0.2,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,0.4292142857142857,0.4378,0.3978,0.125,0.14285714285714285,14.716666666666669,25.5,0.19444444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202341,1610612755,James Anderson,James Anderson,202341,PHI,4341.0,72,-38.0,150,154,21,304,191,2.0,6.0,6.0,1.0,1.0,2.0,13.450292397660819,0.5,0.06060606060606061,0.12244897959183673,,52.0,61.0,2.0,,1.0,1.0,7.0,5.0,9.0,1.0,10.0,4.0,17.0,,4.0,4.0,3.0,7.0,1.0,,4.0,,8.0,4.0,4.0,4.0,1.0,,4.0,5.0,1.0,52.0,1.0,0.1,0.1,0.5555555555555556,0.34210526315789475,0.40476190476190477,0.5263157894736842,0.25,0.058823529411764705,0.09090909090909091,0.23076923076923078,0.3333333333333333,0.10526315789473684,0.05263157894736842,,,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,0.8421052631578947,0.14285714285714285,0.5415947368421052,,0.52349375,0.09523809523809523,0.1,4.622222222222222,25.05,0.3466666666666667,4.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,8.0,6.0,1.0,4.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,8.0,0.6,0.6,0.5,0.25,0.4,0.1111111111111111,0.16666666666666666,0.3157894736842105,0.6666666666666666,0.8,0.75,0.5,0.5,0.15789473684210525,0.25,0.5,0.125,0.375,0.09090909090909091,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203100,1610612755,Tony Wroten,Tony Wroten,203100,PHI,8344.0,139,-43.0,297,297,41,594,341,6.0,9.0,20.0,9.0,5.0,20.0,31.764705882352942,0.45,0.08,0.072,0.15,110.0,125.0,9.0,,1.0,,6.0,35.0,64.0,,6.0,30.0,100.0,11.0,26.0,42.0,,6.0,,2.0,12.0,,26.0,3.0,5.0,4.0,11.0,2.0,25.0,40.0,22.0,110.0,,,,0.546875,0.5,0.5681818181818182,0.08571428571428572,0.06,0.05714285714285714,0.05,0.08108108108108109,,0.12857142857142856,0.014285714285714285,,,0.08571428571428572,,,,0.8571428571428571,,0.5719900000000001,0.5831444444444445,0.5656383333333334,0.25,0.2682926829268293,2.8312500000000003,27.733333333333334,0.37037037037037035,32.0,54.0,15.0,22.0,3.0,,,4.0,16.0,4.0,8.0,40.0,28.0,4.0,10.0,8.0,1.0,,7.0,3.0,7.0,,40.0,0.4,0.45161290322580644,0.6153846153846154,0.5333333333333333,0.5882352941176471,0.0625,0.037037037037037035,0.7714285714285715,0.5925925925925926,0.6153846153846154,0.4375,0.3333333333333333,0.42857142857142855,,0.7333333333333333,0.6818181818181818,,0.13333333333333333,,0.4,6.0,11.0,2.0,6.0,2.0,5.0,17.0,8.0,2.0,1.0,5.0,5.0,1.0,11.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,0.5454545454545454,0.46153846153846156,0.53125,0.2222222222222222,0.08333333333333333,0.05555555555555555,0.11904761904761904,0.07575757575757576,0.06382978723404255,0.10526315789473684,0.12903225806451613,0.09090909090909091,0.10344827586206896,0.6666666666666666,0.8461538461538461,0.5454545454545454,0.16666666666666666,0.15384615384615385,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203102,1610612755,Arnett Moultrie,Arnett Moultrie,203102,PHI,11224.0,187,-58.0,396,394,54,790,452,13.0,24.0,35.0,2.0,1.0,7.0,10.32967032967033,0.2857142857142857,0.125,0.11585365853658537,0.11538461538461539,148.0,162.0,6.0,7.0,18.0,,,16.0,38.0,,,4.0,36.0,8.0,14.0,8.0,,,,,2.0,,4.0,6.0,8.0,4.0,5.0,,5.0,5.0,3.0,148.0,,,,0.42105263157894735,0.42105263157894735,0.45,,0.1,0.1320754716981132,0.12,0.1111111111111111,0.06666666666666667,0.15789473684210525,0.47368421052631576,0.3888888888888889,0.3888888888888889,,,,,0.3684210526315789,,0.4854947368421053,0.6123999999999999,0.5281714285714286,0.075,0.075,10.26315789473684,,0.37373737373737376,8.0,14.0,3.0,7.0,1.0,,,,5.0,,,10.0,24.0,4.0,2.0,1.0,1.0,,1.0,13.0,22.0,,10.0,0.75,1.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.10526315789473684,0.14285714285714285,0.3684210526315789,0.5714285714285714,0.6666666666666666,0.5,0.16666666666666666,0.25,,0.5,0.42857142857142855,,,,0.2777777777777778,4.0,8.0,,4.0,,2.0,10.0,8.0,,,4.0,7.0,,11.0,,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,3.0,4.0,1.0,0.5,0.5,0.5555555555555556,0.3333333333333333,,0.056910569105691054,0.06557377049180328,0.059782608695652176,0.05,0.07142857142857142,0.0851063829787234,,,0.25,1.0,0.5,,,0.2777777777777778,5.0,1.0,2.0,0.35714285714285715,0.05714285714285714,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203487,1610612755,Michael Carter-Williams,Michael Carter-Williams,203487,PHI,5406.0,90,-23.0,195,193,27,388,218,3.0,6.0,10.0,5.0,3.0,8.0,29.07488986784141,0.625,0.061224489795918366,0.08333333333333333,0.09090909090909091,76.0,79.0,9.0,4.0,8.0,1.0,6.0,21.0,37.0,1.0,7.0,21.0,66.0,6.0,11.0,30.0,,6.0,1.0,3.0,14.0,,31.0,3.0,3.0,3.0,3.0,1.0,21.0,29.0,11.0,76.0,,0.14285714285714285,0.14285714285714285,0.5675675675675675,0.5113636363636364,0.5689655172413793,0.1590909090909091,0.13043478260869565,,0.16666666666666666,0.16666666666666666,,0.20454545454545456,0.18181818181818182,0.5,0.5,0.13636363636363635,0.16666666666666666,0.16666666666666666,,0.6136363636363636,0.16666666666666666,0.5278647727272726,0.5079333333333333,0.5556099999999999,0.2037037037037037,0.23404255319148937,6.9,24.914285714285715,0.38974358974358975,13.0,20.0,6.0,7.0,4.0,1.0,1.0,3.0,7.0,4.0,11.0,28.0,12.0,3.0,11.0,6.0,4.0,,4.0,5.0,9.0,,28.0,0.2857142857142857,0.3,0.6363636363636364,0.5666666666666667,0.6086956521739131,0.08108108108108109,0.1,0.45454545454545453,0.65,0.7222222222222222,0.23076923076923078,0.4444444444444444,0.5,0.022727272727272728,0.4666666666666667,0.8571428571428571,0.06666666666666667,0.2,,0.42424242424242425,2.0,4.0,,2.0,,1.0,5.0,2.0,3.0,1.0,,3.0,1.0,4.0,,,1.0,,2.0,1.0,,,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.1111111111111111,0.16666666666666666,0.045454545454545456,,0.031914893617021274,0.06060606060606061,0.058823529411764705,,,,0.5,0.6666666666666666,0.5,,,0.07575757575757576,,1.0,,,,0.25,0.5,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,0.25,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202343,1610612755,Elliot Williams,Elliot Williams,202343,PHI,7642.0,127,-54.0,274,268,33,542,317,6.0,12.0,14.0,2.0,1.0,5.0,15.857605177993529,0.4,0.08,0.07692307692307693,0.1,87.0,102.0,3.0,1.0,2.0,3.0,13.0,11.0,23.0,4.0,19.0,6.0,40.0,2.0,7.0,10.0,12.0,13.0,3.0,5.0,12.0,1.0,29.0,3.0,5.0,2.0,3.0,,3.0,6.0,3.0,87.0,1.0,0.21052631578947367,0.21052631578947367,0.4782608695652174,0.40476190476190477,0.45454545454545453,0.4523809523809524,0.07142857142857142,0.07894736842105263,0.058823529411764705,0.03225806451612903,0.18181818181818182,0.07142857142857142,0.047619047619047616,0.5,0.5,0.30952380952380953,0.23076923076923078,0.23076923076923078,1.0,0.8809523809523809,0.23076923076923078,0.5783119047619047,0.6643,0.5806892857142857,0.06976744186046512,0.125,3.595652173913044,24.89473684210526,0.3175182481751825,10.0,18.0,4.0,6.0,,6.0,2.0,5.0,4.0,7.0,3.0,14.0,12.0,6.0,7.0,6.0,1.0,,2.0,7.0,14.0,,14.0,0.5454545454545454,0.5454545454545454,0.5714285714285714,0.39285714285714285,0.4666666666666667,0.2608695652173913,0.2222222222222222,0.42857142857142855,0.5555555555555556,0.7142857142857143,0.5,,,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.35714285714285715,,0.35,1.0,2.0,1.0,1.0,1.0,,5.0,,4.0,,,2.0,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,,0.023809523809523808,,0.015873015873015872,0.023255813953488372,0.05555555555555555,,,0.047619047619047616,,0.6666666666666666,0.5,,0.3333333333333333,0.125,3.0,,2.0,0.3333333333333333,,,1.0,1.0,1.0,,,,,1.0,1.0,0.14285714285714285,0.2,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203138,1610612755,Hollis Thompson,Hollis Thompson,203138,PHI,2811.0,47,-18.0,96,94,17,190,107,1.0,3.0,7.0,4.0,2.0,4.0,16.666666666666668,1.0,0.04,0.025,0.2,48.0,51.0,1.0,2.0,5.0,,4.0,3.0,8.0,1.0,7.0,,9.0,1.0,5.0,2.0,3.0,4.0,,,3.0,,6.0,,5.0,4.0,,,2.0,,,48.0,1.0,0.14285714285714285,0.14285714285714285,0.375,0.3,0.3,0.4666666666666667,,,,,,0.06666666666666667,0.3333333333333333,0.4,0.4,0.26666666666666666,,,,0.6,,0.47363,,0.46996111111111105,,,14.024999999999999,23.985714285714284,0.5,,2.0,,2.0,1.0,3.0,2.0,2.0,2.0,4.0,,7.0,4.0,1.0,3.0,,2.0,,2.0,1.0,4.0,,7.0,0.6666666666666666,0.6666666666666666,0.4,0.3888888888888889,0.3888888888888889,0.125,0.5,0.13333333333333333,,,,1.0,1.0,0.2,0.2222222222222222,,0.2222222222222222,0.2222222222222222,,0.7777777777777778,,,,1.0,,,2.0,,,1.0,2.0,2.0,,4.0,,1.0,,,2.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,0.05555555555555555,0.1111111111111111,0.07407407407407407,0.06666666666666667,,0.16666666666666666,,,0.5,,,,,0.2222222222222222,2.0,,,0.6666666666666666,0.07692307692307693,,1.0,,1.0,,,,,,,0.25,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,4399.0,73,-30.0,153,153,17,306,187,8.0,9.0,14.0,3.0,2.0,7.0,31.60919540229885,0.42857142857142855,0.27586206896551724,0.16326530612244897,0.25,53.0,50.0,4.0,2.0,7.0,2.0,12.0,19.0,32.0,2.0,12.0,5.0,49.0,4.0,11.0,24.0,6.0,12.0,2.0,,8.0,,16.0,,11.0,7.0,4.0,1.0,9.0,8.0,3.0,53.0,1.0,0.16666666666666666,0.16666666666666666,0.59375,0.5,0.5104166666666666,0.2727272727272727,,0.1875,0.4444444444444444,,,0.09090909090909091,0.1590909090909091,0.2857142857142857,0.2857142857142857,0.2727272727272727,0.16666666666666666,0.16666666666666666,1.0,0.75,0.16666666666666666,0.5457795454545453,0.566875,0.6003166666666667,0.06382978723404255,0.08571428571428572,5.768749999999999,25.424999999999997,0.3464052287581699,14.0,21.0,7.0,10.0,3.0,,,4.0,8.0,4.0,3.0,19.0,14.0,2.0,8.0,7.0,1.0,1.0,2.0,5.0,8.0,,19.0,0.3684210526315789,0.4117647058823529,0.7272727272727273,0.5333333333333333,0.5588235294117647,0.0625,0.09523809523809523,0.4772727272727273,0.6666666666666666,0.7368421052631579,0.2857142857142857,0.75,0.75,,0.6666666666666666,0.7,,0.26666666666666666,,0.3877551020408163,2.0,4.0,,2.0,,1.0,5.0,4.0,,,,5.0,,5.0,2.0,4.0,,1.0,1.0,,,,,,,,,0.5,0.5,0.5,,,0.10638297872340426,,0.0684931506849315,0.2,,,,0.1,,1.0,0.5,,,0.10204081632653061,1.0,,1.0,0.2,,0.3333333333333333,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201953,1610612755,Eric Maynor,Eric Maynor,201953,PHI,2943.0,49,,98,99,14,197,104,8.0,11.0,12.0,1.0,1.0,3.0,18.803418803418804,0.3333333333333333,0.2,0.1896551724137931,0.1,32.0,36.0,1.0,4.0,5.0,3.0,7.0,6.0,9.0,3.0,7.0,3.0,24.0,1.0,6.0,10.0,9.0,7.0,3.0,1.0,7.0,,15.0,3.0,,,2.0,,3.0,6.0,2.0,32.0,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.65625,0.631578947368421,0.4375,0.16666666666666666,0.19047619047619047,0.3333333333333333,0.15384615384615385,0.2,0.0625,0.3125,0.8,0.8,0.4375,0.42857142857142855,0.42857142857142855,1.0,0.625,0.42857142857142855,0.516059375,0.47295000000000004,0.52078125,0.1111111111111111,0.18181818181818182,11.255555555555556,25.728571428571428,0.32653061224489793,2.0,3.0,2.0,2.0,,,,2.0,4.0,2.0,,11.0,2.0,,6.0,4.0,2.0,,1.0,1.0,2.0,,11.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6875,0.6875,,,0.1875,0.6666666666666666,0.6666666666666666,0.5,,,,0.25,1.0,,0.25,,0.4583333333333333,,,1.0,,1.0,,3.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,2.0,1.0,2.0,1.0,,0.75,0.75,,,,0.07142857142857142,0.022222222222222223,,,0.09090909090909091,,,0.5,,,,0.5,0.125,,1.0,,,,,,1.0,1.0,,,,,1.0,,0.5,0.5,,1.0,1.0,1.0,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
