EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,Fg2aBlocked,Corner3Assists,AtRimAssists,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,SelfOReb,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,on,DefensiveGoaltends,Clear Path Fouls,Corner3PctBlocked
200761,1610612747,Shawne Williams,Shawne Williams,200761,LAL,9184.0,153,15,297,301,68,52.0,27,598,2.0,3.0,2.0,2.0,1.0,1.0,3.0,6.0,4.0,10.0,4.0,10.0,1.0,2.0,1.0,5.0,9,8.0,20.0,4.0,38.0,299,2.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,4.0,2.0,8.0,21.0,3.0,2.0,10.0,4.0,3.0,4.0,7.0,4.0,2.0,1.0,18.0,2.0,2.0,1.0,13.0,20.0,2.0,35.0,5.0,40,6.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,7.0,2.0,14.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,68,1.0,0.2,0.25,0.875,0.4,0.5,0.4,0.5555555555555556,1.0,1.0,0.5862068965517241,0.875,0.5,0.6129032258064516,0.875,0.6666666666666666,0.6896551724137931,11.009174311926605,0.6,0.25,0.2,0.18518518518518517,0.02702702702702703,0.29545454545454547,0.03773584905660377,0.21710526315789475,0.031496062992125984,0.038461538461538464,0.041666666666666664,0.05405405405405406,0.10810810810810811,0.17142857142857143,0.2777777777777778,0.25,0.4166666666666667,1.0,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.20689655172413793,0.5,0.5,0.3333333333333333,0.3448275862068966,0.4,0.4,1.0,0.3448275862068966,0.4,0.4,0.75,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.7931034482758621,0.4,0.5176310344827586,0.5545,0.40322499999999994,0.06451612903225806,0.18181818181818182,0.18421052631578946,0.10526315789473684,12.722222222222221,24.579999999999995,0.22895622895622897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,15612.0,260,-58,545,555,114,144.0,54,1100,9.0,25.0,,,1.0,5.0,8.0,26.0,4.0,8.0,20.0,43.0,1.0,3.0,7.0,21.0,65,24.0,51.0,15.0,129.0,616,1.0,4.0,1.0,3.0,6.0,3.0,12.0,8.0,5.0,26.0,12.0,30.0,39.0,33.0,,43.0,20.0,30.0,29.0,59.0,21.0,12.0,4.0,147.0,2.0,1.0,,8.0,9.0,1.0,18.0,3.0,21,14.0,8.0,6.0,21.0,4.0,15.0,8.0,6.0,,29.0,,8.0,4.0,,16.0,19.0,,4.0,20.0,8.0,2.0,,2.0,,26.0,114,3.0,0.2857142857142857,0.2857142857142857,0.5416666666666666,0.47058823529411764,0.3333333333333333,0.47058823529411764,0.3230769230769231,0.25,0.25,0.49137931034482757,0.35714285714285715,0.525,0.516260162601626,0.35714285714285715,0.5454545454545454,0.4396551724137931,25.123966942148762,0.7241379310344828,0.07142857142857142,,0.0481283422459893,0.005434782608695652,0.1111111111111111,0.023255813953488372,0.06563706563706563,0.011111111111111112,0.016666666666666666,,0.015384615384615385,0.014705882352941176,0.03571428571428571,0.09523809523809523,0.12,0.09090909090909091,,0.21551724137931033,0.36,0.45,0.22413793103448276,0.3076923076923077,0.3076923076923077,0.25,0.06896551724137931,0.5,0.5,1.0,0.3706896551724138,0.46511627906976744,0.46511627906976744,0.45,,,0.42857142857142855,0.3333333333333333,,0.25,0.2,0.35,0.6551724137931034,0.46511627906976744,0.5062663793103449,0.43635833333333335,0.4589999999999999,0.06611570247933884,0.11428571428571428,0.046511627906976744,0.20155038759689922,10.206153846153848,25.364705882352943,0.20917431192660552,4.0,14.0,1.0,5.0,1.0,5.0,5.0,8.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.625,0.07692307692307693,0.2,0.047619047619047616,0.3333333333333333,0.1206896551724138,0.2857142857142857,0.2857142857142857,0.25,0.05,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201156,1610612747,Nick Young,Nick Young,201156,LAL,34498.0,575,-55,1160,1167,256,303.0,104,2327,32.0,51.0,2.0,4.0,7.0,12.0,36.0,94.0,18.0,38.0,37.0,93.0,1.0,7.0,24.0,88.0,188,55.0,131.0,85.0,426.0,1295,6.0,14.0,1.0,8.0,22.0,18.0,41.0,31.0,23.0,95.0,84.0,92.0,132.0,33.0,,92.0,37.0,21.0,8.0,29.0,8.0,4.0,11.0,66.0,3.0,4.0,,16.0,29.0,,45.0,7.0,52,17.0,9.0,8.0,19.0,2.0,8.0,13.0,11.0,3.0,32.0,1.0,8.0,21.0,2.0,45.0,76.0,,4.0,98.0,35.0,4.0,3.0,4.0,2.0,92.0,253,3.0,0.4772727272727273,0.4772727272727273,0.8,0.4198473282442748,0.125,0.4230769230769231,0.46808510638297873,0.42857142857142855,0.43902439024390244,0.5344827586206896,0.3409090909090909,0.5,0.5955056179775281,0.4230769230769231,0.58125,0.4106583072100313,30.359937402190926,0.59375,,,0.07880434782608696,0.011235955056179775,0.10810810810810811,0.015384615384615385,0.0872093023255814,0.012704174228675136,0.010526315789473684,0.014388489208633094,0.006711409395973154,0.045454545454545456,0.07894736842105263,0.10416666666666667,0.11504424778761062,0.08571428571428572,0.5,0.15987460815047022,0.6274509803921569,0.6666666666666666,0.2946708463949843,0.3829787234042553,0.3870967741935484,0.4166666666666667,0.11912225705329153,0.47368421052631576,0.47368421052631576,0.9444444444444444,0.29153605015673983,0.3978494623655914,0.4065934065934066,0.7297297297297297,0.18181818181818182,0.5,0.3181818181818182,0.14285714285714285,1.0,0.16666666666666666,0.5833333333333334,0.3333333333333333,0.5705329153605015,0.40217391304347827,0.48825613207547186,0.46942,0.4718260563380282,0.13105413105413105,0.1650943396226415,0.051643192488262914,0.22300469483568075,11.629255319148935,25.234351145038165,0.2206896551724138,20.0,43.0,7.0,10.0,7.0,12.0,9.0,,6.0,3.0,1.0,2.0,1.0,,11.0,2.0,5.0,1.0,2.0,0.3870967741935484,0.047872340425531915,0.058823529411764705,0.043478260869565216,0.5625,0.13479623824451412,0.46511627906976744,0.5263157894736842,0.45,0.09722222222222222,0.4166666666666667,1.0,2.0,1.0,2.0,4.0,1.0,3.0,11.0,0.015267175572519083,0.11627906976744186,0.010638297872340425,0.021505376344086023,0.00819672131147541,0.024390243902439025,1.0,0.045454545454545456,0.2857142857142857,0.07913669064748201,,,,,,,,,,,,True,,,
201975,1610612747,Jodie Meeks,Jodie Meeks,201975,LAL,35035.0,584,-150,1201,1211,264,284.0,106,2412,51.0,74.0,4.0,5.0,12.0,17.0,7.0,27.0,6.0,19.0,25.0,77.0,7.0,13.0,19.0,65.0,122,31.0,96.0,56.0,279.0,1377,6.0,7.0,8.0,17.0,36.0,14.0,29.0,23.0,18.0,70.0,94.0,36.0,78.0,15.0,2.0,77.0,25.0,30.0,14.0,44.0,10.0,5.0,8.0,102.0,2.0,2.0,,16.0,18.0,2.0,36.0,4.0,40,27.0,18.0,9.0,24.0,1.0,15.0,6.0,9.0,,30.0,1.0,4.0,9.0,2.0,24.0,48.0,,1.0,64.0,28.0,1.0,1.0,1.0,1.0,68.0,261,2.0,0.7230769230769231,0.734375,0.8387096774193549,0.3229166666666667,0.47058823529411764,0.3229166666666667,0.5327868852459017,0.8571428571428571,0.4827586206896552,0.5114678899082569,0.75,0.5,0.569672131147541,0.75,0.5833333333333334,0.44036697247706424,20.619335347432024,0.8,0.058823529411764705,,0.048,0.005089058524173028,0.09815950920245399,0.010752688172043012,0.06319702602230483,0.0069084628670120895,0.01834862385321101,,0.006993006993006993,0.031496062992125984,0.05454545454545454,0.057971014492753624,0.07692307692307693,0.15217391304347827,1.0,0.3394495412844037,0.6891891891891891,0.7611940298507462,0.12385321100917432,0.25925925925925924,0.25925925925925924,0.7142857142857143,0.0871559633027523,0.3157894736842105,0.3157894736842105,1.0,0.3532110091743119,0.3246753246753247,0.32894736842105265,0.8,0.20833333333333334,0.8,0.5416666666666666,0.5384615384615384,1.0,0.3269230769230769,0.7058823529411765,0.36538461538461536,0.7798165137614679,0.3246753246753247,0.540228341013825,0.534721875,0.5052441176470588,0.12133891213389121,0.19718309859154928,0.12903225806451613,0.25089605734767023,6.659836065573769,25.40833333333332,0.21981681931723562,7.0,21.0,4.0,5.0,,8.0,10.0,4.0,17.0,1.0,2.0,1.0,,3.0,8.0,3.0,5.0,,3.0,0.34782608695652173,0.08196721311475409,0.0945945945945946,0.023255813953488372,0.7058823529411765,0.0963302752293578,0.3333333333333333,0.3888888888888889,0.8571428571428571,0.07692307692307693,0.2631578947368421,4.0,3.0,,1.0,3.0,,,1.0,0.010416666666666666,0.14285714285714285,,0.012987012987012988,,0.02727272727272727,0.5,0.16666666666666666,0.75,0.010309278350515464,1.0,2.0,0.25,1.0,,,,,,,,True,,,
203135,1610612747,Robert Sacre,Robert Sacre,203135,LAL,65328.0,1089,-153,2241,2251,505,581.0,200,4492,69.0,100.0,15.0,27.0,20.0,21.0,23.0,66.0,,,,,,,,143.0,300,,,64.0,350.0,2482,21.0,43.0,,,54.0,34.0,63.0,,17.0,85.0,234.0,52.0,,,28.0,,,18.0,33.0,51.0,28.0,3.0,8.0,135.0,16.0,65.0,1.0,50.0,112.0,10.0,172.0,82.0,254,24.0,18.0,6.0,19.0,,9.0,25.0,10.0,3.0,44.0,2.0,10.0,90.0,8.0,134.0,89.0,10.0,6.0,94.0,44.0,47.0,36.0,47.0,22.0,85.0,502,3.0,0.8181818181818182,0.9069767441860465,,,,,0.4766666666666667,0.4883720930232558,0.5396825396825397,0.4766666666666667,0.4883720930232558,0.5396825396825397,0.5087209302325582,0.5192307692307693,0.5902777777777778,,15.708502024291498,0.4318181818181818,0.15625,0.01694915254237288,0.15512465373961218,0.09193776520509193,0.16447368421052633,0.046511627906976744,0.15789473684210525,0.07706945765937202,0.14356435643564355,0.04669260700389105,0.04230769230769231,0.17573221757322174,0.16346153846153846,0.13090909090909092,0.18584070796460178,0.10256410256410256,0.46808510638297873,0.3333333333333333,0.69,0.8313253012048193,0.22,0.3484848484848485,0.35384615384615387,0.9130434782608695,,,,,,,,,0.627906976744186,0.5555555555555556,,,,0.3333333333333333,0.9523809523809523,,0.3333333333333333,,0.46011399999999997,0.5061894736842105,0.45380476190476204,0.1301775147928994,0.1301775147928994,0.15428571428571428,0.24285714285714285,7.766666666666665,,0.2253458277554663,51.0,134.0,,,12.0,,28.0,5.0,7.0,5.0,2.0,10.0,11.0,,6.0,,6.0,10.0,5.0,,0.09333333333333334,0.17,0.05952380952380952,0.782608695652174,0.44666666666666666,0.3805970149253731,0.4112903225806452,0.8235294117647058,,,,,,,4.0,6.0,,,,0.07462686567164178,0.015151515151515152,,0.0967741935483871,0.03125,0.06666666666666667,,,,,1.0,,,1.0,1.0,2.0,2.0,,,,True,,,
202325,1610612747,Wesley Johnson,Wesley Johnson,202325,LAL,32716.0,545,-107,1128,1139,261,291.0,91,2267,19.0,33.0,4.0,7.0,2.0,6.0,18.0,52.0,10.0,24.0,17.0,40.0,,1.0,7.0,41.0,99,27.0,64.0,11.0,174.0,1259,6.0,12.0,,1.0,12.0,7.0,19.0,11.0,5.0,31.0,46.0,36.0,81.0,,8.0,40.0,17.0,23.0,5.0,28.0,3.0,3.0,5.0,61.0,6.0,13.0,,21.0,46.0,14.0,81.0,19.0,100,24.0,16.0,8.0,15.0,6.0,12.0,10.0,3.0,2.0,25.0,2.0,6.0,23.0,2.0,41.0,15.0,,2.0,15.0,6.0,18.0,9.0,18.0,13.0,31.0,261,2.0,0.5609756097560976,0.6216216216216216,1.0,0.421875,,0.421875,0.41414141414141414,0.5,0.3684210526315789,0.5,0.46153846153846156,0.43333333333333335,0.514792899408284,0.46153846153846156,0.4696969696969697,0.39263803680981596,15.708502024291498,0.6,0.42424242424242425,,0.12398921832884097,0.03651685393258427,0.1337579617834395,0.033707865168539325,0.1268939393939394,0.035580524344569285,0.08247422680412371,0.015267175572519083,0.043478260869565216,0.07377049180327869,0.10784313725490197,0.17687074829931973,0.13934426229508196,0.11428571428571428,0.7222222222222222,0.20245398773006135,0.5757575757575758,0.7307692307692307,0.31901840490797545,0.34615384615384615,0.34615384615384615,0.4444444444444444,0.147239263803681,0.4166666666666667,0.4166666666666667,1.0,0.24539877300613497,0.425,0.425,1.0,0.5384615384615384,0.5714285714285714,0.07692307692307693,,,0.2,0.3333333333333333,0.23333333333333334,0.5950920245398773,0.425,0.5066336419753086,0.53108,0.4676950000000001,0.03614457831325301,0.058823529411764705,0.06896551724137931,0.1781609195402299,11.99292929292929,24.862499999999997,0.23138297872340424,4.0,14.0,4.0,2.0,,4.0,7.0,2.0,15.0,,,,1.0,,3.0,,3.0,8.0,3.0,0.36363636363636365,0.0707070707070707,0.21212121212121213,,0.631578947368421,0.08588957055214724,0.2857142857142857,0.2857142857142857,0.75,0.13333333333333333,0.2857142857142857,,2.0,,,1.0,1.0,,,,,,,0.0234375,0.011363636363636364,,,0.5,,,,,,1.0,1.0,,,,,,True,,,
202333,1610612747,Xavier Henry,Xavier Henry,202333,LAL,18833.0,314,16,653,653,157,177.0,60,1306,26.0,57.0,2.0,5.0,4.0,13.0,14.0,35.0,1.0,2.0,7.0,28.0,,4.0,7.0,44.0,102,8.0,30.0,39.0,151.0,680,2.0,7.0,,4.0,8.0,5.0,21.0,8.0,11.0,21.0,28.0,60.0,24.0,,2.0,28.0,7.0,15.0,4.0,19.0,3.0,3.0,2.0,42.0,4.0,2.0,1.0,9.0,18.0,3.0,30.0,7.0,37,17.0,13.0,4.0,12.0,,7.0,3.0,5.0,,15.0,,2.0,13.0,1.0,29.0,51.0,2.0,4.0,59.0,28.0,3.0,2.0,3.0,2.0,21.0,157,1.0,0.3181818181818182,0.32558139534883723,1.0,0.26666666666666666,,0.26666666666666666,0.43137254901960786,0.2857142857142857,0.23809523809523808,0.42424242424242425,0.18181818181818182,0.1724137931034483,0.471875,0.3076923076923077,0.28378378378378377,0.22727272727272727,24.33936022253129,0.8,0.21428571428571427,0.03571428571428571,0.08490566037735849,0.010362694300518135,0.09574468085106383,0.0392156862745098,0.08823529411764706,0.020338983050847456,0.0273972602739726,,0.05405405405405406,0.07246376811594203,0.1076923076923077,0.07692307692307693,0.06557377049180328,0.15151515151515152,0.6666666666666666,0.4318181818181818,0.45614035087719296,0.5652173913043478,0.26515151515151514,0.4,0.4,0.35714285714285715,0.015151515151515152,0.5,0.5,1.0,0.21212121212121213,0.25,0.25925925925925924,1.0,0.45454545454545453,0.4,0.36363636363636365,,,0.4482758620689655,0.3076923076923077,0.2413793103448276,0.6590909090909091,0.25,0.5158503787878789,0.4655666666666667,0.5051741379310344,0.18354430379746836,0.21875,0.052980132450331126,0.1390728476821192,8.245098039215687,25.80666666666667,0.24042879019908117,4.0,10.0,1.0,,4.0,,12.0,1.0,10.0,,1.0,2.0,2.0,5.0,2.0,,2.0,1.0,2.0,,0.11764705882352941,0.19298245614035087,,0.2692307692307692,0.07575757575757576,0.4,0.4444444444444444,0.5,0.034482758620689655,,,,,1.0,3.0,,1.0,1.0,0.03333333333333333,0.1,,0.03571428571428571,,0.046875,,,,0.03333333333333333,,,,,,,,,,,,True,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,8687.0,145,-14,281,285,27,62.0,28,566,,1.0,,,,,2.0,4.0,3.0,9.0,6.0,17.0,2.0,3.0,3.0,2.0,10,9.0,26.0,4.0,35.0,299,,1.0,2.0,3.0,6.0,,1.0,4.0,2.0,11.0,,4.0,21.0,6.0,,17.0,6.0,17.0,12.0,29.0,6.0,2.0,4.0,70.0,2.0,1.0,,5.0,11.0,1.0,17.0,3.0,20,11.0,7.0,4.0,9.0,3.0,9.0,7.0,,,16.0,,,6.0,2.0,12.0,6.0,,,4.0,1.0,,,,,11.0,27,1.0,,,0.7777777777777778,0.34615384615384615,0.6666666666666666,0.34615384615384615,0.2,,,0.4305555555555556,0.75,0.9,0.4605263157894737,0.75,0.9166666666666666,0.7222222222222222,17.142857142857142,0.5625,0.08333333333333333,,0.11458333333333333,0.011235955056179775,0.11363636363636363,0.043478260869565216,0.11428571428571428,0.022222222222222223,,,0.0625,0.029411764705882353,0.12,0.1891891891891892,0.11764705882352941,0.1,,0.027777777777777776,,,0.1111111111111111,0.5,0.5,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.4722222222222222,0.35294117647058826,0.35294117647058826,0.6666666666666666,,,0.75,0.6666666666666666,1.0,,,0.6,0.75,0.35294117647058826,0.4927138888888889,0.407325,0.44455,0.02702702702702703,0.09090909090909091,0.17142857142857143,0.3142857142857143,13.4,25.23076923076923,0.09608540925266904,,5.0,1.0,3.0,,3.0,,6.0,11.0,3.0,,,,1.0,,,1.0,,1.0,0.75,,,,,0.1388888888888889,,,,0.2,1.0,,,,,2.0,,,,,,,,0.024390243902439025,0.08,,,,,,1.0,,,,,,,,,,True,,,
203088,1610612747,Kendall Marshall,Kendall Marshall,203088,LAL,23051.0,384,-50,797,792,188,205.0,62,1589,18.0,28.0,2.0,3.0,4.0,6.0,4.0,15.0,1.0,3.0,18.0,41.0,,2.0,12.0,28.0,55,19.0,44.0,14.0,127.0,869,2.0,3.0,,2.0,4.0,4.0,11.0,13.0,5.0,25.0,14.0,42.0,57.0,,,41.0,18.0,101.0,20.0,121.0,14.0,28.0,26.0,262.0,2.0,,,8.0,31.0,2.0,41.0,2.0,43,12.0,8.0,4.0,28.0,8.0,25.0,12.0,3.0,3.0,40.0,1.0,7.0,4.0,1.0,16.0,17.0,,,21.0,7.0,1.0,1.0,1.0,1.0,25.0,186,1.0,0.25,0.25,1.0,0.4318181818181818,,0.4318181818181818,0.509090909090909,0.6666666666666666,0.36363636363636365,0.5707070707070707,0.4,0.4166666666666667,0.5879629629629629,0.4,0.44642857142857145,0.4444444444444444,17.011494252873565,0.7,0.07692307692307693,,0.11355311355311355,,0.07920792079207921,0.017391304347826087,0.10427807486631016,0.005681818181818182,,,,0.08333333333333333,0.09210526315789473,0.1504424778761062,0.09090909090909091,0.041666666666666664,1.0,0.2828282828282828,0.6428571428571429,0.72,0.15151515151515152,0.26666666666666666,0.26666666666666666,0.5,0.030303030303030304,0.3333333333333333,0.3333333333333333,1.0,0.41414141414141414,0.43902439024390244,0.43902439024390244,1.0,0.6,0.6666666666666666,0.4,,,0.25,0.6666666666666666,0.5,0.7272727272727273,0.43902439024390244,0.49902626262626254,0.5072333333333333,0.4978916666666667,0.0761904761904762,0.11666666666666667,0.031496062992125984,0.1968503937007874,8.043636363636367,26.561363636363634,0.23588456712672523,6.0,12.0,1.0,4.0,,4.0,6.0,6.0,47.0,1.0,,2.0,,,2.0,,3.0,,2.0,0.3076923076923077,0.10909090909090909,0.10714285714285714,0.06666666666666667,0.2222222222222222,0.12121212121212122,0.5,0.6666666666666666,0.16666666666666666,0.041666666666666664,0.3333333333333333,,,,,1.0,,,1.0,,0.25,,,,0.022222222222222223,0.5,,,0.022222222222222223,,,,,,,,,,,,True,,,
203527,1610612747,Ryan Kelly,Ryan Kelly,203527,LAL,28507.0,475,5,997,995,260,256.0,86,1992,19.0,32.0,2.0,3.0,5.0,9.0,7.0,21.0,3.0,14.0,17.0,46.0,1.0,5.0,15.0,41.0,94,20.0,60.0,47.0,189.0,1072,5.0,12.0,1.0,5.0,14.0,11.0,25.0,17.0,16.0,47.0,52.0,30.0,54.0,6.0,4.0,46.0,17.0,17.0,19.0,36.0,11.0,5.0,5.0,91.0,4.0,15.0,,25.0,46.0,4.0,75.0,19.0,94,19.0,9.0,10.0,10.0,1.0,7.0,8.0,3.0,2.0,18.0,1.0,8.0,34.0,,50.0,52.0,3.0,5.0,61.0,20.0,13.0,10.0,15.0,7.0,47.0,260,3.0,0.6341463414634146,0.6666666666666666,0.9,0.3333333333333333,0.2,0.3333333333333333,0.43617021276595747,0.4166666666666667,0.44,0.461038961038961,0.38235294117647056,0.36904761904761907,0.5338983050847458,0.4117647058823529,0.46078431372549017,0.38961038961038963,17.791970802919707,0.5555555555555556,0.15384615384615385,,0.1488673139158576,0.04983388704318937,0.17985611510791366,0.02631578947368421,0.15848214285714285,0.04194260485651214,0.05434782608695652,0.03773584905660377,0.034782608695652174,0.0970873786407767,0.17721518987341772,0.1732283464566929,0.16346153846153846,0.22857142857142856,0.4666666666666667,0.2077922077922078,0.59375,0.6129032258064516,0.13636363636363635,0.3333333333333333,0.3684210526315789,0.7142857142857143,0.09090909090909091,0.21428571428571427,0.21428571428571427,1.0,0.2987012987012987,0.3695652173913043,0.3695652173913043,0.8823529411764706,0.17647058823529413,0.6666666666666666,0.29411764705882354,0.2,,0.21428571428571427,0.5555555555555556,0.35714285714285715,0.5974025974025974,0.3695652173913043,0.4919282467532467,0.49467666666666676,0.48208333333333336,0.16279069767441862,0.18691588785046728,0.07407407407407407,0.24867724867724866,8.56063829787234,25.103333333333328,0.26078234704112335,15.0,41.0,2.0,2.0,1.0,3.0,7.0,8.0,7.0,1.0,,3.0,3.0,1.0,7.0,,5.0,3.0,5.0,0.17647058823529413,0.07446808510638298,0.03125,,0.7368421052631579,0.2662337662337662,0.36585365853658536,0.40540540540540543,0.4666666666666667,0.047619047619047616,0.13333333333333333,,1.0,,,4.0,4.0,3.0,8.0,,0.0975609756097561,0.09523809523809523,,0.05825242718446602,0.047058823529411764,,,0.5,0.12307692307692308,,1.0,,,,,,,2.0,1.0,1.0,True,,,
