EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,Clear Path Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,on,Blocked3s,BlockedArc3,BlockedCorner3
200761,1610612747,Shawne Williams,Shawne Williams,200761,LAL,45044.0,751,25,1510,1493,317,348,155,3003,15.0,31,5.0,10.0,2.0,7.0,1.0,5.0,15.0,27.0,20.0,56.0,1.0,1.0,3.0,8.0,22.0,73.0,2.0,4.0,1.0,9.0,31.0,63,42.0,129.0,14.0,202.0,1556,6.0,14.0,3.0,5.0,21.0,3.0,11.0,4.0,17.0,7.0,25.0,46.0,16.0,120.0,6.0,6.0,1.0,72.0,22.0,8.0,12,18.0,30,14.0,4.0,4.0,3.0,5.0,78,12.0,12.0,1.0,51.0,78.0,13.0,142.0,25.0,167,1.0,19.0,14.0,5.0,11.0,3.0,7.0,10.0,4.0,1.0,21.0,2.0,4.0,42.0,5.0,93.0,2.0,6.0,3.0,21,1.0,5.0,1.0,2.0,20.0,7.0,3.0,30.0,23.0,7.0,30.0,19.0,1.0,1.0,25.0,316,8.0,2.0,0.7419354838709677,0.8214285714285714,0.9523809523809523,0.32558139534883723,0.6,0.23529411764705882,0.328125,0.49206349206349204,0.42857142857142855,0.2727272727272727,0.4895833333333333,0.5526315789473685,0.32142857142857145,0.5,0.5526315789473685,0.390625,0.671875,0.12698412698412698,0.22580645161290322,0.2,13.273809523809524,0.5238095238095238,0.2653061224489796,0.02857142857142857,0.14606741573033707,0.0255863539445629,0.2328767123287671,0.045283018867924525,0.17131474103585656,0.0326975476839237,0.017857142857142856,0.022222222222222223,0.03614457831325301,0.05319148936170213,0.025974025974025976,0.12440191387559808,0.15625,0.16363636363636364,0.2229299363057325,0.25806451612903225,0.009174311926605505,0.6333333333333333,0.16145833333333334,0.4838709677419355,0.625,0.6,0.026041666666666668,0.2,0.25,1.0,0.140625,0.5555555555555556,0.5555555555555556,0.8666666666666667,0.2916666666666667,0.35714285714285715,0.35714285714285715,1.0,0.3802083333333333,0.3013698630136986,0.3013698630136986,0.9090909090909091,0.5263157894736842,0.5,0.05263157894736842,1.0,1.0,0.21052631578947367,0.5,1.0,0.25,0.2857142857142857,0.2857142857142857,0.375,0.32142857142857145,0.1111111111111111,0.8333333333333334,0.3055555555555556,0.5483849206349208,0.5310272727272728,0.5292107142857143,0.035175879396984924,0.1,0.10396039603960396,0.12376237623762376,9.206349206349206,24.844186046511624,0.2099337748344371,,,,,,,,,,,,,,,,,,,True,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,12173.0,203,45,411,402,82,86,52,813,10.0,25,2.0,4.0,4.0,7.0,1.0,8.0,9.0,17.0,4.0,10.0,1.0,2.0,1.0,1.0,7.0,18.0,1.0,2.0,3.0,7.0,20.0,50,11.0,28.0,9.0,82.0,384,3.0,6.0,2.0,4.0,13.0,7.0,13.0,4.0,8.0,5.0,31.0,8.0,32.0,12.0,21.0,2.0,,18.0,7.0,8.0,32,23.0,55,12.0,11.0,16.0,7.0,9.0,133,2.0,6.0,,5.0,17.0,2.0,24.0,8.0,32,1.0,8.0,6.0,2.0,10.0,4.0,7.0,7.0,3.0,,17.0,3.0,2.0,3.0,,11.0,2.0,,,10,,1.0,2.0,,12.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,,31.0,82,1.0,1.0,0.2,0.21052631578947367,0.36363636363636365,0.39285714285714285,0.5,0.5,0.39285714285714285,0.4,0.5,0.5384615384615384,0.46794871794871795,0.6,0.6190476190476191,0.4819277108433735,0.6,0.625,0.358974358974359,0.16,0.28,,21.27659574468085,0.5882352941176471,0.125,,0.11643835616438356,0.046153846153846156,0.08928571428571429,0.024096385542168676,0.10891089108910891,0.03755868544600939,0.06153846153846154,,0.05263157894736842,,0.058823529411764705,0.046875,0.17777777777777778,0.16216216216216217,0.10810810810810811,0.05263157894736842,0.02631578947368421,0.5,0.32051282051282054,0.4,0.5555555555555556,,0.10256410256410256,0.125,0.125,,0.21794871794871795,0.5294117647058824,0.5625,0.4444444444444444,0.1282051282051282,0.4,0.4,0.75,0.23076923076923078,0.3888888888888889,0.3888888888888889,0.14285714285714285,0.4,0.5,0.2,0.5,,0.2,0.5,,0.3333333333333333,0.5714285714285714,0.047619047619047616,1.0,0.3333333333333333,0.42857142857142855,0.6794871794871795,0.3888888888888889,0.5111160256410258,0.5524625,0.48755238095238096,0.04878048780487805,0.07407407407407407,0.15853658536585366,0.3780487804878049,8.78,25.017857142857142,0.19951338199513383,1.0,1.0,2.0,0.058823529411764705,,,,,,,,,,,,,,,True,,,
201156,1610612747,Nick Young,Nick Young,201156,LAL,26160.0,436,64,866,850,208,221,90,1716,23.0,43,,2.0,8.0,13.0,13.0,35.0,28.0,64.0,8.0,16.0,,,2.0,5.0,22.0,59.0,3.0,8.0,9.0,23.0,64.0,142,30.0,75.0,59.0,277.0,879,2.0,9.0,3.0,8.0,15.0,15.0,32.0,11.0,28.0,18.0,81.0,46.0,82.0,66.0,24.0,,1.0,58.0,22.0,9.0,14,7.0,21,4.0,3.0,6.0,3.0,5.0,49,3.0,1.0,,10.0,19.0,,29.0,4.0,33,,14.0,9.0,5.0,11.0,2.0,4.0,5.0,7.0,1.0,16.0,,3.0,12.0,,29.0,1.0,1.0,1.0,54,3.0,,2.0,,68.0,23.0,5.0,7.0,6.0,1.0,7.0,5.0,,,79.0,207,1.0,3.0,0.359375,0.359375,0.7333333333333333,0.4,0.375,0.39285714285714285,0.40540540540540543,0.4507042253521127,0.2222222222222222,0.46875,0.5023041474654378,0.38235294117647056,0.525,0.5655737704918032,0.4166666666666667,0.5970149253731343,0.3456221198156682,0.06338028169014084,0.13953488372093023,0.08571428571428572,26.94300518134715,0.6875,,,0.060897435897435896,0.0038461538461538464,0.08,0.019230769230769232,0.06636155606407322,0.009615384615384616,0.010416666666666666,,,0.01904761904761905,0.0196078431372549,0.03937007874015748,0.0625,0.0898876404494382,0.09411764705882353,0.05,,0.7142857142857143,0.19815668202764977,0.5348837209302325,0.6216216216216216,0.4782608695652174,0.16129032258064516,0.37142857142857144,0.40625,0.3076923076923077,0.29493087557603687,0.4375,0.4375,0.2857142857142857,0.07373271889400922,0.5,0.5,1.0,0.271889400921659,0.3728813559322034,0.3728813559322034,0.6363636363636364,0.11764705882352941,,,,,0.47058823529411764,0.375,1.0,0.21666666666666667,0.6153846153846154,0.08333333333333333,0.4,0.38333333333333336,0.391304347826087,0.543778801843318,0.3793103448275862,0.48218958333333334,0.47045000000000003,0.47586355932203395,0.12552301255230125,0.14465408805031446,0.05415162454873646,0.2924187725631769,10.800704225352115,25.538666666666668,0.24018475750577367,2.0,,1.0,,1.0,6.0,2.0,7.0,0.0875,,,,,,,,,,True,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,9386.0,156,-8,313,312,82,82,43,625,19.0,42,9.0,19.0,4.0,8.0,13.0,22.0,1.0,5.0,,,,,,,,1.0,,,,1.0,33.0,69,,1.0,14.0,80.0,332,11.0,21.0,,,33.0,7.0,16.0,,1.0,3.0,17.0,38.0,28.0,,,18.0,1.0,,,6.0,2,2.0,4,2.0,,,,2.0,10,11.0,23.0,1.0,8.0,24.0,4.0,36.0,35.0,71,5.0,4.0,4.0,,5.0,,1.0,2.0,4.0,1.0,7.0,1.0,,12.0,,17.0,,,,22,,5.0,,,19.0,12.0,,6.0,4.0,2.0,6.0,2.0,,1.0,17.0,82,1.0,,0.5757575757575758,0.7916666666666666,,,,,,0.4782608695652174,0.5238095238095238,0.4375,0.4714285714285714,0.5238095238095238,0.4117647058823529,0.5194805194805194,0.6346153846153846,0.4722222222222222,0.014285714285714285,0.08695652173913043,0.14285714285714285,,23.333333333333332,0.7142857142857143,0.3333333333333333,0.1111111111111111,0.23529411764705882,0.22549019607843138,0.16666666666666666,0.171875,0.21333333333333335,0.20481927710843373,0.30612244897959184,0.08695652173913043,0.2,0.18181818181818182,0.15,0.1875,0.25806451612903225,0.30434782608695654,0.13513513513513514,0.2727272727272727,0.16666666666666666,0.3333333333333333,0.6,0.4523809523809524,0.5277777777777778,0.42105263157894735,0.3142857142857143,0.5909090909090909,0.5909090909090909,0.7692307692307693,0.07142857142857142,0.2,0.2,1.0,,,,,0.014285714285714285,,,,0.9047619047619048,0.47368421052631576,,,,,,,0.47058823529411764,0.5,,,0.058823529411764705,,0.6142857142857143,,0.5094971014492754,0.5700599999999999,0.50098125,0.15584415584415584,0.15789473684210525,0.4125,0.2125,4.856521739130434,56.6,0.26198083067092653,11.0,,,,,5.0,,,,,,,,,,,,,True,,,
201975,1610612747,Jodie Meeks,Jodie Meeks,201975,LAL,21917.0,365,-45,733,723,157,149,74,1456,26.0,44,4.0,4.0,5.0,9.0,7.0,14.0,5.0,9.0,6.0,16.0,1.0,3.0,,3.0,18.0,49.0,4.0,6.0,3.0,12.0,38.0,67,24.0,65.0,27.0,175.0,782,6.0,6.0,5.0,9.0,31.0,7.0,13.0,3.0,15.0,9.0,32.0,44.0,32.0,69.0,3.0,6.0,,49.0,18.0,6.0,9,10.0,19,7.0,3.0,6.0,1.0,2.0,48,1.0,6.0,,11.0,22.0,1.0,34.0,7.0,41,4.0,15.0,7.0,8.0,13.0,2.0,8.0,6.0,5.0,1.0,19.0,1.0,5.0,6.0,,12.0,,2.0,1.0,24,,1.0,1.0,2.0,32.0,17.0,1.0,,,,,,,,32.0,157,,1.0,0.5789473684210527,0.6285714285714286,0.9583333333333334,0.36923076923076925,0.5555555555555556,0.2,0.36923076923076925,0.5671641791044776,1.0,0.5384615384615384,0.5606060606060606,0.9,0.4107142857142857,0.5993150684931506,0.9117647058823529,0.5,0.49242424242424243,0.08955223880597014,0.09090909090909091,0.14285714285714285,20.245398773006134,0.6842105263157895,0.04,,0.08764940239043825,0.027777777777777776,0.102803738317757,0.0070921985815602835,0.09217877094972067,0.0196078431372549,0.06896551724137931,,,0.009433962264150943,,0.09615384615384616,0.07894736842105263,0.08450704225352113,0.0958904109589041,0.11764705882352941,0.06451612903225806,,0.3333333333333333,0.5909090909090909,0.65,0.5,0.10606060606060606,0.5,0.5833333333333334,0.7142857142857143,0.06818181818181818,0.5555555555555556,0.5555555555555556,0.8,0.12121212121212122,0.375,0.4,1.0,0.3712121212121212,0.3673469387755102,0.375,0.9444444444444444,0.26666666666666666,1.0,0.2,0.3333333333333333,1.0,0.4,0.6666666666666666,0.75,0.32142857142857145,0.5555555555555556,0.10714285714285714,,0.42857142857142855,0.25,0.8257575757575758,0.3673469387755102,0.5406215909090909,0.5252049999999999,0.5384392857142857,0.11724137931034483,0.2125,0.17714285714285713,0.18285714285714286,5.511940298507463,25.16615384615385,0.21418826739427013,4.0,1.0,,,,4.0,,,,2.0,0.03076923076923077,0.0625,0.02040816326530612,0.25,,,,,True,,,
202333,1610612747,Xavier Henry,Xavier Henry,202333,LAL,18524.0,309,52,621,615,144,160,68,1236,22.0,45,,2.0,3.0,9.0,3.0,14.0,12.0,27.0,3.0,6.0,2.0,2.0,,,7.0,21.0,1.0,1.0,,5.0,37.0,86,10.0,27.0,28.0,132.0,605,1.0,6.0,3.0,3.0,13.0,5.0,15.0,,5.0,8.0,18.0,38.0,36.0,27.0,3.0,,1.0,20.0,7.0,13.0,11,4.0,15,2.0,2.0,5.0,3.0,3.0,34,3.0,3.0,,6.0,17.0,1.0,24.0,6.0,30,2.0,17.0,17.0,,13.0,2.0,6.0,7.0,7.0,,20.0,1.0,4.0,12.0,,23.0,1.0,,2.0,42,,,6.0,,50.0,25.0,2.0,2.0,1.0,1.0,2.0,1.0,,,18.0,143,,2.0,0.5135135135135135,0.5135135135135135,0.9,0.37037037037037035,1.0,,0.38461538461538464,0.43023255813953487,0.16666666666666666,0.3333333333333333,0.46017699115044247,0.6111111111111112,0.25,0.4888888888888889,0.65,0.34615384615384615,0.23893805309734514,0.1511627906976744,0.2,0.2857142857142857,22.302158273381295,0.65,0.04,,0.07391304347826087,0.014778325123152709,0.06521739130434782,0.02830188679245283,0.07142857142857142,0.019417475728155338,,0.015625,0.029411764705882353,0.04477611940298507,,0.08080808080808081,0.04918032786885246,0.08571428571428572,0.03076923076923077,0.14814814814814814,0.04,0.5,0.39823008849557523,0.4888888888888889,0.6111111111111112,0.6363636363636364,0.12389380530973451,0.21428571428571427,0.3,,0.23893805309734514,0.4444444444444444,0.4444444444444444,0.4166666666666667,0.05309734513274336,0.5,0.5,1.0,0.18584070796460178,0.3333333333333333,0.35,0.8571428571428571,0.2222222222222222,,0.2222222222222222,1.0,1.0,0.1111111111111111,1.0,1.0,0.45,0.3333333333333333,,,0.25,,0.6371681415929203,0.35,0.5179334821428572,0.4624,0.506428947368421,0.19548872180451127,0.2358490566037736,0.09848484848484848,0.13636363636363635,7.922093023255814,26.555555555555557,0.2318840579710145,2.0,,,,,5.0,1.0,1.0,0.037037037037037035,1.0,0.037037037037037035,,0.047619047619047616,,2.0,,,,True,,,
203527,1610612747,Ryan Kelly,Ryan Kelly,203527,LAL,3358.0,56,14,111,117,23,39,8,228,2.0,3,,,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,6,2.0,3.0,7.0,19.0,118,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,2.0,4.0,6.0,,,,1.0,1.0,,2,1.0,3,1.0,,1.0,,1.0,7,1.0,,,,3.0,,3.0,1.0,4,,,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,4.0,,6.0,,,,7,,,2.0,,10.0,2.0,,1.0,,1.0,1.0,,,,1.0,23,,,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,,0.6666666666666666,0.5,,,0.6666666666666666,1.5,,0.7307692307692307,1.5,0.25,0.3333333333333333,,,,12.5,0.5,,,0.06976744186046512,,,0.05263157894736842,0.05,0.022727272727272728,,,,0.058823529411764705,,,0.07692307692307693,0.11764705882352941,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,0.6666666666666666,1.0,0.5390944444444444,0.579,0.5253,0.3076923076923077,0.25,0.15789473684210525,0.05263157894736842,6.416666666666667,24.066666666666666,0.2072072072072072,,,,,,,,2.0,0.4,,,,,,,,,,True,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,17373.0,290,-47,587,579,87,133,59,1166,5.0,8,,,2.0,2.0,1.0,6.0,5.0,13.0,3.0,10.0,1.0,1.0,,1.0,18.0,40.0,2.0,3.0,4.0,7.0,11.0,27,21.0,50.0,2.0,87.0,650,,2.0,3.0,4.0,9.0,3.0,4.0,4.0,8.0,2.0,20.0,2.0,20.0,48.0,15.0,,1.0,39.0,18.0,3.0,49,19.0,68,10.0,9.0,26.0,8.0,15.0,155,2.0,,,7.0,19.0,1.0,27.0,2.0,29,,12.0,6.0,6.0,18.0,4.0,16.0,4.0,2.0,,22.0,2.0,7.0,4.0,1.0,13.0,,1.0,,17,,1.0,5.0,1.0,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,,,20.0,87,,,0.09090909090909091,0.09090909090909091,0.7619047619047619,0.42,0.75,0.5,0.42857142857142855,0.4074074074074074,,0.75,0.551948051948052,0.75,0.75,0.5576923076923077,0.75,0.7692307692307693,0.6493506493506493,0.1111111111111111,0.25,0.16666666666666666,15.408320493066256,0.8181818181818182,0.0625,,0.10326086956521739,,0.08235294117647059,0.02040816326530612,0.09665427509293681,0.006872852233676976,,,,0.027777777777777776,,0.0967741935483871,0.13793103448275862,0.078125,0.109375,,,0.5,0.1038961038961039,0.625,0.8333333333333334,0.2,0.07792207792207792,0.16666666666666666,0.2,,0.16883116883116883,0.38461538461538464,0.38461538461538464,,0.12987012987012986,0.3,0.3,1.0,0.5194805194805194,0.45,0.46153846153846156,0.7222222222222222,,,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,1.0,0.16666666666666666,1.0,0.08333333333333333,,0.5833333333333334,0.5714285714285714,0.7532467532467533,0.46153846153846156,0.5132967105263158,0.46752000000000005,0.49555454545454547,0.02564102564102564,0.07142857142857142,0.10344827586206896,0.22988505747126436,11.685185185185183,25.906,0.14821124361158433,,,,,,1.0,,,,1.0,0.02,,0.025,,,,,,True,,,
203135,1610612747,Robert Sacre,Robert Sacre,203135,LAL,9184.0,153,15,297,301,68,52,27,598,6.0,11,,2.0,1.0,1.0,7.0,16.0,5.0,8.0,,,,,,,,,,,,,18.0,35,,,11.0,47.0,299,,2.0,,,1.0,4.0,6.0,,,2.0,10.0,30.0,6.0,,,,,,,5.0,3,6.0,9,5.0,1.0,3.0,,,24,2.0,5.0,,7.0,16.0,2.0,25.0,7.0,32,1.0,5.0,5.0,,2.0,,2.0,6.0,,,8.0,1.0,2.0,7.0,,14.0,,3.0,2.0,13,1.0,2.0,1.0,,15.0,7.0,1.0,13.0,9.0,4.0,13.0,7.0,,1.0,10.0,68,,1.0,0.8333333333333334,0.8333333333333334,,,,,,0.5142857142857142,,0.6666666666666666,0.5142857142857142,,0.6666666666666666,0.5595238095238095,0.16666666666666666,0.7142857142857143,,0.14285714285714285,0.2727272727272727,0.0625,15.290519877675841,0.25,0.25,,0.14814814814814814,0.06756756756756757,0.1590909090909091,0.03773584905660377,0.1513157894736842,0.05511811023622047,0.19230769230769232,,,0.05405405405405406,,0.1891891891891892,0.14285714285714285,0.1111111111111111,0.21875,,0.08333333333333333,0.5384615384615384,0.3142857142857143,0.5454545454545454,0.75,1.0,0.45714285714285713,0.4375,0.4666666666666667,0.5714285714285714,0.22857142857142856,0.625,0.7142857142857143,1.0,,,,,,,,,1.0,,,,,,,,0.16666666666666666,1.0,,,,,0.3142857142857143,,0.45214,0.5222,0.41209999999999997,0.17073170731707318,0.17073170731707318,0.02127659574468085,0.2127659574468085,7.591428571428571,,0.22895622895622897,1.0,1.0,,0.125,,1.0,,,,,,,,,2.0,1.0,,,True,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,18786.0,313,16,634,616,127,151,56,1250,36.0,49,11.0,11.0,8.0,10.0,20.0,51.0,16.0,45.0,1.0,1.0,,,,,2.0,4.0,,,,,72.0,145,3.0,5.0,28.0,181.0,649,13.0,16.0,,,28.0,19.0,27.0,,,8.0,46.0,84.0,60.0,6.0,3.0,16.0,,4.0,2.0,3.0,12,19.0,31,16.0,3.0,7.0,,5.0,81,9.0,13.0,1.0,22.0,54.0,8.0,84.0,23.0,107,1.0,2.0,1.0,1.0,17.0,1.0,6.0,6.0,11.0,2.0,23.0,2.0,3.0,8.0,,15.0,,2.0,2.0,35,,7.0,,,39.0,15.0,6.0,20.0,16.0,4.0,20.0,12.0,,,46.0,126,2.0,6.0,0.5833333333333334,0.65625,0.6666666666666666,0.6,,,0.6,0.496551724137931,0.8125,0.7037037037037037,0.51,0.8125,0.7037037037037037,0.5386904761904762,0.7777777777777778,0.696969696969697,0.03333333333333333,0.020689655172413793,0.02040816326530612,0.0196078431372549,27.442528735632184,0.7391304347826086,0.3333333333333333,0.06666666666666667,0.23788546255506607,0.06770833333333333,0.22448979591836735,0.08333333333333333,0.23384615384615384,0.07333333333333333,0.11666666666666667,0.017543859649122806,0.06666666666666667,0.07792207792207792,0.0967741935483871,0.16842105263157894,0.27586206896551724,0.2972972972972973,0.16176470588235295,0.36666666666666664,0.013888888888888888,0.6,0.32666666666666666,0.7346938775510204,0.75,0.5277777777777778,0.34,0.39215686274509803,0.4,0.45,0.3,0.35555555555555557,0.36363636363636365,0.875,0.006666666666666667,1.0,1.0,,0.02666666666666667,0.5,0.5,1.0,0.6875,1.0,,,,,,,0.37037037037037035,0.8,,,,,0.36,0.5,0.46038999999999997,0.5507384615384615,0.4555407407407408,0.09259259259259259,0.09554140127388536,0.15469613259668508,0.2541436464088398,8.959310344827587,25.54,0.20031545741324921,2.0,,,0.022222222222222223,,3.0,,,,,,,,0.2727272727272727,1.0,,,,True,,,
