EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3Assists,Loose Ball Fouls Drawn,SecondChanceShotQualityAvg,Charge Fouls,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls Drawn,DefensiveGoaltends,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,HeaveAttempts,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Charge Fouls Drawn,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,739.0,12,-4.0,27,27,9.0,6.0,1.0,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,33,1.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,0.5,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.25,1.3333333333333333,1.25,0.6666666666666666,17.857142857142854,0.5,0.125,0.09090909090909091,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5900166666666666,0.574525,0.625,2.0,24.15,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,5453.0,91,24.0,188,191,70.0,101.0,9.0,379,15.0,18.0,5.0,7.0,,,7.0,12.0,3.0,5.0,25.0,39.0,7.0,12.0,119.0,195,10.0,17.0,3.0,5.0,53.0,34.0,9.0,12.0,12.0,7.0,13.0,16.0,2.0,35.0,9.0,15.0,17.0,4.0,3.0,2.0,1.0,6.0,8.0,6.0,2.0,53.0,70.0,0.42857142857142855,0.5833333333333334,0.6,0.5833333333333334,0.6410256410256411,0.5882352941176471,0.696078431372549,0.6590909090909091,0.7905405405405406,0.7794117647058824,0.23529411764705882,41.41414141414141,0.25,0.15254237288135594,0.13414634146341464,0.18181818181818182,0.35294117647058826,0.8333333333333334,0.8823529411764706,,,,,0.23529411764705882,0.5833333333333334,0.5833333333333334,0.3181818181818182,0.7142857142857143,0.22727272727272727,0.6,0.5882352941176471,0.5833333333333334,0.5238911764705882,0.5119113636363636,0.44537815126050423,7.287179487179488,24.86666666666667,0.3723404255319149,1.0,1.0,7.0,12.0,3.0,9.0,48.0,1.0,1.0,3.0,5.0,24.0,16.0,2.0,2.0,3.0,3.0,8.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,31.0,54.0,3.0,2.0,18.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,0.32,0.3333333333333333,1.0,1.0,0.8333333333333334,0.05128205128205128,0.05555555555555555,0.08333333333333333,0.6666666666666666,0.024390243902439025,0.08695652173913043,0.05,0.03278688524590164,0.1111111111111111,0.16666666666666666,0.11538461538461539,0.18181818181818182,0.058823529411764705,0.16666666666666666,0.058823529411764705,0.3333333333333333,0.23529411764705882,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,1.0,0.30434782608695654,0.3333333333333333,0.2,0.04201680672268908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,2171.0,36,23.0,72,76,6.0,38.0,1.0,148,7.0,9.0,1.0,1.0,,,,2.0,,1.0,12.0,19.0,,2.0,30.0,77,1.0,1.0,,1.0,4.0,14.0,,,2.0,,6.0,10.0,1.0,24.0,6.0,9.0,9.0,2.0,2.0,,,1.0,1.0,1.0,,4.0,6.0,,,,,0.631578947368421,1.0,0.5714285714285714,0.5,0.625,0.6666666666666666,0.09523809523809523,34.24657534246575,,0.2222222222222222,0.25,0.36363636363636365,0.42857142857142855,0.7777777777777778,0.7777777777777778,,,,,0.09523809523809523,,,0.5,1.0,0.5,,0.5238095238095238,,0.5585928571428571,0.761925,0.13333333333333333,7.089473684210527,25.2,0.08333333333333333,,,3.0,6.0,2.0,4.0,6.0,1.0,1.0,,2.0,2.0,10.0,,,4.0,2.0,4.0,1.0,,,3.0,,,,,1.0,,,,1.0,7.0,6.0,,,3.0,,,,,,,,0.4166666666666667,0.4166666666666667,1.0,1.0,1.0,,,,,,0.3333333333333333,,,,,0.1111111111111111,0.14285714285714285,0.375,,,0.7142857142857143,0.2857142857142857,0.5,0.5,,0.19047619047619047,0.5,0.5,,,,0.125,0.13636363636363635,,0.06666666666666667,2.0,1.0,0.4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,2797.0,47,34.0,92,96,17.0,42.0,2.0,188,,,,,,,,,,,6.0,12.0,,,14.0,86,,1.0,,,,,,,,,,1.0,,3.0,8.0,9.0,9.0,,,2.0,1.0,2.0,4.0,3.0,,,17.0,,,,,0.5,,0.5,,0.5,,,18.947368421052634,0.5,0.1951219512195122,0.16666666666666666,0.1875,,,,,,,,,,,,,,,,,0.41039999999999993,0.41,,14.549999999999999,,0.18478260869565216,,,3.0,6.0,3.0,6.0,2.0,1.0,1.0,,2.0,,12.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,,2.0,,2.0,4.0,,,2.0,,,7.0,1.0,7.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,0.07692307692307693,,,,,0.1875,0.2222222222222222,0.09090909090909091,,,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,,,,0.14285714285714285,0.14285714285714285,,0.14285714285714285,,,,1.0,1.0,6.0,5.0,0.7142857142857143,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201934,1610612760,Hasheem Thabeet,Hasheem Thabeet,201934,OKC,11545.0,192,-2.0,393,390,175.0,174.0,27.0,783,7.0,11.0,,2.0,,,,,,,13.0,23.0,,,27.0,397,4.0,9.0,,,8.0,4.0,,,,,1.0,1.0,,2.0,20.0,31.0,40.0,4.0,2.0,6.0,2.0,8.0,14.0,47.0,6.0,8.0,175.0,,,,,0.5652173913043478,0.4444444444444444,0.5652173913043478,0.4444444444444444,0.54,0.4444444444444444,,9.19811320754717,0.42857142857142855,0.16260162601626016,0.14835164835164835,0.2,0.4782608695652174,0.6363636363636364,0.7,,,,,,,,0.2222222222222222,,,,0.4782608695652174,,0.48763478260869564,0.44402222222222215,0.2962962962962963,7.343478260869565,,0.44529262086513993,2.0,5.0,3.0,6.0,3.0,6.0,1.0,2.0,5.0,,4.0,,22.0,2.0,1.0,,,1.0,,2.0,7.0,7.0,4.0,9.0,,2.0,,4.0,,9.0,15.0,6.0,5.0,1.0,,3.0,,,9.0,2.0,9.0,8.0,,0.8461538461538461,0.9166666666666666,0.4,0.4,0.3333333333333333,0.043478260869565216,0.09090909090909091,,0.26666666666666666,0.0625,0.11864406779661017,0.047619047619047616,0.05844155844155844,0.0625,,0.1836734693877551,0.041666666666666664,0.10638297872340426,0.16666666666666666,,0.8571428571428571,0.2608695652173913,0.5,0.5,0.6666666666666666,0.2608695652173913,0.5,0.5,,1.0,0.4,0.12,0.12,,0.14814814814814814,,,0.57236,1.0,2.0,7.0,6.0,0.6666666666666666,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.02857142857142857,0.08888888888888889,0.06060606060606061,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2555,1610612760,Nick Collison,Nick Collison,2555,OKC,4295.0,72,9.0,142,135,44.0,52.0,13.0,277,4.0,6.0,,,,1.0,,,,,6.0,9.0,,1.0,15.0,134,,,,1.0,3.0,2.0,,,,,6.0,6.0,2.0,12.0,8.0,11.0,16.0,4.0,3.0,2.0,1.0,3.0,5.0,17.0,1.0,3.0,44.0,,,,,0.6666666666666666,,0.6,,0.625,0.5,0.1,10.96774193548387,0.4,0.17391304347826086,0.15625,0.1111111111111111,0.6,0.6666666666666666,1.0,0.1,,,,,,,,,,,0.7,,0.5002000000000001,0.3912,0.2,2.8666666666666667,22.3,0.30985915492957744,1.0,1.0,2.0,3.0,,,3.0,1.0,1.0,,2.0,3.0,10.0,2.0,2.0,,,4.0,,1.0,3.0,2.0,1.0,5.0,,1.0,1.0,1.0,,2.0,6.0,5.0,4.0,,,,,2.0,1.0,,2.0,2.0,2.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,,0.2,0.06521739130434782,0.1111111111111111,0.0625,0.06451612903225806,,0.25,0.2727272727272727,,0.09090909090909091,0.14285714285714285,,0.75,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,1.0,,,,0.13333333333333333,,,0.5571,,2.0,1.0,2.0,1.0,,,,1.0,,,1.0,,0.16666666666666666,,,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202704,1610612760,Reggie Jackson,Reggie Jackson,202704,OKC,6217.0,104,-15.0,211,207,101.0,91.0,19.0,418,7.0,12.0,4.0,7.0,,,4.0,8.0,2.0,5.0,13.0,30.0,4.0,8.0,48.0,228,7.0,14.0,2.0,5.0,20.0,22.0,9.0,3.0,8.0,4.0,11.0,18.0,3.0,43.0,9.0,10.0,12.0,4.0,2.0,4.0,3.0,3.0,7.0,5.0,,20.0,101.0,0.75,0.5,0.4,0.5,0.43333333333333335,0.5,0.5,0.5263157894736842,0.5581395348837209,0.5263157894736842,0.21052631578947367,21.36752136752137,0.5714285714285714,0.15,0.10416666666666667,0.25,0.3157894736842105,0.5833333333333334,0.6363636363636364,,,,,0.21052631578947367,0.5,0.5,0.3684210526315789,0.5714285714285714,0.2631578947368421,0.4,0.5263157894736842,0.5,0.4986315789473684,0.5178921052631578,0.4166666666666667,8.406666666666668,25.0875,0.4786729857819905,,1.0,4.0,11.0,2.0,7.0,10.0,,1.0,,,,4.0,,2.0,7.0,5.0,4.0,4.0,,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,,3.0,3.0,6.0,10.0,,,4.0,,1.0,,,,,,0.15384615384615385,0.15384615384615385,,,,0.06666666666666667,0.08333333333333333,0.09090909090909091,,0.030303030303030304,0.027777777777777776,,0.022222222222222223,0.05,,0.07407407407407407,0.15384615384615385,0.037037037037037035,,0.10526315789473684,0.14285714285714285,0.2894736842105263,0.36363636363636365,0.4,0.25,0.18421052631578946,0.2857142857142857,0.2857142857142857,0.75,1.0,,0.09523809523809523,0.11764705882352941,,,2.0,,0.5864,,,,,,,1.0,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203087,1610612760,Jeremy Lamb,Jeremy Lamb,203087,OKC,7328.0,122,-20.0,251,249,131.0,114.0,21.0,500,5.0,11.0,3.0,5.0,1.0,3.0,3.0,13.0,2.0,7.0,13.0,30.0,4.0,16.0,42.0,249,8.0,17.0,3.0,9.0,25.0,8.0,12.0,,13.0,3.0,4.0,9.0,1.0,23.0,6.0,13.0,16.0,7.0,4.0,9.0,2.0,,9.0,10.0,,25.0,131.0,1.0,0.25,0.3333333333333333,0.25,0.43333333333333335,0.47058823529411764,0.41304347826086957,0.4807692307692308,0.4375,0.4807692307692308,0.34782608695652173,20.65217391304348,1.0,0.08571428571428572,0.11818181818181818,0.030303030303030304,0.2391304347826087,0.45454545454545453,0.5,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.2826086956521739,0.23076923076923078,0.23076923076923078,0.19230769230769232,0.6,0.2692307692307692,0.2857142857142857,0.5869565217391305,0.23076923076923078,0.5028728260869565,0.48095384615384607,0.5952380952380952,9.186666666666666,24.650000000000002,0.5219123505976095,,1.0,4.0,10.0,4.0,9.0,4.0,1.0,7.0,,5.0,,18.0,,1.0,5.0,4.0,2.0,1.0,1.0,2.0,7.0,,3.0,1.0,3.0,,7.0,,5.0,8.0,6.0,5.0,1.0,,3.0,,,3.0,1.0,3.0,,,0.6923076923076923,0.6923076923076923,0.14285714285714285,0.2777777777777778,0.2777777777777778,0.03333333333333333,0.09090909090909091,,,0.02631578947368421,0.175,0.034482758620689655,0.02857142857142857,0.08333333333333333,0.2,0.08,0.25,0.15625,0.25,0.037037037037037035,0.4,0.21739130434782608,0.4,0.4,0.75,0.1956521739130435,0.4444444444444444,0.4444444444444444,1.0,0.1111111111111111,,0.0625,0.09375,,0.11904761904761904,1.0,2.0,0.47427857142857144,,1.0,,1.0,0.3333333333333333,1.0,,1.0,,1.0,,,,,,,2.0,,,,,0.07692307692307693,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0.2222222222222222,0.5,1.0,0.5,,,,,True,,,,,,,,,,,,,,,
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,4459.0,74,-23.0,146,142,49.0,45.0,9.0,288,,2.0,,,,2.0,6.0,11.0,1.0,2.0,2.0,11.0,6.0,13.0,26.0,149,,,1.0,3.0,4.0,,9.0,9.0,11.0,6.0,7.0,8.0,2.0,17.0,6.0,10.0,10.0,2.0,1.0,6.0,5.0,,6.0,5.0,,4.0,49.0,0.5,0.46153846153846156,0.3333333333333333,0.46153846153846156,0.18181818181818182,,0.4583333333333333,0.5,0.48148148148148145,0.5,0.5416666666666666,21.29032258064516,1.0,0.15,0.1724137931034483,0.1875,0.08333333333333333,,,0.08333333333333333,,,,0.4583333333333333,0.5454545454545454,0.5454545454545454,,,0.6666666666666666,0.5,0.625,0.5454545454545454,0.47910416666666666,0.46490000000000004,0.15384615384615385,12.990909090909089,24.923076923076923,0.3356164383561644,,,,2.0,2.0,7.0,4.0,,,,,1.0,4.0,,2.0,1.0,1.0,4.0,1.0,,,4.0,,,,1.0,,1.0,,1.0,,8.0,6.0,,,2.0,,1.0,,,,2.0,1.0,1.0,1.0,,,,0.18181818181818182,0.5,,,,0.2222222222222222,,,,,0.15,,0.26666666666666666,,,,0.08333333333333333,,,,0.2916666666666667,0.2857142857142857,0.3333333333333333,0.5,,,0.07692307692307693,0.15384615384615385,,,,,,,,,,,1.0,,,1.0,3.0,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,0.14285714285714285,,,,True,,,,,,,,,,,,,,,
203103,1610612760,Perry Jones III,Perry Jones III,203103,OKC,3922.0,65,-17.0,140,137,98.0,69.0,10.0,277,5.0,6.0,3.0,4.0,4.0,4.0,,1.0,,,6.0,16.0,4.0,5.0,29.0,142,4.0,12.0,,,13.0,2.0,12.0,,1.0,,4.0,4.0,,8.0,4.0,10.0,13.0,,,3.0,2.0,2.0,5.0,4.0,1.0,13.0,98.0,1.0,0.8,,0.8,0.375,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.5576923076923077,0.38235294117647056,0.23809523809523808,20.26143790849673,0.6,0.1,0.11764705882352941,0.1,0.2857142857142857,0.8333333333333334,0.8333333333333334,0.19047619047619047,1.0,1.0,1.0,0.047619047619047616,,,0.3333333333333333,0.75,,,0.5238095238095238,,0.5253857142857143,0.5017083333333333,0.4482758620689655,8.1125,23.440000000000005,0.7,1.0,1.0,1.0,6.0,,4.0,5.0,1.0,1.0,3.0,5.0,5.0,10.0,,1.0,,,2.0,2.0,1.0,2.0,4.0,2.0,3.0,,,,1.0,,5.0,1.0,5.0,10.0,,,5.0,,,2.0,,2.0,1.0,,0.8333333333333334,0.8333333333333334,1.0,1.0,0.8333333333333334,0.0625,,0.16666666666666666,0.25,0.044444444444444446,0.14285714285714285,0.08333333333333333,0.05263157894736842,0.06666666666666667,,0.18181818181818182,,0.08695652173913043,0.4,,1.0,0.2857142857142857,0.16666666666666666,0.2,,0.19047619047619047,,,,1.0,1.0,0.19230769230769232,0.23809523809523808,,0.1724137931034483,,,0.714,,1.0,2.0,1.0,0.5,,,,,,,,0.07142857142857142,,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,
