EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Technical Free Throw Trips,LongMidRangePctBlocked,BlockedLongMidRange,3SecondViolations,Clear Path Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,3pt And 1 Free Throw Trips,on,BlockedCorner3
101107,1610612762,Marvin Williams,Marvin Williams,101107,UTA,74329.0,1239,-91.0,2343,2324,541,474,252,4667,66.0,91.0,26.0,37.0,16.0,20.0,18.0,52.0,29.0,77.0,15.0,37.0,1.0,1.0,2.0,9.0,44.0,133.0,3.0,10.0,7.0,33.0,113.0,220.0,59.0,170.0,37.0,440.0,2649,30.0,47.0,4.0,11.0,3.0,75.0,24.0,40.0,9.0,42.0,20.0,95.0,140.0,86.0,177.0,42.0,3.0,130.0,44.0,14.0,1.0,31.0,21.0,52.0,13.0,8.0,19.0,4.0,8.0,125.0,17.0,40.0,1.0,44.0,130.0,13.0,187.0,58.0,245.0,8.0,41.0,31.0,10.0,17.0,5.0,10.0,20.0,7.0,3.0,37.0,6.0,8.0,40.0,111,2.0,3.0,8.0,49.0,5.0,1.0,1.0,49.0,7.0,22.0,6.0,23.0,1.0,1.0,16.0,7.0,24.0,14.0,1.0,2.0,93.0,534,13.0,5.0,0.6194690265486725,0.7608695652173914,1.0,0.34705882352941175,0.36363636363636365,0.21428571428571427,0.3532934131736527,0.5136363636363637,0.6382978723404256,0.6,0.5166666666666667,0.6206896551724138,0.4573170731707317,0.5352798053527981,0.625,0.5053191489361702,0.4358974358974359,0.0058823529411764705,0.06363636363636363,0.04395604395604396,0.19230769230769232,0.007518796992481203,17.00189753320683,0.4594594594594595,0.22413793103448276,0.019230769230769232,0.16560509554140126,0.05449591280653951,0.14473684210526316,0.04415584415584416,0.15977961432506887,0.05093833780160858,0.0821917808219178,0.05726872246696035,0.03125,0.043333333333333335,0.047058823529411764,0.12830188679245283,0.19123505976095617,0.17843866171003717,0.125,0.20833333333333334,0.04040404040404041,0.5833333333333334,0.23333333333333334,0.7252747252747253,0.7586206896551724,0.48484848484848486,0.13333333333333333,0.34615384615384615,0.42857142857142855,0.5555555555555556,0.19743589743589743,0.37662337662337664,0.37662337662337664,0.9655172413793104,0.09487179487179487,0.40540540540540543,0.40540540540540543,1.0,0.34102564102564104,0.3308270676691729,0.3333333333333333,1.0,0.6379310344827587,0.7027027027027027,0.11538461538461539,0.017241379310344827,1.0,1.0,0.1724137931034483,0.3,1.0,0.24390243902439024,0.8,0.10975609756097561,0.2222222222222222,0.4024390243902439,0.21212121212121213,0.6692307692307692,0.3384615384615385,0.5134711886304911,0.5510104166666666,0.5178613924050635,0.05432098765432099,0.09361702127659574,0.17045454545454544,0.2159090909090909,9.67318181818182,25.04705882352942,0.23090055484421682,,,,,,,,,,,,,,,,True,
101249,1610612762,John Lucas III,John Lucas III,101249,UTA,583.0,10,-3.0,22,21,1,2,2,43,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,2.0,,2.0,19,1.0,1.0,,,,2.0,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,1,,,1.0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1.0,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.6666666666666666,,,,,,20.833333333333336,0.5,,,,,,0.3333333333333333,,0.1111111111111111,,,,,1.0,,,,,,0.5,,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,0.5770833333333333,,,,,1.0,,0.7,23.65,0.045454545454545456,,,,,,,,,,,,,,,,True,
202330,1610612762,Gordon Hayward,Gordon Hayward,202330,UTA,105747.0,1762,-219.0,3368,3362,889,836,386,6730,86.0,148.0,4.0,11.0,29.0,42.0,28.0,89.0,95.0,207.0,10.0,37.0,,5.0,2.0,9.0,40.0,122.0,3.0,9.0,9.0,35.0,209.0,444.0,50.0,159.0,192.0,760.0,3827,10.0,30.0,3.0,14.0,9.0,38.0,60.0,106.0,11.0,44.0,95.0,248.0,190.0,228.0,135.0,4.0,1.0,121.0,40.0,30.0,1.0,165.0,90.0,255.0,59.0,31.0,102.0,28.0,35.0,600.0,12.0,21.0,1.0,72.0,132.0,6.0,210.0,34.0,244.0,11.0,68.0,51.0,17.0,68.0,20.0,50.0,62.0,18.0,11.0,130.0,11.0,33.0,46.0,102,8.0,1.0,6.0,241.0,7.0,13.0,5.0,238.0,23.0,90.0,37.0,25.0,1.0,1.0,18.0,7.0,26.0,13.0,3.0,,240.0,879,11.0,28.0,0.45454545454545453,0.45893719806763283,0.9,0.31446540880503143,0.21428571428571427,0.25,0.31645569620253167,0.47072072072072074,0.3333333333333333,0.5660377358490566,0.4709784411276949,0.32954545454545453,0.51,0.5332390381895332,0.3877551020408163,0.6053921568627451,0.263681592039801,0.006289308176100629,0.06756756756756757,0.14189189189189189,0.0898876404494382,0.00819672131147541,21.88976377952756,0.5230769230769231,0.06593406593406594,0.011494252873563218,0.11967361740707162,0.018970189701897018,0.17391304347826086,0.024691358024691357,0.13447593935398813,0.02071563088512241,0.023952095808383235,0.017191977077363897,0.01650943396226415,0.029411764705882353,0.008928571428571428,0.10723860589812333,0.11142857142857143,0.1394736842105263,0.17981072555205047,0.15463917525773196,0.036065573770491806,0.5,0.24543946932006633,0.581081081081081,0.6771653543307087,0.45348837209302323,0.14759535655058043,0.3146067415730337,0.345679012345679,0.25,0.34328358208955223,0.45893719806763283,0.46116504854368934,0.5157894736842106,0.06135986733001658,0.2702702702702703,0.2702702702702703,1.0,0.2023217247097844,0.32786885245901637,0.3305785123966942,0.875,0.25,0.36363636363636365,,0.11363636363636363,,,0.20454545454545456,0.3333333333333333,1.0,0.28,0.6904761904761905,0.06,0.2222222222222222,0.23333333333333334,0.2571428571428571,0.5091210613598673,0.3305785123966942,0.49608214285714297,0.46979464285714284,0.5056630872483221,0.13432835820895522,0.1761252446183953,0.05,0.3263157894736842,11.51058558558558,24.711949685534595,0.26395486935866985,15.0,7.0,3.0,2.0,7.0,0.004830917874396135,,,,,,,,,,True,
202683,1610612762,Enes Kanter,Enes Kanter,202683,UTA,61844.0,1031,-247.0,1965,1966,588,516,236,3931,107.0,179.0,36.0,67.0,30.0,45.0,57.0,136.0,48.0,115.0,,,,,,,,,,,,,212.0,430.0,,,76.0,500.0,2300,47.0,94.0,,,25.0,119.0,56.0,104.0,,,24.0,136.0,242.0,182.0,,62.0,,,,34.0,,26.0,16.0,42.0,12.0,4.0,10.0,,16.0,100.0,33.0,78.0,1.0,51.0,117.0,21.0,189.0,112.0,301.0,16.0,14.0,9.0,5.0,39.0,2.0,15.0,32.0,24.0,7.0,71.0,5.0,15.0,63.0,114,2.0,12.0,14.0,98.0,17.0,3.0,2.0,102.0,10.0,45.0,11.0,18.0,,,12.0,5.0,18.0,10.0,,1.0,136.0,587,9.0,10.0,0.5707547169811321,0.6685082872928176,,,,,,0.4930232558139535,0.5,0.5384615384615384,0.4930232558139535,0.5,0.5384615384615384,0.5252100840336135,0.5560747663551402,0.5714285714285714,,,0.07906976744186046,0.1340782122905028,0.058823529411764705,,24.43054935238946,0.5492957746478874,0.39622641509433965,0.018867924528301886,0.18932038834951456,0.11142857142857143,0.23394495412844038,0.13807531380753138,0.20095693779904306,0.1182108626198083,0.1625615763546798,0.11504424778761062,0.07011070110701106,0.1111111111111111,0.24,0.19523809523809524,0.17,0.20192307692307693,0.22085889570552147,0.2727272727272727,0.08695652173913043,0.5555555555555556,0.41627906976744183,0.5977653631284916,0.6903225806451613,0.48598130841121495,0.31627906976744186,0.41911764705882354,0.4453125,0.49122807017543857,0.26744186046511625,0.41739130434782606,0.4247787610619469,0.8541666666666666,,,,,,,,,0.7127659574468085,0.5373134328358209,0.1388888888888889,,,,,,,0.4326923076923077,0.6666666666666666,,,,,0.41627906976744183,,0.4795081395348837,0.5185742424242424,0.4842673076923076,0.0967741935483871,0.0967741935483871,0.238,0.272,7.769302325581394,,0.29923664122137406,,3.0,1.0,3.0,,0.017391304347826087,1.0,1.0,,,,,,,,True,
203504,1610612762,Trey Burke,Trey Burke,203504,UTA,135752.0,2263,-256.0,4313,4306,1167,1042,496,8619,75.0,152.0,5.0,12.0,13.0,35.0,49.0,142.0,106.0,267.0,15.0,39.0,2.0,3.0,6.0,17.0,96.0,297.0,7.0,18.0,21.0,87.0,230.0,561.0,111.0,336.0,102.0,895.0,4873,15.0,36.0,9.0,21.0,8.0,65.0,62.0,162.0,27.0,104.0,53.0,258.0,124.0,336.0,282.0,4.0,6.0,291.0,96.0,29.0,,296.0,100.0,396.0,64.0,36.0,155.0,46.0,95.0,892.0,13.0,21.0,3.0,58.0,110.0,3.0,171.0,37.0,208.0,13.0,42.0,26.0,16.0,89.0,18.0,67.0,42.0,22.0,3.0,131.0,5.0,41.0,70.0,145,3.0,3.0,4.0,100.0,3.0,10.0,2.0,113.0,8.0,32.0,17.0,6.0,,,2.0,4.0,6.0,1.0,,1.0,250.0,1157,14.0,10.0,0.26956521739130435,0.2719298245614035,0.8468468468468469,0.33035714285714285,0.42857142857142855,0.25961538461538464,0.33636363636363636,0.40998217468805703,0.4166666666666667,0.38271604938271603,0.4420289855072464,0.5,0.38533834586466165,0.4675531914893617,0.5241935483870968,0.4366438356164384,0.3745819397993311,,0.05169340463458111,0.1118421052631579,0.08450704225352113,,21.908271908271907,0.6793893129770993,0.025,0.025,0.0776287932251235,0.014553014553014554,0.10740740740740741,0.021885521885521887,0.0858456821665815,0.016691212567501227,0.014018691588785047,0.022222222222222223,0.008849557522123894,0.019438444924406047,0.030534351145038167,0.06666666666666667,0.06208425720620843,0.102880658436214,0.1073170731707317,0.1076923076923077,0.025590551181102362,0.16666666666666666,0.16945373467112598,0.4934210526315789,0.5555555555555556,0.3333333333333333,0.15830546265328874,0.34507042253521125,0.3769230769230769,0.14285714285714285,0.2976588628762542,0.3970037453183521,0.3970037453183521,0.2830188679245283,0.043478260869565216,0.38461538461538464,0.38461538461538464,1.0,0.3311036789297659,0.32323232323232326,0.32323232323232326,0.8229166666666666,0.21052631578947367,0.4166666666666667,,0.05263157894736842,0.6666666666666666,1.0,0.3157894736842105,0.3888888888888889,1.0,0.13157894736842105,0.37142857142857144,0.06390977443609022,0.35294117647058826,0.32706766917293234,0.2413793103448276,0.5440356744704571,0.32989690721649484,0.47867570303712054,0.49315319148936165,0.45849157088122605,0.03683640303358613,0.0547008547008547,0.07262569832402235,0.288268156424581,11.79483065953654,25.281547619047622,0.2705773243681892,51.0,7.0,1.0,3.0,17.0,,,,1.0,2.0,2.0,0.005917159763313609,,,,True,
201575,1610612762,Brandon Rush,Brandon Rush,201575,UTA,7793.0,130,-46.0,252,253,87,70,30,505,1.0,4.0,,,,1.0,3.0,4.0,1.0,2.0,2.0,5.0,,,2.0,2.0,1.0,7.0,,1.0,,4.0,5.0,10.0,3.0,12.0,1.0,20.0,275,,,,1.0,,,2.0,3.0,2.0,6.0,,10.0,4.0,6.0,9.0,,,7.0,1.0,2.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,,4.0,8.0,2.0,14.0,,14.0,,2.0,2.0,,2.0,,2.0,1.0,,1.0,3.0,,,4.0,8,,1.0,,3.0,,,,1.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,,,,10.0,87,1.0,,0.4,0.4,1.0,0.25,,0.3333333333333333,0.25,0.5,,0.6666666666666666,0.4318181818181818,,0.5555555555555556,0.45454545454545453,,0.5555555555555556,0.5454545454545454,,0.2,0.5,,,8.650519031141869,0.6666666666666666,0.18181818181818182,,0.1,,0.17391304347826086,,0.11650485436893204,,,,,,,0.14285714285714285,0.08333333333333333,0.07142857142857142,0.17647058823529413,0.16666666666666666,,,0.18181818181818182,0.25,0.5,,0.18181818181818182,0.75,0.75,0.3333333333333333,0.09090909090909091,0.5,0.5,1.0,0.22727272727272727,0.4,0.4,1.0,0.3181818181818182,0.14285714285714285,0.14285714285714285,1.0,,,,,,,1.0,,,0.1111111111111111,,0.2222222222222222,1.0,0.4444444444444444,,0.7272727272727273,0.14285714285714285,0.5352795454545455,0.5613,0.5091444444444444,0.045454545454545456,0.1,,0.5,8.309999999999999,24.366666666666674,0.34523809523809523,,,,,,,,,,,,,,,,True,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,89070.0,1484,-90.0,2807,2792,611,584,314,5599,193.0,273.0,59.0,85.0,41.0,54.0,65.0,167.0,16.0,59.0,,,,,,,,,,,,,274.0,499.0,,,127.0,675.0,3143,64.0,106.0,,,21.0,149.0,53.0,90.0,,,25.0,131.0,358.0,190.0,,86.0,,,,44.0,,35.0,22.0,57.0,18.0,4.0,17.0,6.0,12.0,136.0,33.0,105.0,2.0,80.0,179.0,25.0,284.0,140.0,424.0,19.0,49.0,38.0,11.0,36.0,7.0,17.0,41.0,19.0,9.0,77.0,4.0,17.0,101.0,167,5.0,12.0,9.0,148.0,4.0,2.0,8.0,180.0,34.0,99.0,8.0,78.0,,,57.0,21.0,78.0,48.0,4.0,1.0,131.0,608,10.0,8.0,0.6532846715328468,0.7748917748917749,,,,,,0.5490981963927856,0.6037735849056604,0.5888888888888889,0.5490981963927856,0.6037735849056604,0.5888888888888889,0.590034965034965,0.6367521367521367,0.6238095238095238,,,0.08817635270541083,0.11355311355311355,0.0718562874251497,,20.48611111111111,0.4675324675324675,0.3125,0.02631578947368421,0.1882229232386961,0.11182108626198083,0.22346368715083798,0.08505154639175258,0.19786096256684493,0.1039939713639789,0.16304347826086957,0.1,0.08264462809917356,0.08080808080808081,0.0989010989010989,0.16717325227963525,0.21649484536082475,0.18429003021148035,0.22426470588235295,0.22093023255813954,0.10497237569060773,0.6153846153846154,0.5470941883767535,0.706959706959707,0.7975206611570248,0.6683937823834197,0.3346693386773547,0.38922155688622756,0.41935483870967744,0.5538461538461539,0.11823647294589178,0.2711864406779661,0.27586206896551724,0.875,,,,,,,,,0.8018867924528302,0.6941176470588235,0.1694915254237288,,,,,,,0.6,0.7592592592592593,,,,,0.5470941883767535,,0.5083222444889779,0.5497118279569893,0.5210944444444444,0.17553191489361702,0.17553191489361702,0.22074074074074074,0.19407407407407407,5.6140280561122236,,0.21767011043819023,,4.0,2.0,2.0,,0.01694915254237288,,2.0,,,,,2.0,,,True,
202692,1610612762,Alec Burks,Alec Burks,202692,UTA,61073.0,1018,-108.0,1972,1963,681,666,245,3935,91.0,142.0,11.0,14.0,29.0,46.0,23.0,47.0,33.0,79.0,9.0,21.0,1.0,1.0,3.0,6.0,19.0,40.0,2.0,5.0,7.0,15.0,147.0,268.0,28.0,61.0,122.0,500.0,2247,11.0,22.0,3.0,6.0,10.0,41.0,45.0,80.0,10.0,21.0,61.0,181.0,112.0,182.0,72.0,10.0,2.0,38.0,19.0,24.0,1.0,72.0,29.0,101.0,22.0,7.0,40.0,16.0,16.0,231.0,8.0,17.0,1.0,27.0,65.0,2.0,94.0,26.0,120.0,3.0,22.0,17.0,5.0,35.0,5.0,18.0,26.0,17.0,2.0,61.0,8.0,23.0,43.0,95,3.0,2.0,7.0,135.0,2.0,8.0,3.0,162.0,21.0,67.0,24.0,8.0,1.0,1.0,7.0,1.0,9.0,4.0,,,180.0,674,15.0,20.0,0.38095238095238093,0.39436619718309857,0.8571428571428571,0.45901639344262296,0.5,0.47619047619047616,0.4745762711864407,0.5485074626865671,0.5,0.5625,0.574468085106383,0.5535714285714286,0.594059405940594,0.6265664160401002,0.640625,0.6510791366906474,0.18541033434650456,0.01639344262295082,0.08955223880597014,0.1056338028169014,0.14893617021276595,,20.36379769299024,0.5737704918032787,0.03278688524590164,0.01282051282051282,0.10551948051948051,0.02533532041728763,0.10150375939849623,0.035398230088495575,0.10430839002267574,0.027870680044593088,0.03414634146341464,0.03015075376884422,0.0149812734082397,0.03409090909090909,0.04,0.09523809523809523,0.08163265306122448,0.1380952380952381,0.10204081632653061,0.1,0.024390243902439025,0.4444444444444444,0.4316109422492401,0.6408450704225352,0.7165354330708661,0.38461538461538464,0.14285714285714285,0.48936170212765956,0.575,0.34782608695652173,0.24012158054711247,0.4177215189873418,0.42857142857142855,0.3939393939393939,0.06382978723404255,0.42857142857142855,0.45,1.0,0.12158054711246201,0.475,0.475,0.7894736842105263,0.5,0.7857142857142857,0.2727272727272727,0.03571428571428571,1.0,1.0,0.17857142857142858,0.4,1.0,0.45544554455445546,0.6304347826086957,0.0594059405940594,0.5,0.1485148514851485,0.4666666666666667,0.6170212765957447,0.5,0.5080922018348624,0.5118586956521739,0.5275808080808081,0.17866666666666667,0.21337579617834396,0.082,0.362,7.801865671641793,25.126229508196726,0.34533468559837727,12.0,2.0,1.0,,1.0,0.02531645569620253,,,1.0,1.0,,,,0.047619047619047616,,True,
203197,1610612762,Diante Garrett,Diante Garrett,203197,UTA,6408.0,107,16.0,196,206,84,49,33,402,,1.0,,,,,3.0,8.0,1.0,5.0,2.0,6.0,,1.0,,1.0,2.0,9.0,,2.0,1.0,4.0,4.0,14.0,4.0,15.0,,20.0,199,,1.0,,3.0,,,1.0,5.0,1.0,5.0,,5.0,,8.0,12.0,,2.0,7.0,2.0,1.0,,5.0,5.0,10.0,5.0,,2.0,3.0,,25.0,,1.0,,3.0,8.0,,11.0,1.0,12.0,,,,,2.0,1.0,2.0,3.0,,1.0,5.0,1.0,3.0,3.0,5,,,,2.0,,1.0,,,,,,,,,,,,,,,5.0,84,,,,,1.0,0.26666666666666666,,0.2,0.3076923076923077,0.2857142857142857,,0.2,0.3448275862068966,,0.25,0.3448275862068966,,0.25,0.5172413793103449,,0.07142857142857142,,0.125,,14.847161572052402,0.4,,,0.11764705882352941,0.015151515151515152,0.1111111111111111,,0.11578947368421053,0.009900990099009901,,0.04,,,,0.037037037037037035,0.2,0.125,0.10526315789473684,0.125,,,0.034482758620689655,,,,0.27586206896551724,0.375,0.42857142857142855,,0.1724137931034483,0.2,0.2,,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.3103448275862069,0.2222222222222222,0.2222222222222222,1.0,,,,0.25,,,0.5,,,,,0.1,,0.4,0.25,0.5517241379310345,0.2857142857142857,0.46310769230769233,0.477575,0.41481874999999996,,,,0.25,10.871428571428572,29.16,0.42857142857142855,,1.0,,,,,,,,,,,,,,True,
203546,1610612762,Ian Clark,Ian Clark,203546,UTA,2842.0,47,-17.0,93,99,51,36,12,192,2.0,4.0,,,,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,,,2.0,4.0,3.0,8.0,5.0,9.0,2.0,23.0,109,1.0,2.0,1.0,1.0,,5.0,1.0,3.0,3.0,5.0,2.0,13.0,6.0,,15.0,,,6.0,2.0,1.0,,6.0,,6.0,,,5.0,1.0,,12.0,,,,3.0,3.0,,6.0,,6.0,,4.0,2.0,2.0,1.0,,1.0,2.0,,,3.0,,3.0,3.0,5,,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,13.0,51,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,1.0,0.6,0.5555555555555556,0.375,0.5,0.3333333333333333,0.6176470588235294,0.8333333333333334,0.6875,0.6388888888888888,0.8333333333333334,0.7222222222222222,0.5294117647058824,,0.125,0.25,,,18.749999999999996,0.3333333333333333,,,0.13043478260869565,,0.1875,,0.15384615384615385,,,,,,,,0.1111111111111111,0.2857142857142857,0.21428571428571427,,,,0.23529411764705882,0.5,0.6666666666666666,1.0,0.058823529411764705,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,1.0,1.0,1.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,1.0,1.0,,,,0.125,,0.125,1.0,0.5,0.5,0.7647058823529411,0.3333333333333333,0.5457500000000001,0.3791,0.53593125,,,0.21739130434782608,0.5652173913043478,8.85,24.54444444444444,0.5483870967741935,,,1.0,,,,,,,,,,,,,True,
