EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Charge Fouls Drawn,RecoveredBlocks,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Corner3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,BlockingFoulsDrawn,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,BlockingFouls,BlockedShortMidRange,LongMidRangePctBlocked,Loose Ball Fouls,Defensive 3 Seconds Violations,BlockedLongMidRange,on,3pt And 1 Free Throw Trips,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,3378.0,56,16,106,111,50,42.0,14,217,3,5,1.0,1.0,1.0,3,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,5.0,7,13,6.0,11.0,3.0,35,114,2.0,2.0,6.0,2.0,2.0,3.0,6.0,2.0,15.0,4.0,10,15.0,3.0,9.0,5.0,1.0,5.0,4.0,9,3.0,1.0,3.0,1.0,1.0,22,1.0,1.0,2.0,2.0,4,2.0,6,1.0,4,2.0,2.0,1.0,1.0,2,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,50,1.0,1.0,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.5454545454545454,1.0,0.5,0.5454545454545454,0.5384615384615384,1.0,0.6666666666666666,1.5,0.8125,0.7,1.5,0.8333333333333334,0.4583333333333333,0.09090909090909091,0.1111111111111111,20.8,0.06451612903225806,0.034482758620689655,0.1111111111111111,0.038461538461538464,0.08163265306122448,0.03636363636363636,0.2,0.047619047619047616,0.09090909090909091,0.1,0.14285714285714285,0.1,0.20833333333333334,0.6,0.6,0.125,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.6,0.6,0.6666666666666666,0.08333333333333333,0.5,0.5,1.0,0.375,0.5555555555555556,0.625,0.8,0.5,1.0,1.0,0.5,1.0,1.0,0.125,1.0,0.125,1.0,0.625,0.4,0.6666666666666666,0.5555555555555556,0.5122854166666666,0.5813999999999999,0.51455,0.041666666666666664,0.07692307692307693,0.17142857142857143,0.42857142857142855,10.146153846153847,24.636363636363637,0.4716981132075472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,7101.0,118,-27,223,229,68,61.0,15,452,9,14,3.0,3.0,4.0,6,5.0,16.0,1.0,4.0,,,1.0,3.0,2.0,4.0,,,1.0,3.0,18,36,3.0,8.0,12.0,57,268,,,9.0,7.0,11.0,2.0,6.0,7.0,27.0,18.0,18,6.0,3.0,3.0,2.0,,2.0,5.0,7,4.0,1.0,2.0,,,19,1.0,5.0,5.0,11.0,21,6.0,27,1.0,5,4.0,1.0,6.0,11.0,13,,11.0,14.0,4.0,,9.0,,5.0,5.0,5.0,27.0,68,,,0.5,0.5294117647058824,0.6666666666666666,0.375,,0.3333333333333333,0.42857142857142855,0.5,0.6363636363636364,0.5113636363636364,0.75,0.5882352941176471,0.5816326530612245,0.9,0.675,0.18181818181818182,,,25.10460251046025,0.16176470588235295,0.08064516129032258,0.13513513513513514,0.029411764705882353,0.1523809523809524,0.0625,,0.037037037037037035,0.13636363636363635,0.14814814814814814,0.14285714285714285,0.05263157894736842,0.3181818181818182,0.6428571428571429,0.8181818181818182,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.3125,0.3125,0.8,0.09090909090909091,0.25,0.25,1.0,0.09090909090909091,0.5,0.5,0.5,,,,,,,0.17647058823529413,1.0,0.17647058823529413,0.3333333333333333,0.17647058823529413,0.3333333333333333,0.5,0.6666666666666666,0.48864883720930236,0.5471666666666667,0.473821875,0.1836734693877551,0.21951219512195122,0.15789473684210525,0.47368421052631576,10.122222222222222,28.1625,0.30493273542600896,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,9.0,1.0,2.0,2.0,0.75,0.08333333333333333,0.21428571428571427,0.45454545454545453,0.8333333333333334,0.15789473684210525,0.1,0.21052631578947367,0.1111111111111111,0.4,0.4444444444444444,0.25,1.0,0.75,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,6010.0,100,-6,193,194,72,64.0,13,387,5,8,,,,3,2.0,2.0,2.0,5.0,,,2.0,4.0,1.0,11.0,,,1.0,7.0,7,13,3.0,16.0,9.0,32,202,,,2.0,1.0,3.0,3.0,11.0,2.0,13.0,6.0,8,6.0,3.0,11.0,1.0,1.0,,1.0,1,,1.0,,,,3,2.0,2.0,4.0,6.0,11,4.0,15,,1,1.0,,1.0,5.0,7,,13.0,10.0,1.0,,3.0,1.0,,,,13.0,72,,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1875,,0.2727272727272727,0.1875,0.5384615384615384,0.3333333333333333,0.39655172413793105,,0.39285714285714285,0.48484848484848486,0.5,0.43333333333333335,0.5517241379310345,0.0625,,18.26923076923077,0.1016949152542373,0.04,0.10810810810810811,0.0625,0.10416666666666667,0.04878048780487805,,0.043478260869565216,0.08333333333333333,0.15789473684210525,0.10344827586206896,,0.27586206896551724,0.625,0.8333333333333334,0.10344827586206896,,,0.06896551724137931,1.0,1.0,0.5,0.1724137931034483,0.4,0.5,1.0,0.3793103448275862,0.09090909090909091,0.09090909090909091,,,,,,,,,,0.2857142857142857,0.5,0.5,0.14285714285714285,0.8275862068965517,0.09090909090909091,0.5328672413793104,0.3755,0.4876892857142857,0.125,0.2,0.0625,0.40625,6.038461538461538,24.625,0.37305699481865284,,,,1.0,2.0,,,2.0,1.0,4.0,1.0,3.0,,1.0,,1.0,1.0,4.0,,1.0,,,0.15384615384615385,0.25,0.8,0.09090909090909091,0.125,,0.0625,0.125,,0.4,,,,,2.0,1.0,0.2,0.1111111111111111,0.058823529411764705,,,,,,,,,,,True,,,,,,,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,7047.0,117,-19,224,226,66,65.0,18,450,4,7,1.0,1.0,2.0,5,1.0,4.0,,2.0,,,,,11.0,25.0,,,3.0,5.0,7,16,11.0,27.0,5.0,52,257,,,2.0,2.0,2.0,3.0,5.0,2.0,15.0,6.0,8,33.0,,25.0,11.0,1.0,4.0,,4,,,1.0,,3.0,8,,3.0,7.0,6.0,13,3.0,16,1.0,2,1.0,1.0,2.0,2.0,11,,5.0,6.0,2.0,,3.0,1.0,,,,15.0,66,2.0,1.0,0.42857142857142855,0.5,1.0,0.4074074074074074,,0.6,0.4074074074074074,0.4375,1.0,0.5465116279069767,0.5,0.9285714285714286,0.5777777777777777,0.5,0.9375,0.627906976744186,0.037037037037037035,0.04,19.10569105691057,0.1,0.04838709677419355,0.175,,0.13,0.031578947368421054,0.047619047619047616,,0.10714285714285714,0.05555555555555555,0.1875,0.045454545454545456,0.16279069767441862,0.5714285714285714,0.5714285714285714,0.11627906976744186,0.4,0.5,0.09302325581395349,0.25,0.25,1.0,0.046511627906976744,,,,0.5813953488372093,0.44,0.4583333333333333,1.0,,,,,,,0.14285714285714285,1.0,,,0.7142857142857143,0.6,0.7906976744186046,0.44,0.515011627906977,0.6438,0.5494857142857142,0.06818181818181818,0.17647058823529413,0.038461538461538464,0.28846153846153844,7.137500000000001,25.28518518518519,0.29464285714285715,1.0,2.0,1.0,2.0,,2.0,,1.0,,,,,,,2.0,,1.0,6.0,,,,0.5,0.0625,,,,0.09090909090909091,,0.14285714285714285,0.125,,0.5,,1.0,0.5,,,,,,,1.0,1.0,0.2,,,,,,,,True,,,,,,,,,
203268,1610612751,Jorge Gutierrez,Jorge Gutierrez,203268,BKN,14642.0,244,-38,469,471,163,137.0,44,940,14,22,4.0,8.0,1.0,5,7.0,15.0,1.0,8.0,,1.0,,3.0,2.0,4.0,,,,2.0,22,42,3.0,12.0,9.0,62,516,,1.0,2.0,5.0,11.0,,5.0,5.0,15.0,34.0,10,9.0,,4.0,2.0,,20.0,10.0,30,6.0,4.0,11.0,2.0,7.0,70,1.0,2.0,6.0,12.0,19,3.0,22,1.0,10,8.0,2.0,8.0,14.0,37,,16.0,12.0,,,2.0,4.0,1.0,,1.0,15.0,163,6.0,3.0,0.7727272727272727,0.8095238095238095,1.0,0.25,,,0.25,0.5238095238095238,0.45454545454545453,0.49074074074074076,0.5,0.3125,0.5166666666666667,0.5,0.39473684210526316,0.2222222222222222,,,13.95793499043977,0.09230769230769231,0.014705882352941176,0.07692307692307693,0.012658227848101266,0.08653846153846154,0.013953488372093023,,0.016666666666666666,0.09302325581395349,0.10416666666666667,0.06451612903225806,0.043478260869565216,0.4074074074074074,0.6363636363636364,0.7368421052631579,0.09259259259259259,0.2,0.25,0.2777777777777778,0.4666666666666667,0.5,0.8571428571428571,0.14814814814814814,0.125,0.125,1.0,0.07407407407407407,0.5,0.5,1.0,0.5,,,,,,0.5,0.5,0.1875,,0.125,,0.6296296296296297,0.5,0.5215259259259261,0.5406,0.56005,0.03571428571428571,0.045454545454545456,0.03225806451612903,0.24193548387096775,8.435714285714285,24.016666666666666,0.34754797441364604,1.0,1.0,1.0,1.0,,2.0,,5.0,1.0,6.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,12.0,1.0,,,1.0,0.11904761904761904,0.13636363636363635,0.42857142857142855,0.058823529411764705,0.022222222222222223,0.021739130434782608,0.07692307692307693,0.125,,0.7142857142857143,1.0,0.5,1.0,,2.0,,,,,,,0.2,2.0,1.0,1.0,0.06666666666666667,,,,True,,,,,,,,,
1718,1610612751,Paul Pierce,Paul Pierce,1718,BKN,2936.0,49,4,91,94,32,27.0,13,185,1,3,,,1.0,3,,1.0,,,,,,,2.0,11.0,,1.0,2.0,5.0,2,7,2.0,11.0,7.0,17,82,,1.0,2.0,,2.0,2.0,5.0,4.0,10.0,2.0,2,6.0,,11.0,2.0,,1.0,2.0,3,,2.0,1.0,,,8,,1.0,2.0,9.0,12,1.0,13,,2,1.0,1.0,1.0,1.0,3,,7.0,12.0,,,5.0,1.0,1.0,,1.0,10.0,32,,1.0,0.5,0.5,1.0,0.18181818181818182,,0.4,0.18181818181818182,0.2857142857142857,,0.2777777777777778,0.5,0.42857142857142855,0.3541666666666667,0.5,0.5,0.6111111111111112,,,23.148148148148145,0.3103448275862069,0.034482758620689655,0.10526315789473684,,0.22916666666666666,0.0196078431372549,,,0.25,0.4,0.14285714285714285,,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.05555555555555555,,,,,,,,0.6111111111111112,0.18181818181818182,0.18181818181818182,1.0,,,,0.5,,,,,,,0.7142857142857143,0.4,0.7777777777777778,0.18181818181818182,0.50995,0.46945000000000003,0.4988142857142857,0.21739130434782608,0.4166666666666667,0.11764705882352941,0.5882352941176471,6.685714285714286,25.46363636363636,0.3516483516483517,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,2.0,,,1.0,1.0,0.2857142857142857,0.6666666666666666,,0.3333333333333333,,0.07692307692307693,0.2727272727272727,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,True,,,,,,,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,4417.0,74,4,137,138,58,60.0,15,275,2,4,,1.0,2.0,10,1.0,6.0,6.0,7.0,1.0,1.0,2.0,2.0,1.0,5.0,,1.0,1.0,4.0,5,20,7.0,12.0,6.0,37,146,1.0,2.0,11.0,1.0,7.0,3.0,6.0,6.0,17.0,2.0,8,18.0,3.0,4.0,1.0,,4.0,2.0,6,2.0,,3.0,,1.0,14,,2.0,5.0,4.0,9,2.0,11,2.0,2,,2.0,3.0,7.0,3,,7.0,7.0,,1.0,,3.0,,,,17.0,58,1.0,3.0,0.2,0.2,0.8571428571428571,0.5833333333333334,0.5,0.5,0.6363636363636364,0.25,0.14285714285714285,0.484375,0.6428571428571429,0.4230769230769231,0.5142857142857142,0.625,0.5,0.375,,,26.923076923076923,0.10526315789473684,0.05405405405405406,0.17857142857142858,,0.13636363636363635,0.031746031746031744,,,0.15384615384615385,0.06666666666666667,0.19047619047619047,0.1111111111111111,0.125,0.5,0.5,0.3125,0.2,0.2,0.1875,0.16666666666666666,0.16666666666666666,,0.21875,0.8571428571428571,0.8571428571428571,1.0,0.15625,0.2,0.2,,0.14285714285714285,1.0,1.0,0.14285714285714285,,,0.07692307692307693,,0.15384615384615385,1.0,0.3076923076923077,0.25,0.5,0.25,0.46600483870967746,0.52597,0.4620708333333334,,,0.2972972972972973,0.4594594594594595,9.870000000000001,26.241666666666664,0.4233576642335766,1.0,3.0,3.0,5.0,2.0,,1.0,,,4.0,3.0,3.0,,1.0,,,3.0,1.0,,,,0.6,,,0.5714285714285714,,,0.13333333333333333,0.1,0.14285714285714285,,0.5,,0.42857142857142855,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,True,,,,,,,,,
1905,1610612751,Andrei Kirilenko,Andrei Kirilenko,1905,BKN,4325.0,72,-8,134,132,24,17.0,17,266,5,8,1.0,2.0,,3,1.0,4.0,,,,,,,,,,,,,6,15,,,2.0,14,145,,,6.0,1.0,4.0,,,,2.0,6.0,6,,,,,,6.0,2.0,8,2.0,,5.0,1.0,,18,1.0,5.0,1.0,4.0,5,6.0,11,1.0,3,3.0,,1.0,1.0,3,,9.0,4.0,,,1.0,1.0,3.0,1.0,3.0,2.0,24,,1.0,0.5,0.75,,,,,,0.4,0.25,0.4,0.5,0.25,0.4117647058823529,0.6,0.2,,,,11.538461538461538,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0625,0.09259259259259259,0.09836065573770492,0.05263157894736842,,,0.07142857142857142,,0.16666666666666666,0.5333333333333333,0.625,0.8333333333333334,0.2,,,0.26666666666666666,0.25,0.25,,,,,,,,,,,,,,,,0.5,0.5,,,,,0.5333333333333333,,0.49826666666666675,0.6025999999999999,0.497525,0.0625,0.0625,0.42857142857142855,0.14285714285714285,6.933333333333334,,0.1791044776119403,2.0,4.0,2.0,4.0,2.0,4.0,,3.0,,,1.0,,,,,,1.0,3.0,,,1.0,0.5,0.2,0.25,,,0.25,0.07142857142857142,0.23076923076923078,0.25,0.3333333333333333,0.6,,1.0,0.5,,,,,0.5,,2.0,,0.3333333333333333,,,2.0,,,,,True,,,,,,,,,
203486,1610612751,Mason Plumlee,Mason Plumlee,203486,BKN,6234.0,104,-4,203,203,80,70.0,23,406,21,26,9.0,11.0,1.0,4,,,,,,,,,,,,,,,22,30,,,13.0,57,216,,,7.0,9.0,11.0,,,4.0,22.0,30.0,14,,,,,,5.0,5.0,10,5.0,,3.0,,2.0,25,1.0,8.0,3.0,15.0,22,9.0,31,2.0,3,2.0,1.0,1.0,9.0,11,,18.0,21.0,3.0,,11.0,1.0,2.0,2.0,2.0,22.0,80,2.0,1.0,0.6818181818181818,0.75,,,,,,0.7333333333333333,0.8181818181818182,0.7333333333333333,0.6,0.8181818181818182,0.7307692307692307,0.5833333333333334,0.8461538461538461,,,,20.600858369098713,0.26785714285714285,0.13793103448275862,0.10344827586206896,0.030303030303030304,0.21176470588235294,0.0989010989010989,0.13333333333333333,0.038461538461538464,0.2222222222222222,0.3684210526315789,0.043478260869565216,0.2857142857142857,0.8666666666666667,0.8076923076923077,0.84,0.13333333333333333,0.25,0.25,,,,,,,,,,,,,,,,,,,1.0,0.8181818181818182,,,,,0.8666666666666667,,0.5794866666666666,0.45980000000000004,0.6083545454545455,0.2894736842105263,0.2894736842105263,0.12280701754385964,0.38596491228070173,2.396666666666667,,0.39408866995073893,3.0,4.0,3.0,5.0,1.0,4.0,,1.0,4.0,8.0,,4.0,,4.0,1.0,2.0,1.0,5.0,,,,0.6,0.03333333333333333,0.038461538461538464,0.8888888888888888,0.36363636363636365,0.22727272727272727,0.047619047619047616,0.21052631578947367,0.3333333333333333,,0.7142857142857143,,0.8,0.75,0.3333333333333333,1.0,,,,,,,,,,,,2.0,1.0,,True,,,,,,,,,
708,1610612751,Kevin Garnett,Kevin Garnett,708,BKN,1290.0,22,-6,41,40,1,,7,81,1,1,,,1.0,3,,3.0,,,,,,,,,,,,,2,7,,,,4,41,,,2.0,,,,,,,,4,,,,,,1.0,1.0,2,1.0,,1.0,,,5,1.0,1.0,3.0,,4,2.0,6,,1,,1.0,2.0,2.0,4,,,,,,,,,,,,1,,,,,,,,,,0.2857142857142857,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,,,,18.0,,0.058823529411764705,0.42857142857142855,0.16666666666666666,0.1875,0.08695652173913043,,0.16666666666666666,,,0.5,,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,0.423,0.5174,,,,0.5,,9.828571428571431,,0.024390243902439025,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,2.0,2.0,,,0.5,,,,1.0,0.16666666666666666,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,
