EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,AtRimAssists,FTDefRebounds,BadPassTurnovers,ShootingFouls,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,PtsUnassisted3s,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,DefCorner3ReboundPct,BlockingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,on,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,HeaveAttempts,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Clear Path Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls,OffFTReboundPct,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,HeaveMakes
101126,1610612743,Nate Robinson,Nate Robinson,101126,DEN,1252.0,21,22.0,41,41,9.0,6,82,2.0,3,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,7,2.0,3.0,12,35,1.0,1.0,1.0,1.0,5.0,4.0,2.0,6.0,1.0,1.0,1.0,5.0,2.0,7.0,1.0,1.0,3.0,2.0,16.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.42857142857142855,1.0,0.6,1.25,0.6,1.25,0.3,0.14285714285714285,0.3333333333333333,22.916666666666668,1.0,0.16666666666666666,0.13333333333333333,0.2222222222222222,0.3,0.6666666666666666,1.0,1.0,0.2,0.5,0.5,0.2,0.2,0.5,0.5,1.0,0.1,1.0,1.0,1.0,0.5,1.0,1.0,0.6,1.0,0.54894,0.523175,0.4166666666666667,8.157142857142857,25.066666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,1771.0,30,,59,61,2.0,6,120,2.0,2,,1.0,2.0,,,,,1.0,1.0,2,5,1.0,1.0,7,61,,,,,,,4.0,3.0,1.0,1.0,,4.0,3.0,7.0,3.0,,1.0,1.0,17.0,3.0,4.0,4.0,,,,1.0,,1.0,1,2.0,,,,1.0,1.0,,1.0,0.4,,0.5833333333333334,,0.5833333333333334,,0.16666666666666666,,,10.44776119402985,1.0,0.17647058823529413,0.14285714285714285,0.23076923076923078,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,0.3333333333333333,,,,,0.16666666666666666,1.0,1.0,1.0,,,,0.5,1.0,0.4886166666666667,,,9.16,25.0,20.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,20.0,1.0,0.3333333333333333,0.625,0.625,0.5,1.0,0.25,1.0,0.25,1.0,0.4941,0.7142857142857143,0.3389830508474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200751,1610612743,Randy Foye,Randy Foye,200751,DEN,3876.0,65,-5.0,131,132,9.0,21,263,3.0,5,,2.0,4.0,2.0,3.0,,1.0,5.0,9.0,5,11,7.0,12.0,32,149,1.0,1.0,,1.0,2.0,4.0,6.0,15.0,9.0,5.0,1.0,8.0,1.0,9.0,1.0,,1.0,,19.0,7.0,8.0,9.0,5.0,4.0,1.0,2.0,,2.0,7,3.0,,0.4,0.4,0.7142857142857143,0.5833333333333334,,0.5833333333333334,0.45454545454545453,1.0,0.6739130434782609,0.5,0.6666666666666666,0.5,0.5217391304347826,0.09090909090909091,,16.99346405228758,1.0,0.15555555555555556,0.14285714285714285,0.1,0.21739130434782608,0.6,0.6,0.3333333333333333,0.08695652173913043,,,0.17391304347826086,0.13043478260869565,0.6666666666666666,0.6666666666666666,1.0,0.391304347826087,0.5555555555555556,0.5555555555555556,0.6,0.5,,,0.7391304347826086,0.5555555555555556,0.4972934782608696,0.333675,0.0625,9.299999999999999,25.108333333333334,19.0,,,,2.0,,,,3.0,1.0,7.0,,2.0,4.0,,,,,1.0,19.0,,,,0.125,,,,,0.6666666666666666,,0.4312,0.03125,0.1450381679389313,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.01818181818181818,0.09090909090909091,0.014492753623188406,0.045454545454545456,0.15384615384615385,0.25,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.041666666666666664,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,4770.0,80,-5.0,162,164,12.0,23,326,13.0,23,4.0,11.0,4.0,,,,,,,17,38,,,35,184,5.0,9.0,,,11.0,22.0,12.0,,,,3.0,2.0,,2.0,,,,,4.0,6.0,7.0,17.0,1.0,1.0,,4.0,2.0,8.0,16,5.0,,0.6470588235294118,0.7857142857142857,,,,,0.4473684210526316,0.5555555555555556,0.4473684210526316,0.5555555555555556,0.4605263157894737,0.6111111111111112,,0.07894736842105263,0.13043478260869565,24.731182795698924,0.5,0.11764705882352941,0.109375,0.08695652173913043,0.6052631578947368,0.5652173913043478,0.65,0.6923076923076923,0.2894736842105263,0.36363636363636365,0.36363636363636365,0.10526315789473684,,,,,,,,,,,,0.6052631578947368,,0.5199815789473685,0.5205714285714286,0.3142857142857143,5.526315789473684,,21.0,,1.0,,,,4.0,,,,2.0,,2.0,9.0,,,7.0,6.0,,21.0,,,,,,0.8571428571428571,0.25,,,,0.46015,,0.12962962962962962,,,1.0,,,8.0,1.0,10.0,1.0,,1.0,,0.12307692307692308,0.07692307692307693,0.12345679012345678,0.12,0.15384615384615385,0.13333333333333333,0.125,,,,,0.02631578947368421,0.02631578947368421,5.0,8.0,1.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,3.0,4.0,1.0,1.0,1.0,0.125,0.1,0.15,0.16666666666666666,0.1111111111111111,0.5,0.8888888888888888,0.625,0.4,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201581,1610612743,JJ Hickson,JJ Hickson,201581,DEN,1166.0,19,6.0,39,39,9.0,7,78,3.0,6,,2.0,2.0,,,,,,,3,10,,,7,39,1.0,2.0,,,2.0,2.0,4.0,,,,1.0,,,,,,,,,2.0,5.0,7.0,,,,,,,2,3.0,,0.3333333333333333,0.5,,,,,0.3,0.5,0.3,0.5,0.3181818181818182,0.5,,0.1,0.16666666666666666,23.913043478260867,,0.11764705882352941,0.22727272727272727,0.16666666666666666,0.6,0.5,0.6,0.3333333333333333,0.2,,,0.2,,,,,,,,,,,,0.6,,0.47224000000000005,0.3704,0.2857142857142857,7.6,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,0.02564102564102564,,,1.0,,,2.0,3.0,2.0,2.0,,1.0,,0.1111111111111111,0.6,0.1,0.25,,0.16666666666666666,0.3333333333333333,,,,,0.09090909090909091,0.09090909090909091,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201589,1610612743,Darrell Arthur,Darrell Arthur,201589,DEN,336.0,6,-3.0,11,12,,1,23,,1,,,1.0,,,,,,,1,2,,,2,14,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1,,,1.0,1.0,,,,,0.5,,0.5,,0.5,,,,,23.076923076923077,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,0.5,,0.44455,0.4751,,11.25,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.18181818181818182,1.0,,,,,1.0,,1.0,,,,,0.2,,0.2,,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,3313.0,55,-10.0,114,115,3.0,15,229,4.0,8,3.0,9.0,4.0,,,,,,,8,21,,,18,133,,2.0,,,,14.0,2.0,,,,2.0,4.0,1.0,5.0,,1.0,,,11.0,7.0,11.0,17.0,2.0,2.0,,1.0,,2.0,3,5.0,,0.875,0.875,,,,,0.38095238095238093,,0.38095238095238093,,0.4090909090909091,,,0.09523809523809523,0.125,18.6046511627907,0.5,0.21875,0.25,0.13333333333333333,0.38095238095238093,0.5,0.5714285714285714,0.75,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.19047619047619047,,,,,,,,,,,,0.38095238095238093,,0.4733714285714286,0.6461,,7.128571428571428,,20.0,1.0,2.0,,,1.0,3.0,,,2.0,4.0,1.0,1.0,1.0,,,1.0,1.0,2.0,20.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,,,0.5797333333333333,0.1111111111111111,0.17543859649122806,1.0,,2.0,,,2.0,3.0,6.0,3.0,,2.0,,0.045454545454545456,0.375,0.10344827586206896,0.0625,,0.5555555555555556,0.4,0.25,0.3333333333333333,1.0,,0.09090909090909091,0.09090909090909091,,1.0,,,4.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,0.2857142857142857,,0.09090909090909091,0.18181818181818182,,1.0,0.5,,,,0.3333333333333333,1.0,0.25,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,1103.0,18,-12.0,37,38,3.0,4,75,3.0,3,,1.0,1.0,,,,,,,3,5,,,7,49,1.0,2.0,,,2.0,2.0,4.0,,,,1.0,1.0,,1.0,,,,,2.0,1.0,2.0,3.0,2.0,2.0,,,,2.0,1,1.0,,0.3333333333333333,0.5,,,,,0.6,0.5,0.6,0.5,0.7,0.5,,0.2,,17.073170731707318,,0.07692307692307693,0.11764705882352941,,0.6,1.0,1.0,0.3333333333333333,0.2,,,0.2,,,,,,,,,,,,0.6,,0.58788,0.5372,0.2857142857142857,5.02,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.06666666666666667,0.25,0.0625,0.2,0.16666666666666666,,0.5,,,,,0.2,0.2,1.0,1.0,,2.0,,,2.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,0.5,1.0,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203095,1610612743,Evan Fournier,Evan Fournier,203095,DEN,636.0,11,12.0,23,24,3.0,3,47,1.0,2,,,,,1.0,,,,,1,2,,1.0,2,18,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,,3.0,,,,,,,1.0,,1.0,1,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,15.384615384615383,1.0,,,,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,0.6514166666666666,,,1.5,23.2,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,3960.0,66,-18.0,137,137,10.0,20,274,4.0,7,,,9.0,,1.0,,,5.0,9.0,9,16,5.0,10.0,40,163,1.0,2.0,,,2.0,6.0,12.0,6.0,9.0,5.0,2.0,5.0,4.0,9.0,3.0,1.0,1.0,,22.0,8.0,10.0,10.0,1.0,1.0,,3.0,1.0,3.0,3,12.0,,0.3333333333333333,0.3333333333333333,0.4,0.5,,0.5,0.5625,0.5,0.6346153846153846,0.5,0.6666666666666666,0.5,0.38461538461538464,0.125,0.2857142857142857,21.153846153846153,1.0,0.18181818181818182,0.17857142857142858,0.11764705882352941,0.2692307692307692,0.5714285714285714,0.8,0.5,,,,0.34615384615384615,0.038461538461538464,,,,0.34615384615384615,0.5555555555555556,0.5555555555555556,0.4,,,,0.6538461538461539,0.5555555555555556,0.5266019230769231,0.4094,0.05,10.10625,25.119999999999997,21.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,11.0,4.0,,2.0,1.0,,,,,11.0,21.0,0.3333333333333333,1.0,0.7,0.7857142857142857,,,0.2,1.0,0.4,0.5,0.48168,0.275,0.15328467153284672,5.0,1.0,7.0,4.0,9.0,,2.0,,9.0,,4.0,,,0.16666666666666666,,,0.38461538461538464,0.07142857142857142,0.25,0.5555555555555556,0.5555555555555556,0.2,0.2,0.13793103448275862,0.21052631578947367,1.0,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,0.5,1.0,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
