EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LostBallTurnovers,ShootingFouls,SecondChanceAtRimFGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,OffThreePtRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,PenaltyFG2M,ThreePtAssists,Arc3Assists,Corner3Assists,PenaltyTurnovers,PenaltyFg2Pct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyArc3FGA,ShortMidRangePctBlocked,PenaltyArc3Frequency,on,PenaltyAtRimFGM,PenaltyAtRimFGA,FTOffRebounds,SelfOReb,BadPassSteals,Clear Path Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LostBallOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,OffensiveGoaltends
201160,1610612740,Jason Smith,Jason Smith,201160,NOP,121.0,2.0,-5.0,5,4.0,4.0,9,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,661.0,11.0,-6.0,23,22.0,19.0,45,31.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,7.0,2.0,8.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.4285714285714285,0.4444444444444444,0.5,38.46153846153846,0.5714285714285714,0.75,0.75,0.3333333333333333,0.4285714285714285,0.5714285714285714,0.5412285714285714,0.2222222222222222,0.2222222222222222,0.25,10.2,0.1739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,773.0,13.0,-10.0,26,25.0,20.0,51,37.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,6.0,,9.0,,,,6.0,,,,,2.0,,,,,3.0,1.0,,,0.5,0.6428571428571429,0.6428571428571429,,30.0,0.1428571428571428,1.0,1.0,,0.2857142857142857,0.2857142857142857,0.4612642857142858,,,,11.85,0.1153846153846153,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1428571428571428,1.0,0.4285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1428571428571428,1.0,1.0,1.0,1.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612740,Al-Farouq Aminu,Al-Farouq Aminu,202329,NOP,419.0,7.0,-12.0,14,14.0,14.0,28,24.0,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,5.88235294117647,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202620,1610612740,Arinze Onuaku,Arinze Onuaku,202620,NOP,1525.0,25.0,-6.0,50,48.0,34.0,98,56.0,3.0,13.0,7.0,1.0,4.0,,1.0,4.0,1.0,3.0,1.0,1.0,,2.0,,,,,1.0,3.0,2.0,,1.0,13.0,1.0,,,0.25,0.25,0.3,0.5,10.16949152542373,1.0,0.25,0.3333333333333333,,,1.0,0.573425,,,0.3333333333333333,1.675,0.26,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,3.0,3.0,1.0,6.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,0.125,0.25,0.25,0.5,0.25,0.1052631578947368,0.3333333333333333,0.2666666666666666,0.1,0.2,0.2,0.5,0.3333333333333333,0.5,1.0,0.5395333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201627,1610612740,Anthony Morrow,Anthony Morrow,201627,NOP,776.0,13.0,4.0,25,23.0,15.0,48,19.0,,9.0,4.0,,,2.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,,,,,,,1.0,1.0,,4.0,9.0,,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,9.67741935483871,,,,,0.6666666666666666,0.3333333333333333,0.4877833333333334,0.3333333333333333,,0.6666666666666666,15.4,0.36,,,1.0,,,1.0,1.0,3.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,0.5,0.5,,,,,,23.5,,,,,,,,,,,,,,,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,0.2222222222222222,,0.5,0.2727272727272727,0.0909090909090909,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.524475,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,689.0,11.0,-2.0,21,21.0,9.0,42,21.0,1.0,1.0,2.0,,1.0,2.0,1.0,4.0,,2.0,,,,2.0,,,3.0,,3.0,1.0,,,,1.0,1.0,,,0.25,0.25,0.25,,28.0,0.25,,,,0.5,0.25,0.43895,,,,12.775,0.0476190476190476,,1.0,1.0,,,,,,,,,,,,,,,,0.25,,,0.5,0.5,,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,0.25,1.0,,0.2,,,0.1666666666666666,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203148,1610612740,Brian Roberts,Brian Roberts,203148,NOP,915.0,15.0,7.0,28,28.0,14.0,56,25.0,1.0,9.0,4.0,,,1.0,2.0,3.0,,4.0,,2.0,2.0,2.0,,,,,1.0,,,,2.0,9.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,12.12121212121212,,,,,0.3333333333333333,,0.4071333333333333,,,0.5,13.466666666666669,0.3214285714285714,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,1.0,3.0,1.0,8.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,0.1111111111111111,,,0.0909090909090909,,,,,,,,,,,,,,2.0,,,,,,,0.5,,,0.3333333333333333,,,,,,,,,0.4059,,,1.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201880,1610612740,Greg Stiemsma,Greg Stiemsma,201880,NOP,39.0,1.0,-1.0,2,1.0,1.0,3,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,1070.0,18.0,-1.0,32,34.0,20.0,66,38.0,1.0,1.0,4.0,5.0,5.0,3.0,6.0,9.0,4.0,16.0,2.0,2.0,6.0,6.0,1.0,1.0,2.0,,2.0,3.0,4.0,2.0,2.0,1.0,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.7272727272727273,1.0,33.333333333333336,0.5555555555555556,1.0,1.0,0.4,0.3333333333333333,0.5555555555555556,0.4667666666666666,0.1818181818181818,0.1818181818181818,0.125,7.899999999999999,0.03125,,1.0,1.0,,,,,,,,,,,,,,,,0.1111111111111111,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,3.0,3.0,,6.0,,,,3.0,1.0,1.0,1.0,3.0,3.0,6.0,,,,,,1.0,,,0.5,0.1666666666666666,0.2142857142857142,0.5,0.25,0.2142857142857142,0.2,0.3333333333333333,,,0.5,1.0,0.5583999999999999,0.375,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,3.0,3.0,6.0,1.0,1.0,1.0,0.1666666666666666,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
