EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,Fg3aBlocked,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,FTDefRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends,Clear Path Fouls,on
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,31056.0,518,62,1063,1050,498.0,412.0,141,2113,14.0,24.0,3.0,5.0,8.0,11.0,1.0,8.0,1.0,4.0,18.0,41.0,2.0,3.0,6.0,15.0,16.0,60.0,3.0,7.0,4.0,17.0,16.0,36.0,34.0,101.0,4.0,138.0,1101,3.0,6.0,5.0,10.0,21.0,9.0,15.0,10.0,32.0,2.0,50.0,16.0,16.0,99.0,3.0,2.0,60.0,16.0,9.0,9.0,3.0,12.0,2.0,1.0,7.0,2.0,27.0,5.0,5.0,1.0,13.0,30.0,43.0,11.0,54.0,2.0,10.0,7.0,3.0,6.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,1.0,3.0,35.0,1.0,59.0,4.0,10.0,1.0,2.0,8.0,3.0,1.0,14.0,6.0,8.0,14.0,10.0,1.0,50.0,491.0,3.0,1.0,0.5,0.5333333333333333,0.9705882352941176,0.33663366336633666,0.5,0.3125,0.33663366336633666,0.4444444444444444,0.5,0.6,0.48905109489051096,0.65625,0.5106382978723404,0.48936170212765956,0.65625,0.5,0.7372262773722628,0.25,0.2916666666666667,0.25,12.234910277324634,0.6666666666666666,0.021739130434782608,0.08695652173913043,0.01858736059479554,0.07386363636363637,0.023696682464454975,0.08253358925143954,0.020833333333333332,0.02112676056338028,0.024096385542168676,0.023809523809523808,0.023255813953488372,0.05154639175257732,0.09821428571428571,0.10294117647058823,0.05970149253731343,0.11904761904761904,0.02564102564102564,0.7142857142857143,0.17518248175182483,0.5833333333333334,0.8235294117647058,0.5,0.058394160583941604,0.125,0.16666666666666666,0.029197080291970802,0.25,0.25,1.0,0.29927007299270075,0.43902439024390244,0.43902439024390244,1.0,0.43795620437956206,0.26666666666666666,0.26666666666666666,0.9375,0.3125,0.6,0.6666666666666666,0.1875,0.6666666666666666,1.0,0.4375,0.42857142857142855,1.0,0.23404255319148937,0.7272727272727273,0.3191489361702128,0.4,0.3617021276595745,0.23529411764705882,0.9124087591240876,0.26666666666666666,0.5511240875912409,0.586255,0.5595095744680852,0.02142857142857143,0.07692307692307693,0.15217391304347827,0.36231884057971014,5.033333333333333,24.561386138613873,0.4684854186265287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200758,1610612745,Ronnie Brewer,Ronnie Brewer,200758,HOU,4903.0,82,-2,162,163,31.0,21.0,14,325,1.0,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,4.0,,2.0,,2.0,179,1.0,1.0,,,2.0,,1.0,,1.0,,,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,5.0,1.0,,,3.0,1.0,4.0,1.0,5.0,,2.0,2.0,,1.0,,1.0,,,,,1.0,,,2.0,,4.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,31.0,1.0,,1.0,1.0,,,,,,0.25,1.0,,0.16666666666666666,1.0,,0.16666666666666666,1.0,,0.3333333333333333,,,,3.9548022598870056,1.0,,0.016666666666666666,,0.10714285714285714,0.047619047619047616,0.045454545454545456,0.015384615384615385,,,0.06666666666666667,,0.05555555555555555,,,0.08695652173913043,0.2,,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,,,,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.6666666666666666,,0.5840416666666667,0.6972,0.51,,,1.0,,6.075,23.95,0.19135802469135801,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,17156.0,286,8,565,558,260.0,190.0,74,1123,7.0,22.0,,1.0,4.0,12.0,9.0,20.0,3.0,8.0,5.0,12.0,,1.0,2.0,6.0,13.0,40.0,,2.0,6.0,20.0,19.0,50.0,18.0,52.0,11.0,103.0,594,1.0,3.0,,3.0,4.0,8.0,22.0,8.0,26.0,7.0,47.0,8.0,30.0,42.0,12.0,,36.0,12.0,3.0,12.0,11.0,23.0,6.0,5.0,8.0,3.0,57.0,4.0,5.0,2.0,5.0,7.0,12.0,11.0,23.0,2.0,8.0,5.0,3.0,12.0,4.0,8.0,7.0,,4.0,1.0,19.0,,8.0,10.0,,29.0,,12.0,1.0,2.0,14.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,,47.0,258.0,5.0,2.0,0.21052631578947367,0.21052631578947367,0.7777777777777778,0.34615384615384615,,0.3076923076923077,0.3469387755102041,0.38,0.3333333333333333,0.36363636363636365,0.45098039215686275,0.16666666666666666,0.4166666666666667,0.4724770642201835,0.2857142857142857,0.4519230769230769,0.5098039215686274,0.06,0.13636363636363635,,19.541984732824428,0.631578947368421,0.07692307692307693,0.03954802259887006,0.034722222222222224,0.05813953488372093,0.03333333333333333,0.045627376425855515,0.03409090909090909,0.030303030303030304,0.05660377358490566,0.03225806451612903,0.037037037037037035,0.047619047619047616,0.06349206349206349,0.013888888888888888,0.06349206349206349,0.043478260869565216,0.03636363636363636,0.3333333333333333,0.21568627450980393,0.3181818181818182,0.3684210526315789,0.2857142857142857,0.19607843137254902,0.45,0.45,0.0784313725490196,0.375,0.375,0.3333333333333333,0.11764705882352941,0.4166666666666667,0.4166666666666667,1.0,0.39215686274509803,0.325,0.3333333333333333,0.6923076923076923,0.16666666666666666,,,0.16666666666666666,,,0.3333333333333333,,,0.25,0.3333333333333333,0.125,0.3333333333333333,0.4166666666666667,0.3,0.7254901960784313,0.3333333333333333,0.4856909090909091,0.40542,0.47382555555555556,0.04672897196261682,0.09090909090909091,0.038834951456310676,0.4563106796116505,6.138000000000001,26.357692307692307,0.46017699115044247,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.019230769230769232,0.025,0.1111111111111111,,,,,,,,,,,,,,,,,,,,True
201935,1610612745,James Harden,James Harden,201935,HOU,166659.0,2778,409,5598,5571,2034.0,1491.0,684,11169,226.0,368.0,19.0,34.0,93.0,148.0,62.0,153.0,84.0,201.0,12.0,33.0,4.0,10.0,2.0,10.0,165.0,450.0,17.0,42.0,67.0,187.0,372.0,722.0,177.0,483.0,576.0,1851.0,5931,33.0,62.0,21.0,52.0,164.0,159.0,298.0,69.0,197.0,259.0,784.0,166.0,578.0,312.0,219.0,22.0,449.0,165.0,58.0,295.0,151.0,446.0,101.0,50.0,240.0,39.0,1043.0,19.0,38.0,4.0,100.0,168.0,283.0,61.0,344.0,27.0,115.0,74.0,41.0,169.0,31.0,106.0,96.0,12.0,63.0,16.0,265.0,20.0,99.0,55.0,9.0,177.0,7.0,426.0,6.0,13.0,665.0,253.0,51.0,17.0,7.0,7.0,29.0,18.0,4.0,772.0,2014.0,24.0,33.0,0.22311827956989247,0.2299168975069252,0.5875706214689266,0.36645962732919257,0.40384615384615385,0.350253807106599,0.36721991701244816,0.5152354570637119,0.532258064516129,0.5335570469798657,0.529045643153527,0.5657894736842105,0.5303030303030303,0.6120805369127517,0.6037037037037037,0.6180223285486444,0.4008298755186722,0.08033240997229917,0.125,0.0718954248366013,27.41077019411396,0.6377358490566037,0.01532567049808429,0.08704663212435233,0.0264808362369338,0.11655011655011654,0.020191285866099893,0.09612625538020086,0.023989898989898988,0.027737226277372264,0.03441295546558704,0.0223463687150838,0.013333333333333334,0.06044905008635579,0.08588957055214724,0.11015736766809728,0.11726384364820847,0.11475409836065574,0.04671280276816609,0.6206896551724138,0.3053941908713693,0.6141304347826086,0.7018633540372671,0.3141592920353982,0.12697095435684647,0.40522875816993464,0.43661971830985913,0.16680497925311202,0.417910447761194,0.42,0.09523809523809523,0.027385892116182572,0.36363636363636365,0.375,0.4166666666666667,0.37344398340248963,0.36666666666666664,0.36830357142857145,0.6,0.2982456140350877,0.5588235294117647,0.21052631578947367,0.08771929824561403,0.4,0.25,0.3684210526315789,0.40476190476190477,0.7058823529411765,0.298989898989899,0.6283783783783784,0.020202020202020204,0.2,0.37777777777777777,0.3582887700534759,0.7062240663900415,0.3674832962138085,0.5233019933554818,0.5207529411764708,0.5063630566801619,0.19249478804725503,0.2708779443254818,0.08860075634792004,0.4235548352242031,7.553185595567865,25.527122153209103,0.3633440514469453,16.0,35.0,,1.0,3.0,13.0,19.0,6.0,20.0,0.006211180124223602,0.0044444444444444444,0.06451612903225806,15.0,1.0,41.0,2.0,33.0,24.0,12.0,5.0,7.0,3.0,0.004975124378109453,0.030303030303030304,0.1,0.0078125,0.047524752475247525,,,,,True
203093,1610612745,Terrence Jones,Terrence Jones,203093,HOU,94697.0,1578,168,3145,3147,824.0,630.0,374,6292,226.0,325.0,53.0,85.0,46.0,65.0,47.0,127.0,11.0,34.0,5.0,23.0,,3.0,1.0,2.0,15.0,55.0,,3.0,3.0,12.0,284.0,486.0,20.0,78.0,76.0,704.0,3428,60.0,105.0,,6.0,125.0,57.0,91.0,4.0,14.0,20.0,146.0,366.0,202.0,51.0,9.0,76.0,55.0,15.0,53.0,36.0,24.0,60.0,19.0,5.0,34.0,2.0,144.0,34.0,87.0,8.0,77.0,204.0,290.0,129.0,419.0,8.0,42.0,27.0,15.0,32.0,2.0,15.0,21.0,4.0,17.0,6.0,53.0,4.0,10.0,54.0,1.0,108.0,8.0,102.0,5.0,3.0,122.0,67.0,7.0,67.0,41.0,18.0,79.0,47.0,3.0,144.0,818.0,13.0,7.0,0.6443661971830986,0.7439024390243902,0.85,0.2564102564102564,,0.2857142857142857,0.2564102564102564,0.5843621399176955,0.5714285714285714,0.6263736263736264,0.5567375886524822,0.5405405405405406,0.6,0.5751633986928104,0.5341880341880342,0.6186440677966102,0.13829787234042554,0.10905349794238683,0.12,0.11023622047244094,18.6013986013986,0.6037735849056604,0.052980132450331126,0.18214285714285713,0.10271546635182999,0.16666666666666666,0.07010309278350516,0.17762326169405815,0.09084084084084085,0.10741687979539642,0.11935483870967742,0.0673854447439353,0.07894736842105263,0.15606936416184972,0.19726027397260273,0.19070904645476772,0.16875,0.1619718309859155,0.039603960396039604,0.5949367088607594,0.5762411347517731,0.6953846153846154,0.7902097902097902,0.6769911504424779,0.225177304964539,0.3700787401574803,0.415929203539823,0.06028368794326241,0.3235294117647059,0.3235294117647059,0.8181818181818182,0.040780141843971635,0.21739130434782608,0.21739130434782608,1.0,0.0975177304964539,0.2727272727272727,0.2727272727272727,0.8,0.7657657657657657,0.6235294117647059,0.18867924528301888,0.02702702702702703,,,0.02702702702702703,,,0.6190476190476191,0.7076923076923077,0.01904761904761905,0.5,0.11428571428571428,0.25,0.7145390070921985,0.2727272727272727,0.5472802841918294,0.5277294117647059,0.5492788461538463,0.11074380165289256,0.127134724857685,0.17755681818181818,0.20738636363636365,4.068518518518519,25.073076923076922,0.26200317965023845,,5.0,,,,3.0,3.0,4.0,2.0,,,0.44680851063829785,9.0,1.0,26.0,,,,12.0,10.0,2.0,8.0,,,0.1323529411764706,0.0547945205479452,,2.0,1.0,,,True
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,74747.0,1246,263,2443,2435,680.0,515.0,317,4878,40.0,78.0,11.0,19.0,11.0,19.0,27.0,59.0,5.0,17.0,29.0,86.0,1.0,10.0,9.0,19.0,36.0,97.0,2.0,5.0,4.0,23.0,72.0,154.0,65.0,183.0,58.0,397.0,2600,14.0,26.0,3.0,15.0,46.0,23.0,40.0,13.0,42.0,41.0,126.0,30.0,114.0,186.0,9.0,14.0,97.0,36.0,14.0,59.0,37.0,96.0,28.0,9.0,49.0,8.0,229.0,32.0,21.0,,25.0,52.0,81.0,53.0,134.0,7.0,46.0,31.0,15.0,22.0,3.0,17.0,15.0,3.0,5.0,2.0,37.0,1.0,6.0,45.0,4.0,130.0,6.0,72.0,2.0,14.0,71.0,19.0,15.0,17.0,8.0,5.0,17.0,10.0,,123.0,670.0,8.0,12.0,0.20833333333333334,0.23076923076923078,0.9538461538461539,0.3551912568306011,0.2,0.30952380952380953,0.3551912568306011,0.4675324675324675,0.5384615384615384,0.575,0.5029673590504451,0.45121951219512196,0.5182926829268293,0.5364864864864864,0.5111111111111111,0.6,0.543026706231454,0.09090909090909091,0.14102564102564102,0.05084745762711865,14.453125,0.5945945945945946,,0.059907834101382486,0.032507739938080496,0.07204610951008646,0.07881773399014778,0.06337448559670782,0.05038022813688213,0.03691275167785235,0.02109704641350211,0.09121621621621621,0.045454545454545456,0.08076923076923077,0.039735099337748346,0.06209150326797386,0.07228915662650602,0.07142857142857142,0.03910614525139665,0.5882352941176471,0.2314540059347181,0.5128205128205128,0.5970149253731343,0.325,0.17507418397626112,0.4576271186440678,0.48214285714285715,0.050445103857566766,0.29411764705882354,0.29411764705882354,0.2,0.2551928783382789,0.3372093023255814,0.3411764705882353,1.0,0.2878338278931751,0.3711340206185567,0.3711340206185567,0.9166666666666666,0.4634146341463415,0.5789473684210527,0.2727272727272727,0.24390243902439024,0.1,1.0,0.12195121951219512,0.4,0.5,0.23170731707317074,0.5789473684210527,0.23170731707317074,0.47368421052631576,0.2804878048780488,0.17391304347826086,0.7744807121661721,0.3711340206185567,0.5337720895522389,0.5513716666666666,0.48644135802469135,0.059154929577464786,0.11176470588235295,0.11586901763224182,0.31738035264483627,6.021428571428571,24.487978142076503,0.2783462955382726,2.0,9.0,,,1.0,2.0,5.0,4.0,1.0,0.00546448087431694,,0.037037037037037035,4.0,,3.0,,,2.0,,,,4.0,,0.011627906976744186,0.07692307692307693,0.04504504504504504,0.010810810810810811,,,,,True
2730,1610612745,Dwight Howard,Dwight Howard,2730,HOU,115908.0,1932,327,3845,3830,1264.0,857.0,482,7675,304.0,430.0,72.0,104.0,85.0,112.0,74.0,187.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,378.0,619.0,2.0,4.0,268.0,1030.0,4033,80.0,119.0,1.0,1.0,221.0,105.0,152.0,1.0,2.0,150.0,363.0,396.0,360.0,6.0,,118.0,,,63.0,55.0,35.0,90.0,27.0,8.0,47.0,3.0,215.0,57.0,123.0,5.0,154.0,336.0,524.0,185.0,709.0,11.0,46.0,27.0,19.0,79.0,12.0,31.0,99.0,4.0,48.0,18.0,178.0,20.0,49.0,84.0,3.0,192.0,30.0,368.0,32.0,,498.0,173.0,94.0,100.0,48.0,50.0,101.0,67.0,16.0,360.0,1254.0,13.0,41.0,0.5238095238095238,0.6206896551724138,1.0,0.5,1.0,0.5,0.6666666666666666,0.6106623586429726,0.6722689075630253,0.6907894736842105,0.6115569823434992,0.6791666666666667,0.6915584415584416,0.6023391812865497,0.6350574712643678,0.6390845070422535,0.006420545746388443,0.10177705977382875,0.11627906976744186,0.06951871657754011,23.422605537902857,0.4438202247191011,0.024390243902439025,0.24633431085043989,0.12337011033099297,0.2558139534883721,0.09375,0.24923702950152593,0.11214953271028037,0.15086206896551724,0.10803324099722991,0.09170305676855896,0.1,0.2133676092544987,0.2606837606837607,0.2583826429980276,0.25,0.2710843373493976,0.06179775280898876,0.6633663366336634,0.6902086677367576,0.7069767441860465,0.8,0.5986842105263158,0.3001605136436597,0.39572192513368987,0.42528735632183906,0.0032102728731942215,,,,0.004815409309791332,0.6666666666666666,0.6666666666666666,1.0,0.0016051364365971107,,,,0.8666666666666667,0.6923076923076923,0.125,0.008333333333333333,1.0,1.0,,,,0.7272727272727273,0.7589285714285714,0.012987012987012988,0.5,,,0.6966292134831461,,0.5372150321543407,0.5500391304347826,0.5478506493506493,0.22733245729303547,0.2285336856010568,0.2145631067961165,0.3524271844660194,3.1368336025848147,30.575000000000003,0.32873862158647593,5.0,58.0,,1.0,,9.0,34.0,,3.0,,,0.21621621621621623,34.0,6.0,35.0,,,,1.0,1.0,,2.0,,,0.3655913978494624,0.08139534883720931,,18.0,9.0,2.0,,True
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,80404.0,1340,193,2754,2748,1185.0,817.0,315,5502,82.0,137.0,7.0,10.0,30.0,50.0,22.0,71.0,23.0,56.0,14.0,34.0,,,6.0,10.0,35.0,112.0,2.0,8.0,16.0,48.0,127.0,264.0,49.0,146.0,133.0,534.0,2888,10.0,19.0,2.0,8.0,39.0,45.0,98.0,22.0,58.0,91.0,247.0,86.0,168.0,129.0,18.0,2.0,112.0,35.0,27.0,124.0,58.0,182.0,44.0,14.0,100.0,21.0,422.0,17.0,6.0,1.0,34.0,49.0,86.0,24.0,110.0,4.0,44.0,26.0,18.0,67.0,17.0,45.0,40.0,7.0,22.0,3.0,107.0,10.0,45.0,56.0,4.0,118.0,1.0,141.0,7.0,9.0,164.0,55.0,31.0,15.0,10.0,5.0,16.0,7.0,,236.0,1167.0,13.0,25.0,0.33858267716535434,0.3412698412698413,0.8775510204081632,0.3356164383561644,0.25,0.3793103448275862,0.3356164383561644,0.4810606060606061,0.5263157894736842,0.45918367346938777,0.48902439024390243,0.48148148148148145,0.5,0.5471311475409836,0.5909090909090909,0.5853080568720379,0.35609756097560974,0.10227272727272728,0.10218978102189781,0.18309859154929578,19.088867500802053,0.6261682242990654,0.007246376811594203,0.052406417112299465,0.008683068017366137,0.07472527472527472,0.03854875283446712,0.05971223021582734,0.020318021201413426,0.011869436201780416,0.004545454545454545,0.04297994269340974,0.021739130434782608,0.053003533568904596,0.046583850931677016,0.05757575757575758,0.06116207951070336,0.109375,0.02,0.4375,0.33414634146341465,0.5985401459854015,0.6666666666666666,0.3780487804878049,0.17317073170731706,0.30985915492957744,0.3793103448275862,0.13658536585365855,0.4107142857142857,0.4107142857142857,0.391304347826087,0.08292682926829269,0.4117647058823529,0.4117647058823529,1.0,0.2731707317073171,0.3125,0.3125,0.8285714285714286,0.37037037037037035,0.7,0.2857142857142857,,,,0.2962962962962963,0.25,1.0,0.32051282051282054,0.6,0.0641025641025641,0.6,0.3076923076923077,0.3333333333333333,0.6902439024390243,0.3125,0.5103876829268293,0.4220366666666667,0.49228878205128196,0.12035010940919037,0.17684887459807075,0.07303370786516854,0.46254681647940077,7.0704545454545435,25.00890410958904,0.43028322440087147,3.0,13.0,,,,6.0,3.0,6.0,8.0,,,0.13636363636363635,3.0,1.0,8.0,,,,1.0,1.0,,,,,0.036585365853658534,0.007462686567164179,,,1.0,,,True
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,37128.0,619,25,1265,1270,443.0,384.0,144,2535,60.0,101.0,22.0,37.0,20.0,29.0,4.0,14.0,,2.0,,,,,,,,,,,,,64.0,117.0,,,53.0,181.0,1355,23.0,40.0,,,59.0,21.0,34.0,,,19.0,61.0,84.0,44.0,,,32.0,,,16.0,7.0,6.0,13.0,5.0,1.0,5.0,1.0,32.0,17.0,44.0,,58.0,109.0,179.0,61.0,240.0,6.0,9.0,6.0,3.0,9.0,1.0,3.0,25.0,2.0,6.0,4.0,34.0,1.0,14.0,32.0,1.0,61.0,7.0,56.0,7.0,,88.0,42.0,4.0,22.0,14.0,8.0,22.0,15.0,1.0,61.0,441.0,7.0,4.0,0.65625,0.875,,,,,,0.5470085470085471,0.575,0.6176470588235294,0.5470085470085471,0.575,0.6176470588235294,0.5691823899371069,0.5462962962962963,0.5865384615384616,,0.13675213675213677,0.12871287128712872,0.21428571428571427,13.477653631284916,0.2647058823529412,,0.26265060240963856,0.1317365269461078,0.3005181347150259,0.07264957264957266,0.2746710526315789,0.1073943661971831,0.12568306010928962,0.1511627906976744,0.058823529411764705,0.1276595744680851,0.25396825396825395,0.2867647058823529,0.24836601307189543,0.28888888888888886,0.3275862068965517,0.16666666666666666,0.6818181818181818,0.8632478632478633,0.594059405940594,0.6818181818181818,0.65,0.11965811965811966,0.2857142857142857,0.36363636363636365,0.017094017094017096,,,,,,,,,,,,0.925,0.5945945945945946,0.18181818181818182,,,,,,,0.8529411764705882,0.6896551724137931,,,,,0.8632478632478633,,0.5653076923076924,0.546834375,0.5498558823529412,0.2709677419354839,0.2709677419354839,0.3259668508287293,0.3370165745856354,2.646153846153846,,0.350197628458498,1.0,13.0,,,,,10.0,,4.0,,,0.75,12.0,,4.0,,,,,,,,,,0.3333333333333333,0.12307692307692308,,,5.0,2.0,,True
201956,1610612745,Omri Casspi,Omri Casspi,201956,HOU,36999.0,617,181,1283,1261,661.0,473.0,178,2544,29.0,52.0,5.0,9.0,17.0,26.0,15.0,38.0,1.0,10.0,5.0,20.0,1.0,5.0,3.0,8.0,22.0,66.0,4.0,6.0,6.0,32.0,45.0,100.0,27.0,86.0,36.0,207.0,1268,6.0,13.0,5.0,11.0,32.0,24.0,47.0,9.0,40.0,27.0,102.0,60.0,30.0,69.0,12.0,8.0,66.0,22.0,11.0,23.0,12.0,35.0,8.0,4.0,19.0,1.0,82.0,16.0,11.0,6.0,22.0,65.0,98.0,33.0,131.0,3.0,24.0,14.0,10.0,19.0,2.0,13.0,11.0,1.0,6.0,4.0,30.0,1.0,15.0,27.0,3.0,44.0,1.0,40.0,10.0,,53.0,18.0,11.0,8.0,5.0,3.0,9.0,3.0,1.0,102.0,661.0,3.0,11.0,0.6666666666666666,0.7317073170731707,0.8518518518518519,0.313953488372093,0.45454545454545453,0.225,0.313953488372093,0.45,0.46153846153846156,0.5106382978723404,0.4596774193548387,0.5625,0.43103448275862066,0.4928571428571429,0.5714285714285714,0.4811320754716981,0.46236559139784944,0.11,0.11538461538461539,0.10526315789473684,16.139878950907868,0.6333333333333333,0.09230769230769231,0.1434878587196468,0.03691275167785235,0.11518324607329843,0.06201550387596899,0.13509316770186336,0.048561151079136694,0.040268456375838924,0.041666666666666664,0.06467661691542288,0.05263157894736842,0.1437908496732026,0.14556962025316456,0.14084507042253522,0.11510791366906475,0.11538461538461539,0.029411764705882353,0.3333333333333333,0.27956989247311825,0.5576923076923077,0.6304347826086957,0.6206896551724138,0.20430107526881722,0.39473684210526316,0.4411764705882353,0.053763440860215055,0.1,0.1111111111111111,1.0,0.10752688172043011,0.25,0.25,1.0,0.3548387096774194,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.375,0.5555555555555556,0.2,0.20833333333333334,0.2,1.0,0.25,0.6666666666666666,0.75,0.2988505747126437,0.6538461538461539,0.09195402298850575,0.375,0.367816091954023,0.1875,0.7419354838709677,0.3333333333333333,0.5210776881720428,0.5507153846153846,0.527662643678161,0.09045226130653267,0.1592920353982301,0.15458937198067632,0.4927536231884058,5.581000000000002,24.79767441860465,0.5151987529228371,3.0,5.0,,,,1.0,,2.0,2.0,,,0.7333333333333333,11.0,,5.0,,,,1.0,1.0,,,0.1,,0.2558139534883721,0.018867924528301886,,,,,,True
