EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,OffAtRimReboundPct,DefArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,Charge Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,Corner3PctBlocked,Technical Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,4797.0,80,-28,176,176,101,57,20.0,352,9.0,13.0,2.0,3.0,7.0,11.0,8.0,16.0,6.0,12.0,4.0,11.0,1.0,1.0,7.0,23.0,41.0,4.0,11.0,18.0,76.0,237,3.0,5.0,1.0,6.0,14.0,28.0,1.0,7.0,13.0,44.0,8.0,38.0,6.0,6.0,2.0,11.0,4.0,4.0,1.0,17.0,9.0,26.0,7.0,2.0,15.0,2.0,61.0,3.0,1.0,4.0,5.0,3.0,8.0,1.0,7.0,2.0,5.0,2.0,2.0,9.0,4.0,4.0,8.0,1.0,15.0,1.0,21.0,2.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0,101,3.0,1.0,0.17391304347826086,0.18181818181818182,0.5,0.36363636363636365,0.14285714285714285,0.36363636363636365,0.5609756097560976,0.6,0.5,0.5576923076923077,0.5,0.44285714285714284,0.6229508196721312,0.5,0.5238095238095238,0.21153846153846154,0.09090909090909091,0.0975609756097561,0.07692307692307693,0.1875,0.09090909090909091,35.175879396984925,0.7777777777777778,0.09523809523809523,0.06976744186046512,0.04,0.07462686567164178,0.0379746835443038,0.16666666666666666,0.09090909090909091,0.13333333333333333,0.1111111111111111,0.05,1.0,0.25,0.6923076923076923,0.75,0.1111111111111111,0.3076923076923077,0.5,0.6153846153846154,0.125,0.23076923076923078,0.5,0.5,0.3333333333333333,0.21153846153846154,0.36363636363636365,0.4,0.5,0.5,0.6666666666666666,0.5,0.16666666666666666,0.3142857142857143,0.6363636363636364,0.2,0.14285714285714285,0.46153846153846156,0.36363636363636365,0.46456249999999993,0.5567375,0.47057142857142853,0.18333333333333332,0.20408163265306123,0.09090909090909091,0.07894736842105263,0.5789473684210527,8.514634146341464,26.59090909090909,0.5738636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,3121.0,52,-33,110,112,53,34,12.0,222,13.0,15.0,2.0,2.0,6.0,7.0,1.0,2.0,,,,,,,,14.0,17.0,,,1.0,29.0,162,2.0,2.0,,4.0,7.0,8.0,,,,14.0,24.0,4.0,,,2.0,,,2.0,,3.0,2.0,5.0,2.0,,,2.0,12.0,2.0,1.0,3.0,4.0,2.0,6.0,,2.0,,1.0,,1.0,2.0,2.0,2.0,2.0,,6.0,,4.0,2.0,,3.0,,,,,2.0,,14.0,53,,,0.8571428571428571,0.9230769230769231,,,,,0.8235294117647058,1.0,0.875,0.8235294117647058,1.0,0.875,0.8055555555555556,1.0,0.875,,,0.11764705882352941,0.13333333333333333,,,16.39344262295082,1.0,0.11538461538461539,0.08333333333333333,0.058823529411764705,0.09302325581395349,0.04081632653061224,0.1,0.07692307692307693,0.2222222222222222,,,,0.8823529411764706,0.8666666666666667,1.0,0.8461538461538461,0.11764705882352941,0.5,0.5,1.0,,,,,,,,,1.0,1.0,0.5,,0.875,0.8571428571428571,,,0.8823529411764706,,0.5384176470588234,0.64245,0.5455874999999999,0.16666666666666666,0.16666666666666666,,0.13793103448275862,0.4827586206896552,2.552941176470588,,0.4818181818181818,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.1111111111111111,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628983,1610612746,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,LAC,4800.0,80,-10,166,165,37,17,18.0,331,6.0,10.0,,,1.0,1.0,2.0,4.0,5.0,6.0,7.0,12.0,1.0,2.0,4.0,13.0,20.0,7.0,12.0,4.0,51.0,203,2.0,2.0,1.0,7.0,3.0,3.0,2.0,4.0,,12.0,10.0,16.0,21.0,,,11.0,7.0,2.0,,5.0,7.0,12.0,6.0,1.0,2.0,,31.0,,3.0,3.0,6.0,1.0,7.0,,2.0,,1.0,1.0,1.0,3.0,,3.0,6.0,,8.0,,6.0,,,3.0,,,1.0,1.0,2.0,1.0,12.0,37,1.0,,0.38461538461538464,0.38461538461538464,1.0,0.5833333333333334,0.5,0.6363636363636364,0.65,1.0,1.0,0.734375,1.1666666666666667,0.8571428571428571,0.7285714285714285,1.1666666666666667,0.8571428571428571,0.375,,0.1,0.2,,,20.652173913043477,0.6666666666666666,0.075,,0.0967741935483871,0.08450704225352113,0.0136986301369863,,,,,,0.5,0.3125,0.6,0.75,0.3333333333333333,0.125,0.5,0.5,,0.1875,0.8333333333333334,0.8333333333333334,0.6,0.375,0.5833333333333334,0.5833333333333334,1.0,,,,0.3333333333333333,0.14285714285714285,1.0,0.5714285714285714,0.5,0.6875,0.6363636363636364,0.49393064516129037,0.44106666666666666,0.5164333333333334,0.08571428571428572,0.13043478260869565,,0.13725490196078433,0.23529411764705882,7.984999999999999,29.258333333333336,0.22289156626506024,3.0,1.0,1.0,,,1.0,1.0,,0.10344827586206896,1.0,1.0,1.0,1.0,1.0,1.0,0.02857142857142857,0.03225806451612903,0.21428571428571427,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629013,1610612746,Landry Shamet,Landry Shamet,1629013,LAC,6107.0,102,26,213,209,67,31,24.0,422,1.0,3.0,,,,,2.0,3.0,,,4.0,14.0,3.0,,2.0,3.0,6.0,6.0,18.0,10.0,34.0,244,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,4.0,6.0,4.0,2.0,18.0,,,14.0,4.0,2.0,,4.0,2.0,6.0,2.0,,3.0,1.0,14.0,,1.0,5.0,6.0,,6.0,,1.0,,,1.0,1.0,2.0,,4.0,8.0,,8.0,2.0,10.0,,,,2.0,2.0,,,,,6.0,67,,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.5,1.0,1.0,0.5,0.25,0.25,0.6071428571428571,0.25,0.5,0.75,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,12.448132780082986,0.5,0.09615384615384616,,0.024390243902439025,0.06451612903225806,,,0.058823529411764705,0.14285714285714285,,,,0.125,0.3333333333333333,0.5,1.0,0.125,0.6666666666666666,1.0,0.5,,,,,0.5833333333333334,0.2857142857142857,0.2857142857142857,1.0,,,,0.75,,,0.5,,0.875,0.2857142857142857,0.5264624999999999,0.5135666666666666,0.48586250000000003,0.07692307692307693,,0.1,0.058823529411764705,0.17647058823529413,5.8500000000000005,25.58888888888889,0.3145539906103286,,1.0,1.0,,,,,,0.029411764705882353,,,,,,,,,0.07142857142857142,,,2.0,4.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203210,1610612746,JaMychal Green,JaMychal Green,203210,LAC,8445.0,141,-18,298,299,117,65,33.0,597,8.0,14.0,1.0,5.0,4.0,7.0,1.0,3.0,2.0,3.0,10.0,17.0,1.0,6.0,8.0,11.0,20.0,12.0,23.0,8.0,66.0,375,1.0,5.0,1.0,5.0,5.0,10.0,7.0,10.0,5.0,36.0,18.0,4.0,36.0,,2.0,17.0,10.0,6.0,,2.0,3.0,5.0,2.0,1.0,1.0,,13.0,2.0,11.0,12.0,26.0,6.0,32.0,,2.0,1.0,1.0,9.0,1.0,11.0,2.0,8.0,22.0,2.0,10.0,,10.0,,,3.0,,2.0,,,,,36.0,117,3.0,2.0,0.8181818181818182,0.9,1.0,0.5217391304347826,0.7,0.5217391304347826,0.55,0.2,0.5,0.6744186046511628,0.4166666666666667,0.775,0.6875,0.4166666666666667,0.782608695652174,0.5348837209302325,,0.3,0.35714285714285715,0.3333333333333333,,17.664670658682635,0.18181818181818182,0.15789473684210525,0.03076923076923077,0.22,0.18253968253968253,0.03816793893129771,,0.12903225806451613,0.25925925925925924,0.2,,,0.32558139534883723,0.5714285714285714,0.8888888888888888,0.75,0.06976744186046512,0.3333333333333333,0.5,1.0,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.3953488372093023,0.5882352941176471,0.5882352941176471,1.0,0.8333333333333334,0.2,,0.16666666666666666,0.35,0.5714285714285714,0.4,0.75,0.8604651162790697,0.5882352941176471,0.5284383720930232,0.48410000000000003,0.5236075,0.06521739130434782,0.13043478260869565,,0.07575757575757576,0.5454545454545454,5.05,25.31739130434783,0.3926174496644295,1.0,4.0,3.0,1.0,2.0,,,0.03571428571428571,0.225,1.0,1.0,,3.0,,1.0,0.045454545454545456,0.05454545454545454,0.05555555555555555,1.0,1.0,2.0,6.0,2.0,1.0,0.13953488372093023,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.07142857142857142,0.5,,,,,,,,,,True,,,,,,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,6161.0,103,1,220,217,74,43,21.0,437,3.0,5.0,1.0,1.0,,1.0,1.0,4.0,,,9.0,17.0,1.0,1.0,6.0,4.0,9.0,9.0,18.0,2.0,37.0,267,1.0,1.0,1.0,5.0,,1.0,1.0,6.0,1.0,4.0,2.0,6.0,21.0,6.0,2.0,17.0,9.0,1.0,,10.0,10.0,20.0,10.0,,4.0,3.0,50.0,1.0,19.0,10.0,29.0,5.0,34.0,1.0,2.0,,2.0,4.0,,6.0,1.0,2.0,11.0,,9.0,2.0,3.0,1.0,,1.0,,1.0,,,5.0,4.0,4.0,74,1.0,2.0,0.25,0.3333333333333333,0.7777777777777778,0.5,0.16666666666666666,0.5,0.4444444444444444,1.0,,0.6481481481481481,1.25,0.21428571428571427,0.6607142857142857,1.25,0.25,0.6666666666666666,,0.1111111111111111,,0.25,,13.821138211382115,0.3333333333333333,0.18181818181818182,0.020833333333333332,0.5135135135135135,0.31521739130434784,0.052083333333333336,,0.2,0.2631578947368421,0.5,0.08333333333333333,0.8,0.18518518518518517,0.6,0.6,,0.14814814814814814,0.25,0.3333333333333333,1.0,,,,,0.6296296296296297,0.5294117647058824,0.5294117647058824,0.7777777777777778,0.5,1.0,,0.5,0.14285714285714285,,0.8571428571428571,0.16666666666666666,0.8518518518518519,0.5294117647058824,0.5172,0.60465,0.5279714285714285,0.037037037037037035,0.1111111111111111,,0.13513513513513514,0.10810810810810811,5.433333333333334,26.23888888888889,0.33636363636363636,3.0,2.0,2.0,,,5.0,2.0,,0.5151515151515151,1.0,1.0,,4.0,1.0,1.0,0.08333333333333333,0.0975609756097561,0.0625,1.0,1.0,,1.0,,2.0,0.037037037037037035,,,,,,,,,1.0,,1.0,,,,0.08333333333333333,,2.0,1.0,2.0,1.0,,,,,,True,,,,,,
202066,1610612746,Garrett Temple,Garrett Temple,202066,LAC,1528.0,25,-19,54,60,28,22,5.0,114,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,7.0,80,,,1.0,,1.0,2.0,,1.0,2.0,4.0,2.0,,3.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,3.0,,,1.0,1.0,,1.0,,,,,,,,,3.0,4.0,,2.0,1.0,2.0,,,1.0,,,,,1.0,1.0,4.0,28,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,,0.5,0.5,,0.3333333333333333,0.5833333333333334,,0.5,0.6,,,,,,10.344827586206897,,0.05,,,0.037037037037037035,,,0.1,,,,1.0,,,,,0.2,,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,,1.0,,,0.3333333333333333,,0.6,0.5,0.46495,0.4173,0.41816666666666663,0.16666666666666666,0.3333333333333333,,,0.5714285714285714,13.1,25.933333333333337,0.5185185185185185,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,0.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,
1629010,1610612746,Jerome Robinson,Jerome Robinson,1629010,LAC,279.0,5,-6,10,9,10,7,3.0,19,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,13,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,3.0,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,10,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,16.666666666666668,1.0,0.3333333333333333,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,0.57,,0.57,,,,,,,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201163,1610612746,Wilson Chandler,Wilson Chandler,201163,LAC,1308.0,22,-8,44,48,27,13,7.0,92,,,,,,,,,,,1.0,4.0,1.0,1.0,3.0,,,1.0,5.0,2.0,5.0,60,,,1.0,3.0,,,1.0,3.0,,3.0,,,3.0,,,4.0,1.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,2.0,3.0,,1.0,,2.0,,,1.0,,,,,,,3.0,27,,,,,1.0,0.2,0.3333333333333333,0.2,,,,0.3,1.5,0.5,0.4166666666666667,1.5,0.5,1.0,0.2,,,,,12.0,,0.07142857142857142,,0.16666666666666666,0.1,,,0.1111111111111111,,,,,,,,,,,,,,,,,0.8,0.25,0.25,1.0,,,,1.0,,,1.0,0.3333333333333333,1.0,0.25,0.5114099999999999,0.43515,0.48535,0.16666666666666666,1.0,,0.6,0.6,,25.96,0.6136363636363636,,,,,,,,,0.3333333333333333,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,0.2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,
201568,1610612746,Danilo Gallinari,Danilo Gallinari,201568,LAC,5471.0,91,9,193,191,65,27,22.0,384,8.0,16.0,3.0,5.0,2.0,4.0,6.0,11.0,,7.0,4.0,19.0,3.0,1.0,4.0,14.0,34.0,4.0,21.0,10.0,50.0,230,4.0,7.0,3.0,8.0,4.0,13.0,1.0,4.0,2.0,13.0,16.0,12.0,9.0,3.0,6.0,19.0,4.0,2.0,,1.0,4.0,5.0,4.0,,,,14.0,6.0,4.0,6.0,10.0,7.0,17.0,3.0,1.0,,1.0,4.0,,5.0,2.0,3.0,9.0,,13.0,,13.0,2.0,,6.0,,1.0,,,1.0,1.0,13.0,65,,1.0,0.5714285714285714,0.7272727272727273,0.75,0.19047619047619047,0.25,0.19047619047619047,0.4117647058823529,0.5714285714285714,0.3076923076923077,0.36363636363636365,0.4,0.3235294117647059,0.4083333333333333,0.4,0.3611111111111111,0.38181818181818183,,0.058823529411764705,,0.09090909090909091,,29.81651376146789,0.2,0.125,0.14285714285714285,0.1111111111111111,0.11904761904761904,0.08333333333333333,0.16666666666666666,0.17647058823529413,0.17647058823529413,,0.08823529411764706,1.0,0.2909090909090909,0.5,0.5,0.5,0.2,0.5454545454545454,0.6,0.6666666666666666,0.12727272727272726,,,,0.34545454545454546,0.21052631578947367,0.21052631578947367,0.75,0.5,0.6,,0.3,0.23529411764705882,0.5,0.23529411764705882,0.25,0.6727272727272727,0.21052631578947367,0.48505,0.5073875,0.463435294117647,0.1016949152542373,0.15789473684210525,,0.16,0.26,7.326470588235294,26.114285714285714,0.33678756476683935,1.0,3.0,3.0,,1.0,1.0,1.0,0.14285714285714285,0.125,,,,1.0,,,0.023809523809523808,,,,,,2.0,,,0.03636363636363636,,,,,,,,2.0,,,1.0,,,,0.1111111111111111,,,,,,,1.0,1.0,0.14285714285714285,0.16666666666666666,True,,,,,,
