EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,LongMidRangeFrequency,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2A,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,LiveBallTurnoverPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ThreePtAssists,Arc3Assists,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGA,PenaltyFG3A,PtsAssisted2s,OffThreePtRebounds,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,PenaltyEfgPct,PenaltyArc3Accuracy,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedAtRim,SecondChanceFg2Pct,PenaltyFg2Pct,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShortMidRangeFGM,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,Charge Fouls Drawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,36.0,1,1,1,1,1,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628388,1610612754,TJ Leaf,TJ Leaf,1628388,IND,586.0,10,19,20,8,12,39,8,0.42105263157894735,7.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,10.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.25,1.0,0.5,0.3333333333333333,0.5,0.5,16.0,0.18181818181818182,0.125,0.14285714285714285,0.07692307692307693,0.2,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5531,0.618,0.25,0.3333333333333333,1.0,1.0,1.55,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,36.0,1,1,1,1,1,2,1,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,0.4253,0.4253,,,,,16.8,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612754,Wesley Matthews,Wesley Matthews,202083,IND,36.0,1,1,1,1,1,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202711,1610612754,Bojan Bogdanovic,Bojan Bogdanovic,202711,IND,36.0,1,1,1,1,1,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,454.0,8,14,16,3,8,30,3,0.21428571428571427,2.0,4.0,1.0,,,2.0,,1.0,1.0,10.0,,,1.0,,,,,1.0,2.0,2.0,1.0,3.0,,1.0,2.0,1.0,,0.16666666666666666,,,,,,21.05263157894737,0.25,0.16666666666666666,0.18181818181818182,0.09090909090909091,0.25,,,,0.5,,,0.5,0.4497,0.2844,0.3333333333333333,0.3333333333333333,,,3.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201936,1610612754,Tyreke Evans,Tyreke Evans,201936,IND,454.0,8,14,16,3,8,30,3,0.21428571428571427,2.0,4.0,2.0,,2.0,3.0,2.0,1.0,6.0,10.0,,3.0,,,,2.0,,,3.0,4.0,,4.0,,2.0,2.0,1.0,,0.5,1.5,,0.4,,,36.8421052631579,0.375,,0.36363636363636365,,,,,,0.4,0.4,,0.8,0.53664,,0.16666666666666666,0.25,0.5,,2.8000000000000003,26.1,,,,1.0,,,,,,,,1.0,,,,,0.5,0.2,,0.5694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,1.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612754,Cory Joseph,Cory Joseph,202709,IND,454.0,8,14,16,3,8,30,3,0.21428571428571427,2.0,4.0,,,1.0,,1.0,,3.0,10.0,,3.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.5,1.5,,1.0,,,5.2631578947368425,0.125,,0.09090909090909091,,,,,,,1.0,,1.0,0.53865,,,,1.0,,,26.2,,,,,,,1.0,,3.0,,,,,,1.0,,0.16666666666666666,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,1.5,1.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612754,Doug McDermott,Doug McDermott,203926,IND,550.0,9,18,19,7,11,37,7,0.3888888888888889,7.0,5.0,2.0,,3.0,2.0,3.0,,2.0,10.0,,,,,,3.0,,2.0,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,0.2,,,0.6,,,20.833333333333336,,0.2857142857142857,0.07692307692307693,0.25,0.2,,,0.25,0.4,0.6,,1.0,0.5432400000000001,0.539325,0.2,0.5,,,1.2,25.266666666666666,,,1.0,,1.0,,1.0,,3.0,,,,,,,,,,0.5,0.56155,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,0.5,0.2,,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,0.5,,,,1.0,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.2,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628410,1610612754,Edmond Sumner,Edmond Sumner,1628410,IND,96.0,2,4,3,4,3,7,4,1.0,5.0,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
