EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,ShootingFouls,Fouls,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,on,SecondChanceCorner3PctAssisted,Clear Path Fouls
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,355.0,6,-5,12,12,4,1,24,1.0,1.0,16,1.0,1.0,2.0,1.0,7.692307692307692,1.0,1.0,0.5997,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,1370.0,23,-3,43,44,21,6,87,,,51,,3.0,8.0,,21.153846153846153,,0.8333333333333334,0.5097,,22.0,3.0,5.0,2.0,2.0,3.0,4.0,1.0,3.0,6.0,3.0,9.0,2.0,2.0,4.0,3.0,4.0,6.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,22.0,0.3333333333333333,1.0,0.5,1.0,0.75,0.5,1.0,0.75,0.5625,1.0,0.75,0.5,0.125,0.2857142857142857,0.07407407407407407,0.1,0.2,0.4,1.0,0.8333333333333334,0.6,0.6,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.75,0.5739000000000001,0.5304,0.25,0.25,0.4444444444444444,0.6666666666666666,4.5,0.5116279069767442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,23951.0,399,-20,802,801,209,113,1603,23.0,51.0,920,23.0,13.0,34.0,0.46788990825688076,15.04802561366062,0.21100917431192662,0.7798165137614679,0.5273238532110092,24.109803921568627,211.0,16.0,34.0,5.0,10.0,5.0,9.0,3.0,23.0,58.0,27.0,118.0,6.0,12.0,17.0,6.0,15.0,34.0,28.0,18.0,8.0,5.0,21.0,5.0,47.0,22.0,27.0,3.0,71.0,29.0,100.0,10.0,2.0,16.0,5.0,3.0,2.0,25.0,5.0,36.0,15.0,10.0,9.0,10.0,6.0,,34.0,205.0,0.6086956521739131,0.7368421052631579,0.39655172413793105,0.5,0.4,0.41743119266055045,0.375,0.41379310344827586,0.472,0.4722222222222222,0.4857142857142857,0.17647058823529413,0.088,0.16666666666666666,0.17941952506596306,0.07090464547677261,0.11403508771929824,0.14782608695652175,0.6,0.3119266055045872,0.47058823529411764,0.6153846153846154,0.625,0.027522935779816515,0.625,0.5,0.3103448275862069,0.5555555555555556,0.5298392857142857,0.5067120689655172,0.125,0.21739130434782608,0.1440677966101695,0.288135593220339,4.75,0.2630922693266833,6.0,21.0,1.0,11.0,28.0,1.0,3.0,10.0,4.0,3.0,1.0,4.0,15.0,4.0,5.0,4.0,14.0,10.0,45.0,4.0,11.0,16.0,10.0,3.0,3.0,7.0,41.0,2.0,9.0,3.0,6.0,6.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,6.0,5.0,1.0,0.29411764705882354,0.2857142857142857,0.29411764705882354,0.1896551724137931,0.23529411764705882,0.14285714285714285,0.375,0.1889400921658986,0.0440251572327044,0.08139534883720931,0.04,0.056910569105691054,0.16091954022988506,0.24,0.16363636363636364,0.2127659574468085,0.03389830508474576,0.1926605504587156,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25688073394495414,0.39285714285714285,0.39285714285714285,1.0,0.17391304347826086,0.17391304347826086,1.0,0.0625,0.1875,0.3448275862068966,0.3,0.13793103448275862,0.25,0.17391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,23722.0,395,-24,796,792,206,112,1588,84.0,89.0,916,84.0,6.0,23.0,0.4587628865979381,28.172043010752684,0.4329896907216495,0.7319587628865979,0.5100520725388601,26.93258426966292,211.0,27.0,53.0,,2.0,10.0,20.0,31.0,48.0,105.0,60.0,264.0,2.0,7.0,14.0,16.0,35.0,102.0,12.0,84.0,4.0,22.0,56.0,14.0,134.0,,16.0,1.0,33.0,5.0,38.0,9.0,1.0,36.0,11.0,,1.0,70.0,3.0,72.0,21.0,1.0,,1.0,,,96.0,205.0,0.125,0.13043478260869565,0.45714285714285713,0.2857142857142857,0.45714285714285713,0.5257731958762887,0.38461538461538464,0.5701754385964912,0.577433628318584,0.43333333333333335,0.6623376623376623,0.058823529411764705,,0.1,0.0855614973262032,0.012285012285012284,,0.09649122807017543,,0.27319587628865977,0.5094339622641509,0.627906976744186,0.07407407407407407,0.15979381443298968,0.15384615384615385,,0.3508771929824561,0.5,0.4549785714285714,0.5147616071428571,0.11627906976744186,0.168,0.05303030303030303,0.38636363636363635,8.321904761904763,0.2650753768844221,8.0,21.0,13.0,3.0,5.0,1.0,1.0,1.0,33.0,5.0,10.0,21.0,36.0,6.0,4.0,11.0,22.0,37.0,33.0,33.0,12.0,34.0,20.0,10.0,4.0,5.0,16.0,,17.0,10.0,7.0,27.0,19.0,1.0,8.0,3.0,1.0,1.0,11.0,,3.0,8.0,0.3055555555555556,0.4044943820224719,0.5,0.4044943820224719,0.11428571428571428,0.18867924528301888,0.09523809523809523,0.75,0.07476635514018691,0.031446540880503145,,,0.032520325203252036,0.05747126436781609,0.08333333333333333,0.09090909090909091,0.10869565217391304,,0.10824742268041238,0.38095238095238093,0.42105263157894735,,0.41935483870967744,0.41935483870967744,0.02577319587628866,0.6,0.6,0.3333333333333333,0.39285714285714285,0.39759036144578314,0.30303030303030304,0.07692307692307693,0.38461538461538464,0.017543859649122806,1.0,0.3684210526315789,0.47619047619047616,0.39285714285714285,1.0,1.0,2.0,75.0,1.0,8.0,5.0,3.0,7.0,3.0,3.0,4.0,1.0,0.3333333333333333,0.011235955056179775,0.011904761904761904,0.027777777777777776,0.3076923076923077,1.0,0.2,0.044444444444444446,,,,,,,,,,,,True,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,22438.0,374,-27,755,753,172,105,1508,66.0,75.0,870,65.0,10.0,22.0,0.3826530612244898,26.27986348122867,0.336734693877551,0.5153061224489796,0.4724646153846153,25.74533333333333,184.0,14.0,26.0,2.0,3.0,2.0,5.0,40.0,54.0,121.0,25.0,226.0,6.0,10.0,24.0,10.0,20.0,39.0,30.0,78.0,2.0,14.0,32.0,8.0,78.0,6.0,10.0,1.0,29.0,8.0,37.0,7.0,1.0,20.0,3.0,,4.0,28.0,1.0,32.0,10.0,6.0,2.0,6.0,5.0,,37.0,178.0,0.2777777777777778,0.2830188679245283,0.4462809917355372,0.6,0.5,0.5127551020408163,0.5833333333333334,0.48484848484848486,0.5330188679245284,0.6,0.5131578947368421,0.0625,0.02553191489361702,0.06578947368421052,0.08115942028985507,0.02077922077922078,,0.06481481481481481,0.8333333333333334,0.1326530612244898,0.5384615384615384,0.5833333333333334,0.21428571428571427,0.20408163265306123,0.16666666666666666,0.6666666666666666,0.15151515151515152,0.4,0.48061666666666675,0.48367031250000003,0.05314009661835749,0.07633587786259542,0.10619469026548672,0.17256637168141592,10.221487603305786,0.24370860927152319,22.0,55.0,18.0,3.0,9.0,2.0,1.0,2.0,28.0,6.0,3.0,11.0,31.0,8.0,3.0,4.0,13.0,7.0,51.0,28.0,10.0,18.0,13.0,4.0,1.0,2.0,18.0,7.0,8.0,7.0,1.0,13.0,8.0,,5.0,1.0,,,5.0,4.0,1.0,2.0,0.5483870967741935,0.41333333333333333,0.3076923076923077,0.4189189189189189,0.08264462809917356,0.07692307692307693,0.10909090909090909,0.65,0.09326424870466321,0.013333333333333334,0.036585365853658534,0.06521739130434782,0.017391304347826087,0.0958904109589041,0.08450704225352113,0.10204081632653061,0.06818181818181818,0.07142857142857142,0.28061224489795916,0.4,0.4489795918367347,0.36363636363636365,0.45,0.47368421052631576,0.04591836734693878,0.3333333333333333,0.375,1.0,0.42424242424242425,0.42424242424242425,0.5,0.1111111111111111,0.3333333333333333,0.06060606060606061,0.5,0.3333333333333333,0.2727272727272727,0.4307692307692308,,3.0,3.0,42.0,1.0,6.0,1.0,,1.0,,,1.0,,0.375,0.013333333333333334,,,0.2222222222222222,,0.5,0.013157894736842105,1.0,0.05,0.1111111111111111,0.5,0.3333333333333333,,,,,,,True,,
202683,1610612757,Enes Kanter,Enes Kanter,202683,POR,19788.0,330,-42,657,657,152,99,1314,3.0,3.0,765,3.0,15.0,30.0,0.03,16.903225806451612,0.03,0.71,0.5039984999999999,24.833333333333332,166.0,39.0,68.0,18.0,32.0,9.0,14.0,9.0,50.0,97.0,19.0,122.0,20.0,35.0,45.0,11.0,19.0,28.0,56.0,44.0,30.0,7.0,15.0,4.0,37.0,27.0,31.0,2.0,76.0,37.0,113.0,13.0,3.0,20.0,3.0,2.0,3.0,25.0,5.0,23.0,10.0,9.0,5.0,9.0,5.0,,28.0,164.0,0.56,0.8,0.5154639175257731,0.5714285714285714,0.5789473684210527,0.515,0.5714285714285714,0.55,0.5495495495495496,0.6081081081081081,0.56,0.15384615384615385,0.1261682242990654,0.22962962962962963,0.2364217252396166,0.10315186246418338,0.1702127659574468,0.2604166666666667,0.5555555555555556,0.68,0.5735294117647058,0.6290322580645161,0.5128205128205128,0.09,0.9142857142857143,0.5625,0.7,0.6428571428571429,0.5180321428571429,0.5106275,0.09259259259259259,0.09523809523809523,0.36885245901639346,0.22950819672131148,4.451546391752577,0.2526636225266362,9.0,20.0,2.0,,,,,,1.0,,,1.0,1.0,,5.0,,1.0,6.0,3.0,1.0,9.0,8.0,5.0,2.0,1.0,9.0,43.0,2.0,8.0,3.0,5.0,7.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,0.3333333333333333,,0.3333333333333333,0.09278350515463918,0.08823529411764706,0.15,0.35,0.24157303370786518,0.06666666666666667,0.0958904109589041,0.0851063829787234,0.047619047619047616,0.25,0.20967741935483872,0.2727272727272727,0.15384615384615385,0.05,0.2,0.45,0.5294117647058824,0.7777777777777778,0.2222222222222222,0.2222222222222222,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.05,,0.3333333333333333,,,,,,3.0,3.0,,1.0,,,,,,,,0.13333333333333333,0.5,,,,,,,0.05555555555555555,,1.0,0.058823529411764705,,,,,True,,
202323,1610612757,Evan Turner,Evan Turner,202323,POR,671.0,11,13,25,26,23,4,51,,,20,,,,,17.24137931034483,,0.5,0.40425,,22.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,,,3.0,3.0,1.0,9.0,,1.0,,4.0,,4.0,,,2.0,1.0,,,1.0,,2.0,1.0,,,,,,2.0,20.0,1.0,1.0,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,0.16666666666666666,0.2222222222222222,,,,,0.5,1.0,1.0,1.0,0.5,,,0.5,1.0,,0.40425,0.3333333333333333,0.3333333333333333,,0.6666666666666666,10.6,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,0.25,,,,,0.2,0.3333333333333333,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203552,1610612757,Seth Curry,Seth Curry,203552,POR,2946.0,49,32,100,98,65,12,198,3.0,4.0,99,3.0,1.0,2.0,0.4,11.304347826086957,0.3,0.7,0.4784,26.724999999999998,61.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,5.0,19.0,1.0,1.0,2.0,2.0,3.0,15.0,6.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,,4.0,1.0,5.0,,,,,,,6.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,,13.0,57.0,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.7,1.0,0.8333333333333334,0.7307692307692307,1.0,0.8333333333333334,,0.041666666666666664,0.15,0.07017543859649122,0.025,,0.15384615384615385,0.5,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,1.0,1.0,0.16666666666666666,1.0,0.506,0.46480000000000005,0.16666666666666666,0.14285714285714285,0.10526315789473684,0.7894736842105263,7.733333333333333,0.61,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,,2.0,3.0,5.0,6.0,1.0,,1.0,1.0,,,,1.0,,2.0,,2.0,,,,,,,,1.0,1.0,,,1.0,0.5,0.6666666666666666,0.5,,,,,0.02702702702702703,,,0.16666666666666666,,0.05263157894736842,,,0.14285714285714285,,0.1,,,,1.0,1.0,0.1,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,0.16666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,0.2,,,,,,,,,,,,True,,
203918,1610612757,Rodney Hood,Rodney Hood,203918,POR,4351.0,73,-1,141,139,79,20,280,4.0,8.0,160,4.0,3.0,6.0,0.47058823529411764,13.496932515337424,0.23529411764705882,0.7058823529411765,0.5049382352941176,24.025,53.0,1.0,4.0,,1.0,,1.0,1.0,5.0,9.0,5.0,27.0,,1.0,3.0,,1.0,10.0,2.0,8.0,,,1.0,,2.0,1.0,3.0,,7.0,1.0,8.0,1.0,,3.0,3.0,,,4.0,,5.0,1.0,2.0,1.0,2.0,,,8.0,51.0,0.2,0.2,0.5555555555555556,,,0.6470588235294118,0.75,1.0,0.7105263157894737,0.75,1.0,,0.02127659574468085,0.09090909090909091,0.08974358974358974,0.015151515151515152,,0.1111111111111111,,0.23529411764705882,0.25,0.5,1.0,0.058823529411764705,0.5,,0.3333333333333333,,0.67835,0.5372499999999999,0.058823529411764705,0.1111111111111111,0.1111111111111111,0.37037037037037035,8.88888888888889,0.375886524822695,3.0,4.0,1.0,2.0,4.0,,2.0,2.0,2.0,1.0,,,4.0,1.0,,2.0,2.0,4.0,12.0,2.0,2.0,1.0,,,1.0,,4.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.2222222222222222,0.5,,0.6666666666666666,0.08888888888888889,,0.06666666666666667,,,0.09090909090909091,0.11764705882352941,,,0.16666666666666666,0.23529411764705882,0.75,0.75,,1.0,1.0,0.23529411764705882,0.5,0.5,1.0,0.5,0.5,1.0,,0.5,0.6666666666666666,1.0,,,0.5,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,True,,
203090,1610612757,Maurice Harkless,Maurice Harkless,203090,POR,17669.0,294,-36,592,597,90,85,1189,13.0,23.0,690,12.0,24.0,42.0,0.27380952380952384,15.351506456241033,0.15476190476190477,0.8095238095238095,0.5303686746987952,25.87391304347826,117.0,23.0,45.0,10.0,17.0,2.0,3.0,,29.0,61.0,20.0,93.0,10.0,17.0,24.0,2.0,4.0,12.0,34.0,24.0,12.0,4.0,16.0,4.0,36.0,19.0,14.0,5.0,36.0,25.0,61.0,7.0,1.0,10.0,6.0,1.0,1.0,25.0,5.0,29.0,13.0,8.0,6.0,10.0,5.0,,12.0,115.0,0.5862068965517241,0.7391304347826086,0.47540983606557374,0.5882352941176471,0.5,0.43452380952380953,0.5882352941176471,0.25,0.4793814432989691,0.5714285714285714,0.5,0.45454545454545453,0.1,0.11864406779661017,0.1169811320754717,0.07547169811320754,0.09195402298850575,0.1111111111111111,0.5,0.5357142857142857,0.5111111111111111,0.5609756097560976,0.5652173913043478,,1.0,0.5882352941176471,0.375,0.6666666666666666,0.5553466666666668,0.5394642857142857,0.13829787234042554,0.18309859154929578,0.25806451612903225,0.12903225806451613,2.963934426229508,0.19763513513513514,6.0,16.0,,1.0,10.0,,,2.0,4.0,,,2.0,5.0,,4.0,,4.0,8.0,15.0,4.0,6.0,12.0,7.0,4.0,1.0,5.0,17.0,4.0,14.0,8.0,6.0,3.0,1.0,2.0,2.0,3.0,,3.0,3.0,2.0,2.0,3.0,1.0,0.21739130434782608,,0.22727272727272727,0.09836065573770492,0.08888888888888889,0.125,0.3,0.11564625850340136,0.0390625,0.11764705882352941,0.08571428571428572,0.030303030303030304,0.11538461538461539,0.11538461538461539,0.11627906976744186,0.13513513513513514,0.09523809523809523,0.19047619047619047,0.375,0.42857142857142855,0.6666666666666666,,,0.11904761904761904,0.1,0.1,1.0,0.3076923076923077,0.3333333333333333,1.0,,,0.25,,0.25,,0.3333333333333333,,,,,1.0,,,,2.0,,,,,,0.043478260869565216,0.07692307692307693,0.06896551724137931,,,,,1.0,,,0.3,,1.0,0.08333333333333333,2.0,2.0,2.0,,True,,
