EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG3A,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,FG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,OffRebounds,Charge Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,FTOffRebounds,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,on,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,OffTwoPtReboundPct,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,LostBallSteals,SecondChanceCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,827.0,14,-11.0,29,30,17,17,6.0,59,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,32,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,17,1.0,0.5,0.25,0.25,0.5,13.513513513513514,1.0,0.16666666666666666,0.125,0.14285714285714285,0.5,0.3333333333333333,0.25,1.0,1.0,0.25,0.5,1.0,0.5,0.47745000000000004,0.606,14.15,23.549999999999997,0.5862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,828.0,14,-9.0,30,32,20,22,5.0,62,,,,2.0,2.0,1.0,2.0,5.0,5.0,36,2.0,2.0,,1.0,1.0,,,3.0,4.0,2.0,6.0,6.0,,,,,,1.0,,20,1.0,0.5,0.35714285714285715,0.35714285714285715,0.7142857142857143,20.0,,0.2222222222222222,0.8,0.42857142857142855,0.2,1.0,,,,,0.2857142857142857,1.0,1.0,0.5486428571428572,0.6064499999999999,2.7,24.66,0.6666666666666666,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5,0.5,1.0,0.6666666666666666,1.0,0.2857142857142857,0.5,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,753.0,13,-11.0,28,26,15,13,2.0,54,1.0,2.0,1.0,,,2.0,6.0,4.0,12.0,38,3.0,2.0,1.0,,1.0,,,2.0,,,,,,,3.0,2.0,,,4.0,15,,0.3333333333333333,0.35,0.46153846153846156,0.4,51.612903225806456,,,,,,,0.2,0.5,1.0,0.1,,,0.7,0.4742611111111111,0.49347,6.166666666666667,27.475,0.5357142857142857,1.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,,1.0,,1.0,,1.0,0.25,0.25,0.5,0.6666666666666666,,,,0.3,0.3333333333333333,1.0,0.4,0.25,0.25,1.0,0.25,1.0,3.0,5.0,1.0,2.0,1.0,3.0,8.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,8.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5714285714285714,0.5,1.0,0.6,0.3333333333333333,0.16666666666666666,0.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,1341.0,22,-20.0,42,46,21,26,6.0,88,,2.0,,,,6.0,10.0,,16.0,56,,2.0,,,,,,,,2.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,5.0,6.0,21,2.0,0.6,0.6,0.5714285714285714,,32.6530612244898,0.5,0.2,,0.1111111111111111,,,0.2,,,,,,0.8,0.5897600000000001,0.6108000000000001,1.9299999999999997,,0.5,6.0,8.0,,,,,,,2.0,,3.0,2.0,3.0,1.0,,,,0.2,0.125,0.6666666666666666,,0.3333333333333333,0.8,0.75,0.8571428571428571,,,,,,,,4.0,2.0,3.0,,3.0,7.0,10.0,,,1.0,,8.0,3.0,1.0,1.0,7.0,1.0,0.8333333333333334,1.0,,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.8333333333333334,,,0.23076923076923078,0.23076923076923078,0.4375,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.625,1.0,0.25,0.125,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,0.6666666666666666,0.48414999999999997,0.3125,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,1787.0,30,-22.0,61,63,33,37,8.0,124,,,2.0,3.0,3.0,1.0,2.0,6.0,10.0,78,6.0,,,,,,,,2.0,2.0,4.0,5.0,1.0,,1.0,1.0,1.0,6.0,2.0,33,1.0,0.5,0.5,0.5555555555555556,0.75,14.285714285714286,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.14285714285714285,,,,,0.25,0.375,0.42857142857142855,0.75,0.49903125,0.52425,22.45,25.63333333333333,0.5409836065573771,,,,3.0,2.0,6.0,3.0,,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,,0.2,,,,,0.375,,,,,,3.0,2.0,,1.0,2.0,,6.0,2.0,,,,,3.0,,,,6.0,,1.0,1.0,0.3333333333333333,,0.42857142857142855,0.42857142857142855,,,0.42857142857142855,,0.1111111111111111,,0.6,,,,,1.0,2.0,,2.0,,,,1.0,,0.5,0.5,0.5,,,,,,,,,,,0.3369,0.2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.14285714285714285,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,496.0,8,-4.0,20,18,12,11,2.0,38,,,,,,1.0,1.0,,3.0,24,,,1.0,,1.0,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,12,,1.0,1.0,0.75,,9.090909090909092,,,,,,,,,,,,,1.0,0.5755,0.5755,2.9,,0.6,1.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,,,,,2.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.5755,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201937,1610612762,Ricky Rubio,Ricky Rubio,201937,UTA,508.0,8,-4.0,19,21,15,17,2.0,40,,,1.0,,,1.0,1.0,,2.0,28,,2.0,1.0,2.0,3.0,1.0,1.0,8.0,,,,,1.0,,2.0,2.0,,1.0,,15,1.0,1.0,1.0,1.0,,14.285714285714286,0.5,,,,,,,,,1.0,,,,0.2848,0.2848,18.7,,0.7894736842105263,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,1.0,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,967.0,16,-11.0,31,32,14,18,3.0,63,,,,1.0,1.0,,,2.0,,40,2.0,,3.0,1.0,4.0,1.0,3.0,9.0,,,,,,,1.0,,1.0,2.0,,14,1.0,,,,1.0,9.09090909090909,,,,,,,,,,,0.5,0.5,1.0,0.5445,0.5445,,24.15,0.45161290322580644,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612762,Thabo Sefolosha,Thabo Sefolosha,200757,UTA,209.0,3,,7,7,3,5,2.0,14,,,,2.0,1.0,,,2.0,3.0,8,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,3,,,0.75,0.75,1.0,22.22222222222222,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.6004499999999999,0.60915,,22.45,0.42857142857142855,,,,,1.0,3.0,,,,,,,,,1.0,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203109,1610612762,Jae Crowder,Jae Crowder,203109,UTA,690.0,12,-11.0,21,22,8,9,1.0,43,,,,1.0,1.0,,1.0,2.0,3.0,30,1.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,8,,,,0.375,0.6666666666666666,17.391304347826086,,0.25,0.2,0.2222222222222222,0.5,,,,,,0.3333333333333333,1.0,1.0,0.6026166666666667,0.5883,1.3,24.75,0.38095238095238093,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.2,,0.3333333333333333,,,0.3333333333333333,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
