EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGA,FG3A,FtPoints,PenaltyFtPoints,NonHeaveArc3FGA,DefTwoPtRebounds,LostBallTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Avg3ptShotDistance,Corner3FGA,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,DefFTReboundPct,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,SelfOReb,Travels,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Corner3Assists,LongMidRangeAssists,LostBallSteals,Offensive Fouls Drawn,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,2pt And 1 Free Throw Trips,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BlockedLongMidRange,SecondChanceFtPoints,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,on,StepOutOfBoundsTurnovers,Charge Fouls,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,1019.0,17,-17,37,35,19.0,22.0,5.0,72,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,8.0,45.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,19.0,2.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.627906976744185,1.0,0.15384615384615385,0.1,0.2,0.06666666666666667,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.125,0.75,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.476,0.6399,0.44775,0.25,0.5,3.9,0.5135135135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612755,Boban Marjanovic,Boban Marjanovic,1626246,PHI,902.0,15,-17,33,30,17.0,23.0,3.0,63,1.0,1.0,1.0,1.0,,,2.0,3.0,3.0,5.0,8.0,45.0,1.0,1.0,2.0,,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,2.0,,1.0,,3.0,1.0,4.0,,,1.0,,1.0,,,,,2.0,17.0,,0.3333333333333333,0.5,0.6,1.0,,0.5,1.0,,0.5714285714285714,1.0,1.0,22.22222222222222,1.0,0.09090909090909091,,,0.25,0.07692307692307693,0.125,,,0.16666666666666666,1.0,1.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,,,0.3333333333333333,0.436675,0.618,,0.25,0.25,9.48,0.5151515151515151,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628413,1610612755,Jonah Bolden,Jonah Bolden,1628413,PHI,2372.0,40,-30,94,90,56.0,43.0,9.0,184,,,,,,,,,,,1.0,108.0,,,,,,1.0,,,,2.0,2.0,,2.0,4.0,,,2.0,4.0,,4.0,,,2.0,1.0,6.0,4.0,3.0,6.0,,1.0,56.0,,,,,,,,,,0.16666666666666666,,0.5,8.653846153846153,0.3333333333333333,,0.1111111111111111,,0.05263157894736842,,,,0.13333333333333333,,,,,,,,,,,,1.0,0.5630999999999999,,,,1.0,,0.5957446808510638,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,0.5,24.2,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203613,1610612755,Jonathon Simmons,Jonathon Simmons,203613,PHI,3109.0,52,-53,120,117,73.0,60.0,15.0,237,4.0,8.0,1.0,2.0,3.0,7.0,,6.0,8.0,20.0,25.0,151.0,1.0,2.0,2.0,5.0,11.0,11.0,4.0,12.0,2.0,,2.0,,,6.0,,2.0,5.0,7.0,2.0,9.0,1.0,1.0,4.0,1.0,6.0,4.0,2.0,2.0,,11.0,73.0,,0.25,0.2857142857142857,0.4,0.5,0.45454545454545453,0.36666666666666664,0.25,0.35714285714285715,0.390625,0.25,0.36666666666666664,27.536231884057973,0.6666666666666666,0.05263157894736842,0.2631578947368421,,0.14285714285714285,0.03125,,,0.25,0.26666666666666666,0.5,0.5714285714285714,0.5,0.2,,,0.5,0.5,0.5,0.42857142857142855,0.6,0.5114500000000001,0.6129749999999999,0.5442642857142858,0.08,0.44,8.72,0.6083333333333333,6.0,5.0,10.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,,,,,,,0.3333333333333333,0.06666666666666667,0.05263157894736842,,0.2,,,0.2,0.16666666666666666,27.140000000000004,5.0,,1.0,2.0,,,,2.0,,0.16666666666666666,0.0625,0.09090909090909091,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.2,0.2222222222222222,0.1,0.1,0.125,0.16666666666666666,0.2,0.2222222222222222,0.3333333333333333,0.0625,0.6666666666666666,0.6666666666666666,0.4,0.5,1.0,0.25,0.25,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,2482.0,41,-35,98,94,60.0,47.0,9.0,192,1.0,3.0,,,1.0,2.0,3.0,9.0,7.0,17.0,14.0,117.0,,,,6.0,11.0,12.0,4.0,10.0,,2.0,3.0,1.0,,7.0,,,1.0,4.0,,4.0,2.0,1.0,,,1.0,1.0,2.0,2.0,,12.0,60.0,,0.2857142857142857,0.2857142857142857,0.4117647058823529,,0.5454545454545454,0.4117647058823529,,0.5454545454545454,0.4117647058823529,,0.5454545454545454,16.666666666666664,,,0.05555555555555555,,0.07894736842105263,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.5294117647058824,0.3333333333333333,0.3333333333333333,,,0.18181818181818182,0.5,0.17647058823529413,0.4199,,0.4107909090909091,,0.8571428571428571,11.223529411764705,0.6122448979591837,5.0,,,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,0.1,0.08333333333333333,0.2,,,0.3333333333333333,0.29411764705882354,,,,1.0,1.0,1.0,,,,,0.3333333333333333,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,0.6,0.6,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612755,James Ennis III,James Ennis III,203516,PHI,634.0,11,-21,25,25,12.0,8.0,3.0,50,,,,,,,1.0,1.0,1.0,1.0,2.0,34.0,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,,,4.0,1.0,5.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,12.0,,1.0,1.0,1.0,,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,17.24137931034483,1.0,,,0.2,0.5714285714285714,0.058823529411764705,,0.3333333333333333,,,,,,0.25,1.0,1.0,,,,,0.75,0.5095624999999999,,0.48336666666666667,,1.0,7.0,0.48,,2.0,3.0,,,2.0,4.0,,,,,,,,,,0.75,0.8,1.0,0.5,1.0,,1.0,,0.5,25.26666666666667,1.0,,,,,,,,,0.25,,,,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,627.0,10,-18,22,23,13.0,13.0,6.0,45,,1.0,,,,1.0,,1.0,,2.0,,34.0,,,,,2.0,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,13.0,,,,,,,,,,,,,10.0,1.0,,,0.1,,0.05263157894736842,,0.125,,0.5,,,,0.5,,,,,0.5,,0.5,0.47785,,0.47785,,,2.9,0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612755,JJ Redick,JJ Redick,200755,PHI,337.0,6,-21,12,13,8.0,6.0,3.0,25,,,,,,,,1.0,,1.0,,24.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,2.0,,,8.0,,,,,,,,,,,,,11.76470588235294,,,,,0.25,,,,,,,,,0.5,,,,,,,0.5,0.473575,,0.4202,,,12.2,0.6666666666666666,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.5,0.3333333333333333,0.5,,,,,,0.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,423.0,7,-12,15,15,15.0,11.0,5.0,30,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,15.0,1.0,,,,,,,,,,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,1.0,0.4399125,,0.4399125,,,,1.0,,3.0,4.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,0.75,25.5,1.0,,,,,,,,,0.25,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,1372.0,23,-18,58,56,38.0,23.0,4.0,114,2.0,3.0,,,1.0,1.0,,2.0,3.0,8.0,14.0,70.0,,,,2.0,5.0,12.0,2.0,4.0,,1.0,2.0,,,5.0,,,2.0,2.0,,2.0,,,1.0,,1.0,1.0,2.0,3.0,,12.0,38.0,1.0,0.3333333333333333,0.3333333333333333,0.375,,0.4,0.5,,0.5555555555555556,0.5384615384615384,,0.6,22.580645161290324,1.0,,0.25,,0.09090909090909091,,,,0.14285714285714285,0.25,0.6666666666666666,0.6666666666666666,,0.16666666666666666,,,,,0.1111111111111111,1.0,0.5833333333333334,0.5148791666666667,0.6771,0.4994611111111111,,0.8571428571428571,8.812500000000002,0.6551724137931034,3.0,2.0,4.0,2.0,2.0,2.0,,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,1.0,,0.25,0.16666666666666666,25.05,2.0,,,,,,,1.0,,0.16666666666666666,0.08333333333333333,0.125,1.0,,1.0,,2.0,2.0,1.0,4.0,3.0,,1.0,,1.0,,,,,0.5,0.5,0.5,,0.125,,0.5,,,1.0,,0.3333333333333333,0.3333333333333333,,,,1.0,,0.2222222222222222,1.0,1.0,,,1.0,2.0,0.2222222222222222,2.0,2.0,2.0,3.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
