EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,LostBallSteals,ShootingFouls,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LongMidRangeFGA,ShortMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,Technical Free Throw Trips,LiveBallTurnoverPct,OffArc3ReboundPct,LongMidRangeFrequency,on,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,DefAtRimReboundPct,SecondChanceArc3FGM,FTOffRebounds,FTDefRebounds,BlockedLongMidRange,DefFTReboundPct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Offensive Fouls,Corner3PctBlocked,Travels,3SecondViolations,Defensive 3 Seconds Violations
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627820,1610612746,Tyrone Wallace,Tyrone Wallace,1627820,LAC,659.0,11.0,7.0,22.0,23.0,18.0,9.0,7.0,45.0,1.0,1.0,3.0,1.0,4.0,2.0,19.0,3.0,2.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,0.25,0.25,0.25,16.129032258064516,0.3333333333333333,0.1,0.3333333333333333,0.25,1.0,1.0,0.75,0.25,0.504075,0.38543333333333335,0.25,0.25,8.399999999999999,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628983,1610612746,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,LAC,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201568,1610612746,Danilo Gallinari,Danilo Gallinari,201568,LAC,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,549.0,9.0,9.0,19.0,19.0,15.0,5.0,7.0,38.0,6.0,8.0,3.0,8.0,11.0,17.0,17.0,9.0,10.0,,,,,1.0,4.0,12.0,,,,,1.0,1.0,1.0,1.0,1.0,15.0,0.7272727272727273,0.7272727272727273,0.7727272727272727,39.285714285714285,0.3333333333333333,0.5,0.3333333333333333,0.7272727272727273,0.75,0.8571428571428571,0.2727272727272727,0.7272727272727273,0.5320090909090909,0.5387777777777778,0.09090909090909091,0.09090909090909091,3.0454545454545454,0.7894736842105263,4.0,6.0,5.0,7.0,2.0,1.0,5.0,7.0,1.0,11.0,6.0,1.0,13.0,6.0,10.0,1.0,1.0,7.0,3.0,8.0,1.0,1.0,1.0,13.0,0.375,1.0,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.7857142857142857,0.7222222222222222,0.09090909090909091,0.125,0.6,0.6363636363636364,0.25,0.5333333333333333,0.3333333333333333,0.7142857142857143,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.8571428571428571,0.6666666666666666,0.7777777777777778,0.7142857142857143,0.5903999999999999,0.6470588235294118,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628414,1610612746,Sindarius Thornwell,Sindarius Thornwell,1628414,LAC,540.0,9.0,2.0,18.0,19.0,18.0,9.0,6.0,37.0,1.0,2.0,1.0,1.0,3.0,2.0,17.0,3.0,,,,,,1.0,2.0,2.0,,,,,2.0,,,,,18.0,0.3333333333333333,0.2,0.2,19.23076923076923,0.3333333333333333,0.25,0.3333333333333333,0.4,0.5,0.5,0.2,0.8,0.64846,0.64846,,,2.5,1.0,,,1.0,2.0,,,,,,,1.0,,2.0,2.0,,1.0,,,1.0,,,1.0,,2.0,1.0,1.0,,0.3333333333333333,,0.2,,0.2,0.3333333333333333,,0.2,,,,,,,,,0.3333333333333333,,1.0,,,,,,0.4,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.4,1.0,0.2,0.2,1.0,0.2,0.2,24.4,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629010,1610612746,Jerome Robinson,Jerome Robinson,1629010,LAC,650.0,11.0,7.0,22.0,23.0,18.0,9.0,7.0,45.0,1.0,1.0,2.0,1.0,4.0,3.0,19.0,3.0,,3.0,3.0,2.0,6.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,18.0,0.25,0.25,0.25,16.129032258064516,,0.1,,0.25,1.0,1.0,0.5,0.25,0.415675,0.4211666666666667,,,11.475,0.8181818181818182,,,1.0,1.0,,1.0,,,,,1.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,,,,3.0,1.0,1.0,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.14285714285714285,,0.2,0.058823529411764705,,,,,,0.2,,1.0,,,,,,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201163,1610612746,Wilson Chandler,Wilson Chandler,201163,LAC,650.0,11.0,7.0,22.0,23.0,18.0,9.0,7.0,45.0,1.0,1.0,1.0,1.0,2.0,2.0,19.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,18.0,0.5,0.25,0.25,12.903225806451614,,0.1,,0.25,1.0,1.0,0.25,0.75,0.5592625,0.5592625,,,7.6,0.8181818181818182,,,1.0,1.0,,,,1.0,,,1.0,,2.0,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,0.5,,0.25,,0.25,,,0.14285714285714285,,,,,,,,,0.2,,1.0,,,,,,0.25,1.0,0.3825,,1.0,,,2.0,,2.0,2.0,,2.0,2.0,,,0.5,,,0.5,,,0.5,26.4,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612746,Garrett Temple,Garrett Temple,202066,LAC,110.0,2.0,5.0,4.0,4.0,,,1.0,8.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,1.0,0.5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,26.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
