EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,LongMidRangeAssists,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,LongMidRangeFrequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,BadPassSteals,LongMidRangeFGM,Corner3FGM,HeaveAttempts,ShortMidRangeAssists,Loose Ball Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SelfOReb,OffAtRimReboundPct,SelfORebPct,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,LongMidRangePctAssisted,PenaltyCorner3Accuracy,on,PtsUnassisted3s,Charge Fouls,Offensive Fouls,Blocked3s,BlockedArc3,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,1572.0,26,6,57,60,17.0,31,7.0,117,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,9.0,52,1.0,1.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,5.0,17.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.75,0.8333333333333334,0.75,0.8333333333333334,0.5,12.121212121212121,0.16666666666666666,0.125,0.06666666666666667,0.16666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,1.0,0.5004833333333333,0.5082333333333333,0.5555555555555556,3.1333333333333333,24.099999999999998,0.2982456140350877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,3293.0,55,9,116,117,49.0,61,11.0,233,4.0,5.0,1.0,4.0,5.0,4.0,4.0,8.0,1.0,2.0,5.0,9.0,4.0,13.0,22.0,113,1.0,3.0,1.0,6.0,5.0,6.0,12.0,8.0,4.0,2.0,5.0,2.0,,12.0,5.0,1.0,14.0,14.0,,,2.0,2.0,5.0,5.0,49.0,2.0,0.6,0.6,1.0,0.3076923076923077,0.16666666666666666,0.3076923076923077,0.5555555555555556,0.3333333333333333,0.5,0.2777777777777778,0.5,0.2777777777777778,0.5909090909090909,18.75,0.14285714285714285,0.1724137931034483,0.23214285714285715,0.3076923076923077,0.3333333333333333,0.22727272727272727,0.8,1.0,0.5,0.18181818181818182,0.25,0.25,1.0,0.22727272727272727,0.36363636363636365,0.5,0.5,1.0,0.4444444444444444,0.2222222222222222,0.5,0.8181818181818182,0.5,0.5154977272727274,0.5127388888888889,0.22727272727272727,4.2444444444444445,24.884615384615383,0.4224137931034483,1.0,1.0,4.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.2,1.0,0.2962962962962963,0.22727272727272727,0.6,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,1916.0,32,11,67,66,19.0,21,7.0,133,2.0,5.0,2.0,4.0,,,2.0,8.0,1.0,1.0,4.0,10.0,2.0,8.0,19.0,59,1.0,3.0,1.0,1.0,9.0,4.0,6.0,8.0,2.0,1.0,3.0,1.0,,7.0,,1.0,5.0,5.0,,,,,3.0,9.0,19.0,1.0,0.5,0.5,1.0,0.25,1.0,0.25,0.4,0.3333333333333333,0.3888888888888889,0.625,0.4523809523809524,0.75,0.4444444444444444,28.37837837837838,0.25,,0.11428571428571428,,,0.2777777777777778,0.4,1.0,0.5,0.2222222222222222,0.5,0.5,0.5,,0.4444444444444444,0.25,0.25,1.0,,0.25,1.0,0.7222222222222222,0.25,0.4678694444444445,0.45823749999999996,0.47368421052631576,6.489999999999999,27.212499999999995,0.2835820895522388,,,4.0,3.0,2.0,1.0,4.0,,,,,,1.0,1.0,,1.0,,0.3,0.6,,0.25,0.36363636363636365,,,,,1.0,2.0,5.0,2.0,4.0,1.0,7.0,7.0,1.0,4.0,1.0,0.05555555555555555,1.0,0.42855,0.19047619047619047,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612762,Thabo Sefolosha,Thabo Sefolosha,200757,UTA,676.0,11,-5,24,23,16.0,15,1.0,47,1.0,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,,2.0,2.0,26,1.0,1.0,,1.0,2.0,2.0,,2.0,,,,,,,1.0,,2.0,2.0,,,,,,2.0,16.0,,1.0,1.0,,,,,0.5,1.0,0.25,0.5,0.25,0.5,0.5,15.384615384615383,,0.25,0.18181818181818182,0.5,,0.25,1.0,1.0,1.0,0.25,,,,,0.5,,,,,0.5,,0.75,,0.5058875,0.5053,1.0,7.45,25.25,0.6666666666666666,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,0.14285714285714285,0.16666666666666666,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,2344.0,39,3,79,80,34.0,29,9.0,159,9.0,11.0,,2.0,,,,,,,9.0,13.0,,,22.0,79,3.0,4.0,,,10.0,16.0,,,,1.0,1.0,1.0,,3.0,2.0,2.0,5.0,8.0,,,1.0,5.0,7.0,10.0,34.0,2.0,0.8888888888888888,1.0,,,,,0.6923076923076923,0.75,0.6923076923076923,0.75,0.6470588235294118,0.625,,20.454545454545453,0.5,0.10526315789473684,0.08108108108108109,,,0.8461538461538461,0.8181818181818182,0.8181818181818182,0.8888888888888888,0.15384615384615385,,,,,,,,,,,,0.8461538461538461,,0.5567923076923077,0.619425,0.45454545454545453,2.2,,0.43037974683544306,3.0,4.0,2.0,1.0,,,1.0,,,1.0,,,,3.0,2.0,3.0,1.0,0.07692307692307693,,1.0,0.05555555555555555,0.06666666666666667,,0.3333333333333333,1.0,0.75,,,4.0,,4.0,,6.0,8.0,,2.0,1.0,,,0.5164,0.13333333333333333,0.13333333333333333,2.0,3.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,0.5,0.0625,0.08333333333333333,0.075,0.14285714285714285,0.07142857142857142,0.1,0.2857142857142857,0.75,0.6666666666666666,0.5,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,582.0,10,14,21,21,4.0,16,2.0,42,,1.0,,,,,,,,,,1.0,,,1.0,13,,,,,,,,,,,,,,,2.0,2.0,4.0,6.0,,,,,,,4.0,,,,,,,,,,,,0.25,,,8.333333333333334,0.6666666666666666,0.25,0.15384615384615385,,,1.0,,,,,,,,,,,,,,,,1.0,,0.3535,,,3.2,,0.19047619047619047,,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,2.0,,1.0,1.0,,,0.3535,0.5,0.5,,1.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,0.14285714285714285,0.3333333333333333,0.2,0.5,0.5,,0.3333333333333333,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201937,1610612762,Ricky Rubio,Ricky Rubio,201937,UTA,1811.0,30,22,58,61,26.0,35,4.0,119,3.0,6.0,2.0,4.0,1.0,,,1.0,,1.0,6.0,12.0,1.0,2.0,22.0,61,1.0,1.0,,1.0,6.0,4.0,3.0,,,3.0,12.0,3.0,,27.0,1.0,,2.0,2.0,,1.0,4.0,,4.0,6.0,26.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,1.0,0.5,1.0,0.5357142857142857,0.5,0.6111111111111112,0.75,0.14285714285714285,34.375,,0.06666666666666667,0.07142857142857142,0.125,,0.42857142857142855,0.5,0.6,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,0.5,0.07142857142857142,0.07142857142857142,,,,,0.5,,0.5714285714285714,,0.43234999999999996,0.3875,0.2727272727272727,6.975000000000001,46.6,0.4482758620689655,,,8.0,2.0,9.0,7.0,1.0,3.0,,3.0,2.0,3.0,2.0,,,,,0.16666666666666666,0.16666666666666666,0.75,0.07692307692307693,0.09090909090909091,,,,,2.0,,7.0,,4.0,,7.0,8.0,,4.0,,0.14285714285714285,,,0.2222222222222222,0.25,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,3.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,473.0,8,-13,21,21,11.0,16,2.0,42,1.0,1.0,,1.0,1.0,,,,,,1.0,2.0,,1.0,2.0,26,1.0,2.0,,,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,,,2.0,11.0,,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,14.285714285714286,,,0.2222222222222222,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.4454833333333334,0.4616,1.0,6.15,23.5,0.5238095238095238,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,,,1.0,,,,,,,,,,0.41325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,1761.0,29,10,59,59,27.0,23,6.0,118,1.0,3.0,,,1.0,,1.0,4.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,54,,,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,9.0,1.0,1.0,20.0,2.0,,4.0,5.0,,,1.0,1.0,3.0,3.0,27.0,,1.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.3333333333333333,,0.3125,0.5,0.3125,0.5,0.625,13.846153846153845,,0.13333333333333333,0.14814814814814814,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.125,0.5,0.25,0.25,1.0,,1.0,0.3333333333333333,1.0,0.25,0.5183,0.48915000000000003,0.6,2.1333333333333333,25.12,0.4576271186440678,,,,,7.0,5.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,1.0,0.16666666666666666,0.18181818181818182,,,,,,,,,,,1.0,,,,,,,0.43095,,,,2.0,,2.0,,,,,1.0,1.0,,,1.0,,,,,,,0.07692307692307693,,0.037037037037037035,,,,0.3333333333333333,1.0,,,,3.0,,,,2.0,,,,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,828.0,14,-9,30,32,20.0,22,5.0,62,,,,,2.0,2.0,,2.0,,2.0,1.0,1.0,1.0,4.0,5.0,36,,,1.0,4.0,3.0,2.0,3.0,2.0,,,,,,,2.0,,2.0,3.0,,,1.0,,1.0,3.0,20.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,,0.5,0.375,0.5,0.375,0.8,17.142857142857142,,0.2222222222222222,0.14285714285714285,0.2,,,,,,,,,,0.4,0.4,,,,0.5,0.5,,0.8,,0.51966,0.56895,0.6,22.9,25.174999999999997,0.6666666666666666,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,0.2,,0.3225,,,,,1.0,1.0,,2.0,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,0.4,,1.0,1.0,,,,1.0,1.0,0.5,0.5,1.0,,,,,,1.0,1.0,0.3333333333333333,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,
