EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Blocked3s,BlockedArc3,OffCorner3ReboundPct,HeaveAttempts,FTOffRebounds,Travels,OffFTReboundPct,BlockedCorner3,on,OffensiveGoaltends,Defensive 3 Seconds Violations
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,4430.0,74,8,150,148,6.0,10.0,21.0,298,12.0,17.0,4.0,8.0,1.0,5.0,13.0,22.0,3.0,29.0,168,4.0,9.0,8.0,1.0,16.0,10.0,8.0,1.0,9.0,2.0,11.0,2.0,1.0,2.0,6.0,24.0,11.0,9.0,9.0,2.0,20.0,11.0,31.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,13.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,0.6153846153846154,0.8888888888888888,0.5909090909090909,0.4444444444444444,0.5909090909090909,0.4444444444444444,0.6304347826086957,0.4444444444444444,0.045454545454545456,0.2,14.689265536723164,0.6666666666666666,0.2727272727272727,0.23404255319148937,0.2647058823529412,0.26865671641791045,0.14473684210526316,0.2,0.23529411764705882,0.25,0.18181818181818182,0.4166666666666667,0.2,0.2857142857142857,0.16666666666666666,0.125,0.7727272727272727,0.7058823529411765,0.7058823529411765,0.5833333333333334,0.22727272727272727,0.2,0.25,1.0,0.8888888888888888,0.5,0.7727272727272727,0.539940909090909,0.5321888888888888,0.4409,0.08695652173913043,0.08695652173913043,0.27586206896551724,2.5863636363636364,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,1034.0,17,-11,43,41,13.0,23.0,3.0,84,,,,,,,1.0,4.0,,11.0,53,,,,1.0,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,13.0,1.0,1.0,0.25,,0.7857142857142857,,0.7857142857142857,,,,19.565217391304348,,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.46214285714285713,,0.4305,,,,17.15,0.3023255813953488,1.0,4.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.42857142857142855,1.0,0.5714285714285714,0.25,0.25,1.0,0.42857142857142855,1.0,1.0,0.6666666666666666,1.0,27.133333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,26500.0,442,85,911,908,248.0,306.0,102.0,1819,32.0,38.0,3.0,4.0,19.0,50.0,90.0,163.0,102.0,387.0,1006,8.0,14.0,38.0,42.0,100.0,80.0,2.0,5.0,33.0,21.0,54.0,12.0,22.0,6.0,5.0,129.0,1.0,33.0,23.0,2.0,58.0,1.0,59.0,,13.0,10.0,6.0,15.0,43.0,15.0,38.0,2.0,4.0,98.0,3.0,113.0,11.0,32.0,12.0,7.0,12.0,,244.0,0.5555555555555556,0.5617977528089888,0.5521472392638037,0.5714285714285714,0.5864197530864198,0.6086956521739131,0.6660899653979239,0.7037037037037037,0.03067484662576687,0.06,32.201745877788554,0.09523809523809523,0.10747663551401869,0.0044444444444444444,0.15789473684210525,0.13238770685579196,0.0025,0.015625,,,0.08333333333333333,0.12643678160919541,0.11627906976744186,0.14367816091954022,0.22857142857142856,,0.15637860082304528,0.8421052631578947,0.8648648648648649,0.6875,0.205761316872428,0.38,0.40425531914893614,0.3684210526315789,0.17391304347826086,0.75,0.48559670781893005,0.4763471193415638,0.42727083333333327,0.4858130769230769,0.14814814814814814,0.17391304347826086,0.09819121447028424,11.608588957055213,0.2722283205268935,39.0,75.0,31.0,73.0,35.0,80.0,69.0,36.0,73.0,31.0,3.0,28.0,16.0,12.0,0.6571428571428571,0.4375,0.4375,0.3292181069958848,0.6511627906976745,0.30864197530864196,0.52,0.527027027027027,0.5384615384615384,0.3004115226337449,0.4246575342465753,0.43661971830985913,0.6129032258064516,0.4246575342465753,26.65250000000001,11.0,12.0,4.0,7.0,1.0,2.0,4.0,9.0,9.0,21.0,4.0,9.0,10.0,27.0,10.0,23.0,60.0,144.0,2.0,9.0,3.0,12.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,8.0,19.0,5.0,8.0,139.0,5.0,15.0,0.4444444444444444,0.43478260869565216,0.6428571428571429,0.6461538461538462,0.7634408602150538,0.025,0.02631578947368421,0.013333333333333334,0.0273972602739726,0.6666666666666666,0.02880658436213992,0.5714285714285714,0.5714285714285714,1.0,0.6666666666666666,0.391304347826087,0.4444444444444444,1.0,0.18461538461538463,0.9166666666666666,0.03076923076923077,0.5,0.3230769230769231,0.42857142857142855,0.09302325581395349,0.37209302325581395,,,,,,,,,,,,,,,,,,,True,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,22730.0,379,47,786,779,177.0,239.0,89.0,1565,13.0,17.0,,1.0,14.0,31.0,40.0,82.0,14.0,169.0,871,3.0,6.0,26.0,7.0,68.0,12.0,,5.0,11.0,6.0,17.0,3.0,7.0,3.0,1.0,40.0,6.0,22.0,17.0,,39.0,6.0,45.0,1.0,17.0,9.0,2.0,7.0,13.0,14.0,28.0,,1.0,13.0,,15.0,2.0,5.0,8.0,2.0,8.0,,173.0,0.85,0.85,0.4878048780487805,0.5,0.5308219178082192,0.5714285714285714,0.5526315789473685,0.5909090909090909,0.06097560975609756,0.0967741935483871,18.560179977502813,,0.09497206703910614,0.030303030303030304,0.12571428571428572,0.11016949152542373,0.017045454545454544,0.05357142857142857,0.014705882352941176,0.02702702702702703,0.10810810810810811,0.0684931506849315,0.125,0.1506849315068493,,0.013333333333333334,0.11643835616438356,0.7647058823529411,0.8125,0.9230769230769231,0.21232876712328766,0.45161290322580644,0.5,0.7857142857142857,0.047619047619047616,,0.5547945205479452,0.4934931506849316,0.4950533333333334,0.4839833333333334,0.03355704697986577,0.058823529411764705,0.15384615384615385,11.95,0.22519083969465647,13.0,34.0,18.0,47.0,25.0,64.0,69.0,6.0,47.0,18.0,8.0,6.0,4.0,3.0,0.92,0.390625,0.390625,0.4383561643835616,0.46153846153846156,0.2328767123287671,0.38235294117647056,0.3939393939393939,0.8461538461538461,0.3219178082191781,0.3829787234042553,0.3829787234042553,0.8888888888888888,0.3829787234042553,25.934375000000003,,,7.0,17.0,,2.0,5.0,12.0,1.0,9.0,6.0,15.0,2.0,2.0,1.0,11.0,5.0,12.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,3.0,5.0,8.0,12.0,5.0,2.0,0.4,0.09090909090909091,0.2857142857142857,0.19444444444444445,0.2857142857142857,0.015625,0.058823529411764705,0.029411764705882353,,1.0,0.11643835616438356,0.4117647058823529,0.4375,1.0,,0.5714285714285714,0.4166666666666667,1.0,,,0.1111111111111111,,0.5,0.1111111111111111,,0.07100591715976332,1.0,3.0,1.0,0.058823529411764705,0.14285714285714285,0.3333333333333333,1.0,,,,,,,,,,,,True,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,5590.0,93,-20,183,186,17.0,52.0,24.0,369,2.0,8.0,,2.0,3.0,6.0,5.0,18.0,3.0,13.0,220,1.0,4.0,2.0,1.0,6.0,4.0,,4.0,7.0,4.0,11.0,3.0,3.0,3.0,1.0,26.0,3.0,4.0,2.0,,6.0,4.0,10.0,,2.0,2.0,,,,6.0,15.0,4.0,,2.0,,4.0,,2.0,,,,,17.0,0.6,0.6,0.2777777777777778,0.25,0.2777777777777778,0.25,0.325,0.25,0.2222222222222222,0.16666666666666666,9.30232558139535,,0.037037037037037035,0.04838709677419355,0.1111111111111111,0.06666666666666667,0.04081632653061224,0.06666666666666667,0.043478260869565216,0.041666666666666664,,0.047619047619047616,0.07142857142857142,0.0967741935483871,0.2,,0.4444444444444444,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.6,0.3333333333333333,0.5,,0.4444444444444444,0.47698888888888885,0.4682,0.3676,0.1,0.1,0.15384615384615385,8.511111111111111,0.09289617486338798,,4.0,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.027777777777777776,0.037037037037037035,,,,,,,,,True,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,15679.0,261,103,535,536,202.0,235.0,61.0,1071,25.0,30.0,1.0,1.0,3.0,5.0,29.0,39.0,7.0,95.0,583,2.0,2.0,9.0,12.0,50.0,8.0,4.0,2.0,26.0,7.0,33.0,5.0,16.0,6.0,4.0,73.0,4.0,14.0,10.0,2.0,26.0,17.0,43.0,,6.0,3.0,1.0,1.0,5.0,10.0,19.0,3.0,,23.0,2.0,18.0,,6.0,7.0,3.0,9.0,,198.0,0.8620689655172413,0.9259259259259259,0.7435897435897436,1.0,0.6376811594202898,0.875,0.6089743589743589,0.9,0.05128205128205128,,13.833333333333334,0.14285714285714285,0.08547008547008547,0.034782608695652174,0.11475409836065574,0.100418410041841,0.07834101382488479,0.02702702702702703,0.02702702702702703,0.04878048780487805,0.06521739130434782,0.0625,0.17391304347826086,0.1188118811881188,0.09523809523809523,,0.43478260869565216,0.8333333333333334,0.8928571428571429,0.92,0.07246376811594203,0.6,0.6,0.3333333333333333,0.25,1.0,0.8695652173913043,0.5412094202898551,0.52155,0.5543520833333333,0.08,0.13333333333333333,0.09473684210526316,4.276923076923077,0.3775700934579439,1.0,4.0,3.0,16.0,10.0,30.0,27.0,3.0,16.0,3.0,3.0,4.0,4.0,4.0,0.9,0.3333333333333333,0.3333333333333333,0.43478260869565216,0.8,0.057971014492753624,0.25,0.25,1.0,0.2318840579710145,0.1875,0.1875,0.6666666666666666,0.1875,25.140000000000004,10.0,11.0,7.0,14.0,4.0,7.0,,1.0,1.0,5.0,1.0,2.0,2.0,10.0,5.0,12.0,3.0,38.0,,2.0,,,,,,2.0,4.0,,,,3.0,3.0,3.0,38.0,4.0,2.0,0.5,0.4166666666666667,0.8333333333333334,0.7291666666666666,0.6785714285714286,,0.06666666666666667,,,0.3333333333333333,0.2028985507246377,0.5,0.5,1.0,,0.25,,,0.4583333333333333,0.9090909090909091,0.2916666666666667,0.5714285714285714,0.20833333333333334,0.2,,0.4,1.0,1.0,1.0,,0.25,1.0,1.0,13.0,0.12745098039215685,0.12658227848101267,2.0,2.0,0.13043478260869565,,,,,,True,,
1628035,1610612744,Alfonzo McKinnie,Alfonzo McKinnie,1628035,GSW,2474.0,41,-17,76,81,21.0,25.0,12.0,157,3.0,4.0,1.0,2.0,,1.0,3.0,5.0,,9.0,98,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,1.0,5.0,4.0,,9.0,4.0,13.0,,,,,,,2.0,5.0,,,1.0,1.0,,,,,,,,21.0,0.6666666666666666,1.0,0.6,0.5,0.34615384615384615,0.3333333333333333,0.34615384615384615,0.3333333333333333,0.2,,14.130434782608695,,0.17391304347826086,0.043478260869565216,0.21739130434782608,0.1956521739130435,0.09523809523809523,,,0.125,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.22727272727272727,,,0.3076923076923077,0.75,1.0,0.6666666666666666,0.07692307692307693,,,,0.6666666666666666,0.5,0.9230769230769231,0.5421153846153847,0.54085,0.6052624999999999,,,0.2222222222222222,2.92,0.27631578947368424,,,,1.0,1.0,8.0,3.0,,1.0,,,,,,1.0,0.125,0.125,0.6153846153846154,,,,,,0.07692307692307693,,,,,23.6625,,1.0,1.0,7.0,1.0,3.0,,,,,,1.0,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,3.0,2.0,,,0.3333333333333333,,0.375,0.375,,0.25,,,,0.5384615384615384,0.14285714285714285,0.14285714285714285,1.0,,,,,0.25,,0.75,0.3333333333333333,,,,0.3333333333333333,,1.0,,,0.3333333333333333,,,3.0,0.15789473684210525,0.2,,,0.1111111111111111,,,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,20671.0,345,86,720,709,204.0,216.0,71.0,1429,19.0,34.0,,,12.0,18.0,38.0,70.0,36.0,202.0,780,2.0,3.0,14.0,22.0,32.0,44.0,2.0,3.0,36.0,11.0,47.0,9.0,25.0,6.0,5.0,105.0,,25.0,22.0,1.0,48.0,6.0,54.0,,10.0,5.0,4.0,14.0,28.0,11.0,37.0,1.0,4.0,37.0,3.0,38.0,5.0,14.0,2.0,2.0,3.0,,200.0,0.42105263157894735,0.43243243243243246,0.5428571428571428,0.6666666666666666,0.5570469798657718,0.5416666666666666,0.6042944785276073,0.5416666666666666,0.04285714285714286,0.05555555555555555,23.75621890547264,0.07142857142857142,0.13253012048192772,,0.1488095238095238,0.1407185628742515,0.0165016501650165,,,,0.08823529411764706,0.1791044776119403,0.12903225806451613,0.13286713286713286,0.24,,0.22818791946308725,0.5588235294117647,0.59375,0.3684210526315789,0.12080536912751678,0.6666666666666666,0.7058823529411765,0.4166666666666667,,,0.7583892617449665,0.5031966216216215,0.4847166666666667,0.47946799999999995,0.08860759493670886,0.17721518987341772,0.06930693069306931,8.47,0.2833333333333333,7.0,18.0,27.0,71.0,30.0,79.0,54.0,36.0,70.0,27.0,5.0,14.0,11.0,5.0,0.6,0.379746835443038,0.38461538461538464,0.5302013422818792,0.5,0.12080536912751678,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.47651006711409394,0.38028169014084506,0.40298507462686567,0.5925925925925926,0.38571428571428573,27.437974683544308,5.0,8.0,3.0,8.0,2.0,4.0,3.0,8.0,12.0,25.0,3.0,9.0,1.0,11.0,14.0,29.0,19.0,83.0,4.0,2.0,2.0,3.0,,2.0,1.0,1.0,2.0,,5.0,,5.0,,2.0,81.0,3.0,2.0,0.3333333333333333,0.4827586206896552,0.5,0.6274509803921569,0.6779661016949152,0.05063291139240506,0.058823529411764705,,0.056338028169014086,0.6666666666666666,0.053691275167785234,0.375,0.375,0.6666666666666666,,0.6666666666666666,0.375,0.6666666666666666,0.1568627450980392,0.625,0.0784313725490196,0.5,0.49019607843137253,0.48,,0.41089108910891087,,1.0,,,0.08333333333333333,,,5.0,0.03571428571428571,0.02586206896551724,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.06666666666666667,,True,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,22755.0,379,92,790,785,241.0,286.0,83.0,1575,37.0,51.0,8.0,13.0,10.0,22.0,48.0,76.0,20.0,125.0,859,10.0,16.0,23.0,18.0,62.0,34.0,8.0,5.0,56.0,23.0,79.0,19.0,35.0,8.0,13.0,181.0,17.0,26.0,31.0,8.0,65.0,26.0,91.0,4.0,12.0,9.0,7.0,14.0,31.0,20.0,36.0,,2.0,28.0,3.0,27.0,3.0,14.0,12.0,3.0,15.0,,237.0,0.6458333333333334,0.7045454545454546,0.631578947368421,0.625,0.5526315789473685,0.5882352941176471,0.5841121495327103,0.6052631578947368,0.06578947368421052,0.09090909090909091,15.540540540540539,0.47058823529411764,0.1712707182320442,0.0913978494623656,0.13903743315508021,0.15489130434782608,0.07624633431085044,0.15789473684210525,0.078125,0.046153846153846156,0.16883116883116883,0.18309859154929578,0.15151515151515152,0.11538461538461539,0.25806451612903225,0.10810810810810811,0.5368421052631579,0.7254901960784313,0.7708333333333334,0.6216216216216216,0.23157894736842105,0.45454545454545453,0.5,0.8,0.7647058823529411,0.6153846153846154,0.7368421052631579,0.55107,0.5577214285714286,0.5604952380952382,0.1320754716981132,0.16091954022988506,0.184,4.213157894736843,0.3050632911392405,1.0,3.0,3.0,13.0,3.0,19.0,9.0,,13.0,3.0,3.0,17.0,16.0,4.0,1.0,0.15789473684210525,0.15789473684210525,0.2,0.5483870967741935,0.031578947368421054,0.3333333333333333,0.3333333333333333,,0.1368421052631579,0.23076923076923078,0.23076923076923078,1.0,0.23076923076923078,25.210526315789473,9.0,12.0,,6.0,,1.0,,1.0,,2.0,,1.0,3.0,12.0,,3.0,6.0,30.0,,4.0,3.0,1.0,,,2.0,3.0,2.0,,,,1.0,9.0,8.0,30.0,1.0,1.0,,,0.6666666666666666,0.5714285714285714,0.625,,0.058823529411764705,,,0.5333333333333333,0.06315789473684211,,,,0.25,0.058823529411764705,,,0.5714285714285714,0.75,0.047619047619047616,,0.09523809523809523,,,0.24,,,,,,,,9.0,0.05806451612903226,0.064,3.0,2.0,0.03333333333333333,,,,,1.0,True,,
201973,1610612744,Jonas Jerebko,Jonas Jerebko,201973,GSW,591.0,10,-10,17,17,,,4.0,34,2.0,2.0,1.0,1.0,,2.0,2.0,4.0,,4.0,22,1.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,,18.181818181818183,,0.3333333333333333,0.08333333333333333,,0.14285714285714285,0.07142857142857142,,,0.14285714285714285,,0.3333333333333333,,,,,0.5,1.0,1.0,0.5,0.5,,,,0.5,1.0,0.5,0.497425,0.50065,,,,0.5,4.324999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
