EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,FTOffRebounds,PenaltyTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGA,Travels,ShortMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SelfOReb,Blocked3s,BlockedArc3,BlockedLongMidRange,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedCorner3,DefensiveGoaltends,on,OffensiveGoaltends,Defensive 3 Seconds Violations
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,4978.0,83.0,18.0,162,163,20.0,23,23.0,325,6.0,7.0,4.0,5.0,1.0,2.0,7.0,9.0,3.0,17.0,173,4.0,5.0,1.0,9.0,6.0,8.0,8.0,6.0,1.0,7.0,1.0,3.0,3.0,15.0,5.0,7.0,9.0,13.0,3.0,25.0,12.0,37.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,7.0,3.0,16.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,20.0,0.42857142857142855,1.0,0.7777777777777778,0.8,0.7777777777777778,0.8,0.7727272727272727,0.75,9.574468085106384,0.42857142857142855,0.6,0.30952380952380953,0.1794871794871795,0.375,0.13157894736842105,0.3333333333333333,0.15584415584415584,0.2727272727272727,0.07692307692307693,0.14285714285714285,0.1,0.4444444444444444,0.2608695652173913,0.3,0.47058823529411764,0.14285714285714285,0.5,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,1.0,0.8,0.7777777777777778,0.5309222222222222,0.52286,0.18181818181818182,0.18181818181818182,0.5294117647058824,2.566666666666667,0.12345679012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,4061.0,68.0,-32.0,135,135,37.0,40,18.0,270,,2.0,,,,3.0,2.0,11.0,1.0,11.0,160,,,,,2.0,2.0,,2.0,1.0,3.0,1.0,2.0,,7.0,,1.0,5.0,1.0,,6.0,2.0,8.0,2.0,,2.0,,,1.0,,1.0,2.0,5.0,1.0,,,1.0,,1.0,,1.0,1.0,,37.0,0.5,0.5,0.18181818181818182,,0.20833333333333334,,0.20833333333333334,,16.129032258064516,,,0.034482758620689655,0.02857142857142857,0.19230769230769232,,0.10909090909090909,0.014084507042253521,,0.1111111111111111,,,,0.05,,0.10526315789473684,0.42857142857142855,,0.08333333333333333,,,,0.125,,,,,,0.625,0.4988145833333333,,,,,13.463636363636367,0.2740740740740741,2.0,6.0,2.0,2.0,11.0,2.0,2.0,13.0,1.0,2.0,6.0,11.0,2.0,4.0,1.0,1.0,1.0,1.0,0.15384615384615385,0.15384615384615385,0.5416666666666666,0.36363636363636365,1.0,0.3333333333333333,0.2,0.25,0.3333333333333333,0.5,0.5,0.08333333333333333,0.4583333333333333,0.18181818181818182,0.18181818181818182,1.0,0.6666666666666666,0.18181818181818182,0.47535,25.75384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,15679.0,261.0,103.0,535,536,202.0,235,61.0,1071,19.0,24.0,2.0,3.0,14.0,31.0,52.0,91.0,76.0,255.0,583,5.0,6.0,8.0,30.0,54.0,50.0,2.0,16.0,10.0,26.0,6.0,9.0,4.0,62.0,,1.0,20.0,14.0,2.0,36.0,1.0,37.0,6.0,5.0,1.0,18.0,10.0,9.0,8.0,27.0,9.0,24.0,1.0,61.0,3.0,85.0,23.0,5.0,3.0,2.0,5.0,3.0,198.0,0.5192307692307693,0.5294117647058824,0.5714285714285714,0.8333333333333334,0.6347517730496454,0.7857142857142857,0.7228571428571429,0.8823529411764706,33.666666666666664,0.6666666666666666,0.14285714285714285,0.11965811965811966,0.008695652173913044,0.16393442622950818,,0.14225941422594143,0.004608294930875576,,,,,0.06521739130434782,0.14583333333333334,0.17391304347826086,0.15841584158415842,0.19047619047619047,0.6,0.1702127659574468,0.7916666666666666,0.8260869565217391,0.631578947368421,0.2198581560283688,0.45161290322580644,0.45161290322580644,0.35714285714285715,0.21428571428571427,0.6666666666666666,0.524822695035461,0.47450177304964536,0.4523833333333333,0.18633540372670807,0.2169811320754717,0.11764705882352941,10.947252747252746,0.3775700934579439,19.0,36.0,6.0,21.0,44.0,16.0,25.0,50.0,35.0,17.0,45.0,44.0,21.0,1.0,,10.0,2.0,0.6,0.5,0.5,0.3546099290780142,0.01098901098901099,0.041666666666666664,,,0.2553191489361702,0.5277777777777778,0.5277777777777778,0.5263157894736842,0.0425531914893617,0.3120567375886525,0.4772727272727273,0.4883720930232558,0.5238095238095238,0.3076923076923077,0.4772727272727273,0.4724605769230769,26.671999999999997,9.0,10.0,4.0,1.0,1.0,4.0,8.0,7.0,4.0,8.0,21.0,8.0,49.0,115.0,30.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,2.0,7.0,14.0,110.0,5.0,10.0,0.5,0.47058823529411764,0.6,0.6346153846153846,0.7635135135135135,0.02,0.022727272727272728,0.02702702702702703,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5714285714285714,0.5,1.0,0.19230769230769232,0.9,0.019230769230769232,1.0,0.4375,0.12727272727272726,0.45098039215686275,,,,,,,,,,,,,,,,,True,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,29510.0,492.0,38.0,998,998,271.0,344,111.0,1996,20.0,29.0,2.0,3.0,12.0,31.0,56.0,119.0,25.0,278.0,1133,6.0,9.0,5.0,41.0,76.0,36.0,6.0,17.0,9.0,26.0,6.0,12.0,1.0,61.0,2.0,6.0,24.0,17.0,1.0,42.0,8.0,50.0,19.0,15.0,4.0,12.0,7.0,7.0,5.0,19.0,20.0,37.0,1.0,25.0,,28.0,6.0,6.0,3.0,3.0,6.0,6.0,262.0,0.6785714285714286,0.7169811320754716,0.47058823529411764,0.6666666666666666,0.5698198198198198,0.72,0.594017094017094,0.7592592592592593,22.5201072386059,0.631578947368421,0.045454545454545456,0.06995884773662552,0.02608695652173913,0.11538461538461539,0.009852216748768473,0.09090909090909091,0.018475750577367205,,0.023255813953488372,0.012345679012345678,,0.05555555555555555,0.0743801652892562,0.08,0.12727272727272726,0.06976744186046512,1.0,0.13063063063063063,0.6896551724137931,0.7407407407407407,0.7,0.13963963963963963,0.3870967741935484,0.41379310344827586,0.3333333333333333,0.12,0.6666666666666666,0.5945945945945946,0.4903350678733032,0.47326250000000003,0.039301310043668124,0.04878048780487805,0.1474820143884892,11.9890756302521,0.2715430861723447,24.0,59.0,17.0,41.0,86.0,15.0,47.0,103.0,18.0,18.0,126.0,86.0,41.0,5.0,,6.0,,0.8936170212765957,0.4563106796116505,0.4563106796116505,0.46396396396396394,0.04201680672268908,0.06896551724137931,0.01694915254237288,,0.26576576576576577,0.4067796610169492,0.41379310344827586,0.8333333333333334,0.07657657657657657,0.38738738738738737,0.47674418604651164,0.47674418604651164,0.8780487804878049,0.4166666666666667,0.47674418604651164,0.46767222222222216,26.633980582524277,2.0,3.0,6.0,1.0,3.0,8.0,14.0,7.0,8.0,16.0,5.0,8.0,9.0,43.0,15.0,1.0,3.0,4.0,,2.0,,5.0,2.0,,,2.0,2.0,,3.0,5.0,43.0,7.0,3.0,0.5,0.4444444444444444,0.2777777777777778,0.4722222222222222,0.524390243902439,0.009708737864077669,,0.06349206349206349,0.35294117647058826,0.375,1.0,,0.56,0.5714285714285714,1.0,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.4666666666666667,0.02830188679245283,0.15467625899280577,2.0,1.0,0.06451612903225806,0.058823529411764705,0.08,,,,,,,,,,,,True,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,37759.0,629.0,69.0,1277,1285,387.0,475,144.0,2562,44.0,55.0,3.0,6.0,6.0,17.0,54.0,86.0,14.0,206.0,1449,5.0,11.0,5.0,18.0,92.0,16.0,8.0,52.0,31.0,83.0,24.0,31.0,11.0,197.0,13.0,14.0,32.0,29.0,3.0,64.0,27.0,91.0,24.0,15.0,9.0,11.0,8.0,10.0,3.0,21.0,22.0,43.0,,47.0,2.0,37.0,13.0,18.0,6.0,11.0,23.0,9.0,378.0,0.8518518518518519,0.92,0.627906976744186,0.45454545454545453,0.5783132530120482,0.43333333333333335,0.5597826086956522,0.5,14.275766016713092,0.5238095238095238,0.1,0.09731543624161074,0.0472972972972973,0.11307420494699646,0.04980842911877394,0.10499139414802065,0.04847396768402154,0.044642857142857144,0.0392156862745098,0.04854368932038835,0.05454545454545454,0.07058823529411765,0.08496732026143791,0.16666666666666666,0.10087719298245613,0.16363636363636364,0.391304347826087,0.3313253012048193,0.8,0.8461538461538461,0.8636363636363636,0.10240963855421686,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.4,0.5,0.8132530120481928,0.5414322289156627,0.5193653846153846,0.07303370786516854,0.1326530612244898,0.08737864077669903,5.634883720930233,0.303054032889585,4.0,14.0,34.0,12.0,46.0,10.0,28.0,80.0,22.0,22.0,78.0,46.0,12.0,3.0,,8.0,,0.9285714285714286,0.35,0.35,0.4819277108433735,0.03488372093023256,0.05454545454545454,,,0.08433734939759036,0.2857142857142857,0.2857142857142857,1.0,0.20481927710843373,0.27710843373493976,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.22727272727272727,0.2608695652173913,0.5499522727272728,25.127499999999998,15.0,18.0,16.0,7.0,12.0,,3.0,3.0,1.0,4.0,16.0,10.0,5.0,67.0,6.0,,7.0,10.0,9.0,1.0,,,,4.0,5.0,7.0,1.0,,,6.0,67.0,11.0,4.0,0.25,0.45454545454545453,0.7272727272727273,0.7045454545454546,0.6568627450980392,,,0.06097560975609756,0.47058823529411764,0.47058823529411764,1.0,,0.2,,,0.4090909090909091,0.8333333333333334,0.2727272727272727,0.5833333333333334,0.3,,0.32524271844660196,1.0,,,,0.06666666666666667,1.0,1.0,5.0,5.0,1.0,0.0125,1.0,1.0,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,31630.0,527.0,64.0,1079,1082,346.0,402,112.0,2161,24.0,44.0,,,21.0,41.0,61.0,122.0,85.0,387.0,1212,5.0,12.0,12.0,43.0,54.0,68.0,2.0,52.0,25.0,77.0,17.0,38.0,9.0,179.0,4.0,4.0,39.0,27.0,1.0,67.0,9.0,76.0,14.0,8.0,6.0,21.0,14.0,16.0,7.0,37.0,18.0,50.0,5.0,73.0,3.0,92.0,22.0,2.0,,2.0,2.0,2.0,337.0,0.4426229508196721,0.45,0.5,0.4166666666666667,0.551094890510949,0.62,0.6137820512820513,0.7241379310344828,28.962655601659748,0.5675675675675675,0.04,0.1067193675889328,0.016597510373443983,0.15725806451612903,0.01834862385321101,0.1317365269461078,0.017429193899782137,0.01098901098901099,0.03896103896103896,0.011560693641618497,0.044444444444444446,0.125,0.08461538461538462,0.13725490196078433,0.1568627450980392,0.1590909090909091,1.0,0.16058394160583941,0.5454545454545454,0.6,0.375,0.14963503649635038,0.5121951219512195,0.5675675675675675,0.2857142857142857,,,0.7153284671532847,0.49384925093632964,0.4951233333333334,0.09764309764309764,0.15827338129496402,0.1111111111111111,9.57950819672131,0.3206672845227062,16.0,37.0,15.0,54.0,137.0,42.0,60.0,152.0,35.0,47.0,99.0,130.0,54.0,8.0,1.0,14.0,4.0,0.55,0.39473684210526316,0.41379310344827586,0.5547445255474452,0.06557377049180328,0.09090909090909091,,0.03225806451612903,0.13503649635036497,0.43243243243243246,0.43243243243243246,0.75,0.05474452554744526,0.5,0.39416058394160586,0.40601503759398494,0.5185185185185185,0.5121951219512195,0.4153846153846154,0.47841644736842115,28.444736842105264,6.0,12.0,6.0,2.0,5.0,5.0,10.0,19.0,7.0,13.0,13.0,21.0,56.0,145.0,81.0,4.0,8.0,5.0,4.0,2.0,,2.0,,2.0,1.0,2.0,5.0,1.0,7.0,15.0,135.0,6.0,8.0,0.5384615384615384,0.44680851063829785,0.37142857142857144,0.5426829268292683,0.6513761467889908,0.02631578947368421,0.029197080291970802,,0.4,0.4,0.8333333333333334,,0.4,0.5,0.8,0.14634146341463414,0.5,0.06097560975609756,0.4,0.4523809523809524,0.04430379746835443,0.37467700258397935,3.0,3.0,0.0975609756097561,,0.12,2.0,1.0,,,,0.007518796992481203,0.6666666666666666,1.0,7.0,,,True,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,32335.0,539.0,92.0,1102,1103,362.0,448,117.0,2205,47.0,62.0,11.0,12.0,11.0,32.0,61.0,102.0,32.0,178.0,1226,13.0,16.0,3.0,29.0,86.0,36.0,10.0,76.0,36.0,112.0,26.0,46.0,18.0,260.0,6.0,17.0,44.0,50.0,13.0,107.0,23.0,130.0,20.0,15.0,5.0,23.0,18.0,23.0,5.0,46.0,30.0,53.0,4.0,56.0,7.0,43.0,18.0,17.0,9.0,8.0,21.0,13.0,353.0,0.7049180327868853,0.7678571428571429,0.5980392156862745,0.8125,0.5407407407407407,0.7647058823529411,0.5741935483870968,0.7631578947368421,16.328188464662876,0.5,0.5416666666666666,0.19455252918287938,0.07024793388429752,0.17254901960784313,0.02666666666666667,0.18359375,0.04925053533190578,0.07526881720430108,0.05063291139240506,0.02824858757062147,0.020833333333333332,0.13333333333333333,0.2153846153846154,0.23076923076923078,0.16826923076923078,0.19148936170212766,0.6190476190476191,0.45925925925925926,0.7580645161290323,0.7966101694915254,0.723404255319149,0.23703703703703705,0.34375,0.36666666666666664,0.6363636363636364,0.7058823529411765,0.9166666666666666,0.7037037037037037,0.5217727272727272,0.5298607142857142,0.12,0.15384615384615385,0.16292134831460675,5.1647058823529415,0.32849364791288566,3.0,8.0,7.0,7.0,26.0,10.0,8.0,33.0,28.0,13.0,24.0,24.0,7.0,6.0,,9.0,,1.0,0.24242424242424243,0.25806451612903225,0.24444444444444444,0.058823529411764705,0.04838709677419355,0.125,,0.05925925925925926,0.375,0.42857142857142855,0.6666666666666666,0.05185185185185185,0.1925925925925926,0.2692307692307692,0.2692307692307692,1.0,0.24390243902439024,0.2916666666666667,0.51251125,28.006060606060608,11.0,15.0,1.0,1.0,3.0,,1.0,3.0,,1.0,16.0,4.0,13.0,57.0,,,10.0,12.0,9.0,3.0,,,3.0,2.0,9.0,4.0,3.0,,,5.0,57.0,4.0,5.0,,0.3076923076923077,0.5714285714285714,0.5365853658536586,0.5816326530612245,,,0.08571428571428572,0.14285714285714285,0.14285714285714285,1.0,0.36363636363636365,0.058823529411764705,,,0.36585365853658536,0.7333333333333333,0.07317073170731707,0.3333333333333333,0.3,,0.3202247191011236,,1.0,0.0625,,,,1.0,4.0,1.0,,0.017857142857142856,,,2.0,3.0,,True,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,6426.0,107.0,-26.0,203,209,31.0,31,33.0,412,3.0,5.0,,1.0,7.0,18.0,11.0,27.0,9.0,31.0,259,1.0,2.0,4.0,6.0,12.0,10.0,,5.0,6.0,11.0,5.0,3.0,1.0,28.0,4.0,2.0,2.0,2.0,1.0,5.0,6.0,11.0,2.0,1.0,1.0,,,2.0,,2.0,6.0,12.0,,9.0,,11.0,6.0,,,,2.0,2.0,30.0,0.5454545454545454,0.5454545454545454,0.4074074074074074,0.5,0.39285714285714285,0.5,0.4696969696969697,0.75,14.644351464435145,,0.16666666666666666,0.05128205128205128,0.030303030303030304,0.05405405405405406,0.0975609756097561,0.05263157894736842,0.056074766355140186,0.037037037037037035,,0.1111111111111111,,,0.043478260869565216,0.125,0.06896551724137931,,1.0,0.17857142857142858,0.6,0.6,0.6666666666666666,0.6428571428571429,0.3888888888888889,0.4117647058823529,0.5714285714285714,0.5,,0.21428571428571427,0.43317407407407404,0.3231,0.18181818181818182,0.1875,0.1935483870967742,10.211111111111109,0.15270935960591134,1.0,4.0,,,1.0,1.0,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,0.03571428571428571,0.037037037037037035,,,,0.14285714285714285,0.25,0.25,,,0.03571428571428571,,,,0.3333333333333333,,0.3923,64.4,,,,,,,,,,,1.0,,,2.0,,,1.0,1.0,2.0,,,,,2.0,,,1.0,,,,2.0,,,,,0.5,0.3333333333333333,0.3333333333333333,,,0.07142857142857142,,,,,,,,,,,,,,0.06451612903225806,,,0.05555555555555555,,,,,2.0,1.0,,,,,1.0,1.0,,True,,
1628035,1610612744,Alfonzo McKinnie,Alfonzo McKinnie,1628035,GSW,3514.0,59.0,-12.0,124,128,38.0,69,12.0,252,4.0,4.0,1.0,1.0,1.0,3.0,5.0,7.0,1.0,20.0,152,1.0,2.0,,2.0,8.0,2.0,2.0,,,,,,,,4.0,1.0,6.0,4.0,,10.0,5.0,15.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,5.0,,3.0,1.0,2.0,,1.0,,1.0,1.0,1.0,38.0,0.8,1.0,0.7142857142857143,0.5,0.6333333333333333,0.5,0.625,0.5,12.499999999999998,1.0,,0.19047619047619047,0.037037037037037035,0.20689655172413793,0.14814814814814814,0.2,0.09259259259259259,0.08333333333333333,,0.15,0.14285714285714285,,0.3333333333333333,0.3333333333333333,0.18518518518518517,0.5,1.0,0.26666666666666666,1.0,1.0,0.75,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.8,0.54361,0.4242,,,0.1,4.114285714285715,0.3064516129032258,,,6.0,1.0,2.0,1.0,3.0,8.0,2.0,3.0,9.0,2.0,1.0,,,,,1.0,0.375,0.375,0.5333333333333333,,,,,,,,,0.4,0.13333333333333333,0.5,0.5,1.0,0.2,0.5,0.52942,24.0,1.0,1.0,2.0,1.0,2.0,,,1.0,,,2.0,2.0,1.0,11.0,,,,,,,,,,,,1.0,,,,1.0,11.0,,1.0,,0.6666666666666666,1.0,1.0,0.9166666666666666,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,1.0,0.4,0.5,1.0,,0.55,,,,,,,,,,,,,,,,,True,,
201973,1610612744,Jonas Jerebko,Jonas Jerebko,201973,GSW,1709.0,28.0,2.0,51,56,14.0,22,9.0,107,4.0,6.0,1.0,3.0,,,6.0,9.0,,15.0,66,1.0,3.0,,2.0,10.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,2.0,,1.0,,1.0,4.0,5.0,,,,,,,,,2.0,4.0,,,,,,,,,,,14.0,0.8333333333333334,1.0,0.6666666666666666,0.3333333333333333,0.5357142857142857,0.25,0.5357142857142857,0.25,22.580645161290324,,,0.0625,0.13333333333333333,,0.2,0.037037037037037035,0.16,0.2,0.16666666666666666,0.2857142857142857,,,0.1,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.75,,,,,0.75,0.3333333333333333,0.7857142857142857,0.5502892857142857,0.5280166666666667,,,0.13333333333333333,6.655555555555556,0.27450980392156865,2.0,3.0,3.0,1.0,2.0,,1.0,5.0,2.0,2.0,3.0,2.0,1.0,,,,,1.0,0.2,0.2,0.35714285714285715,,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.21428571428571427,0.14285714285714285,0.5,0.5,1.0,,0.5,0.604525,24.88,1.0,2.0,,,2.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,0.5,0.25,0.25,,,,,,,,0.25,,,0.5,0.5,0.5,,,,0.13333333333333333,,,,,,,,,,,,,,,,,True,,
