EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,Minutes,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,ThreePtAssists,Arc3Assists,LongMidRangeAssists,BadPassTurnovers,SecondChanceFg3Pct,DefAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,PenaltyArc3FGA,PenaltyFG3A,AtRimAssists,Technical Free Throw Trips,PenaltyArc3Frequency,PenaltyTurnovers,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Fg3aBlocked,Corner3Assists,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefensiveGoaltends,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,Travels,3SecondViolations,Corner3PctBlocked,Defensive 3 Seconds Violations
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,28.0,2.0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,2317.0,-2.0,81,84,165,39.0,22.0,13.0,18.0,6.0,10.0,4.0,8.0,5.0,8.0,2.0,7.0,1.0,1.0,9.0,18.0,2.0,20.0,81.0,5.0,10.0,1.0,11.0,6.0,11.0,1.0,13.0,8.0,10.0,10.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,3.0,8.0,11.0,11.0,22.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,13.0,22.0,0.4444444444444444,1.0,0.5,0.5,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5263157894736842,0.55,0.5909090909090909,0.1111111111111111,0.1,0.14285714285714285,22.549019607843135,0.5,0.38095238095238093,0.22857142857142856,0.21428571428571427,0.15789473684210525,0.3142857142857143,0.2037037037037037,0.1,0.3333333333333333,0.14285714285714285,0.125,0.3333333333333333,0.5,0.5,0.2222222222222222,0.2,0.14285714285714285,0.5,0.5555555555555556,0.6,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.3333333333333333,0.5,0.05555555555555555,1.0,1.0,1.0,0.8,0.5,0.7272727272727273,0.625,0.5555555555555556,0.5192055555555556,0.5903999999999999,0.5474454545454546,0.10526315789473684,0.10526315789473684,0.55,0.65,4.483333333333333,0.2716049382716049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628983,1610612746,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,LAC,1768.0,-11.0,62,65,127,29.0,7.0,8.0,11.0,1.0,4.0,,1.0,,1.0,2.0,5.0,,2.0,3.0,11.0,7.0,19.0,64.0,1.0,2.0,2.0,4.0,,2.0,3.0,3.0,4.0,2.0,,3.0,,,,,1.0,1.0,,2.0,2.0,2.0,4.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,,5.0,8.0,,2.0,1.0,,1.0,1.0,3.0,7.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.5,,0.4,0.3333333333333333,,0.5,0.5,0.375,0.2727272727272727,0.5,0.2,27.027027027027028,,0.125,0.041666666666666664,,0.06666666666666667,0.07407407407407407,0.05128205128205128,,0.09090909090909091,,0.07692307692307693,,0.2,0.16666666666666666,,,,1.0,0.26666666666666666,0.25,0.5,,0.3333333333333333,0.4,0.5,1.0,0.13333333333333333,,,,0.3333333333333333,,0.5,,0.5333333333333333,0.49285,0.6461250000000001,0.44905,0.11764705882352941,0.15384615384615385,0.21052631578947367,0.15789473684210525,8.590909090909092,0.11290322580645161,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.26666666666666666,0.13333333333333333,0.5,0.5,1.0,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201568,1610612746,Danilo Gallinari,Danilo Gallinari,201568,LAC,1382.0,-10.0,50,51,101,23.0,,,7.0,,2.0,,,,,,1.0,,3.0,,6.0,6.0,15.0,54.0,,1.0,,3.0,,,,,,,,,1.0,4.0,,11.0,,,1.0,3.0,4.0,,4.0,,3.0,2.0,1.0,1.0,,2.0,,1.0,,4.0,6.0,,3.0,,,,,,,,,,,,0.4090909090909091,0.75,,0.5357142857142857,0.75,,,,,27.586206896551726,0.5,0.25,,0.14285714285714285,,0.21052631578947367,,,,,,,0.3333333333333333,0.16666666666666666,0.2,,,,0.18181818181818182,,,,0.09090909090909091,,,,0.2727272727272727,,,,,,,,0.6363636363636364,0.4812681818181818,0.4262,,0.21428571428571427,0.3333333333333333,0.2,,12.35,,,,,3.0,5.0,3.0,5.0,1.0,6.0,5.0,3.0,1.0,1.0,,,,,0.6666666666666666,0.6,0.6,0.45454545454545453,,,,,0.45454545454545453,0.6,0.6,0.6666666666666666,,0.6,27.8,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,1382.0,-10.0,50,51,101,23.0,,,7.0,,,,,,,,1.0,,,,1.0,,6.0,54.0,,,,,,,,,,,,,1.0,3.0,1.0,8.0,1.0,1.0,1.0,,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,,2.0,,3.0,,3.0,,,,1.0,1.0,1.0,,,,,,,,,0.5,,,0.5,,,,,,13.793103448275863,0.5,,0.058823529411764705,0.14285714285714285,0.09090909090909091,0.05263157894736842,0.07142857142857142,,0.125,,0.1111111111111111,,,,,0.5,,,,,,,0.16666666666666666,,,,,,,,,,,,0.8333333333333334,0.5357833333333334,,,,,,,8.1,,,1.0,,2.0,4.0,2.0,5.0,,3.0,4.0,2.0,1.0,,1.0,,,,0.5,0.4,0.4,0.8333333333333334,0.16666666666666666,,,,0.6666666666666666,0.5,0.5,0.5,,0.5,25.1,,,,3.0,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,161.0,-1.0,4,5,9,3.0,2.0,2.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,,,2.0,,,,,,,,,0.25,,,,,,33.333333333333336,,,,0.5,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,0.3045,0.3045,,0.5,0.5,,,21.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629010,1610612746,Jerome Robinson,Jerome Robinson,1629010,LAC,865.0,6.0,29,31,60,14.0,20.0,11.0,10.0,1.0,1.0,,,1.0,1.0,,3.0,,1.0,1.0,5.0,1.0,3.0,27.0,,,,,1.0,3.0,1.0,3.0,2.0,,,1.0,3.0,3.0,1.0,6.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,3.0,20.0,1.0,1.0,0.2,,0.3333333333333333,0.16666666666666666,,0.25,0.16666666666666666,,0.25,0.2,,0.3333333333333333,14.634146341463415,,0.125,,,0.125,0.07692307692307693,0.041666666666666664,,,,0.14285714285714285,,0.3333333333333333,,,,,,0.16666666666666666,1.0,1.0,1.0,0.5,,,,0.16666666666666666,,,,,,0.25,1.0,0.3333333333333333,0.4044833333333333,,0.43175,,,,1.0,10.02,0.6896551724137931,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,0.16666666666666666,,,,,0.16666666666666666,,,,,,26.4,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612746,Garrett Temple,Garrett Temple,202066,LAC,351.0,4.0,11,12,23,6.0,2.0,2.0,4.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,13.333333333333334,,,0.16666666666666666,,,,0.1111111111111111,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5285249999999999,,,,,,,,0.18181818181818182,,,,,2.0,,2.0,,,2.0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201163,1610612746,Wilson Chandler,Wilson Chandler,201163,LAC,699.0,11.0,24,24,48,12.0,17.0,7.0,9.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,,2.0,19.0,,1.0,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,17.0,1.0,1.0,0.5,,0.5,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,,,11.428571428571429,,0.14285714285714285,,,,0.07692307692307693,,,,,,,,0.25,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,0.3333333333333333,1.0,0.75,0.5580625,0.3825,0.5798833333333333,,,,1.0,7.6,0.7083333333333334,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,0.5,,,,,0.5,,,,,,26.65,,,,,,,,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627820,1610612746,Tyrone Wallace,Tyrone Wallace,1627820,LAC,549.0,9.0,19,19,38,9.0,15.0,5.0,7.0,1.0,1.0,,,,,,2.0,,,1.0,3.0,,2.0,17.0,,,,,,2.0,,,,2.0,,,3.0,3.0,,6.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,15.0,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,14.285714285714285,,,,0.3333333333333333,,0.125,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,0.5416333333333333,,0.38245,0.3333333333333333,0.3333333333333333,,,8.299999999999999,0.7894736842105263,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
