EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Travels,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,ShortMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,LongMidRangeAssists,DefensiveGoaltends,OffensiveGoaltends,Charge Fouls Drawn,Corner3PctBlocked,OffLongMidRangeReboundPct,on,Defensive 3 Seconds Violations,LongMidRangePctBlocked
101108,1610612745,Chris Paul,Chris Paul,101108,HOU,19377.0,323,16,643,642,121,134,75,1285,12.0,18.0,3.0,4.0,2.0,3.0,19.0,29.0,9.0,19.0,1.0,7.0,1.0,2.0,10.0,36.0,2.0,2.0,8.0,40.0,66.0,11.0,43.0,19.0,132.0,701,6.0,10.0,3.0,12.0,3.0,7.0,2.0,10.0,14.0,26.0,12.0,68.0,3.0,30.0,2.0,34.0,10.0,2.0,1.0,23.0,26.0,49.0,17.0,9.0,18.0,5.0,124.0,4.0,7.0,22.0,26.0,1.0,49.0,11.0,60,1.0,20.0,15.0,5.0,19.0,3.0,16.0,11.0,2.0,3.0,30.0,3.0,5.0,9.0,28.0,4.0,2.0,2.0,29.0,3.0,4.0,23.0,1.0,4.0,7.0,5.0,3.0,1.0,1.0,5.0,4.0,23.0,118,2.0,5.0,0.15,0.15,0.09090909090909091,0.2558139534883721,0.2,0.2682926829268293,0.6060606060606061,0.6,0.42857142857142855,0.518348623853211,0.46153846153846156,0.35294117647058826,0.5458333333333333,0.46153846153846156,0.5208333333333334,0.3944954128440367,0.023255813953488372,0.030303030303030304,0.1111111111111111,0.027777777777777776,20.491803278688522,0.6333333333333333,0.047619047619047616,0.15384615384615385,0.05263157894736842,0.15492957746478872,0.023668639053254437,0.15434083601286175,0.03642384105960265,0.08620689655172414,0.034482758620689655,0.029850746268656716,0.21311475409836064,0.09375,0.1590909090909091,0.17307692307692307,0.10526315789473684,0.0196078431372549,0.8,0.1651376146788991,0.6666666666666666,0.75,0.16666666666666666,0.26605504587155965,0.6551724137931034,0.6551724137931034,0.10526315789473684,0.1743119266055046,0.47368421052631576,0.47368421052631576,0.2222222222222222,0.06422018348623854,0.14285714285714285,0.14285714285714285,0.3302752293577982,0.2777777777777778,0.2857142857142857,0.1,0.3076923076923077,0.75,0.6666666666666666,0.07692307692307693,0.15384615384615385,0.17647058823529413,0.6666666666666666,0.11764705882352941,0.47058823529411764,0.25,0.5596330275229358,0.29411764705882354,0.46701886792452835,0.43944,0.462996875,0.035398230088495575,0.05714285714285714,0.09090909090909091,0.19696969696969696,9.734848484848484,27.44883720930233,0.18818040435458788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101123,1610612745,Gerald Green,Gerald Green,101123,HOU,2642.0,44,-17,88,82,18,12,12,170,,1.0,,,,,1.0,4.0,,1.0,3.0,7.0,,,3.0,11.0,1.0,1.0,2.0,1.0,6.0,6.0,18.0,,20.0,109,,1.0,1.0,3.0,,,1.0,2.0,,3.0,2.0,,15.0,3.0,,11.0,3.0,,1.0,,,,,,,,,,,4.0,4.0,1.0,9.0,,9,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,6.0,7.0,,,,1.0,,,,,,,,,,,,,3.0,18,,,1.0,1.0,0.8333333333333334,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,,,0.4166666666666667,0.75,0.75,0.4166666666666667,0.75,0.75,0.75,0.05555555555555555,,,0.09090909090909091,24.752475247524753,1.0,0.5,0.2222222222222222,,0.23529411764705882,,0.22857142857142856,,,,,0.2,0.2,0.3333333333333333,0.2,0.2857142857142857,,,0.041666666666666664,,,,0.16666666666666666,0.25,0.25,1.0,0.041666666666666664,,,,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.4583333333333333,0.2727272727272727,0.3,1.0,,,,,0.5,,,,1.0,0.5,0.7916666666666666,0.2727272727272727,0.4998875,,0.5609999999999999,,,0.15,0.15,8.983333333333333,25.116666666666664,0.20454545454545456,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,4374.0,73,-13,140,141,25,39,14,281,2.0,3.0,,,1.0,1.0,,1.0,,,2.0,8.0,,2.0,4.0,10.0,,,2.0,2.0,4.0,6.0,18.0,,22.0,158,,,,,1.0,1.0,,4.0,,2.0,4.0,,18.0,,1.0,9.0,4.0,,,,,,,,,,,1.0,1.0,8.0,2.0,1.0,11.0,2.0,13,1.0,1.0,,1.0,1.0,,1.0,2.0,,,3.0,,,2.0,6.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,2.0,25,1.0,,1.0,1.0,1.0,0.3333333333333333,,0.35294117647058826,0.5,,1.0,0.5,,0.2,0.5,,0.2,0.8181818181818182,,,,,16.233766233766232,0.3333333333333333,0.25,0.06666666666666667,0.038461538461538464,0.21621621621621623,0.02564102564102564,0.14925373134328357,0.03076923076923077,,0.09090909090909091,,0.08333333333333333,,0.3333333333333333,0.20689655172413793,0.25,0.07692307692307693,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.045454545454545456,,,,,,,,0.36363636363636365,0.25,0.25,0.45454545454545453,0.4,0.4,1.0,,,,,,0.2,1.0,0.4,0.4,,0.9545454545454546,0.4444444444444444,0.5505809523809524,,0.6019300000000001,,,,0.09090909090909091,2.9250000000000003,26.211111111111112,0.17857142857142858,,,,1.0,,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,True,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,24573.0,410,8,818,811,164,172,96,1629,23.0,36.0,1.0,2.0,1.0,3.0,6.0,16.0,,3.0,4.0,7.0,1.0,2.0,34.0,88.0,9.0,9.0,20.0,29.0,55.0,38.0,95.0,24.0,196.0,903,1.0,3.0,10.0,22.0,2.0,7.0,11.0,22.0,6.0,43.0,34.0,24.0,105.0,9.0,,88.0,34.0,7.0,,4.0,10.0,14.0,8.0,2.0,2.0,2.0,38.0,2.0,3.0,13.0,10.0,,23.0,5.0,28,2.0,7.0,2.0,5.0,13.0,7.0,8.0,14.0,2.0,5.0,27.0,3.0,4.0,8.0,22.0,2.0,1.0,,27.0,1.0,,28.0,,13.0,2.0,7.0,3.0,,4.0,11.0,5.0,43.0,161,3.0,2.0,0.5862068965517241,0.5862068965517241,0.9210526315789473,0.4,0.5,0.4,0.5272727272727272,0.3333333333333333,0.2857142857142857,0.5733333333333334,0.7692307692307693,0.6379310344827587,0.6125,0.7857142857142857,0.6515151515151515,0.6333333333333333,,0.12727272727272726,0.1111111111111111,,20.129171151776106,0.48148148148148145,,0.04878048780487805,0.018518518518518517,0.06951871657754011,0.009174311926605505,0.058673469387755105,0.013157894736842105,0.014492753623188406,0.02702702702702703,0.0058823529411764705,0.0641025641025641,0.0375,0.0425531914893617,0.05263157894736842,0.1111111111111111,0.02631578947368421,0.45454545454545453,0.24,0.6388888888888888,0.71875,0.6086956521739131,0.10666666666666667,0.375,0.46153846153846156,0.5,0.02,,,,0.04666666666666667,0.5714285714285714,0.5714285714285714,0.5866666666666667,0.38636363636363635,0.38636363636363635,0.9117647058823529,0.15384615384615385,0.5,1.0,0.07692307692307693,0.6923076923076923,0.10344827586206896,0.3333333333333333,0.06896551724137931,0.6896551724137931,0.45,0.8733333333333333,0.38636363636363635,0.5280636666666668,0.4753928571428571,0.49956896551724134,0.0949367088607595,0.20967741935483872,0.11224489795918367,0.2193877551020408,4.187272727272728,26.876842105263155,0.20048899755501223,5.0,6.0,0.6,1.0,0.5555555555555556,1.0,,0.020833333333333332,1.0,2.0,2.0,3.0,6.0,1.0,2.0,4.0,2.0,2.0,0.1875,1.0,1.0,1.0,0.020833333333333332,,,,,,,,True,,
202702,1610612745,Kenneth Faried,Kenneth Faried,202702,HOU,788.0,13,-8,25,20,5,1,5,45,,1.0,,,,,,1.0,,,,,,,,,,,,,2.0,,,2.0,2.0,31,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,2.0,1.0,3,,,,,,,,,,,,,,,1.0,,,,2.0,,,2.0,,1.0,,,,,,,,,5,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,10.0,,,0.2,,0.3333333333333333,0.14285714285714285,0.25,0.06666666666666667,,,0.2,,,1.0,0.3333333333333333,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.367,,,0.3333333333333333,0.3333333333333333,,,4.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,17265.0,288,14,569,573,101,93,67,1142,41.0,59.0,7.0,14.0,8.0,11.0,2.0,13.0,,,,,,,,,,,,43.0,72.0,,,15.0,101.0,614,8.0,16.0,,17.0,8.0,12.0,,,1.0,17.0,72.0,14.0,,,,,,7.0,,6.0,7.0,13.0,3.0,4.0,2.0,3.0,33.0,22.0,16.0,26.0,32.0,2.0,60.0,38.0,98,4.0,2.0,2.0,,5.0,2.0,3.0,8.0,1.0,2.0,13.0,6.0,2.0,9.0,23.0,,5.0,2.0,25.0,3.0,1.0,33.0,,18.0,,10.0,8.0,,2.0,10.0,5.0,17.0,99,3.0,,0.8372093023255814,0.972972972972973,,,,,0.5972222222222222,0.5,0.6666666666666666,0.5972222222222222,0.5,0.6666666666666666,0.5804597701149425,0.5,0.6071428571428571,,,0.09722222222222222,0.0847457627118644,,15.527950310559005,0.38461538461538464,0.13333333333333333,0.21333333333333335,0.13675213675213677,0.18055555555555555,0.1527777777777778,0.19727891156462585,0.14559386973180077,0.14,0.15789473684210525,0.13636363636363635,0.14754098360655737,0.29508196721311475,0.17857142857142858,0.19387755102040816,0.15217391304347827,0.18181818181818182,0.5,0.8194444444444444,0.6949152542372882,0.7592592592592593,0.8536585365853658,0.18055555555555555,0.15384615384615385,0.18181818181818182,0.5,,,,,,,,,,,,0.875,0.5,0.2857142857142857,,,0.9166666666666666,0.7272727272727273,,,,0.8194444444444444,,0.5498527777777777,0.5489166666666666,0.5647083333333334,0.20689655172413793,0.20689655172413793,0.16831683168316833,0.16831683168316833,2.1930555555555555,,0.17750439367311072,,,,,,,,0.20588235294117646,,,1.0,1.0,3.0,,,,,,0.15384615384615385,,,,,12.0,1.0,1.0,2.0,,,,True,,
200782,1610612745,PJ Tucker,PJ Tucker,200782,HOU,21220.0,354,24,705,704,137,144,83,1409,8.0,17.0,3.0,7.0,,3.0,3.0,10.0,,1.0,19.0,42.0,4.0,4.0,4.0,10.0,,,,11.0,28.0,23.0,52.0,16.0,107.0,761,3.0,9.0,4.0,16.0,,4.0,1.0,4.0,11.0,14.0,14.0,8.0,69.0,,,10.0,4.0,2.0,1.0,10.0,7.0,17.0,6.0,1.0,8.0,,41.0,8.0,10.0,27.0,21.0,7.0,55.0,18.0,73,1.0,14.0,9.0,5.0,2.0,1.0,2.0,3.0,,,5.0,,1.0,15.0,28.0,,,1.0,26.0,5.0,4.0,19.0,,3.0,7.0,6.0,5.0,,1.0,6.0,3.0,12.0,134,3.0,6.0,0.6363636363636364,0.7,1.0,0.4423076923076923,0.25,0.4423076923076923,0.39285714285714285,0.3333333333333333,,0.56875,0.46153846153846156,0.1875,0.601123595505618,0.5333333333333333,0.4666666666666667,0.65,0.019230769230769232,0.07142857142857142,0.11764705882352941,,11.706102117061022,0.4,0.35,0.11797752808988764,0.07142857142857142,0.15976331360946747,0.0425531914893617,0.138328530259366,0.054878048780487805,0.10344827586206896,0.029850746268656716,0.05517241379310345,0.08955223880597014,0.14705882352941177,0.11627906976744186,0.17355371900826447,0.125,0.023255813953488372,0.5,0.2125,0.47058823529411764,0.5333333333333333,0.625,0.125,0.3,0.3,0.6666666666666666,0.0125,,,,0.525,0.4523809523809524,0.4634146341463415,0.125,0.4,0.4,1.0,0.5384615384615384,0.42857142857142855,0.6666666666666666,0.3076923076923077,,0.375,,0.5,,,0.8625,0.4,0.5469518750000001,0.566075,0.54920625,0.036585365853658534,0.1,0.14953271028037382,0.1308411214953271,4.8999999999999995,23.81346153846154,0.19432624113475178,,2.0,0.5,1.0,,,1.0,,2.0,1.0,4.0,,1.0,,,,,,,0.5,1.0,0.25,,2.0,2.0,,,2.0,0.023809523809523808,0.13333333333333333,True,,
201935,1610612745,James Harden,James Harden,201935,HOU,20869.0,348,12,703,701,147,167,80,1404,26.0,44.0,4.0,6.0,9.0,10.0,19.0,48.0,1.0,4.0,,4.0,2.0,,35.0,99.0,7.0,8.0,21.0,46.0,96.0,35.0,103.0,65.0,262.0,781,4.0,10.0,9.0,21.0,14.0,22.0,8.0,21.0,21.0,73.0,8.0,84.0,12.0,93.0,1.0,98.0,35.0,15.0,2.0,36.0,29.0,65.0,20.0,9.0,34.0,2.0,159.0,1.0,6.0,21.0,18.0,8.0,47.0,7.0,54,4.0,21.0,16.0,5.0,32.0,4.0,21.0,13.0,2.0,11.0,45.0,2.0,8.0,12.0,40.0,1.0,2.0,3.0,51.0,1.0,,78.0,2.0,22.0,5.0,8.0,4.0,,4.0,8.0,3.0,73.0,144,1.0,5.0,0.08695652173913043,0.09523809523809523,0.11428571428571428,0.33980582524271846,0.38095238095238093,0.3431372549019608,0.4791666666666667,0.4,0.6363636363636364,0.4949748743718593,0.4473684210526316,0.6046511627906976,0.5603448275862069,0.5,0.6666666666666666,0.5175879396984925,0.019417475728155338,0.15625,0.1590909090909091,0.020202020202020204,34.84276729559748,0.7111111111111111,0.36363636363636365,0.10909090909090909,0.04477611940298507,0.12727272727272726,0.005434782608695652,0.11818181818181818,0.0220125786163522,0.05084745762711865,0.03225806451612903,0.007194244604316547,0.08823529411764706,0.09836065573770492,0.16666666666666666,0.11764705882352941,0.15217391304347827,0.04040404040404041,0.375,0.22110552763819097,0.5909090909090909,0.7027027027027027,0.11538461538461539,0.24120603015075376,0.3958333333333333,0.475,0.05263157894736842,0.020100502512562814,0.25,0.25,,0.020100502512562814,,,0.49748743718592964,0.35353535353535354,0.36082474226804123,0.11428571428571428,0.3157894736842105,0.6666666666666666,,0.10526315789473684,0.3684210526315789,0.23255813953488372,0.9,,0.4883720930232558,0.38095238095238093,0.7386934673366834,0.35714285714285715,0.4925497474747475,0.53843,0.4850511904761905,0.13656387665198239,0.18803418803418803,0.08015267175572519,0.2786259541984733,5.569791666666667,26.824271844660196,0.20910384068278806,3.0,3.0,0.3333333333333333,,0.42857142857142855,,2.0,,,,4.0,1.0,1.0,2.0,9.0,,,,0.16666666666666666,,,,0.08181818181818182,8.0,,,,1.0,,0.07692307692307693,True,,
202697,1610612745,Iman Shumpert,Iman Shumpert,202697,HOU,3172.0,53,5,112,106,49,34,15,218,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,3.0,9.0,,1.0,3.0,2.0,2.0,3.0,9.0,1.0,14.0,127,1.0,1.0,,3.0,,,1.0,3.0,,3.0,4.0,,9.0,,,9.0,3.0,,1.0,,,,,,,,,,,5.0,1.0,,6.0,,6,,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,4.0,,,,2.0,,1.0,2.0,,1.0,,,,,,,,3.0,49,2.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.5909090909090909,1.0,0.5,0.5833333333333334,0.75,0.5,0.8181818181818182,0.1111111111111111,,,0.1111111111111111,10.0,1.0,,0.03571428571428571,,0.22727272727272727,,0.12,,,,,0.16666666666666666,,,0.2,0.2857142857142857,,,0.09090909090909091,1.0,1.0,1.0,,,,,0.09090909090909091,1.0,1.0,1.0,,,,0.8181818181818182,0.3333333333333333,0.375,1.0,1.0,1.0,1.0,,,,,,1.0,0.3333333333333333,0.9090909090909091,0.3333333333333333,0.5161681818181818,,0.49255,0.08333333333333333,0.3333333333333333,0.21428571428571427,0.21428571428571427,9.5,26.32222222222222,0.4375,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,
203085,1610612745,Austin Rivers,Austin Rivers,203085,HOU,6743.0,112,-3,229,218,48,56,26,447,,2.0,,,,,4.0,7.0,,1.0,1.0,3.0,2.0,2.0,9.0,18.0,2.0,5.0,5.0,4.0,10.0,10.0,21.0,,38.0,260,,,4.0,6.0,,1.0,5.0,7.0,,15.0,4.0,4.0,24.0,6.0,,18.0,9.0,,,1.0,4.0,5.0,2.0,2.0,,1.0,14.0,2.0,,4.0,4.0,,8.0,2.0,10,,2.0,1.0,1.0,4.0,,1.0,1.0,,3.0,5.0,1.0,2.0,10.0,18.0,,,,5.0,,1.0,,,,,1.0,1.0,,,1.0,,15.0,47,1.0,,0.5,0.5,0.8,0.47619047619047616,0.7142857142857143,0.47619047619047616,0.4,,,0.6129032258064516,0.75,0.9375,0.6129032258064516,0.75,0.9375,0.6774193548387096,,,,,13.793103448275863,0.8,,0.06349206349206349,,0.09302325581395349,0.028169014084507043,0.07547169811320754,0.017391304347826087,,,0.034482758620689655,0.07142857142857142,0.09090909090909091,,0.10714285714285714,0.06666666666666667,,,0.06451612903225806,,,,0.22580645161290322,0.5714285714285714,0.5714285714285714,0.5,0.03225806451612903,,,,0.0967741935483871,0.3333333333333333,0.3333333333333333,0.5806451612903226,0.5,0.5,0.8888888888888888,,,,0.5,0.5,,,0.25,0.625,1.0,0.7419354838709677,0.5,0.47561774193548384,0.54555,0.47359375000000004,,,0.15789473684210525,0.39473684210526316,6.62,25.99523809523809,0.2096069868995633,1.0,2.0,0.5,,0.5,1.0,,,1.0,,,1.0,,,,,,,,0.5,,,,,,,,,,,True,,
