EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FTDefRebounds,BlockedAtRim,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceFtPoints,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Travels,Offensive Fouls,Defensive 3 Seconds Violations,Technical Free Throw Trips,Corner3PctBlocked,on,DefensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3pt And 1 Free Throw Trips
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,4872.0,81,11.0,162,163,43,48.0,14.0,325,7.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,12.0,1.0,3.0,10.0,13.0,4.0,15.0,4.0,36.0,177,2.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,12.0,14.0,6.0,12.0,4.0,12.0,4.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,2.0,2.0,6.0,8.0,3.0,11.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,12.0,1.0,8.0,4.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,12.0,43,2.0,1.0,0.7,0.875,1.0,0.26666666666666666,0.25,0.26666666666666666,0.7692307692307693,1.0,1.0,0.5714285714285714,1.0,0.6428571428571429,0.5806451612903226,1.0,0.6666666666666666,0.5357142857142857,18.75,1.0,0.15,0.06060606060606061,0.05714285714285714,0.023809523809523808,0.10666666666666667,0.04,0.09090909090909091,0.06666666666666667,0.029411764705882353,0.18181818181818182,0.15,0.1111111111111111,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.875,0.875,0.5714285714285714,0.07142857142857142,0.5,0.5,1.0,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.10714285714285714,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.2857142857142857,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.8214285714285714,0.3333333333333333,0.5135928571428572,0.57395,0.5340571428571429,0.06666666666666667,0.13333333333333333,0.1111111111111111,0.3333333333333333,6.023076923076923,25.94,0.2654320987654321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,2377.0,40,-6.0,81,86,35,48.0,9.0,167,3.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,1.0,3.0,5.0,,2.0,,6.0,100,1.0,1.0,2.0,1.0,3.0,,2.0,,2.0,4.0,2.0,,2.0,1.0,,4.0,,4.0,,4.0,8.0,2.0,,4.0,8.0,14.0,2.0,16.0,,1.0,1.0,,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,,1.0,,,,,,1.0,,1.0,2.0,35,,,0.6666666666666666,1.0,,,,,0.6,1.0,0.3333333333333333,0.42857142857142855,1.0,0.2,0.42857142857142855,1.0,0.2,0.2857142857142857,10.0,1.0,0.36363636363636365,,0.25,0.08,0.3157894736842105,0.05128205128205128,,,0.09523809523809523,0.4,0.4166666666666667,0.2,0.15384615384615385,,0.5714285714285714,0.75,1.0,0.6666666666666666,0.14285714285714285,,,,,,,,0.14285714285714285,0.14285714285714285,,,,1.0,1.0,0.4,0.5,0.2,0.2,,0.8571428571428571,,0.55205,,0.50705,,,0.3333333333333333,0.3333333333333333,3.4200000000000004,24.6,0.43209876543209874,1.0,2.0,1.0,1.0,0.2,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627763,1610612749,Malcolm Brogdon,Malcolm Brogdon,1627763,MIL,11894.0,198,53.0,395,401,136,137.0,44.0,796,17.0,30.0,2.0,3.0,7.0,12.0,1.0,6.0,3.0,5.0,8.0,2.0,10.0,29.0,2.0,8.0,21.0,41.0,14.0,37.0,7.0,91.0,411,2.0,4.0,4.0,8.0,16.0,3.0,10.0,2.0,27.0,24.0,18.0,42.0,4.0,29.0,10.0,17.0,7.0,24.0,6.0,11.0,55.0,3.0,3.0,14.0,13.0,28.0,6.0,34.0,2.0,5.0,3.0,2.0,5.0,5.0,,10.0,,4.0,7.0,16.0,,9.0,,1.0,11.0,6.0,,1.0,,1.0,27.0,135,3.0,,0.5714285714285714,0.631578947368421,1.0,0.3783783783783784,0.3,0.3783783783783784,0.5121951219512195,0.5,0.5,0.5384615384615384,0.3333333333333333,0.4807692307692308,0.5481927710843374,0.3333333333333333,0.5,0.47435897435897434,21.136363636363633,0.5,0.11304347826086956,0.034482758620689655,0.14736842105263157,0.03333333333333333,0.12857142857142856,0.03389830508474576,0.046511627906976744,0.03333333333333333,0.027777777777777776,0.15625,0.10869565217391304,0.08108108108108109,0.14285714285714285,0.05128205128205128,0.38461538461538464,0.5666666666666667,0.6296296296296297,0.5294117647058824,0.07692307692307693,0.16666666666666666,0.2,1.0,0.0641025641025641,0.6,0.6,0.6666666666666666,0.10256410256410256,0.3717948717948718,0.3448275862068966,0.3448275862068966,1.0,0.5,0.6666666666666666,0.46153846153846156,0.5833333333333334,0.07692307692307693,0.3076923076923077,0.25,0.8589743589743589,0.3448275862068966,0.5428602564102564,0.46755,0.5488826923076923,0.07228915662650602,0.13043478260869565,0.04395604395604396,0.2967032967032967,4.192682926829269,26.094594594594593,0.34430379746835443,4.0,1.0,1.0,1.0,0.0975609756097561,0.1,0.07692307692307693,0.16,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,0.16666666666666666,0.05555555555555555,0.5,0.5,1.0,0.16666666666666666,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628425,1610612749,Sterling Brown,Sterling Brown,1628425,MIL,406.0,7,-4.0,15,17,6,15.0,1.0,32,,,,,,,,,,,,,,1.0,,,,,,1.0,,,20,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1.0,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,0.5292,,,,,,,,26.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,7258.0,121,8.0,238,241,93,93.0,31.0,479,11.0,19.0,1.0,2.0,7.0,11.0,,1.0,,,5.0,1.0,2.0,10.0,1.0,5.0,11.0,20.0,6.0,15.0,7.0,47.0,265,1.0,2.0,8.0,7.0,12.0,2.0,6.0,4.0,24.0,16.0,6.0,15.0,2.0,9.0,2.0,8.0,4.0,12.0,4.0,2.0,28.0,3.0,1.0,11.0,6.0,17.0,4.0,21.0,,6.0,5.0,1.0,1.0,1.0,,2.0,,2.0,3.0,10.0,,8.0,,,7.0,2.0,2.0,1.0,,1.0,24.0,93,4.0,2.0,0.7272727272727273,0.8,0.8333333333333334,0.4,0.3333333333333333,0.42857142857142855,0.55,0.5,0.5833333333333334,0.5714285714285714,0.8,0.5555555555555556,0.618421052631579,0.8,0.6,0.42857142857142855,14.925373134328357,0.5,0.08333333333333333,0.018867924528301886,0.21568627450980393,0.04918032786885246,0.13821138211382114,0.03508771929824561,0.037037037037037035,,,0.09523809523809523,0.09375,0.05263157894736842,0.2619047619047619,,0.5428571428571428,0.5789473684210527,0.6470588235294118,0.7272727272727273,0.02857142857142857,,,,,,,,0.14285714285714285,0.2857142857142857,0.2,0.2,0.5,0.4,0.5,0.6111111111111112,0.6363636363636364,0.05555555555555555,0.2777777777777778,0.2,0.9714285714285714,0.2222222222222222,0.5612676470588236,0.3792,0.5401382352941176,0.05555555555555555,0.09523809523809523,0.1702127659574468,0.5106382978723404,2.0300000000000002,28.113333333333337,0.3907563025210084,3.0,,1.0,,0.15,0.10526315789473684,,,,4.0,2.0,1.0,1.0,3.0,,2.0,4.0,,1.0,,,1.0,1.0,0.23076923076923078,0.8,0.8,1.0,0.4,0.2,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,
204025,1610612749,Tim Frazier,Tim Frazier,204025,MIL,241.0,4,,10,11,4,11.0,1.0,21,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,2.0,2.0,,6.0,11,,,,,,1.0,1.0,,3.0,,,6.0,,2.0,2.0,2.0,,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4,,,,,1.0,1.0,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.4857,,0.4638,,,,0.5,,26.799999999999997,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,7442.0,124,28.0,242,242,80,82.0,30.0,484,16.0,17.0,7.0,7.0,4.0,4.0,2.0,6.0,,,4.0,4.0,5.0,11.0,1.0,3.0,18.0,23.0,5.0,15.0,13.0,64.0,250,8.0,8.0,22.0,5.0,7.0,1.0,7.0,5.0,18.0,20.0,16.0,15.0,10.0,11.0,5.0,5.0,4.0,9.0,3.0,4.0,22.0,1.0,5.0,7.0,13.0,21.0,7.0,28.0,,4.0,2.0,2.0,1.0,,1.0,1.0,,1.0,5.0,12.0,4.0,11.0,,1.0,15.0,9.0,,6.0,3.0,6.0,18.0,79,2.0,,0.5555555555555556,0.7692307692307693,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.782608695652174,1.0,0.7142857142857143,0.6710526315789473,0.95,0.4642857142857143,0.7272727272727273,1.0,0.5625,0.39473684210526316,16.483516483516485,1.0,0.1625,0.08196721311475409,0.1206896551724138,0.019230769230769232,0.14492753623188406,0.05309734513274336,0.09375,0.05263157894736842,0.02631578947368421,0.19047619047619047,0.18181818181818182,0.11538461538461539,0.0975609756097561,,0.4473684210526316,0.9411764705882353,0.9411764705882353,0.5625,0.15789473684210525,0.3333333333333333,0.4,0.5,,,,,0.10526315789473684,0.2894736842105263,0.45454545454545453,0.45454545454545453,1.0,0.7,1.0,0.2857142857142857,1.0,0.2857142857142857,0.21428571428571427,0.3333333333333333,0.8421052631578947,0.45454545454545453,0.5289263157894737,0.5349375000000001,0.5202892857142858,0.20454545454545456,0.3103448275862069,0.34375,0.28125,3.008695652173913,26.173333333333332,0.3305785123966942,1.0,1.0,2.0,4.0,0.043478260869565216,,0.14285714285714285,0.17647058823529413,0.6666666666666666,,1.0,,1.0,2.0,1.0,1.0,,,,,,3.0,0.16666666666666666,,,,,0.1,0.1,,,1.0,,,,,0.5,,,1.0,3.0,1.0,1.0,0.1111111111111111,0.1,0.14285714285714285,1.0,1.0,,,,,,,,,,,True,,,,,,
202703,1610612749,Nikola Mirotic,Nikola Mirotic,202703,MIL,2707.0,45,4.0,90,95,37,33.0,11.0,185,,1.0,,,,,2.0,2.0,,,3.0,3.0,2.0,12.0,1.0,2.0,2.0,3.0,3.0,15.0,6.0,19.0,108,,,,1.0,1.0,2.0,5.0,1.0,9.0,4.0,,9.0,,12.0,2.0,,1.0,1.0,,,3.0,,,5.0,3.0,9.0,,9.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,3.0,4.0,,4.0,,,7.0,2.0,,1.0,,1.0,9.0,37,,,1.0,1.0,1.0,0.2,0.4,0.2,0.6666666666666666,,1.0,0.3611111111111111,,0.6666666666666666,0.4523809523809524,,0.6428571428571429,0.8333333333333334,21.56862745098039,1.0,0.14285714285714285,,0.22727272727272727,,0.18604651162790697,,,,,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.2631578947368421,,0.05555555555555555,,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.18181818181818182,1.0,,,,,0.5,0.3333333333333333,0.5,0.8888888888888888,0.16666666666666666,0.5059638888888888,0.4785,0.5232500000000001,0.14285714285714285,0.4,,0.47368421052631576,6.633333333333334,26.30666666666667,0.4111111111111111,,1.0,1.0,1.0,,,0.5,,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.06666666666666667,0.08333333333333333,0.0625,,,,,,True,,,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,8465.0,141,72.0,281,284,106,85.0,33.0,565,24.0,35.0,1.0,4.0,6.0,9.0,1.0,10.0,,3.0,1.0,,5.0,10.0,3.0,4.0,25.0,48.0,5.0,11.0,23.0,88.0,266,1.0,5.0,6.0,6.0,16.0,3.0,4.0,8.0,29.0,28.0,22.0,12.0,2.0,10.0,5.0,8.0,18.0,26.0,10.0,4.0,70.0,3.0,4.0,17.0,19.0,38.0,7.0,45.0,,3.0,2.0,1.0,8.0,2.0,6.0,11.0,2.0,4.0,1.0,8.0,1.0,28.0,,,38.0,20.0,1.0,13.0,1.0,13.0,29.0,105,3.0,1.0,0.56,0.5833333333333334,0.8,0.45454545454545453,0.75,0.45454545454545453,0.5208333333333334,0.2,0.375,0.5508474576271186,0.2,0.525,0.5789473684210527,0.375,0.58,0.1864406779661017,27.61904761904762,0.7272727272727273,0.21348314606741572,0.0625,0.22666666666666666,0.04918032786885246,0.21951219512195122,0.056,0.125,,0.061224489795918366,,0.21212121212121213,0.3870967741935484,0.2222222222222222,,0.5932203389830508,0.6857142857142857,0.7058823529411765,0.5833333333333334,0.1694915254237288,0.1,0.1111111111111111,,0.05084745762711865,,,,0.01694915254237288,0.1694915254237288,0.5,0.5,0.8,0.8,0.25,0.45,0.6666666666666666,,0.2,0.75,0.7796610169491526,0.5,0.5382584745762712,0.436,0.5043525000000001,0.26666666666666666,0.3125,0.06818181818181818,0.32954545454545453,3.9666666666666663,26.227272727272727,0.37722419928825623,2.0,2.0,11.0,6.0,0.041666666666666664,0.02857142857142857,0.2222222222222222,0.23809523809523808,0.46153846153846156,,,,,,8.0,2.0,2.0,1.0,3.0,,,4.0,0.1,,,,,,,,,,3.0,,,,,,,,4.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,True,,,,,,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,5991.0,100,49.0,197,202,60,62.0,18.0,399,5.0,9.0,,1.0,3.0,3.0,3.0,9.0,4.0,6.0,3.0,1.0,2.0,12.0,1.0,3.0,12.0,24.0,4.0,15.0,11.0,47.0,190,,1.0,,4.0,6.0,1.0,4.0,4.0,15.0,8.0,16.0,6.0,,12.0,2.0,8.0,9.0,17.0,8.0,8.0,43.0,,2.0,7.0,2.0,10.0,2.0,12.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,,,3.0,5.0,,14.0,,,14.0,6.0,1.0,,,,15.0,59,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.26666666666666666,0.25,0.26666666666666666,0.5,,0.6666666666666666,0.46153846153846156,,0.55,0.5108695652173914,,0.5769230769230769,0.38461538461538464,24.074074074074073,0.6666666666666666,0.03389830508474576,0.045454545454545456,0.1346153846153846,,0.08108108108108109,0.023809523809523808,,0.11764705882352941,,,0.04,0.05263157894736842,0.08571428571428572,0.09090909090909091,0.23076923076923078,0.5555555555555556,0.625,0.2,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.6666666666666666,0.6666666666666666,0.5,0.07692307692307693,0.3076923076923077,0.16666666666666666,0.16666666666666666,,1.0,,0.3,1.0,0.1,0.3,0.3333333333333333,0.6153846153846154,0.16666666666666666,0.5126705128205129,0.5891,0.55914,0.13333333333333333,0.2,,0.3191489361702128,7.570833333333333,25.813333333333333,0.30456852791878175,1.0,1.0,,,0.041666666666666664,0.1111111111111111,0.125,0.23529411764705882,,2.0,,,,,1.0,,,,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
